n_0,kb,T,theta,p_d,Ef,n
1.978190478918649,1.5340038513829573,1.287379768716732,1.836842674199552,1.583794482658142,2.722070067329671,0.842774539595865
1.8288343131929417,1.3272436153966745,2.6840314416187847,1.3605812363797791,2.4391271797945,2.771517006178835,2.5530178848451803
2.712676915950838,2.2883598152635614,2.587285482834786,2.7014661846279915,2.0699187012049447,1.6604537093730862,1.2880111233505969
1.61899282893012,2.086775964235893,2.552097734072894,2.678724956434931,1.448279774414585,2.411214777393988,0.6691005801335195
1.098749849425453,2.002324463454151,2.70523283150482,2.8519855153800666,2.1612603776456343,1.053394498679311,0.6561769737711228
1.0766461051751757,1.3044846712838296,1.583358121765075,1.3595387606019973,2.5448333889864845,2.2195086826181294,1.6940197487114006
2.5325516378985498,2.891375250761398,2.083180596109172,2.2209408031374336,2.4239784255058963,1.3428189204753642,1.704142617454671
2.109983058003903,1.9605714870956064,2.0321028459451105,1.838549431346467,1.916155937654777,2.8091331750945256,1.355782903293138
1.1567118653578936,1.385871985641178,1.0051522332939138,2.124489105140157,2.1571218507140744,1.4110384087666987,-0.1723054147481988
1.988956101551552,1.4211402971903508,2.4843936355228253,1.0818613394615,2.4672006370788035,1.2819719279961577,2.825826807739978
1.966112699278861,2.0801847731682663,2.70607469078391,2.792216698161776,1.874649166317068,1.6097069470213818,0.9758046440174786
1.7531623296727483,2.9802444146523523,1.9642498642808923,2.95675333938689,1.6224062880693504,2.697441489033479,0.4648428436174282
2.779897962433421,1.4869324603321323,2.724271720219239,2.1000278074304286,2.666012869434028,1.712050311253492,1.198483838587468
1.7360102880636052,2.5369995208697915,1.9046022997642185,2.839758247752364,2.1389437360825885,2.853340323055683,-0.3575702142695144
1.6020030599431443,1.561489113916453,2.0220504829295587,2.5841817185343894,1.5204336267777423,2.6899891181988984,-0.1590299630436642
2.7001425429394064,2.2253777040673173,1.5832691928451257,1.9688005305951333,2.3323152162732512,1.3019208996434686,1.79823787194542
2.5035101653194056,2.176537887026788,2.328263372429398,1.1330060944429547,1.9377196347127317,1.8965375454944176,3.273184343622028
1.9248303592550595,2.973901431916471,2.3349758603919533,1.8956619675734308,2.2655889992213067,1.4921024811220305,1.6257410236589354
2.317689975775394,1.386100891322822,1.0797744742968731,2.555923545887022,1.2929327605510137,1.9749690762823344,-0.9775509395515032
2.5749276230625044,1.8797998805845912,1.201924257020848,2.0960627377250995,2.5357082154193438,2.947930605891372,-1.6969112601090504
2.9697817644555693,2.8849255431915743,1.0750838111905077,2.167972865264089,1.4639508927510758,1.5473640614698263,1.7501116938237675
2.88914284263947,2.1810742774442766,2.037197083643422,1.2317210344259168,1.518585060099054,1.1010491703306051,3.2507636503418924
2.779417364811672,2.774536032834635,2.5588181580666465,2.429639394069884,1.2155464710038346,2.921698896536866,1.726784519411115
1.6647958517820634,1.2779116070898882,1.895284592994038,2.8990235906313315,2.6014542319380918,1.8837801566046048,-1.6050550945545017
2.9944911446082862,1.3151360198175688,2.5274521981326057,1.8675568434190548,1.427872417385783,2.561703580985776,2.0308829110145394
2.7025133792234195,1.861370238592796,1.8889628626676556,1.592310847811782,1.332089059172269,1.61024552255889,2.667045501214272
2.6438465639788777,1.343846795516379,2.2000827428869774,1.02100451712205,1.3469343414958992,2.944495373033421,4.496947848305068
1.3331320531893076,1.4444148763849454,1.406192179447545,1.0199113508102728,1.3958202980531544,2.7151434543379214,2.6351799828373053
1.7030936913339705,2.1111473274368846,1.2232301406237076,2.8376847864731927,2.0217854055239237,2.982930962182942,-2.0919590766825342
1.481543393720933,2.0392341059188213,1.7043916901923448,2.979679908177843,1.7781561143580331,1.7547270771565733,0.1689215593366559
2.3453958504323635,2.330671425756593,2.9883388900131536,1.926822269129289,1.0230610925741146,1.1953019015581436,2.201862704691428
2.983945484009627,1.6489519475326888,2.6622605790818445,1.2300016744178088,2.9002542896518837,2.6557704690072264,4.733841961975531
2.031174750268772,1.7828355218616558,2.028634685015192,2.116143552273763,2.1828563123073472,2.212354230812357,0.624347508635601
1.971641504557438,1.8097341989761424,1.0670885164833233,2.0047106638981766,2.203305062449572,2.6381664018993893,-0.5234052036790976
1.8973408359189212,2.3393861630837147,1.8061906134591963,2.2672559245657418,1.2153192273823767,2.3127848873992862,1.087674546832824
2.4624896891976755,1.270928401475594,1.471796836957595,1.0525986851322464,2.866257778861346,1.49711742984597,5.26055758307044
2.9436834219240136,2.780223852677566,1.194986735969185,1.9729679372860207,2.922517622992266,1.9032564285683504,1.0146353289789705
1.533354481020758,2.808708145896545,1.933574585362123,1.6380775558694352,2.197329922925657,1.9701324270473557,1.4511809551696253
1.404076456072311,2.582928310459482,2.0708926653397617,2.668113750288967,1.2005209203739995,1.632987579865005,0.9460851206135668
2.4527278403018205,2.673398331721656,2.9335007446525783,1.6934797061595166,1.894070097960408,1.2178418040891694,2.3644438100478893
1.0812555344529786,2.8508342303163783,1.7279873207920553,2.5152770634524284,2.8784518073471688,2.2976659418809184,-0.0948599996012394
2.1640257781448016,1.57100370483133,2.9400872847429027,1.985545265306695,1.486015960243891,1.584425666899743,1.7195148341805295
1.3399199838891482,1.1392055105525036,1.5998827140358085,1.2421309046219011,2.3008704084156606,2.908945114101461,2.928185756992774
2.3059669600007755,1.1742944976183691,1.7348602586655102,2.160482549166479,1.3826876483007606,2.992066938604039,-0.2981473648976186
2.590360182436795,1.6633469541526722,1.0896209463455993,2.1102219408440317,1.3133017246237215,1.0809288551308078,1.5482225564086418
1.6696629772507348,2.807431936517414,1.54648903248974,1.9752812980781471,1.6115615720699932,1.604774665053926,1.2782560767129312
1.3468645381947726,2.892772338157076,1.5494229575851306,2.571169718692917,1.7620503189403414,1.0429278521564187,0.8820759312864422
1.1575023942281963,2.5792997536843387,1.5768012120822072,2.4977034595659395,2.4817714416625467,1.4947322485203365,0.3131342273655556
2.755820075951402,1.9888489777660312,2.36371833717747,2.488262212650044,2.7469108674530496,1.888571655259984,0.3409888195555079
1.0575004995944344,2.364177884288911,1.3246088692322775,2.5337602959923045,2.7777514509194736,2.828945026803551,-1.120783483076556
1.4171010155316068,2.6273940975185326,1.1787855147369102,1.2274299595666367,2.226121318251021,1.690021344099987,1.996625593053476
1.5356949182729325,1.5785977271589944,1.6485035632199236,1.8243963152350489,2.052196528547073,1.825768762558368,0.9809512079562492
2.333176040083916,1.1614252600389356,1.238211315257476,2.5555736601868784,1.7047119879153,1.4964283185117215,-1.1150129832505389
2.738896742069416,1.6497514633373176,2.065979624454168,2.155601150612319,1.9844833125135524,2.948168913952112,0.1435294354778397
1.5188474615666527,1.620363573626525,1.85506238118544,2.853452053926363,2.580073100806793,2.7268099022734784,-1.8895187746068605
2.70408079952244,2.9781630663870837,1.6416090612481429,2.682749248778339,2.217280146978684,1.7976977563698455,0.7274723224674225
2.5376123097812835,2.5561294084759307,2.9653981691606,2.586264868487324,2.4581577503008405,2.5838038960725407,0.7308189747569854
2.448731916138666,1.090586255075482,1.9840369383496987,2.092419533487712,1.7678720946048228,1.8440517613035825,0.6103490647533306
1.038409160892508,1.5963635352843424,2.133169205433864,2.965695053621028,1.557936282146824,2.4268683990961426,-0.0967424313227488
1.4446241904426833,1.5318671882032002,2.816787694440509,2.1465414043412205,2.0232050860345727,1.298648070033167,0.9656887909219752
1.5597691033401366,2.936596114288318,1.2029152521648547,1.8283418913988607,1.476657488689916,1.2535371039657413,1.351588464265562
2.424742862469038,2.497889639937229,1.7697383786855316,2.455085783102816,2.5240066978479234,1.4899437114536185,0.8292888192168634
2.644625558994361,1.081535545559815,1.7352685951812443,2.381243805606907,1.238302777430462,1.274570861956513,1.033077600228861
2.7811091377008585,1.678256951594482,1.8967931906969453,2.5665201543274714,1.17086113086465,2.311618347237576,0.7968325753784954
2.427913192465387,1.210337745203896,1.1495690895586643,2.923339432675172,2.131531282263537,2.4253983024753767,-6.3793182415055325
1.939179541270989,1.746978269764698,1.835012810743444,2.408432736875862,2.787638369196378,1.089638695690938,0.5738538635147337
1.8261014095438983,1.5255139548430872,2.552933217745232,1.8258500617794848,1.7068259677349196,2.104267361761476,1.4012156278724444
2.821800601051044,2.1510577891913005,1.307111817307269,2.601605035554688,2.4836165118097524,1.9892940291920187,-1.4311275844599516
1.8682341304961387,2.722688668735307,2.5180434444432542,2.367890735984658,1.995832339197384,2.1495123398640152,1.0319771426001905
2.670342006361868,2.1014156721687143,2.3617913442255305,2.262488069485837,1.0888161268137773,2.959039330962717,1.564657758367613
1.0105826464153476,1.079913652241654,2.295016613928542,1.6687988376080545,2.432131857387993,2.52662158775438,0.7654133542226207
2.0458271754204813,1.3440954118155737,2.281587318149734,1.8078233031013928,1.901269301594127,2.8247699955076584,1.204524949336387
1.1896615146619671,2.897970631263538,1.202364912374729,1.3744972600300185,1.6748834766595295,2.5695958116170003,1.4762561527674058
2.121726650092868,1.0472580077454705,1.2717130550620537,2.597788674307589,2.318396135613271,2.392235350621584,-5.439345843529237
2.83297608945423,1.764715345180715,2.5015811496089717,1.616977785011484,2.0607017812528348,2.9531840813102628,2.6526857005327984
2.4534853959930505,1.5009850120664452,1.9930078038043064,2.513606398879721,1.2330860043828102,1.7163528740153962,1.0488599731945203
1.3851826765976565,2.46033751536854,2.0100265118853664,2.460910119120089,1.3633919996235904,1.8528946611349235,0.8352833453335499
2.00520827623839,2.307486116551136,1.4506350078984074,2.422121654675104,1.4663370185986735,1.294487848600271,1.1499426109992583
1.2386507842768673,2.6565152734942403,2.9500513575504312,2.790684337650453,1.7886184329322852,1.7871351701123064,0.7642167523621718
2.9824020195181555,1.569887286342554,1.5771794179567893,2.182631661027587,2.5482442121554083,1.5905303569918294,0.1783117493979479
2.3972594786472787,1.2164561159034109,1.7207696746897847,1.5958787248920696,1.0752233899505237,2.067172372326075,2.3334192009356363
1.029417249498756,1.5981252621815107,2.8391535937482963,2.708121908907621,1.0493174699848609,2.788167539862179,0.4270372195079813
1.778389818942668,1.9533056002196605,2.875095083957772,1.6154075960178471,2.647681375064283,2.3310892562587617,1.6912273153314994
2.7782186890610654,2.5497981735038087,1.2911906688607993,1.3311420847568562,2.1943105308235955,1.976065713124501,3.646758288146653
1.623820846473722,1.301681101089366,1.9772066527386316,1.1468981153879014,2.260389890425464,2.475530814731968,3.07596439150252
2.66403380956097,1.7956484280821583,2.0374093762315524,2.0185594420862287,1.935995707327048,2.628283391100519,1.059847895093966
1.2421923204845635,1.5602780831251422,2.633383669247632,1.223804930104051,2.952700635860664,1.4394661499560877,1.6791727287406264
1.2847116742186804,1.6573806224613732,1.910069453748622,2.20422008094972,2.2925640691088773,2.3725865149288565,-0.0218558134459003
2.3090184747144127,2.560251178688774,2.4228852789037187,2.494316242714892,2.419427521096064,2.3172627785568576,0.644244295616806
1.0602096724892176,2.831175884945313,1.9027876596199336,1.0632605904710706,1.4250595094785303,2.7478902618936125,1.434773353264216
2.0702109313852413,2.561106210158675,1.8695105103932976,1.469878281568592,2.877656961238011,1.5860802454479028,2.2690284635118743
1.5137507688304292,2.7171914246369635,1.193925170533506,1.4313337410286349,1.4479012836220355,2.2316199866094237,1.7233381850043687
2.708267886260005,2.2257657054087714,1.3359526154502712,2.85134237507673,2.037082868467426,2.16764365561985,-1.1452848430571674
2.777537247225718,1.016877194405233,2.6824310226939208,2.8352582354993725,1.6098371601812926,2.344038809533404,-0.8860403001726151
2.2119930585572263,1.2737683067713093,1.3361822144630422,1.1310764256366164,2.0376460886811207,1.544138308685591,3.95272534044248
2.7672569129310025,2.445492188966885,1.0278916289231743,1.2624317823928632,1.3892115961117522,2.799082241781539,4.066467857673128
1.7175742399635114,1.5636032720633035,2.429836163806804,2.6354264653779245,1.1473825658618535,1.9070953456954507,0.8523934202007981
1.4789686516350378,1.318476765763962,1.889920646921437,1.5078318860582545,1.452645333452398,2.6920852875156687,1.6250180178443268
2.584837019415291,1.752065557327378,1.291703086960702,1.7924384302385763,1.2858292574278605,1.633679342863548,2.0574118436434
2.5725744210604944,1.084603484199258,1.3826983963338682,2.289182040970963,2.463459013745164,2.109164810969025,-3.2937159378401626
2.107219262020162,1.7137336547943125,1.737927459436828,2.228396873827454,1.8436987309438044,2.3483731529716465,0.2348605762929214
2.627324773155352,2.849846439604626,2.206706321852992,1.859837382461305,2.7546965700652555,1.2765144772799728,2.2085864491197977
1.8405944450949008,2.1982364415004017,1.9201484019781,1.197778200998827,2.334829704853856,1.0392403039791789,2.2261894813391656
2.6197924027573283,1.4326126787940368,1.7334354754834522,1.280804858727124,2.034987334669655,2.465112290481559,4.133039635618681
1.2688821957100105,2.4772728118039025,1.2193285899649058,2.567346092244412,2.381808044579092,1.3276118541165616,0.1536174963340874
1.781602430453347,2.634518608448918,2.2198932808706617,1.8623110810899417,2.71315128571299,2.8721253970347407,1.0993474106956385
1.4584373586093782,1.734090228864782,1.916444054935721,2.8015885286699085,2.8093980893823742,1.113326988717737,0.1643785299403634
1.4060400129448642,1.201296721534026,1.0108869465367625,2.4120892832251943,2.48712887312398,2.8422243308492243,-4.695680234609672
2.6665329118624825,2.2501504559270247,1.4254152616288671,2.6345358174162343,2.66735263708166,2.2203089195505146,-1.6376176480003994
2.362092826354207,1.5165188234378768,2.496277631714265,2.180832713358578,1.8003049374924525,2.1240947029668256,0.9951417164010276
2.5885101083442907,1.272712091596735,2.4306636537184785,2.9596723888536056,2.7077374855537504,2.98812602275573,-4.069950244736257
2.2373006924381142,2.4924574234083394,2.2979571085171417,2.713218712134635,1.3307138842107291,2.334460350816151,1.133484964248369
1.069181991293092,2.7505594133350706,2.5138410460420886,1.674850583730988,2.06468374590713,1.6446051646092332,1.0146459205732576
2.199094493142603,2.2457774205045435,1.947731101832507,2.395965502170041,1.2783611079867268,1.0004644531421285,1.7267147075433902
1.9121010754868288,1.252353143973555,2.58686211909078,2.8143356646160047,1.1186129275842382,1.9805457589492867,0.6738969088131365
2.222978415829787,2.411751959245368,1.2103500021374367,1.6351709375338277,1.2164416108358356,1.0991526791446713,2.157476268682056
2.954514906904948,1.8465903252159563,2.9084520910767626,1.876446998932261,2.1975488470098457,1.0640582932337974,2.567435817075268
2.404076637866475,2.2651230500634307,1.2047644333125247,2.997831520015843,1.8968250522047887,1.5731929435477128,-0.1976415548023466
2.2114999532623947,2.1385708320758265,1.7749405441528945,2.731651235836964,2.08789227637846,1.4386902815339282,0.6064354357998027
2.147487077999879,1.607997515575481,1.9243927016717255,2.843560239719891,1.449773550896877,2.3854371650494604,-0.1467559206609135
1.8503875278679225,1.709140506154842,1.6117649676944588,2.5379846361717435,1.588342113333509,2.802753430589787,-0.6114907937420302
2.514653169945872,2.8879692844712306,2.2557766359030245,1.366859118597442,2.1532446166838106,2.535243875727601,2.941413866337919
1.8889941159717716,2.0559698042961285,1.6420734056096988,1.4614488947791342,2.49464266955109,1.2135586028174674,2.0738499587748542
2.0532197288662006,2.13679324971533,1.6609898382446628,2.817390709194418,1.6059795261590897,2.348955606104449,-0.0154239591993584
1.055225699198441,2.96956897024545,2.224256964878062,2.03144229013778,2.5237904057487786,2.7342561198221604,0.5651564620779455
1.9679592811292492,2.08902290114494,2.508564548545435,2.340940398570323,2.024108752890033,1.7567346092428573,1.0382530044411864
1.4312404823679414,1.4818774209500252,1.6107368769635324,2.9109632150954745,2.8904872481401185,2.545802205260808,-2.864297165368212
