kappa,T1,T2,A,d,Pwr
4.447023081495944,3.311822014620616,3.5885576748002985,1.0591413580856672,1.8949955486589936,0.6878286198367002
1.5254857744671813,1.7219945248049258,3.469156567372276,3.928943220220691,3.5466464780144613,2.952563179941999
3.5889518308748647,1.2058948457534244,2.0400969188995446,1.4050146268189918,1.7337264025590562,2.4262702703882053
4.280897151822243,2.434167636567492,1.1604745311181812,3.0473726156973697,3.5534230452267006,-4.676040220369267
2.44746345952552,3.2264101658762794,3.278427710594946,3.078132918461857,1.8306012957466065,0.2140719029719921
3.4391452196107792,3.174779194035679,4.440363199930662,1.7139363477217624,4.244007884051874,1.7577617075002183
2.2622591983724774,1.3398062843550955,1.261048557471998,4.516246191536389,1.1499103357404414,-0.6997600853606206
2.34897033794311,2.6356556614144147,2.7436235798645794,1.026458601600314,2.662371218702531,0.0977788870965
4.849362985570062,3.025512690173453,3.389212428628237,2.73035643062801,2.827657581918232,1.7030218110523665
3.997769208015362,4.569104119955327,2.38125627824656,4.89602777648421,1.2008536378753414,-35.66059855041163
1.4275277483143496,4.370062020665296,2.438302009980361,2.099843946147576,4.123686450258731,-1.4042328067012422
1.600985115819975,3.003358037617051,2.738525100251958,4.798405805412534,4.21261378123253,-0.4829527257157953
4.968476621181473,1.1323718423156492,4.068245373392522,3.217094388608976,3.840976574695652,12.217511001714112
3.3088807343614586,1.0467569401505616,2.078448420854732,3.2692608154460063,3.95192694815217,2.8240450417784704
3.0786149097072237,3.8262800002221935,1.8097973025337808,3.631231413537572,3.8811496701503865,-5.808224630177753
2.0019626586557515,4.538276534114075,2.5786961789160445,1.0607960521361055,3.497956054905432,-1.189697626884722
3.345542784082983,2.8680762308468464,2.4720752871128315,3.925503293240396,3.098692910650505,-1.6783387298230417
1.249010970408572,1.8915492077902851,2.844370712409724,1.6666112231503538,3.5122209698183267,0.5647162355174941
1.0133709149489205,3.6715835011367446,2.167122281247521,3.138904645497022,2.82679466657839,-1.6929077469796758
4.843485290902128,1.4324441312642455,2.7830153575736367,3.718786551297026,4.161851234511946,5.845076203155996
1.120495934211688,3.5840832163722904,3.7931684503606062,4.297569496131285,1.411853910742583,0.7131268615501238
4.938191684827543,4.700923064504584,1.3791252565146563,4.354906214617868,3.661261341575152,-19.511435144447503
4.789464495367746,1.2294939239292475,4.72237098412681,3.1149329883765,2.783724575133654,18.71943354363045
2.594029961766221,4.729003598750104,2.945665497075334,4.396402865408907,3.426153715431896,-5.936074118590209
4.540692915907818,2.548044573024384,2.2606373655074323,1.9148928016738336,2.794027839246332,-0.8944035708423094
1.9294245138488375,2.3921861912255777,1.5101658636572028,1.0716121872790096,4.775613479711524,-0.3818694019580735
3.028819745820633,4.344545778400448,1.655348417406604,2.21692248674979,1.0263807150359554,-17.592928169981988
2.611916424022984,4.571716635981088,1.2723943876507169,4.555179295000307,2.698876626098633,-14.54475652259436
2.627783299880599,3.7004714896986246,2.299792085427736,2.0400544033820767,2.2374036332668013,-3.356028971189017
4.6870615508059,1.0051687928406294,3.194580665592341,4.7299941452303695,4.793528032490595,10.125895877126691
4.762643136374304,1.6431503870830348,1.7476568657318867,4.409281034716411,1.798076706879566,1.220536638970044
1.3708019876092274,1.6656634660376834,1.7259590142716197,1.3084190963671625,1.6473931011282774,0.0656462020125738
1.1039053116135933,2.070262941395207,1.2944889887971534,1.2878846943539537,3.600103840824729,-0.3063578203043088
1.2853220439188615,4.566850802986776,4.072367685826055,4.924853871139301,1.977586859520544,-1.5827823744646885
3.5367804949513237,3.4009941634392704,4.399171846012935,3.3659354546682705,4.43452930011647,2.679626211692228
2.6524726592487093,1.9118176044264812,3.132815443262145,4.29248808414494,2.33519276573656,5.95322330154411
1.4674214151101892,2.2035542297485966,3.1458447289414955,2.995488834694012,2.6925778397543625,1.5382931389440913
2.017504472250161,4.708813501528992,2.2382619540174664,1.6008969604387628,3.6052480421012754,-2.213281511881444
1.138826422891524,2.0693972827326714,2.123847422995374,1.5011338478799514,2.0655976609437805,0.0450640502350713
1.7894054810650777,4.264765849772947,2.9262136637470624,3.315838271989653,1.4513663766414542,-5.4721797317024015
1.040705730138015,4.16138968683127,3.099732594976299,3.690192927294228,2.9305012434187927,-1.3912954765372882
1.2232742597037962,3.261976317674758,2.007425926350741,2.8252412686525608,4.976867977875022,-0.8711869649436538
4.3931002734270415,1.192599090986302,1.254845741078745,4.169079740280223,1.5756994262902468,0.7235256386142253
2.624082421554295,4.781055511416223,1.2533865515124036,1.0745720962324454,3.0159026802508166,-3.2982496981835387
2.389915399646414,1.632184931117524,2.378671158433808,2.806832588226663,3.2326293299239928,1.549048188680735
1.351327508009272,3.980031325776359,2.9166865651536726,4.314117849633225,4.091152708565004,-1.515238606583483
4.7257029477383945,2.472072032867123,3.001174433835627,3.991750119121504,2.725662977393641,3.661822955691006
2.460818036261688,4.61917734122466,3.699046202163939,4.990059298153279,4.896736050585222,-2.3074284403382337
2.8636958376388004,4.990789558192642,1.976088891064608,1.2129809446864726,1.6441044390020974,-6.369358029159552
3.1266760123685686,1.959736707596099,1.4339936410184726,3.449230158862598,2.8162329952129803,-2.0133071139971515
2.892084510006058,3.3339327584217138,3.098261948662892,4.0590176503693645,1.445473953842479,-1.9139361385533609
4.500744477659833,1.016728156718608,2.7919891852273686,4.262172524795343,2.105764977739612,16.172147859421006
4.974405391559981,3.1910652683322382,2.896341170224577,1.6703987651548595,2.283339996490891,-1.0725224681680892
4.008125391937515,3.360935443283861,1.100457194664429,4.444036197105467,2.144633808798585,-18.77440022337947
2.261422411007856,4.990374150072973,2.72439041254576,1.618871072795364,4.923725836758955,-1.6848330797341131
2.798337840626929,4.28079994007995,2.0524543995754274,2.282477477963139,2.204061419036084,-6.457515981068341
4.603929590123552,4.474993582250125,2.6649144709956074,1.6088897272297018,3.6710631969464855,-3.652251259482276
2.5666043107247862,3.612433438889071,1.8925593654182653,2.451033767985716,2.03427882373928,-5.318563948293878
3.41931956663076,2.7946052922733817,2.7652013722884017,3.044208518539958,1.790003595514894,-0.1709879152683528
4.965238065787099,3.713124903061533,3.679882312426314,3.185437908351966,4.595564259972313,-0.1144103300881786
2.6264344375212385,3.775834664244241,3.1037147466704056,1.2755307191150431,3.233185534050848,-0.6964238327979844
3.2558630247305183,4.7584605426857625,1.114660591880746,1.7325472592547038,4.545452263069656,-4.5219800297631245
2.074439287397077,3.715441695435196,3.100646612436816,1.3776068042644989,4.709738358347731,-0.3730436160010947
1.8743288759988144,4.4725011189333,2.484555604003129,3.4938840561382363,4.023738343258845,-3.235407817810372
3.4462481221405348,3.292311661195733,4.07299789060532,2.9159229050199458,3.289687736620667,2.3847585956703443
3.2955278781934023,4.300860066784649,1.2219151324353748,3.289638118922571,3.5131792704608613,-9.501118299102806
2.6044037609355883,4.521476937720882,3.589092804089721,1.2916532399930802,3.08331131623038,-1.0172594879118453
4.157536456926604,3.2356151933606228,2.6396350040691607,1.1030242536829982,2.726871163754,-1.0022783113001423
1.942109300820543,1.2972719667590398,2.3620170166364134,3.94587690613426,4.350753967682328,1.8754189756546196
4.366223494476277,4.007815166472682,2.2580096717978813,1.3715271536433875,2.871508511575396,-3.649135924875004
1.2500412016906202,3.844429502542305,2.2582684931701897,3.8676010130070377,2.173088105440233,-3.528872182658336
4.978990946928544,4.316998877310326,4.216570476854784,4.303318787116681,4.554040925224431,-0.4725028938359341
4.89766857214774,1.20783289660773,2.6736225186508693,2.4096344073340976,4.386461118756935,3.943645848858445
3.5756156567799486,2.8381815895684896,4.377673467520344,3.8565275262930783,1.7298006682798523,12.272374715998884
3.090206685824607,3.066659380882948,3.611544749987968,4.803904670834056,3.005104477694597,2.6917051132794465
3.643666278860136,3.198196348114896,2.682699820951051,1.6888466806359237,3.9219255481567696,-0.8088262113041202
4.238837619590356,1.271715923936648,4.709799533558944,1.2924819263147382,4.613996082940659,4.082352209617182
3.359631805890403,4.026149954523486,3.1413646930252948,4.2494294893920745,4.180862552518331,-3.021303132691516
3.035062329381643,1.81551850085374,4.203312852281201,1.3128900461416748,4.716523329215903,2.017301928114953
3.601782308382833,2.305547188334701,4.228517895929946,3.677444486552742,3.596610665949885,7.081786455353422
4.780668368007302,1.656607668062637,1.4867102718902885,1.6500616882944237,1.5640652054279776,-0.8568813037283813
4.997633759814522,3.246106749686245,3.143039996882236,3.2904713093089675,1.595507523724196,-1.0622879915032764
2.9363270510996147,4.854711150828574,4.368021045656825,4.358051866469745,3.2850448589997354,-1.895867723889998
2.307711557628774,2.8597460159284167,3.035275245306997,4.910917992836637,1.3723685846653764,1.4495155719985924
2.1416150932457945,1.2988235594420816,2.8146912844648138,1.797047684403427,4.869245824459606,1.1981208499852185
2.374206452459873,4.337926195790642,4.773176611341526,3.9695392104623344,3.395992752955832,1.2079000987675446
1.6328084712515416,1.478516366890398,2.591023213717656,4.918369445000304,3.357030054429169,2.6613614133670804
4.249427700369854,2.491588965025435,4.558333729913075,3.525559701320295,4.769224704130481,6.492285043483872
1.1186168578900435,4.539357773010439,4.732225611644196,4.578609640403815,1.2543192706059965,0.7875292577826116
2.6674337221661286,4.28183747862725,3.203618778409194,4.807561835191468,3.319500615050753,-4.165360770524945
2.1554410295527475,2.22236192390539,1.3658500099155986,1.5546578415649548,1.7872677776343484,-1.6058861406503764
3.8899953684899486,1.6322553556407384,3.141478018650673,2.508245443383972,2.872309380526409,5.126739111742821
3.4452682362870544,1.7694996009600872,3.890254909674884,1.6683296964713803,1.4601186295232016,8.348478657003346
4.221056119987534,1.4224367654110086,1.524217946268668,2.633342712741733,4.832597988077027,0.23410749942144
3.055633678917198,4.631075772462129,1.706065861304814,4.28863920791715,2.062124581577157,-18.58802477046484
1.577164805381066,4.675912616670406,1.1494724108133112,2.1198839500777136,1.3316862252474695,-8.853679177772015
1.8754578099907029,3.1507821694928726,2.973601173484768,2.6261721465568866,2.791115218613604,-0.312658229009239
1.1138473037104326,4.176124555866273,1.6077542875506383,4.448980261806943,2.281169927488495,-5.579382463034707
2.6620989431892763,3.435793029559278,4.928889527836109,4.793119168350307,4.976611648749131,3.828216976917898
3.372492000648991,1.9436603781441328,3.6834818815909633,2.8969978718427774,4.690029577324291,3.6243340322077975
2.6155065413684584,3.7731769378361326,2.1427213647714205,4.796152417016759,3.378400577209344,-6.05405850535752
2.114564909934164,1.0299230015835743,2.676897065333597,2.812791311229484,3.125288676420354,3.1344053109348966
2.0680855278710006,3.4553045090858268,3.10575833127295,4.101954382415977,4.239607416767503,-0.6994203048830554
2.355003702023521,3.746316012333247,1.960487123937032,1.732799874293662,2.630290689702172,-2.7706144712672582
4.165683416018831,1.2294537487412929,3.160139256832701,2.717007844638865,3.270573552263773,6.681358418506216
1.0033862687776112,1.408525545559344,4.173379954994948,3.705758556463274,1.8261140871151669,5.629756799420526
4.634987330490783,2.484230734081577,1.237280407331096,1.0167118551932592,4.492335748484983,-1.3080471087274472
3.335680940702432,3.851299923876289,3.9043919575409953,4.576505265457261,2.2162552274853904,0.3657026084050319
3.3607700006051737,4.820879895830441,3.015910076619861,4.10812826440776,1.333581695797008,-18.686721160604343
1.04038951063876,1.1975282033169077,4.513649583463863,1.5137504110354714,2.232019138239837,2.3398215878216586
4.453831971152911,2.1845332504755683,4.365953316470009,3.66868485721466,1.1014749676895308,32.36002940441623
3.0540154691515617,3.711398598729272,1.6925151986184597,3.176591485682452,3.411277719218456,-5.7415183807232095
4.983250715329232,3.1099295970400034,2.497971328411622,2.4220365045880725,3.732442656312859,-1.978891966114036
2.230523407143894,1.527208180808513,2.9749806131313608,2.116240054719451,4.817115092714238,1.4186817932517186
3.364242871300706,2.2436373105253637,4.828170360885595,1.873044400801524,2.210065546371484,7.369064355186589
2.386708973485226,2.0908359284542137,1.8805043402593675,3.828021506228952,3.283197611787353,-0.5853037585500093
4.024514093803686,2.1874266324810203,1.2177327233292083,1.7586766772023026,2.3899557293288005,-2.87173438476747
4.484739177762901,4.773562275518448,1.787917132844372,3.651016891155813,4.492693874113455,-10.88134033580541
3.8601264291804624,4.931066532013645,4.689815805566241,1.6446918820836305,4.959469518863917,-0.3088300006462923
2.44896950448188,1.2786665969074642,3.255529850362266,4.984594817128983,2.2445856214186994,10.751119543292171
2.0426273174693663,2.1296923229276725,1.0525425531815755,1.1064785462444426,2.7397984154203203,-0.8885658461623227
1.0722998973468538,3.676590074102104,1.3334686283958592,3.316105989069002,3.270307410481317,-2.547715257251326
4.457564545630162,3.7036319430313114,2.865025771436944,4.346132158026393,1.279019246711102,-12.70227594615756
2.585276080159237,1.7995244820453449,4.450472337949472,3.625815696293031,1.963967901427281,12.652590501581647
2.1621437404776693,4.750334591365846,1.2357628863671328,4.282719911876102,3.546090204474358,-9.177552230202666
2.793773584957146,1.9498333769967715,2.454727219541504,3.4507225440800307,3.331750707055269,1.4609280365910686
2.915092832584225,4.650187597372499,4.915921085288837,4.74028334877063,2.54715098948087,1.4416116726023769
2.096797166980015,4.619538195223624,3.853583866924615,1.4894781345837589,1.279078958938478,-1.870234539192044
2.8672189033333497,2.5621842258466594,1.792754862560137,3.128294374587946,4.10015586349796,-1.6832043880445733
1.48213608606699,3.2703989164095457,2.019630148591233,1.9657574621601208,1.7311383796240245,-2.105054080173454
4.637875883380435,4.1713236189227,3.243671163792579,4.138652970848242,1.258824250809465,-14.144849519269783
1.672014528955001,3.665192789568943,2.1130928718833704,1.1714082122008476,2.921234187318846,-1.040642629386658
3.167477646103213,3.546648463882399,2.3805064109081555,4.660926364732239,1.1080299522952637,-15.53766512222748
4.975518606431407,2.4771450439013947,2.207466975401569,2.0373262622986665,1.0372822667650854,-2.635406506792038
4.73963760549789,1.8643417113795289,3.635049362917277,2.516839499996956,3.764929215010965,5.610359702160696
2.308358012866474,4.965224454731271,2.9038085156389544,1.9614385725581795,4.886206217969537,-1.910168661062465
3.307126825703097,3.792353349901572,4.617200551178616,2.995336798812808,1.7756826832946526,4.601555429646604
1.6327769706347497,2.893122867172617,4.138455594326849,4.316208058788013,4.109337244721997,2.1357128201875883
3.4176150108235257,1.5359918621129345,2.4371148718684634,4.108685579261933,3.3800970651637576,3.7435268610125454
3.950690965880288,3.6052629777128353,3.5399500774525285,2.531727790385757,2.2590374318803392,-0.2891782400299409
1.9522216968243893,2.4198975514764065,4.581507157710039,2.307222005332818,4.355823283134532,2.2352470482604896
3.870511820271932,1.5554991702882268,4.2530369474139,4.771375395214722,2.991086254134141,16.655228033907715
3.6675026280234975,3.81001154269765,4.359182378504393,3.703587085279691,4.737375665256809,1.5745724030816473
1.377352641760381,3.960633868903952,2.215556221766272,3.226157750914308,2.290316279154613,-3.385712223338708
1.2233694058069675,1.6396056304541138,2.102449639479931,1.0899284571032566,4.032503591245046,0.1530437120981613
1.986618833267273,3.2050237136554958,3.3313118679135507,3.065110970250156,3.535223473093818,0.2175236562704987
2.8375355764422894,4.681371277436615,4.011586075856074,3.088110627878698,2.876178399983793,-2.0405812548330484
1.4500468831307498,2.8264713001146817,3.2907156429323248,2.482368987462888,3.6136191412593943,0.4624370512958339
3.8479975344560273,4.417633147354253,2.4560772417041035,4.180335559933983,2.31295522845536,-13.64204235586011
1.6797569203589986,3.3059084739489077,1.5917886537349029,4.449883531293857,3.747322611404528,-3.4191265564074
1.0340247117184211,3.353229283082836,1.9739418305811256,4.318888625620415,3.1690969798375828,-1.9436684200433565
1.2710651358800806,4.00990464726336,4.076268297352463,3.1689904428890374,1.9535258893955596,0.1368358296364595
3.514978443689544,3.4985578720900583,3.4363069066292486,3.282356333994751,2.2203302577537194,-0.323472158422096
2.181732629140262,2.641790284048427,4.507753298820006,2.069509806136117,2.056690099129491,4.096407846882525
3.007740641779213,4.802098362473597,4.058085785462393,3.6887379896179366,4.340989154767182,-1.9015588424410188
2.840073804170175,4.009061007914331,2.701411947189218,4.438342007819894,1.285370649499034,-12.823696124134688
2.8311257498829123,2.9814673406163053,3.2604341558061583,1.3759266079143169,2.661690371890039,0.4082718528438002
1.8394534278739896,2.7560235241565567,4.093785345552153,2.3425295797767896,3.970039711272384,1.4519706132235832
1.343147553085629,1.3442430149343387,4.607449456917392,3.009410054366748,4.359594169607948,3.0255447399290194
3.847305477268984,1.4708658826496528,3.2333674818512144,3.389826614966877,2.729130726524389,8.422467360763692
4.31292192047201,1.4145551304093766,1.7356537781393806,4.782037431305788,3.532494692017161,1.874742072311437
2.7094132442908503,2.6761432014772337,3.7242207531631535,3.2730705208828805,3.5949175872324464,2.585443743590412
1.6562347627961391,2.398405287154433,3.606413102145382,4.172333150824549,3.6259813498459,2.3022106161870948
4.58178528972322,3.300652771570432,3.463195151440974,3.4729598814088694,2.0725828577421628,1.2479270899196453
3.1382672583289133,3.569224699056471,4.249087726168245,3.49914932993987,2.8291446691190605,2.638874099379245
4.422939873860674,4.591477010002115,4.526754004645918,2.888320736678259,1.8919513692566992,-0.4370238713419093
1.498202776259527,4.3816517806385935,2.675317061135541,2.138131502915871,4.160426526774884,-1.3138064231249904
4.452754122384919,3.693127763026169,1.8947673822582067,2.4894595873843923,1.789981932839222,-11.136837264741631
1.1747200500733483,1.432102171318435,1.063827323117359,1.123647497993622,1.2824405806385917,-0.379052423372179
3.747252234095504,2.3572831606827944,1.6975700107974228,2.008306336295264,1.1721361042879463,-4.235649189098007
1.2564200423261314,4.977706630604072,2.532674781773419,2.379098503409051,2.78981529528232,-2.6197288873373665
4.885944329041292,1.173095876968107,4.826400177375923,4.809059186407147,4.612714215589256,18.609638466038536
1.925485739824856,3.570099037211261,1.0310271784654437,4.35008730852277,2.6936882211972546,-7.895251066815178
3.164800076739814,3.0177192865188185,1.441074896745799,4.170463349491188,2.369849516469098,-8.78099175989226
4.348489125713192,4.163565551964116,3.225331319728107,4.060401617290754,3.446917663299557,-4.806044032234593
3.34740184058745,3.611162792659154,1.2180454347448255,4.727615298710196,3.5988244512291674,-10.523333021078017
3.125761470196052,4.05591614895758,2.1359281726295936,2.4089711811689267,2.46470126766189,-5.865724463550953
1.0998153658840697,4.737199674506125,2.526210478188692,3.4582382102101192,2.671366935665832,-3.1479495403424096
3.4404626710452346,2.6566768520984687,3.035759122198152,3.144119077515302,1.1162398468621562,3.673599327909241
2.774776542954923,4.558898708679612,4.995337283952441,2.8900495962576747,2.1855012113716863,1.6014205161848718
4.96331029717585,4.194325644624787,1.228062845509072,1.1587490348594165,1.128831026207881,-15.112680478718255
4.074136627811161,4.173661323493647,2.976832530541221,4.734748570078351,4.170255485834119,-5.536073878927531
2.1051764061407647,3.063398737217204,1.012572118590743,1.207477436612202,1.4581124329735178,-3.5752420590824183
1.3043826322214866,2.0325334014188523,4.347341283152165,3.8735730722959887,4.378117303542312,2.671433203399173
2.472349993554527,2.390586594771837,4.796853876917804,2.1321706979096984,2.1569337374438784,5.880834858499928
3.103885693383685,1.0913011113158395,2.377668284709052,3.611725090717601,4.927624088472088,2.9264949878617768
2.4350547637683766,2.273373192439708,1.703889172464557,2.2112131196968283,1.991303657534356,-1.5398676168257486
3.760725258020384,4.34990594279723,4.81417488274373,1.258284874304965,3.708437875744654,0.5924193084405663
3.140182444697729,1.6239049287934666,3.212384554331142,4.1715457513720136,2.024728157289711,10.277010935630909
1.0560663294464798,4.21078761006132,1.7593531455624682,3.286131689485525,1.1970245264622017,-7.107115907613903
2.748636499279637,3.317843772246812,4.652733928622748,1.5154953013356227,1.359759759000669,4.089359104582441
3.8170402584842336,3.936498224206058,2.672334943655075,4.135646142695398,2.4895438723121472,-8.015922323494294
3.48750624404811,4.369281974923132,4.244867453204243,4.220508114264469,2.399629358147548,-0.7631442584325155
2.6838787423132398,2.823413902289842,2.461580267847275,4.846530831473686,2.9721174781934145,-1.5835684230624945
1.593695684699397,1.2151190047144205,4.562486303731282,3.791307366923961,2.35144844454358,8.601264426399933
1.391057771624804,1.367848137715689,2.7826581060406337,1.9633762021826464,3.421834232795289,1.1292441096694932
2.226488751720496,4.569402982615751,1.8955527895930304,1.3838206342107102,1.4208423962365986,-5.798177036279284
2.1527959133829984,2.459653043282767,1.7250376205771003,2.44912923719303,2.0826456008403107,-1.859769973726072
1.8713760919882367,4.328289252533703,2.21243742263586,1.1846214723823696,3.807050209089992,-1.232075506784857
2.1533251012432872,2.766528682185789,1.873569909552213,4.725608715857703,1.9549394383953729,-4.647992964926186
2.6776676101161074,3.179973940218294,3.866621027611144,3.2616451559353106,1.6813278761736217,3.5667653995557287
1.2240931103879196,2.4621668904134766,2.584610211773664,1.1984054482836006,1.8732575042771396,0.0958861428586009
3.1580140889188653,3.711903142511365,3.422043696901925,2.4707932777634287,4.346544320083441,-0.5203479155909099
4.4903093230194,4.956505359723362,3.628565260671479,3.13613235906295,1.4960892448735563,-12.499470823821564
2.4324603106460465,2.7000265049413943,1.764461383378102,4.07941122510243,2.049911034079653,-4.528790792819382
2.722629391898616,3.504383704487844,2.228685746488109,4.432138217037823,2.6673204390009047,-5.771311182037226
4.575928435876374,3.306429720117217,2.278141915821271,2.7913456128323517,2.4322085562035998,-5.400161014828198
2.8880461873472365,2.3486719441448702,4.206422721412892,3.224446432161661,2.9556714605084404,5.853162673625047
2.710046244269221,2.70617969992427,1.7021417991491807,2.067254197360787,1.378048037474264,-4.081843355249026
4.972619211870669,4.887918785813613,4.882822540459948,1.0271470896207062,4.782084396588855,-0.0054431579325074
