U,k,d,E_n
4.162164880869463,2.3690256447985067,4.341995974529295,13.7458274557442
1.6131229170507426,4.2477151742202,4.32396689606297,0.3684295948065555
4.670739135467594,2.362880352325234,1.0304355037029262,16.445167167743687
3.329015542514967,4.826483882742014,4.695944690373755,11.861187325578973
4.704589928003568,1.479434463333659,2.4348416842969387,17.837807668330306
4.795622119798501,4.250053964615608,2.4967005274325107,13.188543541107878
1.1452725823876335,3.80579785964789,3.324946533154633,0.008803738569708
4.0947074473860585,4.960576110734639,1.735944277332182,13.815243104899205
3.733771266173248,3.993127496508816,1.064444972414044,10.795615132401489
3.709982936608556,2.2421941995236905,3.8920031172039056,13.10389675025894
2.1080382930095825,2.394018064010998,4.842698719985804,1.8426950206182169
4.851874493769213,2.1160154767725,3.116115980174163,0.4642150937842771
3.693562897386888,1.5760167694052498,1.3833370963377334,11.615130981941768
2.3079523916569658,3.5796478905648423,2.3956059612969227,7.664570195946582
4.274193124106226,3.5021115935163545,1.639499626435001,1.222850291376162
4.526361244196711,2.85093588983106,1.7906388860704414,5.589159991112649
4.589243017105916,2.261402484426972,4.610722388816553,14.122796546768363
4.877402594591479,4.336251849929111,3.703858155358263,18.908469293911004
1.372642726494826,1.2252517138167134,1.4288894027560537,3.2366454216266702
2.1279177829005027,4.078650118121108,4.226941985509604,4.41982407990631
2.819187312295848,2.9801126464087586,1.56738850984049,5.871706577496916
1.7656342994288514,3.3302731182151937,3.259181055737886,4.029666194576587
3.0400079293747577,2.699193446677284,4.939348996653451,1.6977397350102728
4.208710476405063,2.7266135413609915,2.898832197188281,8.838230060191032
2.9486391398878418,3.410646411949071,1.248906902055575,8.477297973981278
1.2617808397979462,2.46799674101417,3.961752347946026,4.891682324396133
3.197383245683622,3.849837276662024,2.961396399702298,3.8732280896884097
3.582329325158682,4.273553628781705,4.338564087282864,0.3381768367172164
3.501012971417633,1.9991618224226075,3.306677305628856,0.3719308859227885
1.4064939940829846,3.460794076151446,2.7962522783521724,5.536795930995334
1.901138714687105,4.376906653432159,4.5197633006105535,1.5383807870791415
1.892279096486151,2.2383302587203637,4.690839544500924,5.585426854044157
3.318551739212334,3.8840966660387575,4.693867441560021,1.2280714826289731
4.870927395491071,3.169184706212334,1.6030403241127074,6.237750120510507
1.2591319885573458,4.910340239386329,2.2605024695643263,2.256180299681509
1.5374096466443472,1.7420143112543771,1.1012908861626465,4.122429930610488
1.0365604576415173,4.43753432713784,4.982043063853303,4.132107580549293
3.587679800952083,2.823154572359467,1.488046155816436,10.686999852521923
1.7214788655813495,1.7191254134617622,4.5121638690667885,3.109493544859668
2.33065055589091,3.0865510401535854,4.509443979182846,3.650719067564257
3.099768628797895,4.07241759770121,4.627349187836186,7.929162527912962e-05
2.8823963883310806,4.809240517171119,4.336774080031104,8.20060342789923
2.747859796708144,2.423785502432533,2.3569487613466498,0.8701942297040678
3.745887824217609,3.0659535547011867,4.175023849034914,0.2042774258892939
2.032887325141467,1.0854214895549412,3.1531224919847287,7.972225679162561
3.09450489800078,1.659743724616777,4.419920497201931,3.1243126891359445
3.127360036832919,2.202874576271327,2.837646527179096,0.0032434832213506
3.618390633950779,4.8297858409708665,1.988673829889633,14.35652527588837
4.411443780132961,4.87071723726981,2.8699407430844666,7.430333125502379
4.888036529382422,3.506363141116723,4.304373309938043,17.75940171403805
3.617928739654556,3.79884166789174,4.098454888116231,14.402343807286254
3.227394730456044,2.497377474522528,1.1079888281228367,12.46213947662728
3.3398376711292257,2.918282011889171,4.607292225141828,2.418604514689568
4.877661714134965,1.9910680659116635,1.132985055271798,15.927661496489986
3.974199650808448,3.1449525556051228,3.367439213754917,11.081223857276068
4.787806837139733,3.300111672786428,3.819240250516864,0.0067495654164761
1.1100207308068528,4.352556793327043,1.6296592773564569,0.6893251488518553
4.266293035732214,1.2592827781981497,2.052829663210901,15.777684038983008
4.121313820518044,4.782783711020646,2.146944631359677,13.722181303873963
4.15763319694889,2.982332264234671,4.579593107818892,4.480623290747314
4.667622255003396,1.305403729349746,4.34669642260188,1.6782408920411616
2.044612378132587,2.12952484129292,3.0114923430556235,0.0344324340512428
1.0614259002731172,3.994645093965051,3.502429976221103,1.8135906563570137
2.7450654505594305,1.401742226764271,4.552131215045176,0.0261972705614418
3.0439087880276787,3.0994636972663825,3.9159853496428094,0.5514526155894188
3.684906624398445,4.478817335695002,4.118181377391164,0.5961240798076384
3.71385181384654,3.0871651803844125,1.510002011381968,7.804596816642847
1.391153996706032,1.5028316888662463,3.2941520876562134,2.125900533369089
3.887352836641581,1.3521461724721768,2.5995127747024647,15.01387804813176
4.742335989154817,2.1733767610036625,1.892393378724176,14.836246564140325
2.7276216105007083,3.0606965736358034,4.892116263162041,9.503281623407622
2.287581997277532,2.802683270647995,4.716383484416182,0.938934987718601
2.9386172957309773,4.58618792727763,1.531081372058377,1.531702358755774
3.640848957839287,3.7542101472799834,2.590044055889603,14.240764652056017
1.588928581678946,2.530331679598381,1.437090790162138,5.9746890235868575
4.210712207564795,3.108014620666673,2.381387228257,4.738727038462877
3.3004629440194058,1.114347943881588,3.783146822570815,9.746137697487844
2.372520449223913,2.99483051090018,4.041142132753183,0.5013447184137307
1.7214877958885286,1.6518351996619258,4.400407742148858,1.541097165654315
3.428868861582075,3.13521717370063,1.145476725660831,13.033585908933569
3.7029891802312536,2.7944403164909657,4.104622085425609,4.021922559399206
4.120626674192836,4.556937161256156,4.518604968155247,9.640780026452848
2.874350018246986,2.935452412599011,3.1507219721126227,11.408610361693931
3.840911761333105,3.640803803529004,1.0827428309096727,13.031257448151896
4.623580108230677,4.219878846708868,4.667608798209271,3.124676921279474
1.6294042094382273,4.247504234939177,4.807124870787349,3.25206594325801
2.6219390607507727,4.30914189141548,2.1473283482867704,10.410706707991343
3.474597402526564,2.1935859166569727,2.003568897981459,9.117944877635091
4.441933644294521,4.611609700499671,3.913155155601963,2.71747430920275
2.913899163443189,3.637400428253119,2.177134502287901,6.207084870967813
3.5447300029551254,2.1564978380403166,4.279541724520076,14.04324249992647
4.349137621971669,4.877814569680925,1.915854100121188,17.369010335111007
1.935439045620808,4.594457389379803,1.0038110170460983,4.258946528879535
2.313667440895412,3.2077205599825858,3.523696913714469,3.22692083398356
4.908197558559978,2.2050765971392416,4.402609170897759,19.241457115185515
2.1221957575889454,1.893773162975344,1.596507586096862,8.459183125930824
4.746166149555243,3.9889918617001263,1.82233222216248,4.252941939689098
3.3045545824740823,1.8886139954500107,4.056705222693238,5.345143771493527
2.72880562723524,1.0900837212192904,2.8646591604968803,10.91425042656744
3.604005148200333,4.793548639089184,2.724153671109357,0.8549177259380649
4.016334056432783,2.2088058611199446,4.168895113624369,15.877819242333992
2.457898293098578,4.22245808261632,3.286436376088001,3.650487031670756
2.740004937964364,3.721064853478062,2.949489924443448,5.591416248672948
1.509284976554162,3.117640564252332,3.47948787760178,3.4630375134353044
2.0640095616238003,3.8184725566877,3.0858532974818447,1.2024396016672998
3.095756591401427,2.383948722751181,2.159777979489289,3.574425245402313
4.468582585809269,1.321699530691745,1.912303161154985,16.241429469901675
4.687906248126174,2.360165836427884,4.9246264278402645,3.87211554883288
1.3613100360795096,4.858168123960464,3.427732178733952,4.318399249096437
1.5765119968884664,1.519278981812156,3.5755770475229127,1.0741814722607337
3.390271877346424,2.4623403243095403,3.522881016484278,11.740655122301698
3.839915185931604,3.507817700536917,3.9745929836949703,6.191590685691877
2.5800781961732606,4.112800694039363,3.343690453619846,3.2210909775350283
1.0136988657081625,2.6911024350843777,2.944706925432784,2.1702641763561887
3.002536703141891,2.902014845814152,3.441262745036914,11.087096294469903
1.2338642118611918,3.4771269969311867,3.105593104322077,2.9508116127416044
2.2436492269107853,4.113356973937013,1.419761195185012,0.4335460413285825
2.430522692003354,2.031055880089641,1.17288673545993,8.386534389836926
1.0183410697477415,3.005374528643424,1.479967591332311,2.5691882688471224
2.946470464344592,3.525544284741424,1.4848944910765751,2.951199906641751
4.3781514732747775,1.7047767097634074,3.907399832694476,0.6183449774309372
2.6315761322275897,4.757731634166025,4.976438047691157,4.661252556787799
3.0423002483367974,2.8917177712185067,1.4278314578136118,9.436917308798575
4.083257787819741,2.976128372903848,4.418104536396264,1.3466308801702689
3.891196648870261,3.097645604807445,4.831505207775129,13.52066200306277
4.7002442562925655,2.27024054432814,4.259977978842786,18.517059566285237
1.7495759052146769,1.8717674885945668,3.798380285151767,1.1286345935871076
1.2353269939979028,4.52459672219333,3.945540179326896,1.1307220626160324
3.636544298568493,2.5578471530455715,4.690499291494734,1.1451250921083505
1.927929279685344,4.078712815057603,4.6647665451697655,0.0600303647713365
3.009247391017892,2.224891046862381,1.8043189214544788,9.886390606541816
2.050809354751381,4.940550477862439,3.524462808179364,3.5535361420452767
3.805536130697307,3.1694171295526608,4.998947947901744,15.152084359411283
3.977971585039233,2.311688780987025,2.791587249337996,0.1148155137693263
3.846255443696376,4.511654181935898,3.924653844370083,4.500269121137165
3.073402634866268,2.5222470651462747,2.5611998500033293,0.0958121422333772
2.685501601094645,1.610694998470378,3.343239593997226,2.0249597534300583
4.917168436421541,2.120225495224427,1.7903622242124777,17.637156181067326
4.17226495648428,3.969052500514806,2.69997965980909,10.64427793046867
2.689569413728357,3.103583334357432,3.212251476364952,9.979789656739962
2.4395304089552465,4.146556985480178,4.504542638479981,0.071337756040074
4.656794690151506,2.891956415292217,1.3443946478876696,16.15144107208859
1.04606170434984,2.7307314841651777,2.590214281697555,0.6195837994422453
4.180199371124054,1.277934108862799,4.099442861957463,4.159725282348031
3.890444972578511,4.589433743129954,3.1347448415869814,9.702420734894776
3.660987683471472,1.5470918814220225,3.1299682335377432,6.373091676371427
2.2493647472578644,4.020966946859602,1.7247992441040352,0.9232950963093478
1.1725503285419494,2.722246567377656,4.405208855678336,0.3762255290045674
3.639952153750812,4.22222480048897,1.2470753008273858,3.455921430919941
2.611232379891672,3.1258129423847505,2.2187361083659067,1.071809378592149
1.5101771585331625,4.443569543768502,1.855844359561031,4.175894615935156
3.0120503267348546,4.725281030212002,4.642372173817066,12.03921248960679
1.6817776033330003,1.384998489123641,2.737558584195746,6.041386085656292
3.775464107432876,3.4913223543237466,1.401217372585014,6.201224217226678
4.158137732704708,2.368102411352959,2.308595548511664,2.61963885257454
1.6465303513341447,3.6045818754322183,4.206613430172568,6.109250357221973
2.903517788870784,2.3369933818985724,4.809528370560276,4.402662144092772
3.924351638101717,4.9700126742098085,4.17105702727587,10.24192699530942
1.542128414269777,1.071289805098123,4.892168891673538,1.528944593045725
2.866437515538985,1.870248141525189,3.453270063905504,0.0878471545990928
4.404731445195196,1.002402550058672,3.4572235886805047,17.160741988352935
1.054048752775108,1.4325903146881769,4.237289525600893,0.0475895424621471
3.23878029065826,3.2960845624073603,3.270342535792312,7.867432959209645
3.210435490144884,1.508920875978415,2.572800732251417,11.160056695686196
2.025486750484651,4.124998016120015,3.685835408897797,7.598436782288234
4.750978148096678,4.88453305213096,1.7915603596561818,16.927069558807823
4.210786060077358,4.032667358644774,3.180636343966728,0.2832175774867239
2.201727374196491,3.38830799337778,1.4730318943173226,3.1920514453775675
3.413963738091593,2.5717938135188203,4.916882598808012,0.0212080689338239
2.6339723204472643,4.718539710524732,2.7335308760859727,0.2875041104680479
1.5744260907017078,1.0370550717528269,1.1849277907278948,2.092931374814724
