gamma,kb,A,v,kappa
2.2148712673045994,3.934334103280787,4.267917319975174,3.2200804886676666,2.44338389241974
4.986186588183312,1.8046957639630627,3.3565391319329136,1.8149628482174085,0.2448061929911281
4.594034694114527,4.139736853593723,4.785832082963932,4.204800955211003,1.0119952077626586
4.038975372972433,1.6021130351231654,1.0860635288642917,3.368402644598557,1.6350639490114929
2.4473257195486458,2.932452227027857,1.2733390449135724,3.021909708523272,4.8084166647851525
3.805962560581147,1.990717685939353,1.2379364664245367,1.8848381913364745,1.0801983747751376
3.0573713473170843,3.5685898292760765,3.363497359314942,3.7750470117587662,1.946772575017135
3.2117639908893,3.998253582625455,3.796025383483388,4.934361964939823,2.349813791862764
4.10456194708336,3.2678323854628126,1.1706734126003084,3.248364986978957,2.92071047406519
4.02163371389536,4.62528052506691,3.566481869235405,1.3949928232124442,0.5987261312965202
2.097325813361857,2.102260230691175,4.738908109023967,4.871563115538953,1.96943170505912
2.314003163936948,1.8746903957176155,2.934654296155135,2.1369980479157165,1.0389157266415747
4.276969970057837,4.854080771491899,3.31381557962194,4.203690966155382,1.879044144541289
3.210605879343623,1.306582151940844,2.6047391107179214,3.898489799341024,0.884621665798509
2.90376302724666,1.611944117136579,4.984793796863299,2.66078918225679,0.4519603765758309
3.4502110594295714,1.0013943858617431,1.554895232816088,4.111892825270037,1.0807924715469437
4.851725784256196,4.788126111673069,3.97842558536328,1.5218034600886603,0.475507693137482
2.2906364288541075,4.870163530731064,3.791666969131087,3.20328635813785,3.1879037754580453
4.174393954143614,4.200396941511016,4.054963256468237,1.1737279431849863,0.3830099276218048
3.27433185784152,2.460296513604741,3.71721005508724,4.755331547444314,1.383876437820061
4.456322239564344,1.8868845743944305,2.333959138277642,1.815937469750967,0.4247552444107326
4.485249984528423,2.071895409002069,1.5527294393641364,3.4935799416054025,1.3375462015394153
2.7050360379294403,3.4212590934865044,2.300269245186456,1.5364071260150984,1.3402321812993867
3.8047886203180914,3.307123531729844,2.368989549521175,4.610705639117306,2.294851208448005
3.1475925715819493,2.979481201741189,2.2347319034365003,4.037845200792638,2.506761366468669
4.955716900129794,1.632849384660422,2.433722642259656,2.5056853894743654,0.4249877208539256
3.5224587635512035,1.919234388277456,2.513656604461889,2.7770259357709293,0.8405778264324751
4.79027479572703,4.901492052672856,3.831956892251486,1.6880828225546969,0.5696796960851027
4.470755580187394,1.355415329908176,2.8702816999481677,3.411856210577851,0.4642100735104552
4.744011421212532,4.123941682279105,2.0820423813098787,4.941278927897737,2.6141178014790114
4.888394051252385,1.0594653393981392,3.905040899689504,2.213499379142754,0.1544437367775547
2.065922536633872,2.994652324284411,4.459655045173083,3.035106905239714,1.9120246614259584
2.176458377096408,2.1141963493608213,1.6320504539968683,3.1775021471430605,3.498815357663802
4.215286067556772,3.623269358222832,4.509214323491348,4.999317976661491,1.249369458577149
2.62071543967422,3.597425912363362,2.1787889758063583,3.86788347426128,3.9404271415006646
2.5490648349030867,2.816826553997529,3.609630995052792,3.160007682651855,1.5919002181586188
3.960219195040444,3.4050611844615157,4.071794606396992,3.2051084882723755,0.9054363402650584
3.172443575100949,3.332578293394986,4.748988530599172,1.5386656019390323,0.4970212761305517
2.7036749587289104,4.0960015051271625,1.9108776754457013,3.0495440405356677,3.836855032156843
2.405196121675897,4.223073576301497,2.547934555356113,3.65385393061944,4.309775206189978
3.548630672862401,2.364606612664652,3.827982525007994,3.864657589228045,0.9366839289080914
4.26283412150493,4.795728380727883,1.523855987116531,1.978530094755704,1.9083512652332384
3.7941625787945137,2.820063821906879,1.7692457022678956,3.487946471046886,1.989706080069064
3.727888128749378,1.797998236113787,3.7685438708239527,2.9569713375468654,0.5171734779081325
4.27760707625986,1.4262937773687736,1.5385923153145966,3.592015704664322,1.015936974900121
4.299639188743388,1.3069361888436832,1.0390872105528532,3.602164471207707,1.3730914716022464
3.1724572289698307,1.5998127643669355,3.030081134113862,1.3544580758173468,0.329176809994356
3.003410177727317,2.468830539040109,1.378215822956828,4.646942260312574,4.155004034249222
2.054980467207684,4.902172386757722,1.591067779755686,2.111293875437158,6.166009184918555
4.059893466772234,3.3818028978621526,1.4823851905108012,2.70330711055004,2.0154698450926305
3.331300947691392,4.081593340557711,4.616843977437375,3.830138799372007,1.4524483810468625
4.18586858807787,1.4117375069585298,4.0715129083679376,2.896984922847889,0.3152945865682911
3.111399816513748,3.5217756633373125,3.370605696811229,4.607145735386352,2.279896901433245
3.33750636748075,2.6377949942386736,1.1686947837370196,4.976798528132409,4.805484617715571
4.396629866811552,4.485652061829383,3.5160743635268847,4.439066134185451,1.667289147179844
4.432365397384023,2.514880145199931,2.3443678137618305,1.1906914779490965,0.372132218582116
2.3725821103263467,4.216574017635358,4.498814951471339,4.533267195275522,3.095526896639285
2.54428585127507,4.822333928116439,1.5388265189665384,4.527337713827608,9.18719252507379
4.046186170824423,2.678057853828941,3.2091228203459745,3.867890690522096,1.0596229742312326
4.9131885469111545,2.720244280498999,2.8401990744112435,3.7330317874732,0.913671416497992
3.162647680690076,4.135500780699299,3.4536096850994946,2.171964751714942,1.2026018087229806
2.192077335117677,4.56540513416427,1.5088926248034231,2.584230127980774,6.559152700195617
3.6381323050177774,4.327306403071312,3.979803196513618,1.8263182009178156,0.7527242819022647
2.97353632688517,2.264066419018487,1.685975750831874,1.8095732319906133,1.231314171183003
3.597339764179276,3.0373261175168262,2.729084870945752,2.571331893188019,1.1018025035639936
4.349539310833632,2.282529015442736,1.1787412645646258,1.0752239261358345,0.6216009369599051
2.169515155567941,1.819071401622208,4.579391105130542,3.555477495745415,1.207630546943886
4.706350228825597,2.6446600696332108,2.51126757604228,3.974557908920945,1.1293257806468175
3.112148570384277,1.310418568646865,3.77138577980839,2.250762974265203,0.3702664633494901
2.080425774376581,1.0547815455330625,2.958690800570724,3.466812786231343,1.1439272219278411
3.793128640844596,4.145604633007741,4.164628203263658,2.0411708751947084,0.727444843804786
4.820560919443607,3.5331007471897684,4.454027275610102,2.321469921553111,0.4819911692715929
3.411797266956738,1.5316278674383623,4.616298284845462,1.1310119067590063,0.1555914666662101
3.433102718658364,1.006976962059063,4.558659595456209,4.634631937593129,0.4207626455360232
3.347760554794999,3.3670419011270964,3.4807957305257555,2.582982395404326,1.064235221189887
2.446447577926474,3.869288867595912,1.9746580714154092,1.9404348221125307,2.628667224425726
4.324363808573635,3.024416221222367,1.3549149688458493,4.9651461239261305,3.333903358404374
3.0215149467272133,4.084084272406239,1.281780109659192,2.094908807928193,3.3019411818107898
4.260177580947515,3.04801798156993,3.357914558378447,3.40214235397391,0.947237991735672
3.568655196293698,4.573036066624853,3.606197976031968,3.411870958589532,1.6843868720062611
3.7257667280010742,3.686486819471872,2.549037670797305,4.5827842057850905,2.4315161216151813
2.335353652454421,3.564874174741573,2.463803783927805,2.152026198905009,2.331789505131624
2.5436600027449563,2.6439875903112555,2.262613335314601,3.4589054002504267,2.61840066712176
3.028053265073801,1.043046815264551,4.439593180014713,2.45059339375716,0.2838915899115277
2.135081963132909,2.9053286928739395,2.8688751933656955,4.688324023285032,4.182866603787344
4.461503296825496,3.904930089441416,4.85035519091612,3.2746483025745268,0.7616222691498459
3.648662905740661,2.41839162801673,4.544205024727297,2.966620802524359,0.5960793291029005
3.7037552732258616,1.9515348318834091,3.2708087986095453,2.2314947792543425,0.4924358305290469
3.0325666023763977,1.5092915383963592,2.138860921528277,4.453294514330043,1.546063132183345
2.223710085889161,1.5447053618607502,2.2648552566462694,3.755969590174162,2.093383177011476
2.446385026776281,2.5228774721646072,1.5823075527282269,4.194127094814176,4.62341552736364
4.202877070738236,1.1408890628880406,3.7105202238538544,3.3895729310283973,0.325396836301302
3.913172530367308,1.2801206163344645,1.77251240410247,2.7400329000163386,0.679283679326486
2.610799851408281,2.6376697971123835,2.3755445041075496,1.496600033517177,1.031623971538718
2.166640606561216,4.840231815665728,2.1383799678786093,1.4225719325376356,2.760059419976413
3.164957834481545,4.068115353675786,1.8602967576672664,3.3470999972555013,3.380884038685724
3.373157850607095,1.639959918421134,3.93931669629553,2.263043451072402,0.3969891189183972
3.344936707688003,1.1255593428716488,1.5671274824986994,3.9907825358445295,1.2223371415320388
4.508097927247714,2.556700449272581,3.4136075691297867,2.491613442976609,0.5319553882124276
2.794223055712616,2.953217398876772,3.632422119889634,2.583277735438739,1.1705602563767823
2.922156738052033,1.6614769340464584,1.687419619135504,3.1143700448932385,1.5953377334208878
4.505637924050359,1.819822548399724,4.848230291903024,2.107855088482808,0.2256937295313088
3.62493577469697,1.0289190396474803,2.720682093191167,2.6155382849123834,0.3768302904368015
2.408692366899505,3.5428082903404494,3.283100701521345,4.870531842485534,3.7309864691599928
4.276414437146165,1.4630879328630375,2.9113287795598044,1.037682188741364,0.1591639491521574
3.696739345605882,3.201676993574873,2.904049080762211,3.0317360392326207,1.2394413418968182
4.93449076879015,3.768563849173264,4.478834725494989,3.010317327062669,0.6437757132116343
2.205134012169581,1.7229956623288212,2.042810951551527,1.3130459883638634,0.9189684473861648
4.58620081454396,3.148372928417395,1.9432863781421044,1.4315261955864529,0.6467166731905775
3.969588701285609,1.926592340328995,4.5073143378553056,3.24323837505396,0.4668254780877076
3.578953113387335,3.1815953385570888,2.823969011459631,1.691458845339247,0.7389294980430833
3.775545609490461,1.2757040916175697,3.281023471144632,4.117643652571254,0.5768209192804731
2.0319262439927943,2.153348975727813,2.878741499951254,1.3618536990590964,0.9871736321763496
3.5432961145015907,4.770323421102583,4.296100773769806,4.257267385541595,1.858691720710612
4.518120793531419,3.305839886600903,3.97412395389734,1.0482573035488882,0.2478549271990252
3.597436859891434,1.950494171169686,4.906059670514608,1.4081415740506782,0.2155326915156242
2.595066600990111,2.7110434698805026,1.3689315861047309,4.539797258665645,5.636537150221699
3.4301929742431194,3.851617820282563,3.738509526278169,4.343166521151079,1.8412400618157745
4.533901780721633,2.579534758346181,1.3626151872929049,3.693958630936049,1.9788173597802807
2.9499219053409336,4.281246014014824,3.5165901309813328,1.2104931337446718,0.7557767781361407
3.577367138359865,2.84035922028915,4.55728969062314,3.238577331538335,0.7831493963615799
3.9138717050568648,4.8673182517096745,1.2178412212537624,2.3633112191619365,3.24152640906638
3.6229941743381793,1.246927424499638,1.7655261000920528,2.974391093186989,0.800880612447208
2.751319111707335,4.425021701829424,4.803677009726412,1.7951350480034889,0.94422054412878
2.611457249248253,1.61849331126172,3.710472988494546,2.5918769090341525,0.7015800300521893
4.842294714272568,1.080407100930128,3.581311026677398,3.8505991377495135,0.302331240417954
2.206649650388532,3.7834351704900255,2.1445671193762137,4.193847859641938,6.131660966523174
4.198600203382919,1.2179620291236335,1.0363287538650154,1.4115486061127789,0.5186472479943329
2.053093301471504,3.3492043600137693,1.5756656644125724,4.481305560087682,9.04513980303843
3.981405600338291,1.3723037698816434,1.1572432654711236,4.611199159117105,1.8340805754096363
2.213413803601523,2.965638305926483,4.805512048367021,2.569712997650349,1.3069356430428534
2.535839077457031,2.9334182930893813,4.464568869515027,3.680279343837103,1.5744524169651972
3.808785138360367,2.7629195003499407,4.588073538154686,2.512591311750909,0.5386928317743067
4.854946968586835,3.527348601077221,2.2331138639783976,4.563649989259035,1.869956204185157
2.594881332193268,1.2217415566589311,2.8245547638517468,1.599798343035061,0.4338765865685315
2.589090284865529,1.5850187639511226,2.060426293342932,4.450028900953938,2.1542275890475877
4.274390652153993,3.4194355703175208,2.5903103539118617,2.077369116059246,0.8375019029905568
3.175418042525283,1.7221779843193263,2.9093222909698486,1.0811568617462997,0.2941928959756588
2.6862227388423205,3.629642063123337,1.5624944675726673,2.8706964659198424,3.954737336751625
3.715636591297981,2.187156531332692,3.3938954928182152,4.829822359114261,1.146148543018708
4.975563744586114,2.528375419472056,3.9338352917729615,3.51414901257519,0.5681288441237402
3.5994965016138987,4.773657856073156,1.553267438414426,1.8676558499858245,2.208069127158168
2.05155862354382,4.290386080931702,2.613133611562472,1.8626074330049365,2.9081888254759534
2.4359554125592933,3.141170729222747,2.7789342524534115,3.0639851135326084,2.4118981589690813
2.671129807110474,2.589698267103413,3.930445333158444,1.9949592077158007,0.7865588830690246
2.377310561162459,1.3892985969518987,4.511667280595295,4.823348585969873,1.0783886411936228
3.1429044908347854,4.681683730629983,1.968939298156514,1.811646648655092,2.010205350204121
3.0505056677943787,4.4153100953429,3.441506760453294,3.095611824661866,1.9368594466470137
4.4488795255756415,4.383342111157763,4.6035351837061285,4.258776129062133,1.175765433446396
4.185529506479853,3.858986948821226,3.144087726755632,1.0904134776841437,0.4201343910514236
4.418013398964122,4.680433957959997,3.0066693581156785,2.461384572626746,1.1210014217020696
2.48104624234928,4.274375710666156,4.303816793118065,2.069681853832664,1.3878863064724305
4.674637503120648,1.3632631252436471,4.643466401493789,2.4762016387138326,0.1978376222627505
3.5401763429139192,2.508189253864805,1.9144930747290572,3.966259268793526,2.0456142296764583
3.448600473672488,4.106185897857486,3.430866454162444,4.694904730178433,2.294793696835597
2.430863463693397,3.8502648457757744,4.147738756167453,1.9231487389033783,1.2476532134097122
3.296948902877704,3.713763055074218,4.993548356292549,1.570035797719196,0.5083503796226062
3.238034321446124,3.293150430550485,1.3542682575928433,1.4104877563550118,1.53253163694815
2.791821063584959,3.713380221989471,2.3762770260412927,3.208936478659179,2.79858713512136
3.2238314296876727,1.9132133926688004,2.0428939080294333,2.649837871650494,1.1159250788507369
4.311479662268907,2.4231388528978504,3.496111645141205,1.6457249860430272,0.344451578164096
2.5772777961607485,2.483835744907545,1.1161212304853017,2.6534460996969926,3.743808137577876
4.355599908113518,2.466416863219331,2.513803388358461,2.5395797804750835,0.7425519802492233
4.270711193923381,2.1547105855212214,2.8634630479677474,4.039936521742485,0.9294578636316212
3.028669371588454,3.410570865570395,2.127377549727349,4.929853388090303,3.895877003783101
4.748858369892165,4.532531687727125,2.5913392992650945,1.73717471905614,0.8105149591883175
3.6081253902826127,4.542123988133416,2.9019822118574807,4.0887936943361485,2.453753715707427
3.117386674254959,3.3458979179565707,3.2627458454194174,3.744734765501812,1.8136368379457963
4.505530525456259,2.9756584577690552,1.334759395035963,4.546688324078703,2.891488881210923
2.7620434528755444,4.273986801744536,4.712189937679767,3.629245763730184,1.8681431576882388
4.188986253350668,4.486918343088938,3.1861644906919158,3.126808844203972,1.380793256267189
2.9290323208453763,1.5434022066337914,2.897380507389955,1.477428839691977,0.4079816695168547
2.759687999902848,4.203985953514569,3.196937425764626,1.1119374098840529,0.83094406431793
3.599492997809099,1.1028276217432236,2.0893933616586,2.520512152014375,0.5117850179890356
3.3727272494462204,1.789714279680477,1.71487164280477,2.345454012878246,1.0316471639410238
4.693427938331411,2.494338214238615,1.3713419403060616,4.426318161128203,2.1798297699099294
2.532726637282113,2.7257710808249977,3.115138348580291,2.2653101203468267,1.2932277065688007
2.613010276056843,1.3128480584143642,2.406918076946813,4.770563429830574,1.6131906568215124
2.263833948043513,1.3540902660887273,3.65032403245539,1.0092796490082288,0.2962359065623894
4.430209513232448,4.690530907454933,4.2406701182956485,4.723581862433081,1.5231346963791692
3.021790997819709,3.7094618023033497,3.988420339807481,1.962245639777512,0.9026660222064122
3.730520414043871,1.5710813363558789,4.488280633510226,3.2653006493855594,0.4185972902521394
3.1584937576016787,3.081776617562101,1.1737598022701523,4.32824957101564,5.264818710216129
2.770567836825768,1.080788811740793,3.310907198658027,3.460425909353898,0.6379855119602806
4.962862787403626,1.8490036222067907,2.1360288974123054,1.793136436069934,0.3916831945644494
2.855089550627281,2.753708531941538,1.76250540235913,1.7202074595235357,1.448783398579441
4.873296663477483,4.885968437068359,1.539528217501871,1.709843548664408,1.4010015512431775
3.387151544360361,1.2954745271754793,4.5191218168794265,1.9143012492546412,0.2298820821235238
4.623712239025144,3.999815960517685,3.261317841957544,1.63304634647485,0.5527028323881457
4.341731911126486,2.120312498566275,1.7530265119186723,1.3275392049498898,0.4804930816026917
3.284945594330427,3.2945081715234763,4.340615265296956,4.9768247341049445,1.653163388225536
4.3901811256672,2.412970739287714,2.714511672237493,2.202832788624215,0.5775890784302551
3.04791299425734,3.965782370600518,4.137188383778799,2.281219100936583,1.0677733538351046
3.581739106441959,4.077438197777036,3.080918119545851,2.531889180491206,1.297895033077442
2.6098455721451708,2.1943204582776548,4.742643668992715,4.175697842052763,1.2001192558648357
3.8434866923658286,1.5641315782437717,4.286880070440784,1.7833440452514009,0.2288315414507171
3.137370441824029,2.284167422189448,2.4041612707523594,3.3381134185508983,1.483835051382851
2.8911617099490647,3.9485680427384295,4.619058319865489,1.45853795812182,0.6592881205891835
4.10710899850543,2.5676463841987878,3.0426698102040173,2.0260762211350545,0.5502748675925234
2.593102341001252,1.4311967217292314,1.7888941226612864,1.1649913568329957,0.5850509960455714
2.6177008563650896,2.777874814580426,1.244687510473779,1.7961251112153969,2.4779395521988907
2.833963193022707,1.7557546472420409,1.7072416302119726,3.170633262984447,1.777969188461046
2.2606060232455154,3.673062513860175,2.4535627944848493,3.9238321148188873,4.659745332186563
4.708329879140125,1.4725440767598643,2.1033615176232128,4.33669988766325,0.8187199771499227
2.054717857268198,2.890223432802274,3.005703755058585,1.824110278493949,1.6630298150026712
4.475185167008624,2.1585583768311616,4.771796361767837,1.9802194280619263,0.2577610331766424
4.140422702182875,2.6131181037436595,3.810117710682727,2.803445488534767,0.6122441629986507
2.9900373657322508,2.1835770127885707,3.584153914968481,3.975175181509924,1.2169616810297923
2.809646579212897,2.302093583356088,3.20570349472447,2.805450537236806,1.1132904241801782
4.049966487901722,1.2566130305804988,2.9620194157168838,4.217103588654517,0.58658757496958
4.998493834264787,1.1940399643515582,3.852673455837792,3.1910249884921105,0.2473377675317086
3.738605731082292,3.84128220358006,2.1326678774648826,1.0593765343124515,0.6967449390733856
2.9763905510661823,3.095281820002267,1.5776978738135845,1.14158627696423,1.133215033200884
