mom,B,chi,E_n
2.9612592661209507,2.483145405661608,3.2976385800180785,31.60155648746639
1.7357995853043926,3.164774444357409,3.3191328107545157,23.72678537649377
1.2416412847551332,4.330699313416347,2.5488071640626697,19.08255737321232
3.247571192263271,1.050599468330403,4.446698305298974,18.58357125454637
4.141610478238592,3.0480202918548547,1.4367274389773286,30.760547309456257
1.9167707695160003,3.5151923850990783,3.169315677322969,28.09209027247972
3.4749184653750653,1.39082916733397,3.4377911840025925,21.44792447615819
2.2759732278963094,3.78230237933423,4.358246926042177,46.1260344046401
3.0104700860738407,2.370479429827218,4.89148826264913,42.043176788805546
1.2976890423009064,1.371624475396758,3.748897504182873,8.452762367735065
1.8807116776608852,3.248361602130561,1.132761576007304,13.029534411980505
4.238085666423656,3.1693420337124367,4.699611969329213,76.55686335103312
2.6603412706256035,2.509551029920908,4.540142394063009,36.98744311314018
4.649254707145111,3.054166846033889,4.410910019205492,76.83275566496606
3.411913982973098,1.5065980878083822,1.625908208591285,13.498174131677157
4.525974798300265,1.6105659448820084,2.523354487676143,25.683072827249323
4.505953266199121,1.267024272383419,4.613034639737458,32.04566882919032
3.963399730730241,4.962842651404165,1.2717260672772674,44.6842366240598
4.545022142548964,3.8702768200353392,1.8904831967457465,50.84502688101173
4.094303672241483,4.9276263348479805,2.716493733096308,74.98099915419088
3.8102430840858,1.6979643623798268,4.754453394037953,37.229339502268246
4.019159541999349,3.8368524621697335,4.4125799918776805,83.46697487252344
4.231398070022268,2.1964459226735715,3.715358041085315,43.8247122817931
1.4759266518298275,1.410528639820002,4.265607639559543,10.96213582516208
4.111828671555672,1.87263114471711,1.528378572288871,19.468359339654924
3.5593951629571703,3.888323741760268,2.164262731057466,43.79365161216465
3.2963043349322803,3.666269226054348,4.353372353679418,64.69624977781868
1.4546681467853353,1.166668976360707,2.9944497582840617,6.779045385900723
3.719271058476036,4.853322116275763,4.996292608977425,108.23800145734222
2.251726812445657,4.719141179748766,1.338152500224436,24.84571520619007
2.6365419716067158,2.51234723844009,4.835026292515574,38.650682832283536
1.2803903625482715,4.255505147442333,3.205244551357312,22.913148697726488
1.9157962682558685,1.197878197884778,4.49796423453945,12.617226338348756
1.499860888597778,4.669028136931615,2.4530555922327437,24.181377766206023
2.9319293719234,4.774434409936434,4.808425148786725,81.30810378673625
1.676408457016731,3.429099194329623,1.509738655849064,14.427410576823666
2.439782194638574,1.1760035461092069,1.8237777695921296,8.101962033842144
1.914127215674516,2.6953982185904994,4.632985172059364,29.062458044360227
1.7238784543968468,1.1368975501836975,3.028990562596291,7.896310592915339
3.644640072402202,2.9412685832364054,2.1035742075307176,33.2698975841335
1.219411431858671,1.2799896044107395,2.0002307523542475,4.682862034946143
1.8200652203732408,2.2947079598326208,4.813117471552948,24.27859061991363
2.7361966181528667,2.664767634405476,3.165895103989663,30.37490840590108
4.558486798097224,1.2343677863820863,1.9153943068754973,16.404484293058974
4.484013256997453,4.509790860465483,2.972427008084184,80.33026802357756
3.935151756769016,3.84575663828405,3.051274187237679,61.31050885040055
3.1831544808008845,1.0549845455804925,2.32399093656203,11.162555839510226
1.7655288330290078,4.568875970423269,3.5722972420382137,36.88235459179152
3.619077977403329,2.574315154118741,3.7814358137097033,44.54695097387203
2.8700531035395014,4.212355708453139,2.3320593265363017,40.28354624053932
2.1995945680398385,3.6253896398745593,2.332773762735445,26.576828963617743
2.0751902417579977,4.857467650226859,4.357077681365427,54.00025087822152
4.149315825084956,3.506735493479182,4.179321831561035,75.36199721548117
1.4044498991462468,2.697852079969425,1.006963567595529,7.604381107509825
4.616404417001393,2.3763823081757254,3.916729578179131,53.938203931863605
1.4414210311679525,2.9420963344086504,4.026419328136599,21.31603673509496
2.78993034868347,2.8672253763220628,1.0237063086100986,16.18835346319599
3.2528312465849702,1.503070995475718,3.932341308872066,24.11538217092726
3.164271473510488,4.875795914282577,3.157716858632204,64.14667731076999
4.985852631515758,4.809612051797215,2.034140613966783,72.75874321514047
3.587784327285354,3.5640326024436826,2.34761789184105,42.805924078356064
2.1852618687826006,4.970652776997431,2.0335006668347853,32.95042413508439
3.545652263920444,2.8733934745158822,3.4504991960327582,45.34192648350633
4.752911808313824,1.6414085513129653,2.5281247242613443,27.524559495305702
1.750927528129742,3.2800375268524347,4.357852685737354,30.77072661726756
4.690151793433236,2.834089559472384,1.7835811414526337,37.000224082871576
1.8533427011053896,2.8378966184274157,3.773749526871309,25.107989067617808
3.858124664617982,1.675773838076423,4.883942336796114,38.04171350182165
2.1920330416352964,3.485411079357745,3.1290722162359343,31.546674316620425
1.783054088499922,4.228810904492702,4.507019776605993,41.52402265966374
1.0199468265657083,3.643650733899776,2.547071792958516,13.182089327516143
1.2745808107964969,4.126801176913473,1.15619155845945,11.341441654490758
2.912379962047813,1.7539930112920072,4.32086447226657,27.18054058876317
4.79139007306787,2.2736104118593032,4.796670226733226,63.14750154092312
1.952169244867716,2.6613693941921928,1.380486904032494,12.367685166147938
1.9735088059894097,4.797611975240194,3.071333718279569,38.547914804449
2.1910891577078946,3.622510287897571,1.363372837116934,18.7586645444233
1.898647665371744,4.0388326918544735,3.9943586979936985,38.2983419956083
4.072753713514535,3.869459932516193,3.791161913182213,75.50563251727148
1.292876900914151,2.932352492412281,4.271206359796826,19.98404364667878
4.470742202831472,3.8319960628236007,2.251103238494585,55.69746672186393
2.995567361933323,1.354830114218267,1.5282084475328128,10.2606957353412
3.6424562671481127,4.918903972424597,2.680879133675685,65.94991611848634
2.928490609258465,3.9959068096546297,3.91396046420352,57.503045291994304
3.4034646087033265,3.3496527952334976,3.3990811495842324,50.15139357108177
3.805737075897032,2.138993662083541,3.5395253818242765,36.95376797711159
4.952061227015966,1.5310849494933167,1.3851772257757695,18.084476727076787
3.281133605712634,3.077605376294359,3.8662517966189034,49.13957816434464
2.0856979236862343,1.807012733365681,2.18555170007678,12.005970711664714
4.128156163169992,1.8734743191677792,4.095081032631343,39.40532897493088
3.9279236556371218,3.581209785936302,3.563660336157342,64.1957258897724
3.39274555788384,3.0333957961439504,3.8534003757737465,49.94896465012755
3.819129463946929,2.6175824341052936,3.128307855283732,41.27022382123822
3.3080390161976174,4.851761365923998,3.019193557519879,64.507316647606
2.001439193878986,3.777645733916774,2.205917336381811,24.239069716085364
4.714351664238988,3.18185772457897,2.52598156006659,52.89112060377402
4.694950076436573,1.9958563171883097,1.108561296195628,19.75815927648627
2.2507982654008445,2.3305717646248647,4.5366218626251325,29.043163228264177
3.708192712741945,4.487683395207391,1.0220998859641983,33.6501582351869
2.332309336325363,1.288852252705679,3.317226906366518,12.97759332859657
2.440786009522143,4.58658276097318,1.535202841164378,28.381258712318747
4.584903066451507,2.601377244701928,4.234902504407482,62.43700938409346
3.507877505895083,2.4992198944593915,3.282313736078849,37.5428614555462
3.2045889067791324,3.0275439411631924,3.129291163562302,40.06252214424807
3.1026194704436305,1.655131931444327,3.0795742022710764,20.949611215671045
4.104253087501838,4.116038537279641,1.5658142191860651,43.34497665869742
3.46762144691401,2.595046093653801,4.9750266703495525,53.76709900006131
1.6757026863723308,3.546081112617027,1.6365511027927382,15.666855026887164
1.8862565825874795,1.3465481718866252,3.671725954825281,11.865881912152362
3.39248617799612,2.113362324199745,2.8427454630457087,27.550765241321784
2.993256534276914,4.613683478644146,2.037208066401728,41.94365575688739
4.549994338606963,4.474507158554949,1.965737846488519,60.3794041436174
3.324158915758631,4.200819975567153,2.257811063360269,45.492703017322285
3.577194454225522,3.86218006104274,2.863877110044042,53.38243396607501
2.644411680331735,1.5835612015218992,1.8138958418000015,11.783435722637504
4.437093276702435,4.7701863733848064,4.119672527903198,108.36176965970688
3.7059636163979177,4.822678647747312,3.4976885163424285,80.38570982126244
1.7604189677215871,2.5567174527817755,1.2158606140448014,9.973353518748445
4.879293784882643,1.7211682272583555,4.010796030030567,42.08109315254058
3.683230719766403,3.886636700016989,3.6305261832518,66.2877404780791
3.399143609142179,3.717205712431145,1.7749890040108975,35.06286307674653
2.164633378267697,2.481039177808875,1.5814436249561208,13.86374680593855
1.422022902781488,4.291857339691292,1.4450449625016928,14.92240142400928
4.772695201843766,4.0767695512897655,3.625205331850496,89.99344563210535
3.937798371388604,2.666229207745707,3.183392736013165,43.9217458569814
3.042654269562364,2.6296034109920874,1.106573723181017,16.85464168454775
1.005272270846958,3.443736128877179,2.7346919313091607,12.92910175702932
3.5986470111933864,1.520351172722441,3.4656575834224608,24.432537939597992
2.342690396151799,2.4950505685029114,3.918723975133104,28.75058601083237
1.6665905885194952,2.449091504628864,3.18981912793029,17.101303396655442
3.939446877627851,2.765910974014028,4.381282122750622,58.635307518821314
3.5648470496489404,1.8299202178678269,3.185740172013829,27.30519753916468
3.1643871179374345,1.190242658558296,1.0963224883136986,7.89556498766295
2.3718953140785617,1.3541564462305202,1.6024664142199034,8.358906974867214
2.661770126256396,4.7513859056890695,3.105647111231231,51.924517518385045
4.893786499393676,4.082614281796009,3.605426760485536,92.01385986055192
3.5075789466316403,3.1829650556277422,1.079405532146502,23.21552559425304
2.490292991089184,1.206897909477478,4.151769696709007,15.483795310896284
4.333910317413018,3.4306528267639007,3.4018118251500127,65.44676187107876
3.606286159290756,1.1381421600442798,4.176195130662842,21.245518574755152
4.3867064167880265,4.506267402999692,2.8262115835564754,75.63529609332365
2.8380771469095523,2.100418937809597,4.8538740625584325,34.89582714189202
3.207741496242057,2.6267025857189874,3.695753468202175,39.56539919280431
4.16043484817431,2.9028629862749256,2.382269391059354,40.84825029410106
4.665511298151335,3.544776254583065,3.640253818367809,76.74141630373859
2.0094899319372224,2.3457151218541044,3.5169622980579964,21.291564172862017
2.759905749958999,4.552949687098014,1.2547931305705804,28.33308114499313
2.0137620768924727,3.1342396772256604,1.2096663085134507,13.94655860264899
1.203446489925445,1.308859930568382,2.5000551305039886,5.51308695078437
3.949057347479937,4.565103893407535,2.8135054014608154,68.74933032186632
1.44227778930341,2.096822910105143,2.910386186144959,11.82579424993628
4.061928778569644,1.5024292130840746,4.993888328153527,36.57926468106037
2.414676251060936,4.955594279995543,1.569199163156211,30.743437513285134
2.755940785933689,3.852068940705012,3.843406034307321,51.41795640688565
2.208814066193597,4.084775026061905,1.638551098154002,23.80634980260529
1.6752617158360463,1.4240556009637646,3.828979860003064,11.520332243432629
3.3223555710047568,2.789188704061103,1.0124678586028777,18.648888872977345
1.9606312844020903,2.863870792501363,2.5798342690107114,20.100750340922065
4.575285446816314,1.0289708519557976,1.2090917392578326,10.400040212733067
1.766517215594333,3.4744978349333118,4.19637575211215,31.894108488376236
4.21262000916836,3.3979376510888617,1.272163056452272,32.52424218149614
4.501158304166268,4.955598296872521,1.8895920715686048,64.45504548734573
2.7654083576638966,3.488453417870108,2.6073142169809307,34.799753891877856
2.040893912167123,2.8189422906432102,4.109145555145206,29.393742876384348
1.3335675187630285,1.7905687817340143,1.5870897152341978,6.177567604562119
4.637138952042311,3.0456002883367743,4.3184042153662805,75.11114053870627
2.0531298682146804,3.0370783681996287,3.43634709366482,27.662914658744157
2.1379606378286318,3.521180761969879,1.9090144491858032,21.89948510492432
1.0179308942880834,3.062859775176734,1.5155652172630156,7.842977891758556
4.374850148418085,2.691086476773911,1.80564377066988,33.03112487937842
1.8047533082011,3.9907407577838185,2.6431639187129026,26.239168908535238
3.585080653521552,4.834947691896149,3.005880818347748,69.43664593229245
1.7883163242703253,3.678506859585771,4.342466440971912,35.14452791628067
1.8000272762364204,3.956753853505468,4.280334654296155,37.607941966117096
1.4842807939363634,1.7856536354088215,2.5850474731074864,9.501850676706022
1.1385340446811143,2.692770758228733,3.4811694477362325,13.738419404735454
1.877285451771041,3.44534368942099,1.8175415686834264,18.223559036152945
2.88487753250104,3.0802817375129385,3.522146781836602,40.18486162316134
1.3415361077841608,1.921195210983142,1.5209449242672344,6.497364322157027
3.4973558852925826,2.963691785409236,3.9711308755487096,51.526193613317176
3.5113840176068645,1.985048707985424,4.547031824533466,38.66430012663585
2.0997695514113284,1.0307133008024452,2.687944080065088,7.981671349296557
2.728253140345662,1.8620184958032928,4.731710707291235,29.117421734964825
4.005165507513166,1.0291091877835998,3.689859294267546,19.330439844720605
2.734462688121576,2.494177746921918,2.012622413647836,20.54679579930085
4.5673142963066,3.755814761467773,2.659479528959661,62.77466226967606
3.472309675135539,2.220685990795523,3.3852935684159653,33.81460162332399
3.553207896832904,2.257142191392665,4.156273943166187,41.35380923556085
4.634302968277897,1.2051438879489609,1.6002794735210633,14.522565792667304
2.96283579042353,1.0531378573212704,4.867034821649931,18.30675935535848
3.570579787579797,1.6292928416469898,1.016513569053275,11.73110819656554
4.074652392902204,4.620993067574374,1.7480093299916586,51.74210405897183
1.6307822414966022,2.6824072398372536,3.7689069786369966,20.86121203817273
3.1693092470155184,2.367642853305828,4.244711364047163,39.35522521400589
2.758198160440698,1.662495007836282,3.1674023172301724,19.109584453613223
4.219372446395404,3.583380861666322,1.5009215290238205,37.8129793488904
4.120916737082604,3.98148470074158,1.3981385577620529,39.3471392942995
3.1259962345251973,4.113512234431358,4.754387136765363,73.9946500126152
1.6400968473963426,1.2361583103222906,4.185242917631889,10.51266181343251
4.839796648024034,4.849482885873611,4.276099774375577,123.83275787441968
3.908393512852703,4.752484246682205,2.51270948830909,65.24709848839463
2.6585220325195253,4.338389153332353,2.066255628556997,35.36528220111172
3.640931838126183,1.6967438441675742,1.117536838074367,13.081568062673805
1.0295066636821772,4.048084500811038,3.688367533781905,19.53891220147328
2.211246373746972,4.13001585418634,2.435041076695724,31.370452798242194
4.3543766893487525,4.993239565220341,4.843465826240083,127.05123998779187
2.4512549299844,3.7870172112231018,4.205427923498285,48.32169907969747
1.9874370753213129,3.841053005921729,2.7771133762111946,28.833921299143096
4.646505878379138,4.502154355925119,4.818870012383902,121.7266099437399
4.353722740762686,2.6487648777162893,3.7045516415079263,54.25283252503783
4.31962658785692,3.2224209512047386,2.146148639579209,43.79330432780919
3.854919008990264,3.9488904853843247,4.074789877705582,77.25176533860902
1.4699583724456835,1.7089933016068597,2.9401266683624327,9.8981853176749
3.8929676415261385,1.3646232321069554,3.716199727566257,25.054500186594066
2.323498313667881,2.372512021665333,2.319583703380057,18.29929705592616
3.545662165489347,2.646973046767022,3.42732268072,41.55162840934516
1.863819465871689,4.1174970689051165,1.75826350072211,21.16766211166238
4.6914847860935085,3.903248423686855,2.2747922234043187,59.968095390753135
4.764627752648423,3.266289144813024,2.1010085396848446,48.259916465456485
4.082804792299013,2.709493484932112,1.1998735827336389,24.33573409706878
1.5918018642176883,2.381767687466264,1.2649791384821565,8.587220492701263
3.5368414447654595,2.2445242822733955,3.0851613895485746,32.4301619694698
3.988026047642176,1.9746685744150985,3.504990809221475,35.476936466922545
3.229581084970373,3.962697133797446,2.5079553388111187,44.89429222712269
4.208468549666805,4.630440277534262,1.8758486666656735,56.041842072619154
3.287703544501237,4.394532060018906,2.7735239403622858,54.51956683927157
1.0138350122454174,1.0217337421283823,3.926376809890003,5.103083192030322
2.197927181142497,2.105094926605522,2.426416091621827,15.853497388341758
3.950088197693673,2.397409629337449,3.084788902231673,38.682867091957405
3.4552876176762672,3.6060340444302112,1.8715655071466293,35.7793753648467
4.602429953033424,3.522897538130354,1.1543537453773265,34.930452819501
3.4586915998177585,4.522423229685435,2.639917244776667,56.93437430694935
2.056881309472683,4.874530027461246,2.6929649646690272,37.02688432828776
3.3690456953672823,3.0201672089435943,2.8216413719348097,38.88551179103578
4.366540063977988,3.781490190869299,2.024070714962581,49.933541589462834
3.2711636682592387,4.213426390456602,2.259609902235542,44.926575244822594
3.8539374257151726,1.0817832817863715,3.404459531830069,18.36274268121452
4.654430785279322,3.446639347800144,3.208756147364527,67.51747338126793
4.107072104207024,4.413640433769588,1.4867369711452518,45.077427984548734
2.604448382639059,1.0317367879320658,3.22587528946155,11.355371501370495
1.0361687271851592,1.8984704775880836,4.691323040516132,11.195604951556932
2.9651970984031464,2.464857321812785,4.533747864828117,40.444988764403774
4.5302445946391465,3.33473008625886,3.460047790630007,67.3785795273112
4.644292584109424,3.956084077828204,1.6002128448178392,47.77426169935384
2.2624987514866133,2.9154178304454943,4.526242289306771,36.45180813875523
4.2411013919692895,3.8234658943269975,2.1188389920703905,50.5741777990597
1.1340285433126591,1.000627095264881,1.4452320582771558,2.7747018610445355
2.6092515730486427,3.5983146207253984,1.3879551188333905,22.420291120522585
2.6122548881933283,2.910553995344875,1.0475815877422583,15.567985796700269
4.043820757858743,2.092877578565637,2.509631392992582,29.70278890061235
4.417479123952445,3.6171243483269615,3.6393947727023614,74.13090015275495
4.409062225488908,3.947027525444136,4.332979838262037,92.80819471700698
1.4087908730570615,4.863015966551588,2.890697110192414,26.655058943585733
3.564831537453129,1.2198003409629758,3.8348718820424166,21.023873368788934
4.450179647305326,3.3567204431369557,3.5347216992422377,67.73971354553551
3.482106058559735,4.742536609789664,4.357644337229086,88.47622142430818
3.223768039574822,3.836249355079506,3.798305343763291,59.34149658574067
4.802848441219031,2.046558527530008,4.063766732579225,49.77333517892608
1.4626467491156347,3.175622515376065,3.8522013623456393,22.537572568914904
2.9233820625419336,1.2442311075138202,2.154868482144937,11.475401575632086
4.8904947394619,1.169749987461409,1.2040142332495485,12.60840760053179
3.0512002766989816,3.85091571006618,4.475388541180975,64.33535038942023
2.3870845617501635,4.887382238387486,3.3301382473656345,50.517967877735344
1.862311249580462,3.936846204750162,1.9711401898726968,21.78330938934229
4.135754688745175,2.2331257728020084,3.4330189063117142,40.94185710085695
2.9067270043933227,4.309820395237951,2.537988596554857,44.322050698322414
4.8825144642174285,4.205380772066084,2.4408663121327843,70.65073146008092
1.9343545453441764,1.278908228981963,4.746690365761923,14.216518610207526
4.703114977087564,2.7621928879845115,3.314889572994674,56.05434530041092
2.91971188977603,3.5563011767094617,2.798724046472694,39.44357564746105
1.7923970943431842,2.8649530151597524,4.694850802894363,29.243818906523607
2.0820643782031527,4.307787175020325,1.038749532804311,18.28572850791725
2.697132838765563,3.206862698381859,4.67357688883571,49.07266541924688
4.207398336146618,3.543352474745297,2.3465589720555893,49.89148941643799
4.156509044886656,2.5042365457852984,1.443866908754833,25.43792191791098
3.842314323300746,4.218349716231833,2.887862919439648,63.01535904887679
2.9490858780907314,1.876857498975279,1.139300146558047,11.841056144630748
1.2180359270838004,1.1312842071439817,3.513993261024962,6.220033577574416
1.160889462793477,4.500262358349589,2.4539726332809475,18.04461392952925
1.5804864922375184,1.710748207689956,4.324285570728486,14.395880176200196
3.857197791692824,1.830012576283003,3.3296519494979395,30.561802835275728
3.8996830430320815,4.200123347271301,1.8721390663849695,47.0431960032545
4.313941562763418,4.119206600975109,3.4607847697672574,79.2682192363007
3.438397953991458,3.310401282580287,4.283775535231629,60.14245348663497
2.9597977792752315,2.257353782940813,1.2799435974991895,15.233011584800863
3.657318014276492,1.6848417322759328,1.5618475038964164,15.786109490502598
3.743357607798413,4.302905318704767,4.96445541407531,96.07135237870344
2.161165340354969,2.634256920283408,2.5875202368105934,20.423985013395992
1.681009473551288,1.1236692311948089,1.6830055306390692,5.067925451726047
3.605498830835913,1.2247247755530255,2.356835096881504,14.822923586590116
2.0004837398454502,3.572432304266818,3.456963649127253,31.852104041182063
4.911935186927388,1.9658945014902292,2.3597289292391506,32.44270626904822
2.2308895790335725,3.823341572290006,3.956603560820101,42.27711647079656
3.675928537503304,4.200442073375731,4.764751032089939,89.01078178209877
1.065926328337912,3.2948248212934343,3.15512919999177,14.59298213398162
3.908789418149507,1.9614190739780235,2.076966188258744,23.590404743093853
4.59842436561328,2.726973993211392,1.946323438630236,36.946258497421816
1.6589755887353324,1.8579242000530976,2.4473510385899937,10.62560081927692
2.8005690909280023,3.115223652821919,3.340076525444961,37.864559617167785
1.6975467198094822,3.709148999113183,3.70142949016239,29.602333187273285
4.631063351086664,1.8360402047802624,2.3328745637319974,28.33882751027668
4.625697517117218,4.553966143174158,1.8321018981409425,59.65899081629431
3.263860569924164,4.879750721963198,1.4079806544052964,38.35148882779879
2.3164509959159774,4.726745299970952,4.178886918280317,56.705051145580335
3.8345449411086183,2.9345689257278598,3.8631863166378233,54.7241538237369
2.9699223627507703,2.067457056348368,4.352392663086752,32.86469155801672
1.424741293485241,4.428745622615613,4.974024911424086,37.69500255187725
2.501514505730292,4.443742124902888,4.606614254326024,62.323602772795525
4.9387001433884805,4.673106079869236,4.62851936909073,129.9009906397266
2.273059634421779,3.645988312323491,4.493512938401306,45.52775689177957
1.8055744689237043,3.7419305135073255,2.1974531658158267,21.603062176061822
4.875067443797921,1.9437043778606249,1.886142099811266,27.348187640030705
4.834341022591792,2.84950464917985,1.886097204606895,39.757366295602495
4.244127917041768,3.4917705538051784,2.281658619290852,48.63260845359824
4.666871069434402,1.5190860538355633,2.0265315062382743,21.456228166586307
4.140861752168729,2.1940023914214777,4.576019980044999,50.65847935193802
2.5395624827386323,1.8962625929438577,1.3324200951033638,11.232182595760085
3.592949017875333,2.62506287171201,2.2603116594483943,30.7503371214369
4.1065477715636725,1.3062816397081658,1.4339656836421315,13.05654148279956
4.2471686590072135,4.638413756748067,4.696062165541724,112.21313971729454
4.407083162587744,1.3469345610881174,1.9413827561797972,17.460202831771337
3.4545677778419166,3.52098447392635,3.94575334617225,60.15756948722332
4.185321458032537,2.097938438376984,4.988058074102343,52.57842394382892
1.4943016859298943,3.491458780523404,3.5401746493671995,23.687420245968383
4.059079046309889,1.3218673299832648,3.300699523759822,23.07567845837733
1.0022353923043856,2.241324230334538,2.44405164904471,7.736491933197593
4.0103044103961,1.5241979053504209,1.4824832355117392,15.17417277477676
1.171807283673679,4.708129781654779,2.6172358256722927,19.95636518247943
3.4020730004947346,2.829267726927977,4.593583315625074,53.84033893615682
4.64949250938319,4.342920493241949,2.4694597847513937,70.05663753896388
4.286562061063753,1.1659413676610524,3.4885697737492523,22.43333324464261
3.248289641765701,1.4345421532891018,1.3566598763220536,10.981583528175396
1.6875411191592131,2.802267361827741,3.771348785250189,22.5634288042286
1.3055258047515177,3.16231812600934,2.669628237438808,15.150015835721234
1.3640627568223525,2.048928454165751,4.258919365390367,14.697980167488064
1.685927817239473,1.512390057396344,2.279295398427563,8.36148335663403
3.130949760193051,4.78875255578534,3.397774325175916,65.93734182357727
1.0231647060698728,4.395166262183238,4.037323453753177,22.65273777148981
1.6572945604123372,1.4230059721988333,1.6944279067620038,6.354377263644976
4.698861769240435,4.41075198932387,1.4569929962556047,50.92244248684792
4.39545693351336,2.480684060033512,3.809903261941343,52.44593436022608
1.2075116948040474,4.654698632331487,4.225066162737374,29.36802272884977
4.689391599086491,4.0556835964379925,1.9285675586424291,55.69751439997249
3.3863746020700307,3.367478535185901,1.1031911728406238,23.983832626808187
1.0512452752047676,4.719496352234248,2.081281101007133,15.287308572456851
4.546270845380416,4.341251493626254,3.518387308646454,89.17717415155559
2.059756800626312,3.734102021537249,2.0365369081001274,23.355043956311214
1.314920717569116,1.954775654839368,3.009510490564739,10.3059455542416
3.604620028516224,1.591157233468731,3.3339405672795337,24.857390807308487
3.619437484681713,2.422761481388031,3.05066033266139,35.52037705419987
3.87393983798948,1.1967309673284947,1.0864595837179705,9.672959682996405
4.915470110662291,3.67066824912573,4.236233970698605,94.47768404631871
1.6095062520967836,3.4231949353552658,2.734759209955305,20.577229715243508
1.094392421005712,2.96673561640012,2.7114624760973527,12.050276060353957
4.651981617525855,4.318418871756686,1.2013048832351552,44.22246552509922
1.5616558565118583,3.6830696398950686,4.696042012039598,32.76185234759512
4.549085158439397,3.5292401566411,1.0339450059549535,32.65460879170636
3.1867136927751614,1.745399326822767,2.978911313175749,22.13105460605448
1.009622842001789,4.132894739780078,3.054588323193625,16.918438513418295
1.484069121350324,3.884586180369007,2.198945580340121,18.441903354997564
1.1944069265037929,2.1961384226855896,3.0316196684288133,10.575272787405568
2.009155314740531,1.7328181718450253,3.3207788420824147,15.042795165750585
4.15545323089543,1.7122738430589424,3.722823587567603,33.60418328090511
4.512182805820808,3.992137894421441,1.501136615681859,45.053614063397205
4.250127388745695,4.756364978990766,4.490798935539008,110.99736291116476
2.5106459798112373,4.757952212647012,3.8026689038735735,57.37044273600088
