m1,m2,r1,r2,r
3.345281790771037,3.6411699051488746,2.0196017839364573,1.462333107496984,1.729166807492183
1.0668668595276158,1.3711482339705996,3.6018540962687697,2.342206200004715,2.8934237042694333
4.35784089652486,4.936919740456641,3.54428209331563,2.8418804264354245,3.1712008714976707
3.6162604570033,2.059341379865061,4.079310691926976,2.2357718815158165,3.4103991180027373
2.8932003967186626,3.7492438498540266,3.778306753289408,3.091487866150248,3.3906404977692763
4.718101157779827,2.118740538717418,2.524312573259114,4.928787189511955,3.269460416360699
2.674659670506329,1.5657574970846757,4.095730115083743,2.4084370099759576,3.47270371822509
3.658705894268091,1.1153064302824354,4.4682258825282,2.6578837259056733,4.045293114234064
1.41102718314517,3.443465093201699,2.435290437342208,1.4747473104579258,1.753942823698482
3.1158778351242105,2.2518014547980783,1.685344356737054,3.825241824528784,2.5830552613618907
4.044671266185999,1.4642022413543485,3.004099795253824,4.93150519525444,3.5163844398034896
2.488843436306731,1.0465364479411785,4.312519845445081,3.4297573579008893,4.051206168177624
2.800462665750624,3.785226161094325,4.099950292878844,3.003427063946254,3.4697066658971973
3.696352349034071,1.8229503042919464,1.1624222142403648,4.527034584123042,2.273707738654562
2.651828125273312,4.977180190418871,4.294700508866203,1.940088870795436,2.7585471955935
1.1896856883847589,2.4721517531503423,4.146407891734079,2.390181586828036,2.96075778904079
4.221002200699472,3.429087329440842,1.68038973033226,4.380915016929648,2.890877137913731
3.448359434885404,3.4579536002765883,1.2953843484723726,3.3612993852225546,2.3297768387670543
3.231844826647158,4.8744890300273,2.167895433162611,3.6056926502323874,3.032469590349567
3.2118017455060794,1.0405761174645902,4.403678691396003,4.599653023715501,4.451634497869249
2.544947244899689,1.6323417168550254,1.4627009553282773,3.380170393313076,2.21198245897182
1.9574320116551076,4.9956511212179056,2.8160245274163422,2.4276658735974133,2.536996604506472
4.8536703382228445,1.6999471945913895,2.738535131771037,1.799781473294623,2.495031198233721
2.279313378894793,2.680912652685949,3.484202663692646,1.844926455313848,2.59820345714253
3.594051335030632,1.5649874607815963,4.329425779907439,3.352800468005908,4.033167808703874
1.881915869771766,4.658932046806446,2.002991527785316,1.8752902836853196,1.9120321558288784
1.854193935435482,2.2110015554885933,3.341170502489406,1.4711321244727174,2.3240834345121657
2.1684220332711885,1.552081209104236,3.196387661800597,3.906621602958488,3.4926757396025123
1.4580560629129886,3.4163369902922742,2.193066244668689,2.068207381407583,2.1055558718963767
3.972148180775257,3.431878780242116,4.164073191163162,3.301485011970832,3.7642504887548673
1.610606758537465,4.869670026302387,2.628527713756803,2.4579175693630875,2.500320982173851
4.95005160756242,2.288126873226513,4.62750254184957,1.0373425966849683,3.492584209631659
1.6767210367897611,2.300006026553307,3.520801826441814,4.069820405479975,3.838335823712415
4.665293036569541,1.0656843319669789,4.327204953663122,4.222830634050741,4.307796383376091
1.3801620676204849,1.3868250543422982,2.016767400740731,1.952656288599236,1.984634653944098
4.384129761472399,2.927866179874313,1.2590215304674306,2.0589370223728745,1.579323337839074
4.008439346154418,3.697297906136901,3.4181702601922748,2.256191140288621,2.8606398349604643
1.9728216800214835,4.886466312841479,3.5162246553414334,4.207918579083946,4.008978285263625
1.8323949777761357,1.504624928966364,4.365748794310189,2.1649397223642497,3.373428614602999
3.5537327200412663,2.179552119447417,4.296698645516092,4.644094103841956,4.42876368827578
2.728468165915337,3.403655495960144,1.2387197448145135,2.074662290072412,1.7027124160914249
2.011704493582444,1.7193128999472955,1.7344990337241328,4.238637425245784,2.8884463316549294
3.826512442634508,1.931108190240596,3.318240861012333,1.3760208190348324,2.6668195066951275
3.729597400648764,1.5913177258809093,2.198372350767043,4.514581127373112,2.891077270016165
1.4132898542714716,3.357963020537123,1.41505786205075,1.6235959934249564,1.5618250428941232
2.253190577911641,1.4406231737098132,3.3346580327314896,1.5549566793209677,2.640557251152975
3.129000646368731,1.503669247187755,2.751021600672271,1.131843813706566,2.2254698346428685
1.811887130929335,1.1579984029335706,2.6902050825622297,1.7018507375494023,2.3048324006835945
4.863687192928916,2.955257362332467,3.397075186534869,1.8401954088972776,2.808635098155675
2.8998215508091114,1.926594746026994,3.564617849866015,4.614778681033332,3.983817980019851
3.949099625497249,4.711061346798449,4.169537609777087,2.7880360223375056,3.4180113102143164
2.462794190506832,3.803248329600112,1.1891441810224994,2.5500110649485443,2.015138368979511
3.295601965851166,1.531865200149015,4.725517019148184,1.4880440481217605,3.698193163759328
4.847037181370224,4.664822230800318,4.961020131672601,3.729588626263314,4.357099403534935
4.550635525226092,3.578390008268089,1.9191497024893711,3.825884364522809,2.758492651398288
1.8483586220195376,2.163481324052568,1.8539330425309903,2.5473898868133933,2.2278963490956745
3.196677126888206,2.148237909137311,3.815283962762043,1.517260827701103,2.891658351964043
4.9208690836481015,2.1809572470311576,2.715447286576804,4.516792016840778,3.268636798815248
4.347462718882653,2.699394756759619,1.7168634751073064,1.7345066475776658,1.72362193267846
1.970813361902474,4.551966533669147,3.9325397713749246,2.31676441590178,2.804959895648246
2.4701546672916463,2.205266441153978,3.4020757285014573,3.015713113115201,3.219839200482903
4.402470584809022,4.465614761412986,3.526602770502567,1.6592481250962194,2.5862773063512505
2.7701480907859963,1.1419588079625806,3.187629550562595,1.656361275109429,2.7406465463234264
2.7765308322186595,1.7866694173319897,4.053204157427441,2.014327942204753,3.254905248712513
3.694490020587853,4.916611842011366,1.8785338839070824,3.2575114420208213,2.665877652482994
3.999720868141371,2.987758562729724,4.69622141812563,3.53338880188114,4.199008776488878
2.233093179411633,1.5542423217847356,1.4353227466146072,2.733383999969841,1.9680196084575416
3.950650612595071,3.9941996406505913,4.376469638604927,3.302152702201532,3.8363667814649456
2.841498044744341,2.939306807918564,4.707192379284182,1.7351689862219437,3.196037995911942
1.3844039595224902,3.308814484095353,3.3424708106353997,3.712417786945864,3.6032909553333177
1.434351033317629,2.6464308361101896,2.4191175016340423,3.3040787493664783,2.993024367940044
1.6900750530370343,3.1579675370816087,3.376913198682241,2.5693305050078763,2.8508617288930385
4.517793727177207,3.8602252650857314,3.44110700372601,2.031209473543411,2.7914877951494974
2.0504668603675014,3.592889184158688,2.1618051578706936,4.109072062236378,3.401548697736791
2.1563442852443155,2.45790734542514,4.172547060613805,4.0302114488293785,4.096728103668501
3.9678208011817073,4.50507620699322,1.8791272988364955,1.9265944978479,1.904365815092809
3.2465188302740557,2.9468764884456737,4.107228212743207,3.597607601372791,3.864745871411695
3.5559108293934334,2.644077986339762,1.2008959700957391,2.083874443513377,1.577455350017681
1.4075620581109254,2.417982650288629,3.7375878660253625,1.38028738501378,2.2476270632962665
4.622988361849941,4.365158525476403,1.2783336606993476,3.7484081743878206,2.477943208379599
3.7524337648559007,4.828428921351591,4.358068763548849,4.273024906135092,4.310214808097504
4.989247485060442,1.783257741981692,2.7458499908740666,1.8853696363969823,2.519278256707303
1.6208262017144683,4.958905990544219,2.860727062084014,4.371704142213868,3.999495795414302
4.543897888478438,2.9209635071768614,2.7536557182679178,2.5175887130676204,2.6612838615258854
1.5086853761794798,3.6741542970596,2.0788385128089386,3.344699375014009,2.9762168651367173
3.3075573544710064,1.1352852569856091,3.398761762622245,3.9935072211696334,3.550737830603331
3.728856563021347,4.037995754137548,4.629687214549755,2.9065334246748664,3.7338175104395455
4.715420859775211,3.7927767111189006,1.4771431731541025,2.9301419001068982,2.124859647407632
1.51270319306435,4.359302269556421,4.359908750517359,1.020193092795154,1.880546267110594
3.1973612602519497,3.240049706681191,3.933327216346249,1.5971643935741788,2.7574998988791704
2.3678562160873944,3.083724664058412,3.4108450752220474,1.7621847899954814,2.4782689113569405
2.07575737425994,3.4423000649576103,2.8401114747909944,1.1634022658703551,1.7941389958236564
2.156595315967062,4.350520513625217,4.379060801018697,1.9917519206134635,2.782956393390013
4.855538482368666,1.5864492555263632,2.870923275833795,4.160874245584028,3.188595683619914
4.533902505708578,2.9306490984135865,3.79675364741357,2.296749365034004,3.207838675569235
3.618093359772418,1.5709743093577853,3.814502111548893,4.756551524678237,4.099704679820631
3.78152012234108,4.300990410600729,2.2835017223249454,4.145830311295443,3.2745127912130094
1.705237183494023,2.6763011971124304,2.744788545957101,4.074102590954851,3.5567510260103803
4.512260119211767,4.294197469861363,1.3092137392070398,2.4752641302331257,1.8778022537407344
1.1040690830872983,4.61694346865733,1.0755243703931625,4.243017662423943,3.631739259695891
3.743133197531398,3.062981652819824,2.5008237443936814,4.344481641027828,3.330532092787974
3.6100309560047097,3.2866520713357827,2.315357724610072,3.527645250431978,2.893079985007119
3.5556266674643315,2.748567497740296,2.981170325071396,3.014613071488552,2.9957510380742898
2.5988508403106176,4.552630838778842,2.8518112559659325,4.070997265750657,3.627944660961296
2.1571008190558185,2.5922995911007902,3.518634501991313,4.139594004712466,3.857564245954744
2.535630533044644,2.1311266749012505,4.866779076041319,2.234193212184917,3.66457940966918
3.071310013413449,2.516192826592781,3.0187251340467616,2.110528630898565,2.6097414445895954
1.0685950028174935,3.4760556914166783,2.283440608735504,4.769998371144352,4.185327869955284
3.7980960857881785,4.945402343536018,4.4941314815061535,4.544327678400521,4.522522907634332
2.066511975996186,2.0293943178378937,2.840939158370775,3.584551566314345,3.2093760041126287
4.1269205903400366,2.2748866152899745,1.2141237789335824,1.730590537095389,1.3976505984153125
2.2178533069212367,1.2178079559796413,1.9249364505018491,4.889961383645653,2.975922178417222
1.648166027076043,4.652226742554771,1.1451516576046408,2.438846131193775,2.100419090412541
2.718291594811423,2.902531384044887,1.8904394640737,3.5987016029033683,2.7725673106150683
4.347584484633151,1.84556777732546,4.020198712471148,3.759052922791589,3.9423769128074686
2.061311621825137,2.381811417068957,3.96813039667576,2.0781926774249864,2.954997247344566
3.245612306901227,1.4605222469169532,3.506836128827924,2.366587308327853,3.1529663551704687
3.444773739764168,4.736501887367073,2.881627610093898,2.60432535761096,2.721085085661539
4.982132789801777,2.5675092639697628,1.745558770680188,4.619211560967949,2.722840886566799
4.397281500931357,3.7350300505845375,3.804292251929528,4.099262607845146,3.939767035009019
2.1453065849817152,2.543037828879807,1.0024850181455225,2.816369467817945,1.9863668249291075
4.458682666756762,4.044100097246121,1.276128875499384,3.828549947415453,2.490113354657049
1.69061023132724,3.741575783807784,4.81837750173728,1.10879059423577,2.263291850699784
2.2313016748035173,1.8990482731105691,2.4639183727753204,1.181497571272799,1.8742881866637653
1.3479315419980231,4.14981450425562,1.1437026518863638,1.651170112145616,1.5267497787096622
4.033446906947347,2.6271647094524857,3.144293100135886,2.6438948077319537,2.9469195239260078
2.814963511588384,4.021737447621199,3.116174685157728,1.4802166363169311,2.1538108510489136
4.958462066714054,3.203200753244331,2.4829159025317606,3.9853799137327504,3.072586654505566
3.061229361454332,1.5073654403426096,4.838070672594711,3.237770542283826,4.310066501671606
4.644405870175382,4.5568920353342754,2.0669116619976684,1.6516208909602388,1.861241198295464
4.763203563613335,1.077223793696816,2.033649011422057,2.5988289915142184,2.137892294495227
1.348506186352087,4.390238646177807,3.050479887340983,1.748166790872257,2.054187936332599
4.461956297244366,1.123949665457538,2.698807317862729,3.259544962016943,2.8116342955749944
1.2361241307608697,3.766392603691621,1.5519514444993503,2.567466414686281,2.316532209678697
2.600228126972201,4.273059936023982,4.69056079239126,2.169958877892113,3.1235257784656936
2.1104586505816423,1.579118648031344,3.628054667253152,1.3724551666359597,2.6626705742694385
3.1596930322972114,2.3171486554334946,3.6903527080687866,4.963512208019603,4.229002534313038
3.861025562177436,2.1547937254295,3.09177415575558,3.1019661648354195,3.095424810166027
3.633801604565805,3.599260165395481,4.515949696239861,4.114294147243038,4.316080973464934
4.16323699286293,1.329266523483739,3.971910127429909,3.5168758725037432,3.861785154307627
1.0658804529243873,3.3822973333031383,3.999162837986816,3.005658911204522,3.243724129447286
4.989476227879036,3.524524560564988,3.528928983763079,1.7903335508350433,2.8092059702817926
1.9662912273953688,3.502224192375904,3.410882853250361,1.6663889619341763,2.2936493372707965
3.795448590191033,4.674902664079168,3.689247021418175,2.401889247159072,2.9787366650179155
3.222719069228679,1.8760050942010784,1.5112855391025453,1.0297369195084642,1.33410637927596
4.926678505962268,3.0463663099688585,1.7060763593390762,2.472052312000601,1.9987428864068617
2.4936891091008264,4.39491700396789,3.418686094771601,2.9065290482568638,3.091930917383926
2.6038627992394288,2.211231547610254,3.418054212210136,4.455093606633582,3.894292902437267
3.427133871016286,3.171890675959124,2.8988143845787557,2.369202533458436,2.644250868336655
3.4649522707689333,1.779651449781098,4.687568213232591,1.521017976009765,3.6130626794022342
1.7384270110922877,4.486980725363706,3.123283582468773,3.660255702355301,3.5103077990320006
2.1558013903090774,2.8239338650039225,4.951603944421455,1.0392449670950057,2.7329633055769227
3.1742003186181718,1.0002338842196186,1.2693958527572635,3.2367852867784217,1.7408009533636817
1.4147543484943317,4.127797276657902,2.3286430367515107,2.8668277137700144,2.7294543226680354
3.1495137263706705,4.826050455212229,4.515704462223233,1.1368954182993818,2.4711716174925407
3.69687771371876,1.2589829232707577,1.6113339154468511,1.6050588600696454,1.6097398053333596
2.481679634336857,2.979432017326836,3.765817210370051,4.693028343298446,4.271678051985906
1.98360514093168,4.98508901108936,2.2750553981255126,3.3847930467283343,3.0689115835971705
2.5753598696562885,4.008618063053633,2.625718088225872,1.8099910547624445,2.1290672558138675
1.390167845382873,4.038513655280184,1.4341922764254709,1.7685722596669344,1.6829447825741686
1.9827805204343576,4.86430632699259,4.873379721853464,4.308820500121502,4.472305651168238
2.8178659033604525,2.729580930807083,2.7272352818290786,2.4927659697171,2.611866359452312
1.5148887151800845,2.767827802954039,1.4805055551746178,4.878954540649712,3.676850223118463
3.1013396067987182,2.613976114193268,3.242177141751358,4.377578484826215,3.761468137333576
1.6435350512994784,3.331658088810891,3.65542625602445,2.74371220054006,3.044893273264756
2.964535793416001,2.0378945072304573,4.137332275720427,1.2721113877012478,2.9700960407764456
1.753005678970457,2.947268733818272,4.517685273529168,4.7470994023914885,4.66153753186804
3.507293410962069,3.8810040057722017,4.682023402022717,3.539382309276169,4.081804649585241
1.7100599203689528,3.5563140391256867,4.212045046538253,4.830549090996783,4.629712806838161
4.280819748857943,3.629612758217213,2.1814403646045157,1.4882049776011192,1.8633571241666904
4.566174791258938,2.1099907227250365,1.1777629671214511,3.811071672984384,2.010015691803555
4.265337067908769,4.234465606042143,4.431055351799586,1.224031496867216,2.833367413338835
4.374278252842403,2.597244598474533,3.0439657597767145,2.366420479785833,2.7915459002698624
1.026513035446441,2.8151988400673136,3.960359656594328,1.0360784959266072,1.817452224099397
4.852719295587708,2.614509568363633,2.454519809223539,4.626433738862454,3.214974571513815
2.690826855511341,4.977473762224028,4.257072506714465,4.259110748363776,4.258395524008161
2.557136187042255,4.831347492596187,4.693679747869301,3.572170154100105,3.960321890057192
3.773422327126776,2.819433282152785,2.985188052127681,2.120316498380224,2.615325918336883
2.525658866821024,3.2295491242265046,4.853208381957803,2.6306955454745986,3.606039835519214
1.999930746383724,2.4966225943388407,1.1051242639068506,3.218565299836451,2.2785707332990794
4.652212251740585,3.2601451085236084,2.396668825660873,2.0971072885356814,2.273239860626375
1.82877990377701,3.010919759439074,3.1119309384726668,4.6109237769014,4.044498550216475
1.3305901912522882,3.2156849671488303,4.394479673784012,1.5354355114724083,2.372211990278157
1.139850688627507,2.5798736884297244,2.253862556507764,1.793327318367194,1.9344510563434616
3.6985189635821194,4.111883906642877,1.778519494714669,1.6514393971387928,1.7116165939604857
3.739051792664028,3.899132019802714,4.254533297391221,2.635514501300088,3.4280582892619416
2.267956644633246,1.877650639693461,1.8215573719144331,2.92583612376018,2.321713214616213
2.753364087614939,1.8099317442512688,3.8703082500863455,4.741152279366753,4.2157095369982445
2.8828195938440726,4.533835527788558,4.645804754753844,3.284006656321504,3.813331288064143
2.816771255725782,1.5421483987976856,1.9507663528792407,3.16619922804326,2.380776082545885
3.741046020024583,1.9051354885457277,1.450504638260171,4.463869560180886,2.4672747233125105
1.1036761974187923,3.868037972966768,3.2883241461033714,3.3362243085717043,3.3255908997800865
2.755620405153952,3.005345930886203,1.3633565144292523,3.154546969744444,2.2977738729628667
1.4041227118313104,2.699156211546812,1.8537442511361115,3.1479737413252886,2.705094508538359
3.79577346638008,2.338862801321538,1.2725755947929174,1.8898685005068685,1.507921807949082
1.4806551617152015,1.988177575819654,4.502247092165284,1.4041327208406522,2.726548467742824
1.4185444872816189,3.161652972121907,3.126812413508045,2.1901920362934297,2.4802750915655603
3.361376976987021,4.261684919059556,4.156697746415029,3.707319130931816,3.905471914240444
3.7180247296345863,3.208249146028752,1.721901307711725,3.759669323579828,2.665795183997034
1.849544268698048,3.468480475773286,2.856287900379025,1.4408551122026825,1.9331254055706195
1.4514349215830684,4.141151827948267,4.542964942018257,4.524829374179436,4.529536068534461
3.4953874787492167,4.439735323024623,1.0006526596576544,3.646383529070688,2.480950455871202
2.409671943824856,3.0576313848029164,4.161220896888748,1.8833949387928024,2.887329232212992
4.822082839159257,1.110356902941052,4.855451079708356,4.627103624510819,4.812711973342339
1.3071979571906769,1.4713327221724524,4.179163938803844,3.251155720921924,3.687749945229521
1.035557443660759,1.82926872834188,2.535358379162328,4.2492303054022855,3.6297117991683385
1.7335108369161198,2.805974506379374,3.771879891124283,1.4450857927139649,2.333627660312236
1.3147246576722695,4.615294302111124,1.023464753862816,2.5857573886512712,2.239386717092544
2.020005110838843,3.1264493711649632,1.5316391850603095,2.273446594020421,1.9822840543346312
1.512143158807338,1.766263753739338,1.0150620631366647,4.072813662533351,2.6624462841995413
1.7580187166931145,4.418559981809542,2.493862993599056,4.105362551584468,3.646686879635558
4.103811746037888,4.397358495141047,4.674681971548262,1.8893953873802565,3.233950486962083
4.519168663854254,4.49421974999259,1.970673707445481,3.33209696045026,2.649501135136672
1.5293848807500725,4.10539755006432,4.356186433776578,4.709195356062869,4.61338216094071
2.455573071706707,4.295818765889935,4.827891958990985,2.077073795734784,3.077583789724144
2.1935354310806714,4.6079829618008254,2.694067982719008,1.1094821586472037,1.6205217453852918
1.4029704118288646,4.540460656603415,1.047858390607535,3.2415221145749507,2.7236991159075488
1.6051130478875866,3.850583367411229,3.5524667261565064,1.613614839612552,2.184041825301548
2.68685700162632,2.2373568889753237,2.302161038531388,2.4147931745929405,2.353336371515661
4.367931632144255,2.376738326472553,4.135230696083071,4.145813440652301,4.138959924462115
2.549429553711327,3.5690610645950107,2.2081910945388468,3.3868897915997875,2.895754071914724
2.4655043681762203,1.033866951969138,4.508759063582323,3.3208836217024005,4.157808835652703
2.53284416974741,4.599375940572798,1.1383901112159651,1.048010700254968,1.080106872355227
4.606679563470546,4.427603296763275,4.650774683628924,1.972348149234036,3.3381071108628766
3.0753897676663287,1.392498966204251,4.4762925962925255,2.657800463481434,3.909526374968949
3.776346756694891,2.664890407632136,2.2467604933540533,2.185465912955286,2.2214014924079084
2.4097509693748207,2.201576999158344,4.850137380716294,4.457075172889907,4.662478484646876
1.2385775616699517,4.225005401769494,1.806809604782056,4.089429294743692,3.571966386477956
4.211405477089972,4.903295511671111,2.652014112429047,3.429670432027997,3.0703579227431685
3.635560585084789,3.9535498873656336,4.989890266872179,1.1024896223113725,2.9647474736238406
3.887403517044617,1.7213174945264655,1.180219124451947,4.249170289764635,2.1220807930572763
2.858312859443499,2.6454984245129487,2.75131175859134,1.7944014854218016,2.291356921940312
3.309225446726588,1.3866863796998898,4.700775890731853,2.802110128525285,4.140106515034072
2.8249629609381484,1.3834678769977162,3.446427659530594,3.9929853973835097,3.626101533799351
2.0126710606343003,3.3935087914911013,1.2712180912698816,4.898306780624209,3.5479750049346803
3.521101836028232,4.985862359443777,3.1133992627849776,1.4456920324428966,2.135969651554145
4.979821339485994,4.761578693669888,1.963782612236134,1.378991206519046,1.6779376322305593
3.25227668688746,3.1899112602377167,1.5256447132911877,2.5294685557626564,2.022697733891708
1.235102059173474,1.7388296856375014,4.958923925182994,1.0668329940803685,2.683255271384786
1.884375110944484,2.3420940643875867,4.844118178124217,4.48925637779088,4.647471832969386
1.6350674641172365,4.3557019118845774,2.893719128235506,1.5181498288745785,1.8935855141528957
1.6526921778536088,3.835035271199173,3.606282673882177,2.187061820529544,2.614476488032296
3.933646943166953,1.1654218231401363,3.106740723852042,2.0408268956616555,2.8631199189771954
4.527568434481163,2.361710182777545,4.8569427988383485,1.3807701426175445,3.6652777762156687
1.465960491690769,4.949899981397506,3.5790872164826597,4.704540618724355,4.4473856774899305
2.709897176988915,4.6490131165978354,4.421987505616318,2.132536177198084,2.975619927945936
2.272208009142069,2.197362295077681,1.7237660344523809,3.3465714678754024,2.5215813117474624
3.019582773575686,2.950963474674757,1.044823491575972,3.696086535412456,2.3552195724051086
1.3905982980653189,4.096694328220199,4.585153474917696,1.4940277616437054,2.277385684892374
1.0737179598410953,1.7794090021230031,3.4168762325678186,1.7670243848361844,2.387913529834829
1.3063767833281847,3.2497523779503843,3.486250017169757,4.429062103897335,4.1587300352611445
2.0082952455527945,1.2750305396766373,3.917564848461269,2.485187902689535,3.3613226508689005
1.7429461837346194,1.5623523087364406,3.1986104679362164,1.2779626365356025,2.290756432818491
2.8384092803366454,3.2419279868759148,2.753348415470237,4.8603026430802565,3.8767390396036303
4.823929429034759,4.333985228739127,4.962065433138141,4.009809803743782,4.5114102364034245
3.3566813325518625,3.843467545070285,4.198399495394616,2.0204688529679578,3.0358116264691333
4.889800195478459,4.055474740676605,2.726217969193075,2.8983904380172505,2.80427494377909
2.1469419342416733,1.2663662790629724,2.4745985418265097,3.1873703491016205,2.7390429239311302
4.526163900217007,1.0328370098650672,4.269120678478252,3.93693122463607,4.207401393346852
3.6411436527592103,4.438399573474248,1.3828673295886964,2.888312868078509,2.209865669572431
1.7521525073132338,4.796562560288991,4.1955474835106426,2.787069361794857,3.163917101692593
3.3679165442550576,2.933254384286113,3.9804744916552544,1.723933420036453,2.9300333805172096
3.9259458000458776,4.402181434367511,3.660081884097631,2.4899295672650523,3.041548730178382
4.4825976510601215,1.259942200190864,2.69046206395083,3.2149738184543333,2.8055425877457414
2.2694298261558714,1.4690416780897584,3.859497390920744,4.511821950065004,4.115829949276787
2.9017060157876395,1.8831284576429947,1.4393800255774345,3.356047743884682,2.193707378849955
1.688831767942781,1.1824151007455654,3.5400230432483983,3.4655172988707363,3.509340652888602
2.492285914042082,2.8101294413189697,3.412279196797087,3.8805596437876537,3.660454524961773
2.4568952289022588,2.9845049905352545,4.285597833606305,4.739669546023569,4.5346475702768965
