m,q,h,n,epsilon,E_n
1.890047218846714,4.373617938334556,4.152604832171428,4.915536979005111,4.304558062134968,-0.0111971049864393
4.529573676729106,1.0417460072145135,1.5127482377278705,1.2619524745890105,4.911683966337499,-0.0075846331295993
4.57939749348869,3.2753292566898007,4.967987869611905,3.1058357712429734,3.749163903332225,-0.0196857212181048
4.87686174411871,3.819638648811774,3.3041435659464966,1.4486576219882492,3.2752313477802906,-0.5279663929829503
4.546677563685348,1.0650147917343924,2.8038110754135634,1.4059651617379392,3.7680357527525943,-0.0033139815432405
2.5826103762797645,2.7902563432967447,1.74283833696684,1.4933504425505748,4.058434511923204,-0.1753842367942063
3.112199639836967,4.122956294304879,4.277877989027994,4.258567919584728,4.056095965055345,-0.0205878975435753
2.585412860201896,2.032775934115074,2.541978340338713,1.3953457450305726,1.800448263640717,-0.1353098183124566
2.77826999514876,4.125534017684894,4.955814350400551,3.8327382748209495,2.687127749111073,-0.0386171428649986
2.796370195785808,3.179472357906537,1.803686012255786,2.755504437258919,1.2121451444459037,-0.9842185266656286
2.506396718054854,4.407102804424545,3.9070563964833376,3.319328219842536,4.278918733954546,-0.0383799777440484
3.209635082589823,1.553566828723426,3.585819128417275,4.281744042412834,4.45466010954795,-0.0004996180510453
4.284395531734859,4.456101460864912,3.638578842563175,2.7188482232372926,4.730509944237465,-0.096420732357096
3.0995400421161468,4.172286793262924,3.424263970458028,2.708685914686576,1.6860579439287051,-0.4800728151862974
1.9021721147121684,3.4239981343133192,4.884852972723188,2.514922488001401,1.8016878577681563,-0.0667087182434938
1.0150333115281596,1.3801866682002166,1.7430371632365125,2.264119773730865,4.9366648980081855,-0.0012130040061276
1.857208194079607,4.055345923686847,3.7776513439992634,4.838009535325923,2.548206142390057,-0.028949157270459
3.7530710258438966,2.9481033192801545,1.2006267067159802,4.638672623615996,4.270327232322835,-0.0626529952478582
3.634091831803351,1.821950363372855,3.199066688357957,4.84991007310294,1.4345149907976331,-0.0101048049167698
4.628877421389877,3.2181075456258306,3.082956386843563,2.68642168620544,1.7891799633870655,-0.282615986519858
1.4532662010963169,3.2245284487625767,4.319387863504309,1.0243684748717778,4.357770380198005,-0.0528243955311402
1.8503210404242336,3.937570726516207,3.851151057062317,4.490404225889522,4.839055247990787,-0.0079395781286353
3.367195967516243,3.781521073905878,2.3933083907528205,1.298692959092329,4.351902963997599,-0.4704091931211625
1.026052599870948,3.704223195432219,2.5805551929528816,2.9815884976172704,4.1921214548144565,-0.0232101955536148
3.5762277291436124,1.1922836874870637,2.211347527068512,2.920904791920944,3.3751617255660813,-0.0019007089083692
1.4009212860205498,2.43987673452988,2.338217831244488,3.6101766339094423,3.4478300630625385,-0.0073261658818636
3.525541183585055,3.2040301170257304,1.5359166096190209,3.8023728504962495,4.476808457333552,-0.0679423341392651
2.190169342921837,4.188626429007853,4.105157655626554,2.518569699952503,1.0077474849179442,-0.7762527431390415
3.9798240955171615,3.3179969663612705,1.27582641874581,3.144894544860568,3.0131815452086506,-0.4125075242846218
3.846432158705022,2.956173420906125,3.755382469359824,1.5922866309184616,4.0445587748922245,-0.0627761349541999
2.96366427521439,2.6535319196385627,2.088522226420814,2.2200930300347608,3.733613220896464,-0.0612854079942651
4.094592290240389,1.3939387028182355,2.8742898204870047,3.991470922724804,4.913418285697281,-0.0006081361977595
1.878414607347469,2.681617606183634,3.546711736493104,2.1040772216554924,1.393932403784886,-0.1122096742258895
2.408971509268799,4.260965734600044,4.076538308072979,1.6108886658466366,2.573290091105118,-0.3476019794760815
1.1383961801667457,3.4696179335722603,2.804193765662201,3.9832243845750335,1.689826590156699,-0.0578842214549631
1.2277477375019448,2.3574395867893814,1.602252447358675,3.4152527775409105,1.381099243462955,-0.0829896771932747
2.5447931252691367,4.172319159109589,2.112217352808301,2.4654416180002903,1.2779790332085388,-2.176498983927544
4.97544908986483,2.5885766866557804,3.39426457540618,2.367938044365679,1.8972489264059345,-0.1200896991375247
1.0494710621790695,1.962748931261658,2.114037186866569,4.602625450259014,2.389172113095896,-0.0036025340244522
4.095189774216115,2.384434708360827,1.54261821151623,3.738432460609282,2.6041743309042937,-0.073365129893313
2.884438370431453,1.3291102387393927,2.759362891795444,3.3077850389686385,3.173596888144239,-0.0013409715748311
4.226635957065657,1.7125272186799276,2.3614940636259973,1.2542671460292536,1.7738248728228831,-0.1646188249872781
1.8005241631818536,2.535506732240425,3.085385407297736,3.151869553238907,3.7013346214662777,-0.0071795302178811
4.217263591882142,4.116399870321851,2.02218707895487,4.635893183078206,4.896381960250812,-0.0718374488711947
4.21721927051264,3.743684238519955,4.081575477467533,3.9037092317303577,4.569933188057043,-0.0195300228028643
4.817467435813098,1.4891719604491858,1.5546757329527408,2.7886592474671885,3.7424531242538297,-0.0112492851030845
2.738176146688303,2.4378449206298565,2.6111392544680183,3.575091685290185,3.2913131025275555,-0.0128062761904726
4.115979719498003,1.1705458874192587,4.592809985803409,3.1399919529095666,2.443886289973865,-0.0007776084953885
1.465772561222785,3.885303673501937,3.642609653539692,3.240849527961689,4.958131767073419,-0.0121870149447699
4.288703412586024,3.1757131668589054,2.7902066749516807,2.4813724094664207,3.866255967791392,-0.0760962497177194
4.190380688365719,3.6687784715770086,3.8616055122456383,4.061617996777448,1.988316063834466,-0.097576367161172
3.5017544493402086,2.371853606035446,3.141768429699398,1.859206498166201,1.2073111200788564,-0.2785513206206941
1.9630599288847892,4.746075574812803,4.3726277568709335,4.8300599311066765,3.842205540148059,-0.018907361495808
4.39071550164754,2.321649689915854,2.4381099299411826,2.763483259141984,2.111256943747544,-0.0788006223716235
2.1908371204561905,1.9658113413787857,2.5597274844330635,3.9261497810882,1.4074202860603409,-0.0204417769591952
3.626079091070229,1.8327582349217084,1.77131321913299,4.875050116109311,3.3916639465812595,-0.0059620206680286
3.4090064933959807,1.7049620742538294,1.8556405905092208,1.46710222459896,2.351220832314261,-0.0878822995053041
3.256782606789642,2.3568749613115205,3.225164401197996,4.624409025627701,1.3512751680711177,-0.0309272401247463
2.996087562970848,3.1675428268833783,4.061188761697254,2.4064324718609136,1.2628391747493215,-0.2475168078308285
3.565807166151147,1.4515894227337358,1.642413433405697,2.813146613042318,2.284005531447515,-0.0177704748466081
3.713571215941793,3.3863363015270678,4.5226907312743005,2.4361380730015783,2.3320736346118998,-0.0924570466198702
2.457610460044855,1.5595309164774758,3.9730458426571382,2.7773811534857904,2.72954997991408,-0.0020030822943605
4.796103446416371,1.8929330558868716,1.3779518248893154,4.837461956404114,4.3500714854119735,-0.0091546889847874
3.727597241275469,1.5844860272921286,4.156552020050016,4.5014389672019846,2.166824117513145,-0.0017868008708219
3.1860205678815325,2.191782452132517,2.0335243998881576,3.0126929713466515,3.681835787156998,-0.0180638790575005
1.8446566929340225,1.5139169392916272,2.5530339854811546,2.222526813359942,3.977505598255074,-0.0023779622103634
1.7704041138621591,1.47266767960395,3.003368219903152,3.5614740265222027,1.8755376735460476,-0.0025862656763822
1.025659559771615,4.647953281409432,4.599785390264789,1.2518309459474386,3.549212609560267,-0.143261575997777
1.9195438660363264,2.15453189568764,1.0548103958342314,2.717616770740812,1.2017693424404068,-0.4356646203244556
4.262383911252062,3.768431351604309,2.138776557848729,2.8250802227234697,1.9428344409130756,-0.779724215781929
1.8807849333523443,4.141148226023159,1.9520908245230315,3.0985997426961043,4.568898417239942,-0.0905270247366955
4.10089240534331,3.3435119012470422,4.726927018271503,1.175603535460264,4.343850217649989,-0.1099437730684656
3.529117145415525,4.235668721359701,1.3091695506889875,4.168090153263019,2.2762912928871923,-0.920327411512778
4.704545718669066,1.656514388098313,2.797362136764161,2.113234758681399,3.8937655587725417,-0.0083574941636614
2.6859568050360005,2.355155739082761,4.855627860338785,1.1517568858025609,4.811168027800382,-0.0142683609606929
1.8640319238181384,3.607452717822645,4.718607044040635,2.198444204179692,4.217138904655747,-0.0206191908294297
2.457827169244272,3.0527201378167206,4.940855835059855,1.204984496899801,1.2318551084202425,-0.4960469449689781
2.2543823765104944,3.591726552297258,2.8163801577970804,2.015905478247381,3.343025902708668,-0.1301812056904541
2.816687593530449,1.8241870864573428,2.4710634200941337,4.683250644731262,2.0602323737849293,-0.0068585324967393
4.545881731629946,4.254751949182955,4.073441800833944,3.9618909953512422,3.1533599233454086,-0.0719034891639834
4.795869752181996,3.438334822080686,3.6568618896897926,2.9534136218975933,2.9972501817367307,-0.0799573516267268
1.4593778878020751,1.3639403274256463,3.610938438945317,3.582199881675298,3.510842184009779,-0.000306123620259
1.7752788864379978,4.391493845929128,3.3283828465938723,3.6701543998746113,2.3471669880040578,-0.1003927886551032
2.333964097263912,1.0367418234066172,4.671156055543511,4.154016149918271,4.095181397740232,-5.3377134760512313e-05
2.0344576016525986,4.886696575873406,2.094381592934448,3.875034763755408,3.0289388849291403,-0.2399806909868217
3.2208182276582384,3.39529436366842,4.73509971061017,2.6825252555506176,2.154333315381125,-0.0714519798200293
4.85946494686916,3.8845437623907175,1.2236719943063683,4.84626340108661,3.725754754449941,-0.2833256807010538
1.818848295786552,1.608215171441921,4.48231851287162,1.3192826322467677,4.5578917575861,-0.0020935048752303
1.4114257040774092,3.874166469497736,4.8410774934979806,4.810141323911112,2.3090056709667275,-0.0137477430484477
3.257410566004405,1.4526285692489935,4.565757602724856,2.055582091424462,2.364402248713736,-0.0036818217490533
1.0859491823328633,4.557736863988909,1.39918954280995,1.7301581310212266,4.307650749707031,-0.538655179929588
1.212971910181905,2.0409084684986643,4.726350039260721,3.971757794844554,3.749969577890764,-0.0005308625633983
3.7698585022651017,3.0232999244032026,1.1885746500362755,2.563857029223063,4.570412895219576,-0.2029591282789515
4.761112536574181,2.485485413519275,2.431541069940176,3.1354952980391086,4.913328018956529,-0.0161858790293388
3.4479023321197,1.7712260221726308,4.122040707803798,4.215600085938257,3.9917845266368106,-0.0008816239132604
3.1984918656178203,2.120644580176793,1.944107711721108,2.711136769075533,1.2227729887416547,-0.1946666871367629
1.312307676828917,2.891294869030117,2.047381099243392,4.326341631362826,1.648861701440611,-0.0537412498238673
1.8799902737033567,1.9969556848973888,1.7816765796013847,2.947163461275501,4.798069460345349,-0.0058876240766991
1.6010080687950632,3.922094747504025,2.80149600200617,1.6296091723666295,2.18737624376421,-0.4748778795389124
3.533219694659308,4.696291708062748,2.4579771405336,4.44738144837054,2.561673737139004,-0.2739610643996348
1.807528211682912,1.5191425278106467,3.47038322172266,3.310898480397603,4.200561475062337,-0.0005165684715628
3.28492689702279,1.400905650776171,3.788406491610184,3.298818757586338,4.241208858407147,-0.0005629397240782
1.991439870473032,1.2939491353210264,3.907982654731407,4.571865078691416,1.0951960450933875,-0.001822511302773
3.506458651079201,4.983652862064379,2.0720947797014597,1.721945796953904,1.792013570979892,-6.61346554038972
3.3243553011498785,3.6116265942061783,4.616958363905734,4.863419568983885,4.290919715946782,-0.0076161001565218
4.832331430949479,1.4422415694359634,2.2954698041712587,1.0565762620345311,4.03548374625696,-0.0272824074394788
3.905151050410232,2.228408051823871,1.3789638091483996,3.389657480899548,1.2965261125524137,-0.3277531104363773
4.007850364254289,3.526328291726132,2.0086349224119044,3.55137235133188,3.805194433754701,-0.1051391193900834
2.98015237274736,2.4369399643468967,2.758324018747517,3.393983663227787,1.4887387657446292,-0.0676364416958897
2.1980165660886266,1.729984392215052,2.56642831638466,4.832877169360836,2.714907111793257,-0.0021703509826359
3.1759219953871525,3.349997654453762,4.420381622600804,2.7938013362066454,3.1631043626165893,-0.0327657594665989
2.0112912228253896,2.545010025674054,3.2631295989475317,2.474595893600032,1.0664061239489473,-0.1422395859875097
3.2753363418697625,4.5175234692058925,2.395415552185651,4.263479256240028,3.798039019106586,-0.1133336052346791
1.0801369309587905,2.294051602551596,4.693376766525634,3.187658135369535,3.700178190557617,-0.0012202307510123
3.32001755564955,3.6751437991467792,3.51142268568908,4.571750176537014,1.439901451217489,-0.1416938493977012
3.024519911754944,3.4672700825384006,3.4178167569410864,4.381221759922079,3.020132067486623,-0.0267163583108477
3.083834118857186,1.4408420419637975,4.557658213089134,4.302304509160686,2.471635398012648,-0.0007073134220808
3.216878718860086,4.4920598337891615,1.1428003018597006,2.8566075991829853,2.4557375019592294,-2.547540389040919
4.220599001701736,4.771054351263522,3.2843991351297483,1.328709940890846,3.682754116592234,-1.058336774467979
2.3902160231343026,3.646236208948504,4.092579925605277,1.7551250260021654,3.9208784313399754,-0.0665808221433677
1.0834558757020267,2.71671945344358,1.696490797362812,3.273393963301221,4.133134334242588,-0.0140036678143826
3.463560554758647,3.854555873640024,4.140591225427261,3.985879230315973,2.997068110196681,-0.0390628537621163
4.8315493129190585,3.52023698339945,1.8453061464752123,3.655258314058286,2.3686730738541044,-0.3633296031180286
4.181226998114267,2.844607560102645,3.2943980871498324,1.0785130011049278,2.548091651667685,-0.4175131754362718
4.20721905393024,3.4785485417391864,3.7886663168959216,3.2039187261624797,1.5402374854492715,-0.2202857160831376
3.0413658723710646,1.229495969276865,3.37963799780471,1.120561022574312,4.185112415756813,-0.0034582904869317
3.713037455183559,3.9244070681771888,3.2400531552006404,3.0839341087012517,1.84998163891704,-0.3221708575248717
1.77512802006998,4.817211821104419,4.470920503804432,2.974384911524576,3.486829988138528,-0.0555741573874107
2.696814105508444,2.953266261139372,4.155182778173447,2.719281914882971,4.376173095601134,-0.010488025219362
3.505929877979709,1.3764504047714925,2.88529670640624,2.473015741987462,1.4662424800849667,-0.0143717347339532
1.125919507438114,1.3639675912823734,2.919277299093795,4.937966657595595,3.348669565588563,-0.0002090460497881
4.64970108028559,4.092056435614772,1.7435400577234534,4.0025860232588375,1.6626557063811358,-1.2104633446574218
3.561965020384233,3.100294520894551,1.94078730819409,4.245371726410532,2.2428485298437986,-0.1204548390700318
4.324968985058458,2.453946680646694,2.9329708453275245,1.3689763839557925,3.224334608451972,-0.1169676824275206
4.739279742235468,4.848494290235516,1.500548786982689,3.4454178474276005,3.605170271022521,-0.942354504236819
2.964780280837126,4.722648095976757,1.118304871113462,1.9756092566739287,3.3850921454852334,-3.2959555124115334
4.447916898280826,1.856262755426736,4.619468351909887,1.586789854081407,4.147050380162137,-0.007143697179475
2.343188246101379,1.856837979643402,3.405877406683084,4.66268834989386,4.303825955618022,-0.0007453719312234
3.145702066270278,4.491284144342135,2.4062691617190306,3.1648148650433603,3.625250053685831,-0.2099175566700523
4.580683815709994,3.5430436666694645,3.62415611557445,3.627051391828494,1.892732154571557,-0.1457628377782029
4.906379959634398,3.7048116519647407,2.9588271643742146,2.4649673980726203,4.790774087634562,-0.0946373975169044
1.5478938350450906,3.090212583513112,1.8694398151198055,4.04613616470538,3.685969259519629,-0.0226985036548604
4.325467553368805,3.768262074131349,3.68132377853718,2.489618995886355,1.0412336493428151,-1.1971188508934782
1.7946016278925132,3.583071909026901,4.2436919195433305,4.215548295303167,3.7034323717719806,-0.0084235565599601
4.070589765530299,3.695967010916806,1.8911866983410448,4.077228467475791,1.3195978967427529,-0.917059596563095
4.069441847105051,4.483154014049589,1.5087841279259808,4.845913336371613,4.111745796264181,-0.227363884997104
1.5185071134598989,2.3591733812545077,1.2391749984251512,4.586795826552813,3.12734144382183,-0.0186093660441629
2.2261762575519137,4.917318111764203,4.999308645698862,3.8427333918681934,1.087047940862821,-0.3730654019185432
4.810366686267097,2.254902284474945,3.80637471884863,2.7346709018519584,4.741224397378652,-0.0063824123889221
4.129782306852706,2.286681934734734,1.1906615656238944,3.0944401734151845,1.613529427835663,-0.3993609374978603
4.6389975919292255,1.6062561112049232,4.487667015911876,2.0086398681018194,3.562970330477619,-0.0037421700070351
4.676177346817527,3.175688729286987,1.6938736170933906,1.5294162922760397,3.128337931880932,-0.9051320522986076
1.2668954029202255,3.3442885938039204,3.064300102851832,1.7237776365865027,4.458802660179973,-0.0357111786961408
4.79690379837167,3.221963760939817,1.5815276056947614,1.500688720131837,1.0223768602400112,-10.974805044156769
4.296041306838621,4.936484585354502,1.918774454472277,1.3836212726995707,1.067846550126302,-39.67798306892389
1.3900306346045848,1.9403830693323816,3.245374275857303,2.3459847455729306,3.876259002201328,-0.0028279958555726
2.093971112892276,3.819881474746365,1.8098890050433405,3.2676867173331856,1.282910643105576,-0.9680610004565036
3.3351440184120924,3.9403850726266128,3.612389392512408,1.760131847846313,2.06008042620296,-0.5857757593777481
2.1396314737466,4.937869835007836,1.3706063711546026,1.338840993758453,4.952967149699774,-1.9248334181429116
3.800998042702916,1.2756983183232116,4.1118906874855465,3.701626255227591,2.411573284583079,-0.0009339645833389
1.0307987112022268,2.304107883075062,2.600848415004713,2.7195140304117413,4.3326142428748895,-0.0038670731154549
4.913372776020005,3.021219965812014,2.593813747333497,1.8886298512650432,1.523736079695576,-0.918392514715011
3.5216601439671464,4.857453833489334,2.876186101909157,3.9836531627786607,3.668274790358644,-0.1387303409721205
4.860851491225635,1.4755831738970322,2.449575694106785,2.114257628106276,2.052779635930754,-0.025485604603099
4.602355957803073,4.455507222112671,2.043500361925189,1.3759407709179907,3.757323023715295,-2.031294260663102
3.90896060875124,2.6142313766451357,3.29373118339894,4.063272887559492,3.867096063922183,-0.0085201883090774
4.569415433326233,3.460122944611169,2.5710060765793856,1.5221543773538668,2.597323521445261,-0.7924303005307572
3.587814479008791,4.196213730166981,1.239444549039105,2.3980752036699355,4.4188683850879045,-0.8060620220366567
2.8847510251848694,1.8962377989891337,3.5810336235858315,2.569114879299122,2.670429543159656,-0.0077240211211428
4.9237926137968335,3.0282458514582102,2.263611420809459,4.473394886343627,3.1324446528266128,-0.0514433509337396
3.529163883535441,3.00631264959566,3.8982820409318335,2.5996993891652465,4.004101845928164,-0.0218834306315861
3.789698586914829,1.1641560932461543,3.5715934759636583,2.1299821253273468,1.1350337452019952,-0.0116698705457542
4.948547394940802,1.8095580658482309,4.818188725218161,2.791852218045669,4.989902868057582,-0.001472113147652
1.8668744832916584,3.473108519459506,2.089752614228249,4.27252940245145,3.3699248069488137,-0.0375057841866424
1.7618237166214072,3.188398527271931,3.049130346818669,4.811349672078487,4.072574699041207,-0.0063758622234561
3.851046907291764,3.460534096339949,2.1702536717820347,4.54070763594496,2.326834259867987,-0.1312992889293831
2.288470929044702,1.3382474586441369,4.251280781863692,2.200064852804671,2.6581694858119063,-0.0014843121438145
2.310593247628804,3.815082581614158,2.55709312407464,2.3360143694927737,2.423454632810844,-0.2919680898675351
1.2461762314253657,4.783426007578868,4.675065991719636,3.5026729298740973,4.356595038021934,-0.0160242115683248
1.577469640597727,1.998124692051944,1.4947406266398753,2.9159845734680503,2.023987172443185,-0.0403871992018727
2.0823617863172568,3.072502325389525,4.849747937577076,4.404676539105809,4.877832171662215,-0.0021365595184011
4.94239111401538,3.771265399415531,3.3705753778279504,3.6671038376731726,4.950227810462479,-0.0333803306980521
1.113735374488968,3.6618156264404425,2.7219195405347563,3.7992363243001206,2.135308255823042,-0.051335001457825
4.88134820530653,4.010379867065442,2.408964893224782,3.01657378532832,3.3235829059182413,-0.2705764327904515
4.486343193780954,4.240727827449407,1.6878507057254173,2.05044669836657,1.7224929791284185,-5.103688476349869
2.616175642230124,3.666976778687805,4.333903882278545,3.650047274571876,4.001679374830615,-0.0147560270596679
2.6411661877258443,3.225498479375556,2.769777505268661,4.355451847282209,1.6402170753919276,-0.0912713027056446
4.991133210813973,4.041681593913026,1.106955697010794,2.7574532075236573,3.8799825495706575,-1.186919413519112
4.889125293220832,4.061848467290425,2.660868980662396,1.6446904049934448,3.597200904896697,-0.6712609183921061
1.2081947495785257,1.7251550659796862,4.201571860588635,1.4338531755959316,4.194880093441987,-0.002094534165686
2.682019683808458,2.836562314204275,2.7825412277477235,3.130339006374105,4.132973660253377,-0.0167475025352658
2.215079319150598,4.501931437357107,2.4164928767158957,1.9186473940080069,4.098285945209726,-0.3150133168961858
3.4721954497818257,2.2038735400772698,1.774560429103269,4.461061822488599,4.917501752278248,-0.0067563749540458
1.4170299215984596,2.162208002660613,4.624814190968266,1.7833228489335742,3.748299876564152,-0.004050995233206
1.6971535807923963,2.838036752195654,4.909796642740183,1.1589675651038207,2.446089889309394,-0.0710376883421137
4.138291254791266,1.0845014158755064,4.571543460385651,1.7210007872591828,3.828800829999232,-0.0007885662127062
4.486468084678458,3.772105893444659,4.891743971991062,2.343346205212292,2.465109876867828,-0.1421926629732196
1.3267539910261172,3.857776199650639,3.067326293192149,3.244957157766566,4.936388702656476,-0.0152157002635731
2.466263281226301,1.518517033085233,3.75661959143448,4.2064090461283214,1.8514100121849053,-0.0019151617584463
3.0726571428073672,2.025437613721149,1.4276275597424166,3.615430696916902,1.9439745445047216,-0.0642049516506271
4.986949474258148,3.047718984407192,4.132191723069939,4.232614060599111,1.399370990569539,-0.0897843538633676
1.553981834885418,2.1543906941694666,2.986812717807437,4.1132905570098455,3.862378555916851,-0.0018584435481409
1.4116771133693158,4.376640663828167,2.5963115408657584,4.559551844166384,2.3921391523532227,-0.0807380300490763
2.075022224573188,2.2713103841081184,4.701851934927305,2.519237624873293,3.606465733100051,-0.003782674101332
4.724252629786202,4.626750404639431,2.9431468456716456,4.876168321358757,3.8420782688518,-0.0890089662458644
1.7506496965414675,4.284539680167963,1.8446298465158568,4.283796295580325,4.899432619456243,-0.0491992270537989
2.061530685394938,4.530662250259059,4.198382704021109,1.1756339831825304,3.996239294576705,-0.2790842222629247
2.9310798727178637,1.1377856442476515,2.406899949045843,1.971011980265048,1.9226215345737727,-0.0073806949744572
3.4054396434497414,1.8949790007893503,1.2122963275711442,1.4930522753428743,3.0578189046722537,-0.1791883119243373
3.115910849368615,2.2999338081679497,3.5387815494509915,3.543588524072952,1.593335501871553,-0.0272990690999237
2.6924241067724486,1.773267892596096,1.4581345694292578,1.400704115769047,3.807264177963356,-0.055034729794919
2.5374559417189944,2.001159461168773,4.371696059424323,2.922213679807301,1.6205092195746924,-0.0118688444344466
2.5120985057921077,3.022859969033997,3.080450344527893,2.089691702858999,3.6978338233335815,-0.0462733724921708
1.6323645403539755,4.288836468840145,3.530897949211816,3.6442099421691614,2.385879250779229,-0.0732505828079264
2.80506207889651,2.244267695439617,4.301816619882183,2.1618146907411835,1.1197219257147748,-0.0820332738689731
4.296184696766646,3.239010396137057,4.302349356404116,3.477647829858807,2.640357185296659,-0.0378734104760423
2.827795176298089,1.835231809220283,2.9348167961820377,4.904270445350736,1.3961179617057096,-0.0099303974547325
2.6735644419868927,4.055470738378992,3.95662253737624,4.160196106881913,1.5225398840911415,-0.1439300759349212
1.0751716927242314,4.514972095503553,4.781689463993306,2.465078325593292,3.2237872188568235,-0.0386768588411547
4.45995823197108,1.8610273661338692,3.2597679621440085,2.723191464474669,3.0822221445102795,-0.0089329363806191
2.4558057654667858,4.062753213914014,2.8444836407281047,1.000020620956227,3.4768028473492745,-0.8550684391056366
3.962462384578069,4.867910556516348,4.639717725340333,3.639377201147887,3.4650105118602434,-0.081245469539532
2.9293089380223964,4.041574303168619,4.959558313602914,1.4086607113384937,1.2990628933138768,-1.1860917874826855
2.0371152567911923,3.0711671197811623,1.0746266789404912,3.690017218499997,3.3664939208404348,-0.1271193669739953
1.1201290649530715,1.8928999610136987,2.774078734185368,4.89614858360911,3.616287945598515,-0.0007451024254653
3.013095314516052,3.3456996055119093,2.5765163381834357,2.0788806533034454,1.4930216907363991,-0.7379271894424454
3.200829608547359,4.203170174031847,2.77104431171159,3.6963249209636566,4.274203376134633,-0.0651542688255722
4.258903853038419,2.262669243552301,1.0719216547227668,2.8436204523089312,2.646567351483972,-0.2144158540242152
3.174045557431278,1.1290980013608125,1.8360429839843675,4.1196813357443975,4.508529814457363,-0.0005544812885366
3.999054359393876,4.079364356413753,2.9379873425468306,1.7124475777657868,4.482719319399774,-0.2721571839553319
2.3494512962527594,2.838534969472628,2.38119409742036,2.030518962831149,1.2639774267961994,-0.5104710592917248
4.262984154773994,2.9664478822011318,1.7732594375887598,2.282989393299216,3.4219726423540515,-0.2150132422135892
1.2743557324964927,3.485938623878982,1.6114435957668345,4.426802153524806,1.7156163036278564,-0.1570467173447602
1.5320500386124012,2.2507389469742725,2.7246176728173714,3.450420880091278,3.897420646927322,-0.0036607799085067
4.294802106637222,2.045107957748677,4.662162053500765,3.909759316996565,2.1568269915284928,-0.006075929531417
3.6517129313812617,3.936114849053336,2.3192633943673475,2.5742623438613133,2.4671536865897616,-0.5049862203734112
4.325852554849356,1.3633135317662624,3.9187186373481975,4.698930787103808,3.5024019052496,-0.000449103547004
3.6744300748649783,4.08988181688116,4.4533048560001856,3.962769210459059,2.0823662349270693,-0.0951626211452263
2.0722596104693283,3.365738320620919,4.957130234679809,1.40037814046085,4.613500164341726,-0.032408817157453
1.7742140624137428,4.611747232249165,2.54126981035628,1.4680473336113784,3.2550338582551364,-0.6802762688623727
1.899822804783181,3.3937306446496733,2.952345202900818,2.6032294130389246,4.367012293035771,-0.0279643419213029
3.102005775565141,3.7752492157315576,4.124378744123813,4.455183963382371,2.2034844822000186,-0.0480470539025351
2.801945527976175,3.651230836722297,2.3118355615377206,1.374084129801938,4.645588499471563,-0.2858280592202918
1.865836719740375,1.8518436455653744,4.61202754027239,3.939810520235182,2.709592364900423,-0.0011315103649082
3.3156970136684216,1.920408458213569,4.157139519213127,2.258730456516318,1.679057207430541,-0.0226782891681781
