rho_c_0,q,A_vec,m,j
2.242213055994937,1.851318306976184,1.2881574574176708,3.8381484482931474,-1.3931733456988298
3.659421258492975,1.736586232308268,4.817421923783366,2.8452013376161123,-10.759954647906907
2.6045484962929493,1.645395034877192,3.2289765490730105,2.437214619540834,-5.677717070161796
1.0462839863708755,4.75218667303173,1.1643229582074572,4.563062489318556,-1.2687034332854827
3.74505291474811,2.6736791650703413,1.79165192595774,1.7255240369895195,-10.396804493324089
2.6117050150700147,3.079673607993308,2.9422918430517173,3.922084091910001,-6.033893785829228
3.790620072986055,2.2771932864161504,3.608297136561264,2.916942174448086,-10.67786994145646
3.330946106958477,1.0830436332035167,2.0586823905520992,4.054107999512409,-1.8319246037796717
1.248811151077332,2.409524108424032,2.1295901904985315,1.609208305206605,-3.982096830738779
1.0865319649506024,1.6491162175827192,2.5520375128458688,3.473035502718623,-1.3166538126614369
3.453909768146868,2.850141433085955,3.884683142032193,4.058732346323813,-9.421988884004904
2.0099539969511837,2.5231472924684395,2.265082407203399,4.736836460756246,-2.425070325479741
1.6279795560600006,1.6021832052496312,4.5330648397044175,1.9003055337798087,-6.221994456504117
2.094048792517151,2.013547728265383,4.645523124880832,1.5033840471729514,-13.029069896588188
4.570052009228232,3.73855849064533,2.4390495609213025,2.285044513985909,-18.236911165917032
4.59500984949808,4.710264356574699,2.725209687081761,2.551610756578926,-23.11624178385667
1.971116172177924,4.300292962478553,4.326619705479335,2.9367598984905787,-12.487932633860847
4.693636298167852,4.998781072722505,1.4890474532844975,4.664909062680808,-7.489259977519962
3.4580219112397512,4.690639585230128,1.381719565324174,1.689248095174098,-13.267413796874516
2.562755608976615,2.704691576388877,2.3969125284439823,4.102291519872775,-4.04995881988286
1.038401322648887,2.0906984016683063,2.768904467549414,3.19216988233459,-1.8831226025406989
2.147258174721644,4.621190166519305,1.4451660963210982,3.6493528331002,-3.929524629209932
1.169526697321421,3.7168913464504425,1.009369233165483,4.849178729759775,-0.904840179360142
3.925771232958942,3.6073396267842512,3.942524769418609,4.519761085505973,-12.352958225611406
4.891415621333556,4.074179361081784,4.824486813280021,2.400577513551675,-40.050699037207856
4.792300050062489,2.534376270991887,2.248733314384521,2.453699073302044,-11.130937661040011
4.015759065438745,1.0781769059730055,2.647051245540752,2.8906579701587525,-3.964818533852236
4.961552772243978,2.3655416176869157,1.7801029288662975,3.814561863876239,-5.47707465063151
4.392632852879368,3.73495532922048,1.1761180003343976,4.870855250644645,-3.961466525835336
1.4278295263023957,1.1592028881163516,3.567824723036653,1.9556480379710328,-3.019594509558124
4.1963139779953735,1.1019478219933552,4.093506702767224,2.2994863746215333,-8.231778421539214
4.947552367664459,3.0620166272405007,4.454514613895288,1.6212783777178252,-41.62370564904276
3.173913626935177,1.6992414287993487,3.6212493084191126,3.2934494380035644,-5.9300399171017135
1.5843578749002316,1.34106207384688,2.5903598285554903,2.9018150385456845,-1.8966733266504336
1.5235892742381805,3.352548438260318,2.2294838465930265,3.666457863964053,-3.1059939092276623
3.852283390069157,2.914526006339824,1.3887929410991111,2.9661042750309554,-5.256991183116108
4.569113285952369,4.05628981848797,1.6833034667501052,2.099854675845445,-14.857101201352185
1.3064988975394654,3.407237546824479,1.8240808276503144,1.26731616143377,-6.407233714373286
4.036788735553516,4.234512425592742,4.828877702523148,3.624366018668708,-22.774748483175223
1.7113973601317565,3.9689089237090105,2.762580401586663,4.9018241981546105,-3.8280639641572862
4.150054591735405,1.8303621831931127,2.420370063897195,2.03247611643114,-9.045803841657513
2.461813185492417,2.166812021386381,3.37430631600628,1.7659740403996396,-10.19240141423705
3.333486019850452,1.5933217155500974,3.9596063891120767,3.486909680712381,-6.031334724194524
1.2202864093813548,2.2560515917126565,2.2424104129551834,3.220771198383479,-1.9167524584340252
4.609658388237242,4.732451112090521,4.843631949803539,2.7282465616629885,-38.72954518195024
3.893197574679835,3.783746732393984,3.1576537135085805,1.328216204847319,-35.02065218152254
3.432502884076411,2.1656591844661786,1.3360456738517883,4.329870652838945,-2.2937569883140494
3.4319276752880734,3.159462484405878,1.1551208996094022,3.2679966362735904,-3.832632434484629
3.901680215090124,1.16092645777958,1.7377420974509716,1.383413680641444,-5.68970351653442
3.342000389518242,4.873770399779721,1.449284024102082,2.389204017737252,-9.880338656828762
4.699724723045691,4.5529868785693015,2.129749386991007,4.587096468232391,-9.934807300380466
1.139232243779869,1.6161778805717262,2.640558598439256,3.602988605939072,-1.3493802453478545
3.721540817399051,1.8322637626210196,1.813342338656636,3.0020641816830174,-4.1187990889480295
1.077830569401213,1.9792079559298767,2.3903359391685512,2.824444189954656,-1.8053768467847255
1.2401047636333833,1.572756097725891,4.928021488718468,3.002419929340069,-3.2012597350999936
2.932927907271256,2.8023385331157136,3.397224128255829,3.718821792562119,-7.508286208285489
1.3390983290955931,3.395827181014988,2.150097155174691,2.9388419970525788,-3.3269011371275075
1.7103577364660825,3.516017941928808,3.868849753412925,2.3461995321907403,-9.91642106851959
1.8254668315666045,3.68448484018224,1.6002328046674923,3.1480671400826594,-3.4189275928923912
1.5721700728088868,2.243813662819372,3.023952506398277,1.7557105444741747,-6.07586844080691
1.8271481642075225,4.280168324349018,3.108574344771985,3.814248070280792,-6.373631313046302
2.042712272820248,1.3884452680260235,1.3391389271944445,1.0865573683642666,-3.495497020532237
3.394743590527578,4.300593753322128,4.21108183680124,4.902301107480778,-12.540911278062724
3.822225972841313,2.638492123463183,1.984679244741665,4.329568676109695,-4.622935737583744
2.435113574331145,2.1097577426800243,1.205816924146662,2.424077343850356,-2.555563717130517
3.630406137544708,2.6615370028923304,4.657560517006618,3.4967794170065822,-12.869983515296854
4.746210440585269,4.783562921919947,3.895434628574296,3.047282610972537,-29.022957674903196
1.9955000673760792,1.0293498052705998,1.797923016407967,1.099688379067071,-3.3582744857291145
1.5108538704174972,2.501835064132102,1.3080911317124242,1.5135956276749112,-3.266700156405679
1.8351645479288368,2.17540518535702,3.375050676685486,1.6251012667638758,-8.291155103128002
1.028884429291374,3.134509859184374,2.382576652800334,4.634133410671174,-1.6581147566217591
1.7699438741964024,2.913892219066175,2.370110328310324,1.9974439935024044,-6.119654878444413
2.3343428650194507,1.5086393944284602,3.0724387569957163,2.94794914082023,-3.67039950149765
2.339174609743934,2.4521244288046686,3.03903085784271,1.5299444169389682,-11.39369532532376
1.7854994813242355,3.4448283172907272,4.46077256259111,4.079883436614271,-6.724958928922889
4.669192454477677,1.4096171502927095,1.348198856705253,3.663012380644033,-2.422470616727035
4.330231398877421,2.573565628031556,3.356517633622691,4.582655095527571,-8.162404505092914
1.902062664230657,4.503168266558471,4.516927961494092,3.801686448680028,-10.176767802327925
4.556812757565577,4.386648486470641,3.2940015633252164,3.0347835145113176,-21.69652109091316
4.206475921444845,1.5215792583063652,3.1745485904669626,3.0266681851494117,-6.713208780759434
3.950763011681979,3.660800641735821,4.97183859649741,2.2921520166656952,-31.3711661296887
4.863920582580194,4.58936537819428,3.3045949216281283,4.563807071782662,-16.163301140480986
1.0220476140999637,4.315912899416184,4.238566103787939,1.6805372473779632,-11.125373969778652
3.5216004309749818,3.6651181924897487,2.762716200429322,2.8941779897095605,-12.32080546986719
4.846073824622172,2.338315796352732,2.399083852510089,4.418069429037306,-6.153271538989875
3.21420346636918,1.674237218741741,1.230422578648744,2.6860692967708824,-2.465059671214874
2.613643574942089,2.584184948543836,4.406717369967074,4.695644973044329,-6.338549681886029
3.526950208576588,4.09266066559891,2.943472373610076,2.24285953911516,-18.9436191435142
1.724702740145717,3.0778048562310216,4.587358385661743,1.2147322814870836,-20.046447984700453
3.176481626894248,2.018816620222627,1.0576024023969697,3.894591390365726,-1.7414208837627485
1.5553144405322743,1.5981055129892754,4.246188148811294,4.07211472930931,-2.5918083361139668
4.278580529296541,3.158150438230299,4.186898799260561,3.366954887968832,-16.803033391881627
1.716192864226466,4.780396332671777,2.5548172568142133,4.505211001677069,-4.6523748725540095
2.779404627933181,3.457631145327784,1.8136536027659516,4.949148702679709,-3.521715574199512
1.374773287518241,3.065940974716914,3.5137768038336588,1.640919047519982,-9.025720692903578
1.768827445843928,1.024360686084942,3.9784132607203455,4.680352348653146,-1.5401737434942886
2.3923895522811542,1.6375778651696784,2.320345280235014,3.7752081616515056,-2.407939485997038
3.5505242706852096,3.939540890328196,3.2421144291988653,1.172437179017516,-38.67914411473344
3.208296264096413,1.2779790969765543,4.57059142072357,4.0052060720175,-4.678921405902919
4.411222198415062,2.9565145919474323,2.2933841204698244,1.183987653345954,-25.26204989547467
2.4756634483808178,2.748650097547169,3.860957006593706,1.1106406045389394,-23.655519005045367
2.294997254980952,4.5507385687019415,1.0286720271794474,3.553588959896165,-3.023248147638716
1.4514231619003213,4.973464987507702,3.697030497390437,2.71538816570738,-9.828205450137434
3.740923352003476,1.225930611868205,1.3045763462055475,1.6283803247617763,-3.674162440667879
3.7829623225923785,4.9822991069689895,4.999014401990576,3.934218218364839,-23.949020459688903
4.894697309543584,3.662754093484277,4.457746924382947,3.1286600278390613,-25.544101887832653
1.6354567495224055,4.376524390359635,2.855465700155811,4.028948311432007,-5.072869248475141
4.634240707972142,1.5754185081975414,3.4092475148771304,1.0810697342485511,-23.023924621841932
3.493440337131991,1.0287667210938984,2.303229885128267,2.606864581737665,-3.1753313639476133
2.452625151985352,3.057974563410661,1.8331910241076168,2.6895248603746937,-5.112074865982435
4.243192333380432,4.197833863139348,3.5351587429742684,1.5603925764904791,-40.35459647545089
2.5305581301695006,3.9651080026852927,3.1775685296946,3.506535059545997,-9.09259986077148
4.5456973255500746,1.2449605040112193,4.919383480704266,4.11420813869122,-6.766755867453239
3.7185295224250137,3.2782687529927133,1.9305544891357544,3.553289997759841,-6.623189766811586
4.324242582878766,4.017796618186665,2.897606441517454,1.821633074647268,-27.636083327822867
4.468833090903109,2.908822544634514,1.8927447050767976,1.402640001718471,-17.54111441636154
4.19187378615535,4.4417505176638645,3.443187688238837,1.2703826979395545,-50.46479182806124
2.090867576226458,3.2557705242345305,1.5151915055516234,1.6304457938383865,-6.326179014051728
4.606246307405917,3.914539628360995,4.878466225100402,3.282717810055841,-26.79647096687715
1.84212893882211,3.1305078994686504,4.332246197136961,2.8237226026212974,-8.847609130666621
2.747887698166514,2.4272278290512457,2.7629430638458463,2.7023890462631104,-6.8192024839141085
2.993025654195391,1.263430848713185,3.220642471820381,2.008164852601732,-6.064640616539843
3.529055147563354,1.8827093430980175,1.3572447561983916,1.2067427539311637,-7.472831599729333
1.9230551270995664,3.009282859599616,1.8277915805728189,3.265192975941243,-3.2394595725839266
4.107828679809246,2.2566039106310445,2.897912065612429,4.013781342305943,-6.692666007014188
4.829841485198331,3.490380411843768,2.0224138709934376,1.1257459376806112,-30.28553758394065
1.6822124263047795,2.410882030295904,1.929744449625276,3.183450155466184,-2.458433939103592
4.413778401020207,1.3380154659762007,3.551462587362689,4.974586594433294,-4.216206828766388
2.050611764785963,2.943769353499112,1.197714704400887,2.2021851193921766,-3.2831201919515705
3.573751627220656,1.7943013790453373,3.822851004539168,4.272816002548085,-5.737106835016638
2.1113391277588263,4.385406807554338,3.605787251816994,3.706114286050661,-9.008431364638543
3.2315276483659887,3.327494991253679,4.969614352802724,1.855891316976148,-28.79356471295815
3.397203682708002,3.8313015504836176,1.3924811805498845,2.1644878966993013,-8.373404939195447
2.655112564469145,4.030025440699679,2.5548556263790227,2.1771007272840235,-12.556788120467688
2.112555006475848,1.889949849018444,4.451239779253251,3.714722509418305,-4.784239561700642
3.2921599885233723,3.701517845880242,4.938027757058766,2.9915040999622886,-20.115216181115034
1.7676492384546436,2.976931039450329,1.6982962233227692,1.5892987438574262,-5.62306065892678
3.29540709614449,1.4760374604466433,3.888851556358764,4.104914239860165,-4.608119465854158
1.88256575799584,1.807773759833001,3.539654604497032,2.924682802415421,-4.118853526797204
4.798699140955669,3.9960979178588736,4.060550401789099,3.4984321791205297,-22.25722879237548
1.4697602397776848,1.6432150943859956,4.15571127414719,3.160361762471388,-3.175773190758029
1.948695717517848,3.799462404156028,1.544513758643275,2.159967654744723,-5.294326442689969
2.8847601416883406,2.9842131836635253,1.687435536677091,4.549159208426218,-3.1932697593172925
4.015408854275561,1.320873181954148,2.5136394275753013,2.7340816375895085,-4.876209954306881
4.747055107652757,4.361907195425088,3.779078982337485,2.448862174425944,-31.953785848085914
3.926922146600959,2.0774796736499708,4.658097006512829,1.8169707145803569,-20.91460542566555
3.212729166313581,4.350557608230982,3.7222716930831696,3.3038516625605334,-15.747316974491708
2.3670074027205072,1.1871050673192016,3.8360503308260094,1.1822595203016943,-9.117174177367156
1.0388649823756029,3.743341768140451,1.6340270729489124,3.3566750581226885,-1.8930781106514276
4.15389278859479,3.346591151507279,3.6655979563376593,1.4055604206307062,-36.25377642139577
4.415782148517483,4.901816183670669,4.059864295454597,4.265802929523974,-20.60038750494202
1.46396484999872,1.6961992604945304,1.162580118397193,4.041208250419734,-0.7143633737112841
1.8339155353315892,3.6955580654620688,4.948108984266737,2.1700695569963404,-15.453432589393042
3.143170371108195,1.826534807914166,2.451674598094183,4.460376046366027,-3.1556383646318573
2.644215089334169,2.5171756926595616,1.3309493974554312,2.1893094555280763,-4.046361685229758
4.336760214679151,2.926959556011747,1.3769881461500493,1.5712714950117452,-11.1240031029401
3.7533868903262575,1.5683361891714327,2.730996984934592,4.01946476945973,-3.9995901567701617
2.814617186314183,3.6133946973481295,2.044130910451188,3.678780176555941,-5.651186056217374
2.7166357217387644,4.810714723978988,4.920984318540582,4.391466405628744,-14.644799402462976
3.682771096650747,2.9512231668619555,2.1242327873835256,1.481877699690187,-15.579966617076014
2.072171744708867,4.798360485330814,3.987415258377486,2.012627847926621,-19.69911014069925
2.619812615951034,3.7246579415489087,2.2764597547081387,2.767722089359265,-8.025906964485884
4.838791446545119,2.0849780728282497,1.6643196348976397,3.689585647102419,-4.550902560473478
2.8101697098247094,1.360681926273127,1.561151129747036,2.6477117711458225,-2.254568349560497
2.0508351983009523,2.5329044079359417,1.18380563849579,2.2588156140503326,-2.722382757431627
1.879365770409115,2.9168765348569083,4.090001502821484,4.457018460743639,-5.0304680388225975
4.090544385472832,2.0258304449136246,4.6368206187054,3.73528182562158,-10.28681959029388
1.8089137514834408,2.1920710876731064,2.3317192263942856,1.867769327221222,-4.9502314947327895
2.557393291443567,3.1201336618758257,2.86490939470225,4.9597632213719045,-4.609148156463682
1.890778527219115,2.47279395111724,4.664394813833923,2.2367391885947976,-9.750088286421732
4.115982607173745,4.272673047019536,2.89150403943878,1.0255974212953771,-49.58154722643516
2.6200166490330967,2.64963122267514,1.7824837044254562,2.4264383678728576,-5.099713607447086
2.353902956703581,2.85227735303728,2.21555430476068,3.702399682921868,-4.017717598566831
3.795328506284743,2.025852899265169,4.478299096551028,2.147174679583123,-16.03625665672861
2.425548530956239,4.475283665175175,1.7759332700332524,3.457750068040596,-5.575240180994624
4.450973349456893,1.8637255576901688,4.470182789901729,3.786952189839539,-9.79202277118718
3.6578818777251247,3.5075256331049283,2.2910809699769064,3.2513792049098167,-9.040726782136144
1.7116038139308318,4.056098213192344,2.7177933937806404,3.642938754424525,-5.179362125432008
1.3379010027551774,2.265393337230932,4.586323210839433,2.657166278967297,-5.23134694017739
3.022748745183647,4.12919044347165,4.967094874432206,1.418242413731861,-43.713839087695455
4.1907708340062175,1.147994726394693,2.6428905975225985,1.2366598781932605,-10.281647748112697
2.655764610947501,1.971594096549278,2.4026834649631543,2.8709980247605507,-4.381983667053653
3.035178317779788,4.948828851157659,3.412924802873557,4.425579483281743,-11.583591142582346
2.493808177259796,3.031785306116487,3.317974018864512,2.0967125696468534,-11.964528007464985
3.8767877573922656,4.8922354161770905,4.39976210565583,3.450767647777537,-24.18203524363301
1.3174897333768274,1.3134639071644774,2.872868240698615,2.0861495726997474,-2.383063681229665
4.429352616786503,1.2246214220741507,4.584022014230428,3.6256145303316143,-6.858153061704754
3.560700391669599,3.335278415515608,4.584880340455759,2.895203732446914,-18.806864730251448
1.933091143386489,3.533448898288098,1.8868817866033585,4.983523194266684,-2.586183606288748
3.471411258459727,1.5398399172666155,3.58938855676154,4.655010433081824,-4.121748195884015
3.998994106562949,4.98029449712589,2.863522663800803,3.110338637228492,-18.33575249444204
3.230315066916316,2.710500194464255,3.390162728968659,3.310315746654705,-8.966964510615528
2.459691101114412,1.121551878728244,4.44741927260733,2.951256488092162,-4.157201314901952
1.165580827911035,2.73543556246076,4.58174918126532,1.997335912834532,-7.313901111648893
4.488474241380133,2.702697051214032,2.719058876610751,1.2751626356465695,-25.86718313884224
2.350667516536014,4.447307542580991,3.593360501178306,4.837783309698596,-7.765023005546049
1.484578022402792,2.747042679271728,3.675680177546574,1.4836684153605315,-10.103440742648573
3.912040837432513,4.97822714720067,1.3913043918157162,4.216337857746889,-6.426356890553198
1.65494297302383,4.326337541698057,2.3453896235828418,1.0667247394497157,-15.742223189860068
1.8542810119923407,1.585756807516303,2.0777173786982277,3.2640069943199164,-1.8717486442852445
1.8119899507189856,2.501927209340653,3.939331817443138,2.198881166466568,-8.121780710200806
4.108849156977104,2.9504379153287283,4.004531471197475,4.679672020767427,-10.373921877614231
2.642142458386906,4.223390404280133,4.686936466839839,4.435724996327769,-11.7907630651067
2.173722064605682,2.0113837222243407,3.910180411002695,3.369566672111872,-5.0736638084993455
4.087933544774799,4.411468282025002,2.1170348643569343,2.913590491290892,-13.103475085906162
1.03038186719749,3.49269381231384,1.75005968455224,4.948702314934898,-1.2726830274374612
2.877427423164698,2.097446653728291,3.745709354392996,2.661492272906381,-8.493841804176325
4.862975378126629,4.522773702955065,1.7872229772142236,4.42292698378079,-8.887423970026667
4.520163524197121,1.9859312791809165,2.0092759633353623,3.7526710678191946,-4.806372791573155
4.633119169886678,4.191058294337797,4.703190773574372,2.817483552137232,-32.413682840298144
3.279328820336576,1.2771589020829404,1.881423397969014,2.537128019836042,-3.105804106033466
2.163963943699476,3.267582734951337,1.0133530683760132,4.5088531016516535,-1.589173496680894
2.007138397343951,1.1469045946900596,1.6850541762229687,4.732446712255036,-0.8196581241629711
1.301045516043473,2.228888580837074,3.645428167240416,1.4249135140093516,-7.418923434404704
1.8278264127075856,3.762627771720516,1.9018055407582504,3.9360641216166714,-3.322998528288528
3.245144647513771,4.112900559283887,1.4872484495692495,3.807966783454344,-5.212818961955223
4.72710915785235,1.0957151978657205,4.664656030893431,2.277072878092325,-10.610503933424976
3.9265408887214095,1.5492831809561207,3.870595915833328,1.1862327192952629,-19.84946773959795
2.1897923953854246,1.300283593517818,2.7646641818809514,1.3451041532085433,-5.85231236522043
2.903709715365546,3.945872000307252,3.238444290739607,2.172388722740482,-17.080283767301694
1.325560040720616,3.1624851912849365,1.9285377746160832,1.4917406588862452,-5.419543757422382
4.383785135206589,1.7313057503190763,4.795920538719703,4.102020326389974,-8.873545938393434
4.050547878365507,3.560838869049683,3.012649033032164,4.027291356191209,-10.789506530562951
3.22033439690341,1.8968225418170928,2.98227705996304,4.290529867363549,-4.24585082354942
2.848032391509144,2.507229563970455,1.3291266273283373,3.039868243728561,-3.1221274137371746
3.318605143726609,4.087923977766016,1.802320721406487,4.846400580299559,-5.045116050578182
3.312127684527838,1.098271208376155,4.339828530051155,2.802748948457123,-5.632549817186645
4.480927170218616,3.015941933443876,3.964763883764952,2.254773307525797,-23.76322087166741
2.764860939014081,4.591449430158136,2.88231053845292,4.858343021632885,-7.531399639888529
1.803063935783157,4.782442102982116,2.291286881323729,4.294838116702872,-4.600377998156369
4.800135911315534,2.8011365215625874,1.1497130187658224,4.125602645169675,-3.747053227868285
4.06543022401293,3.985285557491176,3.753152325348308,4.326317867784468,-14.055416605374454
2.137374498338798,1.9499090709866187,1.525582537309354,4.123313959772964,-1.5419996939944784
4.27553581020554,1.2303673594229756,2.942249406512352,2.082652235205174,-7.4316984027096495
2.704918525564841,3.311437830655729,4.551935087841814,2.3351241969666923,-17.46050781552956
3.695226437439831,2.5263538848838767,4.753141554907425,1.0262025269926545,-43.23972371230457
4.5536971576304754,2.8209628953787567,4.44489283128353,2.726350323884997,-20.94310898871442
3.5257362529976453,2.3801458148738024,3.3748158962595385,1.8106196194700237,-15.641422580280937
2.4950414795654163,1.3710105607913996,1.3826587641648975,2.3291163500698087,-2.0306842337163333
2.88818443367859,2.7744024860384138,3.9766151020860807,3.531298079749391,-9.023469758378884
1.856049111306251,4.77968765066556,1.3339910336113752,3.3821336968976508,-3.499057822230539
1.6296532331450528,1.5998094013032262,1.151387802082501,4.293344095058178,-0.6991806079481415
4.410324206745672,4.241691570059344,3.564373692189142,1.1640143995560273,-57.28415073305534
