r,F,theta,tau
2.0117174199341985,4.287346612138146,3.402773575240883,-2.2271432173516126
4.9081027709761,1.8876305542736644,4.406778324843852,-8.835390753570382
1.1430074131132102,1.4320883218649825,1.13025127394575,1.4805965107668853
2.5722241927351206,1.5645370696237677,2.384601708834804,2.7636642858195906
2.1386543995422898,2.632270786104809,4.734065153873475,-5.62819501658635
4.444780463956413,4.508797636504683,1.9771327351338497,18.40880865384162
2.342058307218696,3.053502389305253,4.519398237437074,-7.01871351169898
2.346585343112171,1.781859318829586,4.201329644877886,-3.6470291132157344
2.480702107422508,4.802936978982151,3.269060740166705,-1.5146289557224226
2.1422737580899995,1.428241262554677,4.483249418607331,-2.9797103594575503
2.140812314089017,2.781612747373214,4.773237733815069,-5.94388998423961
2.580597531154348,1.3640783041853437,0.0660770888733652,0.232431186611004
2.4405333143773857,3.914709857018945,2.5271954792261724,5.5075449669657255
3.615995296862565,2.796273289691928,2.8540533668105974,2.8675010667490786
1.8708478582982195,4.069257487554404,2.9265976514823127,1.6241686181791746
4.385652421927031,4.66065796854879,2.7175572058601567,8.409881983465592
3.340168888205258,1.993917228689668,2.681489428234098,2.957319406469276
2.2763679963295065,2.327366651742604,1.7637783527229507,5.199595591516281
3.101904246152761,1.861692147396216,3.846096564070937,-3.7400774467959375
4.064674070446511,1.2623674690611997,4.071879225177297,-4.114080858434476
1.2308395677062205,3.972130131540873,3.250305445259817,-0.5304565038810685
1.617715586839474,4.875309960181896,4.601085950168207,-7.838062647377651
3.436649430712227,3.641211410691832,3.044285902085752,1.2157338944055986
4.203355634867791,1.2462680525655712,3.207709828096129,-0.346103044631768
1.3800440737806188,1.1292175345823896,1.8189697556734896,1.510625727884315
3.877192581875616,3.059525075686599,1.6517765042196126,11.82349372479113
2.1138233013000813,1.9468345356331147,3.663349277742368,-2.05106332846046
4.571379917748386,2.57517541801781,0.8063509571499683,8.496709377633024
3.3294922823766946,4.425024303048908,4.224370112636406,-13.013195554230547
3.8465842224056823,4.9008136661917865,4.493535749694538,-18.40173151526913
3.7445096005294554,4.955787361132575,3.1743030458807797,-0.606898291634832
1.4708659833522455,1.9704085999542729,0.807492741131059,2.0941172753533257
1.2176385884957592,1.2078764462450715,2.7728399545449687,0.5301376714674557
4.697821348740414,1.784074305823411,1.432747853769567,8.301526657219648
1.460675701340763,3.6533396340159,4.443076273549973,-5.143990514942185
3.450398213616181,4.438872506483893,4.16479421025021,-13.07637844599684
4.779983397090135,2.2596940809652835,4.281790657709499,-9.81531607157569
2.959042342166057,2.3744378258390704,2.798486045584479,2.3636673817956355
1.8999424666136144,3.5842026766867017,4.963831053148244,-6.595642925213618
4.169756959022342,2.4314642934838906,1.6255252769498334,10.12343506395595
4.263395952131223,1.591666739051099,3.869840364871905,-4.516446633836053
1.718106457389958,3.3396219460850496,1.9389888334652232,5.353273715665602
2.052741844066491,2.1021990194303743,1.7543374657619948,4.242790673318819
4.885404570134794,4.198841275455899,2.0020207798124865,18.635164663887014
1.4280746395211357,2.7060939944885827,2.571660997056812,2.085187959476558
4.437443139074749,4.179467401767505,2.596876218394791,9.610161592357567
4.960805635772223,1.8689522816921191,0.2613716381811864,2.3958121395304426
1.0660956259350267,4.101930769568402,1.79481798389595,4.263776295134164
2.999693905041372,3.575623674822981,3.412590768236057,-2.8712180624447337
3.8681651591209247,3.516942447305867,3.267098970426991,-1.702923347971633
4.19044349862892,2.1908037995932683,2.590231883680439,4.809144190428387
3.2436299540620923,1.66924849217364,0.98513425584984,4.5120905921327
3.0433911996290792,2.583330919932609,3.5932310978443565,-3.4313312873383097
3.7209868709358944,3.719259182311843,4.709142261902749,-13.839241645694909
1.69441950236533,1.3796346410543348,0.6188820636146225,1.3561463623906722
4.682505730324851,3.2365900811420047,2.4641536180591666,9.49936874778829
1.3200341911663345,3.078683522497217,4.53868752860177,-4.002812102977983
4.037939061256971,1.7655476068000544,3.747798429448301,-4.061871036153457
3.950272516198626,1.7313963008218145,3.443058295427192,-2.0307810238560964
2.608488883338924,1.974159109501457,4.963149128871765,-4.98851447629166
4.0807172569330685,3.856759164709777,1.1757496432077423,14.526154401726936
3.1402653372633167,3.740996827026456,1.0874909302081033,10.40218217235238
4.680851138332399,3.514558406365652,4.088217186533695,-13.3492227486291
1.0490306789522337,2.8268070081253835,0.1129188554996946,0.3341392547444464
2.3983271739027945,3.270352700730273,2.742526645356336,3.0476056826181277
1.6438993817248626,4.279851986648269,3.972512168574152,-5.196187758633182
4.265889761557452,4.282674016641201,3.444120091717486,-5.443076563283953
3.0424463852307757,4.80172847752384,1.923831746342806,13.708028510966669
1.92211803571704,3.6734386611836793,1.4847959682660257,7.034687800855908
2.1254462393184737,1.507318712658004,3.031465294246316,0.3521050300804283
2.418503591983852,1.4862487993965037,0.7071983485360517,2.335368933275256
3.957043020966867,3.516844881194532,3.677585506495744,-7.106986867002403
4.926154251576128,3.493730136787913,3.1773222503032668,-0.6147988825192068
1.8563183723758536,2.8035931452940974,2.52588719420312,3.005698708089206
2.0022163189934243,1.6593263874457604,4.857788884461868,-3.2872732863858243
3.152580323564644,4.205535218663984,3.792611132750882,-8.034480993727936
3.5595221621211635,1.0774330042880824,1.7771981582596048,3.75374434900307
2.214584586798789,4.810090114112267,1.3994075868327982,10.496282402810747
1.3277691087270949,2.4776907942979363,2.5508786810884305,1.832268484916346
2.805511537098658,1.641199592064302,3.2789913200891934,-0.6306503665572843
2.5396917531386065,4.637672552871226,3.970141126213584,-8.679999476548506
3.0900046078346413,1.789609650753642,1.5611204786514583,5.529643208724898
1.306605465944625,1.4360115178924295,2.9541759861140022,0.3495949809722339
1.749979814967796,2.07840167750123,4.105035061214681,-2.986694750706398
2.112511085167633,2.607486210198056,3.567562502257961,-2.276070444233244
4.047978291174374,4.972609967971888,3.178634819719841,-0.7454518967270711
2.240022865974081,2.00018513543743,1.8616160177294567,4.292322147375366
4.457661113004832,1.158501013764651,0.1854304752150082,0.9521226335372188
1.0229182306262463,4.965215481962872,4.103078338398656,-4.165004782648243
2.266411378833187,3.5449482995053803,4.2148949289795095,-7.060401773057212
1.126917521556395,2.698393938585414,4.51145905698869,-2.9796894352170065
1.6372502776019595,3.919334548567333,0.7404572459434855,4.3290256925314
2.347370106758031,3.167897354860618,3.879736487375929,-5.003956725844128
1.9448068270209016,1.1003027767625513,1.0942977872025528,1.9015077865408632
1.2223780868791,2.4210042108969776,0.273885343245574,0.8004360055542857
4.53914420362639,1.180678329264374,3.1821214774471622,-0.2171454191441541
4.950778355670048,3.373658025429873,4.360693315993507,-15.67988815642886
1.867117552347012,2.6670781098397773,4.943604576082083,-4.847230014111537
1.8607295965914357,2.3045007915036355,0.3697616459688962,1.5496731235195664
2.8711392108659624,3.2168536705106385,2.219184590721317,7.3616568761031775
3.342161208279221,4.407239758135,3.609136563068787,-6.638606932561264
4.129457516209894,3.1933984519042307,2.014270376900562,11.911377884765336
2.497207227213174,1.016174577060356,4.025336428047186,-1.9618651620321408
1.740899117299871,3.8903578486741055,0.4076149102710363,2.6848471666818843
3.223782652927713,2.1953585164222216,4.7892761843424,-7.056449599893505
2.7999272316915444,4.371149081208233,4.002586423665705,-9.283089636137102
1.0881038174702558,2.1095119843065437,2.283796106012825,1.7362235250349891
3.853173352246785,4.893652027640904,3.200769971258973,-1.1152016398759623
2.652991850643826,4.1055157358804,3.5542540975214627,-4.368183111987519
2.211899084580671,1.216823364257758,4.122500558864429,-2.236636000012627
4.106971478788427,4.293296455349459,4.040844767424335,-13.803768435015598
1.0814076292053718,3.856255144315716,3.682737999561372,-2.14813681853419
4.737474022877511,3.330137678788774,2.6125208435321694,7.962878824442861
2.205835112336265,3.779817320019795,1.5369065040382242,8.332866239546323
4.166003060104062,2.8926658247167003,4.148997022955077,-10.18837676397937
3.3860806736447104,1.126085670283111,3.707016095865349,-2.0429130517750944
3.005446794505477,3.275276803665671,3.643605017606287,-4.736681380802159
3.903489273601833,3.973026213889802,2.7450624131647845,5.98975891628691
4.764753704722136,1.1405003536953258,1.5681967812319009,5.434184924330091
1.6652377721836733,3.4975219015621173,3.3224243985068496,-1.0474706673656975
3.338146687467256,1.952900921431532,3.404388657363413,-1.693534195396975
3.822217167153911,4.542623222441085,3.162892071470988,-0.3697915404935159
3.270349585207028,4.400992537603589,0.2248078872370118,3.208426304402614
3.5005374346809286,3.23652661187576,3.544640447451115,-4.443731170180207
4.086364726838914,4.017788045070111,2.102251488341352,14.1536008966558
4.66300571019514,1.0855695348176515,0.4040036108849004,1.9898929380166743
2.221833132082232,4.780192771102826,3.325365003485536,-1.9408400321730284
2.862485000015748,4.118014506396721,1.0623311656910222,10.296518349795456
1.8673753603901044,3.5775241129620987,3.976239235725618,-4.950705947600934
3.617172926852129,3.4926157096962425,4.010741011082343,-9.64912808542615
3.630875632462003,4.412053484981911,3.700304137344845,-8.49190399829512
1.8909207775839088,3.468951375748951,2.95081956642956,1.2438016779987588
2.419389879760341,4.497830638993396,0.1860470395499569,2.012905637267898
4.292447431601461,2.458944669758953,3.095341068580839,0.4880063912382229
3.860808109174963,3.661264719251971,4.198164550531654,-12.307366981010253
4.798850530625312,4.104204874364417,0.952432820373414,16.048421422626248
2.454073897877881,3.659925860720157,0.778083378295738,6.304415149591779
2.6393777345874487,1.1755996080028877,0.771070465299275,2.1623875192741986
1.564382595883178,4.426000657251898,0.4234176846501236,2.844907133299132
4.357789836105037,1.950437701966186,4.422920703373123,-8.14597852841719
1.8424303670762856,2.0967514388071598,1.3003963197648625,3.722748730588355
2.9856967853447034,4.802266787061178,0.6241181542375018,8.378933446498175
4.31031085572671,3.584386514070282,4.277088148042701,-14.009019742492134
3.952250006787704,2.825215405093506,0.2205386754756838,2.4426122202670064
2.712029795656393,2.1351143321562063,0.0023947545246183,0.0138667977001724
3.9949041451965415,4.738892026945365,0.7956406297547663,13.522941602167434
4.801802683084201,4.022247615209899,4.489601544220474,-18.836699816087165
2.18275749424833,1.179779567603517,3.0092003981377853,0.3399378312654194
2.4823595703633945,3.485252080896581,0.8166936302545386,6.306067129524175
4.0829775131188,4.254814302649297,0.4625602109058063,7.752232845888451
1.451636591915979,2.764456915131341,0.8454025022832606,3.002670050721785
4.857303034067485,3.325241761723565,3.769016698057621,-9.482043061059423
1.6884826216450906,3.5994406061039963,0.9346633954827548,4.888810575155558
1.9759959165051917,1.1577408995477465,0.7131238291366221,1.496606680316675
2.7602755320744663,2.0381184170282625,4.556257629889774,-5.557337904226824
3.8259429634006255,3.0226844476072485,3.651208867740199,-5.641709569688127
1.7490173754621212,4.701443270368799,1.616381376345177,8.2143638630746
1.2674617109186128,4.168852524093529,2.430388559450407,3.44902141243301
4.4460909365216565,4.039895387602615,0.6969271499455337,11.529002996989336
1.1266642143394243,4.543284316653109,2.816034237060389,1.6371722250535037
1.1288816923834486,4.928118110909458,0.2362009071848431,1.3018630016341457
2.6049190618282,3.8443581280737935,4.766956568275224,-9.99933615593072
3.189710469420544,1.8438363282930976,4.10568015688423,-4.831661728189439
1.970994706642084,2.3588339060307155,3.4647482757927217,-1.4764175001348496
4.063760729705187,1.4332259462445407,0.8125470357126946,4.228671389412869
1.037170624916814,4.789219102072432,0.6391156066161624,2.962886753136021
1.9817679204196212,1.644732032779766,2.681226929160061,1.448106784760086
4.799964883556736,2.6180335039795457,1.5055594589357502,12.539737868794845
2.6026250248890843,2.0500781451930017,1.019848782545116,4.546072189553452
4.600450008464033,2.2419182069838635,2.426862932487675,6.759823154521923
3.503010386121677,1.4877012404074397,1.985777895734908,4.769106023318034
3.8589762378916337,1.4576864207770357,0.5699685398021137,3.035376937310892
4.980966576048759,4.371017891673288,1.5943102723353275,21.76587539761107
2.6138647192840194,4.6848194766099205,2.029436839296435,10.979977352574856
2.2198746066546184,4.172838828696365,0.1572775310728225,1.4508910146620206
1.314751393456994,2.280296693423871,3.724558180343557,-1.6504180251737133
3.253871433062761,4.339586072724879,2.9056846033919284,3.300317236205806
2.9748323669842307,3.1935864321661307,0.8959646549008365,7.418015269126955
4.527481502969799,2.7857621898772957,0.8110626139765686,9.14429805626634
3.615842697525316,3.462090313306083,1.6927083273822363,12.425461747807802
3.054959929615064,4.524475189316926,0.975435163244116,11.443944594520616
1.9649124136660376,4.944820108632721,1.3322051128687846,9.440898508942867
2.8092285291410297,3.912098386975277,4.589753130867555,-10.90743974716662
3.422909411704227,1.7206720253013916,4.1193407352121705,-4.883983814474448
4.199719702422663,4.272774186886826,3.5210873784467096,-6.647544331388735
4.59780072822895,2.565359610225104,0.0298917912921592,0.3525215425502538
4.077747172015418,3.199605629441693,2.1146098193109126,11.165019643536873
3.3844692734092927,2.447417443691131,0.9722623959385353,6.843277038574416
2.3186055207671803,1.843308499193745,4.888502254951488,-4.207796917332794
1.556377205667021,1.3856467304611475,0.3175584639608747,0.6733906686795851
4.550019254029641,4.323853794582671,1.3583844164052927,19.231459036570403
4.642261492004751,4.579517097952904,3.717380998667143,-11.575616597199916
3.0893641424407527,3.0755918697664035,0.1161764625783579,1.1013835130613738
1.8397851140416133,4.979451842129745,1.077396251508706,8.068452425053996
2.7852448654953443,2.059587850054746,2.5797299669396727,3.056174326127264
2.5951700236818427,4.517657256703856,4.953720341786612,-11.384332173209703
4.730892313239695,2.692941503682009,2.4486856337977625,8.138023211455943
3.696884638612355,4.069251832950789,4.16928236059836,-12.87889720464969
4.424132643308933,1.0095730362491953,1.2723117122192174,4.26899143550538
3.6123292502583535,2.232854474976369,3.2404373832103497,-0.7959647548304561
3.7276007676127247,1.1060939260335378,4.941637723085864,-4.01520612351412
2.94893857685643,2.947793507460559,4.990262271109971,-8.359412433451327
1.6393615296297803,4.246816805305689,2.936343072229203,1.418949603544768
3.9804123832848695,3.3811421827289703,4.270800146469609,-12.167332435074815
1.554247967096043,1.2108031490508182,2.4268731536000376,1.2334001279986997
3.9279768761524014,2.4983196855971497,4.327027031297471,-9.093655386945018
1.0898104617384297,4.685043359299654,0.2816608688046618,1.419167107809873
2.0059191547150794,3.961484111522557,4.566647868391604,-7.862173311972348
2.4640397278477035,4.420385423516693,1.6678213607718169,10.84077761103828
1.2037785411683737,3.4920040987364778,0.1154426707398031,0.4841976055714038
4.638334366975572,4.666045624185916,0.7262064183708666,14.371560999575747
1.5191613331286624,2.0562623689795574,1.7840077585132377,3.0530603890797634
2.975772896301549,1.991250606345221,1.0421118290801077,5.116507783875572
4.359917521963147,2.331731010795852,0.4554069360771451,4.471357664248126
2.9293497657380136,2.44425138611913,4.571757710870948,-7.089380962424049
1.536971964639354,3.2077972708385154,2.917093060174522,1.097574961551059
3.765425554168573,3.573019582825264,1.1286737719829798,12.160283060375924
2.4398376129927573,4.173620875207559,3.5091805896514376,-3.659404002646372
3.0653871053575963,2.849523338299257,1.9774361507420093,8.0226056736677
4.150376096149962,1.6854014192774454,1.0198502701408465,5.959989793509728
2.155405216090878,1.084083353883757,2.026216496179185,2.0984800324552744
4.2478018986361405,4.860792426863067,1.3359542324639566,20.08092703198054
4.019624970896471,1.0359574470889852,1.0807782251825366,3.674140094380885
1.180136722068037,2.9753460544564674,0.2642392962194329,0.9170678823469034
3.666481565634001,2.8746429198353414,1.829662701707513,10.188646622538323
1.1020772136379744,2.0594804543901484,3.943009629643165,-1.6304268253863092
4.818060866200751,4.084880004898647,2.2133084566245813,15.75663126992932
3.661091629224517,3.7968253501610505,4.799551816098947,-13.847755281585108
4.497856918435037,1.378576555796489,4.176883497326133,-5.332617473036645
1.835443495982592,1.8594416246734835,3.911359134535202,-2.375267757886428
3.4069843697884523,1.6277367805537215,3.7056937452787455,-2.965029929259961
2.0505850931516725,2.703124019851975,0.8671705769311511,4.226534408526341
2.5927533746778737,3.620583620725403,1.2478756726424756,8.902076571816144
4.085850647609057,2.259748382344751,4.667985083633469,-9.223893511503912
3.8153946495862567,1.498270322888231,1.7170881690772015,5.655431394106813
1.4622848259988603,2.852815731622658,0.5070709248366895,2.025821636943073
3.661140676187622,4.6023526991697885,4.885956102240293,-16.596691578389706
4.171868399106842,3.841113407735013,1.3468451899206837,15.624446092942597
4.782986167160824,1.378066509211406,4.100335272316154,-5.394757854228471
1.4186222823884127,1.6547256830815646,1.604826668398609,2.3460716187451607
2.328582741764147,1.1417665335873215,2.328978025609325,1.930447214535005
3.856678022361665,2.44367031069087,4.643801739848249,-9.402290976813182
3.4844331293012805,1.5206958383336588,2.4256467429141404,3.4777443733976026
3.0817935156460754,4.963766791296063,2.625439152730127,7.549807163248273
4.024171233917464,2.0228654158018857,1.1375634860707462,7.388296318419166
2.315508990273795,3.091527851444176,2.1338888080728697,6.053254207507336
2.0586011220710927,4.14178881498265,0.9146741176677098,6.75592462902248
1.9303985435283877,1.453465722909832,1.713071820532045,2.777418362502834
4.072453136114295,2.4723381858510862,4.639160816065532,-10.041498028283408
1.3541466944213627,3.9197316070176704,3.89166852802162,-3.618359312678344
3.659828600722188,4.234471832349884,0.8914309024311856,12.056568737781218
4.733107716317149,1.8177551742791085,1.6287552297506598,8.589184279789777
4.728202316734027,3.3589010477466976,4.420096530198898,-15.207960323317604
3.790331623589312,3.1476226341140814,2.167967730073783,9.86570967790096
3.117050060180845,3.44674773820443,0.1515292126893946,1.6217592708745368
2.7304196331076955,3.2036148753361755,3.0903625956795557,0.4479242351701689
2.6919635298013,4.345165640586735,0.3281591804046008,3.769963488165653
2.8203439376531523,4.890294193601012,2.7255134058482677,5.574539705750369
2.62413250050918,4.749903489502512,0.3315100375583329,4.056795676230432
1.9917091294296505,1.7014120704362572,3.189940316166462,-0.1637727717385839
3.552249887839677,4.8074923433823376,3.861984682921684,-11.265617478312798
1.749097582003206,1.0933938473686422,4.035587227562857,-1.4909093147713253
3.53588931825975,3.3572406206130703,3.623295240652107,-5.4996218775348025
2.273589055517264,4.972655341665847,3.143479248192382,-0.0213294009907061
3.1654756229567145,1.80850404253137,4.579576443107824,-5.674359490100605
3.1161101557229163,1.441612849353915,1.002789517729058,3.786832411672607
4.317906891149632,3.08510886514716,2.80772596860054,4.365343388238747
1.3309238734504572,3.931518691029095,1.4547136007023742,5.197336814775955
3.815057163771061,2.1008858609519216,3.7939013529090015,-4.8652868056895215
2.136169291868559,1.7907901763712957,0.0222353518988632,0.0850527951618328
4.802133116034051,4.591028722957764,1.04459916390452,19.064321779523937
4.343556161526882,3.3925412711930782,3.951846433983241,-10.675451963099189
3.892886895309532,2.334036184945348,3.713541457203706,-4.918070042415621
3.985431747164479,1.2117153907684424,1.5838105498903698,4.828800031098717
4.766426808853415,2.548643138899404,3.7175629518184574,-6.616350602603908
2.207816548831726,4.285680921075022,1.4094550979496772,9.339111589446036
4.124537382978577,4.846874972699057,1.7113939484651943,19.793853177026765
2.186953939759991,1.8573858008282893,4.32042079381452,-3.753949696595554
2.0786550402657387,1.8334641532098703,0.5136840169038132,1.8727525338138995
4.0776053451496725,1.3749203694137488,0.1353585072196639,0.7565563765964689
4.416544257335431,3.1212829207179227,4.743938410717862,-13.77842402267638
4.486481411733804,3.720652515584994,2.523930783541651,9.667218005128934
2.7901267144338697,4.981161409929818,1.9757406973548923,12.774055461528487
2.7935821143771484,1.3036407210119418,4.01446379041202,-2.7902850100870022
1.3962344324185425,4.226536105513963,3.2697658739419766,-0.7543110087921974
3.1131014707648115,3.1441304948723965,1.4795116397115349,9.747244406442782
3.844723493685257,1.5598745806196113,3.1649777481953887,-0.1402343286456104
2.072075617096805,3.0936574079104115,3.3184447753723445,-1.1277734002325313
3.007907253816096,2.4782602740898327,1.0077162395539978,6.303533015169958
1.5054240519001354,2.8931075504323576,4.569596536899879,-4.311026947154696
2.2116554073083536,2.516706773384326,2.742934767264524,2.1606542449343897
3.0115271540762016,4.90762676365013,2.565604771990156,8.049828358483182
2.322131523845956,3.7290714196007855,1.85222850510345,8.318722142368154
2.7067398482070484,3.395328226187141,4.314466549679553,-8.472216468117994
1.1064540057028864,3.4710159421115683,4.907995270983429,-3.767280826284737
2.929535887420272,4.571864701461361,1.9170324359072204,12.59863049479798
3.325495845823514,4.712009534646109,2.7380952898927307,6.152534502257852
1.5547563308779333,2.111601133462984,3.3610900751524277,-0.7148430591916124
2.542589660304965,4.511689046725284,3.145540961688951,-0.045292400881174
2.719687877149381,2.6385502629899045,4.787855213302235,-7.155608558773468
3.1428902080664005,1.783142609142598,0.2888371375538601,1.5962936937578749
4.869997245042601,2.527936693218942,2.2938796956193883,9.230440096928856
4.290798870563996,1.548132070470034,4.07802545648421,-5.350375380476722
1.772485414727801,2.184999144811844,0.0416317880933803,0.161188311140098
4.774163121301374,4.895809963168682,2.9078879538503903,5.412883182074412
2.565481377670559,2.3000830484167483,4.613579017888576,-5.87203759755317
1.0670368987633705,4.775968704448497,3.140095050538356,0.0076319842265579
4.602938334820005,1.9327698205244597,2.8304860264867635,2.7233039249137674
1.3568989476460305,1.0457408894374698,4.231453280983931,-1.2580008291081184
3.589386618561948,1.6688931135934926,2.096214219595629,5.182297124512721
3.944264987733637,3.921588772958248,3.071588773153187,1.0819208201896529
4.062692447204412,3.4969295696134206,0.9882796999501848,11.863951066930593
4.242632734118529,2.0240746438407067,0.0200848749047127,0.1724653659847185
1.492885124591801,2.5917038998295143,2.51254906921489,2.2764783924423218
4.941909389868156,2.5686307100003933,2.258812616950972,9.806160242626076
4.186222803416633,1.464412249012184,1.201216694604859,5.716429870380117
2.127507949484836,4.9381149970109455,1.8599068107608436,10.069862406591248
3.781833327468572,3.263014892412873,3.3099475310430626,-2.067729104358176
1.8464243402086056,4.061163673416514,2.596138058077837,3.890340794831247
2.381894605265561,2.281076503340043,0.1351572979801862,0.732114218181162
