m,v,c,E_n
2.9158206079409763,1.6282324023539942,5.76177582683733,100.91277742636336
2.4416797825856853,1.0897403757844133,9.982582298385235,244.78102668140107
1.4143703909595962,1.3039456671473293,3.6654006433839736,20.332371895658472
1.989615985644812,1.943168827957364,6.962444311697428,100.4389204696101
1.3077328446328351,1.9222836923101825,7.127631543281997,68.99341162610652
2.425606965607877,1.7523112501576992,7.552985862054675,142.2564844828688
1.3694518088439622,1.559410348764594,6.607618505645647,61.52915691470039
1.4066310816840022,1.0133613566937345,3.235313598252654,15.503696055756174
3.052613330376312,1.6706796264616273,4.5115221658649,66.88764618977963
3.694592680190844,1.7867492891508523,3.193400052386,45.458198786760185
3.079299086429164,1.5820523952917802,3.509354126025057,42.485400281556274
2.9480268545568302,1.3834861045039442,4.14921218580588,53.83383175843517
3.44307842347125,1.8210022226952285,7.706360901905236,210.43700856604224
2.015823753936857,1.7422962371118773,9.526376738131916,186.07831678323905
2.4059284991945304,1.0015725566205638,5.674138323678651,78.69660583810878
4.906220587278661,1.7053928669983978,9.07406227380017,411.30064996444816
1.8596613767190129,1.5299430539037102,5.926090628424557,67.60030820518968
4.567926893622696,1.5196180519108486,6.927847584763251,224.71048834408268
2.1060367978589443,1.440894596238126,7.460337178792725,119.46429688408892
1.793729130117045,1.5208137738494625,6.275041704112771,72.80057698374836
1.241430586035575,1.5448874243304842,7.998059870001286,80.93725953528904
2.2726757139979994,1.475360232319542,4.299039218788512,44.71884928047746
3.8642465069135272,1.2873939567289976,7.507549294833867,221.07633912641663
1.179066494067928,1.7061891201835708,8.069098832172827,78.54539760981648
3.375005033823535,1.4991371095338712,4.396503625892342,69.3952121879812
3.615598869078119,1.5743022990819762,4.950712726467044,93.4684512462535
2.813805542990237,1.234456635491554,5.042886833001075,73.80245382264417
3.494635272189983,1.143983311034277,7.487518708893897,198.247055521183
3.199086868739368,1.612473561160435,8.894299441550729,257.339500252213
2.324997021420188,1.9586302748582531,9.288659743390568,205.21294676402985
2.86766018541586,1.4805888447673814,5.257866248389767,82.62028325318384
4.376463933355634,1.908311568237646,5.671990075953659,149.51344116597903
4.47311983920692,1.3678230000789018,5.840647308783031,156.95711318068254
3.376156106963585,1.2915202249758877,4.2622965587781625,64.36099619650793
2.4112360044540884,1.4487688831683432,6.830755583398699,115.1256115505391
4.47300809449602,1.847238343025429,8.344639746011627,319.39307920749195
1.3180457391993388,1.0550498264106696,6.591344800286878,58.01156861607252
4.744972565620488,1.6554270260516892,6.473160938604309,205.66195518003823
2.8058703906016134,1.1470744111092537,9.241786243860094,241.51866936237727
1.7445717855861749,1.4211734140654562,3.6622026455018313,25.38727457996314
2.101937814665126,1.9192858738428689,7.85741514929984,133.8252217432013
3.706631639552384,1.970431046773382,6.150074221965161,147.99920078424643
4.6969255460089405,1.252569775873004,7.293164476510117,253.5987797144166
3.8855897462568714,1.828241401947812,5.286460116321658,115.7303465663074
3.735615759420902,1.7074785779542965,4.693323269375141,88.33906675470227
4.032736744745722,1.952480589674618,6.806527494876985,195.02811985307767
1.9346808356286676,1.905793572517174,5.8588852872765305,70.2302347420448
3.2806325214236605,1.775871510761264,9.520522329379135,302.6697933531179
2.862873749576392,1.240748166085133,7.625152059077516,168.70428978289203
2.670278061247429,1.1250683316124817,8.076852013944102,175.91201572586766
1.682702498239938,1.4058303322894288,6.515923873502649,73.1661559099526
1.7084817806516446,1.622432183647487,6.984585851014471,85.69122414701269
1.854921832258007,1.5636897108417416,3.0480014463348546,20.07605842912808
2.9949268599359846,1.3689432727656297,9.683799117862158,283.70118519493354
1.2236372053463231,1.233906815683718,7.362093080220689,67.273249538305
1.4703031176317092,1.704111844801102,3.718026290545162,22.86854058949558
4.226640613593448,1.961083118597897,8.654680081390682,325.044624256612
2.572437074623864,1.7676138546935407,3.4368621111681965,35.430894422714736
4.701246358531958,1.457476148723621,7.163583973518053,246.40740478067028
2.507255102982964,1.727722223223597,4.2593150723416,49.76395782791442
4.025669532173621,1.730878512232692,8.149872554834879,273.62899020100417
1.3849349730112892,1.1253962506864434,6.651622557373764,62.1714887665239
3.5024603294724264,1.6876549160935337,7.16561831998682,185.04303474643697
1.26594995170779,1.5178834455069548,5.886221813484744,45.39750449812913
3.886209149067204,1.148367583039255,8.822511259672837,305.0852078598334
1.0108524216034227,1.9647662707718745,5.750695457030635,35.56981930706079
4.414902039050951,1.6545036508861668,3.857871803637954,72.73635247295556
3.935081496543443,1.3923968300783616,6.206991376375004,155.57076313518408
2.4762018173966616,1.087984674928903,4.298170343797256,47.28598148588166
3.986922129933244,1.812174259992831,4.268512711539208,80.23189756139459
1.944283966607001,1.889876369681796,7.088958050640263,101.37564078183208
4.05044973616871,1.220016957375365,5.943665696406583,146.2040501105905
1.464535790235308,1.0417921647540491,5.852115243230903,50.970483472555614
3.6873707091283694,1.8464486942357563,4.099221874596326,69.40039197939824
4.375156410383122,1.096971594011836,9.051568822786464,361.1222661391178
3.861338952239183,1.8923269195320107,9.699953653483297,370.4272610844552
4.644027613512559,1.804083171848784,7.675999015908859,281.51631043494694
1.84166599955817,1.821348700691914,4.713263032763395,44.35813676957783
3.915798151301126,1.3866060934535105,3.1445940188950363,43.14192147556404
1.9107522276331637,1.4325338734664694,9.322622357787104,168.0619322239353
3.235203100263049,1.0384749255128374,6.767176667663787,149.9309892838589
4.100620134137689,1.5222014949519798,5.355123632610735,122.6544384200085
1.2124281958218246,1.327011716085103,3.9803175405868383,20.374057064146804
4.298412076349008,1.8788145522266548,4.021123131053066,78.61138313471989
4.680379922061197,1.292026819149398,8.28160405595835,324.98304471965355
2.045710696355841,1.4344315754680643,3.630716955362047,29.354921149220637
4.603288954133634,1.0431680709680549,6.371200098969188,189.4137424519198
2.9942549632216675,1.6567647129265528,8.94137525132332,243.6036263376915
3.1374811273100915,1.049142812808021,3.528629041755289,40.9158155433026
4.277241892046465,1.017191469864704,3.844258017920365,65.54664896904019
2.7671702746677216,1.0391304039889144,9.228980691414526,237.1995359505813
3.120156757512612,1.4087682228983869,9.493102860913886,284.333683552214
2.6782802284743523,1.382629839958976,6.996074673189844,133.7260933570484
1.4016456144236598,1.6235155387262932,5.193602380036117,39.80196566445264
4.105840371497973,1.630846164384236,8.353913474341244,292.1591160993889
4.775764008580531,1.896537750331652,4.020133296698729,87.53658570051802
3.7765841088879335,1.8031264426925373,8.743423501811847,295.0526154487997
4.517624280796982,1.757007858890841,8.404387360778724,326.30699470991067
3.8523747564862094,1.6143758670902475,7.817714755971468,240.6308212797704
2.198743984794316,1.4459009568008916,3.684874755900707,32.45837978821106
3.3892481855739223,1.87460325723886,3.159859172883408,42.03733708354134
3.6705736041634016,1.1887879561809078,9.1840057714587,312.2247743317717
2.7596070153762744,1.254426577322564,6.996387529552979,137.30624575507878
3.527194298974298,1.123185880101622,7.410430163376459,195.95796632073024
3.58491915878567,1.737250135635945,6.462755679545993,155.45380690140524
3.128438927445433,1.4047147217503166,6.163325276902087,122.05094779356072
1.9758472734433643,1.1111448748715094,3.534025441138695,25.99534362267004
2.1376083409295386,1.080771928264661,4.454202643489075,43.71639455395359
3.3972262294709856,1.0760854705361032,9.402274547368313,302.31066008491865
3.847424083490104,1.8974751799201008,8.539110739450877,287.73404384598246
2.378016243437085,1.121675923582043,6.469301969959687,101.05497722352258
3.907490314735662,1.3602237484357556,8.118237301354693,261.2189574333239
4.19476327300503,1.0078905690798037,4.185820540449338,75.72481400654924
1.380164378118324,1.8395172477769732,3.622008829747784,21.018831985105155
4.9174435306490345,1.4750160222592532,7.748717120689105,300.7554628695655
1.574068264421078,1.238870754730249,9.671877074173576,148.46955108994626
1.529598850223146,1.9132429174681411,7.577036904240468,90.75749973018311
1.7526265404333938,1.629812402922953,3.34802482846858,22.490371047100798
3.705086447851963,1.738514783631084,7.816346567171295,232.1791593721496
1.088310134849915,1.4133255151866004,5.015044244780813,28.528021844285934
2.582277776224541,1.4690065280529008,4.551994956091416,56.53116813865925
3.878479727916881,1.583612263952063,4.301834096128602,77.19520893999885
2.5326815190034573,1.8882662886005737,5.150415764616653,72.21207835804155
2.9674260990599945,1.188007586059897,3.2774054837178306,34.20023135001149
2.7114518764575584,1.648129408065082,7.346452886645238,150.16576908389894
1.433929892246213,1.5725708660320934,8.389561412125419,102.74795641247964
2.827346289399144,1.3304653121649626,6.670943685142237,128.4007354807649
4.729748517027329,1.3660418674195856,5.10205726425373,127.7854402301134
4.395665311155108,1.1604775083499168,7.143161364788882,227.30749024789063
4.949539236460684,1.0059838519317543,8.848535239728452,390.0609927231384
4.312482276643919,1.592455299953587,8.457995816768179,314.1228840934688
3.1797251391404315,1.8005866039017038,6.573795108049495,142.875082093664
4.299771410283206,1.6248093430161958,5.015193736793043,114.3141260777364
4.348101377689714,1.6196127586658724,8.249978009821135,301.81424568868124
3.460576123720008,1.4360311715431506,3.1685209257970253,38.97526826090046
3.6075781321511418,1.6615969173121763,8.497962924964797,265.6501970167666
1.0247063563647436,1.4943282244637417,4.821129376783878,25.051281949024578
3.91876633400555,1.451115314821897,5.20528254388884,110.5619906172426
1.5728403996288105,1.2017556023580285,9.886219412622598,154.87373290972704
2.5471386960504705,1.8472530774549567,9.613686539304574,239.88414321583627
2.2582543294130613,1.4375020589632943,3.199360916075047,25.87407714442792
2.2698409767244123,1.2166674548945873,4.998890456375581,58.47936757860505
2.556957594984603,1.5821702890064469,7.790641505021568,158.4951226431575
3.369705000626726,1.447629315959298,5.66646010411824,111.91071624692349
4.340314479789154,1.6153191276804235,9.321312060009545,382.9095991994691
2.624014810012814,1.028503660389333,8.515740619056531,191.6911196528651
4.500054937534204,1.1279905957696008,4.112381917559152,79.13874777863091
4.061356219021352,1.9787966535180388,6.107356724248913,160.12555710647925
1.4555317738753386,1.0562678781199133,6.605100109166097,64.3288733047258
3.785922118925106,1.2341227736683695,6.677767238530741,171.78312940978964
3.8825512807442006,1.4983076567250009,6.536934244041657,170.44488975283812
1.560832472663113,1.0222637064279283,4.989718872978735,39.70266452043336
4.061901608300042,1.0098328649595596,4.832726779821346,97.00819572055728
1.3831032631583509,1.4926093543924464,9.604232936415622,129.14840843843928
2.367017427410495,1.695260953078499,3.0923712445487936,27.064536795903827
1.8571934371609973,1.9074523702488968,3.477248649479682,26.857274422566675
4.496640554418915,1.0480309986440215,4.641199382694891,99.42905350895748
4.480214402503052,1.5673880356673389,8.651148527743448,340.9524508746381
3.9105268882470337,1.116394574543338,4.559640924591008,83.8533863485857
3.667140966588029,1.794570673741539,4.16020627805215,70.35023079593682
4.974503150330309,1.2173150742937056,9.019477549971375,408.4175617302769
2.2452446281036345,1.7844188486571966,8.239125705887485,156.1198512310163
1.8404855595848604,1.862792822067408,6.512166351878592,81.4554793192071
4.462580731866516,1.3276287142877867,5.464502804337512,137.37219910598196
2.5033484461211333,1.6340114349218458,4.513077084717043,54.69895645892888
4.079741375607124,1.0023461692209592,8.924121135747468,326.9794013749526
1.8567481986688423,1.79935552704916,5.553426490534388,60.52837430152649
3.49926081837274,1.3895892908332406,7.368033217958054,193.438915482334
1.1827798780383327,1.6109344952660578,5.414012667769493,36.31387322126762
1.601340255801834,1.1940995871674085,9.869551828633444,157.1377802242627
2.843434798873504,1.5618918339926735,4.101466814693566,51.73010113282661
3.780014840535657,1.7702611756636726,3.663949457330909,57.95880832240876
2.436433518649316,1.5248340338405608,4.983209855277192,63.55076257410717
2.4628183681102698,1.538465376885186,3.6493977639406343,36.17133783969676
2.6423887224943203,1.3780965300050108,4.607502626130525,58.78659909482262
4.93857824487954,1.7513913093351945,9.397804222264243,443.94634001145096
3.3411174772462746,1.9485143928181536,8.767121192125172,263.3940649740238
3.796748182310375,1.7809644882632494,3.778944998813129,61.47436084844786
1.1440404936879331,1.909043040609915,9.29346605350893,100.9621548886584
3.637848408533604,1.469601415884581,4.327874847313076,72.44314600888153
3.852005659846456,1.902029877609452,5.762820034128984,135.51961595178162
2.085573706780006,1.5074741996251206,9.623378444247866,195.55798964903792
2.1296266129170904,1.0929694155694414,7.630619651714867,125.2923181326077
3.535438554809318,1.2393770205583865,5.0605163371817,93.3823400086401
2.944500875430135,1.7047512075129827,6.974233638186924,147.70075627055314
2.2718293772583857,1.005309639018285,4.991305291710811,57.78253917897686
2.212384954178697,1.568055097990257,8.6177699420979,167.09424920650017
4.367779345501827,1.6131054744802582,9.75388176898564,421.3447187035872
2.2677953851050754,1.8108065848268675,6.6317439669573846,103.67750561619847
2.3774437100534165,1.5102039409666197,8.400760734568244,170.56148452787752
4.518717624351664,1.637761650654736,5.609429220667295,148.6619842984288
2.301075733189635,1.9401909723050048,7.292440484788326,126.94589654531192
2.792827468376596,1.145684533784053,5.28974330360365,80.04721643029177
1.2214632798417626,1.824830654855761,9.091181178892464,103.05075629098096
2.4707055745775537,1.1513835914798176,8.763755597330713,191.41781664675983
3.122431154999554,1.8789832397216597,5.354586219860852,95.6046929606416
1.6932663701463362,1.3069000357523786,8.975384940587524,137.87481190041413
1.9245227924354893,1.1024690252657918,5.407539343334519,57.483238086517765
4.540288823205207,1.6223764407625028,5.454193329133024,141.46900345194507
3.092526048626452,1.3905626457157685,5.1825383632169535,86.22297755285855
2.280794037739688,1.0889447630152151,9.539598285017355,208.92687750385448
1.8343446496913296,1.3886391392059771,4.044449062931864,31.947521811484403
1.784235666484374,1.2336701926931466,8.876827388518482,141.97205902695168
4.271469782222418,1.8823994712904208,3.3734258114956344,58.57707900004776
4.944375651455571,1.7519331920757135,8.469040793398303,362.4739823642187
2.258029787444205,1.049423430846989,7.970884239889271,144.72368598301844
2.7946888287126024,1.5907205474565338,6.877796397521667,135.8845104044744
3.472643117342223,1.962632774823636,5.6805502557089085,119.41100936296156
2.33844832352313,1.38921815368765,7.124141522271113,121.0071663490591
4.0291507147676136,1.97912049504546,5.510545533352733,131.09649382037892
2.2999769714229763,1.3443344003026254,4.149387576976004,41.85733816351307
1.1145486021655002,1.9656482805923556,7.301796982605009,61.701297422533045
1.14560346150608,1.394378266890273,6.330991142539979,47.07336790318575
1.4330352454618018,1.2991951384030362,6.370499741398638,59.40575056464424
3.0256305888688946,1.761793315742299,6.2600804762977855,123.56462356947809
2.7108901047271208,1.2184736405937393,6.500970405683537,116.63633045067486
4.306437932362204,1.5814498295459964,5.49416904516115,135.73838817381136
4.09628373537662,1.7242209309279573,9.56395744094988,380.925696885174
1.1406421909672448,1.7468545030444833,4.75698820015032,27.75030409766216
4.784842012385512,1.6581662980299687,9.039687059383947,397.7466659715612
2.332398429819259,1.7184538419731703,5.943311353720523,86.06324855991883
2.2897789401410686,1.5642758366063092,3.006625317777776,24.237918512500904
4.436461811692306,1.0016273956119133,4.987090480910454,112.63468998746984
1.1607007761745884,1.0069397301307887,5.408905190678065,34.56194205011416
3.089052997470188,1.3694400809949725,6.815870867384184,146.49264988850825
2.918606897891189,1.0700843914252132,9.983563100646004,292.5875788670015
2.9223944128726824,1.1269714206523411,9.96407035189119,292.01701389669955
3.3288794711986336,1.286206509130508,8.357409252465857,235.3133062611892
2.160612603282825,1.5848453338158133,9.47146390315866,196.5973789148737
3.0000513777129414,1.734528807115333,8.8444506759793,239.3244026746104
4.303641246048249,1.5749880149377589,5.929214484734846,156.93498296043165
1.9570981254114488,1.5761239076435114,5.33269072368488,58.257851299144015
2.889857085876039,1.6887575629350913,3.529920088391376,41.005743214682965
2.9200554602462896,1.6067528048186297,8.010943681497153,191.2821603935799
1.138506703291783,1.9797645993755009,6.740691261325948,54.11698088855544
1.1636443477848326,1.7782730384145953,5.210820458320587,33.61397672969241
2.926817938091242,1.4781673383569929,8.12770836157165,196.6236381227679
3.812504025556085,1.698010770930186,8.782009861031007,299.6896572267119
3.4419002337175737,1.4995066333655975,3.612982995765245,49.38341429488305
2.9425692634506464,1.9062630433895509,9.043078635918594,246.1667401264174
4.1521326099407165,1.0487831800932268,6.362341545490508,170.40697406413463
2.26295952989742,1.825584489819089,6.736070027498656,106.6732433320756
4.9588713686656565,1.8006616344637747,9.514671785125811,457.18344630300254
2.974479318523243,1.8814484182031013,4.62338302751851,69.60557192944178
2.972648714963782,1.9377630676205944,9.475676328229628,272.6719142317976
4.423422503328572,1.3083712827184968,3.5323342344959685,59.41904788355626
3.7883162552565257,1.4501113413601865,5.434062223301077,116.07458919600714
3.458750371724542,1.837446060329714,7.00846921934918,176.04719123635715
2.48215909507332,1.4282846344862916,6.6515305752487,112.44067335836904
4.925436814309205,1.114443168937108,5.242480663924581,138.53513857535825
1.9918486029341125,1.7973978798565815,3.3534558680885294,26.532710183961367
4.255402153386776,1.6864368807347154,7.992321943359259,278.08442052795925
4.007565578531994,1.2573507824130423,5.222250034085819,112.60648910062132
1.316397821117779,1.6409303248030775,6.5021236623674925,57.51587427060444
3.707703358562208,1.785511276796322,9.495267400961575,340.3585929299458
4.858064326208922,1.9354230044272125,3.1029485918018818,59.84235846301311
3.547081085775103,1.3108885549670712,5.228334724270567,100.16054203508124
2.027776299794996,1.2779848683071355,4.862422266789656,49.68999735330959
4.4429288543113845,1.764652170473239,4.2929246732191775,89.81890504487558
2.978631966405445,1.0902471681815715,3.956649548218905,48.50860834092009
3.334301169697305,1.570354616226155,6.999911534543373,167.64983458573306
3.332978421187765,1.040313046453024,8.3400257734293,233.65363015076565
2.3395457205053147,1.234011462707397,6.266624415032866,93.71017071061446
3.3530919616873938,1.5163668013099685,8.225724779610722,230.83486364607285
3.044299138634575,1.011112783962179,8.318481475121505,212.23040249815892
4.463973137936161,1.3628628057265553,3.62351484767152,63.25607836768275
1.5326181545850486,1.3545172342063336,5.806966955014378,53.147274626703215
1.342657715919778,1.1312276811053383,7.32872994212851,72.98927115591107
2.544673515238209,1.267744961709198,4.793148554645114,60.620845506444965
2.5685641623765387,1.0779858911761446,7.740058045166841,155.3932952666141
1.4816776533411415,1.0710009266347165,8.640603464647542,111.4817881391556
4.319469823833964,1.4145159410504693,5.817845804820752,150.72537865313862
3.0358098498457164,1.907482073640149,8.500227131899049,225.08960633820888
1.446292248469733,1.2443759874666922,5.929789686737339,52.013281898304776
1.1652180337806213,1.9188599919412253,7.456914163816511,67.05056794676138
1.7299192824937029,1.5134894466272568,4.714492955106303,40.59887967798221
1.2045170475434035,1.0998630075815707,9.67446744488251,113.47284944474156
3.581473380847605,1.7865744120970215,6.906993320452095,176.87932339437268
3.8156780585494654,1.4995966808915016,6.197622320443131,151.05059241983284
1.0779761750227017,1.3134113107920466,8.479801453262624,78.46091975845187
1.3635867242923465,1.4671192595528302,6.830221080188785,65.13427364644103
3.0564765927367787,1.5942817639933469,4.118865001660582,56.23687898809976
2.906592473735714,1.317828978970368,8.43703532390824,209.47265642486943
2.7769759646681216,1.2796767225622685,6.1905782074174045,108.77208215626015
2.147564403048087,1.093186138833038,5.253697540175695,60.60211321117604
3.503957621715333,1.1182309488799649,9.641900693685354,327.9628924714374
3.918514023831008,1.6861731931003612,8.600890062399749,295.609705409785
4.351299266106237,1.7895088386997604,3.1214428823335627,51.7441120478151
1.627529532604917,1.9166931304001051,3.6308127275325774,25.262189031225656
4.337906468097435,1.5549151763463067,4.393354357886916,89.52282306305655
2.2527679426833767,1.6882445687587078,7.297758017459147,123.3215478811512
3.226793423133812,1.254731971706915,9.176937974870803,274.3244819940899
4.219137512879795,1.1833313491458692,6.273464575271223,169.0850953868528
2.0383428030324824,1.7874264265227264,7.5878318208654205,120.75622282458332
1.7339994428719503,1.2239559402021936,3.639557489793005,24.389730164403502
3.2324855983349714,1.269273199474816,8.239322142854565,222.09304168408667
3.979788445563029,1.3845514539141592,9.07111898700879,331.3602515590406
3.658777694733888,1.0484581508397008,7.637880164993146,215.4827513063087
4.810098326302491,1.2788821438209277,6.565108213998523,211.36750921065928
4.302214086844652,1.1492649410399225,3.936467454422832,69.70292430113045
4.960184075633223,1.928094474359939,5.979377915043459,187.3486837881746
4.2642939677477365,1.767264217761669,3.443484061480884,58.914993178590585
1.7600568176833744,1.7063869770501436,3.373398088486092,23.21868157358273
4.03811070963439,1.8770682364619076,3.838852976960422,68.22033803295162
2.522541990918389,1.9488213925415343,5.875506598934282,92.30767080469796
3.858058181738852,1.6941634118091002,4.837813978244688,96.39994774655788
2.470924341432673,1.6673936547275368,8.289438649420235,173.33176233321814
2.88825084204092,1.9145038256864533,6.456235696261658,126.06089294746673
3.137696308982331,1.2789350272992832,3.266429770899213,36.38258192140905
2.840474785375163,1.57567348220969,4.472577335386378,60.71312362131561
4.13894911049686,1.230092308454532,5.653147092100729,135.51998573219322
4.705705799912893,1.3784615461860883,6.12183634848892,181.00348681697108
4.945477169204789,1.6875293473687174,3.006291694448371,54.00761750016208
1.33419879194371,1.895134613134248,4.981765674808987,35.804013000167096
3.503876133085112,1.144457282080836,4.892136930232305,86.25163499170081
4.325338994504554,1.976899834809438,8.6359110815057,331.3786689134389
3.9635435771955634,1.2265402244583985,9.929594465901756,393.8088333486816
4.118565958680675,1.4132624613857976,5.4087790652577805,124.82457680264795
3.750030750460709,1.5653386624049443,8.498744796969511,275.57432916561663
1.6795631706221488,1.382908806289807,9.758614390519911,161.57636325634115
3.570377084022094,1.3728478028197555,9.517235902377257,326.814825759763
3.2446232494343725,1.4451221312787716,8.869366986646014,258.6974491882446
3.262743946558516,1.6448256407307698,4.122832174097917,60.48100449301134
1.1396408907715605,1.5541472637339608,8.201133232150303,78.06517971183197
2.422559509441502,1.1096763380205783,3.0169191897193928,23.71190995089333
3.314049875210598,1.2472450266978246,6.127206327572392,127.07891804999592
1.7482534385044337,1.3764525758343205,5.165103507973862,48.39033707248039
1.2667172648029998,1.5905154631102032,8.931501919271017,102.68959916038683
4.250357795622231,1.0620776173496738,8.112032875284983,282.12361045069
3.859794795010139,1.7535681054797525,7.647697253431564,231.9280618849411
3.3255805541557826,1.8907049149674648,5.227238251824839,97.46739647094336
4.275454436221725,1.1721609072021817,8.692432818101762,326.02427462471667
3.728394288908769,1.815355034706254,5.729345112306598,129.03452615906045
1.0936231731701267,1.6360802150641134,4.978025023839805,28.69483575361537
2.9796313610846616,1.40186334880268,6.965448926353313,147.58407511428047
2.1975457419591558,1.0148134322284987,5.437138208469518,66.1269013840114
1.5982846041248044,1.1138575383190927,4.425344753158304,32.34150985657826
2.177652667913127,1.6943405876220128,7.75600748847622,134.24043003118422
1.9812335126911989,1.3954546486810826,4.236783766113787,37.665460145682495
2.606166083343421,1.2749585095289315,8.403400017317136,186.19544486308175
2.9210142995761985,1.7690007606928695,8.98468828034507,240.5055647557336
4.202970610848253,1.580566721739603,8.045169815733814,277.4431978994958
2.909143284589094,1.4057503424718345,7.099355125130426,149.5850892261957
3.257685419580979,1.7580370706989532,6.083801416070841,125.94874895315508
3.0706321435584343,1.8600586981706488,7.951714084746471,199.6956732451547
2.052488996227294,1.9300309492293064,8.135200792117624,139.82890009469108
2.363124427208468,1.2587583973994918,9.158194180962992,200.10030577303075
4.119999109924529,1.1298074324487644,3.1585895671182067,44.01609538773767
2.9341347784777514,1.279425684476906,3.033508269356596,29.778593850681837
3.4911602721940422,1.6991115617191035,4.652146854109397,81.16444501345318
1.3104823776348629,1.4850985747758738,5.365370802596017,39.25899227316657
2.9429280983795825,1.2378444851300645,7.9646608932116285,188.9834154532396
2.07765106712887,1.6336013573551282,3.746862463900944,32.41077595920237
1.354451285686431,1.0068371071214064,6.446652310593119,56.989420470258594
4.537256445192471,1.4576111005378207,5.402607346997883,137.53437907983104
2.080811850336772,1.2636245507069108,8.289483937027196,144.67490764422638
3.068171533406046,1.2249336985368444,7.2988070377668945,165.80105945427076
4.594913843066102,1.124357313472668,3.840216403598383,70.8679498611496
3.322478999547576,1.1703001026947253,7.815189376180467,205.2418964821493
1.1416005515035343,1.0251177312059652,9.0250538757961,93.59089068727388
1.1377397164719212,1.661863128689633,8.248918180043743,79.0377035807615
1.4395047478493983,1.9604139967326968,9.864804647554344,142.93539364587326
1.1272450104082576,1.2663812891657589,3.385372006693535,13.930434216702777
4.711584060455806,1.909819155333948,4.090302942024451,89.1408749761587
3.6427229254214817,1.7431328520573584,5.661682535860003,122.72778151564586
1.8526055678461049,1.9884556113784615,9.131404411877812,158.27315802458787
4.524244851319537,1.9153437709478855,5.547159749240191,148.33851531497282
2.4421276853514478,1.2655122677024038,4.153037194725668,44.22434781763644
1.7886435344933105,1.9699064047632409,4.891269499610816,46.75160529210154
2.467381291166846,1.812750255299297,4.917411293933,64.18388929170838
1.4059149937531106,1.809438282800308,8.9456481439967,114.88246361590114
2.8301437747182385,1.4677062373564451,4.169685697833945,52.57004177999936
1.5536800253274867,1.0602405614915051,7.03342162772462,77.74745167483442
4.15987823597715,1.1774446410368673,7.468295166667615,234.95748076564684
1.9159885755466908,1.499205375737276,6.03255963868502,71.98459692398627
3.8819542697470633,1.8750933851318936,5.435442484364932,122.18959654321272
3.7720290314288634,1.6986944583479358,7.173400536977615,199.78219197940783
2.546858854137517,1.2983226928820033,7.123261688183888,131.43135412332927
3.7522618390719535,1.355237522602052,4.094716922616327,66.67059499916721
2.4481580495498205,1.6069044829395325,4.374256942317261,50.36482407254273
3.0513317691512323,1.3560007756834047,6.963167100873601,150.83364268088852
1.1559560175169366,1.5195174065731958,3.021428910079731,12.209084388361134
3.317777362810411,1.670244028642482,5.841256812424426,118.13593438711172
3.5661042857919427,1.080516819419024,4.221727389571596,65.74855452314007
1.35936869243652,1.0224157723774328,6.363374701802643,55.76884419737096
3.4524342863248414,1.308805472046397,3.943644487567415,56.91944907325128
4.732043705951276,1.5859089394567554,3.5144604381777165,65.49502146557224
3.459580332875664,1.6531622114099604,7.784056015290178,214.51485958667269
