beta,alpha,theta,f
2.180298623530776,2.0450098898361784,1.0696545706645928,4.322394922729557
4.688384290212355,2.514680938434325,4.681747771441923,4.327187379348588
4.625996188808401,1.848743617458303,2.388872020472922,-1.61572931990155
4.353665782726651,1.029508878969449,1.4832345656332846,4.7456283277060445
2.869855267462536,4.875572399630633,3.752208817651967,-8.593872037639475
1.4962623889241025,4.242268311029013,4.120709069145106,-2.044120679207233
3.530365291200565,2.1262846090919925,1.2970920561315693,5.559386331806255
3.0317737784906025,2.7749031336442336,1.425009038961186,4.253924515658676
1.8072974337208476,2.924274970305811,1.6945249049243318,1.1550547594539993
1.052035084563161,3.4070629687817098,4.592484759425816,0.6232854996034617
3.3903642482376006,2.619016140575709,1.9295714841490463,0.2725548931590287
1.6360754822907824,1.0745505053666418,2.3711094795225995,0.3745471644147813
4.729426563202459,4.49683695501397,2.9447838042962773,-16.127477393355704
1.5251250439990724,2.698275748174213,3.2147772320943706,-2.5790673022120565
1.415462329828626,2.474225840174915,3.932238350876016,-1.0479191964300842
1.2306007436140782,1.786239086496523,2.6497739135339966,-0.7070120109188386
1.2815364066514163,4.116873740001487,1.7236529374984344,0.4782134512302735
3.0847716560616054,2.747415274909329,3.810815138439961,-3.562323583372912
3.726589119157514,1.69988912910503,2.7667289978873613,-2.168296006531536
4.708295486098587,1.7238557625300135,4.22883472358882,0.9347365174181176
3.345542247527561,4.678574823343505,4.35445090145455,-2.1381675099012565
3.651364598637231,1.0419343194659252,4.669203156643821,3.4871159712308195
4.086937977384856,2.858884460599383,2.300941057595123,-3.7060825480679274
4.867086958067002,3.87276354471428,1.346574074043227,9.058144369351108
2.746276704641221,3.651439717127664,4.880637276610386,4.425499038948045
1.3372942014321558,1.1789243815687396,1.381093508790341,1.6345831219411115
4.773184910378443,4.016705425035589,1.7405207037536727,1.534748415799295
3.1049574286900428,3.0123442836729595,3.865679323316548,-3.901569889212372
4.364912382274381,2.090526412645716,3.5839000257627416,-3.8819245460715273
1.6736149768423467,4.625843812118241,3.964354255436438,-3.5924087422632485
1.4139537683203671,2.802975873938139,2.015329573876251,-0.2904007077967906
1.413733426923375,2.542383783748358,3.4525522517518072,-2.0081405709028783
4.090022475070311,1.3439832534499807,1.0668384176406236,6.744459400691648
1.7705006559133478,2.3218076332496547,1.7503346025850397,1.0364201511737978
2.754761835950639,3.2498555332743813,3.6076273773400094,-5.243087221190918
2.395482512984064,1.3732876742928353,1.6353523682104076,2.1832608447201367
3.9375619405739095,4.850412970907168,4.84824049186696,6.524189520372206
4.148090539394039,3.933873995760328,4.895774920018662,7.123849312321261
4.140388284080778,4.335517872036926,3.4302705154419537,-13.067557876234696
3.518607110631887,3.9291133408613423,4.411478446140258,-0.5789857764926619
3.8084161035831454,2.6714831138810826,1.940644626642384,0.1307365647033262
3.366806455302702,2.649602542007443,4.419419694422952,0.7905419602163045
1.8231623011025708,2.087858784833361,3.9067858664182897,-0.9222741686395364
1.4993733103621838,4.891620470275528,1.737681501128595,0.2810501127457908
4.855051905502144,4.258627505346368,3.5005663104135087,-14.502882786077068
3.4379958654021827,1.974544208456563,1.1565528424284,6.170340114846512
4.582555085751146,3.2426930237797773,1.3179497420121995,8.299903030193763
1.2577742022181142,4.116846691531734,1.472987874717114,1.7634254651272177
4.770198025177139,1.059651168632486,3.025963742373819,-0.2507944286399511
3.6001398706703984,1.8852387273391256,4.810844079820098,4.267287708454719
3.76270074779558,2.1639319588208843,4.973898527900298,5.867784906125073
3.4383106057033905,4.387918719497291,3.9538407870970422,-6.939578805683983
2.685042470322984,4.200478281867119,3.238230045774512,-8.540797512088446
3.744487961601192,3.974092047143825,1.4396992893091762,5.689751870787061
2.6396658372950297,4.421759261709651,3.539865421764741,-8.118762272928677
1.392378019435133,2.8365573548275798,2.507737070626065,-1.7899800863302986
2.0523260453329977,1.161228620085999,3.173292964460755,-0.3296963362016505
2.6244135465444374,4.203665225097529,2.630247142631767,-6.996584815614406
2.1251956731389083,1.9373910342210128,3.9286959164547457,-0.7812314074534322
4.162747230966495,3.530915227386415,4.78082102752081,5.167797647053246
2.702086627317481,2.1039349682117883,3.5210346156205565,-2.578561236925984
2.4070366965544103,1.4158445169137357,4.195442758830343,0.7227137892638815
4.34622014283114,1.4662450198424175,2.022602624475119,1.5639881090036014
2.1322085154250936,4.049674239981419,3.921242449047552,-4.008478375561207
1.6965496029602931,3.099813254491776,1.057454334471144,4.279191921977398
1.957840556077865,3.551149868304333,2.133432831801543,-1.7507945374383993
3.932671527763397,1.7273327238348033,2.1375367669426883,0.2855946932427575
2.549242553915679,2.945064497115661,3.5244782025646515,-4.414813272618368
4.90886118397508,4.009299623474686,2.6731857921913056,-12.652357104768358
4.49919607960473,4.39370691984638,2.6851532291105165,-13.245238535293938
3.2760767920838694,4.018252042801063,4.981522896587194,6.776367225802362
2.355599269002634,1.5854012676406488,2.0353792472661936,0.682325270766457
3.8564681243265393,3.668032522522031,1.443491100291526,5.652423117356541
3.2478373131097764,1.9327612490315775,1.5209730692151644,3.5604631750868965
3.1939010406058155,3.6377578543287687,2.0391618125211166,-2.0510823906993387
1.012353972510836,3.526856676988547,3.032521647281459,-2.5368566743614287
3.225974132612872,3.83559344125938,2.11671474607033,-3.1984002188922123
1.401105860638305,4.151234584297693,2.8387874832120663,-4.150592518332044
1.0728872726251582,1.8228918385268056,1.019403266095208,2.0974584170585566
1.4566319173917908,1.193755168703106,2.463503090720295,0.1024539844763363
2.5266348742119864,1.5320835567114104,4.796786684520704,2.8529520022411536
1.377010332008294,3.32496102828081,4.836362528723441,1.9431710614406736
3.875417448110709,2.33789621097171,2.3502942559780053,-2.493287094392523
3.5793596377396937,3.374328173248297,1.2734244006810238,7.11829691111627
4.5250618339427096,1.2620038240071525,2.8957866000475714,-1.0139300511824882
2.379856391015915,3.6983315516767465,1.4134495229785058,3.759036525078708
1.123702873503892,4.315497157820985,2.972015485998534,-3.6560758403493914
3.9445109513339793,2.0363056585451806,4.67622698296565,3.654112773334473
2.526923196579819,2.4448964444289225,4.654824086547123,2.171479892064073
4.860040460510898,2.225489361576543,1.7596081653915157,2.8299699207491136
2.450908334982128,1.711523222840558,4.968313723262964,3.512777186711964
3.9484340509907714,4.76969387091726,3.902638010595205,-9.688703027977205
2.1033264431082253,1.3860853147908825,2.129869140651562,0.5570024576598382
3.501744338667893,2.4598664422264997,2.048453541759797,-0.458029167974504
2.998238372955676,3.2951082693528337,1.5311062254613543,3.390254582068152
2.410102202650412,1.782606228658964,3.1221633599330545,-1.8853501068032068
4.513295651620183,1.6689387043758526,2.9919068216865257,-2.934890527602413
2.3593375221937696,3.765122812636265,4.489114986312815,0.3923890087488364
2.5486039569774928,1.2133162351661095,1.6481548055584203,2.30962974632552
4.2269150277749405,4.434410473140433,4.352248662312046,-2.378531054744156
1.2056668000326147,1.7889996209418593,1.4046827354883789,1.5623179079503753
1.8286005715329297,3.429505145804536,4.323990074289483,-0.5463452897367855
3.659064795943768,2.2522498756989173,3.701932214936292,-3.321786361712074
4.139981793743504,1.6697197406917943,2.3777778699786656,-0.8523230275041399
3.812271263008487,3.701483401390826,3.323181765490559,-10.066772841552224
4.292528195028275,4.107019247888795,2.5711489318007503,-10.545538828805515
4.760770776409628,4.289576750287536,2.1066798482137705,-5.666563476916842
4.748146311345957,1.671911037067698,2.243174508817742,-0.1963213532283323
2.5936934837782677,4.1821386346638185,3.600628062232757,-7.1305949278878265
1.6074659907834623,1.842847811662243,1.7588096052798377,1.0537869038947696
2.778332351108722,4.2098369777233975,4.541632500784678,0.790800478877531
3.8109230467084574,4.366371788037156,2.796742182677678,-11.849326158420345
2.2295119389608167,2.1083587316150307,4.21855060805404,0.001379402060586
1.83159096417564,2.249427093615472,3.1723583322761777,-2.2864896689094416
2.58361763775561,2.363059722360113,3.149251350720395,-3.5214460874125093
3.5162975465888198,2.640570323371497,4.661062526365626,3.0399390503105086
1.5444824679267457,1.2564923181524743,4.194676604609681,0.5840769337521046
1.3029610781814025,1.723209255850493,2.48246821828632,-0.471993041499086
4.523694575302724,3.2961595930463625,4.429977011669685,0.3684536543153913
3.4976187955702973,3.2730209171075137,4.868632884020264,5.278995976634053
1.6310318392061205,4.4851250553623085,1.6616135268320047,0.9675822241008204
4.0601989333916,1.5717824546728454,2.2864568484400896,-0.1269691716385411
1.7169295742841857,3.53482427751263,2.077972136593731,-1.2308690289072703
4.687934710444665,4.803767842847231,2.436028168463875,-12.455126461431083
3.2350084449636527,1.0747997974347223,1.8395605745333472,2.3117285969888357
3.828939859530951,4.5834069681903244,4.743802263747057,4.380139427688013
1.3895859376417885,2.9242510576653635,3.137258081441988,-2.673874036734513
4.675921829123805,1.5791958485816453,4.063199973024378,0.2118754262467648
1.848557086892825,2.9685213994124524,1.2768262124239858,3.4385783775222065
4.380945560961744,2.068705372560459,4.347165092161694,1.1440596088449082
1.7389201825226746,4.949294219611337,3.919081301334618,-4.394686928227769
2.6874653650711005,2.6076281506222214,4.713977044535488,2.698594371575919
2.960830207842023,3.5729237132104834,1.4497491735020742,4.238241442616127
3.3764360465183456,2.767140673738858,1.872156845878235,0.6032278964386968
2.609259102235141,3.101014547722794,1.5654211456426772,2.6527513671537224
3.43272324427795,4.480353234734873,1.436525862888411,5.491578427560398
2.883418024693961,1.7586639629750946,1.6830631658212658,2.315312139692644
4.777196540718151,1.7433049777968277,3.632159767552434,-2.5687450699770173
4.352940892971741,4.813758554279483,2.259104939044952,-8.957710269797259
2.7877529721926426,3.8039230662812784,2.515906242501296,-5.80776164099582
3.501320185907444,4.231489564352261,2.698161690845271,-9.881568947156683
3.228050737548381,3.567969699466939,2.0137814994584597,-1.7088294566596876
2.4197488139484578,1.419754006739145,3.3741072918616686,-0.9232514765196
4.921212334556685,4.2301087909394175,3.783804186529408,-11.748691924333
3.576862977878512,4.862743188905012,3.7424352819314968,-10.770220937557552
4.486406955304348,4.032167897386001,4.9586673300669295,8.896668899755104
2.3494572327777687,3.390462796022561,3.281311596954923,-5.53866530490008
4.9458666704699255,3.8652444147029934,4.356644558153551,-1.7123545204036534
4.739060165676543,1.1906925949802123,3.942534639871094,0.8115235172218266
4.284693737413685,2.046981829578045,1.3593431953087212,6.125493979601812
2.770100095966036,2.167236787681131,4.895142406056412,3.861156414870061
2.7428285449328773,1.968014037675808,2.531861535924932,-1.6824013505706932
4.201869506476352,2.9293437858061924,3.005180199821921,-7.992505766283174
2.870129542599172,2.9335329365382936,4.67256830901493,2.534943239379948
2.465142138473513,1.3473704163339335,2.818556406233559,-0.6845180833802673
4.528512049090354,2.1334512054628614,3.436710893246649,-4.715165215775588
2.5522974410805865,3.567759925082125,4.561113800109709,1.1800358443179308
1.4395287468795392,2.253569778529612,1.6523470198685684,1.1752650409187313
1.4313348546807951,2.6054711041995176,1.3496497312843752,2.249351340214678
1.346133408626757,1.821483722714916,4.76664406067111,1.4790994444487806
4.600035247183307,4.990141809318093,2.202644263037456,-8.957934119159086
1.8187687095053573,4.431861834463046,3.3893058459962795,-5.995720455511714
1.9988314803055856,1.6371998898390543,3.837188150914132,-0.5133656266155806
4.285351709653915,4.102115168784273,3.834221151711229,-9.242927926235398
2.1063532730561425,4.458649957496992,4.479563648188499,-0.06052256635471
2.241962382319964,4.848047380229266,2.911003654798998,-8.339492509041277
4.839896926838692,2.438809052328848,3.9468555351657097,-3.339063079916428
1.2974977897512074,1.4755957241767503,4.862425390490227,1.583678303974719
3.3618371275486463,3.1354569180689853,2.327786977920841,-3.8769862798039862
2.299763660308394,4.857054108495156,3.1074060286491307,-8.86378613459804
1.0998049783047943,2.426199737555074,3.836520174450044,-0.9497523116920829
4.285006326768878,3.8006396367814657,3.330616835260628,-11.710677487673252
1.4445550124035318,3.93654757864508,1.5284000169077316,1.6855719350245018
1.7930403788696418,4.366131184584784,1.964400224550336,-1.2093971498327578
2.1934701234176166,2.801258440758878,3.650881062814376,-3.171221292266904
4.288123698892514,4.995150596063787,2.8051725062883333,-15.930957261750208
3.430754853214963,2.9958694367969696,4.155766106222794,-1.99938695908695
2.804065613803046,3.716733238026984,2.9219359738924715,-7.367482584248287
4.723060326583409,2.8588048138641207,2.95707569155487,-8.550045452763424
2.861880307339189,2.7078902502065567,4.656402174674633,2.428228354309484
4.056505670378943,3.2038147367244947,1.7826709738888242,1.3234763621236445
1.859116849626239,4.8482770681323,1.7119751652897928,0.5908224488140926
3.106880166735983,2.8893848774990167,3.753744662226146,-4.239993624253262
4.421542652617299,3.8022315847183874,1.128097904317818,11.62333963633024
3.822541551627898,4.622062410679672,4.172436829952457,-5.260501196914357
3.8475427724233855,3.73508864635845,4.759112475372275,4.518757787043038
2.7627430647933395,4.712351605156716,3.919521242524855,-6.511598153613789
1.0778971098622665,2.1964769283084378,4.893942717817477,1.505381901110976
1.1572973143550969,4.75942777496834,3.6163302418308696,-3.7416527591784914
3.478792291892165,4.051647364309998,1.5142864081524827,4.274866680750715
4.082793036855623,1.0718886359436786,3.0463891208314218,-0.2736886372217802
1.3215329016615025,3.010277736867077,3.115443657833996,-2.655288167849968
2.843324198100201,3.724633018304992,4.179469103534203,-2.5371026367132927
4.087760491321769,3.192189766688263,4.584517172699345,2.423716656022693
4.561420068939391,3.740312559092934,1.8165735324128895,0.4102706562333996
1.8853174133459207,4.182128577762632,1.9849721205115276,-1.2877419455515284
4.361361328096525,2.5496012561093178,1.5059307072677417,5.082143951158988
1.6453856891495278,3.6117918272277416,1.990907567608324,-0.7784529027353287
2.252011658252938,3.953781629388448,3.0046803139366256,-6.568628606526958
3.3429425888055166,4.181543507505436,4.339704545147063,-1.7469236898853164
3.1169044376721686,3.822922779757504,3.5653690348545943,-7.74474972017332
3.215533593752132,2.6507697446303085,2.9884451305121664,-5.208343370205866
1.4643367359813215,1.155824499790513,4.174599191781651,0.5973638578965649
1.9785150394722584,4.334238080098784,4.980225519542598,4.247946213262512
1.2726761120409158,2.950486399123798,4.766830681644291,1.4770044687732886
4.128498184046579,1.6796013771028746,3.3967888654724328,-2.5811595373036127
3.8929332589777808,3.6102352250379344,2.1153479061404985,-3.387734441800477
1.8565657791772257,4.350988691828004,3.846767460392616,-4.294738505771595
2.1675165586212266,4.167052039909404,1.70431858908317,0.965103138871487
1.7024087427935846,4.45241519968314,3.772501347541552,-4.418242452376993
2.897930893231384,4.609492293869799,1.4045191697036152,5.108838659413472
2.387176873520723,4.7921805846171015,1.3179667748497117,5.248776197289087
4.581753281041548,2.4492429864948653,1.5547521037840435,4.7617910530885
3.586804803146009,3.568869579254589,4.078005338861349,-4.000011407430082
3.2363565286805565,3.275104313695888,3.627860743191366,-6.134397909574333
4.4719330290977535,3.565328263790117,2.8217089355289566,-10.66317340803464
1.0697304197834856,3.2298760031935028,3.258581997697081,-2.36174904640046
1.085070868565981,4.425587576162499,3.9525110435618234,-2.2227574836840343
1.1118607827484015,3.526565272841117,1.8046765959786224,0.2031422970160985
2.209807555033605,3.772127686246974,2.2071261955361083,-2.743648299954117
2.948159044155775,4.811201483994411,2.58875346713413,-9.123110206476715
4.607165121148202,1.0714670992095914,1.831824637665311,3.333201141789298
1.3048896104062773,4.49097482737155,2.005732475162452,-1.164331403676569
1.1278944376726985,4.044359708140929,1.914076567855957,-0.4074422909052869
4.571926293553124,4.257981681504296,3.2222909232336576,-14.8318993213528
2.273419912879503,1.7081849330489298,2.230203313183437,-0.1057516299952406
2.606169744538652,2.4227550576767376,4.113745998118816,-0.9519704145396742
4.919940888382089,3.839337973997123,1.2646484958404185,10.612950854095695
2.648302700894629,1.8208950348422288,4.050843145156941,-0.3142046159955522
3.8818745595066178,2.477906461294633,2.512180041537351,-3.8938064093483926
2.8086024877527507,4.840578798114015,2.6827997396452363,-9.380742272906415
3.532557821449024,3.531831928910956,2.710101777400748,-7.80029619852893
2.499246288898639,3.1966806577433458,4.129128683527968,-1.9008415362587443
4.604051038193033,3.888483229868331,4.587443428435647,2.3729944758979578
4.519629672868522,2.397793138651887,3.5738314641292765,-5.320817780306414
4.249851927297994,4.649983864297262,3.142484010006595,-15.511883109777775
3.944099996204709,3.0381261799172408,4.49586855337321,1.3698310738618058
2.0550362764305845,2.8511449715566224,4.032397406431528,-1.629153411308531
2.779613934762984,1.611504281158524,4.258558603199909,0.8158116119754123
1.4353460630842791,2.4021255656388822,1.6518309239555076,1.1562540588432275
1.7380533352476113,3.564567679136253,2.600994182402592,-3.573895277214944
1.7921867117208614,2.7248200052477958,2.0114152547307924,-0.2905743771352409
3.1222111238478987,4.683438902975853,2.615216993207022,-9.521054038152515
3.605310022066363,2.481997725757766,3.754857299846679,-3.712430371274213
2.0711519690711824,3.2851063670827645,3.979779475976941,-2.4794137689517317
3.0408628389176924,4.740597389867103,1.7040377001943026,1.125799159784853
3.689401092856224,4.963026142582358,3.256412135966412,-14.500626543867863
2.751760764528418,1.9544984915858632,2.957921731552279,-2.536087542798114
2.2835703352234966,3.534374022971087,3.4739402439466267,-5.3457687393964175
3.3264086606751158,3.3620250930816216,1.6463972981499675,2.4817326739847685
4.52361424556547,3.6998839820389713,2.446902464189026,-8.334503674682413
1.6457083147342026,4.896722358162552,4.856676685668025,2.8044315025349094
4.546111920740489,1.394399555331725,1.2252892008063805,6.692998292551949
3.873691309168552,3.205239562129784,3.795891427996772,-5.978179138874176
1.107222578738861,3.949679275116496,1.8493279140203325,-0.0951559402061751
4.428573970553255,1.3314803547474328,4.460015809334034,2.95618747071541
1.5433531491075296,2.9646240292732564,3.552213274582663,-2.6517654604241607
1.37681407036662,4.455088557231036,4.098324438064521,-2.1574624781943466
3.959540728800637,1.803654024668544,1.6107736730000783,3.674112893308272
4.074376624305432,4.189616698998732,4.736991136303555,4.494294940671073
3.09345156995696,1.4974920545186117,3.167943036349688,-1.5373594270022954
1.8015718860469263,1.96757521643798,1.3973152083614129,2.4134354105941647
2.031003859990736,3.105510149426893,1.9932152102001752,-0.5547880332184388
1.846957974304368,2.094888711403917,2.1415295614618146,-0.2433588415285145
3.306115062995617,1.0233460744410916,1.558270059374184,3.348494073665312
4.781290715868918,1.1119522175089522,1.5011572761593426,5.151232200968833
2.8583683587919086,2.619883719372902,3.996222294873863,-2.057877240066467
3.183137427240166,2.333950730117607,4.284512483668408,0.1004319616691688
2.027451771575872,2.970754224059817,1.802236356757097,0.645885700218067
4.56198944274726,4.2586345090106255,4.554307311080278,1.5035785906365131
2.9909024590676987,1.3829505001688709,1.1691914223480788,4.607754104880243
3.1084772495481983,2.196319417832184,4.946999082327855,4.6955560908051135
3.471959894434034,2.3298027879818104,3.341364661918868,-4.456147041495886
2.126511893789132,4.154532755394715,1.6841185068009763,1.1274900208254963
1.4455435455020869,3.736498152644282,3.7621092008394954,-2.948812705692716
3.5998124886772427,3.293136801603163,4.630338766433838,2.6282248864288484
1.896429972999397,1.828131361403584,4.829777020036641,2.302471240738798
2.807261583246856,1.7923633980881997,4.759765634668834,3.0455543495578112
4.497165996264554,1.5481165261887098,1.4883624683854273,5.070432040466217
2.495651637042024,3.3894913676074983,3.620581672234036,-5.011374506666298
1.8288984800500407,4.575036095399254,1.911727808747245,-0.9688268366749004
2.893179438658965,1.824078339408956,1.8387917660223223,1.49573310354205
1.8450945119254525,1.574880846940137,3.4932963563489507,-0.8828369621166966
4.139372290052376,4.688458361999112,2.263794133341708,-8.258894557532766
4.074424893723503,1.861412728536663,3.851852546065657,-1.6758478949245263
4.550631767738051,3.866121708330607,4.4360238065490085,-0.249884924279633
1.5733887637252155,3.996532464798706,4.516745246728654,0.3509946639009004
4.140821102020877,2.5527849174363246,3.3900169177063133,-6.105297571081197
1.01275229108415,2.962214675838956,3.3293854263716867,-1.9344936811990956
2.633168218247998,4.150200368044043,1.4679261333960758,3.755370078812736
2.334516953172097,3.438974766397755,2.195241421308866,-2.359232208831173
4.380976313590546,2.2300738614891515,4.794372212699682,5.181047408036422
2.9267406888782554,3.712024248903329,3.4342550172921995,-7.475439807449022
2.6787048554234696,4.380109765894628,2.398876949710516,-5.964245434289435
2.531983595345378,4.881710201770653,4.6777256397722855,2.103616284221679
3.1591188091092843,4.6243879561905965,1.9853075439699688,-2.7245440395090563
4.026227577470678,2.958991964919588,2.5822338198725205,-6.071665209281662
2.03739367104839,3.765797636051036,2.5975503119742824,-4.527301540967711
1.5139993696079692,2.172011591975871,1.1972525270746537,2.7140017029198664
1.7269443962617017,4.976640083857768,4.337920246692633,-1.4166921071457672
2.5579493538936133,4.676450126378832,1.4778583926096296,3.668084578285548
3.8569534338102014,1.9300307208020788,3.9214190187601887,-1.436023335838148
1.2777527339043142,2.22666960492223,2.571599574576283,-1.1175782866620467
3.3413511041391275,2.0969811595272927,1.6617242553938003,2.7051193738667547
3.90035627714942,4.789194338111839,1.2109333212144051,10.478290415295888
4.566559870413217,2.2601553591248824,3.641667238036759,-4.490718932171291
3.5111976448135604,3.1336468472523133,3.4118194447583043,-7.09236640676748
1.891364164428479,3.085361494505289,2.241262684712989,-1.7345584851485514
2.21815173605561,3.749936351304912,3.381029044264785,-5.86248051637709
1.1371303062226643,4.732182113261983,1.1423617162531734,3.372697544314285
1.9242588836858143,3.891125262605115,2.1014649116245976,-1.8652567741433632
3.0014893450131117,1.3961719194410556,3.869096298162956,-0.1282014131651322
4.324754812079018,3.234396723349949,1.734582669318561,2.043945400422774
1.955242801807992,3.107205456903382,1.249023794989612,3.8765610146812737
4.190212818336168,1.193949798206376,4.857783221379795,4.915046132122373
2.792102214316728,3.500283021460573,1.6085927300247445,2.422800316105654
3.225274301540709,1.4737209786693248,4.3600098215551775,1.584809797020806
1.176478264547546,1.931957146225208,3.343259950727943,-1.0503645643996815
4.1895045316107415,2.1602330083051924,2.769435566592897,-4.241264028175786
2.430665192926396,2.135626351407532,1.7096851856948168,1.7120098500556855
4.7622766736383255,3.67311863161221,2.887207541802297,-12.167193626568825
1.5578741888878018,4.611693695131194,4.533132420955405,0.2769024795180411
2.1676133552686694,4.084324850780684,2.0896279386314056,-2.222404574985024
4.085230257785091,3.270544252507481,2.9949465159477078,-9.13228939675193
3.588920340636172,4.840048536738985,2.799061276947405,-12.772529088344742
1.0889713949532185,2.8972808439092943,2.402887092068372,-1.243690090657702
3.820835243125317,2.966125237246672,2.886255772608109,-7.144802606984392
2.5674974423539383,4.049027057254241,1.0176079805697738,8.029513943953921
2.333151531163826,2.0907266904331028,4.48722362163717,1.2440564020186284
2.416911866156903,4.655586251032453,2.537875653028192,-6.8462015565332095
