n,alpha,theta
0.3510715758843502,0.290925647196153,1.105735516658751
0.7175289615709427,0.4065325999364025,1.3231164907936102
0.9812413283621286,0.8578128048231867,2.169989870769537
0.499938603603579,0.958018085510668,1.5699414130222749
0.7127479124671949,0.789551945995366,1.69268870399272
0.1437617776117654,0.1185119584323493,1.0171348011458063
0.2413627183937443,0.9073237211201208,1.236239111917686
0.9581137459659556,0.2484837799368977,1.2585976676261064
0.3686916377250943,0.9666727763206242,1.4044538482843123
0.0422210588248518,0.1805007727752092,1.0076403425935054
0.820147237465204,0.6405345293719229,1.636852406940954
0.353599899467651,0.7420443575875763,1.287535300339684
0.4472130772823323,0.5711261817212613,1.2791844008770907
0.2919762557100189,0.114336866664741,1.0337593199951631
0.2816010843530293,0.8011759114422079,1.2439586739782351
0.4326246387917434,0.8988836506507067,1.4467957402024516
0.0436739571379158,0.168591781334361,1.007381186296166
0.4005810276423016,0.3795938083217846,1.160176803438489
0.0561916808974007,0.4970332515296872,1.0281915894236504
0.301200222896794,0.3845088437544683,1.120464653228571
0.3224630556558662,0.6149886374230148,1.212348112198504
0.0562617116158442,0.1849919777042372,1.0104441995898157
0.6531541449551934,0.6729817501982616,1.5150219809823768
0.9855798232141992,0.3941727819138673,1.4462803742467614
0.2876670899808754,0.33977787346205,1.101034721396166
0.383964396758212,0.9988411181622046,1.4397350755143252
0.9451545743086706,0.6820493761525573,1.8210753250226723
0.0026900493977655,0.3125805317772252,1.0008410928175415
0.0516081849333626,0.8004209209202433,1.041885003265388
0.2965550115748255,0.3020098512991074,1.09231863184469
0.7817653198193133,0.9920153948502868,2.0458952555365952
0.5769585945272224,0.735730878259479,1.494448442423873
0.3472350999533128,0.4010299982228195,1.146029999672738
0.2269956192772284,0.1435430462419018,1.0329414265654204
0.6966665487476275,0.9078252631831089,1.8014004668826624
0.8083294388095855,0.0494431380827236,1.0405059692269203
0.9784744840951274,0.525131012719838,1.6200220476426352
0.5062466495067013,0.9371446957717746,1.563546857548596
0.7669918845886515,0.460569925967775,1.4004010753080731
0.8056400388807602,0.8130243066187279,1.8379611669434617
0.6184750447084679,0.5010140558953444,1.3455566226043794
0.2329847643074386,0.9143254921113896,1.2293064981674926
0.2562890568952018,0.0499856892653336,1.012865725173779
0.2716482653965271,0.7857587051919809,1.2298002782633368
0.2242264774502118,0.4324190454070049,1.1001981984042988
0.3571276088576256,0.941762324449374,1.3787960694135806
0.5196131980890611,0.6104949387557169,1.3547305847216495
0.4571761475457171,0.2773281551731567,1.1323826534957715
0.2814882143013517,0.7632741674754351,1.2314269134733764
0.4753068288754319,0.6591595786443838,1.3498381709228695
0.1626446162887035,0.2412446461532164,1.0397571282799014
0.3330637273938236,0.6293109614639971,1.2253447932326955
0.7987859730142591,0.8145251598404217,1.8308162929340208
0.0826265866415594,0.8799249292572482,1.0745109716058157
0.1622462010137093,0.944990620500558,1.161578961602184
0.0694387389268018,0.3825035111208066,1.0267978164642535
0.41286554724594,0.7587243923948048,1.349773477501776
0.3468343982373225,0.6483655541978787,1.2430977150218072
0.2318836742021899,0.0894810506668344,1.0208937039780768
0.6140882419423105,0.088861550101036,1.0555798081693095
0.667141521139086,0.2424902209203766,1.170996286395941
0.2284885463799839,0.748523458673657,1.1813688149232693
0.5160021989882271,0.6667812356379543,1.388631512156081
0.4229044178539473,0.9335823532682936,1.4546505548506374
0.7156942736373182,0.6850151253668555,1.5860308357420123
0.7536381642339245,0.1490380320235863,1.1166896380310596
0.8948238108706881,0.0060845277677764,1.0054544794416598
0.999520542505998,0.7613376891808169,2.01960254781143
0.1877029510446171,0.5421521164809082,1.1053366976890846
0.742845108175386,0.4293752620443923,1.3569054149669064
0.0661911192592107,0.090753366811082,1.006019119343344
0.8904780598022382,0.1768698268966539,1.1662254652006985
0.8448716795309961,0.7110566109047514,1.7511747320971738
0.8424322617823736,0.0355948194635709,1.0302889749335036
0.0514729758882264,0.5327986478643759,1.027677750248697
0.9519526502366812,0.7919022754687293,2.006862365939548
0.1951937962485427,0.5710492521160816,1.115766589468827
0.1335586661461646,0.610372223381706,1.0837975733676457
0.6700503526342466,0.0842628420879253,1.057543318974986
0.2279135124206913,0.4159896079143499,1.0979037254038195
0.5965784343930391,0.3574523305827197,1.2295665836060776
0.9394070326013964,0.6399148159065483,1.7517828445946964
0.9829687516712636,0.6661574493994369,1.83764535418091
0.5029256171461919,0.8256275297899903,1.4819335322506508
0.6385024956789702,0.2936967265750089,1.2000296881868409
0.151754545213619,0.2045467820116614,1.0313654410931212
0.6723974917073976,0.3599742779510497,1.2632884205019352
0.2641657847896439,0.5908840488274597,1.1646586099676532
0.9911615630944508,0.7504615482440705,1.989058705534836
0.7869407093787565,0.7070805734104505,1.6831364755141451
0.9831937669525171,0.7930128833787586,2.0534794898625828
0.2297678849469602,0.9139308794967624,1.2257971617445085
0.2378695925186826,0.235439240630073,1.057069200959722
0.8487713197511886,0.9744643366097526,2.141925147241876
0.3485570854360527,0.92836809249512,1.362712576617488
0.935330183245641,0.7348328733201938,1.8915744505811225
0.528833254844144,0.7348786273770258,1.446464495974143
0.1359223338693975,0.3726343743585524,1.0515191371686936
0.5058423057461379,0.8240591823028027,1.484110130791845
0.3216984842928618,0.7199237628882962,1.2509733941052488
0.825308326907885,0.9757981231578768,2.100852383736372
0.3538830887374398,0.0342263225021961,1.0121612160794176
0.967718581748763,0.1812517416367092,1.1862926295550744
0.0094432818419841,0.8320517477321424,1.0078779322511058
0.1076894401374511,0.0034511542089069,1.0003716989122404
0.1580296177732451,0.7087089978930918,1.116340266111343
0.602423431716531,0.1876759995048247,1.1174881737494158
0.0369210170939205,0.4881289223174804,1.0181311373780269
0.713787085110332,0.1739868855926198,1.129552620957298
0.2137198598501278,0.6428840389993756,1.1439917699487894
0.3351611329464887,0.8382963017016088,1.3099970428922856
0.7175601988816731,0.2410488990220713,1.1835497871351377
0.0254559515250543,0.814375948000159,1.0208749656408431
0.0678178602130812,0.7016453315298041,1.0483509976741097
0.7513673544103902,0.041991656726297,1.0318865121710956
0.4852487055862281,0.3717027884105252,1.19190623024616
0.3213301521325237,0.8395995357704172,1.2964480895072776
0.5226413685308569,0.0468467848147425,1.0246855351651332
0.9782847575774114,0.5406224508017465,1.642077214116954
0.4250083379453288,0.4832553228558481,1.220482315124578
0.9715528245976958,0.888987841883309,2.2128887832264983
0.558524316648194,0.5960831198628488,1.37448570794592
0.6855678744149629,0.6861861150555432,1.5579129585450602
0.3086307310435606,0.4253072752737802,1.137269004263435
0.506969979368893,0.4346713121705977,1.2378355400283363
0.7582142965612383,0.7787513005535867,1.735153340599736
0.3999064845540245,0.4453931846851622,1.189358172326173
0.0534963856169643,0.3651421819728142,1.0196618101756547
0.6571201313838037,0.7296680612436024,1.570691156075613
0.1749866986716651,0.5458533402487997,1.098658256634579
0.7032002369636081,0.3255543850887354,1.247842798115002
0.2191517146981541,0.7628629268972565,1.1770492430996509
0.2157155374505612,0.0626252735314539,1.0135703529432845
0.0852055527825064,0.752241526559049,1.0654944473500385
0.4146391835946237,0.237226299660336,1.1016977623730315
0.2751436474960455,0.4970475462559028,1.143291637906237
0.6582019838473843,0.2423451261336107,1.1684696909829015
0.4883992719163542,0.9083778846848688,1.5206461806586793
0.3821550731858811,0.575918519700958,1.237515097916781
0.7200316029549078,0.3971771465320607,1.316114222900603
0.0395048350570679,0.3039915054745098,1.0120574005968086
0.9960162161386624,0.8457212045830163,2.171208715335279
0.691981196478822,0.9256073361555271,1.814372093518643
0.3555638776144014,0.6144558496813977,1.2356389722487031
0.002935787266147,0.1414453313521411,1.0004153108890594
0.765782227959947,0.6074270792967605,1.5505155587186388
0.4458312427877769,0.0283804354067641,1.0127064759804711
0.0448128186597325,0.7978128262121962,1.036183454709211
0.2157753162415564,0.3167451070575411,1.0699391235250166
0.2576059563800115,0.6079581713662893,1.1652399217184597
0.4750959477078329,0.239928962606143,1.118491532617595
0.6611223897193421,0.7270679379368028,1.5723938161010846
0.9307890014089364,0.0452019017419542,1.04267188386623
0.1790849074838286,0.8795925841080815,1.166251147474589
0.2630654713025692,0.7917012999245377,1.2238066233697356
0.8342479440130876,0.7213754014360896,1.7528239147906295
0.6409690232115518,0.8821921020598406,1.6967936052841537
0.5675903973507636,0.8514036767395187,1.576038469846879
0.6446395570503866,0.3716310160628787,1.2603593114024108
0.4009389662379062,0.928393638328177,1.424956221724384
0.2368975082526658,0.6241009690527718,1.1555120091335134
0.6411704018400735,0.8729650893271921,1.6881004240260364
0.8357391330807694,0.1674321755808537,1.1467757111612342
0.536840852767264,0.0693525087364534,1.0376991218667653
0.2163691381109806,0.1008061548735962,1.021971080420889
0.9522501512442404,0.4608368724850994,1.514021702235435
0.328747006081141,0.0614230070611739,1.0203294647938923
0.2380299537462205,0.1152751774964956,1.0276922270003217
0.4202524518772738,0.1099475534024786,1.046928517683818
0.4878944362716356,0.8597889935725415,1.4876776211556584
0.2853143566009581,0.8742108717226865,1.272043014048392
0.0340689800803172,0.6535262557423825,1.0224314515430877
0.777425878664704,0.0352320889784412,1.027642718866445
0.2673264608142252,0.2857025571628412,1.078371072638143
0.9167284984369696,0.8043463303311821,1.9776670851894955
0.0794540412066673,0.8643420430964228,1.0702844064855734
0.3432440588200977,0.5157429644168879,1.1881268018720723
0.105564719469105,0.2427724339606527,1.0258490252489991
0.497430840123685,0.6989645991980667,1.39326409271898
0.9550144816537252,0.57604175345639,1.673661642596527
0.1424137285168872,0.4966626158449756,1.0724394947887943
0.0751973705434659,0.0115915831331921,1.0008719099073855
0.5176252882027818,0.7571479323237835,1.4508129588316234
0.7186378522735316,0.3962825212628297,1.31465295591409
0.5842259175601597,0.246018222918107,1.1509628640077645
0.1096826128801481,0.3319668331423604,1.0368583391841013
0.8346496129457525,0.9096210072881228,2.016449272780687
0.350922502965082,0.9236728900981842,1.363401648925004
0.4622783168729912,0.7254767964181035,1.3775824054143675
0.4040249243126721,0.3294106545571225,1.1392685366161706
0.7750776109242168,0.9940752667453066,2.0367532620577657
0.8079801516097109,0.2695093833288771,1.2348015563618624
0.8959360808226017,0.5668255005587514,1.6113242714491434
0.893033060364399,0.5145809925067076,1.5426624873800598
0.2597305688361678,0.5224545536005339,1.1421261349299945
0.5446940203300024,0.0781806862550514,1.0431977377493535
0.6524640870963814,0.0137924435653512,1.0090261497632134
0.3801518832887818,0.9566597379537553,1.41384443019273
0.9724526696502954,0.8988780428493666,2.233533669827054
0.6233084421299018,0.1464545436429135,1.0941512618977454
0.7986824314828486,0.9950619594941428,2.081148662672585
0.1165055600291241,0.0550638267625961,1.0064289898160963
0.5549085966296696,0.1972143459280531,1.1135791494414171
0.9057009407340448,0.3641035785853475,1.370494853731935
0.1827571208120776,0.5257871425430222,1.0992710402342605
0.3322046757979673,0.6960012047916839,1.2505230732435322
0.8523796396555565,0.0169527916131544,1.0145201541867803
0.3342540160909745,0.8046078901367543,1.2954278799940635
0.1518355397993805,0.140208463434253,1.021440775962551
0.2192976909348563,0.4898257258393096,1.1114066646994936
0.9948635814255096,0.1476912148274547,1.1544996218713235
0.5979539597916375,0.3636180389682968,1.2344163127858383
0.7216173022521539,0.7911074947151641,1.7050406533336155
0.5092853765000301,0.3855995976034609,1.2101357382150466
0.9661172571097316,0.1874052066336267,1.192684245519527
0.1363450774899611,0.4593063046510514,1.0639592857462994
0.9953285712135944,0.1065813570538655,1.1099722145355315
0.3598393247793476,0.944163698394344,1.3831371566459554
0.8849462430719955,0.3601175479005597,1.356561573689057
0.5637860807303988,0.2299724168133734,1.135511855264808
0.6311171288817888,0.752160366768057,1.5639348202253318
0.4654121873659097,0.0983408543028743,1.04647811827103
0.793444511320315,0.3994390847748645,1.3543698906761468
0.2624242340858349,0.1837970543077158,1.0490209402932666
0.3584428138151617,0.4915128946195345,1.1871711572783994
0.7498231358410872,0.9203452352092312,1.8962660723954623
0.6283956025316724,0.6883259716846754,1.5054114001729664
0.4245228521194273,0.4452107375186875,1.2017100058057222
0.171456057438739,0.0929286524591712,1.0160182542853446
0.9814791867191914,0.5917364852287059,1.7202027943308802
0.7032500181217107,0.8526287874116137,1.7493926143287566
0.7169528840313473,0.5877039368974589,1.4902065246248797
0.8424959903055517,0.935632121268462,2.069206000256956
0.5095516545588924,0.8681292517155109,1.5188644123966286
0.318235510371506,0.5545208357294686,1.1874973278074372
0.2084335048803615,0.1423201528612721,1.0299605409842036
0.4490299271805117,0.4982231935968954,1.2417445927090287
0.9744697665600728,0.9880088479470576,2.417795324409417
0.573053417631498,0.988046073717935,1.697925777341905
0.3498404450405227,0.2743897098596866,1.0991656758318
0.7276162185437854,0.0180411818411392,1.0131847488236
0.4406488830874654,0.34757373504586,1.161397763166025
0.4108513540595323,0.801567258262347,1.36993455880966
0.3268005521256224,0.0821189505056407,1.0270787515025552
0.3213589503606038,0.2774779507593761,1.0919016469965137
0.1417621650634706,0.7534530422172302,1.1107544023276172
0.3054818898749847,0.7245316754042082,1.2389611678927517
0.8545486837527018,0.934376530699382,2.08806646214245
0.7164649745964239,0.7259895339667746,1.6292460221343934
0.3225118382357284,0.072931155001005,1.0237070331776894
0.9818581294791068,0.8160528472425831,2.093231296656913
0.5248017603616948,0.5184806391756005,1.2992406328840351
0.4480167112469879,0.0510719442544016,1.0230569404360033
0.6312910192356824,0.8354483542054949,1.6399094862431594
0.7637357865853008,0.919171513392918,1.9164562080243588
0.4955106618532845,0.99280770835591,1.5884406346419824
0.3010907428698411,0.9510004099214664,1.3165508733382734
0.2938146179858332,0.1193614832678764,1.0354849696617092
0.6235491302737949,0.7449216734318572,1.5495891069190997
0.3257728531693752,0.6238083370255381,1.217986193587717
0.8639400225556122,0.5473372351538801,1.5613473345000073
0.0576379254439216,0.8805923781776115,1.051629003441633
0.0500896402095033,0.1209235309949494,1.0060692700493232
0.7489698503948302,0.6403884542589406,1.5709066023476548
0.7568355616891586,0.7673426669257222,1.7201646181898114
0.834627556567743,0.7075566088150226,1.7352864631256462
0.0783498593792734,0.6406093735348861,1.0510456766527612
0.1633934383843477,0.9770014495107828,1.1686075500854485
0.8534239864622947,0.4708223060667249,1.4639513026098565
0.1353272826286814,0.4905961771761,1.0678935556178213
0.3919394561960078,0.4206018609924703,1.1744357353482984
0.5601928421646546,0.6269001475971431,1.3977457529262642
0.797416877692582,0.3483723748610432,1.3061470228180123
0.2050827356133446,0.4028167836280727,1.084950030351975
0.6514698104838104,0.5053496162347936,1.369802103906372
0.6813097313898777,0.92261827395957,1.7952085373913689
0.6706849441473841,0.5826183781115029,1.4492714914871785
0.2914408597636009,0.2695478309207041,1.0806696468384231
0.426927393270624,0.3572933910567024,1.1607098048159354
0.4756925144463201,0.7428946831074847,1.4005758668320876
0.583709824212874,0.1713250737292679,1.1034526941832128
0.4939615584452134,0.696013582759072,1.3883041177191608
0.4630071019408256,0.1845415602358271,1.0879489581390491
0.9189461082984992,0.6903598315824356,1.80453721758266
0.7415778214285068,0.7837651368235017,1.7208884550412729
0.5140931407437614,0.7939608375568435,1.4724497274386552
0.8717507617024568,0.2539882460452188,1.239058084834514
0.2975657188015945,0.7040484233266812,1.2252292340227178
0.4461369896004239,0.376866854680831,1.178116752539789
0.2197234522131821,0.0458462564368574,1.0101074368159826
0.9473987163498908,0.0093470207786977,1.0088815719798236
0.942733819598418,0.5452393219497952,1.6202961747601652
0.4677267925004355,0.2193634286634838,1.106235482623844
0.8182981815912883,0.1403043448239912,1.119379474161072
0.8421115816671614,0.969654978225229,2.1219316617620407
0.3623267877185395,0.9751753288175984,1.4005022507062443
0.4838108978519094,0.437442888732205,1.2277033193553284
0.144730126071014,0.2559978465671679,1.0375139048427608
0.502173640080315,0.913225099742029,1.541351776007795
0.6041090529748507,0.3736799426883782,1.2441123570686037
0.7918326294876084,0.9411459674800572,1.9915380920965249
0.1644177213595522,0.3362896729540394,1.0563301842502495
0.7141869622283146,0.1776785688134612,1.1325002904475086
0.7009141011274976,0.0468098700135959,1.0331724911024076
0.5585299238563357,0.2293867078281419,1.1338349558828371
0.7574535145911078,0.041969870500277,1.032130706725936
0.7971866592783949,0.8048626576409372,1.81618824434766
0.3842636852110045,0.5379228074138356,1.2220003341866756
0.1928243356166262,0.0161160583535859,1.0031107905761258
0.1553415595355408,0.2248559384497226,1.0353409524207142
0.6236443491661908,0.5595782662218641,1.3949169042320504
0.9830922487059656,0.4446559081854354,1.5116987242238826
0.0964373533394131,0.8655500659384824,1.085860316603827
0.0037130630496122,0.5561800693272226,1.0020665542332108
0.956534097840146,0.4077586690048712,1.4483221972048137
0.5165239404381903,0.0408794175557908,1.0212648684736807
0.4958429911077758,0.7823560178210257,1.4455375811258095
0.1168334319568238,0.2547232656725182,1.030058374338245
0.9429354168463244,0.075673028787671,1.0730932976424463
0.3132260546971953,0.0579482080629261,1.0182613753179444
0.739992616935042,0.6097896592450113,1.5311286489249158
0.0010162914064668,0.7406411259523024,1.0007528961150265
0.8400314186657905,0.0408513031480661,1.0347134581903938
0.9029212897376834,0.9726623632195625,2.2417566694302966
0.9439726593626157,0.9282609082852544,2.237792756504655
0.5055741524583335,0.1153762072662223,1.059487895539137
0.7424447158907017,0.0326215917230114,1.0244168515698178
0.1570490271362929,0.9818314755254846,1.1625505417080486
0.8222495763552914,0.2575027922502286,1.2278097319542491
0.785291182930728,0.2146859217664686,1.1786293952953362
0.4929464143045372,0.7926964160577521,1.4492760938919644
0.5039500214959929,0.2956698943696546,1.1567902475142264
0.049382927462059,0.3891779480228641,1.0193426602710485
0.7692474293709798,0.5030263713922225,1.444253268661292
0.552517156883643,0.4702876761538485,1.2844821473836054
0.3368315291187781,0.3431538460328495,1.120216788574491
0.1356543611560188,0.0693016390055126,1.0094306222115126
0.1654084688210053,0.3606841889533684,1.0608707399908146
0.5088367587235714,0.6529501983197056,1.3736232191194473
0.7991678827937388,0.4859195985139797,1.4460726686548888
0.0223083540475397,0.2977029722943253,1.0066559980521583
0.2352592954055983,0.8126797642399896,1.20420445024487
0.6328566466508228,0.0512767534088555,1.0328056915662274
0.1231609352063702,0.2110028041386421,1.026214383057992
0.510309815275003,0.9508371710882773,1.57884407999136
0.2778427964589405,0.7238583237370725,1.2155705884295993
0.8156891052616446,0.4389222182400637,1.4065412568035818
0.0313509749837822,0.724998719828966,1.0229029402194854
0.7655366287587924,0.4611532245182081,1.4001136878833091
0.3337834647827481,0.2768701268597879,1.095351977421416
0.3476678352645121,0.604835694451817,1.226132437356937
0.4691887834815564,0.3647460906337395,1.1814877283697929
0.2600970535679308,0.1478492773954379,1.0389544952233525
0.0269526973771341,0.4128252904637127,1.0111681769803078
0.0028666825409123,0.7629065554586738,1.002188606404904
0.3118934790286741,0.6555275034326605,1.2194077386990725
0.6082993129388936,0.4816295001852571,1.3246828705913192
0.8630284415784845,0.3954038827597304,1.385042740654874
0.0917870075318405,0.6928680159635602,1.0649736424923195
0.2939107828688572,0.9043863793529228,1.2916499614357124
0.5168490818764135,0.7916016445150352,1.4737481293170154
0.5108643886426663,0.6709156247007518,1.3869562524933456
0.8943403795185734,0.4861621323203394,1.508490738896094
0.0985312763425272,0.427924637451071,1.042765008079898
0.1221043910166483,0.8414154804046593,1.10638383517995
0.5292369891684326,0.537094608577253,1.3140020640187622
0.6493476155712535,0.5426135150328066,1.3992341500362986
0.0750656590962951,0.9886397863863337,1.0760953151056958
0.7866788782083276,0.1137132408963241,1.0922052359825123
0.8473124076493107,0.2940993363307284,1.2717683670955684
0.2739705061254752,0.4160148413177529,1.1184769654722633
0.016651593740964,0.6491184815913852,1.010847941863547
0.6524590376464918,0.913854617085342,1.7441539778423008
0.3280414020479728,0.4814129993137753,1.1666985981260023
0.5469395641356597,0.7166115392565027,1.4508450928407997
0.2002128013287868,0.9464767576938694,1.2022734867113911
0.1755964880672076,0.0091191730102287,1.0016021499260976
0.0241432169809119,0.538960966633703,1.0130689369936143
0.2138963466542909,0.3725084879008251,1.0818521487462471
0.9457884980299665,0.7325826139795948,1.9009475053086575
0.6822725738700207,0.7025406785665653,1.5704711141977967
0.5646613940289196,0.0514387310840414,1.0293294278973566
0.5853891616025775,0.9996789542322322,1.727018620667094
0.1422434434454832,0.3257836120208721,1.0470676299257546
0.2092184560535708,0.9240590419456972,1.2066472584080166
0.8317792542851983,0.768273990871097,1.811999579755748
0.1569589963149793,0.157205424919535,1.024879437472582
0.9712268042801112,0.9877021676051916,2.410214255766008
0.5013214578413042,0.7053018376040708,1.4008245164956314
0.7923066739164878,0.4010580596528612,1.3554056606446907
0.5456891883101436,0.0655955567090994,1.0362270323891103
0.8686478585831049,0.3376748259395148,1.3251074048652889
0.8802431167170811,0.1578704691868619,1.1457140836015856
0.7547152595199234,0.930211208478717,1.916525087908313
0.7696984514794216,0.1289554664026373,1.1026531651406557
0.0824831150938354,0.7777949977542773,1.0655568873570758
0.7287086373312581,0.9557030813651765,1.906977623905192
0.474099945967305,0.671877484386196,1.3563768231379414
0.0718617917498662,0.7645268600576214,1.0559651841133215
0.1585290388919341,0.8821627123766217,1.1466863581063371
0.3881086834677465,0.051401598806176,1.0200829545175476
0.0377750983080716,0.372341755137081,1.0141315007512135
0.4601635381502498,0.4132640059648682,1.2030396443922815
0.7743003867641302,0.7847108583088155,1.761915744426374
0.3624129463139497,0.9808762229419988,1.4032669935836242
0.3165469536123512,0.4567398656897922,1.1519001689624115
0.3272543088617696,0.7275415748882866,1.2586158253521105
0.2451942288559505,0.2105795628324099,1.052537107819507
0.416147169056091,0.0973210649109815,1.041054114634986
0.4191862339385896,0.3617872056563613,1.1597309465488694
0.8704651197902757,0.6247220817941451,1.66419490926958
0.8766446196937614,0.4800550330162864,1.4895050485491397
0.8770222151996737,0.2857948350766744,1.2734991273387328
0.7598138334993886,0.6010257758661188,1.5386646077384594
0.3893380171976031,0.6669563540852883,1.2842777365073623
0.5993631819226387,0.8287623001783148,1.595296789914879
0.4750694207404995,0.2336801968957012,1.1152802345654271
0.0416173167385724,0.0306764905415273,1.0012772167527708
0.3858808549220199,0.5885922177710101,1.2457304297387006
0.4006463913745123,0.3453825984753809,1.1450675971013848
0.8981278895148785,0.1207535324150969,1.1125197847736847
0.6432268428285781,0.3593705186891341,1.2504548771289938
0.2618628832385112,0.2318360377520697,1.0619631657931616
0.1212300870959046,0.6820111339360556,1.085023525149075
0.1714452870166635,0.0622698949157392,1.010714007157928
0.0519968992292708,0.635817482326866,1.0334289303593007
0.2979348960332983,0.5202250556325798,1.163437076228533
0.6311622726972415,0.8218783917178587,1.6271874143788545
0.692728062648752,0.6768223134832764,1.5557013796651589
0.5753009044332306,0.5151381622908522,1.3288448800058277
0.8449963807424316,0.0944914043142337,1.082028068828296
0.5964219164838901,0.6625175775268527,1.455080123836594
0.4467235904829072,0.0815737403352104,1.0368890038460092
0.6508250024448251,0.5583044254816185,1.413433312260187
0.2989510350804991,0.1017971929806486,1.0307442497345918
0.3620294491301125,0.220888659950318,1.0821582147266076
0.609715213258652,0.674710625441383,1.476757745090797
0.6590851841701557,0.7695595451530026,1.6104056143543244
0.8261412627655427,0.5441470189428543,1.5287783909973034
0.1679818515601111,0.3274144354737616,1.0560268358370726
0.8600217832633966,0.4739276116017955,1.4716704913658547
0.9547567328116878,0.937935754499208,2.2765512178679064
0.7075006242556668,0.1562239191118963,1.1147564747446104
0.7903305526088172,0.0435492893591925,1.0348177907073368
0.563362000781393,0.7632110847466571,1.5018966400702574
0.4001191054568365,0.8850164078794321,1.4015044890940938
0.7927368927440732,0.7795950400448062,1.7783593413497625
0.6765005369383906,0.2027042497272509,1.1436979444912647
0.9906703048539952,0.6925051172490271,1.889443444132875
0.6540185248353094,0.8190914132791007,1.652154160653831
0.327068408817156,0.7857070822389366,1.281055145703507
0.5143170255662446,0.4319661641433201,1.2399362347096117
0.61316747833072,0.8925760374462073,1.6694234336986924
0.251269772712218,0.4740412666333535,1.1240370170247962
0.9609220116150056,0.3806099522562023,1.416514686157576
0.6278451953190828,0.7364097800304955,1.5465902548246897
0.1794962613252639,0.5365586927526641,1.0995047218493517
0.4485824382296848,0.8399855772249456,1.4309276960119115
0.3855157025814459,0.3643069900229096,1.1473440282124194
0.1074784508909573,0.8495240816646009,1.0941716635819274
0.3022033465008282,0.3168609840852484,1.0989136566302051
0.0256015919946646,0.1493533872185358,1.003828564223127
0.6273475637215647,0.3025787136697127,1.202644124459337
0.8111890714140086,0.2060219047839542,1.176981952595893
0.9003408110667692,0.7774076191295047,1.9129274622354409
0.6828004705289901,0.8550951058199161,1.7249486965871554
