omega,c,d,k
5.9474691253950605,1.9381025140014247,2.177881154281149,2.708534436456834
5.509089139183405,1.4336695534377148,3.552538476334921,3.739508657260149
4.934336757075632,1.5995099395827037,2.408393274532382,2.7955482668890035
5.082140793977161,1.8579473081919904,3.9568895511717193,2.617592124982264
4.487265975572634,1.9660187430470253,2.402392263183015,1.8706536679824104
4.202265860354603,1.177889480802183,2.319170462631165,3.3004457979245965
4.621221716902337,1.8741579887156723,2.143883327982298,1.9830893869611053
4.118663241120996,1.9354805187229756,2.155931152940796,1.5507761253372976
4.508013850225809,1.9587845752788549,2.186807101126866,1.7979839565487172
4.158129871500576,1.7653196923674097,2.853453053054364,2.0823087285130564
4.456362895280812,1.1666005750154074,2.5764870258189694,3.6201234659135446
4.671912212122019,1.5349478956725766,3.182975214252239,2.8792201380283027
4.430029860379676,1.4685719554980952,2.9025934474851707,2.815697387589214
4.238916795078822,1.1646978349194357,3.2366599402743192,3.5076823556309726
4.017970005605718,1.448502796503755,2.4615197885886246,2.4628244062071887
4.549549639159477,1.0692370189993432,3.89358026122925,4.177746459572552
4.869346130770271,1.14539759894964,3.5442379913681146,4.157793034952282
5.21823512856815,1.0930141588550613,3.2266318250663977,4.67383279020796
5.64929244758158,1.6585209951910251,3.4680321279930992,3.2835577794937607
5.497152963241365,1.479047032479374,3.441204388227157,3.602818904137811
5.881820302990365,1.5185136174057532,3.572192673886068,3.7722448003062654
5.062396519190806,1.9867743738206785,3.0199237981272686,2.326015503491763
4.15972880436625,1.0493545504292192,2.414463792589056,3.74445598723778
4.976737795975168,1.43092348935461,2.7269932788813005,3.281650501199608
4.035147692250965,1.1946992659108286,2.691746550593238,3.16948321413432
4.987237231890143,1.3633162695473175,2.807601266105244,3.4828304188400376
5.701806447685328,1.1224211233452697,3.7059878327574873,5.008687645007734
4.6089765448988524,1.5232687285595954,2.09062659380162,2.6261817144995105
5.356993071761066,1.0829116663017524,2.982075727286633,4.833363427024285
4.008533908320177,1.273044890244103,3.098301366145826,2.981049044687847
4.358531578200135,1.2227137358736255,2.9394052026969018,3.400638292411325
5.885772900216351,1.5658478084011265,3.2667517676551854,3.633736865592319
4.226847880244327,1.1167374513248594,3.64972507351117,3.685819891655548
4.319038230585811,1.4930990494291758,3.9629082721191367,2.781918494003894
5.602004643435126,1.3149250050807422,2.1073373936242463,3.990977353262634
4.167256898677084,1.9837692766379864,3.5636520583261246,1.9067466477639292
4.979767623754702,1.366372048470721,2.842426384591437,3.472885503594154
4.931330988278079,1.799584652223818,2.032624953837142,2.26278553886606
4.905762358175171,1.4744640135246327,2.414886060838483,3.062272209018094
5.388102077526482,1.8584654424961708,2.6294538146633206,2.641591767601743
5.993025101948932,1.7725426183044966,3.018845225918219,3.216894489526484
5.835362458544909,1.9797796730817436,2.4706857856464888,2.6590997359287565
5.942422542637663,1.8614578261021388,2.258744368126071,2.87343079203681
4.893347307382342,1.855632366931499,2.963409737233293,2.4145445805494217
5.096313116273459,1.7019342543913614,3.466508421596223,2.853988601119529
4.597429854737123,1.4368132322191836,3.050550150406829,3.02948196146414
5.712594692610471,1.2657929820878635,2.379863678505972,4.315678806452559
4.570315363224752,1.624159791783836,2.7010423888579105,2.562331358970386
5.442989870979758,1.2386353514757982,2.538523802159773,4.216478157699827
5.394500465746991,1.720390657976599,2.3784442008895934,2.843848434030891
4.511914626985631,1.4718614085509598,2.157311283475507,2.697461123501536
4.29416248866441,1.482838660595567,3.833442913236668,2.777527464121532
5.052586782322774,1.8264741908492332,3.1361697032468707,2.5785632403265657
5.339770466746277,1.5977758420234769,2.1793839008212563,3.0151355834547595
4.556071478636572,1.9414600526511063,3.9609271762249874,2.208627336085112
4.2061213335276015,1.3359886502684737,2.474976883321673,2.881092923838152
5.449950167853442,1.6720590436167495,3.520948949937817,3.134920203468125
4.026435034368747,1.420526068462563,2.694885868282629,2.5836423331893683
5.791726539285236,1.5194759391884052,2.096009212638064,3.504599896438572
5.638898446018017,1.691040102446643,2.759527457346908,3.134215785743443
5.654916824534,1.2823658643630318,3.097755054652642,4.291552070852108
4.76774036096722,1.3025004957485302,2.0486249080745957,3.3237397765839973
4.806846969346501,1.3993422322156717,2.4440726290932693,3.185516201864935
4.653690920502918,1.698648340806202,3.4340053483597,2.582382601573227
5.872416762020379,1.6482662787347255,2.2239564571347934,3.2707722144339653
4.950002114656915,1.08005646567422,3.383523456736908,4.488057327093594
4.427362073561083,1.8259964491527283,3.936332936737302,2.2895097826627566
4.986055908697615,1.560922423931849,3.587391528310809,3.0719134373046884
4.059751870738587,1.1866790625401924,3.790730474487413,3.3192034628434586
4.820996720514904,1.877969424761844,2.006634812738713,2.0344677046523474
4.573614172272662,1.8086507030365908,2.847741599682222,2.275417004127464
4.002098433780334,1.1743755214195546,3.272930337517642,3.269878375884284
5.276137850362946,1.6057465675124356,3.921927793879046,3.18664855731738
4.733366037642687,1.9938455483727795,3.265124708648855,2.170266509147708
4.95216734941399,1.7979175584949156,2.470172306053509,2.44318734297361
5.390354593828742,1.6116241335056034,3.3607929160637493,3.2113897819792827
4.433384350535615,1.7222113600222233,3.513712536920002,2.413980682737036
4.733516346587134,1.5021659828353358,2.571275620693213,2.904617148583935
5.565936268577787,1.5470107450852777,2.0039047214588788,3.2383390716360507
4.138579738304813,1.185938628721165,3.4475734849577973,3.368633437692262
5.832084071123171,1.0288101292548313,2.651679199775474,5.543578577491464
5.954884240358054,1.5226978539577845,3.7723448175313417,3.821044883602411
4.682128727529037,1.417721281587811,2.539377706577707,3.062098966550081
4.13743360853122,1.732132987986693,2.6308140387358794,2.068714041649266
4.508274706343846,1.6068019472237416,2.4430942255654067,2.49372033358244
4.560058928789835,1.3828397564505952,3.268261525456711,3.1543952494731573
5.165790907940104,1.3818518522412702,2.4294603467877103,3.50753396795235
5.521148502282499,1.369433848387092,3.284921331426434,3.916628373954948
5.933479779800331,1.29025065936377,2.4363389445402044,4.414219157969566
5.557079874998598,1.8027639425633997,3.860739343638999,2.973189844834104
5.348619058856793,1.3977705207095563,3.873117853298859,3.739578714952744
5.459403450699701,1.0072696780681851,3.890187242617343,5.359501138232864
5.553027933104051,1.958394639010488,3.476614751297849,2.687657505609241
4.522456509001034,1.2909835279089346,2.265947155283368,3.217074475983372
4.604965462712547,1.6831316953465274,3.1456645569275405,2.547157995602493
5.303705669858941,1.9115368167151676,3.851300101444382,2.651956430331106
4.226813042365658,1.7981706313324186,2.832105543502144,2.072416257524624
4.900598835489608,1.1998925296804597,3.420732934854932,3.979600535268836
4.911084298949436,1.5918343552440215,3.395173358502297,2.9431430381602053
5.768343368070489,1.900575720917549,3.969131840260925,2.930025535476411
4.532338911968661,1.7257360037312537,3.051230910620633,2.416084015237596
5.494840049258755,1.5258879241758594,3.7750189167028982,3.503596684053889
4.279062551906092,1.842246169147958,2.0193931488712007,1.7247877797802649
4.419270593640461,1.9132461732272248,3.8747351058486745,2.1628520542294862
5.294601594848777,1.0996741840157052,2.6100603862802108,4.661820612902019
5.36637118310115,1.1671001646708143,2.2711899616808973,4.385044202028562
4.262504582307465,1.252343487057911,3.4880359496345825,3.282290091069894
5.349617785709591,1.8173663102716853,3.654012782153285,2.8152520788549364
5.734406761025043,1.7700285026790898,3.848807856483692,3.1352124205818326
4.679397941202069,1.2514807026353698,3.983142969862183,3.654956273340365
4.336669414127945,1.788209418198324,3.4794458810988687,2.250801091978282
4.317529450925127,1.0916926485451013,3.103711333664445,3.823170496904794
5.080278241436615,1.1492569748610857,2.247214567483029,4.193606900740233
4.162627011361306,1.806366752796533,3.526002050092057,2.125207481803438
5.882940776473053,1.181929137642892,2.6642252334914147,4.835711849692443
5.810361415662907,1.0279022799446065,3.710404384079996,5.588867483371344
4.887317566189732,1.680431842211291,3.345714400458699,2.7526194264360933
4.914594025838028,1.783447485746664,2.460944204646077,2.442143347141402
5.2584549540719845,1.3860383551282969,2.78685704299742,3.622526793013578
5.7394661075568045,1.5087115457068356,3.4907830976133933,3.696231160204816
5.860504266557345,1.9329391370491635,3.328546665833863,2.8812633480961187
4.197353193912233,1.2310755925857295,2.1557753511117754,3.082368838070954
4.855430430710131,1.2311381164283568,3.2519222015165674,3.823702071948822
4.243062423444528,1.0897299653325572,2.673026524293421,3.712067667015161
5.23333041752607,1.2444473258284692,3.889371387074545,4.127043323158571
5.3376275288788815,1.003470520289855,3.983605131919736,5.260380415961627
5.699367615535423,1.316799217490371,2.4644922030185064,4.136221582495746
5.575689382383233,1.9938039914081889,3.5163719618832685,2.649955004257949
5.3757513394647525,1.996103162548484,3.258335334294883,2.5146144144873843
5.679150392916456,1.018528354118065,3.4472796919004063,5.500860844786077
5.059478998894386,1.40841942596674,3.606577597856927,3.485099978712477
5.80241489133447,1.3585700448432627,2.884714958447436,4.129791553884578
4.0414409849529775,1.217605493121659,2.623514351369699,3.0956341365272078
5.95866534625825,1.1015331025194368,3.680311817079813,5.341652840251316
4.877778775149358,1.4563122147780798,3.5598087036968677,3.231048465653539
5.423928100640573,1.1736045089263445,3.128122116482059,4.511156814426181
4.984346113612359,1.1889744351883489,2.9092705648935158,4.050671669451154
5.623278423931454,1.2227582839074782,3.9125916265085694,4.528208870240554
4.050611864823247,1.840137616625159,2.283319878679384,1.7182708964935889
5.213395696480975,1.1370750326510124,2.9205182404306083,4.456943836530681
4.422638655901262,1.3962564645358593,3.9082911934805313,3.063804912098378
4.509913867190099,1.7393973507491278,2.162169887183496,2.1474333575064546
5.731549917643967,1.531861087534935,3.552170533873306,3.6355302542222376
4.047740997436025,1.2841348113261724,2.4406445861790926,2.8773168778114333
4.387692312233919,1.616448217517823,2.959362077524528,2.4982069458502814
5.737729107770483,1.3454124564805352,3.3663893089402848,4.161302043294626
4.178088358693989,1.934228586284139,3.3558974613035324,1.9466858146563888
4.5284605930057,1.4497684722830293,3.48687601192787,2.990813040752672
4.734188284469543,1.978796936269108,2.08680349309787,1.8594230903183304
4.501534812096562,1.7812900480207512,2.5471961008996127,2.205714925141013
5.4464795540934485,1.1304829660403763,3.723010437565327,4.743361218206595
4.388973059037888,1.8945842101482704,2.786037464083068,2.023624752436312
5.584569177126991,1.0146440152017249,2.842580944029996,5.391866933136725
5.6756734368142645,1.9668975475578605,3.193895132983639,2.712775838587104
4.174735959752752,1.800914510776073,2.437115878841058,1.9266552346698864
4.010905395293582,1.8197599055504556,3.694355865742896,2.033433196045477
5.493159864640437,1.3751006612108485,2.796268435177783,3.833490676246907
5.735495949590035,1.5775007085471784,2.001262621575881,3.279457269816771
4.358555596149881,1.7700906689527978,3.5137246754029943,2.294273672858312
5.191437415002155,1.4834729614836333,2.508794366607899,3.267801619675401
5.953631784944387,1.929170771950194,3.498113021282183,2.952544483815084
4.110686763201604,1.4170880126655794,2.4636254908308906,2.605478879196009
4.630883025194322,1.8931649163573288,3.473119655613004,2.272715465778117
4.611443723468209,1.9518310952349096,3.999733322465549,2.22824177521114
4.507299432108143,1.1330989616740514,2.254142895126547,3.725709442583296
5.038186320783209,1.3580877708675558,3.965021218109381,3.624165241723686
4.6433406592147,1.1953983741612206,3.4531314615372044,3.776299941763282
4.387154171502777,1.1340378348359184,2.5274580364996124,3.6634900193814928
5.532828032093202,1.3363321166270514,2.80983562844053,3.986487073514135
5.511670940548359,1.2393579926104104,3.7315200160378055,4.366779901740239
4.64278796373037,1.2831347704485865,3.7122977420181575,3.5179609127760827
4.007525954224716,1.4449747716200705,2.8295061738561094,2.541478736604239
5.461572459601273,1.6963931429003174,2.6187173475177765,2.987659224513476
5.555902117585904,1.1232227660522311,2.981656601902322,4.8328722626159415
5.016248271746426,1.1954898215152614,2.1547778221343226,3.93453449297865
5.885153322265028,1.203957513056665,3.446246291119195,4.802419120138356
4.53381430625139,1.2740749463200645,3.847062742848789,3.4635467608629407
5.995551905784635,1.8318113591308036,3.129318587179133,3.1152508967982526
5.236038655535774,1.5414380462651394,2.1492314128543475,3.066261764058118
4.456646610978537,1.444173633912072,3.76044902844406,2.9707136282193387
5.077125479672144,1.0229239658972924,2.5188410986796743,4.804081767810151
5.147594112610033,1.9657224907108,3.810514490007949,2.485508051460537
4.615833253495089,1.8361870231561817,3.151575610270659,2.307723483034515
4.605867328176322,1.4227200728443714,3.451067720211246,3.106743506737879
4.651544571824532,1.7025513065384692,2.687466754332715,2.46938685148896
4.151241286483822,1.3979397943625658,2.4831262747661733,2.686542383554233
4.053787680973837,1.4257343429513307,3.5657312492298043,2.703348326731481
4.009126267014473,1.9153152219048295,2.452673211125169,1.6555344325328554
4.171765908724104,1.177699258205437,2.8555370705420606,3.3671224486382045
5.524785151665252,1.0626148187479092,2.892743347842182,5.084545527506778
4.417758117435979,1.3442692808300605,2.364730004854184,3.005864426452548
4.276456161947144,1.2060847139005304,3.614763282094847,3.4375714278925766
5.202212605204881,1.3344497452968969,3.5862501257741397,3.798696028330933
5.353656530223686,1.4217536826116757,3.1299701546525798,3.629294400831815
4.74397855319031,1.9597514894664307,3.841745338740327,2.2783966278333847
4.0423315383077645,1.0840942806548752,3.9924526929176034,3.644790119516904
4.034102969725774,1.5310737915740251,2.4354110498179766,2.2974477603231622
4.626870794132269,1.0160022699903104,3.664639097293172,4.472579666774836
5.603826765768827,1.18050536965075,2.32467409931764,4.550542302046914
5.7129017527182695,1.2565790291984344,3.9424994001254623,4.47601519265254
5.729052490256374,1.115869075456704,2.4156336612518885,4.966714445110645
5.748387440509484,1.153376681113184,3.9463573754167856,4.919975576968644
5.801070235936269,1.1134173033833328,3.348658396216641,5.124987959966775
5.461090055903212,1.9009972171301903,2.299226041436553,2.5269996998686284
4.324284230882839,1.6439368146106106,3.308631104369514,2.4530918800140813
4.68062970276185,1.6296874765646514,3.224253509202031,2.701775475346861
4.59649300105928,1.1887672892010792,3.577710573999281,3.765576798939302
4.022843393871048,1.2322510676398588,2.4418177167196182,3.000419974109421
5.738874006614468,1.8979722754156811,3.255434337597002,2.8655539399866474
5.078816610328807,1.903173352981533,3.696928743936746,2.529686799316484
4.877782848580003,1.959464242202728,2.390488847939605,2.114167522766148
4.954183823315328,1.6931233963084042,3.291995403799281,2.7660668092914857
5.403284882742933,1.412555575419359,3.2279821755741414,3.699302803699056
5.709746080413268,1.771134413411128,2.403798257196649,2.9469796861086195
5.420082884564726,1.533951127844091,3.520946249278247,3.418900864381053
5.87612537323289,1.8813590135370435,3.7285846269371374,3.0075461717776717
4.063657580292329,1.7077083666567674,2.132070155263257,1.8685012346059655
5.569631016509502,1.463085692298448,3.797933531432629,3.715812802114014
4.243132352769367,1.1938551664547454,2.749375059244329,3.3654523693113028
4.678033819420191,1.710145857892977,2.927223423475603,2.5161293230203587
4.15835634516273,1.67157359123022,2.930686335708269,2.244881129506249
5.125147119491697,1.3819009932547153,3.0121370814169657,3.5590926602331936
5.337618968472551,1.0519280368222086,2.957036035329081,4.961659834852817
5.782036392352683,1.3583990327366129,3.901213652215597,4.179638155625267
4.0646266071056045,1.326778420974163,3.77129751301071,2.948098914406723
5.831384497728544,1.2515423450812622,3.742098502985391,4.58310117013308
5.904877961792507,1.1192054985627424,2.762652151377244,5.151946906590353
4.147154696685176,1.2867439570304806,3.695140251014573,3.108824624847778
4.1548212537157685,1.602453059601877,3.8542852151092575,2.461336449410939
5.300065744678352,1.930581602970608,2.8763107595045168,2.518694079291872
5.136152062761052,1.1672207111990789,3.757357298393361,4.320159648644496
4.59296157615502,1.847520232411048,3.5975225973650984,2.3275897294479164
4.727370492987315,1.054412841431042,3.890663835878779,4.410102513172245
5.468552327962079,1.022104442894481,3.095991788325047,5.253179825888952
4.1084200238863815,1.908750624148566,3.700921980502209,1.977955104600212
5.795901299852815,1.355032967606944,2.791051495765833,4.126554321179839
4.715194122070439,1.5238189624963716,2.3612808373215257,2.793695097374169
5.3118628815727975,1.1485880835877071,2.5017676377611977,4.450937430206999
4.192364635595621,1.2628606446078563,3.9537272253227354,3.2232401798327937
4.806081286434782,1.0786873304094566,2.9751450126058545,4.328553409123702
5.062952391214263,1.418736871565595,2.200695289856672,3.270666788423368
5.926913196445835,1.9373945318641053,3.3920558303150337,2.915654659614214
5.105055013507947,1.1227180513437207,3.3177873670394717,4.44736492769232
4.808895002124196,1.5692630083229546,2.97669409440733,2.8769537648438743
5.111441846680643,1.925058541184482,2.9741026821611194,2.4360533880332507
5.064521846833871,1.9066880123133745,3.5342461745566,2.503036344784682
4.119016644618879,1.97651565015482,3.1062233242579955,1.8221044525456347
5.490315547325933,1.3529813884984896,2.1271312044902198,3.779627985356196
5.319211873469799,1.1523170127575786,2.462319480870057,4.436276885949383
4.863314144880821,1.0542173947565792,2.908409884371146,4.48495506982154
5.69524680639083,1.506702254089779,2.634596637495932,3.586927926815585
5.339306614231246,1.5402799781289531,2.2584410957727075,3.1751037711808703
5.9037678179103095,1.8397267206321235,3.0182153828918463,3.035547832626903
4.213104529381084,1.0005818830327882,2.3089643344590334,3.9847659524391057
4.310670414199088,1.3808920441636157,2.7786750496220103,2.909718811673171
5.949848650838241,1.501803576724693,3.9948469341947352,3.882967119462072
4.170199478059893,1.2835007702565604,3.4412597913311016,3.1181907027530498
5.581950987137281,1.094060999016358,3.6253198388166297,5.027916431880491
5.44620139550358,1.586172904314441,2.120835123597752,3.097580559408974
5.265091319919016,1.2177142806282322,3.075096856652149,4.201320368888716
4.331833951855734,1.518080354520917,3.5339028597950684,2.7114817976536028
5.385889811468822,1.582003899704252,2.6256774999269714,3.187295562685124
5.493873811124085,1.7163307178092,3.636668349267497,3.0821682616033343
4.698368611579322,1.63036396857541,3.925865209382856,2.768456922846531
5.874355798118315,1.41161855667923,2.2783549486621304,3.926346323507024
5.976238357908303,1.617034992238627,2.379072253798804,3.451838434089131
4.253237343664489,1.8102028505884336,3.23421881943938,2.139401584965256
5.437042808356038,1.3962942485728604,3.300656901231201,3.7757898013277473
5.018829237358307,1.475723797435121,3.4249160871052595,3.2748910031258465
4.65899896748809,1.3232089239600606,2.1157059359542747,3.19255934823111
4.121567197246515,1.061631141362028,2.883596917627392,3.726296207466953
4.760531052215192,1.729660135450472,3.422392367148576,2.594702125009509
4.311629394802711,1.0474200144123824,3.8522642059670575,4.034837245709431
4.28042617126422,1.670245644178086,2.9818505017652592,2.3361693899911438
5.328964596271579,1.707782518499358,2.171147575469361,2.764627355318346
4.042374600426776,1.5346072824160677,3.3861841254204106,2.465350836129541
4.22128130215448,1.837800993101456,3.7195240259598137,2.1359900277571806
4.355170431678778,1.8055375691493916,3.136780033173085,2.194366518281104
5.516121851594827,1.0107929371168929,2.3964883924983917,5.297431267623806
5.120041702615682,1.7585294555538278,2.8915937332553097,2.7012439011393714
5.479547171992949,1.7850545890657732,2.473540085442942,2.7946083839732263
4.448590012496772,1.1058425402256404,3.7897839545002383,3.936468930580192
5.264122396181947,1.873532468825823,2.3365354976872963,2.4671379320349547
5.097482018596647,1.1205035750383487,2.931827183037369,4.421279665447737
5.111372493515933,1.9137331831637412,3.139286058235929,2.476325506866678
4.434437898788747,1.782099376901071,2.226173862938188,2.0494493886011447
5.6006994798935335,1.086003722312716,3.500229810241314,5.07846098989446
5.218453850655279,1.3109783399519763,2.9659281772515165,3.8370629892176336
5.435010756429236,1.662931802415332,2.829262462936976,3.073924560751625
4.14190529101745,1.4020060945816477,2.102659457633716,2.5486009008592987
4.489646495071765,1.8904042784394648,3.1772887887358445,2.1593536912731524
4.461244640505263,1.5555988246863004,3.444755259014979,2.718990287020431
5.717193826934391,1.1317460658930734,2.2781002070915903,4.8597832719675615
5.836103345448024,1.132353648428879,3.01276281288965,5.047368981104006
4.204034519352399,1.8030177775441605,3.2744019654157226,2.125120956776386
5.48298621020234,1.2674477558423525,3.613199548952192,4.237727648597233
4.691004727815769,1.7774485202577206,3.1781801128056992,2.4470711441255943
5.200009727473681,1.493665284354477,2.0317497380803395,3.119148424234544
4.369459827258074,1.454257279911369,2.0580421246232183,2.5879383969757344
4.360364891867153,1.0638308003635375,3.986595442784664,4.022270094841668
4.548814142094005,1.5427001380071164,2.8213136315117486,2.730264631574541
5.279391994900516,1.5254120875362442,2.3376598013967778,3.18938420099832
5.678529952744833,1.2487947300051985,2.668668559370488,4.392183180917742
5.889953731209003,1.7384078736976156,3.6850022455839264,3.279118260989875
5.10637992225808,1.5128678280730266,3.8445624499022935,3.2748892537669896
4.137600402067124,1.8671938741555385,2.117681221779636,1.6460941314085713
4.552407834764646,1.781153827530884,3.618667233493121,2.4039122086418203
4.264230775475243,1.3616543296418069,2.4158664208329825,2.8488978881182483
4.63651400739024,1.4225551059349466,2.496949035499347,3.006650536841688
4.066927221805728,1.808189671541805,3.801118436553152,2.091812699409992
5.765671350799835,1.675346069203305,2.8651438698735463,3.262132233524231
5.455995131560011,1.8597072115875584,2.5203760479910717,2.6558297873150605
5.1917892684998685,1.5974184139213932,3.621023641265996,3.132172394880639
5.022063130429239,1.4321713958633295,3.741106537550466,3.4045730483798198
5.788606065635396,1.3690032430234678,2.372590298977676,4.015661294813808
4.473068944412742,1.6607785786280334,3.4427618858695315,2.534062967473128
5.231085126100163,1.8096441932882052,3.116391475328319,2.709194967079809
5.35073518390135,1.7556371293773214,3.395673914919953,2.9039290472186807
4.805540581994473,1.6158354361419254,2.7050695260773905,2.737893320134512
4.23439403656513,1.7681466138576687,3.02239195837297,2.1574828271260365
5.450308975581248,1.2400451349908908,3.5865259102749736,4.307081431630109
4.462987424450396,1.936583902031528,3.653876614419328,2.138171674392634
5.037936893710857,1.9709669693245784,2.3116059744826414,2.1648303993120344
5.137672638721486,1.826515047887406,2.452518851680738,2.5042220364375507
5.016319455375824,1.1820002146508786,2.2755958543928063,4.0130976204237285
5.118310427746251,1.8154622479091012,2.5257912225170465,2.5300852753631387
5.883346732403314,1.3314929604841632,2.4191800951289704,4.223469486823256
4.399940717372817,1.9176456478125457,3.692596929909862,2.1308844802021363
5.6704924481722045,1.1448703164147287,3.782579835003904,4.88282437119344
4.324571863545792,1.6152631258022696,3.5727841043825244,2.528801657304588
4.505394962099143,1.9751944643194013,3.6824889460972257,2.11544284706018
4.706894332110873,1.526920922141627,3.49479489892912,2.9486218686586736
5.384170148817125,1.3994736386772135,2.6884768601965328,3.665527982447382
4.334760846996206,1.2255390960151709,2.5799900527759623,3.3208133455664663
5.74928043137719,1.8222712645314405,2.793860027301635,2.9478226110380663
4.498689592679995,1.8179587525697325,2.086525567685168,1.9638116507398196
4.345626543539512,1.2528808067148811,2.305602550003436,3.189653769742447
5.6837357319778405,1.5682846948356337,3.403343283726288,3.5046451572035533
4.913034417559261,1.2677252222408426,3.4697845530103573,3.768224130625028
4.506171900537328,1.357888786049005,2.7792598663987587,3.120063006553628
5.594164934345222,1.531655562785418,2.765470060439148,3.4712040615577795
4.255199024070702,1.9464174941708328,2.7984408576949846,1.8759149400289277
5.108758378284553,1.4889545020576629,2.0709867670737703,3.0775520582315057
4.784509783260711,1.1500681097264225,3.6214294175185566,4.068744366905879
5.910569060785947,1.9490368168662773,3.522156829418619,2.898419668049497
5.017990834913627,1.7372178180757754,2.472159252316194,2.593964398324727
5.574196724496954,1.5034533571454125,3.1392807843399515,3.569984609375561
4.870595541652565,1.9380223044275424,3.911824107038005,2.381405603578519
4.322072724235684,1.035635135283647,2.982382763352723,4.038226401537212
5.83715442526662,1.7908549578705588,2.727482045035873,3.049119643847025
4.1056589049894425,1.648113159857063,3.713711093165649,2.3430943515771974
5.798218309766013,1.2805067295980177,2.4232009938386527,4.338497232316854
4.171189730554067,1.9957734845737385,3.1389267585765475,1.8347885865375464
5.602765923456151,1.649596170586988,2.035640754381588,3.0255734891630746
4.527084358679714,1.4230709580455598,3.4890255687688283,3.051118544052123
4.505772584434119,1.1860332144566663,2.506411679947623,3.586299033373377
5.739969419811127,1.1292089819700657,2.8524614367869523,4.962428114688802
5.746159422802528,1.1172744690583651,3.876292653977976,5.078755092134957
5.779406826467646,1.6129782964898154,2.0529743674062884,3.239853448990204
4.293909510766976,1.0976133306765554,3.305842389036465,3.7948615057982953
4.591124162386988,1.358529535486051,2.653612331108694,3.16532567371742
5.775549754824745,1.1778621317902576,3.1020904482573544,4.797694510260876
5.447032521111368,1.858195080103195,3.9989539839003,2.824124437915025
5.281046700060211,1.7863322214368116,2.617565872515418,2.701779403238193
5.364205558468091,1.0262611789930092,2.909130196199496,5.114166620072463
4.582703208883503,1.735302265319802,2.4764361726545587,2.316214448751876
4.026572727477745,1.7247085012086916,2.5261096836212142,1.9758239382796587
4.381827422489868,1.0973778269703942,2.5105661446070777,3.7918544473480207
4.318186866420466,1.744510031085075,2.191975556200503,2.0181629108813097
4.111529536064623,1.5571789459667085,3.112347262850566,2.439810559091088
4.029194233101162,1.9646657327432104,2.839069418277582,1.7266824853683849
4.52705244042578,1.3258242034737626,2.276716225660176,3.1232798253578515
5.679992739052994,1.997839843948646,3.148861580971526,2.662262588207629
4.491449626795719,1.7006650693811054,3.7177518799176914,2.502157638695498
5.523148505196016,1.7692280875118267,2.9915110022751743,2.939843881357592
4.008266114225541,1.55202615287774,3.0114368238013194,2.362525122165741
5.971692087949833,1.8014954017883824,2.291493623601425,3.0180560130910155
4.347692540222885,1.736313308449421,3.804678417289157,2.363916554345676
5.139227628068527,1.495435236712922,2.135475100770009,3.1058044998919754
