q,epsilon,r,v,c,Volt
4.703686299212327,1.4094140053153126,4.132769792445725,1.6986666307382574,7.061458782468225,0.0846159338736871
4.49764349280935,2.453130734040866,2.345233109182958,1.9746984620765151,3.2901031161335026,0.1556032232712877
4.578543587897402,3.108401980067906,3.2539764872896466,1.426005353796282,5.102039425958691,0.0499954157033408
1.326206350093457,3.940793738123232,4.696928315212772,1.3082707498732886,3.275140527901017,0.0094941903479301
2.905151834681581,2.561886370374627,2.76082741468038,1.2245895055352105,7.360057027042231,0.0392096862462399
1.862693453044264,1.2470298985047936,1.0540804807794943,1.7802487217886624,9.081378351340376,0.1402628300117584
2.1817583119803032,4.109670526103539,3.528708248172336,1.3532376910130406,9.982360278724377,0.0138497080395204
3.085825348737144,3.1412997016460777,2.848732315087241,1.5864675609895904,5.843445609736863,0.0376676094072183
2.2345145035916927,1.7714163341128648,4.369205238864683,1.6910804772287795,4.675153900062623,0.0359945402124629
4.990892055111878,1.793480640656945,4.108647739456506,1.9646191561041508,3.371853862692396,0.129144203473389
2.0786929218556347,2.6161297308053526,3.754081240289106,1.0554815223536425,5.386386179137471,0.020947702346961
1.3110427935086753,4.517023774090635,1.734100038839078,1.4008616493920445,4.294434314537868,0.0197675137969039
2.3673370287380826,3.734328971965551,2.894297462765607,1.6754393770394125,5.340687062227183,0.025397343467608
3.647521055740344,1.575014495407983,1.6063160765120403,1.466599841208359,8.212051556737807,0.1396731770597703
2.955038691904732,3.0049295074261853,4.278680438030023,1.5236023030501882,6.898564728790085,0.0234742907169827
1.3951503745412803,3.0269000199321807,2.127211958998749,1.6511520650378857,8.268084334991054,0.0215451996273367
4.8473002493621005,1.7888806877788674,2.6568848012086907,1.6905908308333046,7.087550758440038,0.1065817743839699
1.9514723624634347,1.1653947110587506,4.073844608040966,1.1860128962553471,4.809455039256607,0.0434159768341934
3.340039163328296,3.596405778057836,1.7573341750737312,1.9902176991048668,5.515569780365581,0.0657970677821804
2.693082575561992,2.6440953692852163,4.745928814948238,1.639139201270127,8.788440950690712,0.0209937336013129
3.0845664783907605,4.844614600145853,4.33911971077619,1.8488300458655589,8.454046665591875,0.0149451741733411
1.9506436085434924,2.127516984029148,2.8183762493407523,1.711759979230076,6.376066402163845,0.0353884724320918
2.816085138389257,4.9507198913253205,4.248786047715051,1.4447763435725207,9.05723512994368,0.0126757418943017
1.3664987952822425,4.417570248067962,1.1069303850737189,1.4630551747676033,5.719620969849501,0.0298815770777629
2.480708253552113,4.145741982798578,1.0517394220861709,1.6920038541736242,4.348785278376901,0.0741084182712123
2.0923932763875035,4.368610268514633,4.655297271128035,1.7592060261836555,5.448329364478214,0.0120915759858879
3.928664399197948,3.0866265637819734,2.0576831072274087,1.8258025106102205,6.541448416518543,0.0682818406842615
2.3402451626923355,2.6829814892596717,1.2536131607283107,1.2773347774292148,4.587942360094886,0.0767327071836677
2.058118853206329,2.0937839668376386,3.39637632187797,1.3430612634737136,5.897033776049516,0.0298233292352261
1.2744990124744595,1.190951901089313,3.354068850380407,1.704489205138458,5.488589028438976,0.0368265955919472
4.837527519486866,4.887700703351301,2.731534155737061,1.2971635760996534,7.898010390774532,0.0345001029919803
4.845064546670653,2.183268448849728,3.138169659304466,1.9426755063294856,5.4192624470846384,0.0877189116317774
4.405680585279947,1.085866509031122,2.8161682457116988,1.0463656038895142,5.895619749889801,0.1393871142096324
1.5419119537024777,3.657573537674869,3.099289201136717,1.2129436108052192,4.372685680721466,0.0149792879498035
3.5178654217109537,1.9957862208866528,4.12866170051845,1.1864870051372876,4.703099013145802,0.045436587453839
2.2692344008689598,2.7663563850306128,4.789559577590595,1.2680932809071723,7.750556681224229,0.0162951592565061
4.75745160985978,4.605976073392324,3.567414471153433,1.4187026179291389,3.970312769654426,0.0358508673776891
4.015737203341053,3.1324206559088297,1.4813560154521217,1.1603428539808491,5.419883960793696,0.0876280344266074
4.423584287984903,4.178241857276301,4.106081947163781,1.5835073012669452,8.582065255430226,0.0251609192497131
1.8138382421323744,4.860939185682099,4.328075660637712,1.7305880270703715,6.011985555703346,0.0096339864820846
3.498463370043968,1.0257114764875783,1.0556070818920555,1.6723211711814554,4.600044775206672,0.4039912342588162
3.3369845657054054,3.433313328507399,3.87953645755444,1.0624296236242656,5.076104270509948,0.0252138651828447
1.0930472102053388,1.588913825101268,3.701943933526784,1.771522030456233,9.626258518678377,0.0181227782359389
3.831870786478441,3.5239442944070887,1.4657672586235235,1.8207731594206729,5.5765959701104615,0.0876538560309609
4.497183421440133,3.69376663690603,3.963939405936609,1.2311240089008726,5.32470200504096,0.0317926342378562
4.5048464312607095,4.097520403756036,1.9734906624001152,1.7089851450970188,3.1808119431513813,0.095806552601115
4.519839587756044,1.0415101265082083,4.939803164334128,1.3179680853807534,3.2608505034762425,0.1173341380235316
1.2033146205211709,4.224132368588919,1.4377233027097631,1.8376592684937676,9.105851404595704,0.0197538002633108
2.3655805227666558,2.5606059335131284,2.5201565568094355,1.6876738263668616,9.51166322571452,0.0354638445867
3.371341302415651,1.8266719251633237,4.233257837365473,1.035945915939425,4.247448585563491,0.0458857067448323
4.962558883079273,1.235704252166026,1.602793901928465,1.1729602270443895,5.961469738731845,0.2482313194132254
1.851479089572381,2.6198402328720984,3.1462292950978203,1.159746167673242,7.592518015854301,0.0210975221863142
2.7648204049624963,2.604070813302916,1.7749187330160714,1.8679857272842677,7.351316806741219,0.0638184818932833
2.249275021292513,4.942818506393571,2.3066943160701467,1.647839329660263,4.355610680058689,0.0252525390843601
4.415225457028068,1.2543008157937932,2.581372208033527,1.0250541168489733,9.18280067209093,0.1221506086083258
2.3223778387867067,4.179036765764456,4.146127560477161,1.9620744066970004,9.177632587211193,0.0135664087376261
2.330803538316086,4.997951616915279,4.439481100591193,1.94799432156527,9.468862502056057,0.010524497735382
4.338055010424053,1.8144364261390928,3.2270223577053843,1.7083281054939072,5.264721119157082,0.087278461664553
3.4200058781882308,1.914290946559832,3.824775039445684,1.096696833077037,6.998797884348097,0.0440778048309178
1.4766557964708746,4.045425873204088,1.067401067999587,1.356281614945155,8.218484746872004,0.0325916023981275
4.928732299850331,3.072923373745273,1.9320338732088995,1.8657427790019847,9.29473330302304,0.0826544095356538
2.2877420592080706,4.597042709326686,3.2827364429983,1.0901452554080389,5.705690207472904,0.0149130969155679
3.2792852653998312,1.58105714136605,4.393515515795862,1.3775526461446148,3.005762011630785,0.069351194515651
3.1170725088202547,4.419473859748585,3.9019872205349873,1.9119161961240287,4.993673661283215,0.0233078561789856
2.2988097051037566,3.654089224262506,2.037006245968133,1.1413086538011712,4.814424481005707,0.0322130172343655
1.262269101494014,4.804342456609142,4.513632393132408,1.8797677330894071,6.595975839567838,0.0064784041991378
3.1620949929217823,4.6288325276139695,1.2384209212120956,1.547174158877981,5.808278348665584,0.0598343486224886
4.463694159774307,3.205168575415392,3.402976682604521,1.3399042218779034,9.379458678525967,0.0379944804325594
2.975948053698265,2.126972390920588,1.87510332163721,1.933509023494559,9.69390815360422,0.0741725600247436
3.5573566262185468,2.886465050446594,4.88047196525146,1.0872551313032786,4.942802266991228,0.0257618256070105
2.5538449397697733,2.2361670516338497,1.6530139407411726,1.1655199699104903,6.301034651280954,0.0674577409619672
4.802656031814507,2.000061043188414,4.669988879842254,1.4141080814188596,4.685925746539645,0.0586028627311969
2.307315004672758,4.765247297326374,3.579828220340832,1.2477095080887144,4.97506504371711,0.0143663796228632
2.7004028845614507,3.936199506371495,4.839249734372,1.4243056721162597,4.606421447817483,0.0163309426910362
4.724699398866832,2.1465264201429006,4.944591125041708,1.906972578191945,6.830934297957858,0.0491431663763028
2.571072657152378,1.0157672403439837,3.1843422402719552,1.8706644272137012,6.709927251207778,0.0877059683057034
2.340129828315523,3.033006463939619,1.1640349941987989,1.7221765879342965,5.21972630309986,0.0787180905118743
2.270002946418498,2.94365523900562,4.089548871262858,1.6585943199732522,5.910342598732117,0.020859280377504
3.333567792922121,3.565501213014496,4.710078112671048,1.6587391608084685,5.944596940473607,0.0219096473597132
2.6579594060879628,3.3113646585672303,4.075075533021118,1.9571605491815127,9.153641582009463,0.0199374460729187
2.9948775101149314,1.5672095484934223,2.9046753258375904,1.070034221933149,4.683827326681511,0.0678550425380361
4.944657896416096,1.7549099230846674,1.3348232493514645,1.359766991502095,9.308085179627104,0.196712925830724
1.617572918180613,4.607059166586154,1.3805527636048858,1.2682406505634454,3.325946662559822,0.0327121551671115
2.704845764217254,3.5634871081533035,4.527594742873077,1.5497874943837826,4.00010163572421,0.0217790615633956
4.797700723078485,1.0089096780533633,4.245290894965203,1.6465145076642904,7.957419641727516,0.112394266368709
3.202508745125245,2.9185142710687773,3.002748472397452,1.024522352871216,5.291347309082974,0.0360629397338247
1.068456165466987,1.112978225844958,4.713943093709537,1.168140061150231,8.03487711698875,0.0189628960225031
4.270549447669767,2.678084180685092,1.7673005095565335,1.055342470429792,9.6313059958533,0.0806383290170876
3.7048092431843,2.6679161024286486,4.8339354986585175,1.74299718236942,5.4252560954549685,0.033681303408555
1.9276651313877096,1.2750358082910642,4.310443044767032,1.502024257847579,9.267403530050457,0.0333098622486663
4.427016346516302,1.574553789552104,3.4188875748205416,1.1308825700414775,9.99641217328738,0.0737901529571947
3.987934477872448,4.579232340660047,3.9411822861017423,1.5077087540375675,5.642482137285304,0.0239959213437932
1.64111389969122,4.497348483992444,3.564906452323478,1.7727387549084552,6.472522109949157,0.0112181149256267
2.7773417009898766,1.0580900843546468,2.696429832528344,1.8123239069762251,8.980097263076445,0.0970519931842256
3.771406290349424,4.794973783286947,4.15032492959566,1.7458729601677034,6.758173192017928,0.0203337444627065
4.1454255357659004,3.7554072683930633,4.043476186074056,1.625370580009545,6.728830737747275,0.0286432436551117
3.232713476255781,3.973379385117172,2.855074167142454,1.965024610682978,6.061846613003905,0.0335534953650797
1.9611866399645184,2.5064161296450305,1.2607428638116316,1.0432364175809663,8.026989037548223,0.0567666400098086
1.0802091551335842,3.1486296347916203,3.1769736797691466,1.0522234419207717,6.924894367098306,0.0101330522337119
4.351528782893496,1.3804001720961034,3.0373746280637093,1.7108501078622609,7.494789034177282,0.1070198517459165
4.127796372005269,2.978096647998645,3.5748277446827124,1.5370949800379248,9.642435424888602,0.03670540085975
2.7604870478995043,3.442513172864063,3.433316371318256,1.413187103648244,7.982291826461162,0.0225843622120684
4.992987245127216,4.786212142135348,3.954513401523304,1.177290605006735,6.466771066832552,0.0256649289325014
3.0613768386960785,3.725576603144748,3.852619177689301,1.092006544742136,6.371460389981187,0.0204836496215048
3.706935166254061,3.009956853520137,1.713160538371608,1.7468142512209814,7.741381026721118,0.073876691106781
2.202431580697371,3.928112971886324,1.07246654815789,1.6690468504686922,8.782549489156327,0.0513643676918319
2.4413636339460165,4.924509814716705,1.8223076580432245,1.7945996987182014,5.614143475071784,0.0318207136083998
4.67214875911983,3.0215181627836074,1.529931417093151,1.9163941987745463,8.997214362276818,0.1021960545122361
1.993282556040684,1.706088364526761,2.147780246723349,1.1193357922029703,4.592977770140768,0.0572370083572411
2.40264671340608,4.8209200881412455,3.971068808811217,1.474674900002684,6.660865355368667,0.0128269942706805
2.018716259670964,1.9882807494898271,4.370991053243852,1.172702793622778,5.842482319799794,0.0231264420044412
2.8878356075654392,4.257101471257715,2.8319151382476564,1.566358621824793,5.148220055397683,0.0273978628368526
3.9300807813900978,4.412300631107028,2.8483909075451304,1.6705892364388089,7.090489615125814,0.0325545613864538
4.004747708642109,4.168506569512056,4.961897037549008,1.311592171787782,3.6007065042072117,0.0242357965316498
2.5765584766012024,4.5904298099040775,1.478013736864272,1.5810667955897293,3.6259722878935503,0.053585780037983
3.433250673370742,1.3407797356080469,3.075064639774238,1.988512191143984,5.641735362815325,0.1023341225869507
2.2042150089883155,3.488456903335308,1.9974484088505735,1.971933642165717,6.843898419896724,0.0353618170824166
4.478297842455316,1.6142247336171436,2.1866867819837963,1.740247503549195,9.479230486522598,0.1236635542668213
3.6024367074105563,1.778296707359749,1.1748985315057665,1.9374283782816928,7.397033811613488,0.185899514884254
4.3135992523091735,4.136672426826189,4.044441128354245,1.6056023171994285,8.421761866115265,0.025350322641738
1.7665441321786068,2.2512644140819265,3.050250391735068,1.057640874834307,3.4165049571056256,0.0296504826435018
4.193547043804108,2.1906285440727555,2.0913865286462645,1.561861939497088,6.112576557700542,0.097839295581519
4.293992802233786,4.173954396608755,1.043716804433311,1.8532051084132344,5.064035188888226,0.1237087629918706
1.3355826493980318,1.11090748345528,4.797271538736593,1.3056925302052598,4.784346005523472,0.0274283777673708
2.078855144944537,2.932377341983393,2.546753086880585,1.5456022563115397,7.147474939611388,0.0282635737929993
4.736909652767116,2.053858834784584,2.8060665978230306,1.7507378159429376,9.234260945961593,0.0807072798994219
1.128671125070047,2.779506717302858,1.5159404220710786,1.169284629858056,4.649098387261157,0.0284787173669492
4.676167017813643,3.993638552795459,2.0777022278325914,1.2431219553552677,4.131115746229957,0.0641503746143616
3.527049313626693,4.40119894636516,1.648387465940418,1.056760585687043,5.116750921003201,0.0487574114361873
4.224597125328247,2.121502485255006,3.995250699386799,1.655436594930512,7.128429044545122,0.0516602895653358
2.543226593231295,3.792717271748918,1.2343004835223952,1.264177245412058,6.170656634577332,0.0543707377047623
1.356404439759472,2.7461830366469187,2.337337800721476,1.889697559063336,8.68926995719199,0.0214896856872362
3.537729325650368,1.644456488758033,3.806091243556135,1.840075109839126,4.588043263321919,0.0750981026135585
3.3089594572986,1.9160622666468528,2.6016931054347308,1.8081787431057248,7.630596769758831,0.0692262839063023
3.81479047370517,1.5348241511949017,4.856372581402431,1.736377833286285,3.2042566767528893,0.0889052258268794
4.497165640240441,2.048241728380323,3.8680217992472503,1.5197929653361393,5.5627610380953545,0.0621511243364507
3.200024176699079,1.608502246103357,3.194241195931092,1.6662539386384143,3.227427759366721,0.1024611644940616
3.3453670341265487,2.5302813295268782,4.327744692003323,1.8040272583603931,7.334677146047007,0.0322409849549535
3.77874598141456,1.5214537698078736,2.324112589773288,1.534280399662365,7.67979749984244,0.1062706281650137
2.387903314749128,3.867437102708544,1.4846869836732894,1.5297611588106586,9.332126097161764,0.0395824847165834
1.33953767561702,1.2174464307197872,4.45559937173585,1.2658786005141829,8.635681627168147,0.0230265999764546
2.904724862123607,3.5429381225675414,1.6231254473826424,1.936841376220921,6.481026086570067,0.0573280642064479
3.391140099060531,4.413294686124468,4.288112507223229,1.2310236859119126,5.255501087418232,0.0186213604513073
3.0838344539957343,3.4311640117317346,3.851127661235334,1.8955435374279324,4.036161237818044,0.0350171820376909
1.0064137393684702,1.950032090848186,3.364072148962954,1.7041440742764715,7.245013021148428,0.0159632356637218
3.685095766080412,3.5673255634857566,4.15623908550652,1.1537279586785107,6.019631225147729,0.0244682022522097
1.2500045154621957,4.20549213583898,4.611674170678317,1.9821760263533823,4.200345364947935,0.009712176812379
