mom,B,h,omega
2.470543805556578,4.981764370523511,3.405968951034799,45.40931185219054
4.697383610428648,4.054556341789295,4.660395257153386,51.35544305067457
1.6910739613765178,3.765392977702073,3.827696055104261,20.90476694662212
2.7085460305213767,2.282329132015582,3.79776438164958,20.45485198984803
1.2258413961610946,4.3558914431993205,3.6714754664306097,18.275975388158898
2.61976602715697,1.673079705361712,3.140493809114022,17.538443966543724
1.5060481118699318,1.5804880212738852,4.286563107367002,6.977995687977167
3.4552167857579783,1.9079467014988205,2.802019967991688,29.565156181959026
4.820987461642362,4.027515550688632,2.923899558650812,83.44890498126219
4.984081357757819,1.8318533592081716,3.970838597140807,28.893719845724707
3.544900047865845,4.114490718009391,2.045334036727388,89.61190291166453
3.683447590867437,4.36809543074852,3.0549368181283967,66.18418789649321
4.470777968265685,3.578796138776101,4.529059331129112,44.39375860440067
4.839614978123224,3.9248032378047535,4.7919816941653925,49.810788310879765
3.244919022854423,1.6649465297796562,3.810183409018999,17.818376710703284
4.697363980648939,3.989215135075189,4.188029480047575,56.226597752636
4.212026331132927,1.066852447849051,2.309739743272288,24.44793894332991
1.7683470137649362,1.807950281081392,4.182817281558953,9.60494642670892
3.4989101460746705,3.917462913793757,3.444477150482601,50.00624442506281
1.3258359608238657,1.1235124569395518,3.7199482036419034,5.032000290148641
1.4899501067981542,3.277411854440704,2.54800948144834,24.083054594061046
3.233123171548622,4.4204202122599865,4.056343822006711,44.27523865711448
2.90559793725519,3.1287966786384955,4.327526096001378,26.39872968666793
1.2859904713549244,2.50726938824514,2.797839515606252,14.481908971119893
1.497440752109703,4.954172356535117,1.1586847387812125,80.45727824815597
1.1357083109626305,1.2548864867359772,1.9484070300350007,9.191818127590867
2.85498831642604,2.811952286138315,4.188491554294076,24.085990041972646
3.5827060278674936,1.1375218942541987,3.5742531686932635,14.328327250873825
2.254229709446562,1.9041772499147556,3.568257075342686,15.11677920317409
1.157346276106625,3.7239814034988714,4.601252932796238,11.770762010308736
3.648087604189621,3.618347063685556,1.495249759969786,110.93577010210863
4.239807037343533,4.440557565252732,3.86266047264612,61.25011725311644
2.118007242272179,3.0290050180240327,2.5279257168635505,31.891356295102103
4.028758229839627,2.332567254350955,3.5752246164462567,33.03025391767012
3.3170173797925373,1.8957933613123883,1.9819499650533217,39.87088932897216
2.3587808408189725,4.70539478036091,2.40149983442766,58.077907533549656
4.443149426403823,1.0190849947827734,3.8174858023070857,14.90506106378697
4.52687033862272,3.3934935526862384,1.7156093551126437,112.52176660570652
1.1400881743846432,1.1129059153659626,1.4018025263676197,11.374175301906282
4.042910396680924,4.460335172938773,2.3544964933771846,96.24394744664303
4.156917124259088,4.557548791847533,2.513609088234859,94.71413973050342
2.918690355791144,3.7427295110340872,2.4110940182664025,56.93406371870631
1.99155396518414,2.548858389062518,1.8913488987990528,33.7268669561721
1.7875125048063871,4.265433299146468,1.602972201923378,59.77177000433102
3.333708317024593,1.9159247089223417,4.124049874879887,19.4622027287174
2.740463256414744,4.425687169734781,3.879062980565196,39.290515707254464
1.9049490719001847,4.959086608875838,4.9561126920681975,23.9526602202136
3.347242558639431,1.4890281420137672,1.6957526281930186,36.93494492281985
4.732346265168356,4.566706071465871,3.811717797880654,71.24734714736682
4.153077103949245,3.776886782754804,3.967218287259242,49.68527836839855
1.888866023270637,3.817889888847566,3.6028726659750863,25.152751726320705
3.360289529262164,2.867902341435151,4.286297265360152,28.25326442459958
2.4879303785991618,3.584564428783992,2.3788444150633463,47.11057872192855
3.4551547608134427,1.2611063003178384,2.817399905938577,19.434822045604133
2.8745354277973214,2.240101036822272,2.8029178991297914,28.869200696970573
1.358423433396327,2.805238206076284,3.707282367872045,12.916924118012972
2.6617095151171584,4.339952609623577,1.9688641456906248,73.72924015189155
3.1836192418047227,2.8692084256404566,3.205529702058225,35.80908937788804
2.345310524149385,3.372687367511923,2.6773219189189112,37.12664529571536
2.122330929545426,2.0875841678576568,2.480647198890072,22.44408780710794
2.338027767863029,4.300899950637378,4.370522001402797,28.912494151051902
2.2621664809035407,2.4078712258186603,4.90182635145278,13.963997480967588
3.0988111571345707,3.5805515909978003,3.366034576138882,41.422502986486464
2.0267200178835334,1.942672525981242,3.549387793400226,13.939582544252538
1.3906190181777918,3.175125577279036,3.4864225870906598,15.914716567657322
1.934771626918752,2.4819587516773,1.7172464163523735,35.13998038711213
2.310894537022327,2.982126714852845,1.816203153092708,47.68169198190252
3.892027925848856,1.1271271554563866,3.2632774260741217,16.89292011193132
2.436741896113076,4.0000157582549605,3.8918275863474574,31.47222913872177
3.0702804019243186,1.1362871567277817,1.2024335204039245,36.45985421359527
1.9453637348888075,2.566719543374097,2.102829910018208,29.839047193480244
2.0857154091813808,1.523635218350183,4.819612152845442,8.28578815941022
1.39204258416451,1.3557897315813658,2.0955979349071088,11.317402549247287
3.197815317035199,4.407014984853381,3.6025157271081985,49.15886919030883
3.2480823380574297,1.4664909784282716,1.2271172186420105,48.77870199664676
2.949721633996172,3.7799026758737,4.4812441108398335,31.2660424388116
1.9809860313787888,1.4268848614911789,4.373321523843047,8.122108747196043
3.3928908948259515,3.629019150011732,4.363786392372552,35.457289601471075
1.37889943278453,4.402685334431391,3.612416486754997,21.118462084287668
3.760621447002384,2.199395550444544,4.691998224186212,22.152104198933632
3.2740082962836072,3.786007381265419,2.976806120102897,52.32636256062005
1.2279917965898326,3.535556451712395,2.9251355254135274,18.651643813291667
4.376769666770889,4.729873197976797,4.315336420676905,60.28349113961708
1.0426010618412165,1.842564836202884,4.117465433572068,5.863012819348873
4.684357049713017,3.9506843236474873,2.0626557351138124,112.74711420398847
3.6607786052860014,2.53226754491857,1.1648118548657656,100.00855112536904
1.903285111090672,2.964759606473132,2.3077542114152463,30.726539171090284
1.7030727478334513,2.753206390829311,3.34391285868658,17.62085109452493
1.7960313048911003,1.0970820325819028,1.4476632121261934,17.103907154086162
4.694817092880444,2.5271881068213844,3.94610949770274,37.78304697092328
4.145301441426183,3.899293084533254,2.3349219104812566,86.99203700930201
3.887165152081079,3.338950211078137,3.4473183909552247,47.312010495825234
3.5141911525371854,4.43289690945051,2.07640261990212,94.27820569162056
2.138474117688921,4.153879735839154,1.2444657540246935,89.69842779978006
1.3516676240528245,4.348489935579465,3.187906585563671,23.169286391354916
1.7823280182505896,4.425203442524585,2.752806959119543,36.004350622268305
1.4517043231118685,4.846875864435856,1.8818648599008605,46.9852452796512
2.269407953360248,3.889252578091011,2.743580907276634,40.4269346950372
2.652505534474245,2.290160645314173,4.461899112262726,17.108516929344574
1.740973513525223,2.991415122564387,4.04383237258217,16.18398876148073
3.5899311034600068,2.336132945720387,2.394180479812949,44.01864263363037
3.8788519267919535,4.681980487784328,1.2172511325578497,187.4832516191108
2.642574653833756,4.739553905741028,3.698230593086158,42.5579411202559
1.018556168732863,1.016235258252264,3.732160811633924,3.4852084446613087
1.2770137687721128,4.907268607388046,4.875093162283564,16.153340765973322
1.414356453930406,3.006339981997986,4.476490450326427,11.93628475504595
3.576539468013677,1.7990279739249386,4.58774741296346,17.624276734156314
2.706392457796281,2.9679384338051453,4.168620306514399,24.213813136617787
1.3738427188755349,1.1859811433965095,1.637067117478578,12.507144836995415
3.647953169957464,3.3972304539864604,4.006550420713855,38.86990816926347
1.845464100895258,2.518535909914559,1.7595157632498504,33.19483016611249
1.9703877452905825,2.4843820035756585,2.983960713606842,20.615165962670467
3.00437295485464,1.4556288248812217,2.154928424062447,25.502426541043857
3.4555629943162707,4.881151988401065,3.4514386649528115,61.41166177210029
4.910182966995731,1.691968451817302,2.245569479146718,46.49147270910395
2.9112921568931163,4.440817935085586,3.277166263010181,49.57470600497637
4.2874570944742585,4.526081250236271,2.092280999613443,116.5499216230331
3.227357965614723,4.124735799561538,3.688153469990609,45.3569824693277
1.8506520887352689,1.9239421389079343,4.090240928355691,10.939003529612304
1.7793241449392831,3.789002314011624,2.2235771967568083,38.101107087616
3.7335073709455058,2.7336342867963306,3.716957895902988,34.50481064801303
2.795893964569495,1.1777161225735058,2.185772749105801,18.930678238797206
2.7101908509176145,4.332380607817563,1.3770437673871276,107.14911743099914
3.9144260481005615,2.663827920220789,3.084009508771514,42.48820803766083
2.708204824777976,2.8475871574901666,1.0583708460492045,91.56521697699266
3.670978773412039,1.699536510357496,2.5634321299730702,30.58443152496662
2.950185351340384,2.4815863128047657,1.6868242106721776,54.54045110435951
4.160967626428478,2.615685845741869,1.340996966897746,101.9910323274798
2.2411414179637568,2.4859015653441183,1.8498048177727169,37.84749561839941
4.847859715257305,2.3996022522552547,4.928638365663092,29.660072994827583
3.006184246931633,1.206797915156847,4.260719986941413,10.699833420632164
3.555281130032088,3.710743765707567,4.364869963210602,37.98161860119518
1.832872887589771,1.9236020123702944,2.7328396130665498,16.212249904294353
2.829504075781756,3.0188172563142355,2.96193194359784,36.2394782372825
2.200804029811488,3.507359282520725,4.108324827418491,23.610583407398163
2.318503524401456,1.7290217768250926,4.865848788809963,10.352839446798226
4.655601218953867,2.632367624554852,2.4086079680278027,63.93903233582622
3.698939608507692,3.266476282079952,3.027628164133562,50.149207851073214
1.2303189870828453,1.1298141440724212,3.081969563733795,5.667692142789385
2.134790320192125,2.755434257337114,3.314100694512807,22.304343390339227
3.740419204434313,3.752818158049924,3.28609821313226,53.67933465285586
3.650797813232778,1.7357581761344458,3.343784716166316,23.81488874739305
1.9811457543724584,4.394176286443171,2.192038496984213,49.90632507235233
2.773291567080633,1.3954096949992725,1.8777980204497011,25.897524597326765
4.115045682291052,4.097786222575411,4.40907488201727,48.06028567801411
2.9069724741249217,3.0189492038338117,2.352458739155265,46.87967307504033
1.491537283541045,4.955363922100128,3.919518228354294,23.696643986511344
2.7572474406510885,4.912493413128313,2.0799634925407986,81.83364109603981
1.2167239148126527,2.2362437129787813,3.207513737433572,10.659884908199214
4.997243340402536,4.7226800263142685,4.991603439467701,59.41400229055313
1.1087960316908316,3.730190616267163,4.087117667064338,12.716728846227213
4.1446723543268895,3.023555712258984,1.6017082788032937,98.3183594667001
4.952754103353942,1.7988995844936149,2.289921475192713,48.8925807800486
1.7052312996462913,4.270272486575805,4.901923494897275,18.66733060283004
4.131884615209955,1.2867259707856733,1.8391379696968984,36.327022690982055
4.990101015649613,2.0883341542526304,2.9414729914916444,44.51991510569066
2.5279128516049405,4.662862780219559,4.278948781056457,34.616847028890454
3.1300667214216755,3.584758487892057,4.316153918639907,32.66829263599383
3.30866977029219,3.270701828593866,2.4184062629952234,56.230893240095845
1.5150221227689502,2.2389942395496063,3.9120789388705504,10.896178403006944
3.554113893479632,1.5368121283919214,3.2557836385032006,21.081739754745765
2.748456055098578,2.862766121339447,1.5499336685916787,63.79276378554636
3.7452956137524103,3.005930575751504,4.895693761091357,28.897526342963182
2.289283204392901,2.9998695597738307,2.7195820555873738,31.732887369075996
3.801941016670303,4.751134111730547,3.905878043587127,58.1157503764758
1.4915050888678674,2.4788021083564686,1.2119923035940778,38.33333445870184
1.6803094829489311,3.527344592251977,4.209625831559999,17.693083836952855
1.7898967243828694,2.998496073118211,1.1591318195209226,58.18465905295584
1.7296389573784563,4.08840006376818,1.88313358936928,47.1886528273286
4.61191186069215,1.0715872132388315,1.667461066554178,37.24454586609233
1.2985563656106804,3.513476228145716,2.14463762073062,26.733373680227206
4.908674802837957,2.9211166159727084,4.710748172933217,38.25014906928659
2.3038948799073315,2.6594072719315838,1.8431366975339256,41.77340046415895
3.97371892217832,1.4804463443849576,4.0392998364717165,18.30179086629446
2.136468678260361,1.9310283092807692,1.5703184629678255,33.014695647080124
4.63189832943617,4.413364799206309,3.844500451808009,66.81881856609417
4.918423228430717,3.159555786712989,2.9098674567492,67.11020744853253
3.463256330902931,2.415354993887171,2.796596048132448,37.58769817709138
1.5305166604274976,4.606690089317007,1.256513203757803,70.51310928135014
3.837056604748075,2.938565381527747,2.4713717174950696,57.333090894853605
3.576391201223545,3.024688453251012,3.650022678433628,37.242597836712704
2.967756993267692,4.205974833220134,4.8530145200709605,32.32163191060897
3.0793795827809705,4.091029242784025,4.898796741128219,32.31589985150362
2.669592230647589,3.1013607232755707,1.2632619548544373,82.35949203933095
3.376560264951849,2.432125333701199,3.1399285433958,32.86628040297053
2.608163709444252,2.551527935544827,2.57269179043984,32.505532030482456
2.6046418771820514,3.4706214837439604,4.73707443851898,23.9803172509588
4.479543165210973,3.839276445365668,2.917054672256931,74.08809113534332
1.179621677802723,3.5455924533852,3.134749010870509,16.7663546872164
1.783924437006112,3.711601786824561,4.334782537353991,19.194658009021005
3.0346518213580738,2.466255255691373,1.1981003266294028,78.49889999418747
4.270076806469285,3.823194520385975,1.881568853844336,109.0314607121715
1.4090766102850505,4.69378153879067,4.380023581562313,18.975398000151785
2.325213217181186,3.4758764567319966,3.969194908747032,25.587894606906037
3.13502567584617,2.0783799172745416,4.699407863105024,17.423394264912265
2.895413310063167,1.591344400824421,2.45397099445364,23.594739442973346
2.641312810438514,1.2124252084974767,4.085109548750545,9.8510143556337
4.751307629128048,4.5840173511104005,3.111644494049268,87.95879967772689
1.99373201570637,4.691781611768453,3.774234371346573,31.144801723648843
4.32237291991437,3.468619397407737,1.7055875594595804,110.46246400873837
1.5289109511541286,1.6142712801043029,3.987400846713025,7.778192351402731
1.1393076710697263,1.4389653525740806,4.120029793536922,5.000355321542574
2.990607266334921,3.503658071223959,1.2751601072721113,103.25860334039484
1.183032158542196,1.6083755965130813,3.850743336431884,6.209395416889974
4.244667220205064,3.905664358835769,2.5808725745636623,80.7201327388081
4.744119353199487,2.9541460768568006,2.749056924123723,64.06394879097111
2.4047902144669724,2.8408605781226584,1.885322378259366,45.535630859995095
4.790935728066759,1.1279370216334,1.650471585268105,41.14404708809744
3.0130265305471915,4.697800056998801,4.90669619367727,36.25084880173728
4.756712416391128,4.425081392133373,4.799015727919381,55.11703533202503
1.2934053423160958,1.8983784434730784,3.1982061081305666,9.647634897798111
4.526816397159667,1.8459741981215296,1.1478042155990047,91.48724618994233
4.7012709971568425,4.813550184679376,4.834405908503133,58.82305040694622
2.253917923317217,4.173765821397523,3.414054290180104,34.6262624546689
3.2963332536058503,2.888672894670023,2.7736167530120803,43.14126646069803
4.494557603222164,3.9488038554535287,4.517727383360577,49.36763886547065
4.856312818458374,1.023678363534951,1.7492493417411712,35.71316357604161
4.821525095873125,4.454243440450728,4.856737879707875,55.56784821449115
1.7909967650417205,2.4522643901757006,2.8823429706384456,19.148127066562168
4.261786350885835,2.5484712669347998,3.841444365432056,35.52930660474993
1.8090695265351384,2.9055314263899,1.470016107437024,44.93333005296353
1.562422190825932,1.5269888610584816,3.622966284491069,8.275225537128248
2.5192240454802737,2.641493408657059,1.7515441177739026,47.74249458122465
4.142236320340616,3.124840047503555,1.1950953617865991,136.10371116070297
3.0104875616144477,4.046894591948663,3.194039786787716,47.932300368462194
4.993996382337387,1.766847985606002,2.046847749361312,54.17160877953671
1.1366589681907358,3.649953805566041,4.067815348511219,12.816403863710269
4.15865917065941,3.460621027657539,1.0915028594322136,165.68849652841794
3.3341955135564074,2.284898861556657,4.566394638496457,20.96498068245417
2.6151093214105656,4.921242383096976,3.3651785324536485,48.05807364652348
4.799889784906759,3.3458804354571368,4.783399281753985,42.19052336123762
4.9535985952024895,1.9486821717759328,3.568792557309836,33.98993882041881
4.460515360719002,4.884962087400284,1.5974954057957325,171.4022359172413
4.322788469212084,4.071260426873538,4.285206666155634,51.60965552983235
2.8820024466311422,3.531382747506141,3.973773675346393,32.18443368532902
2.841867010417603,4.097480824723958,2.845227474012003,51.42964786901178
2.31994464280788,2.870662386048556,1.8653591975681356,44.86494421694285
2.854402337448368,1.8629881891008155,2.1374585669139057,31.263489386238344
1.934965367597272,4.7974781323660025,4.167215087411291,27.993045328792867
2.062364709981714,4.556332917864932,4.433110693001749,26.63680959430505
2.4351397202683143,2.2799127425677264,2.0433401617662894,34.14375672728016
3.947991397176639,4.555383766755858,2.76367117829041,81.77577376351888
1.1798638313837069,4.761901764090393,3.628452002319479,19.458116595505317
1.978500542852979,3.49035784976974,1.8999028719313455,45.67563501496482
4.462761520514537,3.8984420184825104,4.53983194570244,48.15760127139993
2.5345693808616288,2.330064518947852,2.339608037549263,31.72041715390106
2.755254103576135,4.060963870067596,4.353180452687772,32.29936447323251
4.909785692048983,2.6343600419294653,1.8792344000748076,86.49013531591274
1.2277818810811056,3.5486502919887286,4.419980014936742,12.38722372681992
4.242645498716135,4.063043693050218,1.2645920693445212,171.29616809280532
4.011605308249074,4.319236155058928,1.4658143317154155,148.54431915803178
1.2017658710652324,2.1831261850178394,1.803651101718708,18.279151723890973
3.7624227332372016,2.4024544731563,2.7873220633883413,40.75167535035418
3.7228805707777566,2.137726797934202,3.298654165608696,30.31826773520636
3.9161457346074258,3.8940583807821296,1.749893024165574,109.51148487186585
2.844939425854216,1.9594931713072572,4.519251971455834,15.50101319966153
2.65632750754154,3.0445724674319923,3.704847579495655,27.431367209733416
2.598550225745927,1.7473511453778243,4.898444653558506,11.648311151102506
1.8466239121943464,2.339491331259235,1.7587672608467777,30.867495010539013
3.786589757585897,4.265895581076435,3.494899263712217,58.08094559751122
3.5257673071514204,4.234336164702218,4.869720564068652,38.52519122942347
3.5863169742573877,4.023893910693013,2.851771384513927,63.59022344262683
1.0344337118811264,1.372698219802427,2.631895420973192,6.779832611566908
4.452666591876655,1.5745719663211024,4.770401842735545,18.46875380486811
1.814881495817398,1.921063068225356,2.9012357607154007,15.10138353660214
4.821633845661076,1.9127375533232964,3.091805805707866,37.48411548836989
4.002983530409656,1.6112863089149965,3.732476763980845,21.715471898715816
1.0299076275068555,2.4790085362173957,1.1475872155917433,27.95763684553724
3.478237974908787,4.943855310898131,4.802799603270367,44.99253283674967
4.258519248115174,4.9679122395069,1.718380602155586,154.7116551155605
3.1408861534615027,4.825163143036562,1.134280329854246,167.90114583816276
2.8366125311864345,2.133978404461872,4.286751354559204,17.74482037600843
3.5895662171974423,2.3099874526200868,2.0794049415916582,50.10976689263535
1.3380972839821277,2.227616095635385,4.369812193686588,8.571861162790348
2.961988461184375,3.5228426747367974,2.388460790646008,54.89949616289704
4.653414119232755,4.82315484366157,2.129992905301564,132.414216525636
1.379161679688011,4.946378786509412,4.374962348986502,19.5946764532404
4.584584180400456,4.05367774232902,1.001312704728695,233.2326298754573
1.6030715146524002,1.2210141878472256,2.374625714108377,10.35829570979186
3.7606765440007273,1.998137620403206,3.7029300377267327,25.500913337654985
3.022878304644528,2.969480587858328,4.227022706414132,26.685567159293274
2.8519662945059423,1.547522574869435,3.740258757740672,14.828239678816576
2.801480568607615,1.179804536893609,3.914246403205135,10.61107487948687
3.111571964383784,1.027370861118882,4.571135894365446,8.788056190805381
3.6098442892024343,2.569194077417335,2.5540509215024185,45.63159963701226
1.2353433065727415,1.6601916089438489,1.7475291120933845,14.747938760417238
4.310607257023575,4.916642612289032,4.585706867498766,58.07786872582576
1.6595650037409508,3.624534999919071,4.950132117823696,15.270021184518138
3.448831233432468,2.5267870840270925,2.3446448838646643,46.70607590087905
2.2032979249940734,1.0092326734991128,1.4940699407217028,18.702663643928386
1.288576543267272,2.829388366354725,4.447529237615212,10.301342742726105
4.572704273257041,1.8948652119685716,1.6124835197338512,67.52522150400345
1.9042670703332725,1.42261232193886,1.4500753325702678,23.476520118901743
1.5876196937685043,1.04263177315421,3.447743428848094,6.033264392768517
1.429415092844588,3.7472245479303457,4.654598631667168,14.460912835191287
4.2077236717317055,4.6286083995879785,1.5280779765141066,160.1629273353771
4.683487805977923,1.0750253674082195,4.109169882760513,15.397275263117654
1.4197313982946893,3.3964434852131067,1.3373137132554564,45.31136502908127
2.8268231150440264,1.4266725865934975,2.0846993743443623,24.31024738124559
4.109861334515564,3.7655246344448017,3.7864695543540257,51.36035976193602
3.2342396155905755,3.720163130976578,1.2612047628533882,119.88323083087757
1.425974715273294,2.60256330464424,2.939358757199388,15.866107582898143
3.5715656936874978,2.0889122146586403,2.6073156617557425,35.957963128855084
2.332278598315139,2.390472737559548,1.4007715001527823,50.015750409736135
2.3328827436461497,2.381551256914647,4.411688394838474,15.825515945072889
1.1089654633102826,1.4594739762397224,2.487734271925026,8.17561160400699
3.659241361575614,3.608061057225164,4.647190934628862,35.701320698368875
4.340188761710834,4.163263887719501,1.4544959877393318,156.11329633706876
4.13780689960419,3.371368055895211,3.5115042075175014,49.92212436368536
2.3615219629651865,3.410760043125605,3.85641653748046,26.246360100822603
3.9592227476874022,2.6686074472570334,3.127325394658142,42.45525192656771
1.2204549339612405,4.9343014349149215,2.6828465202932983,28.207296264368765
2.945893398661646,1.7982993327050991,2.3655165423401776,28.142513617672225
1.742040712293151,2.3967658072797224,4.626585685463975,11.34052486101021
2.218557152145611,3.815137090691222,1.3733261067757303,77.44920376742866
2.2036536456906224,3.446148009939138,4.420399247863738,21.58865719046299
1.6787193648914198,2.202182796187888,4.372263091249674,10.625149343286632
3.3168465307288937,4.1498145444908765,3.8591159124254135,44.82043906590134
3.032335227603357,4.253442428408309,3.5805090390599563,45.26711949949614
4.620708518719428,2.9460338192428748,2.5832312059502573,66.22056579741879
3.2484994721148093,1.1906752592144223,4.28537770915748,11.342189210266255
3.1795996549638987,3.262153070828495,4.482513037508177,29.078036643667364
3.813773058760362,3.3021055645527544,4.080382525737383,38.7841952511786
3.2186298863646154,3.190858579397592,2.0765596521713823,62.15041725627573
2.583458611957188,4.258777503528856,4.349557779901513,31.78712276878672
3.609904962680588,4.263746981264804,1.7391364684520885,111.21500747879637
1.2217959287891331,4.101045222817202,4.837122801019968,13.017152206323637
2.1858962195573475,1.070707354782897,2.0560809953421173,14.304410673421064
1.6257587112142415,3.707125870962237,4.704675076547142,16.098064060290074
1.1993220076917126,3.2415438354926724,2.569892715276548,19.01001995576219
3.3036205331391795,3.1701507811128944,2.821173270101341,46.64984223559111
3.7542389574716126,3.5541777455334653,3.2712665176379803,51.25721324258697
3.33679717304065,3.5658581701978243,3.717393176391403,40.222146259404944
4.714456567080244,3.3408592144911573,2.8031598094113743,70.60766017796628
2.4310785076214443,3.1856062268971423,3.9472079413687418,24.655336464549904
1.138514650610785,3.527636795219214,2.4760716476678093,20.383048797590117
1.1010186159068942,3.9431595551571568,4.115575232665812,13.25617814242997
3.646524751567156,1.7272432055114617,2.8249571623917817,28.01758229178108
1.1189923893835232,3.372330449211874,2.11491691368097,22.42197222339128
4.2775027570632265,3.372338945148715,3.0398666747370755,59.63165239020683
4.611755005723378,3.779775103762717,1.154313207601474,189.7659928954849
2.6853005121379763,1.0048630961877445,4.398731277371111,7.708719166359108
2.9246605829986208,2.830283255928708,3.975672375528059,26.164030690992035
1.6109570000138942,2.3697559466300024,2.2135001075364458,21.67294289348242
4.414761745357245,4.0705218290283725,3.6237109662669336,62.318023764199744
2.435426573080242,3.034153969033469,1.73052650466484,53.65920876350987
3.862374085061422,1.9118694820925888,1.1972550030949902,77.50608117585232
4.358639077298202,2.0394065924739557,2.1659412796972988,51.5724677152314
2.6450742920854458,3.9771449590341943,4.135696159232185,31.96469276269813
3.865183561585983,2.7085379821558826,1.633188106643813,80.55244172439858
4.035572039977255,2.387658455123768,3.5935246913675463,33.69508358197621
4.82894348705608,2.815614285656548,2.92108318607612,58.49129301608448
2.943072978816448,4.116343375694015,1.5202177009593585,100.14210262346256
3.872800230352416,4.063299559285069,1.7065816096760114,115.8741974558823
4.020059385760743,3.986523430593457,3.1130164439475987,64.69269430711762
3.631148797393226,2.658180914059319,4.741954349378528,25.578853616250434
4.165496422986619,4.03107576071138,1.2715299868398806,165.9476029623059
4.315105146492934,1.3341735203595673,3.2154209315875284,22.49964826958407
1.3071081755469525,1.4146684881439349,3.2790134422069834,7.0865177245460425
2.646481498994119,2.5894329813422403,2.507818783768917,34.33896891519054
2.348401417936516,3.343657123642791,3.875857126118428,25.458697138792484
2.477412827113175,4.59768025693411,3.185087359426236,44.939233702006845
1.5992450305448038,1.6823947624945856,2.987731860207131,11.316474868204706
2.8341182376932763,2.937320752558627,3.387297764276267,30.883451239945774
