g_,q,B,m,omega
4.536748412929767,2.3284152394050195,4.050785652971943,4.621080942171504,4.62989157775598
3.886923655293264,1.8258878079247487,2.565389051222948,2.64140914620656,3.4464157249142966
4.744569268687284,3.4349107777523167,2.595863947383437,4.892695501162508,4.323306195150357
2.4043607284008397,1.383877290308103,1.2011445254982478,3.796380346594141,0.5263719796921793
2.8152847981178115,3.549303736783336,4.145592496478292,1.8111141358749627,11.436056574968225
3.3866376440815977,3.864847305559382,1.3194072474362009,4.501538092709827,1.9181784687388497
2.4180831628581325,1.1898049998443403,4.595067684492845,2.2257097058609188,2.969890383875078
2.5074039006474287,4.801827627344739,2.946830785417753,3.9939720865099058,4.441718595723255
3.815795409092662,2.784149866550059,3.8377351053514985,4.907806592804814,4.153701177331271
2.7937437375458143,3.036830840773297,1.0924527541194329,1.552302737674669,2.9854060806421487
4.609361534012976,2.421117080436437,1.570189776810455,1.1423883620934765,7.669462784764802
4.907856673109552,4.958207998057627,2.366781814950893,3.3348908017414325,8.635017520189885
1.013020422446096,4.550719243003332,1.1098561131979947,2.4048587900357856,1.0637641397942088
1.6995808843525282,1.6489612615060798,2.4494452741742605,1.6517912416060323,2.077948965301206
2.308015320824695,1.334098661602713,1.49126909744405,3.532820661330342,0.6498768502425529
2.637256495398893,4.969491676297225,2.209837896356498,2.1610003661433868,6.701004645495238
4.570515706320977,4.571935209989514,4.746039297697184,2.344263218169964,21.152428404704427
4.348041822383097,1.0705181863632842,2.7846582185980577,3.551238199464485,1.8249453426390012
1.013499972408881,4.414134195848243,3.7959918974540017,3.976303605263717,2.135428415863398
1.8567273520180905,1.7623414287232235,1.231527843294748,2.431157430587432,0.828780153493588
3.2721040549542617,4.8782325294812505,2.109298769404347,1.152659976136622,14.604829596321318
4.625117584695577,2.147447134945676,2.032543162307737,3.5455236311069576,2.8469160218522087
2.36011328855949,2.407658152885291,4.950819367183328,2.273368259146705,6.187354054775086
3.1462281467389333,2.2533437712841726,3.90598841648507,3.700104442997828,3.7420073590752576
1.1920626123519198,4.8187743076369065,1.1191840913532245,3.973825391211255,0.8089066492667195
2.811866774461196,1.4989512331696735,4.800322354592243,4.672673365538831,2.16499664169406
3.537377843503516,4.129298947068873,4.304648804502203,3.633626127011381,8.65217443685466
4.822746120341242,4.692281987330755,4.612638963575667,2.882831377839723,18.10417466894254
4.892219899640087,1.8557232754689523,4.425408014359894,2.375499796271537,8.456438788947017
1.265528547825466,2.2770770160458818,4.11024887602184,4.828951228086288,1.2264079882268024
2.872071628394041,3.533284377803401,2.9565350500619907,2.0111743156649218,7.45894117817865
3.267452041239629,1.6717267028651182,2.606463961740876,2.255693523064187,3.155848438505344
4.324825982509218,2.470844628880325,1.9648517724046348,3.658284209635776,2.8696995481265115
3.420032372879209,1.733060074568598,1.5009571408473137,1.403364323044324,3.1696528416818963
1.2628112921020116,1.9798939072735011,4.825604326949101,2.4719915113461566,2.4403668361528226
1.462686646145812,3.13615371347503,4.341755395099615,3.576994908928373,2.7839771867897194
4.147806322920093,1.130746279011694,4.856423933993532,2.402925105122492,4.739472381878265
2.148350997469212,2.257959397158275,2.5707581071646755,2.209055022439692,2.8225786428403365
2.037890260030066,1.287381960246778,4.122351643169975,4.911242141207665,1.1010623317095194
2.6563273293132763,1.0489103360262386,1.1632022889179594,4.293765696545751,0.3774043189822353
4.609626538746444,3.402660893889595,3.9318887049053983,2.2998424317394464,13.407800811892798
2.2431938384894696,4.231281425728582,4.039112627750603,4.917335496514161,3.898206511221241
4.228103420422404,4.645445037168821,4.759386934877352,1.9539113110812791,23.92153803551845
1.0991561468945903,4.19210017670488,2.169033475313552,1.9589980530726956,2.550899213177706
4.013632232668097,3.4954239812206165,4.88236702342434,3.756971893340884,9.115907699397674
4.271044261696965,4.356385347617842,1.8138331199951956,4.548062099119582,3.710234051427872
4.00162658925393,1.4661297229440078,2.69977578897199,3.945851369854248,2.0070858015079525
4.9982934331776665,3.986668487456386,3.5475513214805514,1.2130840367027833,29.13665390992025
1.7802470379092243,1.8080441091834287,2.5716269030183505,1.657156505885419,2.4974898495449582
3.1698095466788723,2.6723285130332424,4.983391065130777,4.507435405449705,4.682615263184239
3.110702151473401,2.719486841718974,3.8068805109465687,4.6693182559313176,3.448507423827481
1.1635703595680784,4.700183317261425,2.614510059901911,4.239658232202306,1.686308073411785
3.5688482037834266,4.354955920191214,1.9503798177509928,3.5667790298831723,4.249372800584454
2.804500409959903,4.288963751454778,3.807515362242949,1.9317169246976575,11.854304189019718
3.9722936699669416,4.648840367256636,1.2369435030202625,4.546538338406432,2.5120309871275253
3.694765740996544,1.4037854518070385,3.9229130354005095,2.5136204536872344,4.047311478200432
3.391192025432917,3.000376494263772,2.23347167346026,3.647766438164857,3.11495349091444
4.160337770166972,1.109008930312391,3.8461847184657336,4.806100861894601,1.846166629298322
3.9344191609648496,3.67093405178441,4.967605610034829,3.333644020524818,10.761061163375588
1.3421471870172788,1.6171570007530018,2.7242585413529343,4.980612952932137,0.593591758507924
1.884745648935822,2.8280834406395736,3.5762091524417885,4.999327543208592,1.9064538267180715
2.3849456030743923,1.6536248788772268,1.4953497530165172,1.091680116818882,2.7010514875517195
3.45551873292355,1.9740235859513957,4.714028112870453,3.767917804411583,4.26703633808113
1.740116265213608,3.1232802955349204,1.2081117074858256,1.0003644823670357,3.281769400021063
2.492782121662092,1.9783475195798876,3.594083750397038,3.5594938638639126,2.4897563730361605
4.005386972511857,3.335737923320842,4.736729576702548,3.0232467183254443,10.466739340126834
2.215650391055528,4.288934551327397,2.45449581084101,4.762539416670754,2.4487495506472245
2.995295867503412,2.7988118006327283,1.0334676551164668,2.229453041144497,1.9430411024975545
2.1958720061322863,4.750947110557481,3.2022902397488435,2.7505041778160466,6.073032495562036
1.4317529568383622,3.886934764376474,2.173954990526231,1.970073453003049,3.070530913792608
3.369610361628024,3.1415843775789,2.041963616937157,1.769276583950393,6.1087265921755645
3.691793324201955,4.42172745555488,4.490439170621736,2.9501196367724334,12.423631006774777
4.079552235415761,1.219379880604455,2.041932640329261,4.287495245992449,1.1845660665429505
3.8290167460238007,4.108691062661394,3.379166075703532,2.2393566667282045,11.869899009850092
2.342103000669056,2.652851430195736,2.9343167434508155,3.259500162476746,2.796693725627102
4.364969948965925,2.407867084299036,3.3224612102559394,2.0258184670717028,8.618727819492717
4.487645096061858,2.103430952794621,2.197947057846569,4.500002836152666,2.3052668662440907
2.590781003203935,1.451822750048111,3.754291423321058,2.0578362117396014,3.43108503687435
1.1170278553248552,2.0493566085314723,2.565938315211805,3.222380527065284,0.9114249886314608
1.9393830621362491,3.7118492505555514,4.7615559120126,3.3778549002926272,5.07378232113014
2.3408603982298466,4.328366875593373,2.4733305302760384,4.554711569548847,2.751001719188089
3.3742199550542797,2.2783827737233397,2.7298909783608414,4.499348583196827,2.3321997498959823
2.2502401838452,3.5563651376903325,3.788022533170634,4.608350542243737,3.289063598315132
4.978808853591869,3.787127543411704,1.8500664371584288,4.933484807150522,3.5354029378787417
2.709889561326756,1.4152191394187823,4.91487063420645,3.6900203946547943,2.5540454083890687
2.9866267731000646,1.8154873666935192,4.636578238089035,1.1724241836957532,10.721536140457768
4.870918040109421,1.86869999488996,1.3876389525595605,1.117872038210011,5.649432189405442
1.2570014336501578,1.8856640226045025,3.989200589089888,4.623129140692535,1.0226333266970664
2.281785285230619,2.617356900922181,1.2348959473108438,2.4951067745923585,1.4779132957868428
2.730613819760575,4.51344109515356,1.306133397673162,1.6255866091829247,4.951257216803199
2.9846670116825504,4.383952008803089,3.1417128639713434,4.208322079894718,4.884152331854319
2.547936449269922,1.8649782941537945,4.5146684491226825,3.7772665733202975,2.8397532415138875
1.962575004102392,1.6983645897494193,4.147053646234687,2.424956116213513,2.850118805520753
1.0666163561995887,1.4698972398492325,4.062578034520362,3.3073528585989624,0.9629115633125136
4.905362738100868,2.585494591748054,3.78464432812056,2.6234353965738,9.148280318357294
3.082356191194068,1.8712193431675932,3.9219937798421216,1.8709409277234377,6.04539038759331
2.2427759645406806,4.185594924278291,1.1909840150714452,1.829866499423216,3.054918436483326
1.3708319709257064,1.4576927542037632,3.786631708873842,2.8110823669572564,1.3458594873393737
3.522392524239266,4.59159796383517,3.508798886306998,3.090588134861675,9.18097813747917
4.600472270749698,4.897276196716365,2.0879557873594456,2.540418993393229,9.25854979944156
1.2357857231037923,2.613526141638579,2.207361663627593,4.604077196631799,0.7742316574878041
4.265546205522634,3.767048958188168,1.7160836375382624,3.158690781662608,4.364929735483936
4.270166463750192,3.4827430601677563,2.062130704578538,1.1199697106639397,13.69134634155789
4.171453098671877,3.8021900395139023,1.703321709067176,3.055285716803045,4.421158053813228
2.8087055843565087,3.247588268719113,3.3291313875746966,2.887133094517963,5.258977544501327
1.2063204573525343,3.708088671516719,1.3645326381197829,3.2057242936365054,0.9520079336975216
3.273867154436721,3.284322295653118,1.6523575255776983,3.669269234737965,2.421036120462474
4.757469787463975,3.8417250126218887,2.826076818134641,2.568336520104441,10.055515827464744
1.4316751481361747,2.994074602768808,1.574919035985083,3.752129059933441,0.8996168311653862
1.632710868966976,3.618916836061619,4.800018765791098,2.7193629025311865,5.214751981833281
2.439986823807366,1.5923196323520048,3.801473235113498,1.0917161228761303,6.764410392677398
1.7808396804103568,2.7551538923246435,2.2792290175763146,1.6465626560327395,3.395864822774853
3.2223570702067748,2.6616016036323864,1.8800467640956864,3.123416752146245,2.5812224495679894
1.266854596149853,4.741397019952168,2.9506915824371918,4.57654393328043,1.9363741668077463
4.497940299343921,3.333211521720319,4.168721676927361,3.6423490444808655,8.579617065770886
4.7121416360823805,4.889160822065235,4.217275478324648,4.152559051834406,11.698732665617706
2.612976895666825,1.8543980329048495,1.579030040745609,1.6191227044622178,2.3627575607337388
2.8709442618140004,4.109498926576125,2.437728614186131,1.3639176917330025,10.543403537054818
3.279459740245616,3.0162359924216937,2.2421394578428133,2.468683488322753,4.491949192352684
4.991425738910763,1.419412732272756,4.275645143285652,4.034280972347666,3.754385181102761
4.928653024047829,1.5295468165738084,2.9771274554044007,1.1708539124622228,9.584197182260576
1.769480485292941,1.9720512474487983,2.306402954366511,2.3669099653830554,1.7001507287733302
4.561336281529351,1.3658200845890054,1.7023872953627706,1.5657479079439027,3.3868200340664254
1.350808430398427,3.650411057921228,4.4124411231483744,4.660497629109953,2.334275813789052
1.0826671862510555,2.662843188580303,3.735638533854295,3.057222304521221,1.7613610890826807
3.1438856432231352,4.121303608566981,1.9202907651989087,4.28083982099889,2.906092072007831
3.767036593458186,1.989631081855185,4.765247727174088,3.612008616137308,4.944007324094354
1.627972984690227,1.9685211616717164,3.049782682704123,2.824008424497998,1.730454529661163
4.850737086345783,1.5157100738802356,3.888102284333103,1.6325291233376769,8.755291727446368
1.31405752640379,3.2013393555318737,1.3072732615384617,4.024878381034421,0.683171455927256
4.486043615152048,1.7800487056489978,1.4563278400485422,3.293353438874014,1.7655750875437244
1.2506037110173862,3.637193640000559,2.8198348568746496,1.8997101510308707,3.375922528137517
4.620112568678497,4.514351234217068,3.697797346118608,3.335037943304777,11.562726004804643
4.989590693347944,2.197418556469992,2.0013022825018165,3.620268258018771,3.0305374221489934
4.285034294254375,2.8578746818845326,3.2527184294604634,3.90456111248248,5.10084037666516
3.3705851311022266,1.3272451329351171,2.470618655743901,4.011468212472159,1.3776179970899076
1.8910932521959083,4.84360101823968,4.344747145031371,4.244717339282838,4.687778062168454
1.4411132445949693,2.726367643009139,3.4869918216420985,2.995134837767113,2.287110158713858
4.757269889880854,4.008464681691702,2.693821916429837,2.111302821993136,12.165338847033278
1.7438263625912227,3.423165326533579,1.6773830190005148,1.5895724830317408,3.149582753861244
1.2354027626023871,3.959938646294932,1.6821796621383718,4.323758747712305,0.951651538385071
3.302751538482938,4.467688470396894,3.653568559572293,2.0093550283483625,13.41495973732289
2.012950445391722,4.01231071473552,2.6937083230892016,4.910279833760336,2.215348067400325
1.067021544294636,3.65950686728864,4.98014077225773,1.3231570922385898,7.348453818828914
3.9806223003853214,2.440547574209841,4.850198234225873,1.6631554924362848,14.165597209638698
3.07583766066171,4.908996800738578,1.626186226686754,2.463110823944099,4.984395430984237
2.2566896891750368,3.727320524719874,2.691294805159075,2.828332484383054,4.001929201904997
4.034741249812379,1.7873452705979838,3.2776290537012702,4.211585827206911,2.8061332731234945
1.2400376813784466,4.62456414412099,4.631580408715787,4.955543273677161,2.679869399398087
1.9477729818181788,4.602016687962214,2.588000535529246,4.159223811699958,2.788743698193163
3.461552374375649,4.382149072456392,1.3982349276244013,4.321456584875097,2.4540197349948087
2.557074583066479,3.210502676598858,1.0121010673483712,4.721157840653059,0.8799577056120095
4.8881608665492,2.7450707731480675,3.229046474264547,2.320494359158374,9.33604247057251
2.8217079284450577,4.801453208561542,3.5869186134048388,3.161547133554508,7.685579611430021
3.793187756357687,3.224473833863416,2.5809631378456968,1.6417856183161814,9.613876885584723
3.814635908310638,2.282279559766861,3.991788110959783,3.397889605744897,5.113875527744495
3.064039007660459,3.800364330761603,2.80712044166692,2.936439606211278,5.565824410149411
3.123888598707401,3.685297966579159,4.045738965341499,3.727971980550317,6.246882952478021
2.639301759833418,4.50273939903788,3.674377036608601,1.6142417500669253,13.525427687561796
1.438390416398827,3.056354395266332,4.190395645464472,4.531955358661127,2.0324501502665595
4.368220251528649,4.570945216016593,4.768558176946725,1.5678115216629729,30.365034732907283
1.615770529894589,3.284064700996713,2.7847320929888237,4.862138623229397,1.5195586778760846
2.963481944442058,3.016527670680285,1.557433241597128,1.6702188227665635,4.167884445117487
2.008565286680974,1.858234135436919,3.4519710828483725,1.4059441309041092,4.582004132827257
1.812092364109819,2.268744597418933,4.950379701467254,1.799437654105022,5.655065636782955
1.722895447167852,1.9892845341322565,4.445089439901766,1.1579552595901546,6.578313369854135
2.440681580901347,4.134681995885014,3.1219740006853107,4.086296306209109,3.8549847816321
1.3238404874113026,3.806333015633225,4.903420747690146,4.321831452282409,2.858536750239046
2.824884881237165,1.642055253142479,1.0741582313470888,3.4700687022182555,0.7179409290293085
3.566072585127276,1.3440359011713885,4.912254383004816,4.279537958847563,2.750774682466784
2.337883710814604,1.6406286623321735,4.416247356423847,2.449119965463749,3.458171566529584
4.7589169665082185,2.4519622128745406,1.7875750677726652,4.968054788588095,2.099277333839769
3.757221470208585,4.910978017828359,3.309582509669667,3.2931264472158053,9.271918294174093
4.624383794376755,2.4428959147596614,3.300744308230553,3.371396151529666,5.530073894248261
4.176206758142564,3.2848520136754726,1.5426220486371256,2.3782979663487454,4.448986367193919
3.541006346122705,4.742746585027735,1.542638323355065,1.3288785516223425,9.747774048692683
3.0720807313109777,1.5890551406775284,4.145014875302126,4.679208075731079,2.1621973555596075
3.0417161531902197,4.26748641874558,3.5978620323026616,2.9136637350796404,8.014305860010156
2.5826406214087863,2.169434394784379,3.917211316684744,2.6310991027273665,4.170808954171327
3.049763292438704,3.67408060732178,1.112065332741894,1.7580110799800417,3.543998357269956
2.7313227091111623,2.9198253947846213,2.615476399167583,3.761348879987378,2.7727268570828527
3.544457194233835,1.5432841613055115,3.2403652515722405,2.878148109895696,3.0792607517014767
3.324045244917353,2.758287170056996,4.394728670004925,1.284878249123548,15.680015940362416
3.2606150002666663,2.301704214171981,4.581036589482029,3.031950468593324,5.669708068199418
3.219885594243853,4.689664698314076,3.315866149281358,4.618386976448282,5.420744144950585
1.20884078922259,2.1650871297602485,3.5138887994041177,2.0257536275203467,2.269947834730364
3.685633279034128,4.12604254456707,3.3595799742454324,4.891134497217205,5.22265340479854
4.943629550338869,4.568697882011705,1.8719411510235244,4.36089894204933,4.847574953283406
1.2333366643178634,3.2388423956716164,2.2809808866219696,3.913225505565383,1.1642017096417736
2.6433577243022874,4.452707341560874,2.2091414274943983,4.4730747256039685,2.906480827562598
1.2441916608251078,3.601422931588401,3.1315463058753545,1.2208432961007425,5.746856214275434
2.5757091445316367,3.312332734248051,3.1390770433588333,2.7949149365935253,4.791088144950458
2.6715566912327904,2.103764594543602,2.66496504686557,1.8274289016544156,4.098100161197875
2.010810320883679,3.914780740972355,2.889999143091707,1.6700665591638426,6.811025200327165
3.521300186615539,2.592780790339837,1.3959301050916673,3.371773781104883,1.8899229493158347
1.0824858580367556,1.7465296369714984,1.0784134913809234,1.0360823780159127,0.9839187131470094
1.2007050696083064,3.4622820832019405,2.1698636991704228,2.289476394631037,1.969994806235901
3.10810277737273,2.980594691123475,1.6431106701548468,2.039706554905747,3.731362337601287
3.030502458204507,3.2370924595587285,3.8332722214975545,1.7811365754214057,10.556311306859444
2.507958382017223,1.8092476471385672,4.385882623017405,2.9456198850142696,3.3780700252146456
1.5603656390803522,2.8361029404723173,3.57473556961085,2.946706109206168,2.6842655075217463
1.980112267080281,1.0145395764603733,2.1136911637261377,2.5595194709529525,0.829491434936285
3.2522078918480264,4.845562214630383,3.235734511676218,3.2903471089520613,7.748607156701056
4.757789974848491,4.517695962533697,3.257587714637997,1.6044127825172887,21.820880763125768
1.9553954953729649,4.905703959813257,1.4667299425479836,2.377209018080113,2.9592982699790897
1.2746206065705197,1.3002658808726952,2.015969520429252,2.8644050728780286,0.5832203027053317
3.1179847243823,2.9156049298579503,1.3002980343422932,2.5807322302054154,2.290195852059653
4.034752005186249,2.408457706071615,4.9350668783418925,2.088386863246173,11.481746775422804
3.3715406191164443,4.604311649110801,2.75274670314355,3.2537880159928894,6.56659313440868
1.8078170082445628,3.482622129384965,4.643555224486836,4.732648605347825,3.0887103456952607
1.095569028555678,4.840276554454881,3.041159435509273,3.640769137284497,2.2147564489977136
1.62909879978114,1.9733783730642196,2.8880445030808355,4.746341726244268,0.9780761530159556
2.0562494911137685,4.113058289889699,4.87578509008852,2.078965609662618,9.917630554579492
1.107700207697023,1.8555757444662309,1.6673779326874605,2.2762346927945902,0.7528144377325995
2.3741515500183543,3.3486194817791084,2.22496390431984,4.566449457325421,1.936816858050321
1.306314645653447,3.249366982150778,1.7630706219603218,2.111887066044692,1.7718036085280249
3.616564378905556,4.062239274526392,1.4317733031871684,2.531993981344568,4.153778142968637
1.5382576417689455,2.929980782983049,3.559948724984765,3.6441673249521735,2.201452354270827
2.32726951681207,3.3028291143137936,2.982965656134103,3.590963759460323,3.1925670029531075
4.772567615190092,4.107898347103943,2.140992116929169,1.693288948705599,12.394407672598266
4.297960964177436,1.9655057831092135,3.665161961513517,2.2248156001968598,6.95834482374949
3.121294004978408,1.0574625373406068,1.7061279835956094,2.802356559911922,1.0047497045459155
1.0739655877862502,3.7782433612218407,1.7829346744000594,1.8170029141824289,1.990811337906636
4.232793014440576,1.146451572592177,1.2373668886663944,3.2496489260936623,0.9238783627800274
3.672267652995591,1.3537201570262938,3.49044532081266,4.639789026151625,1.86988902590264
1.3028207725055574,4.556924917415483,3.5915779706099453,1.347119524792038,7.914176291084921
1.0189462347640164,2.496020739879442,2.22649931611424,2.043756357384379,1.385360842187117
1.0654046541345026,1.954779522821724,1.740722413665035,1.1868348923859249,1.5272902890577416
3.875923297068176,1.0438574645608774,2.996798659870361,3.281493945782344,1.8474484882072888
4.357694858260596,1.4720526275538326,1.2191343831278745,3.31260358010892,1.180408342327948
2.374218344037702,1.53044046195802,1.189512455359623,4.249896783608344,0.5085079077034252
1.0522808229174312,1.27021562990546,3.187366575134872,2.7148216943509764,0.7846388641870355
3.2169393740021417,4.508825314322802,1.7543355641775302,3.832722190152809,3.319568362333506
4.840827296133846,1.829989329469812,4.850476066653148,3.652919164652587,5.881423530185625
3.813384623235356,3.94004994025946,4.840570329609442,4.484165669471519,8.109558797409134
3.910234179498984,2.570438020256939,2.225874521814033,1.144194619468208,9.77643879054517
3.896160344825937,4.56628715350065,3.930968448138405,3.5469956711071915,9.858456954845003
2.4793321195125877,2.4862655813679124,3.775069376199264,1.3444689904064735,8.654189013948473
2.52204077980278,2.3007189350942605,1.969532858721112,1.4070636829232104,4.061020227157248
3.7507504466410952,1.0502969359989112,2.253129483589832,4.000597788404981,1.1093319788061802
3.0954858831601086,3.65562867851149,4.45147191489164,3.5377064573000903,7.119389458716265
2.677595759136113,2.5784829246499688,2.5730840133893915,2.987868022699447,2.972842025793693
1.604780491128711,3.568624929223557,4.198064469034106,1.1136023106798183,10.794574443146669
4.404238744576173,3.5777024129015134,3.810519190119693,4.703074174707547,6.383331460459881
1.191872964496611,3.597972892739236,1.8945678960069172,2.1311089188512016,1.9061733227003552
4.050539494539077,4.983679839939029,4.649895957216644,3.59077837705315,13.070362852626785
3.977300517239022,2.295592345084153,3.8606950296449374,3.852732174296384,4.5745655558216605
1.1606409968755167,2.905136900003423,2.492592448791433,4.378916781043398,0.9596637653575792
4.058658186972032,3.312427017566684,3.5380412361955185,1.3474566524560552,17.650088503382563
1.9804346893046525,4.2044036577708015,2.5727048789848097,1.993673727603496,5.372430657494075
3.66206118192814,1.5300359237372474,3.164044628772903,1.7401707077496642,5.093871376084492
4.0078894106151965,3.5978368063992225,3.853454114427173,3.881458257206863,7.1578479100771215
