omega,c,k
8.879951660651534,3.3781066992760707,2.628677081915296
6.921790282285693,6.9478461732083,0.9962497887441604
1.217222279853631,5.226629793645512,0.2328885587675481
1.656252480204872,9.993951094346528,0.1657254938081292
8.180384754377855,5.9323869807996985,1.37893646871889
7.458559734397717,5.947161045717542,1.2541378444373066
3.406682653278458,8.152910357562195,0.4178486581934026
1.9334884756644823,7.28726097965984,0.2653244450914032
6.004361454342372,3.652447351056856,1.6439282697955868
6.810246259532692,3.8813023385811096,1.7546291593512702
9.646108151147898,3.885849936570272,2.482367643785479
9.180401730600275,7.1766333061230725,1.2792073022272987
9.836121768198469,8.92280261069177,1.102357879845096
8.987947235336168,3.0701378178259557,2.9275386867488478
8.223270455784213,7.503224404531537,1.0959648828865904
8.900673870983677,5.204280601854364,1.7102601784792757
8.5313461761263,3.926889954530165,2.172545264805374
6.94168631171038,1.0475615661240525,6.626518704188833
2.36957153375191,8.482763339709894,0.2793395782550439
8.021107116359302,4.296515479649113,1.866886586200399
4.676274611816785,3.133343717387956,1.4924231216213524
4.921551089552196,1.8570428058272503,2.6502087480745007
3.0223049394780728,9.4045363529644,0.3213667134717825
3.0441381844618465,8.757088935163516,0.3476198776785638
8.868877816949958,2.929559046260287,3.0273763651466514
2.844906417321573,3.677467932857224,0.7736046837833911
4.172505955111545,7.439970871613356,0.5608228885722422
1.696549573444646,5.286803006126961,0.3209027405557739
1.4721941249123316,4.752142389835967,0.309795878183513
6.334342333724925,4.9354394049368695,1.2834404019607144
8.773724093057822,2.310424571406206,3.797450997380028
1.7047075590549925,7.743937890139557,0.2201344565567365
6.901766807545832,2.98702649341801,2.3105810486629608
1.4059895789746952,7.15061058742072,0.1966251079940079
3.717972497671468,9.861436788419066,0.3770213790791346
2.1900329658040976,9.525585274546147,0.2299105936992877
9.550084743290636,1.628804645146696,5.863247487503648
9.944764819187728,1.2160686008900947,8.177799189871946
8.52630025525644,8.277573324460892,1.0300482908512016
1.9656655574701245,3.250376324744128,0.6047501461618796
5.447457869567823,1.971696932383748,2.762827176985025
8.818836216840563,2.4129600716894477,3.654779173642109
8.563812236642931,6.017713525804693,1.423100684324745
3.72487594006725,8.143864752866431,0.4573843074636265
9.44568599108374,1.7476606053534622,5.404759918573184
1.7285268466886774,7.703711445003348,0.2243758555896853
7.239787762980882,2.82625265554066,2.561620861739948
9.830981570125108,1.4308319679242052,6.870814875898747
8.796409563873624,1.7547384369553307,5.012946305055236
5.586905709901963,8.961047734127032,0.6234656789769046
6.867964976713357,1.7836770701948628,3.850453140580569
9.09106306468768,5.895993035184474,1.541905326284572
8.543425381731279,4.134640785819549,2.066304142075027
3.020647421110054,2.885166050942854,1.04695791083599
4.5371004952485325,2.0297351617867823,2.23531649875667
5.728801472746254,6.666103850037316,0.8593927729935059
2.681510764972073,1.7712430351831283,1.513914641699541
6.952434838366003,9.626698302161149,0.7222034616796097
6.369658091609137,6.656036653033662,0.9569746117167188
6.335436389285721,2.7725527371845704,2.285055322597446
6.175810516755792,3.901170840293105,1.5830658972863103
2.950887032751962,4.23336193227259,0.6970552199319846
7.957439636386148,8.765607701037489,0.907802391777619
8.320749703079795,5.179364436658948,1.6065194494109127
9.107245187852907,8.544004068146435,1.06592238430765
7.937935609453778,3.292643191152352,2.410809537694146
6.759276043439723,4.574396623426121,1.4776322649471476
8.684486903137678,3.7459902996390815,2.3183420693786663
7.880090828372614,7.191850330962681,1.0956972775763825
3.101266908564408,8.693274988268179,0.3567432196438805
9.138306918651056,4.186784564372498,2.1826551565164367
3.705020808359963,3.055300177117847,1.2126536162004928
4.975175135276944,6.163563752444339,0.8071913157877039
7.058050023233154,4.14861811565773,1.7013014518243157
5.165685818881952,8.465176635181326,0.6102277650549347
2.0165146000910767,4.71717804704755,0.4274832495146541
8.95033721764065,3.4324763437003165,2.607545201022976
3.230572356367817,1.9275975233349256,1.6759579306673016
6.105381166095034,6.26436425790912,0.9746210333134186
4.730104830233003,5.482828632801148,0.8627125060840024
1.612408238634188,9.412938306270677,0.1712970154664713
7.25325959865743,6.932061791751648,1.0463351044112117
1.860688789838872,5.351974011811002,0.3476640181235206
4.082731432074323,7.429892556918751,0.5495007364907941
6.635332876483274,1.6278563923638487,4.076116853801797
8.787945738357987,6.76150864690376,1.299701915249665
2.201761715345684,3.5223809846083936,0.6250776747224771
6.551594283906895,2.184151891147882,2.999605618299605
9.658150892837106,4.096405223070123,2.3577137433680537
1.4413139998508209,6.219352427010889,0.231746635484289
4.8517946872023465,2.734242446727997,1.774456648132419
6.954238386202145,8.45003359306011,0.822983519487255
5.957466182600555,1.4339282513171296,4.154647331293143
3.348197088174583,5.685920636318159,0.5888575135552127
3.35265367145003,1.5264351837575227,2.196394388130538
5.196161671150883,4.712321760644068,1.1026754825079443
5.441460407973548,1.1760296961123942,4.626975344212314
4.778953794823689,9.0300897379406,0.5292255042322067
4.559440188124396,6.684565471427821,0.6820847529451307
6.645868628850222,3.272005067898159,2.0311302980711257
2.756130354375388,4.738267246245802,0.5816747370168093
9.7881198324636,1.3665477132860602,7.162662333191908
4.97057600954332,5.810766259343936,0.8554080112154645
5.537612492620945,1.0290175115133016,5.381456030303293
1.2202934366777027,6.536724180664737,0.186682717971681
1.0633529434308524,9.750208181878651,0.1090595117145455
2.515056376785052,1.0191470115748982,2.4678052805144466
6.017756136036134,9.093015749908536,0.6617998144451321
1.7158139668747707,1.6343901274366996,1.0498190964759266
5.830116442892302,6.416968352079807,0.9085468593596382
6.90136442519985,2.5949912083147497,2.659494337817724
2.564204283954007,1.3461578928745437,1.9048317418980365
6.1894574012162895,8.574122298662967,0.7218765006631014
9.286245616758606,8.450590125388063,1.0988872349707255
4.471665002755837,6.5422540431786,0.6835052526610916
6.286374876891633,3.460468616747959,1.816625310938197
5.464886166938528,6.506711245733359,0.8398845377566145
3.510538482444433,2.94186355337632,1.193304318419342
4.009118856606115,1.806535833777969,2.2192301872152367
2.289656133779596,8.40237624289665,0.2725010244233309
9.848083653645755,1.5601132056716516,6.312416059196174
8.95987474045614,9.311029688254164,0.9622861316572748
3.890662390552497,1.315031375214096,2.958608033149833
1.255419711508491,3.391794931725045,0.370134320257974
7.099081947153346,8.178760263963756,0.8679899786808086
9.738702956848885,1.1469298074595298,8.491106337553722
1.3840576494826582,9.44447012880021,0.1465468819962781
1.3043199240482175,7.699581786959,0.1694013986912095
5.504511939996855,6.719479345295985,0.8191872698961897
9.30915330647673,3.087672874550597,3.014941570787888
9.234449571979184,6.714646591696392,1.375269635694436
7.976927618523026,2.8298388630762004,2.818862841487603
3.0834757348380224,8.288879351064912,0.3720015220684656
5.397840111741213,9.969935563865086,0.541411735027163
5.627422313646139,4.1320114726831,1.361908685600043
4.061774832577244,4.586928336698072,0.8855108548526263
7.757028213926313,6.139843082740367,1.2633919319097902
9.102580819626048,7.765922755088045,1.1721183826689825
3.9701973562978767,2.37360761629842,1.6726426596529451
8.779425859708084,4.798273514536151,1.829705170643402
2.2576903501054764,1.6249608222739034,1.3893814048674462
1.979481624697987,8.91072056554097,0.2221460778775765
6.496723099570781,2.960231562663015,2.194667194794163
4.81043043861856,2.1149667484869235,2.2744709542407744
1.5304681249782222,8.99853602769426,0.1700796796576677
8.804876799773947,4.0017147394286265,2.2002759749514595
7.511470428505168,5.72607409676287,1.3118011226490482
2.921388536721919,8.830319972050628,0.3308360904212508
4.935946664194796,1.978351772618118,2.494979271387437
9.724359726010796,4.11394079428319,2.363757820609366
1.2254006415044243,9.36357964047568,0.13086882245412
2.8428190180958874,1.9146364024192424,1.4847827057418514
3.5072810321444505,6.717762572273949,0.5220906506312031
3.344765586773065,4.996777027668813,0.6693845989628889
4.688124349067774,4.8093900259465645,0.9747856430390206
1.2917071877001576,5.880682096546462,0.2196526128250898
6.037686573480237,7.636385275158407,0.7906471918227035
8.040052728010853,6.463652470785915,1.2438869144574018
5.147882005484987,9.227700486862698,0.557872680503006
5.951486007110439,9.576494885421686,0.6214680922735516
2.544562042052261,6.81287935614545,0.3734928961800827
4.520537901090334,2.404207543281948,1.88026109215156
1.3547827375788757,2.103021393180718,0.6442077774253321
9.467876261430234,7.403426064379804,1.2788506536160529
2.333793345036981,5.355623782337164,0.4357649902022295
2.116337191866017,1.6816302664511822,1.2585032715498252
8.889426771384866,7.276628241135911,1.2216409134565311
7.849978108506524,9.928170017925492,0.7906772440775335
5.223728439802377,6.692126809854615,0.7805782209790286
8.980119882552543,4.638790404101819,1.935875325302892
4.100742385686915,9.843859136571815,0.4165787349040656
2.8243891630960096,8.73373472600648,0.3233884760302845
2.684445095992876,5.482418425861023,0.4896461538451945
5.073592246883699,8.835945679901503,0.5741991214844426
2.36487248538736,6.581347342309952,0.3593295357903608
9.265435184458063,3.0033478127192974,3.0850356875812315
5.974504671224477,6.009063443303322,0.9942488921268824
7.2779570174955985,4.635056397954656,1.5701981578276358
1.3723350807969004,7.839043474099466,0.1750640987425512
9.392140268254073,2.727012543473223,3.4441133359408376
4.757727516944879,3.135137783240682,1.517549736530872
5.104930897691921,9.734613504621198,0.5244102290520849
5.908345557505832,2.977873481916509,1.9840821288698005
8.206516280180246,6.468479095359767,1.2686933294825484
1.174616403466069,6.991714966042289,0.1680011855704938
9.49922047141438,7.983576239678709,1.1898452756300937
8.648324774409444,3.6375023300610527,2.377544806758732
5.0600739068076575,7.298398385299769,0.6933129215033695
6.241258045621732,2.6893943693962754,2.32069276140516
7.600048180665191,7.330876608613536,1.036717515028883
2.6234444186716286,2.767606880879664,0.9479107877625256
4.56593759802078,6.50368818256556,0.7020535840357
8.039451033190595,6.632191221341065,1.212186254117832
3.611747254837818,9.740134319229576,0.3708108262642008
7.616296997563376,3.1132442675117478,2.44641805882154
7.721909957805732,5.234266084765899,1.4752612558769242
6.79601412489206,4.649655024201629,1.4616168488884769
6.492774579762632,8.3265093509612,0.7797714871974673
7.085612230034973,9.32827979655263,0.7595840159783307
5.322876391792896,7.286377267828872,0.7305244013777176
7.221048812782549,2.6721462399294493,2.702340427660576
6.850216766956693,3.134675652208498,2.1853032105986645
3.657377004484837,1.0828891864343175,3.377424994451798
7.636489136175267,6.692503194350355,1.1410512500945538
6.159437856846323,2.163471902999184,2.847015414578576
7.467748848582603,2.2169711774122307,3.368446520490792
7.875513930254278,8.37417036622137,0.9404530342517862
3.2300994161369485,8.861480937308361,0.3645101128116942
6.102298892467732,5.950965535389521,1.0254300510023546
1.113834158999235,9.003124445073299,0.123716401544216
1.7961418949285028,4.305901374347091,0.4171349361667286
9.705101887000644,2.642476177889298,3.672730134033861
5.701603845396923,3.1414176857113736,1.8149779544854747
3.294159586561184,7.134853443450099,0.4616996848877493
7.134276745694928,4.861476767646527,1.467512257422281
2.716314931351293,3.1193901983270096,0.8707839541228624
2.8342699631996418,4.71935184793589,0.6005633939837036
6.670190520821776,1.3842414552661468,4.818661148635593
2.6092548716149504,5.674900921401973,0.4597886214673046
8.646775371849639,7.687053957162447,1.1248490540115137
1.62172026942055,7.204028795421408,0.2251129632423527
3.451827092241984,8.518595313527129,0.4052108317389657
1.592457769736333,5.832379990682544,0.2730373830718071
1.5443968834623911,2.669815974926341,0.5784656687826586
9.621698447891095,9.303467285214296,1.03420565182
5.00670294767866,6.3172862693045335,0.7925401405356678
4.3145705548664495,1.087272762668616,3.968250381143286
4.082315112302194,7.72239598510132,0.5286332273271315
1.099484488657472,8.385442926899913,0.1311182364774558
7.619428496132757,8.043126300849789,0.9473217516586472
8.449054454926287,6.478102972425694,1.304248248428595
5.025115720926359,3.423634725461421,1.4677721555850551
2.8212774080526506,8.291587730535795,0.3402578010074726
9.24082785363776,3.5021867922166616,2.6385879457300176
8.542288577598544,4.441703019765384,1.923201199986972
3.5874965949627096,2.770345963773458,1.2949633879214923
3.714606777864261,5.468021921703129,0.6793328247497715
9.771425151550517,5.223582794279898,1.8706365987442084
1.9467961741963136,6.98409916320353,0.2787469262253916
7.61702252927148,9.819241100525057,0.7757241574264004
1.5424613258884126,8.200313457304594,0.1880978494199431
3.517241483611253,4.262190748413147,0.8252191633893332
3.923208089202883,5.615821817455497,0.6985991038762107
3.1989028919100515,9.068356274788403,0.3527544347594231
2.953592542811426,1.327479705100889,2.224962484520207
5.225777165678266,6.525049360214879,0.8008793308969197
7.842590306390626,1.0780289365371858,7.274934874737569
9.303065493966818,5.971479681202253,1.5579162938881186
4.373875385860683,6.760731702552965,0.6469529598710498
5.338092405600866,8.304303323906431,0.6428103836517585
3.3039730769296,5.063732770341554,0.6524777721844006
5.5207995110708765,9.172850890153216,0.6018629951782266
7.926375813711911,3.707794918906681,2.137760039880837
7.44193986427705,1.601208477363393,4.647702013501212
8.999197288811265,8.063768673813135,1.116003900017111
9.89869017584518,5.327148063445458,1.8581593862144257
8.912024494761027,8.749550948577681,1.018569358260581
4.204995880338935,9.668293146134554,0.4349263946366913
3.097499726069925,8.624015269090787,0.3591714102329609
7.914306436461488,5.400488880112352,1.4654796282622544
8.795521536972602,1.527732717941129,5.757238444710416
2.967210717929752,2.6918336578339783,1.1023009201532012
7.055488480092347,3.947038933634965,1.7875396211495445
2.9018042492741625,7.245398029767298,0.400503083109067
4.892620602372251,5.614311292851756,0.8714551700404687
9.48425060107206,5.680848637012792,1.6695129912947728
9.118128393767874,7.509445653643502,1.2142212374017056
4.534899225904727,9.787015690283711,0.4633587366582904
1.559884560012773,9.551108230339851,0.1633197449336482
2.8418379294551603,6.641692225992159,0.4278785937014172
5.988667850790432,5.148925594858209,1.1630907731062965
