epsilon,p_d,theta,r,Volt
1.6885927131275014,2.729240058705483,1.9009400110664905,2.4991078250307264,-0.0066760840156736
2.5947694965085057,1.3887389180358862,1.727260258462547,1.102552050641505,-0.0054595211852842
2.715242990119136,2.3860465628805123,1.906961890261678,2.6242066938383832,-0.003349706211547
2.461767133837387,2.7726731229925115,2.479337910060101,1.9890168711964755,-0.0178659442970833
1.2417042781854049,2.679765491168917,1.2404345054704105,1.392194521566685,0.0287428666780674
1.2124307102199885,2.717567204931774,2.9740782546948985,2.9992723298466424,-0.0195505779818982
1.758315788677533,2.9091363073314978,1.3147128123076015,1.081869242582994,0.0284926100951294
1.1665351719957326,2.490998581960191,2.5378105168846,2.211751334704503,-0.02859535314581
2.3745979741398955,2.7056815453302603,1.7057788656165904,1.9289614183226893,-0.0032793487263204
2.978258684668509,2.494054080769072,1.5866280438849072,1.6047043562135013,-0.0004096881482721
1.4402345152027087,1.0939736656228118,1.515189078982739,2.8002833109960483,0.0004284176989575
1.6749124834703075,1.5362196409934596,1.0172310699633869,2.215252321658471,0.0078191980216212
2.341929596042151,1.322339125253127,2.0374634656515145,1.024185671950836,-0.0192721259698802
1.536326507773552,2.9333034353004805,2.6139189403763368,1.3319047561386457,-0.0739982296734101
1.1811358237618204,2.073516742412698,2.8560978294625854,1.976521398125643,-0.0343123072944089
2.1413659200466686,1.7260923360113465,1.7640472119693626,1.9251970679827293,-0.0033237459605085
1.1166480847379316,1.6921156334697782,2.3349770871665507,2.333453288580528,-0.0153241957596362
2.3688483717190696,1.0400879907593337,1.6539761174328858,1.7335906961269956,-0.0009659323747103
1.906311633783503,1.7500588569472786,2.4849580090639787,1.2032309046569123,-0.0399672386139203
1.8540088535214785,2.597563383841329,1.1335497513004902,2.700719532681682,0.0064726817739493
2.545489908918761,2.752356077543173,2.401785091077236,1.0362716458734142,-0.0591812930842745
1.4087992018444528,1.2792978795469052,1.3900637956086987,1.482735181486451,0.0059081970114302
1.33930148093521,2.2397904329053464,1.0454398464039485,2.5459540539585013,0.0102969251473769
1.5107578074011792,2.993515762933023,2.951189876986434,1.286101013645624,-0.0936065760659086
2.777943071359497,1.9349946678198409,2.3750025169960063,1.602376479093973,-0.0155495896030425
2.5257710257164754,1.9578899116194168,1.891547236516821,1.1398037478895129,-0.0149699266195474
1.3557337129779266,2.9773661957606348,2.060126094169749,2.880679181013878,-0.0098989210869541
2.7419426328417247,1.2751289746409755,1.651623079910843,1.248151587641599,-0.0019179327607353
2.583836863721891,2.7701202649440493,2.8657706602582147,1.552027772721836,-0.0340793102657173
2.6411038422124724,1.1221802557977212,2.2939612451836373,2.300691008962139,-0.0042271894230765
1.7983885398897788,2.253249248596153,1.2377600919637937,2.535338001696435,0.0050708124547377
2.8756931704904503,1.8446864634739293,1.0224460350123816,2.2402673318604416,0.0053020229864542
2.2620006613728907,1.2298701577872833,2.5519347573520195,1.6867058189601374,-0.0126400108833023
2.6909799561565144,2.357078842599005,1.9585531022353788,1.8173821686413916,-0.0079796253414869
2.15599524740044,2.5116945536878603,2.77134595912666,1.557632881989079,-0.0356209747644764
2.6305287986909773,2.1513429552295635,1.1562157576596888,2.245061348903941,0.005201113137014
2.77065495696967,1.9149147272148503,2.517307011614521,1.1826426393686686,-0.0319061817526707
2.6540268875879907,2.070508019418238,2.1834912401709383,1.147816325487608,-0.0270982264129075
1.268260358294372,1.5458244249257205,1.891990595251968,1.4428284059057892,-0.0147091327221333
1.2321620359315697,2.47381857584132,2.96568014239881,1.934788120586308,-0.0420212262113408
1.4961198717269208,2.0757699762563733,1.2666637352630872,2.935635572921352,0.0038365932267442
1.0290391964277934,1.2926057617536122,2.130478930670024,2.6925094321820247,-0.0073204314820698
2.420992038623994,2.3852602761177666,1.1220325894075294,1.663661733846037,0.0122897800985315
2.290111820279566,1.9925512199092212,1.4888231639456673,2.432686049485428,0.0009579790570579
1.6488489383233702,2.7020364703450035,2.8529446169970694,1.2152758669515755,-0.0846450487251792
2.944678639961722,2.603510034049425,2.698123256873308,1.7549435933650115,-0.0206348830257996
1.5725051166934951,2.2966985315685107,2.8826854864930462,1.7149362435338438,-0.03820185927717
2.5318746237853063,2.320958389980394,1.891656217845439,1.912124205561418,-0.0062924669009849
1.6319302747412772,2.032463423229572,2.8329179111028924,2.6325923414515966,-0.0136243906166951
2.7450640475402466,1.8936542349756569,2.088624384054258,1.6385507709035585,-0.0101208867879837
2.688444775922985,1.6665153244158013,1.8605396057900607,2.2991340521910306,-0.0026661797576415
1.7003667006393846,1.178320034836294,2.916825195624015,1.0618660194634453,-0.0476768284224504
2.4342500451261198,1.6918108306017252,1.8611101501625755,1.605817996889888,-0.006139514785313
2.583539638001478,2.803418378654096,1.9749193420036355,2.351078594714975,-0.0061426535410597
2.8325269965744173,1.8475917363552212,1.9569045531334253,2.225251484292301,-0.0039475539198431
1.6906314743817057,2.49683164413101,2.6932203478161227,1.3142155663056685,-0.0613191602470166
1.5867212030013107,2.7713440855864127,2.309169218246074,1.385282758918841,-0.0487498525397747
2.799411879906221,2.7096540055085425,1.7150279578950642,1.0655712718686612,-0.0097504774644783
2.811831843577333,2.46957400028771,2.668422316892621,1.0863867341061555,-0.0527116236871668
2.6472745623528438,2.9000813795925198,2.779298772691967,1.352360197868332,-0.0445726301561588
2.855968399295255,2.946428239495245,1.5493690760117669,1.4360617471734842,0.0008529421921916
1.376115564729697,1.9607016561885944,1.2922876481321728,1.2655926085236977,0.019461151640912
2.6182318849271464,1.0764349647554692,2.57914216133427,2.7069613983047582,-0.0037770336710304
1.9629686921804184,2.920059165452474,1.2956022423648756,1.244920032555532,0.0207553013438762
2.210529752814172,2.527030714182706,2.20240028680664,2.6584174162207845,-0.0076003527299334
1.5918938580990716,2.430080660796434,1.9312903526096128,1.806605670805913,-0.0131286611574047
2.365419045895812,2.9673182316130395,2.492432882977156,2.490994948915953,-0.0128155256849772
2.436816518033298,1.1466922655281495,2.6626280153217703,2.7522548593958627,-0.0043872443838905
2.356957414878238,2.2030328923345213,1.9079269317964207,1.4984688628751317,-0.010957310023479
2.4946348194851007,2.535510476760547,1.6281144640797645,1.9801995910633323,-0.0011816391509916
1.1277079506134833,1.8676823310094173,2.997660063668226,1.5921594049581502,-0.0514528270027197
1.171946093490154,1.265125944498053,2.1291842107707994,2.465609361216057,-0.0074867920533552
1.1208485641504995,1.9264537115477136,2.623070361506642,2.3557018605920623,-0.0214070679248713
2.4683156250074907,2.341088470609954,1.122053914945366,1.1182223401510438,0.0261862508263032
1.355293413217008,2.1030395960237653,1.315071226944163,2.351063531530525,0.0056507364460156
1.7068402486657588,1.19088850492759,1.9309537883941328,2.309946521575788,-0.0036671360916332
2.9033820614704515,2.699005783587865,2.439689886410407,2.0627805979021128,-0.0132757217443732
1.7494279982317769,2.8774633517861967,1.405567391569486,2.612409273466004,0.003154493596356
1.707770513346733,1.7026787681495406,2.283519063424005,1.6819457547890404,-0.0183391064203775
1.8113977463536763,1.7565818391970858,2.723447800347965,2.6390890805972598,-0.0101253159291121
1.5169503192568132,2.632961137267282,1.987833006565324,1.5147049972709297,-0.024384780340663
2.8403699732230097,2.397113289068729,1.7860385635559948,2.4595921289534584,-0.0023710814628095
2.0155722746496902,1.7874998815500058,2.9652647808497106,2.813956802748306,-0.0087743754498067
1.3302077637824847,2.53184451211736,2.4869853146321543,1.97597816964288,-0.0307732790009703
1.997907881843746,1.485660692159699,1.1601444040546531,1.4724995198861786,0.01089487570453
1.4503066479019582,1.2831168342579704,1.4165548824318288,1.9937056187970932,0.0027211478739134
1.3302945393724008,2.3850486501718158,1.8510052054419168,1.8722165927595733,-0.0112566997423629
1.4118059396682132,1.6490811177224711,2.119527698896327,2.361487621375816,-0.0086941629542648
2.098500085005841,2.015458121723074,1.6813687500865229,2.9159788131686466,-0.0009918538775721
2.297461632044353,2.618492655155652,2.690860087896982,2.045276019327336,-0.0195161323002575
2.020460014612964,1.078123571927431,1.6217496702435636,2.747538477591597,-0.0002864874482702
1.4216337140793345,1.9802040129578429,1.5264879682591956,2.137145282563279,0.001074948885792
2.4693206833923997,1.466146787817145,2.9453235140615126,2.35122001959908,-0.0083827098982554
2.304460414901455,2.125805883225456,1.3889266477869755,2.5343873406590367,0.0020671024387814
1.9528719977122384,2.844395710671756,2.188420689243904,1.1669513922637154,-0.0492895027429766
1.373605134343122,2.433047341016285,2.098433558505304,2.260902936655192,-0.0138838101326092
2.825901591461175,2.4165254497855244,2.5274460451569016,2.9513488740201232,-0.0063847890489895
1.681781074712832,1.6538587049738511,1.1238756870384423,1.2281580788656552,0.0224225980699916
2.335929250246541,1.082491072737212,1.8817508304942945,2.551885368804018,-0.0017326376739569
2.259376072971552,1.6951388423945968,2.678386568679891,1.9030895151391585,-0.0147478689352009
1.7753517634307907,1.6488038499833504,2.912476053894517,1.292098647373454,-0.0431105141200953
1.4364347061734388,2.7641405996181074,2.886546652532067,2.037368018480465,-0.0356980478226504
2.771961860492434,2.001564616076212,2.3813695445936838,2.4761150205339524,-0.0067917003713346
2.1871204391531287,2.708728460122438,2.3955957660598357,1.611518770971721,-0.027870948136195
1.2131907246640137,1.3552446711334694,1.0907338651593093,1.4037027312030987,0.0208360273477017
2.211884631910709,2.73431001548726,1.557925525433036,1.0051501153146565,0.0012531618392091
2.610571654436185,2.9777650418296595,1.1134616909394222,1.7575090367822863,0.012975909022805
1.5911572560720904,1.1186959525616882,2.2896953643593787,1.397507237036291,-0.0188657489082842
2.837365365046641,1.212736950909744,1.754881180544111,2.4351037040442858,-0.0010499509262229
2.906465591330576,1.3430383872645768,1.5238213193434875,2.028670631209077,0.0004195632252645
2.3895480036230268,1.4513927564893898,2.7775956074959627,1.345312926981684,-0.0249564788449381
2.8880397289269903,2.315237784977888,1.5781008842906517,2.8808599601416685,-5.614722917040432e-05
1.7629128559219454,1.148592846732329,1.2405107471570682,2.729812588902243,0.0022564428584197
2.763197312402512,2.7633578600853776,1.46415670804263,2.9199408158796323,0.0009934875043071
1.161668674045275,2.1512110884765194,1.482268719023191,2.135219767239026,0.0028577026159895
1.302090359537467,1.7331723361515214,1.2015842061471036,2.601112816499987,0.0056498394879916
2.774376295524405,2.086894239241336,1.0628871342256945,1.6587300155682003,0.0105809341239987
2.5931706429967063,2.349777644675995,1.1614096800338745,2.3475814057218463,0.0052080908351649
2.213053029192504,1.8106002794273035,1.029393359266796,1.727661740056948,0.0112407768929044
2.375109327729525,1.3587083614958215,1.2016653753444857,2.085763117515828,0.0037755082926746
1.770086870233923,2.332825207476775,2.781477189248945,1.752601444839903,-0.0319536533252593
2.906461634853792,2.187975749840123,1.3163874125687172,2.047042498000383,0.0035979210645593
1.162920990945017,2.794635610078302,1.0096938583495771,2.754608369338764,0.0134108075021086
2.4232099214549763,1.252629902777897,1.1643485586725455,1.2350772942021162,0.0106613999396347
2.1562815387530607,1.427446269607092,1.8991396460279104,2.437304278741708,-0.002859706004376
1.8109257775208611,2.022510181200137,1.0734711901955485,2.070612704932279,0.0098894103531969
1.9163396483339463,1.258937367958894,1.9380076743140384,1.7945191336251944,-0.0058282354090672
1.856786046927112,2.314877359794697,1.1318360957293443,2.3177646834364083,0.007848830980562
2.022147422288186,1.9228813573597845,1.383916329508719,1.7164929694671105,0.0047717505203411
1.5075560952369582,2.2790517942006137,1.304026715073892,1.9705812373174711,0.0081668593510798
2.152431151319381,2.679177055114626,1.1688429572501875,1.5656181437657466,0.0158091330650773
2.129748899779556,2.687423740673013,2.8156176707142,1.119175154253416,-0.0759463941052234
2.81394493191832,2.2607063838967854,2.7120608073734944,2.159172766580304,-0.0124676505608648
1.9521381885654052,2.5119394553687564,1.2175423061687574,1.1242838807495117,0.0280255105825044
1.7803431117423762,1.0208957492181687,1.497938609318701,2.0843643948447834,0.0007645604007228
1.737100569138863,2.7859658594909007,2.18750684831576,1.3858782802350444,-0.0384313039825114
2.164630628875508,1.7911701907986166,2.212380178870341,1.0205029788076545,-0.0378402032264595
2.013327083498532,1.464504406675558,1.0730214371119124,2.358216886362375,0.0049698876407221
2.016292028639612,2.850156904197456,2.0057069731531008,2.9443672398635643,-0.0054669266800093
2.272508469702414,1.7716340427188797,1.3437229510240571,1.1347939286274458,0.0108455657302746
1.841832290672433,2.6065954893205348,1.2445995301429753,1.1301583421007737,0.0282543608745915
2.258699964954768,2.6892384808671084,2.449316541859525,2.832851457311738,-0.0090884222271776
2.4859904699507664,2.5275679160078104,1.384474159552982,2.944286538125456,0.0017289488796346
1.5807275385087132,1.1851939582804394,1.171469879870402,1.628728132680448,0.0087447868317801
1.6359041513673458,2.36676615296439,2.192766083048173,1.912323173967431,-0.0183426992873944
2.156632007061945,2.9997079917548883,2.241711101663622,2.208767761969814,-0.0141050862617132
1.3305950573677543,1.1229482939417494,2.037801601922887,1.232839471300898,-0.0198934530011993
1.178951059350407,1.1363481713886163,2.840388929534688,2.891488345921095,-0.0087610708634388
2.064762613559803,2.4991092322384576,1.860666514219699,1.9575006638737675,-0.0071846550897803
2.508295891369515,1.652381678237264,2.7582361619724294,2.555192186658368,-0.0074464356451145
1.3866360110712863,1.5714342946061144,1.5286381230041042,1.5014711159135248,0.0016859448696215
1.7794970571989408,2.253158705841836,2.293953385370271,1.4978791695817075,-0.0297185922278454
1.6579316486645477,1.0387298452586682,2.181165744463818,2.851484034023964,-0.0035145348049207
2.998374788109231,2.1120161788237994,2.6633855527448294,1.5032944501410808,-0.0220210980124581
1.2844504906643406,2.179185708549081,2.355664188871552,2.1836614571873585,-0.02001017859656
1.7633650737189843,2.63432102314756,2.978563373608538,2.6564021948275958,-0.0166238545930722
2.518649945029175,1.1890124648041769,2.5928219828740886,2.685331399226472,-0.0044447435885174
2.832593582981328,2.5528847140253763,1.7626432743751428,1.4904333888926735,-0.006156012519458
2.052724511582137,2.4746600971249317,2.232236666626625,1.80789072133718,-0.0180292938205586
1.1606807755870132,2.252004390834877,2.0810298399983127,2.722771320158775,-0.0101714537850034
2.048055092871192,1.8801469312396155,1.5669482117939508,2.343684148366086,5.117868189250615e-05
1.0490993319484154,1.6361198335369946,2.13806126507608,1.1822052802318634,-0.0477135596361903
2.15637018950639,1.7615715099657068,2.741056167277408,1.1045473613181087,-0.0490668545945797
1.5524437748149509,1.4214952414715551,1.2705491395606696,2.427308342516105,0.0036576642611937
2.374547920520912,1.4122221659414569,1.807240231609143,2.1716692860922238,-0.0023507086598492
2.1153821175274747,1.839952841194956,1.1690544307030986,1.1627124407121276,0.0200200294701024
2.3371944768596107,2.045122822169046,1.2955941949671756,1.2766815693265694,0.0116092835773791
1.8653410993021864,2.548695414560287,1.5727529735673142,2.3011498294310715,-4.017650687156615e-05
1.1866152413308706,1.856119463744756,1.2636121884691447,1.458694823793923,0.0176890403379771
1.539578485510336,2.952689194675475,2.4045801995170923,2.592520661568697,-0.0168141437906527
1.1149323969389655,1.4078007180682717,2.442588725519573,1.8569806794287684,-0.0223050830103222
2.5614532800626097,2.384322892331747,2.130135978023035,2.2783801305682703,-0.0075719094582018
2.82288173530499,2.666609491487093,2.3581652571296825,2.1588841140984245,-0.0114271366896315
2.1553338601651486,1.083413677394581,2.9017114268760933,1.3250479418683454,-0.0221304223513411
2.5679035413707174,1.8479196926118195,2.3422995489289384,1.4596464567848226,-0.0187398037207737
1.951683358053772,2.6386269764725245,2.03163526522039,2.6352497941736246,-0.0068894098156852
1.3653244249060343,2.0148335821828645,2.531165372101637,1.1714647788731842,-0.0701185011782657
2.9041684765992963,2.152311404411196,1.327697932885142,1.522523366735907,0.0061240899770605
2.8314098961954004,1.361849898416733,2.47264758565006,1.028878835547302,-0.0283640347338094
1.7342377046770197,2.679546752686903,1.9748033172866164,2.522096395624408,-0.0075985204671789
2.0516540768968445,2.149474778458458,2.9832169890267397,2.4239238068023687,-0.0140123452247157
1.7266978958815762,2.0003347668013305,2.909463936449634,2.664956066759073,-0.0126324919848106
2.5793228158956807,2.668650016957972,2.824035923468539,1.6907273200838804,-0.0273623283553555
2.250346515936536,1.0554530898636567,2.4394330335631382,1.8659242970101928,-0.0081841153966217
1.2390869779358156,2.6083024059732924,2.8327204675936146,1.7467660555413038,-0.0523025043305442
2.7370469126236,2.291652678533354,1.031918733491089,1.5106711628748837,0.0149823723624686
1.5310782936913554,2.7561895929771465,1.7145402801647676,1.5259308310976112,-0.0088130268624683
1.3178718197658643,2.671775313235835,1.780525290323654,1.7488051376140892,-0.0109825693803641
2.228732665198356,1.4752339239915997,1.2264220552392835,2.035902037725705,0.0042903399584376
1.317862039520037,1.2070084781336583,1.0696474660207824,1.1148502063977368,0.0281728446979751
2.108302857220175,2.1206176532122027,2.09800904026831,1.6877736013762172,-0.0141373599428295
2.821287334421549,2.5032040499917843,1.5511520364568,1.9105198100541585,0.0003799656971711
2.4127263969534223,2.2011149010324527,2.5922579818268154,1.7485709656204758,-0.0202507984812898
1.6592045285955177,2.811260681715062,1.6053664381482793,2.2356505404658678,-0.0009323903360406
2.7721994178650844,2.7003228374605586,1.799608249571172,2.0353217142847524,-0.0042442178426462
1.6947754177366472,1.3130521339279375,1.3256549020867827,2.579206580015865,0.0022492922193662
2.8754135567145864,1.3716341077088794,2.250513936311271,2.40147750398132,-0.0041373957385879
1.8335344725448728,1.7469164271781237,1.7788183214968227,1.7067355129510295,-0.0053754304323414
2.141784436603116,2.524389397564299,1.0566945295199903,1.166876426092597,0.0338741157994365
1.0302176246815813,2.687625072451153,1.9354470326761355,1.8386892803719916,-0.0218989096421953
1.7935318925326649,1.0527482448607757,1.072750948016878,1.711454487464523,0.007617957220527
1.1155447332249138,2.318919911745496,2.5545604003122904,1.8803404203337903,-0.0389534708446123
1.9063955373184875,1.0743809152796338,2.361088655028347,2.624759476205488,-0.0046254770012262
2.508151267133137,2.9325276804508027,1.807896061021829,2.9756622493533484,-0.0024681162116598
2.8230648604233077,2.2544478092712463,1.2171394945387704,2.5829328774996405,0.0032989378570223
2.385421140703356,1.608360457260448,1.4628068389880209,1.4837894929506414,0.0026266422472205
2.7835266751032246,2.2876834661285965,1.9595649613023716,2.15916497896179,-0.0053175874536679
2.164345677457213,1.7908160581781567,1.723923391744356,2.3508515411913464,-0.0018172618001356
2.940472983084561,2.077339585324414,1.4256663338306728,2.9344021740545765,0.0009442189238917
1.3629530558170695,2.9514956348886536,1.7617397947706896,2.0616387332138078,-0.007694649200031
2.279918703791976,2.928740351214356,2.3350336227682664,2.462814292426391,-0.0116623480128248
