I1,I2,delta,Int
3.7547902398084494,2.704818164621947,4.85602513571131,7.371957970946599
1.5111265429349516,4.232177008515281,3.8845748325312823,2.018458564935376
2.7402359962140266,2.268850502170053,3.4827780515811297,0.3096784273037078
2.3455514388431093,1.399343542796467,2.9994650779489493,0.1580436643974043
4.945644574315857,3.1295561280177537,3.0204478173247478,0.2645336579163624
3.778745625178231,3.2189933193835296,4.632861347484772,6.443593166785576
4.110376189642546,2.45561995453148,3.479849588534308,0.5719913418802625
4.356581579897844,3.7100149185645495,2.1186130178632925,3.878831639002585
4.362584365429631,1.692218147102006,4.117811809263991,3.01082773224342
2.819760130171087,1.1376087485691713,4.652467821669284,3.742856272455357
2.8176047334854,1.0631954676010111,4.2365861800212095,2.295207695535874
2.4359106216093167,4.175275504083992,4.584882590158582,5.800117192228888
2.1169124596470947,4.291834544014769,4.123859537644343,3.0621435149338563
1.0418167604909327,1.6565071097442732,1.2702745673882625,3.47607625365688
1.649951233602467,1.522745849083413,1.0696346719265528,4.695776802140887
2.90173983946424,3.7963926296206743,4.290296939118999,3.978697233636723
2.138002471788261,3.5063517209819137,3.642595001462901,0.8413637279504478
4.108505877879514,3.891194311665701,1.65971017534746,7.289615028130478
3.0610259415452985,3.2252540606037337,4.511053732717674,5.029592721018
2.653291742845307,4.619290930219648,4.354100731474686,4.817247023592286
3.138100753635151,1.8598516889083965,3.163343236334864,0.1673660221847885
2.7624564111990693,1.4231415639709937,4.580773473236988,3.6651776542369134
2.158213951272014,4.616718813561931,2.289900851088937,2.6164108670254533
3.801962100919552,3.1864540420321754,3.318291363134914,0.1355495982239194
1.8038479274988248,4.816818683603357,2.08107079791845,3.741275400560724
4.877047208283807,2.0155087109114227,2.558621715845744,1.657765645996843
2.071257533385829,1.1132608374359243,2.720895214464617,0.4123270238236762
4.975686755828486,2.791923707206565,3.3807712494567808,0.5254891486832385
1.124666473171145,3.186465975512684,4.874767098972509,4.9232204353413005
4.207785680202062,3.464107638204264,2.7697472421395326,0.5579695346385583
4.403017899956893,4.21742126893341,3.6265994813176503,0.9959477453926846
3.943707864739957,3.2865730551207437,1.210711351193542,9.767353664999217
4.350772632235961,4.858758640461004,3.411393765541354,0.3466780681804788
3.420556363216717,1.754899859071707,3.382614985081241,0.4170006850074248
4.939522545760152,2.580067295556701,4.2491733584529126,4.329318853296016
3.7191947660589673,2.7033148990785696,1.7020455067994056,5.592559963608401
2.3142072953478694,4.8280676425895575,3.1088101838614586,0.4606146693126991
3.4100864133760105,2.6873876141695154,3.3379832528407785,0.1593640664764981
1.516822509205309,4.633333573208248,3.5970937577345934,1.3886956320268349
1.199820374797167,3.0551902092534533,4.995477564737602,5.324590787051406
3.79219394151576,2.4761716730261627,2.74724951791661,0.6100841226711422
2.6903946696289105,4.579188865559237,4.46856699984758,5.574880948738583
2.3946519114480926,4.5800376045994415,1.3769284868473868,8.250739231237727
3.2752708961282275,1.3792369772390174,4.473022565401813,3.646692271433943
2.834354229146957,1.2548522592557698,1.237343538692957,5.323758559617662
4.653082305502644,3.5972933338529787,3.06699574397648,0.0905889064593541
1.7401601414686927,1.0590456592026074,3.635577843308961,0.4087165024605794
2.700229632451862,3.013153202876253,1.1868714030787313,7.850189819361498
1.4301176698327946,3.806118104639628,4.411696623735761,3.8542135020045
4.82714674681819,1.2853712135400142,3.151135029968667,1.130907574052863
3.636767325164554,2.855923765247035,2.4024411176495084,1.7291574106731673
1.7820815681406017,3.27116261470448,1.8745594759118345,3.608867725473619
3.299179864965004,4.7938053946650605,1.5701920336851831,8.097791669557777
4.198744554574351,3.4457659500144096,4.598759869209856,6.781954612661028
3.8552873222749344,2.4492448062274,2.194960362959941,2.7128417267576506
2.5888091893389986,2.0861468887776944,4.106531894358176,2.0281575441520867
4.877273932304234,1.572565433285261,4.7762830459967,6.803500974179506
3.161379379851713,2.9206787899408853,2.8099989265417515,0.3358271340204668
2.3353170467517392,4.241891147006026,3.655209449025179,1.0945969146923202
1.6198238488837844,4.676015320478237,2.931019269193264,0.9131254226592712
4.7618668701192775,1.991920967722895,1.5939068883130938,6.61144798592848
4.491997216043984,1.731855373352115,4.655362377796411,5.905910789192117
4.503969679652068,3.768972198534097,3.622029352816819,0.965564506599538
1.8777041513148596,3.232581756025629,3.234883487307654,0.2043065274879838
4.640380147371809,2.376248035667926,1.595824707177231,6.850424721285723
3.938567734084309,2.846863263693675,1.962430645564592,4.22917671157764
3.763074822952916,4.427677700107294,3.0780015306031925,0.0435085173664759
3.025355487886355,4.289411990514395,3.041998614171596,0.1457500679272936
1.4675358710036863,3.0809670634337247,2.2618932126976445,1.8378856449200471
1.9873981086928856,2.977765085809398,2.825214141815614,0.3412504363670399
2.026797741478678,2.0889768804253803,2.109330963731364,2.0051228614110768
1.7280523906858265,1.669926090637262,1.365735945267167,4.08979494597825
4.877053529982923,4.206042013719543,4.098343910693377,3.863913367950573
3.1329009994604804,4.437790874760118,1.3284993010193094,9.359966767843948
3.013318250151074,2.998661371181409,3.10954412348934,0.0031050699619754
2.843052527783259,2.479462193911958,4.388077588840963,3.630424610400514
3.8732899371584497,2.8487500098017504,4.106483042707723,2.9385183327824564
1.912081322733328,2.8962985966947405,1.282002472698002,6.148794324957732
2.920367970350881,2.6810440955795136,1.0827462632622114,8.225540967316382
4.428068504466974,4.136652324540954,3.0373463101256784,0.0514278240905365
1.426630665149201,2.797347575044802,3.762563251058979,0.9744725471254267
4.428624330289603,1.1516907492837976,3.494812452406973,1.3423506342318705
1.767001258691712,4.089030419808277,1.0018637224970894,8.752256394568452
2.9089495539754755,1.4967896676080867,2.8093065468123672,0.4607328238110293
4.888881891324096,4.805685403033662,2.640225870989264,1.1934576567687074
1.3573654525437289,4.987969212563571,2.985021965121406,1.2049555448977405
3.5915604132816825,4.049293958484454,4.215728541107487,4.006586215596749
1.7806626619221593,3.1335222732301617,2.8525646207035,0.3858451206230953
2.642976048019632,1.7325876198918002,4.583258129656594,3.8244431335524327
3.448430906136609,2.8779487407817674,3.987412302656226,2.148334825464251
3.8231840935508368,2.896415837099892,1.4472166208497663,7.539978358226007
2.439872084175187,3.1435047040807853,3.213223638336189,0.0587181863368
2.6321081630359187,1.5513055423194322,2.167811970479436,1.9114389334602155
4.741447870796794,2.365447230762206,2.2809487673306807,2.7401686511310865
3.603481924345591,1.857671861749852,4.323530091839992,3.4992985199423297
3.730819169411317,1.0452959022946398,3.810982529501404,1.6788471253488717
3.461750412523367,3.5726790567626527,1.7903020018031306,5.5028927095524605
3.7324922761679247,4.142356938307445,2.610046508382458,1.095737692684212
1.4690950261288402,1.8367555045328068,1.594203618229372,3.228956590015688
4.346301399795401,1.96635305650933,4.565998982350457,5.459790418205476
4.945562422262187,3.1425137377511527,2.602504194988518,1.3217443144597911
3.875450152684457,4.304808050961258,4.559620353804226,6.937142513627498
2.2333950067457358,4.963058857666967,1.5877109122484292,7.083830595593695
3.1629978177397984,4.128259997672393,3.6350460880934055,0.9263501882998328
1.6010884293952206,1.987801147163124,4.176681478080177,1.767608596729885
3.5594561141556835,4.646255655624138,3.942031826805624,2.541664208868176
2.414116415061439,3.722804729375146,1.3185961353049094,7.63307398431192
1.3496154181461812,2.55778171509777,2.987047644725669,0.2357613554016171
3.29121742352047,3.2340972464491857,4.883722432127402,7.637814887048284
4.653886483673334,4.081061597487711,2.1969901223055617,3.626720536097516
1.7259751325435753,4.713160805727455,2.555688160455275,1.6862317919539764
2.967739224310472,2.481459046332541,2.79721563351288,0.3404088618777487
3.672980334876948,1.4424319512336383,3.530871003148192,0.8563431118922198
3.4269071682563768,1.4862062300654073,4.334328277028763,3.247067777074766
4.245675453726397,2.160744306917957,3.202840946683655,0.3601158185462214
4.302512550056689,3.6142447843663215,3.8766671660750056,2.066493815939751
4.715070068979598,3.84458766531651,3.5271757334233014,0.6695751976529962
2.3344278321429224,2.80028151890166,3.697706113333676,0.7917183006451678
4.935960230591126,3.68138267584281,2.2830264465871566,3.045710736526294
1.2787728939157623,4.3773417698203865,3.2849909956146317,0.9728216539976078
2.763931324391076,1.14478756230004,3.1449668036861795,0.3511477038403767
4.865986874044771,1.9050544942784675,3.666682996573344,1.502078289537608
3.2845043792819344,3.733146219219464,1.2471910049526391,9.244606010936668
4.619138035530424,2.690009648523355,3.217180898168558,0.2793065134258201
3.1629108581005974,1.9042555176138245,1.2077837412477352,6.810084929197961
1.903860983116521,4.860213489028915,1.2472827499316863,8.69811501007679
3.636340950777365,3.9352863898445136,3.349810963944794,0.1693176111764494
1.6842956163194651,3.804596741902687,2.7195158400231985,0.8703743265321542
1.9916293549428752,3.1846198184010577,3.6736038386080105,0.835508915645331
3.6004075632629866,1.4729609987555232,2.7318206231752,0.8489102976175404
1.2821245466969549,3.644938452232589,3.787257194266232,1.4738455625167033
3.582985052287839,1.6507109305260732,3.658782337602116,1.0059022439690128
4.480552332510994,3.342571453613402,1.7125837018464214,6.729375067351417
2.6502220572737016,2.0313923004621057,3.738428572137284,0.8433442831641234
3.3414359558363658,3.286088502023641,1.720902331163897,5.636459488904851
3.363999244888952,1.356273411280565,1.9565228016758855,3.113006942369373
4.289145806251614,1.7255883554502862,2.9273074413966658,0.698112634749755
3.0117432817396854,2.4325108311855845,3.3386326069114447,0.1356474047091724
4.222995960852151,3.274693458346389,4.406040011559503,5.254697897124462
4.351350243045379,2.9029240793786766,3.3630315650824927,0.3196358661741127
1.4643456824795846,2.463407066749309,2.3235435040249093,1.3308760018797887
4.408380037062461,3.4902877047790613,1.215949873440148,10.624429692738245
2.749554497665124,2.908119631703396,3.9520135967926135,1.7599736623825013
2.076756476160715,3.871152747784035,3.5354368873050603,0.7112785363835528
3.4529076217219896,4.41069526858258,4.093356943840863,3.3347421271514506
3.031889541360016,1.073072982383052,4.170972232418455,2.245856634757608
1.778098595177319,2.2244261966098264,4.672764546481881,3.8449574047810255
1.0287812543362054,2.4907284540777237,3.985362943144829,1.3916250260107723
3.655073026520311,1.7147469522278065,3.773991002621533,1.3311084232592574
4.558727912335398,2.8981013717681487,3.0702114160596543,0.2057734236076864
3.991877790726222,4.878700726503727,4.592111464773905,7.811550344558704
2.5134984332864736,4.968159923779599,2.2471086057711407,3.0579467326957577
2.941471064047334,4.330490758582203,4.675150217156332,7.006210329322448
4.852622274786334,3.18145384176696,3.651617587820011,1.175844947220572
4.437890358986032,2.8468886133149005,1.5437964635860215,7.4766954719400305
2.76848146671872,3.922681778094594,1.7223855710901748,5.695881221794722
1.3942896241068938,1.7660609703653574,2.815075124720416,0.1877605721613857
1.1843204861501286,2.792265863258756,4.246243717940132,2.341951771816067
4.289826876219708,4.819302064509582,2.5643205481018843,1.4889988881389922
4.99936840843619,3.3250961481262107,4.178704438828448,4.176270645478564
2.2592057621140853,2.661876222001943,3.021958487027539,0.0515581948106298
2.6687638475562427,2.899317277355024,4.309592566144475,3.3873070238423786
2.6258945090814083,2.6931367417911707,4.179226251851684,2.6157984156786616
3.2490614615676003,1.5018415659315654,4.013627920842948,1.908968645259684
1.1940413985275535,2.8614532339045784,2.385612591033059,1.3656608328074586
1.66205998279171,2.2039931713569456,3.9682681920748712,1.2733324788613007
4.340341903032037,4.430810458804439,1.918502955982612,5.782606278712482
2.8867526640861323,3.149734284802005,4.02175331945638,2.1947308461123765
1.2879686407109392,1.984806048434983,1.6830960470573184,2.9144249135299933
1.2098733812622124,2.4982749055382847,4.64819862691237,3.485103770138042
1.9632465124730396,1.8215266718431309,3.0879149959618197,0.0081016461986229
2.389957252800612,4.431873617468448,2.896392687540035,0.507457801032043
3.002402993339651,2.4431274137164967,2.8355215144633314,0.2805400344263988
1.3221266199178183,1.2639636192378214,3.761295591789104,0.4814133399940101
1.2443287849037308,1.5630632853165929,4.7945447994606365,3.0362866557637136
1.1224130724353012,3.990212342251733,3.3379898713483054,0.9614204437530622
2.742886878089032,1.1914225158451388,1.7349377868575044,3.343519270687951
4.3621594375556985,3.306546305416442,4.575406245756112,6.631476276771179
4.238169564898158,2.0481562920130205,4.83671826064192,7.017052056023239
1.175697651598313,3.2288458965737354,1.0226626028461845,6.435116579874094
4.001846988132794,1.483935982223949,4.59583028815756,4.918984517479207
1.894120920581193,3.713107095286572,1.1698949095011573,7.677101324735778
3.3248932355582923,2.8413184407588474,3.7025029576627575,0.9609221432494132
3.029968208191085,1.2408482726286063,3.576165546943041,0.7532721948420122
4.4580266827147375,4.387421376080924,1.694626457933095,7.752947013777684
4.6125634335539765,1.169832460290702,4.816100195393898,6.263356938234064
2.2233128435528,1.5267377222018277,4.524710255951685,3.0625469329706907
2.346954644336239,2.087446697783104,1.1236548053481483,6.348505356053677
2.6668201203864776,4.4536016784625,2.6253243902200243,1.1261599125816506
4.806209780374596,2.2873461478458825,1.1624372936540452,9.726862213619691
4.680406912026265,4.089739461632531,1.2026190446489973,11.919490568438473
3.926958391417231,2.651596604575674,1.1864476484269075,8.99842201529852
4.54526697400983,3.0814874869611804,2.6392272408977293,1.0665844298001446
4.138348244586764,1.752029196412617,1.3832601125665152,6.894416616947312
4.733499971816656,2.8531298928514617,4.411878231636923,5.410997254522902
4.33280777166623,3.8614976711762456,2.3430442799298805,2.4862160656958325
2.377685759588406,3.990668152358739,1.1305990263821846,8.993538678958732
3.367785540464615,4.276313466360479,4.252712625599113,4.276771391163326
3.1209294194759294,2.6594683709681965,1.8356488769983428,4.27210999200058
4.137302242048582,1.887612729314264,1.6162214157708403,5.7711150469996815
4.514914057581025,3.995249635523432,1.4744684163677857,9.32713535086814
4.646561173067354,2.1524716294618877,2.115071396576856,3.5239298915987387
1.9578700685139856,3.210606292413952,4.801224317176603,5.613342997848125
1.5484414999197962,2.9662076451287485,2.2241108691572893,1.909369213328862
1.710640111439583,1.4456313179601623,1.0519489538302875,4.71587521851
4.732224167661736,2.73998362033591,2.210081507802921,3.175499691108429
2.8893398327790205,4.938653306109899,1.9146713914422613,5.280922174793009
3.946793061966652,4.354035069994259,1.2743877170044229,10.722475161071989
1.1564495564226989,1.491456785714124,3.2965412414240465,0.0527460881527122
2.697358691432653,2.965676137556549,2.510852830003784,1.09475281269635
4.280892340048865,4.154722079776087,4.1934398289386605,4.252288305532728
1.7332671880090815,2.300779199654508,2.2963831067980465,1.3837775214500012
3.802773674348619,1.8677822644301307,2.7811528303989723,0.6828667044261572
1.963950164883896,4.675514806931646,2.6052676866169437,1.4298876485949237
3.6881170625295856,4.907365177299342,4.022189604431249,3.1781533715019963
2.4994345570224383,1.4615057306442796,4.54279605315703,3.315768997791376
3.6196614944818193,1.4587881076259892,1.2100860785738798,6.700482149616892
3.069619575438305,2.285369958273117,4.486398100894412,4.16802313899452
4.156522974286661,4.216511592181734,4.8438279867764855,9.470383611861168
3.009806850307484,1.2326700009657343,1.720427297561748,3.668198554334753
4.967326601330658,3.998007459076044,1.093315603777098,13.061140536146992
3.355583612112156,3.923534993013217,3.3550347120710984,0.1868681251135537
2.595449539957216,1.4354215246907502,1.4052392251024446,4.667062877910008
4.112582237528439,3.638289427108121,4.521967500089299,6.286591896011033
1.1549776037044612,3.8901094139144794,1.0428105888359234,7.180839986646488
3.105952552720546,4.481577877141869,1.6863304791650084,6.727355739928833
4.846350043622365,4.964989406187289,1.8942836118683823,6.692788965052028
3.9719242616521706,2.894746824057166,4.84709765925534,7.777458597604008
3.4877080398649865,3.4612534105143866,3.637215978701076,0.8361958747730265
1.1964119019638093,1.6988583049327834,4.341720976445983,1.8624062474332732
3.7364259662269768,3.964786794607973,1.6043910735194924,7.442654878328732
2.068821505429181,4.856543426087687,4.199968824566061,3.817183207869407
4.9192135467135625,2.16954731456543,3.5876639483718344,1.1943464119998444
2.9774516062299496,4.261011721304858,2.032651498729103,4.064051080908708
2.014339080628646,3.5767700353217875,2.3414880983388646,1.8513379517225164
4.634975124129032,4.178890001393055,3.421102610221602,0.3534095065436453
1.5640315082690757,2.89826831869068,4.9247143285609605,5.35963732966791
3.141202424638036,1.2119442694427225,4.973826192857571,5.361767843175059
1.5623438166166743,3.3833578850486057,2.931336049226602,0.4487203523346146
1.802768725872813,2.314899625435796,4.635540452551679,3.803997555902405
1.249123692725567,1.834490561607215,2.166628177749276,1.3845642778497758
2.9803241102640885,2.787719574259467,3.6226366518531976,0.6574533102303306
2.627522838845524,2.5059694236694185,4.536940556719112,4.23769398499675
4.850659786815173,4.884168487302989,1.471287300536487,10.701927927676348
4.026400819900751,2.3465918957226,2.017593575882385,3.716731119119646
1.9493492505875023,1.437986425631756,3.07873699283898,0.0454334597754537
1.3204261037441216,4.568921314455629,2.7517987912082305,1.34543755293213
4.358303813416887,1.5572762159379905,3.0477665578853435,0.7280916111198641
2.833574441922028,1.9721518032174927,2.561237320086839,0.8519427099100483
1.8979694785725691,4.136522895037013,2.7276681865636827,0.9038218904138162
1.7351194762124047,4.673715937257708,2.246625919920456,2.8460944893338533
2.712247037976928,2.1427195159454686,4.702232705343015,4.805999467126547
1.4175309896803157,4.89260694990433,3.9091878232465502,2.520068719997669
2.504866105895734,1.2728790550164115,3.8996907440015938,1.1845264025246656
2.830849792123501,2.7372083720841585,1.24174148075071,7.367114608821192
3.927758104767704,3.330553068771568,2.6581412086129887,0.8536225980072247
1.441496436038451,3.928509049144258,3.3120242094667947,0.6795779621533491
4.098565867594301,4.327350773996361,1.5561316891511234,8.549429671493174
1.7909447856538567,4.767093913358966,4.480618997963514,5.215706647285316
3.5068082244030427,3.245435944966161,1.7463209778655324,5.57401891906726
4.531090818403193,3.3803310459049776,3.54532813783949,0.7134538238708297
4.596359027534184,4.366036954832514,4.389108917043995,6.116176552377482
2.009948963928952,2.571285725556804,2.7562135181602945,0.3679945597167249
4.501909260144663,2.4674740915582034,3.575747812953363,0.9219647695381106
3.240787240528624,3.206136743362093,4.897075637712239,7.630810518205025
1.275425462877803,3.400520190676777,1.5582522564440748,4.728192166199069
4.803252843878888,4.029154014787771,3.211796118718633,0.0556602913392918
4.705368988091616,4.602434799472795,3.127521705831519,0.0014905492985448
3.875294238501374,2.5300788796004694,2.6455379614151235,0.8976890701989539
1.780324866702959,1.478479096449847,2.1212021477894845,1.561668763062514
1.356052018780943,4.542672711973224,4.259764531120903,3.7278718351478
3.6731375609229255,4.905183290141171,1.2714415093081786,11.081872467673238
2.0561687705246685,3.9018690191072567,4.395904929805104,4.194952965243557
4.342337276288291,2.6761081553711774,3.678229597600773,1.1590126613945877
1.5643834499528269,1.8177114092137816,1.4469340749539064,3.798764627171594
1.8849222753825807,2.8955893338583647,3.972394866914104,1.629951446877988
3.794676098820581,4.14871858225022,4.133199126550496,3.599929265422108
4.131591487029517,1.237118021557111,1.3958860301660532,6.155561273958036
1.2807016404156983,4.9786717549110335,1.9487169558672237,4.395897795898746
4.930836893220539,4.751280871125578,4.193039794807813,4.877561537434081
4.304675741445951,2.289411739833679,4.559256375596446,5.636383764620122
3.5783838197980447,4.699093753781038,2.1339106082906723,3.899463541904521
2.0548617041277315,4.423513981726249,2.745325036297245,0.9158099820681764
3.700692068575549,4.5779048808090685,2.342445577079024,2.5382793854525687
3.3252754497965884,3.455747002930518,2.494879424272896,1.370303144329804
1.1492882154342428,2.318287014765302,1.29931460665816,4.343003861085161
2.8218491071711944,2.577367859043763,3.686742881699524,0.7873550033128005
4.099779274325138,3.3467955471165096,4.159611418837172,3.5567674750306937
2.794992119350366,2.4023646431238763,4.757661433830839,5.431901352115044
4.31031766988448,3.0123562991531583,4.969808877559996,9.157406902685896
2.5476092621593,4.893530661711408,4.836384818257711,8.314515859608214
2.534671948787566,2.851788558527008,3.8224389710857496,1.2082235199273077
3.106138171773018,2.390090581796584,1.3611520704041715,6.630311119141041
2.9232751113824955,1.3799172354102045,1.994300592651873,2.652415274759361
4.854592224100115,4.242065798049916,2.9492876837069373,0.1879501328632731
4.0947242035367575,2.925249613150452,4.650870055147574,6.594416014965885
4.645722720850975,4.105704227364804,4.192325092802555,4.410819004547257
1.4166699456687208,1.302213512283206,3.9133895091834914,0.772099378738802
2.336963978702547,1.1883154217003438,4.062187466296675,1.5077209120025734
2.917447191419016,1.0191368103633374,3.191224312412837,0.4921915984695224
4.630970990004874,1.061418109964547,3.417171808985974,1.4255603603511997
3.667277248644205,3.839583317225088,1.2198093579307807,10.087225190439655
2.0176285654327795,4.333616616444207,4.715526733209925,6.369801587843693
4.107827900668481,2.1172612352929536,1.9903510153050408,3.822413664434957
4.217419843187715,1.3924472888991404,4.281735896387664,3.5865582660403343
3.948971945619242,4.8686436041365,4.505966887889038,7.020220359314085
3.632931384738438,3.626172693680363,2.991653025178848,0.0814495478043282
3.4954238971766207,4.441444546788494,3.155467327636376,0.057339781499758
4.011726402607094,2.5622412060570863,4.071150402255503,2.7382760954085263
3.217117320879616,1.2351598167150373,4.560943826967548,3.8508001801888634
2.854287301751799,4.343031410249575,1.5843310990144146,7.102014298071368
3.5994254080337966,1.9238117931472272,3.380448555131101,0.4097221741418275
1.1334560784260113,3.7584396772166895,2.254206097055949,2.2853298377357514
4.006269033612775,2.056685810469977,4.460693382981292,4.633190544460413
4.989063085091047,2.3076287228449397,3.836000838219939,2.0820051403960083
2.4276082273150346,2.120394539178784,4.005072769444292,1.599478112333864
3.9765956776617593,1.2640640779983467,4.658367657216041,4.9985433479884405
4.688975279606444,2.0923911201053484,4.308491958782254,4.319365406428313
2.4271607097465675,2.4684435334247903,4.348658049661271,3.153988674995449
4.4925006285935085,3.4200678997294127,2.0698103449340315,4.160870701827499
3.040794319206405,1.77485266596835,2.937310863740515,0.2659847822726444
2.620471229939247,2.683563046879632,1.9883412786141617,3.153307468384176
4.772108258666167,3.661734267637665,2.4855319214750065,1.8090276655061777
2.2136180148062428,1.673453790765406,2.8687745859764253,0.1800816570285168
3.720863031131844,4.50065625159448,4.118666780356567,3.642725265448294
4.5172199891266,1.863154309711137,2.9961141245519087,0.6395002131714307
1.0519101554094754,1.382904656697182,1.0557457664916263,3.623019332342525
1.9283917644060893,2.976122775227586,2.4347494006814765,1.261137094540136
3.685997017118871,4.701871474992936,4.809823371669793,9.197836305680688
3.6313134134920073,3.821820542331226,2.5839314626736978,1.1312522554562143
1.897430282352555,3.79437017204256,4.880017893413321,6.587156710417791
2.737870083724628,1.2781348987163637,3.1831305924867808,0.2779129748642721
3.2792202369652395,3.4073397013581377,2.5420886491214736,1.1670454000823725
1.9543696580982035,2.1925570247371886,3.407741342245364,0.1526140939771125
1.6434549357931671,3.2690092478846093,2.7215339075585767,0.6797527784769866
4.008176520786106,2.556914316334924,1.29780859477978,8.291314502203816
3.045521386828409,4.707867459234233,4.788776283298356,8.331314106644262
2.484165326838071,2.8636145008202223,2.917951217817353,0.1463225740714664
3.887851481486285,3.807210382390146,4.935314451166889,9.396220766575022
4.079755019058972,3.86905295466,2.774908591397344,0.5310337158835585
1.7340957744617382,4.681510778389663,4.60248022828809,5.790553185404805
1.7123127301949317,2.663280367441773,1.6649035661073892,3.974253699476903
4.633618846948081,3.457228735652078,2.1940560066223225,3.4185254508136165
3.37127964619087,4.405853942562224,4.293118740907934,4.639247720999645
2.2965904479779136,1.1128302977291566,1.439847960981438,3.826909172113158
1.6285334686438753,2.222027454625873,4.964754232980094,4.800537450867989
2.894975693819364,4.3960945418301085,4.540761080081937,6.072530616759307
2.6588681461870696,3.9131530446749214,2.0187908043561045,3.7776187715590814
2.0185161439140447,3.3823180680037805,4.577240527331853,4.696722557398044
3.663778241268131,1.0736444757758488,4.490056464610806,3.862753361555323
3.209331676951148,4.509807346552656,1.8703337317916275,5.473947064966304
3.2485876004614203,1.512171969854681,3.1206414969981817,0.3289350640121578
