q,v,B,p,omega
4.9526190611531735,3.3191375724225862,3.9360368336070266,2.863548342115456,22.595128369033528
3.702354127787509,3.6763699831539856,1.2856770286513757,4.872962337194682,3.591170274016402
3.155747343937027,3.059625336194012,2.9924299264077803,2.716342271536871,10.636774961802608
2.35975131448431,4.508258208277651,4.935736974382857,3.973745562383287,13.213776929218913
4.198004247898341,1.84462944409024,3.7305138541029432,4.183003688893612,6.90609295987348
3.134593740029787,2.8443312564938013,4.208747061090547,4.17190457032774,8.994559441713209
3.748986452090468,2.3835114387115004,1.2861952511350483,4.851237171329066,2.369111527703694
3.488610960825524,2.088301368432087,1.1425398368152573,3.4633985625015,2.403336560575071
1.2717029713627128,3.107610564896525,2.2677495204519302,2.718353031517415,3.296867560572388
1.06106144346472,4.26337170010596,4.570333631791888,1.376317771692186,15.02183261300072
3.7963580869505615,3.263777967937555,3.663167210639052,2.926725784091249,15.50823901748297
1.2513782664268338,1.8518591375772675,4.737273414388517,2.044903606547782,5.3684902281899785
2.4666339654691924,1.907921007978556,2.425576730039221,1.943626143250636,5.873099829764654
2.599798509626295,4.085485828547849,4.753291160180785,2.133735272666164,23.66122796758748
1.5808781100741671,2.0104295014961817,1.7841732608088554,1.3476442178635335,4.2077410858741455
1.0259613377551036,3.100716983483289,1.7122680009150013,4.118855732714378,1.3224774734971652
3.5455450065661047,1.5889272911762475,2.9113351658242865,4.907521004389687,3.342081729691876
1.783473705509807,3.3721280400105966,1.5226122872955772,2.4913877969160207,3.6755197818072
4.572335026456846,1.9297916349044213,2.18770679720577,3.393473794798247,5.688438676692864
4.925608241632506,3.466422679885089,3.3000116308814182,4.79975937166508,11.739169950991554
3.482770789335095,1.489396141849801,2.725856769906169,3.664339760713116,3.858712437472174
2.744754997665282,2.079832434859643,2.150290394263721,2.913140899267292,4.213738259926739
3.202782298588299,2.7943684440873477,4.85760449400731,1.6423449811567274,26.470908805314764
4.349867011479329,4.807909576708013,3.8621258677707977,3.499108635754362,23.083479235076677
1.396533799282082,3.930526539322232,1.658862529500281,4.5744018664456165,1.990573720685179
1.8671498291133013,4.470532764743465,4.474959786520019,3.671836956080581,10.172886517369037
3.027086013063087,3.223605854598884,3.3996564160229013,3.245855354515379,10.220509880660495
2.8919081906896587,3.8001572602999287,4.6629791935994,1.2370397715034391,41.42532129399341
1.1100672644163776,4.371663368566036,2.9681320060416803,3.5970865427002177,4.0043159179126935
3.038483531646761,3.572927418734994,3.7310941031378926,1.7244507226867656,23.489106381469863
2.907029272916823,3.159365149473429,4.872909435950806,4.749831088937386,9.422353689991244
4.221607038883668,3.176069003045836,2.375762856995751,4.706578408748976,6.768080641342996
2.406814255175473,4.430885178913695,2.531567582313699,4.3903926483661095,6.149208718999313
3.234468900704659,3.147993768655621,3.639692318555494,1.907898526828228,19.424338745855163
1.2475801794372758,2.0400202759751447,3.8303120765816825,2.9625588139125765,3.2905623875368404
4.184227956945323,4.58913090503559,3.7501417496801257,3.767851407551825,19.111716718644185
2.509064141422495,4.530772930013461,4.851060908552082,1.3182245859380348,41.834191586892615
1.5608005809571677,3.3995590398168174,2.361207972040829,4.521198345733142,2.771090355207056
3.822723229652767,1.6454203266461032,3.791988741987264,2.70321738260975,8.823396212402379
3.98637471456957,3.356914405216338,1.232793585685208,1.9599813768438263,8.416989945552322
2.607326836143232,3.1227406182789155,4.534836519252369,3.7664519187848113,9.803035933601214
4.935264692435599,4.543060156978521,2.396455713048855,4.920828075108325,10.919183220744298
3.260895297068181,3.869914862847503,2.6091896214772787,2.3228409974223867,14.175044304099544
4.828808830097369,3.150815313561685,2.1517372912172115,4.331031170045367,7.558939982284203
2.108953075786161,4.348503794240838,2.3409851616475263,3.9009151000367535,5.503499516908065
2.8344630423673176,1.6481534522743626,1.6279419577396093,4.713182768392704,1.6135895722503577
3.800735570194072,3.92908637841695,4.8963296085345736,3.2835977597547683,22.267934079283943
2.055738478018623,1.281250252984512,3.433608595309565,2.762065730398896,3.274301046438957
4.675963460890511,4.2114874289007584,1.4802042745581003,1.0528548098516843,27.68597268208725
4.385045672080188,4.090100818348326,4.822025268585184,3.7033609843931625,23.352940310216844
4.063607738782344,4.252039148805731,1.895815588500052,2.1902280142548647,14.95601160987577
2.420521434634627,2.485558213901652,4.481690832408011,1.7765084668677944,15.17775310424086
4.34035826099867,3.294242511434888,4.203254288072741,2.224630358169175,27.0152475218514
4.816898561676451,3.3278415981595386,1.933754559265056,4.51113202381077,6.871411541582711
1.293957209997488,4.55356604727287,2.824278460429537,3.6042651948486615,4.617026113219698
2.157298139550869,1.9490524243271772,1.2685052504757133,1.8349925917307388,2.906642661326396
3.339792851747457,3.660187133078506,4.0968019651271534,3.295543292958671,15.196401895303085
4.9637066090605,2.746760867767012,1.6212621783193533,1.3139400528431224,16.82304687692989
2.4719163037690173,4.381111636434117,4.217683734256889,4.707099243837272,9.70373074546867
2.9112101318391157,3.4472794176008112,3.155434734664014,2.8854295016808096,10.97485458038023
4.736902497751895,3.5710782869032944,3.169080308441389,1.338756851250888,40.04288455976673
2.7311762492694376,4.985302575367326,1.028339943516574,2.245949505126065,6.234160322634334
3.0641048693937125,2.077149391897059,2.9642931087666544,1.481470567084989,12.735015403209813
2.8765253810995985,1.168131729561742,1.3817867148473666,4.820760564757586,0.9631312675685176
3.484489487214752,1.664268794514749,4.304807197868793,1.2578132388688794,19.84724233228352
2.5000552886910787,2.5143912650829825,4.341001893397445,3.634847000600309,7.507343933999485
4.493937999851691,4.648942199278486,4.889760081438435,1.141723834456732,89.47623600888808
4.791815458608579,4.098532475350434,1.674978644517136,3.932594768073066,8.364857406671405
1.3191447802760488,4.4121820986422655,1.9029493745602988,1.749900494279523,6.3293596253954965
2.0357479338199465,1.6304646256711703,2.774234356141616,3.0919080816118205,2.9781869401040875
4.409141244681646,3.0279177939136592,2.0455088346785995,2.175441490175426,12.553130509900155
4.555318102873642,1.3296264167752638,3.579121836418454,3.433596070476475,6.313579068869726
4.835758050041911,3.0663318457803244,1.0308161502221629,1.371713036060093,11.142988059443416
2.986188937751908,2.7132707608383746,2.846998514009493,1.9301703667069408,11.950938561819942
3.009772850372108,4.152803363553921,1.8650886721952,1.1761112583101156,19.82102754435421
3.0822617774694567,2.064916503272291,3.6337903591345335,4.889809986542742,4.729768680573064
1.9396237989689045,1.0408445607397423,4.700538292127047,2.5658927564664147,3.698388035254289
1.4309364098120638,1.232947061757538,1.1958127350530594,4.74750979209306,0.4443877404701918
4.069419003443874,2.2077552505141864,1.5689008067821222,1.4406322054011498,9.784208575453006
2.0499878062086374,2.4966980094901547,3.2592721529956377,3.676733905026048,4.537072497848119
4.057500076124079,3.2641940619190186,2.1360802525190428,4.105633878733489,6.890835044722085
1.6587348207643935,1.2459711034386167,2.5637866695571843,4.794878547995058,1.1050685160417604
4.869058019368987,2.93252056947551,2.5119647319868657,4.158022648205165,8.626064550213808
2.738138755655057,1.2615818938951855,1.289875131931859,2.9093367450436123,1.531526717392884
1.5061273484699351,4.584869546081235,1.344030724714508,2.445293433055882,3.795481623320864
4.58337947110792,4.000597943223589,1.3318372141582948,3.5901676167715824,6.802164696944963
1.7413764868788286,2.070440184151692,2.247480842844745,2.3716711315787187,3.416621703930669
3.961167341351936,2.4944437827117563,2.5703744263819424,1.9268498184733809,13.180911243926875
3.594877970291948,4.407520223328119,4.199174495982624,1.227951610706449,54.18276144792785
1.4604845820039536,2.455144927368796,2.1874623449768995,3.8847236486947465,2.0190848337881664
3.707599401770018,4.75672764167755,1.3580036644251678,3.4028842574611438,7.038090599792782
4.559157193773844,3.323317501438426,1.201012965963837,2.0560990038212625,8.850342429949727
3.6537748270667545,4.873905708703575,3.602917675987659,4.934991190102837,13.00130239514921
3.274182458873249,3.3031819943482383,2.648164820155664,1.752292151754184,16.344584171726197
4.678161045591749,2.627351622395502,2.3138616285218463,3.4171457169946504,8.322757726320367
4.480502305472186,1.772836088066938,4.413504740904702,1.1661958624811457,30.061274546912927
1.468869872251012,2.479434866652577,1.7405892285523523,4.631267272856228,1.3687762902721723
3.6354944280558823,4.316737500485237,4.748280496964775,2.631611454038889,28.31611854283644
4.001107501999369,3.2617615464648964,2.5971466843978583,4.071813378886519,8.324171945240309
4.563661019460724,2.3815403264759207,1.7383686636070568,2.280911540446644,8.283326121141835
3.573423624863931,3.090578760991805,1.3125408897545945,2.501341800804048,5.795142521448868
2.820834907951828,3.162009454003868,1.1101553213400923,2.1275448004223905,4.654208816693952
1.936417618036,3.5131372559519467,1.49206364368243,3.968538032685242,2.557707898111012
1.5270004834149962,3.483859508894272,3.3696458007418344,3.947554447637653,4.541046315836999
3.038066185883369,3.758391606586649,4.658243295508117,2.135907241385936,24.902275868477798
1.89444736328564,4.021364549827455,2.5402053215347475,2.358092428445836,8.20661360403438
2.052401080937637,4.357134707552449,2.6054849539835865,4.880266238271785,4.774284291735907
1.6226711922269603,4.307491734970762,3.383703510904128,1.13547135648997,20.829128427494386
3.185447076436526,2.0082824765542098,3.289077139333456,4.039844570185775,5.208403184098965
4.409426027398364,2.004184291435226,3.034838112836354,4.562901062858093,5.877791716943175
1.697820547922635,4.540960214959908,4.09758905163392,4.143528781696615,7.624256928600586
2.1016387223865576,2.1347484906528127,3.4523483545170537,3.491789889895337,4.435793138468038
3.430128845179533,4.277251396921527,2.22938139307657,2.9292215657481,11.166250326236495
3.8954116727494728,3.282083074723216,4.183810301806419,3.32015473876978,16.110780880501206
1.542181480930128,2.065638586060583,1.9299666205989592,4.624773978848446,1.3293798945247823
4.066882643889868,3.7016339457844314,1.332098855144232,2.1645328568856868,9.264615116483036
1.1393634130458845,1.694431675404199,4.750436291664448,2.8563061759698023,3.2108134241195287
2.180627790254407,3.0565886825947453,3.2837120841538296,1.3164868421078495,16.625208156515402
1.1417516705309083,3.257317297090676,1.373168482691134,4.956238953510911,1.0303939767685009
4.247997065146072,2.7744943726306825,3.962401891995181,4.708667701883807,9.91810121505274
3.679757919070394,3.7441209970170433,2.522131642718847,4.973034296716143,6.987397018852779
2.1245647950573034,4.568462646667962,1.878097928963435,4.523331944113647,4.029951628118177
3.592511897455202,2.001079204852421,1.090621682384838,4.310306998961949,1.8189820684936524
4.156945782803953,2.4185109872699253,2.497778952917146,2.977109576236607,8.434932413026756
3.820675632149651,2.061586402355086,2.7397690909179397,3.6513014019152714,5.910279066268495
4.472964082201187,1.7449988279654436,1.362099281993141,4.602887301636905,2.309771257693122
3.811435834566614,2.367260583267226,2.700502643114856,3.538200287901869,6.886473376753751
2.9695416249886226,1.5832750220851215,1.4178830414912782,1.775256813936608,3.755130181464568
3.660223443051629,4.493882298292073,3.6798762988330025,1.225321226325157,49.3983627090439
2.7470168647228066,4.181130789531574,3.305485821757725,4.571761489593593,8.30437232076468
3.27015337215026,4.156007777603779,2.372850907219818,1.99163874222106,16.192144051283538
3.942048773913585,1.359348791548182,2.4950003747700418,2.657937919912565,5.030123880814005
2.0412467193401347,2.922425455903216,4.896009406322837,3.678473505577914,7.939872949218338
3.594751114005357,2.812935600439693,4.184321225869471,4.059459346768808,10.422824793716392
2.75657677811647,1.777318336767157,3.2201644317180884,4.406790828670728,3.58006512208126
2.0107847614169976,1.7278107421928817,2.1558245070328934,4.692408638919908,1.5961706983947088
3.134826551126336,4.951633491771785,3.5606293552662382,2.0698578230297406,26.702274805248106
1.0630516971523627,4.633077399929087,1.691496942275473,3.4790842815268763,2.394584726142824
2.421919190260724,1.8258902437741589,2.9742384617924214,4.828896465100732,2.7237184207422707
1.8691610921391624,1.4070991612645298,3.8643221400853087,3.7002936910041937,2.7466831573733708
4.418589653710883,1.1212052692747267,1.6284708553006513,4.694679881336292,1.7184733745221163
1.8095888173593109,4.858661606223949,3.8593988843736655,1.7269803626987068,19.648473889298348
4.288462969544096,3.491694195560304,2.5543689768081386,1.6245695054874467,23.5441599417811
3.667847262785163,4.310613128009379,2.2161045881554347,2.706663926438605,12.945123786188674
1.4677837685205928,1.27252135517385,3.749731795617417,1.7414726478683575,4.02170959931867
2.783813648921528,3.362388961172257,3.8818396481145614,3.013477952375085,12.05751148181087
1.8042538663802787,2.990388234811502,4.575556489244029,1.7193983274652496,14.35795677450438
4.992121249736496,2.0140083524548604,3.62221676082152,4.220641401837004,8.628640466155149
1.3654775312883252,2.5626842512384727,1.560438868443604,3.518876950433465,1.5517520837074108
4.67910692196324,1.3978857183376214,3.2025513249053588,2.2018733962594896,9.51345770234071
3.377765956358668,2.710991900404751,1.545722056363236,3.972681519552117,3.562914726569302
1.616707851390867,3.715165858393177,1.5660567581098892,1.75920396942491,5.346887618611818
3.5225772387092102,1.5347305598422856,4.795915897856543,1.0230467009975102,25.34362681010208
2.3379242093186843,4.04401195142607,3.688958037673072,1.2443231241262915,28.029374205122775
1.316048034067289,4.969988092588639,4.089702383742945,2.280931818756317,11.727528310226894
3.9335158961263423,1.0075192978037828,3.825719094941388,1.2363117684618277,12.263639007500474
1.082079428466526,4.256451915086304,3.3578594103668067,2.110735910235221,7.327156743391527
2.602344473401829,3.23501682379698,4.244103551528538,1.7869272761501556,19.99495453399021
2.319368249299509,3.10545179494486,1.225882005454415,3.328118161413724,2.6530438792111863
4.0350895607350346,1.1763162528480475,2.0057885026920848,4.671745164009797,2.037901875552179
3.162079378306032,4.414453511129575,2.289427516219151,2.0268525201193284,15.767195932760274
1.3164012102553868,1.153451661724894,3.0545073651485097,2.725737638381456,1.701550321563471
2.5411083078158887,1.6671087156821307,3.3041859780215246,2.193989237864215,6.379947265761772
2.1990934927260413,3.52928977832248,1.2613067589831497,1.6188743375084722,6.046980889484499
1.9589414240313423,3.323584797887069,1.7280809770943797,2.223648176468481,5.059717023660095
1.6792745285355757,2.672037739159431,2.1372357233668398,2.097127222086266,4.572902431662408
1.4267859106630605,4.129750515458936,2.725852582595815,3.980834733511435,4.034696254228698
1.2336205739117243,1.291383593997787,4.14976426865795,2.6994432937895376,2.448984782887984
2.625769062612247,1.2402713363595717,3.179532962940113,4.9940684046059545,2.073395153784276
2.2643316198928627,2.45593117456974,4.187644631117677,2.8922826884018447,8.051657724507628
4.056342359748438,2.8959803444116203,2.8240717862715283,4.727991278743131,7.016641341522599
1.672210972557615,1.5189268407951757,4.960416542420659,2.446826809880956,5.149236536081308
1.3439085308548209,3.965818059212556,4.3671959555885485,4.491983379472007,5.181637597642699
1.892346586871672,3.752931948422548,4.790716903703414,3.742529428804852,9.090895270918654
2.372021132062195,1.4403604521617042,1.3723041618603848,3.0625163556141324,1.53095246354964
4.012264208207819,2.4848069675062723,3.312179752055004,1.2684100352660557,26.033730717313933
4.187444822872575,3.470061932792396,4.239760554555277,3.3346420485196586,18.474744091747592
1.9843447708188524,1.6768354206175284,1.2231012965346992,2.178409763843713,1.8682303451344895
3.263976302627873,3.2849712146029617,2.5917700259297805,2.0176337032248086,13.773131827868404
4.61314135430224,4.282305255651744,1.822504683877718,3.959839997408441,9.092125030523473
1.1607388560627545,1.638824306969183,4.320731439895602,2.899258635738068,2.8348966663211304
3.380392381857792,3.2203486754076875,3.218352211542012,4.797339628038671,7.303030529029286
1.5743486929700272,4.260238654400926,1.5715070363651966,2.9788578413019358,3.538355042044527
2.938987719139808,2.082295273694462,4.1515575717357445,2.2447489254530355,11.31835671494887
2.1667035816191507,1.7158298887820442,2.975510389269053,3.701254805423773,2.988726791407778
3.155481665760988,3.947131106663494,1.220134382485496,4.354432674684251,3.4899828948399008
1.3028836367879024,3.6663573236110873,4.801227515450446,3.380306977763301,6.784792392256146
1.464805620161119,4.846340372429202,1.8789347675335009,2.5084636273084966,5.317381309461546
1.56182229338541,4.865055242953218,2.2744435234715104,2.1808349057688305,7.9244980220895025
2.9260836796215868,4.561196946609239,3.2133064399094584,3.051641782439579,14.05348901866084
2.396336406630669,3.5299325853269714,3.156852284762211,3.8692390595984936,6.901490504394753
4.102095371095785,3.1093788260634847,1.9890054612273769,1.428752654490368,17.756538826663302
1.219111326832175,3.0774548932292816,3.497589111821221,2.6500444297375143,4.951658618308333
3.2329847698430503,4.114317816024531,2.413307152379571,1.4883313688791675,21.56822769830142
3.952991122437657,4.462277897050702,2.510346812081221,3.2083883871388554,13.801593799174016
1.49684954235605,2.610521527877794,3.826512589579362,2.496116383600209,5.990233390131148
3.1453520989287806,4.475942667014122,3.074674467884364,1.0435740187254008,41.47913268121171
2.294938460485726,2.53137069790988,2.1969888407389964,4.563714267820934,2.796637638199873
3.048581667819522,1.413608206103386,2.58162321018638,2.3583596833654634,4.71747607644262
2.906507919623251,3.5244150360429654,4.106885708757154,4.031523476083484,10.435228900413534
3.378200075816094,1.7427719258262662,3.498877445673608,3.72631156811724,5.5280948849132026
1.4999927465325822,2.314145222576033,4.892790025775344,3.1442507597025564,5.40155959702355
3.808270224378323,3.710994810673365,3.082685269866398,1.7282859550889578,25.207611144727608
4.256832760646795,3.350798675398413,1.5718799114809912,2.856915207515676,7.847962808542132
3.4507693013608782,4.8239294557937455,2.902921511278441,1.7975924028277914,26.881960809859272
1.479629784904518,1.751818140651951,2.7186332079237965,1.1186051974683484,6.299641987527909
3.9746370551939862,3.824504876783729,1.2791062219596432,3.8695609810482816,5.024786487086614
3.053246762227749,1.680685676801108,1.6665101159930082,4.350559694743197,1.9656727917974
4.090175580883486,3.724868825174278,4.536256135998399,1.4456959776949967,47.805022923902726
3.0928251347817524,2.4593791233281324,1.7128500087093772,2.676503055562655,4.867796778981148
3.901320840949286,2.2499108089525306,3.009997133929448,1.7490140931709588,15.106009135600024
2.900946401446226,3.958935346135852,2.611080284880035,4.139201080675756,7.244723498844893
4.346320435945886,4.117955896395852,4.516556179585326,3.2568002264691422,24.82102602280649
1.8800126203094492,3.16894316342764,3.9796329877259953,1.1466156329158577,20.67761182203995
2.4214806719488893,2.5547998921118062,2.9343807317247657,3.3633531213956385,5.39736628191897
3.1426475303564154,3.853294702216143,4.923003678104953,1.897893721751906,31.411318837335678
1.754353922538304,1.663790522108369,1.5122375625238922,3.719430596455457,1.186750491420545
1.4196772464901837,3.079983332681422,4.50878411485397,1.903789367668398,10.355677868552617
2.3304430814991344,1.8743693047758767,1.2146076374832528,3.034855551742325,1.7482021352883157
2.494360229103581,1.311855152745438,4.417436637100369,1.3399617156479064,10.78755436507394
3.682150167998776,4.381193041271768,3.9070627955273913,3.372253735980208,18.690633962550464
1.4970536846868887,1.6706577026334777,4.081553995271706,2.856997204937899,3.573062250212879
1.663317056331605,3.285131577259988,2.368599621789914,4.673611637114327,2.7692798415079527
3.042719469634822,4.825520379495439,4.266688310296175,1.1230120631675802,55.78437403321023
4.720692978035162,1.818121996290128,3.1171966898397048,1.800166565448134,14.862103867072449
1.1848674305214666,3.63156125637743,1.180209482625422,2.6068206308530595,1.9480992819566108
2.208633203689069,2.4010304636526087,1.2293022311926325,2.775754279722176,2.34854517814053
2.8940696615847905,1.8663955752593224,1.3160887785659954,3.404087818082567,2.088320287417735
4.007264531502843,3.473212721755766,2.28622506230031,1.099643757882856,28.936524217928014
4.5169017161077,3.780922603206244,4.929964091049608,1.9773747899917835,42.57877780170971
3.09634116697784,3.8624386531047192,2.798355158784952,2.879575727152351,11.622103278258956
3.115334173133673,1.8286260418844196,1.9899459206704535,1.3824760128634304,8.199987848440053
4.909581944905109,1.5960394598052292,1.4588524314860134,2.934417513496272,3.895629044944916
2.264903705895771,3.97918433071608,3.8890151043067416,3.4900713606088,10.04266840346104
4.321590699363837,1.1807140286113742,2.5542924171578427,3.2080980647492625,4.062668009136968
1.1882345178682892,1.041602606839894,2.1435637048950027,4.753625879703286,0.5581046211765738
2.95600887510602,1.067559622296092,3.4072299775948363,2.7888712247934766,3.8554125770563847
2.411276792599146,2.949175165596849,4.775867416648222,1.1936558741187795,28.45252126671307
3.4981627805554045,1.5076850170571905,4.548883729295956,3.5527537892907053,6.752900623276378
3.92750946271652,2.9226829268614343,1.461637620607413,1.8174126308124672,9.231772919786613
4.508116739996495,1.6111059448630116,4.223929048745541,2.227093472117567,13.775184474923376
3.3539956919515626,2.802634188905878,2.688047172182628,3.9360871194199616,6.419498467753432
1.7006657465099195,3.1568920715552373,3.3800826019033643,2.8384196217132813,6.393363719278511
4.522764899597618,3.065138445344185,2.8640446394132195,4.748461980659089,8.361437078903705
4.734702836612602,4.627797447073965,4.9205088333115246,1.4711931306651014,73.28370134968068
3.4505492646776807,3.346534892586887,1.92410932826344,4.322540907648158,5.140131420102144
2.848049053442589,4.295943108000051,1.515863373402106,3.373200567354972,5.498242383251757
3.579016893842329,1.3170562390316176,3.8673172570822345,1.3820292585860576,13.190480977633646
1.9251584499338228,4.440269965256537,1.241199821801347,3.243131736855391,3.271545539177944
3.02204193682939,3.620045547107417,4.900517616415394,4.10080546923239,13.073362642193716
2.828657585612723,2.747199824248463,4.200217464791197,2.592469052319623,12.590089697648722
1.5793456422338394,3.9774096024963175,4.171007688970215,4.127986485296162,6.347171425812572
1.3475827104111224,3.0644757785174868,4.284889848772453,1.599877730369962,11.060238502133984
1.435019831968312,2.921409453408228,2.330345336953443,1.7194269521013994,5.681812367363733
1.3142122272387726,2.545939384874423,2.90687488821797,1.8640329892640204,5.217786550935171
3.330970966989781,1.1507757261881526,2.056570325289537,2.4395402157837465,3.2314476379489627
4.758822545633484,1.4750581089521488,4.448292172317301,3.2975402163996788,9.469168480068385
1.2055926869330609,3.38027425454994,1.8193576327366787,4.097473072087767,1.809483017734028
4.9177525098597785,2.3631879397995808,3.7793761279832223,4.149014840293775,10.586199098394074
2.081321390078885,1.5031342223766408,1.4625893332161408,1.29267626327954,3.5397251194082298
3.5787450970551604,2.1066300992938576,2.664276854291234,1.4750591929408738,13.617235691184472
2.008369447732512,1.6264037686279345,4.813613596461012,2.992486431337743,5.254253392564983
1.3481670766584388,3.849090859307261,2.8111563789393768,1.1768189705321874,12.395876038154372
3.76942920917074,4.16738050888891,3.791348012112991,4.32583842133228,13.767722528315916
2.390754444023373,3.4684875477812693,1.3542398731473029,3.902714892807285,2.87742413745564
2.8947699261910724,1.9360746301079643,1.9636336076579852,2.3207416430727608,4.742090166088175
4.606731971432602,1.1074951600648233,4.401253873294909,3.259801128886658,6.888427570673687
4.402120146195827,4.012205322939744,4.713968082939551,2.0086583225648824,41.45010265126805
1.0689875482121023,4.472013929005039,3.033978761883372,2.94881742404222,4.918588005467061
4.344543740283557,2.312140433881654,1.4773358138235366,4.378141872547378,3.3895947481222324
1.9040745161035488,4.4131826372708565,4.498602624035664,1.285420490446875,29.408187255591344
1.605865703337701,2.12963348619162,1.5818490988690028,4.059283821954698,1.3326917936185214
3.400182163797046,1.085462540997317,2.0830061747802846,1.9077370957971904,4.029851644754531
1.6207267856702128,1.6444253025325757,2.5494197313232103,4.326077295124769,1.5706196558842276
3.388900750999847,3.453794590784584,2.872033200669972,2.814553046925904,11.943603371466295
3.355241534170383,3.263015057922716,1.7129487351028412,1.7304027612535977,10.837772576459514
2.3253355071175807,1.7983053145314103,3.2138305618414456,4.366317289280992,3.0779158047320814
2.788784430321779,4.129024564963965,2.911425538759836,3.3453991256643967,10.021209927873112
3.2588919422391465,2.3994127166229533,4.718634753837403,4.2357880713130704,8.710780209688343
2.383530773421959,1.3631741240157598,3.811760730452206,2.945316967324682,4.204996990791954
2.102973044409981,2.866397292295141,4.869809809562717,3.684790251113151,7.966532266414989
1.0253861165158922,1.097998032607562,4.238347127560491,1.483294394007649,3.2170526068416554
4.005523291970458,3.349234774482761,3.29871563229368,1.2038187232707322,36.76111183318767
3.1495140171338347,2.222978888563119,4.470864299470009,4.074636066195317,7.682128141254253
4.19127395937026,2.5764223742355106,2.8490839045283725,1.846536694108469,16.661358457771264
2.175817513624523,2.3892825442427483,4.810390944271084,1.203950701517086,20.77120287318189
3.915863564843906,4.742878116034859,2.0173440236953013,2.427047273921864,15.43729653130782
2.134650892505141,2.7150670163729416,1.244380555063599,2.3516573191551338,3.0668080326572
4.561659963290019,4.675032067009004,2.889149399799843,3.3937587468726003,18.15501185258862
1.0985161646477977,2.295581295218092,2.610416740624352,2.0032981015449147,3.285968499312288
4.37560977797541,2.763750850763827,2.90862644661428,3.4971026414113657,10.058125328906767
2.2646787950038885,3.334373598128093,2.136098815909849,3.622556376843453,4.452737144305568
3.429161608254444,1.3760039702960185,2.59253199820047,4.483254558311629,2.728590523671649
1.0400762157079262,3.440629959568926,4.778617344436942,2.360123158188075,7.245539368713803
3.795588598247915,3.736061178053852,2.822867153874193,3.484651115853014,11.487466292336112
2.0786113748690376,4.592315338906321,3.4478118942979723,2.813043378725285,11.699630225578382
4.593286737241826,2.81707200634059,3.1962572532392066,4.577350772163342,9.035434400889429
3.6003378939071053,1.34486480157691,4.815402466229422,3.495474455564401,6.670345767229211
1.571441067053979,1.3083738881448177,1.4981616279828192,4.997574290231885,0.6163528057640977
4.503623861345023,1.90719570292076,1.7456468877997289,1.3321533043295086,11.25536447796022
3.606789968443525,3.894573855298901,3.6128445757515726,2.439517915076052,20.80300454871745
1.5233269735126465,2.8433200905676266,2.062470894547218,1.4429606130141424,6.190877885477756
3.4838268664987457,2.417376899536499,1.921962775214543,1.2204519048785292,13.262495027172138
3.6816421394495737,1.250339118399693,3.613751472973788,2.012357527864971,8.266516369166412
1.4651466846284276,3.122186285818956,3.5631710916378765,2.054360125725025,7.934142890914408
3.1179560963707544,3.718206247481601,1.5533984958635283,2.5879138578798946,6.958834950260589
