E_n,d,k,h,v
2.330531051985398,4.833480392198148,1.749034229961135,4.437511140510052,269.67676687010345
3.057720021145792,2.5166117969459414,1.8775763482167167,3.2139348739282845,142.16757998397782
3.292985235470985,3.350520442777829,1.772588260714818,3.6293891618335943,226.88120622668708
2.014001030404049,1.1195162427115872,4.783402227559108,4.559250256086312,33.279272259455325
1.93805852973244,1.3445708922564128,2.7138407073737025,3.540862093210031,33.74578251714868
2.1272431447989697,4.294479189049707,2.373968718158784,3.891141634841502,300.7779220514901
4.432550102045266,3.3866725006523213,2.6554809448300785,2.56249185093111,662.0497354679147
2.4047014216661315,4.767998239518639,4.781172974798315,3.519786661054837,933.1711675933578
4.724483664225298,4.317785638226605,1.6256133858236512,3.7945352431351074,474.1819807797967
2.584466607096333,1.8012457335411325,4.553827919303209,4.97373998984672,96.47621502889596
1.1230885577554282,3.29130700122875,3.696685869439361,1.8749982623837995,301.42018471843915
2.0703570860303064,1.0351622410255468,3.6347992582262822,4.66964163751488,21.70045517140509
2.3203062963533285,4.578691072202211,3.909334156225332,4.997121573444121,478.2123038546715
4.505224205888382,4.483115333984582,4.612014485720902,3.5136445966806047,1493.5471189646562
1.5373830524426362,1.403914335891642,1.7569284403003185,1.3867997285421945,48.24068832657402
4.3714754248344105,1.4358315792017995,3.2097837562781293,3.83055790082517,94.898347622045
3.5533857690032367,1.2353356715958776,1.4862923233910657,3.629313663597894,27.906278125864496
4.823300272770581,4.637313766660288,4.285465428410971,3.2366885845573674,1725.7751338088522
1.296224096254373,4.771049680149618,4.321901630753565,3.0299656065366767,528.877402556449
4.905761132795105,1.0391887974602954,4.98318749106658,3.603976655649249,92.05140747426044
2.9897658609501856,4.521292287929912,3.861834504703669,1.9108848591773,1552.1416373208897
3.268766495660784,4.302404549988605,2.5853557455631626,3.398775512728617,578.3810830427577
2.777681088517204,2.091736970853645,1.1294528597298128,2.973667479059258,58.00722597336816
1.2084642750994616,1.105013487757318,2.906120008219516,1.350148627767628,39.91267203449256
3.1055572685326425,2.68499080357768,2.454275990289847,2.793135591537879,247.21020306134295
3.5476926702279776,2.822350339661336,4.634138390090292,1.4614252769426814,1126.0821724177986
4.876151123093447,1.59440446751627,2.454660989168077,2.9264170495058264,130.65899951416225
1.946381570843426,1.7311890022847032,3.6362122912314256,3.375622380744592,78.96273633144777
1.4986538646848455,2.729962814354592,2.9736360319220605,3.4872659831134336,119.68160423494896
4.904782316854943,1.3876570278156004,3.567358003402734,3.349166714040277,126.41651375241274
3.683225197380644,4.512374653064644,2.740520787734952,3.9302067296165935,657.1524703950109
4.125804111488566,4.981979267866681,1.0782903651064553,4.11369838526168,337.3071744290097
3.880880425389576,1.630029018639655,4.880139596343628,4.881781188623654,129.5342853663252
4.135099082395914,4.630965799558712,3.936321151298045,3.510067020954053,1249.723816847304
3.91780298296549,3.810950632038004,1.9332656220808115,3.9554615945000577,349.4728634599962
2.732645200422058,1.108165176674961,4.8962126192536966,1.3600710688563278,151.81013811177183
2.5232760180526626,2.6501951487786086,2.27973590116624,3.043544938889001,166.81502054717737
1.9044368539744,3.796510335098045,3.26798764366608,3.557953811201333,316.82957452298194
1.255030940179383,1.8311027265718611,3.151662878328336,2.485927669737788,67.04107712730969
3.8203497428978017,3.766005232241176,4.618208365171723,4.16766299574784,754.4939384924575
2.00772126519739,2.063492091193234,3.042183454352904,1.735700338300553,188.2909957737278
4.623736524287695,1.9592719356340496,1.404816626792618,2.37048264299625,132.182888238392
3.706433473800277,2.4389254260381863,4.722745705787575,3.18645006584609,410.6298918502602
1.3503426947851591,2.435786567475149,3.065483474413821,4.658863052262266,66.24473397013283
1.18673374213812,2.8441241078932045,2.734286110033214,4.31882340784918,76.37280678330922
3.457053517296365,3.225991616803562,4.492162422786449,1.5472971840014051,1312.5750695210263
2.124349274811952,2.45626455925158,4.566878601457933,4.22085885533844,174.26280817552555
3.162505071585064,4.509996969669979,3.514670788404497,3.507894122096153,809.9006918462151
4.977125470933647,2.970058651451032,3.586174409710264,3.3368622648980213,592.9412042034687
4.282599119992054,4.429163649684976,3.5733444112734443,3.899938192764988,967.3372107148368
4.049565618372863,2.1891516874562518,1.725169723098245,1.6055693267180526,262.043130907943
1.2140340013498006,3.3222190759098167,2.3431570362024936,4.734324193398825,83.33753509894308
2.2643803595642624,4.026150224542166,1.0141299063065463,1.69297962519996,276.30010670501554
1.207913884410416,3.6970785238682,3.237834183634623,1.4655512536901312,458.37062685412417
1.516380888753457,4.834190907300547,3.6135677846461385,2.4419558759702564,658.9677399807301
1.025779354517204,1.4932072640094445,2.260276493771611,3.589124608186506,18.09993594294918
3.8132460188977215,4.469003761600174,1.3764681020871672,4.881988767827765,269.8332757545284
1.549963526572239,2.3365199631364506,1.9175741918745803,1.648270345667381,123.70694026588956
2.60919151755509,4.318907874244713,4.625659033834245,3.7345392730910616,757.530788397403
1.825819727329022,2.085101417543401,3.8816028997110688,1.273809464436277,303.9686246735845
3.413053535699161,4.680865193581419,4.348911090754906,2.936402134133468,1391.778842673873
3.4837859068981056,4.175522509117232,2.6822638008403925,4.853345832344263,421.8356017142873
3.7110592779794698,1.746863146795747,3.144299837050529,4.908505541176314,91.1591335326637
3.1707577404661813,4.384880931248594,4.129401313691791,2.7428738765174887,1153.3730210202025
3.895296839979575,2.12531315632333,4.51737541502993,2.7409777712053502,364.3988135809203
1.5577262440382418,2.341741041848304,2.651490976761227,3.2527566178555016,87.50186715754346
1.834893657007432,2.5533654351409827,2.148617944377962,1.8361671310029035,175.9112858177265
2.406941991143551,4.80479265325042,2.3025245936630894,2.417277123514798,665.1240090615661
1.161468238221833,3.138379456388145,4.183310331780534,4.236537591009711,141.95056499069025
3.089606029083883,4.379761812433815,1.3486826164502317,1.2126057395546046,828.3313403806831
2.648832657890201,4.494522118111816,2.5674709803891216,4.772693137468972,361.7207825412584
2.98506920763466,2.65176049482251,1.653172006115851,4.064439765826766,107.28776839798684
4.701819142403384,4.382552828533656,2.257134229196928,4.927263757482897,519.8543467668234
1.5230178986598562,4.11933492309619,1.0525622482295836,4.541261054988642,75.27320363000003
3.967434932849694,3.2365997562093347,2.6055716760911447,3.710090919787576,366.78886518865744
2.8642980401995435,3.3432859217540827,2.651196158937287,3.6773581682002097,290.05545623804534
1.9796098401690136,4.33536254710764,2.052397856972132,1.954869461600654,490.88990505332833
2.268735129672762,3.745992595446276,3.1575923870459404,1.3528835615441772,933.7339192776026
1.7393463626616097,2.0796558762628643,4.642948475820546,4.474662242395088,98.08723613029636
4.013149676163303,4.714953932366262,4.021996439506269,3.5738709312448744,1261.6908311326486
4.486868620363333,2.3549802035272225,1.1296281318520718,3.449451053275648,102.40313469205316
1.189499125513001,1.6727136494536192,3.91609050231289,3.731267086942065,43.89485061657466
3.257593236483275,2.005682085697785,4.0118465460161055,4.79833280415221,137.68443788703007
1.837966766154788,1.019561365291474,2.7868770341212934,1.8358757556200025,36.445908350029136
4.281809768320423,1.104121400251496,1.256989866881986,1.6120670262615104,51.14692980860984
4.751751146581746,1.7899593133305367,2.5918050170308704,3.0994195715250368,159.98225942916665
1.350068958820812,3.954222766531994,1.8167513753899491,3.261236197830561,147.7751211308476
4.921966583936319,1.1149879504897,3.66864022444981,3.53471449740608,79.8067555451399
2.985050670326661,1.8092581252695596,2.066841713031469,4.594550791219263,55.23658188250746
4.154897570018874,3.01441402440578,1.9926926181689328,1.2326107099098629,766.991169832701
2.6979491097740484,1.7245066364753097,4.967582060063483,1.0053129980270905,498.2153566859843
1.8698633802770224,1.4708945548614816,2.5934710807660397,1.0330741218582702,127.62411625205245
4.247970299289966,4.755987841046192,4.13746268268217,4.141367944471963,1206.3215301275525
4.31994140886488,1.0447293424941368,3.529578152132829,2.4409738003762755,85.67517302180964
2.0305212551458585,4.0161060135134825,1.1687263992518817,3.521759026597936,136.57806592171448
1.2246146331629577,1.0505051181754554,4.111857603153815,1.5431723498475232,45.2511152423877
4.190663302740777,3.051281017703971,2.908907193618057,3.267299006685944,436.5138546394602
4.276760110168478,1.353130634045065,4.311804086826948,4.082097500895381,103.93931577256753
4.199229476674011,2.3880225852813197,4.424011186544729,2.186306539969618,608.9217610618936
2.783430138425855,1.3135262021374905,2.387316020066152,4.248274380783037,33.91290741761787
2.5919481320878024,3.920390111698124,4.611854968637601,2.2779353171681977,1013.5122312138546
4.868239751021924,3.689226911222706,2.41895215714408,2.053191525377443,980.9579110362874
3.791902753215132,2.4760262250624483,2.230492478818,1.066200563091284,611.1381441580376
1.5124199225020378,3.0601887343379586,2.1733677436874785,1.0599869853885493,364.9315079814172
1.3958176251189869,4.386203239365356,1.3971591292963437,4.797874429596376,98.26820881087866
3.6664401407907823,3.1641293293330803,2.2624450796356688,4.563761404756917,228.67465370889985
3.959033757826465,1.2683611694144248,3.5780467648964067,2.4928153981205154,114.8790507257728
2.029965390541696,4.606306222851128,2.006953685045901,1.5675973779228634,692.9580298456909
2.9254020541378067,4.241783105670903,4.499833016031486,4.8053953182526445,619.3834817928923
4.561756934255053,4.947887312854967,2.5397169442010807,1.7584578307394891,2026.9123251182093
2.018455505774923,2.829829312290858,4.690595837847377,3.403894306271154,279.899081637707
1.4822817578060596,3.3193777342468738,2.340107420046264,2.7758721215751065,173.0176142926124
4.758027387910261,3.010724596963928,1.1898483673189824,2.610998258450005,246.98120194428765
1.7271522244683828,2.304398617990137,2.5629701482437017,4.902837095647485,60.249268298199695
1.4847702285915223,4.123337048032251,1.4054723210335114,3.1168662925725217,143.04441700672592
3.553226082908069,4.504265665786827,4.789116661123758,1.4310089422845782,3031.752676360044
3.517672948812621,2.6876533974800414,1.6941511756830834,4.589948909580436,117.85720972919384
4.451081953040389,4.791579840081154,1.1551084218311698,2.224617623718023,666.8072136254046
4.2904303892826405,3.368742215558529,4.039097213572488,4.829188385609815,511.7483376020272
4.033363638900616,1.2392277193699046,4.424173160671855,2.1143020074302004,162.87130493344858
1.015348027147382,1.287436128090336,4.18112886645999,4.478785979658997,19.742830672733977
1.4540585123791885,1.101419542883812,2.1722274726076445,4.221946064390527,11.404859107089296
3.833219203171343,4.017281442959199,4.632444872663992,1.4879079508705415,2420.316891280802
1.1409317384776547,2.7776114219602484,2.766136812614251,2.547079361643212,120.12784434218148
1.6264038502033769,1.3120997590336936,4.835998144885136,2.9322638499482028,58.03033110816873
3.6701467496232967,4.161591222152621,3.5676838397627724,2.986623564746569,954.152967155393
4.051301136099252,4.030575535198585,2.8207994298609163,1.622255107966521,1438.1082432702449
1.7640667578731677,2.870856385012483,3.2061085936458893,4.79617656053361,122.13239704037952
2.123161534781625,3.4282709300851506,4.36269777888667,1.6456030881985608,831.3295324562051
4.8938559568321445,4.366282195333018,1.11215198368679,1.0779295412482766,1209.6463380629923
4.401438987460391,3.34513882149451,4.181051556649891,4.9640781997562655,521.2904269164677
1.218490660257832,2.9591245763277843,4.801052672809705,2.716656503726988,236.95196134997047
3.168725654994267,3.084303130332763,3.43015922784407,2.1301948738697964,609.9630937997042
1.9512191868540727,1.1169665378815403,3.886959231382378,1.1764477561507878,101.0726347724132
2.398033304673362,3.2395608334452355,2.600241713157403,1.9438753567644504,423.0411954102092
1.092519768032242,4.257352902410228,4.3205300603514765,4.180836009055753,257.1534580536876
3.88914270232376,2.746763611686822,3.869041889584,1.3916107417006018,1025.160756634356
2.820887301986608,4.341110940971396,4.646443626241846,4.230714138462266,733.676079885829
2.762169901244826,4.209482412498918,2.5599446131963104,3.344754044096744,470.743175669748
3.117514242173215,3.856029308015168,4.909743733995111,1.5959807575432046,1791.9675304097457
4.404041997559007,3.663257926871504,1.1818357153046497,2.4043535813196333,365.0522986056533
1.914809002589444,1.2483640032434442,3.361149813632792,1.85782201145432,67.84245658569711
3.4542536471226053,2.488813495193805,1.9753441839204613,4.761967335422877,111.53345631895988
1.3945831353569589,4.223938767247369,4.703563648816053,2.4693607261095334,595.5688697856208
2.334051581358111,4.758401099344111,4.048760277205831,2.547746105888786,1055.3786999450986
4.197608696477275,1.7182135789320785,4.633173701938422,4.625117491665822,155.9990385859998
3.92665996888722,4.390531069557858,1.923248381962492,3.0399299343176485,601.7818295869888
2.1069657791936653,1.1602439949828134,1.63686175033224,3.269006352697621,17.84687740952478
4.151719170326794,2.9450140425484483,3.836872473095206,3.181602534175651,545.6875107413748
2.197535947576845,3.771694477328736,1.0130954989701682,1.7072435675675668,233.11690287981983
1.2322857018522573,1.923255215950605,2.368045336864725,3.3478469882085027,40.51534333698496
1.7848545464402958,4.70434681265024,3.013078967946887,2.8971888289679657,516.2321739293799
2.3290399202969425,1.2752386471949682,3.385498406226011,2.074405834932126,77.67810401872751
4.606468571943441,3.671638228850176,3.392898753787877,4.891548729997469,541.2803465352514
4.7418457033173125,1.0121260809806607,4.690751598556817,3.634505128929216,78.78139444904215
3.2997123013743384,2.8348932800959985,2.0204516246979627,4.621200134975509,145.6978181213301
1.3020137655299222,4.512174237496398,1.1747276815863763,3.781394481348011,103.48618561824746
4.401484315093869,2.303060908672851,2.7214953134426163,1.8073266990232848,441.7644831901901
2.3983744811314875,3.3958584279478026,4.472783451746084,3.717736218280412,418.1434628135779
3.8316235879259226,4.790571923130502,2.84402648179112,4.358764909562693,721.0039132311235
3.431894059860258,4.083443359135583,3.784989817082319,1.107704223432299,2457.1841924430087
2.723449473768955,1.1469632367678453,3.337795587615477,2.3092544242146094,65.07529328212345
1.545659888392899,2.5088806609260352,4.0335858588803095,1.3074216282439974,377.1893736425384
3.4969528282471147,4.192324698483508,1.6877859309369736,4.076647065603822,319.7596865856977
1.329239086638713,3.041403701506342,2.6980350246025164,1.071772959956944,388.9608539208589
1.4616761174962325,3.918598404560584,3.6661716617485456,4.490589271145822,230.2671530021641
2.4768176536216377,1.3720926170182597,4.809202090148332,3.445265567839427,81.79393025245588
4.5711756025806025,1.368390465765303,4.134231039596331,3.879870372314301,114.61339463206023
1.5192298884129958,1.6903664337775677,3.2943720036833866,2.957622466677296,60.76100971142786
3.0846018642529143,3.606227339087538,3.645013442476382,2.2990129190729416,799.2320776767317
2.9649198881140237,1.5406728350697394,1.136608112176236,4.371435480341661,22.99483810171756
3.603624310826702,4.271613234071801,4.951783097047636,4.164261462581322,982.5549365906852
2.511221955295782,3.374556375178782,3.944894605810779,1.3833667405351684,1024.7700264871587
4.778057643661075,3.0220005771768426,2.34216081433724,2.5011646772615053,513.4814498487431
2.3898259774603847,3.6205383367011175,2.2759043826087195,4.355908802072204,205.6826580645497
3.0123269680621987,2.6747919420216664,2.5846750575793664,4.090089900202424,171.1453422407777
1.5413761672801218,1.3754000569125613,1.9812373329578388,1.21497691877671,59.7509830552206
1.7428712118374143,4.9697127133955945,3.773616320853344,2.5661254988382125,795.4585932565024
2.017898586445436,3.3415075195451376,2.6249382531141,3.6410940287151776,204.11799002036827
2.71531246241935,1.342537307898069,3.959729716885053,4.239906236250184,57.436992803163335
2.592692581733405,2.6179456993293204,4.751566508315687,3.474155041365119,305.4005215403312
4.348600412313519,4.889614094516366,1.8009134319317417,2.438444272948854,964.9138450993864
4.643583828639283,2.7532828188837017,2.6348038497654893,4.903653290792047,237.68038193124065
1.1074934596146404,1.7469549624374698,4.912695310247411,4.6010159979962975,45.35033901602629
3.937824632673773,3.226817166717733,4.957016654032327,3.038635660232878,840.5367386525637
3.777902228197387,1.9913849644865875,3.753349563042191,2.4117943631383696,292.98795311854457
4.930717030493988,2.129452364842844,2.27709521501877,2.262059484278547,282.8348833473148
1.7717190703505523,2.229704941365262,4.316879957377443,1.8146654000927604,263.31338120346084
1.2014488449530294,4.13192147237767,2.485843677732455,3.158594565019388,202.86129674422048
4.897590100586807,4.574477995350605,3.8003912744258703,1.2779163434755496,3830.022029905137
4.461115891520979,3.057106418137863,3.5489201399980423,3.1661054542210425,587.2801662273272
4.615879052945072,3.136202855515497,4.0656691985896,2.485371931823509,933.2827241586853
3.215748276583165,1.1904113765822042,2.3667709874385623,3.7799410167963936,35.85562201019818
2.9885480003098985,2.3883004718873764,3.1596272533423893,3.6138366304009897,187.29033396063545
4.339084829118031,2.169473668674635,3.2811600095426745,4.938783512775659,170.49992471456585
3.683966197721463,1.0608812972291326,4.697768026772467,1.6699192160289278,146.5734102214764
4.3117299999480885,1.1927105484270184,3.809176802499911,2.3678864596599345,123.99432215135396
2.3962333875474666,4.679660128105263,4.7146581576767685,1.8702699936771137,1662.315701534238
1.279457143932091,1.3619278362317386,4.791773925943852,4.591978420970859,31.120049704634116
3.660195964057415,4.089260508258162,2.0215987113544878,2.076053168236607,748.9627854058691
2.828408972811676,3.639815252083061,3.522085687745032,2.9023780069132834,571.421654697022
4.9520768753665685,2.075593307514217,2.631505308427435,2.047456605656178,344.565118218139
1.83925993726407,1.3717691735747644,4.516045219655629,2.3873406535719224,82.27330463707256
4.650594750582911,1.5292842064937164,3.972275704372686,4.5037384328294685,120.54827279741023
3.525083446094576,3.3991617869336705,2.577491884017836,1.6506828023146969,799.2021022518757
3.3945970867655704,3.5860273859008407,4.494613215557668,4.116213872407446,598.9901687915053
2.402468056604604,4.86942538862017,2.151733309285789,4.747051912680185,324.479586100819
4.593084142774803,2.5036541795752822,1.648825966010978,1.9908729022601204,299.6361654842684
2.1011340938296623,3.7951256855823137,3.8063244997876513,4.336959842872441,333.76160089653195
1.3145452297301263,4.474429132020934,4.5108803796786745,4.1438179209234125,360.0155932669678
1.2962742467984465,2.3492721902148817,4.082534309084624,2.8456360541298054,128.98045981046533
2.903868904644993,4.158149255902902,2.972096120786234,1.925455340149901,973.9046055933928
1.3722137748788592,4.021765340805263,4.756183749559642,2.4281463824530807,546.3222050956958
3.933641998535761,4.346640604930268,4.610721327832929,1.9627684257231663,2193.875472851795
1.821240376998993,4.275767723469174,1.24359594510716,1.4526769027799245,358.1917750546347
1.3585337745614303,3.830492929713596,3.5598745634591875,2.138392023730052,417.0009108196357
4.978318847895412,3.96134779376546,2.8904649415228545,4.164604179572688,681.3535070078211
2.8552545987342035,1.3283926019432148,3.1449313307244022,4.0176282412179365,49.56202234732593
1.3869249624760496,3.687319011621822,2.273135406456805,4.757682314945356,113.21764608093778
3.620892983821233,4.435694014822923,1.3289597220678893,2.0533819751308995,579.4164036134615
2.41232249519656,1.3497664108744862,4.827912398640072,3.249981738072233,82.04288511217965
3.4551860528506606,4.6292800826447404,2.9305973700806,1.6133305192403196,1690.2113862062167
4.579921558048521,2.6112201530056414,1.4536584036965907,2.4789760572417867,230.11499135491945
2.337309283243274,1.53445513635022,1.005609546405717,2.4411297996107475,28.48872111171152
1.1317558904172778,4.217919688488253,2.004144451432253,1.014393421622375,499.8985035193257
3.156897360388148,1.9606866303243933,1.5426915266955086,3.276799842441431,71.79858428655619
4.3562990180741,4.6674091014562,1.6238633621345615,4.564396328596201,424.2730242310392
4.552200998808176,2.562237795606189,4.345568001390469,2.7530393653032355,592.7946686568912
4.351481767914478,2.8200702220672165,1.824189398048178,1.6081215640253643,493.307739832493
1.7459424588001928,2.68414072604072,3.985668809789164,1.1052104396434226,570.0416431079539
1.6102932345540122,4.883173584921574,3.499749921485202,1.4106203151704515,1197.143015440252
1.8630633755479584,3.0851686030957004,2.575288664315845,1.2622192316326566,454.6596589103
2.435440550108458,1.5271319487032011,3.959961417811155,3.9616121994380618,71.3443387361058
4.131842928660744,1.0103668309545917,2.855187989925959,4.8881585972930255,30.960021125424404
2.748166261651789,2.894889674877018,1.1328227266461908,4.644383988416636,70.59122789767855
1.2518216417259946,3.933455705476124,2.176594056278717,2.373098281561021,223.23514123706616
4.699015177150581,1.4450030274728651,4.485176366596297,4.626921661395668,119.5202806731819
3.795335446363277,4.549193487309171,1.807565814440168,4.427108827751497,402.9978871279453
2.591502101893865,2.720789536278021,1.7920762293580146,3.1846235256728392,135.6593422597782
1.1863776071981014,4.831639396760592,2.2625055362364352,2.2863876019182774,344.3987976280707
4.124886486678018,1.0082547601287088,4.005237332390879,2.5603593112947025,82.4308477739083
4.964603760771322,3.3625122317714458,3.121000449418369,1.5608122075266464,1410.4749571590903
3.822965375789489,2.220634804541035,2.793103484348852,4.564726718940534,144.95618735481304
2.862666801594482,4.757243350978464,4.524641997523382,2.117228984796904,1739.8339157197954
3.492488633441073,4.28574794232616,3.011666076146013,4.066963648555332,596.9454446266041
3.578586877037236,1.232101932796433,2.314231853892646,2.26288865887282,69.81655059517556
4.563657246763562,3.450451918338079,3.9701237357405543,1.355777947024805,1999.356874532164
3.751798132171085,1.6218931404925416,3.255900082169984,1.6263880943730262,248.2793976970709
1.6087606782664283,3.001943094550008,3.890672320405463,2.595380488010357,273.1051170431716
1.273418712438796,2.856796767694163,1.1908368504184743,4.144123312281376,37.52834207994536
3.791572619187245,3.766088698622589,2.1880533235264243,3.4602493622067683,427.327493367617
3.445979875260004,4.591626107928224,3.7250745580370497,1.6150537296831238,2105.7345779558127
1.3640812422740596,2.562031675986402,1.287430132783773,4.669371517265065,31.023038415082187
2.5642615481889863,1.3155914171194447,1.2412378252709757,3.018639972837656,22.932844703677542
2.879045768989315,2.6013996021906163,3.9652773650940025,4.517383885573681,214.91124728085884
3.422268010756669,1.36089564780461,3.48318107895908,3.7011930085455065,74.95625010280523
2.487361536934788,4.556433265536957,4.769908435396928,1.3612459351654964,2273.904664439108
1.143213620581078,1.3836584904278575,2.4603922295773644,4.618964383732031,14.65057979407946
2.3457745714102405,3.0194331025560204,1.2963924969386822,1.6455290243178933,211.7278190796645
4.65592249699313,4.867081961573097,1.781712106164521,1.1570250495253926,2134.261820594286
3.826764739449377,3.7535214151934073,1.2883249127904008,1.7847050089203575,489.07829119035705
3.823318257109222,1.0480269419514037,2.1372959782093246,3.5468291298145616,31.7994501991607
1.7178139287838872,3.97733016233914,1.2748113957124465,2.0316805384743097,214.26921961053864
1.563185875612275,2.8387384522134487,4.464865991631031,2.6565604901226387,266.047980478775
2.738612126115889,2.8046827399377303,4.902926293713538,2.5823324915845327,513.9857509293549
1.8292168268814184,4.343633023121486,4.500662077899065,3.936212638511371,495.8829304162454
1.754037900922905,2.483531769902052,2.522072383978991,4.972709482892416,68.95293178083833
2.2919735978623166,2.7499623460632865,2.940708538091444,4.088391982215293,156.66515895324753
2.357579814732341,3.3259563479778183,2.0960348578175667,3.393684254349677,202.41207910584663
1.445259217239624,3.1080069091613063,2.303527754877957,3.05851224734837,132.1304117752333
3.8096884724501576,4.974475665404163,3.91000466875125,3.7812834676344376,1224.9884369222366
2.20483248008892,1.0617069700825716,2.3492247480172246,4.5760864497310845,16.033382222974495
3.55852475585254,2.1433090068587224,1.3112495518180405,4.238270837272078,63.55446692918314
1.618406605069442,3.5541850639606354,4.006632500863845,1.468887770949522,700.7586634056383
4.930331231865022,4.906094029438664,3.6920157058549687,2.735067876530221,2013.0433508109495
3.560563089448498,4.692985600991623,3.2451456337140723,1.8469303911161563,1731.4527991122036
3.5799699071942617,2.9207637244774056,2.10269484537802,2.112072711102629,382.0757523617005
1.4684325403914094,1.9493599312450285,3.388848723236562,2.697673351441706,88.08678402633915
2.559876154855546,3.0378899519869966,4.921141166595886,2.3672883383138497,617.1454883091918
2.360680979637822,4.987776775873167,1.739035424569698,1.111159281653867,1155.030075329092
1.0434055359425018,3.429306372220968,2.707247018356263,4.0512488902581865,103.0420600246502
3.671230105700529,3.1539654132129837,1.5656558275609331,3.3109564816349675,217.00920173197025
