p_d,Ef,theta,E_n
4.739984456291347,3.759933765930783,2.3187528666373813,12.121512367374145
4.644235562894808,3.444517724645832,3.4717238503102905,15.133302673845796
1.155572663210206,4.934190166544944,2.631021761809144,4.974638075751044
1.8110291717290217,2.5719032705512,4.325151860775537,1.7589291753216862
2.1228634507203474,3.7040863003258258,4.259219416545212,3.44267593189106
4.582565856119931,1.7436574116571153,4.680805738189398,0.2523215720800876
3.441151052370195,1.5487340909771308,1.4160581046707992,-0.8213791865502409
4.148541264101511,3.838801858940872,3.0577638106312763,15.869504497110922
4.273473047949616,2.183153260397749,2.4743035929361,7.328458306827292
4.832640731429784,2.6395564816975066,3.636565326799078,11.225071231151984
2.805976371137433,4.260210848844157,1.4953274358397808,-0.9013028311235152
1.5523525490686771,4.265309819731376,1.8118066701319784,1.5803891831791304
1.5434505552621132,3.507310253807513,1.4214412937042895,-0.8055100016638207
4.551455103743821,4.2412858411118215,1.9056480901466863,6.343864757266887
3.670854198580981,3.460654493610778,3.104406909901312,12.694775979697386
4.389523323333011,4.256687449503991,1.288433029946578,-5.206081623913377
2.7190088360053606,4.461130772833696,3.798312131200106,9.60683611867108
1.120064647198415,2.278577882573786,1.1161236426287129,-1.12082530396444
2.461818445204833,4.716630551170597,1.9932987807038176,4.7612226121307
2.219546485887546,3.545408889514195,2.0300662108260474,3.4883672368682404
4.316557543535103,4.751877046387012,3.475315445165448,19.380106059953736
4.769047480598397,3.363309979016276,3.781185672325407,12.869340853101594
4.610059980996023,3.760460959068698,4.610307835272683,1.7666017890108456
1.2373365035880104,2.143316828630377,4.463895986056901,0.6522432421564361
2.6313903748383165,3.3777632281669443,2.569758328475675,7.474185060000103
3.6773856386410406,1.3311118341477997,2.970551619274642,4.823584063758052
3.0909258346434565,4.159208621359758,4.620298521078055,1.1822243616568762
4.986845329522604,1.808278200984028,2.829622164918809,8.582329442427733
3.9848801756541095,1.8212230239175988,2.5803678190092127,6.144105202580713
4.373590108921182,2.112447422974262,1.8672083760531004,2.6986190716761724
4.415693284114285,2.3134347144021743,4.0976467558327965,5.891721557515345
4.984019580389127,1.557087251723344,4.69968554363328,0.0985830470889007
2.4062537901956214,2.128281949766556,1.5047782349626375,-0.3378454260801403
2.112791304986379,3.714323175235029,3.0938202771340904,7.838636527057184
4.473495183110943,2.109064868254415,4.822865471237547,-1.0402147111947817
1.363583409483291,1.6707091628115736,1.928646684590281,0.7979488670958169
1.6648604667544409,1.3971698325756945,1.8716897101801575,0.6893924339378746
3.6761382924506094,2.3991972348989727,3.6477136043016714,7.714059019361706
3.2889629948305523,4.737099794066875,1.460046078731866,-1.721979791336412
1.9563289479710215,2.099477817576084,2.864815187739545,3.950950720378456
2.9816145603799327,1.2754355104264454,2.295183539289529,2.5200645849184307
1.886854012992464,2.9726263400726545,3.1501278421758614,5.608707637074809
4.426120066655982,2.011495431487052,3.106349598557904,8.897591703224458
3.97542386084808,4.68470823585616,3.903164053321913,13.478950930579884
4.440010579134267,4.314800990970339,4.715268996880285,-0.0551745944390695
3.768629462547676,1.359577574262309,1.60272225792515,0.1635525141622891
2.939205898295495,3.2434561007691958,4.878914394587544,-1.5801906315360934
3.2036844195445457,2.443005408626976,1.911317178849457,2.613918994515668
2.707394777566204,1.4778810791607395,2.867174694403031,3.851494678069817
3.692383774455432,2.94474730739837,2.1009519362855555,5.498193138201352
1.8361158238459117,4.738882508539746,2.5688973528965087,7.312813719379127
3.3230149568431093,4.169598820380382,1.910613279273712,4.618285711402069
3.929330780256073,4.60712912181326,2.770220571018441,16.868862703713386
3.4236345033576336,2.2378131846493936,3.5328410220150683,7.082506851454292
4.924977920941084,4.254347245204198,4.883904715147144,-3.576101019645593
2.579688432342232,4.327071747564276,4.201033160429993,5.462480417232296
1.0470749036830589,1.277203297345756,3.969782840946725,0.9043144715034096
3.329228155150373,3.5562663521338966,4.423543633836244,3.3724641937515942
4.987430024566983,4.348049057508311,1.742246608914384,3.699812120283134
1.3180075893474663,1.0678323266160876,1.6772005102315486,0.1494720070394157
1.747165142116259,3.534639411666844,3.949211834358092,4.26870277937894
1.0581896351008,1.9681765273581855,2.9386592370924545,2.039966044797746
1.7880110954490536,3.3259493630604102,2.8679654857013355,5.7255947546517625
1.5481406503865491,1.1165261854329145,2.737278629397276,1.589171695406846
4.277601190677013,3.397779046111724,2.004459171333453,6.107293412617841
1.542222969289626,2.9332492888199235,3.8332320435127096,3.484179097562885
1.8381642280442287,1.9598003768489092,1.6712251795847823,0.361180552012067
4.933123602272376,1.0271591287420163,4.937211308681387,-1.129625297510075
3.135346805199265,4.814715362615735,3.258063167119084,14.99352797245363
2.4161706019660523,1.3159285457290446,4.430311420696963,0.8850214221939509
4.679701722182214,3.476375349104641,1.798795635225479,3.6771311330526912
1.2670401103633249,3.038105334323617,3.7318805714252656,3.1980073916132823
2.628783162968276,3.615028507618839,1.125663365456453,-4.0918359623179485
4.259182177993545,3.1512421474347674,2.419713712426933,10.073875207402752
2.5977436600428545,3.4535444577399006,2.137985772752833,4.820020143912818
2.5395008385105875,3.127542482603737,2.436654375485793,6.049338786329858
2.5151934491389425,4.339575103206057,1.258633143546763,-3.352153237283472
3.83838998647428,1.8566941070852367,3.967623234259959,4.830485262582143
3.994548683963258,4.366304965429315,3.8869153592081664,12.817158597385651
2.8452976263710585,3.606501222774367,1.123546136131644,-4.4380039189095335
1.2574394014637944,4.541027142698468,1.81576073841663,1.3848155885516589
2.557999539756871,1.643213074876142,4.221029226935888,1.983240962084256
3.461694270060424,4.149392369815804,3.1955051214546133,14.343058079209037
4.093027429348727,2.84338655619924,2.929130205034446,11.376373079895837
3.828930320282535,1.855768340417017,1.7368732651142018,1.1746603143281595
4.130382371594464,3.554807206682436,3.5219138410684563,13.633566408369962
1.903262664803607,4.1514775342815655,1.7171156867290276,1.151999909395622
4.804689304696373,3.3830232767581125,3.653728282700428,14.16893857622301
4.598501094252375,4.744492278505568,4.714920295111277,-0.0552270340624759
3.512387028368884,3.677777459127319,4.72665997260121,-0.1843432496083886
1.0141479425835151,1.4519532879987018,1.194857773777286,-0.540620366578387
4.156712629268114,2.3606593495293478,2.37958864050335,7.098951578229559
4.582554980882138,4.151481347642441,1.8019490459949448,4.358483072189919
4.108454499954545,4.861241939861879,1.8838699694337904,6.151121841784459
2.841395394139635,3.357804486095945,4.29886918809905,3.8338468436043938
4.017088955316838,1.7606347796331088,3.9725394657087274,4.7682005453800445
2.0486413140723263,3.2570204480177227,3.4528708296410464,6.351807076151248
2.4293270831406937,3.7291829287738425,2.2816566324229,5.911134559097366
2.821330032081153,2.9143024920162808,2.6311393131505643,7.174067472087791
3.737331788747697,2.868675890599474,2.3686442160855465,7.674820480638258
4.831122565454588,4.555538691992897,3.883067670691181,16.23057926312162
3.189630050188279,4.876541599821069,2.688948552100615,13.987943753996475
3.6434759842073503,1.181354645557633,1.9786708989749888,1.70731512234633
1.874498682509549,1.129183577880588,4.324646434478158,0.8003055075779276
3.450632617198639,4.415896452177154,3.9626097987292783,10.38410133200867
1.6773729407144384,4.549245463867354,4.083429141272882,4.489218828334815
3.309745440069613,3.637737190368666,2.02498110872594,5.282300880955125
2.907696016644977,2.8291174726532438,2.1571570999257004,4.551838445294872
2.0232027372835697,1.8678053214153367,4.013604550641983,2.430950521417515
3.904907619853647,3.0131807438339084,1.8244193240741824,2.952287055707338
2.6553863651750658,4.027890523003036,4.752799927704255,-0.4321019240828528
4.03508190324063,4.301660745261067,4.004351040152134,11.288390549930533
4.490519665899225,2.441342535776913,2.4159776025655813,8.201248916948293
2.155236940758034,3.333642921193737,4.492196679225738,1.569282407973159
2.7775858160236866,3.63380923783044,2.9458778045452494,9.900526433361254
3.0566646532306736,4.340353639276543,1.3321599585106951,-3.1360263618855413
4.487616818168259,2.057261824408968,1.1326699563242082,-3.9167024650672415
3.950874764081104,2.439931879867404,1.5286079033467477,-0.406570087285086
1.8083000852616296,2.305658448495308,4.285750696361188,1.7253188299811868
3.205427930231424,2.87093630595743,2.5948157587330507,7.860887208821601
1.9770009382920544,2.082636634639058,3.785637898320077,3.2925549301879475
2.78171838480192,2.5421917401402574,4.189977916759975,3.528554426999388
2.149074836861565,4.038875562304938,1.011582636474316,-4.604830329856185
3.3724643277873083,2.2633730377372863,3.977326454149782,5.119042925183802
1.19182212084789,3.2800859493406773,1.4572026890453569,-0.4431148287756409
2.984490135787476,1.2410674795942946,4.759934272597776,-0.1760392167869753
1.8424967697893064,4.072002367510779,4.771218184981117,-0.4411204563827411
1.0812513693775392,1.560932979314308,1.4637125010780236,-0.1803866872008719
2.343841050065476,4.805597486679689,2.680988974534509,10.089717579123622
4.101845676178819,3.848074634836924,4.182051021824845,7.984045670871807
3.647685405845204,4.0854103285938415,2.294249291796121,9.864969759475471
1.627920847725013,3.282121831098011,4.499400435083147,1.1294205513785662
4.875442202535291,1.3338177023562443,1.9350933667045207,2.3169530658456154
1.2502327836427538,3.181086508974237,1.074880875167778,-1.8924507691982164
2.236336091678826,1.643983323893838,1.961784320905814,1.401121339322201
3.6833132662263752,4.62851908822711,3.813388862895486,13.343778186187423
4.190580200828938,1.3307042443499155,4.474924719632151,1.31179104982343
1.6584228791614142,1.9758027670352347,2.3816765954259456,2.375271607975047
3.0988182623192118,1.7480410678024385,4.388753331937331,1.7226462719194051
2.493519088809164,2.1538485740223043,2.0347150905828038,2.403135750807876
1.5746281070981594,2.2714142335353027,4.2155474262200965,1.704806820063178
2.12788138541608,4.8111961315398375,2.326486385647901,7.02089201749265
2.701745847506126,1.7721353367571413,2.080477204570577,2.3359903692725745
4.323585907650301,1.1121147629524013,2.5069842076417785,3.872161821457916
1.327716589561022,2.993127553616055,1.9182391597926045,1.3531339147379795
4.553749804510341,4.73352180583675,3.156924324012005,21.552740654975064
1.589157299265187,4.566378975577647,3.699132704083504,6.157735134226911
4.610090559655471,4.6089630144482285,4.620772876880711,1.9439128207639085
2.486159557163194,3.940481633022258,1.2753196912707954,-2.852748631011964
3.64549305399679,4.052242916442492,4.932323710308399,-3.222839427206908
4.0401136308588015,1.4166820972656289,1.8932263936122689,1.8136367610018227
3.4019095811669566,4.88235240210884,1.6950353516801169,2.0582214564091865
1.4717162439315028,1.594471516635966,4.565725335961165,0.3429298121194903
4.626285673382338,2.7784030260652948,4.111853908016299,7.263412452002275
1.0852492787567565,1.6013150981143496,1.2788033589927197,-0.500253050167636
3.742574135415291,1.711745745854282,4.873298228548569,-1.026395985250041
3.740666796233146,4.70261342014302,3.6883966087566473,15.025991566199622
4.748200754547754,4.6908464292239085,3.96753857280422,15.098071351523688
4.155993860774673,4.845609296479763,1.8300443009447287,5.162534065990559
4.3833827418953,1.8410156937096147,4.324950162408567,3.0489470731244044
1.011317952107984,3.127913975366144,1.0432093498620865,-1.592570894240332
4.670297316402243,4.291268610578737,2.512854912122957,16.208974547629897
1.5629990000573883,4.072263198807343,3.911117221768657,4.571566768032394
1.3023454233581149,3.053746187593944,2.4889168884317696,3.15959955646737
4.497881834114045,1.9545893698633563,1.9561958651679552,3.304987823774984
4.653460553181988,2.6545165097647296,1.8224323681193504,3.075681029868365
2.6103276468887078,4.5921394097437656,1.318634621289143,-2.990728242834888
1.3642915622455043,2.512877543038364,2.983119654427797,3.3853390415375664
1.2162690356919126,1.2456022157012412,1.4176501240805477,-0.2311086956648426
3.0587394762193485,2.414609010088192,2.5228957780234005,6.016616508996474
2.6450278926913207,2.106312892233954,3.6504746192900974,4.865321126816015
2.1956869161978467,4.21744207867447,4.746634299415467,-0.3170559210236576
1.417988925991248,2.689580313118194,4.821233965059235,-0.4142932990288882
2.025131362468962,3.1137762055149345,1.760070930429091,1.186415319475404
1.4894437258006747,3.7531429683634463,4.9362688859684045,-1.2410814238480217
2.8537625551910746,3.0868199592002004,3.345968502408577,8.625715923277998
2.337648096301605,1.943386824343606,1.130074917580131,-1.9379882792439256
1.3223784535233043,2.060930331629073,2.5527745046582626,2.266377868763624
2.5602651339419187,3.340490179837566,1.826873195573528,2.1662499742042787
1.165843443463416,4.279106642540171,2.9154928088824423,4.861794963578386
4.98683408514651,3.664634460144657,3.824960080367033,14.171306283832669
3.2544577973873867,3.690966655518557,1.976394680324544,4.739596046905732
3.44787923005296,4.399016943618265,4.621330475164324,1.3792019455625857
4.77501568218096,4.576126974802035,4.043444897720138,13.551120656762862
3.441429364852033,3.2652898575997584,2.5656063570848624,9.424193729213147
3.735299930822756,1.270728171989857,4.715312069875616,-0.0138745731578852
1.68094216052692,3.868064453584802,1.713556678507167,0.9250770075884428
3.400030205337285,4.12453601783473,1.9674490426236144,5.417760593081865
3.953534505838445,4.248138000054707,2.6766079931686093,15.0119918823809
1.9135633796420757,4.418792056541236,4.163141794503076,4.41422632359042
4.845302144646219,2.1454283536664773,1.740789905243871,1.7586267864390204
1.7380027337091923,1.8280393866137696,3.864046875134868,2.3834414643068085
4.995785410895467,2.373363217874328,1.8677144236681855,3.4690018668904594
3.725982137423285,4.4782345313366765,2.66054421776341,14.792152777968626
1.59751772805197,3.809911614844054,4.965878260683452,-1.526367530933454
2.826732453341916,3.5690663679823293,4.852125357261716,-1.4051883124438165
2.8273457023189126,3.652171196694349,1.9109195509904064,3.44477075964911
3.4390271985619143,2.956580193624828,4.418615653828489,2.944236975693676
4.091686663784008,2.9049239922008825,1.0254486178094075,-6.165471284717434
3.027348295033528,2.591764134593979,3.551820669453575,7.195175073947713
3.283215918593122,1.9700139909737056,1.571497303507854,0.0045339038963465
3.091127096443657,4.668794650383698,2.0273364481552147,6.362206688642981
2.764546073022175,3.3456294425307416,4.670588386626786,0.386507245733012
4.565963792489518,4.222540240118075,3.3015896047468285,19.03371767328473
3.730887923825118,1.649451314967401,1.4466219367960371,-0.762196729361098
1.010122133745862,1.906510719268509,2.4878931082559133,1.5287828831452308
1.2162395736511158,3.4741781040604,2.936680875563554,4.13703236010627
1.711266896029906,3.546816938262811,1.530613337948247,-0.2438270473674449
4.91375307703545,1.8209413239356045,2.771021776324996,8.340295903463643
3.834961271779686,4.636997495458861,1.6835007403563025,1.9999491599085235
2.124760678149083,2.041359552431024,3.435808139272307,4.151022135814193
3.6674586800315727,3.9151570886462808,3.932788157246101,10.094086401348031
4.920764101713516,1.9289051404025308,4.448782342261888,2.47319474028398
1.2071545534387096,4.391714565207362,3.292698189217151,5.241069292801868
3.667066290735904,2.1578885744389944,1.4491913448726574,-0.959904972115477
2.7835656146695413,1.3543668352104763,4.595093272745951,0.4411878851697574
3.5960921117718607,1.6063050454049632,1.0982976637427,-2.6289219245148345
1.0805669187693336,3.445969093502505,2.7552577177248185,3.449156942856887
2.675243260880872,1.3624480414238955,4.642285660687712,0.2553089455513831
1.903158002045847,2.0520016367526064,3.573826171724621,3.5461237789115656
3.199097392159076,3.486547181714581,3.4974533034040034,10.45498458109418
2.2517504101097563,2.2141136058273254,1.29721703833943,-1.3470145264601123
4.273256333038234,2.65643886069623,1.4113785311775162,-1.8019987250994831
4.473957326462049,1.1447116013127876,3.3102911161396578,5.048688252585455
4.52992157192956,2.1563022049302214,1.0072889812329198,-5.217557391451803
1.146479364930518,1.111224897054064,1.637431705828261,0.084830423032281
3.214271363249223,1.7327578151232892,1.544560186006184,-0.1461068351828476
1.3551898440241477,2.465689848366258,4.495361320918512,0.719513619585611
4.641019507089025,3.14312231365512,3.6882876872944137,12.461155168646018
1.0612701324811589,2.688352713937204,3.518431237603873,2.6528761226361235
1.359473335945677,4.969980762703325,2.2931877172806123,4.467304276377426
2.369409128195373,1.613819051610356,1.189999364083555,-1.4211543820816597
4.907450494359818,1.3870654721236133,3.652868099060348,5.936489572491031
2.5362114831194145,2.8749290364171904,3.642385307858448,6.396057206165269
1.0790928783115987,4.03629454199627,1.5101647102895388,-0.2639214568231302
2.275172055042776,2.394303675119766,1.8218703591488588,1.353389470561804
4.679303811564847,3.272311978339337,4.1679539587771295,7.930692374210251
1.0185891739209856,2.617477881328857,2.5955096727028177,2.278386282482223
4.180441585276814,4.421159218888246,3.4204411184364125,17.768478905614863
3.455196705817353,3.6830291862588633,4.679163599472648,0.4227347974369923
2.4057791673886846,1.9172889593711857,2.2322325761931405,2.833277376944215
3.56802248185964,2.8134879491442746,3.177877055529322,10.031980789006528
4.826964532520607,1.3810888358437556,1.112847440501045,-2.947306774548012
3.798597072079012,2.59770304715989,1.1350560122202666,-4.164944414241781
1.5718805619931513,2.305146637171437,2.334317144654781,2.505479950932005
3.639792628021581,4.044786354930447,3.3539452715302533,14.3914906611346
2.644972345238084,1.6103876400539612,2.107049914984375,2.1762243715451497
2.5929712447141253,3.935640220840397,2.8658810241046893,9.819576482212703
1.4646984481849437,1.5985794553369796,3.829719796025586,1.8086119980098403
1.8487024812934336,2.625021151801391,3.8798174870457967,3.5895047230965886
4.877691089694373,3.3866984809371634,3.1463857485485165,16.519079249457135
4.749326508356164,3.603371369213399,2.940493113483344,16.768706291795784
1.9974380992009029,4.546953482321273,3.9496543591927753,6.274941387154057
1.1583711344929917,1.6684243515034938,2.296705416706092,1.2829263209489592
3.348500103966844,4.536165206680535,2.0615375224186114,7.1584327628235656
4.864249327705696,1.645098941619907,3.767502085199671,6.485205212128935
4.118247985991326,1.3507145692242903,4.424293330561083,1.5804777819405058
3.260776912445613,3.1625509594035317,1.1056966240591368,-4.625222237912407
4.531226977844079,2.4553500744421592,4.079018675472277,6.58493786159724
1.566465177386215,1.5203290481418663,3.033849688708215,2.367732755632699
2.643377704366978,1.0522579885302226,2.395313246502151,2.0422438872738886
1.7907242651176665,2.857643472267759,2.774716881909328,4.776711533626034
3.5239666284119533,1.5073819832644673,4.572780342350202,0.7391893569300515
2.86379401388044,3.109877597510199,1.9207020571559967,3.053075940225342
1.2802647476868216,3.062718658180762,1.568719387083331,-0.0081438631950995
4.097036178357152,4.85179668008928,2.56443855714014,16.658128081777093
2.667653002480577,2.3292171044525576,4.073012384873274,3.707591876225035
4.61227133124912,2.3943947214776804,2.970431420962239,10.882225124269812
2.659061297934657,1.7122198766208938,1.6991397503994587,0.5827315907288179
2.4814976510204003,3.110131967193865,2.7884025765547777,7.241397661132713
4.561305501265579,4.41889552092637,1.1102135560418454,-8.958711825453987
3.3491487557788293,1.0974008457203377,4.915319409781683,-0.7407335871065708
2.6602178980584648,1.0515510779454271,4.649593244770269,0.1755465395512714
1.8386160505951563,2.153821824599416,3.95320414662529,2.7258235678037552
4.134869971357752,3.075998896878864,2.868288812494835,12.246787515169958
3.5528869230089337,1.7391841962412111,3.017665299979778,6.131736018638804
4.237761877933732,1.3016042082406445,4.370065861288879,1.851553227335541
3.426939531257684,3.5944493065201897,4.230391165285717,5.709994306363758
3.90909652743715,2.5990699574590943,4.963393809442106,-2.5235184549713097
1.8320661068258417,4.287403629740174,4.12543348186649,4.350217074518535
1.012862128802535,2.3634780345215627,1.2161546742809528,-0.8312843134883154
4.09829461010341,2.4698879039963404,4.386870229963632,3.237123997470432
1.900229612739404,3.60273086047004,2.6505225461543,6.037013500515126
2.6957781942692542,3.8554643775725417,1.8939897647320636,3.3009295244244137
2.0588984524343554,4.228511929772133,2.6917941041827698,7.84012421158914
1.4768859027900052,1.410533782207546,4.804361395740429,-0.1913266991015958
3.207826088692292,2.77191116598543,3.348896326514399,8.701430299208827
2.03594865161836,3.1609894174255504,3.471988786857653,6.08753501300167
4.051001808553748,2.887480787484808,4.333075690218574,4.331266574590912
4.415733339165676,1.4526179696259378,3.2214213396371694,6.393946269068496
1.457664971163498,4.59156762163698,2.1509741088531213,3.668901520382995
4.386808091569311,1.5117119824646146,4.712785402076207,-0.0026289061978366
2.276455674459419,4.942193949692294,1.7092479383884838,1.552703826652099
2.769007200966996,3.4170712119250486,1.6530392469948176,0.7772969068639652
2.3598166279082764,4.057363793098856,3.567201605984704,8.720457271751759
2.3599551498361517,4.20845537512567,3.6928182827429192,8.460705154481746
1.5254738874085405,1.699007451881219,3.895082355452623,1.890208322088644
3.978316199931473,3.1865140758170445,2.9563120104099863,12.459989173468534
1.7377375122814036,1.034729419203782,4.673499133110427,0.069909747374863
2.1723711665896364,4.433108735569633,3.3290217615882423,9.461696569820637
3.008457678966196,1.237420630889825,1.5257348281602434,-0.1676949193412727
2.842054099522503,2.935227696951603,3.2757013543476425,8.267171557320012
1.3030998683128088,3.200612031406042,2.8710946084620104,4.019061219525827
3.2781023626404853,4.211507529839713,3.840062043019684,10.57282289493788
1.9878305064301864,4.46564656631384,1.9016334114696,2.883542069533442
3.289492270092911,4.65116814176306,1.4592715086524244,-1.7027927139456875
2.050887759928784,4.312292430042771,1.889775378547506,2.773463020394701
1.2913167983030958,4.231348880643349,1.2212343510684436,-1.871349250682573
1.2561844544850405,3.22551991475577,4.213096410886632,1.9400434082670903
2.776461142697683,1.047869840579395,2.921304228640892,2.8390634174845286
1.3750564671882577,3.3466169682349807,4.306182118700283,1.81829364592542
4.346331759768583,3.646687741911331,2.3226627595014384,10.825406210731003
4.214980316868118,2.043091061006685,2.0760615501750337,4.168349388666827
4.900811558551792,4.3082974535562695,1.2385211567927938,-6.887322899353171
4.113472989196961,1.0414546970124303,2.456332774183248,3.316903437586224
3.4201212716549247,1.4103949611277646,1.240400057428873,-1.564901653511877
3.871303964338332,4.323107001038236,3.51698110985022,15.570650177757342
4.899762198419232,2.5727762489708472,1.6222317852134007,0.6481091057241349
4.53147594114577,1.6572811851371545,4.582282243326491,0.9743381314972676
1.4124705736424064,4.168486944836145,4.459558671106351,1.4728217137361623
1.5127533828730804,1.467084679486342,1.8216980678390748,0.5510116673590535
3.559237058030133,3.256285506125689,2.1349318393779964,6.1969469890606925
2.748169849140159,4.89974969015762,1.2904628938504303,-3.725538705234291
2.491893686968602,2.249650832180322,3.411377318301596,5.403116169769904
2.405363345024708,1.770319890224545,1.6862173643032978,0.49040253104051
1.2981011818274857,3.0305804751517624,1.6104629273160178,0.1560074913797362
2.3301308429512138,4.847911680893663,3.782556485834132,9.054182772026484
2.4813028488200763,3.387403200412197,3.086863672060272,8.392588507441038
3.8759920435245343,4.076124393498056,2.8308787900861776,15.042498171532944
1.4192873691987669,1.9253202758225043,1.0649459704505508,-1.3240770029628977
3.623857476534852,2.026255745213071,3.7615895617659567,5.976210408932371
1.7514849063196016,4.380683389254535,2.236810617869835,4.740631750274594
1.4353757765048578,4.551701959801511,4.712431314883663,-0.0002765883312903
2.0849254286226087,3.1824030460606605,1.3061220153578643,-1.735701497114738
2.013773270716986,2.406425725573849,1.712346713915316,0.6836641929605655
3.314434775769324,4.168914418523672,1.4728666713692418,-1.350990509304055
3.35503580453417,4.515942293348742,3.3903687062951167,14.68471249636772
1.6906473759880178,1.719026203045772,4.464255788744108,0.7137639672326488
1.5746447200523033,3.20240044203037,3.5350458104662827,4.657338118615004
2.4358729438589326,1.3507653875420176,3.4428293180067286,3.142131958525086
1.5581619980628525,1.3998718135443982,3.902780351620168,1.579246060632164
4.4061463002556565,4.79685206867726,3.2144793724991696,21.07951559940918
2.8269044960155147,4.420187952796219,4.883684630873567,-2.1299640249850613
1.5437602887078516,1.582437176433603,2.1073807459468634,1.248820724257386
3.228417180633574,1.3014490476338367,4.715632010784214,-0.0136259590109585
4.7704730544942935,2.3325666158196867,3.799049726175694,8.807916535593016
4.948327629452657,2.7038086312150016,1.761962344382244,2.542123730055984
1.0816623355760502,3.507757073557688,2.327536955607214,2.604934023633016
2.6124756461756653,1.1243274655280842,3.378576423755165,2.855182729062301
3.808169753389772,4.614046521582056,3.6318690909407545,15.501247979460004
1.2905085858218823,1.057711143684716,3.6968730580582783,1.15989988574949
2.74978287667797,4.25082432468148,4.126922100705832,6.459121503440925
1.4557266089973826,3.57562272852043,3.8191084040433982,4.055484748644616
