epsilon,c,Ef,flux
1.5009426289413377,3.122691161837501,2.523718911733417,29.85211395249611
3.909725985374427,2.0007152318512555,2.338600643126496,42.78029045299488
1.539664391455112,4.670493214522184,4.898315036814083,172.53699830918362
3.694573418894307,3.6272636421334927,1.0584411004284036,15.013322555679787
3.054459162670488,4.20129720621609,4.321817033696522,239.6903127666331
3.382631368315244,2.349516490008958,2.945765652801626,68.96512972666412
2.5573351531385,1.2926648869964716,2.3875822112011,18.844745194446563
3.91792792009623,3.5415897503049654,3.2311742056017323,144.86899267410152
3.991435544014403,2.670381057218466,2.5061985102452624,66.94733507181256
4.057403780517225,4.977850657412464,4.418966854995967,394.3951636988534
4.016454489960419,3.50598463753797,3.4069652938242245,163.45126202761406
1.8335216948140045,2.5663784571700377,1.4079932738447392,9.328416196975333
2.4149558024559408,3.260874306056856,4.895104366116277,188.6979390681548
3.510076673835695,3.917797779514639,3.125744919725072,134.35866716599745
2.680150952719671,1.4694656923989493,3.653001084153541,52.55551649506096
3.84169458726757,4.587218564717023,1.464359720664722,37.78921043373225
3.481716420764659,3.166690935884565,1.2928069934854372,18.42750171394133
2.6737446885294887,3.993497479719808,2.763316022655527,81.53319478086571
1.4207280603486736,4.100277150934167,2.326009450708256,31.51716324321559
1.3607012888445542,4.746995186964767,2.164812837507458,30.270688350325173
1.3102749664703874,4.858691047369085,3.477901209327977,77.00451875301172
1.874780113549304,3.893602069513567,1.9823802521843144,28.68638532729152
2.2952046021045502,2.5533294961868136,3.709680593752549,80.64943042474381
2.734519921535265,4.67581789770121,4.211222396139112,226.75404088241984
4.807204876723066,2.254069571098791,3.0005767839013333,97.5594711175966
4.797930667313093,1.8333239936579104,4.752765447281549,198.69454968155875
1.6950426852981302,1.2091096122710003,1.404409274312234,4.042347925251738
1.6512440962069408,3.157546258157098,1.248561834888064,8.127951636560653
1.8959059799823668,3.106757859746614,4.099392181385116,98.98357587668136
1.6619898439203062,4.501543229648449,2.749885066682032,56.57425919976707
1.8933380328990177,1.0989008100263278,3.1996821660872503,21.30101675115609
3.695418677915648,4.656860404354414,4.813554778058535,398.7389913913364
3.5054069411823567,4.525922524370131,4.491214463671684,320.01707063046496
4.326814978543467,3.056667648050328,2.433346658267129,78.31131416386144
3.4774043697732604,3.5457459004981997,3.926239648600517,190.07124253017125
2.028571107811234,3.683510042998071,2.6291124456602404,51.65001072688483
3.347840539403289,4.162094802707585,2.27869400894494,72.3517022122962
4.864587943844509,3.1779778460552444,1.325906109552596,27.17831125761731
1.9298284983624057,2.017743998457106,4.613644253755666,82.88443626580009
1.0656061070754306,4.815668911799911,3.46409620892312,61.57908221883199
3.61543922774698,2.316178299319595,3.1398806674357296,82.5580335249849
2.216973325817218,1.6762186632846694,4.775409751078696,84.74467596363165
2.760501896484469,1.127369593129075,4.538840894756108,64.112732241914
1.978853275383868,3.5215032753515536,4.105479229442222,117.4544320812944
3.796290682194921,1.205046316692639,3.860977276778296,68.19580965266815
2.4307893890839947,1.2781828587787247,2.2484019735729643,15.706818911058726
1.4937340723803842,2.60832258461068,1.7991191849274228,12.611143243057636
1.8864346623807848,2.849684888179512,1.330387439409587,9.51469516960801
2.500335289981735,2.0033990801010004,2.274989591172902,25.925345244297176
2.089536634727622,3.4643848237055246,1.4802445408202214,15.861456093553643
1.3394450356508365,3.279516112015546,1.5386065425870077,10.39895779422481
1.6275139595998032,2.706519517333243,2.4143152260466536,25.675791015215808
3.6135094556075806,3.974207659003074,3.949845575466427,224.04743936496405
3.2089477230108976,4.959142705198223,1.295724743165636,26.717434425180024
3.9708545663051353,3.18828169187885,1.7919871129985947,40.65466911834392
2.749541184244053,1.0630227715352176,1.4360691695204355,6.027726161989147
2.376545285652471,1.8012165438724592,1.492519337583181,9.535686288937187
1.680817618742665,1.4982748279582006,2.6367489252835554,17.508527807814584
1.277217470311482,4.222130739249154,2.631699724219868,37.348158867740224
2.165917828540607,4.948595349438342,3.1826009532090342,108.56461481996963
1.641385886029834,4.108541583607185,4.710599485665923,149.6410484088295
3.728530021228049,1.6529813024066948,2.0115373864123547,24.93801046960249
2.390280586660368,1.093692277928532,4.510888866494502,53.194690364079456
4.734816687020887,1.187470721995925,2.6760004804044923,40.26228829264152
2.93786949894441,4.115903030101991,3.083155612427492,114.94458708920008
3.399068823831114,1.2076428884977917,3.743476640713766,57.52395546880372
2.9882467642731845,3.2261509736432528,1.2871313446664443,15.971543111765596
1.625674694918557,2.2008941785805654,3.432110200889759,42.14589253456807
4.019447270444358,3.2156463603964798,3.454089354859579,154.20617098406828
1.2710773254916337,2.590086623980324,4.322015630998057,61.49770756498426
1.0257676841175138,2.823770604580775,3.206247605301807,29.776424139451745
4.87085483343143,2.6508351512598254,2.9296765452536557,110.8223246007634
4.5177996976333095,4.920730878521615,4.150808835744289,383.0205279949458
1.4282334354553372,2.665737444711646,2.6639469115383494,27.018902227855317
1.740860795723144,2.23343038714237,1.2519847602188992,6.094450453093038
4.005535149017426,2.007555937985636,4.079888579547243,133.851982470445
3.85385625975626,1.3920510537245554,4.434950610174966,105.5184130885231
4.063760813354322,2.073744694726246,3.3337090191386825,93.65669025084044
3.9614010773616113,2.325197198351263,4.973775191617001,227.86672472506072
1.950929253728148,3.2280528580082586,2.939554458290889,54.41832613951801
4.80976989842288,2.717150843325776,2.8463351025526635,105.87906723959036
3.4409606241104465,1.0686341784166165,2.441689685329603,21.922480894729823
2.898456180768912,3.709468679657246,4.1063844920912285,181.29994394685068
2.0164068396739547,1.871823978937912,2.5603823142721263,24.74302567115466
3.949904051278197,2.12121170711117,2.5842738243742565,55.95612335705261
3.7750923271310017,2.3962235921377144,3.668607894071062,121.7467873226542
4.961207915544671,4.660220742263327,3.071387736601946,218.10378792834183
1.1852736293247936,4.486131612976489,2.4164227472521884,31.04820258341678
3.5774739094215118,1.8987087867508643,2.619610793465718,46.61314197195689
2.631787808035351,1.738764191844346,1.067805372020873,5.217659827546413
3.572445614342897,2.5790147925639446,1.7733591602991816,28.974294120715207
1.4955190403656935,2.547685442821172,2.9890456362842146,34.04104188186744
2.1545797238795714,4.3230329519761295,2.831143986792074,74.6577726747338
2.0248740229771243,3.791615970409176,1.280238875042884,12.583584620646864
2.8155142699297238,1.451982057152493,4.9015064294419375,98.21507118132224
4.222048989884307,2.4859962446192534,1.7210705628844498,31.09002630866617
4.859035604279876,4.178050638432014,2.7939122187698304,158.47081618712062
1.98003427625267,3.2222765895450407,1.4947237731260472,14.254677895074687
2.637894217680966,3.43676043230149,1.491895854231592,20.17825702996056
4.753600349505547,4.654892863043552,1.5617053152830596,53.96728039531586
4.293981056865997,4.90811680274969,4.100894032309983,354.4313329632185
1.287553652210577,2.831783165327311,1.7491122600814697,11.1547720158986
2.519320012002388,3.5299115603787543,4.391016160308718,171.46569017694435
4.380754699435264,3.684084113458959,2.248188300182716,81.57251257195502
1.077494676991284,4.981981047262777,1.0971772543227587,6.462057165962047
1.211207405005286,1.2143559022394292,1.7561615002354696,4.536212691938782
3.231548522416387,3.525568847778676,2.944346429026303,98.76832668535116
3.285744527184581,3.2365939868429336,3.5186473687532445,131.66595880201132
3.665050141366019,2.123064848161396,4.340798461129399,146.6163572992305
1.9791584843575656,1.64103373467622,4.494867411032205,65.61933915848667
2.55407282004746,3.879886534546218,1.9254636653302244,36.738629873132815
2.9833173136343416,1.48101261739497,1.128465410335601,5.626453193435274
2.896620940053033,4.751025419368316,1.8197650583197431,45.57321460375655
1.6305819064478402,3.750699447127801,1.5487905086675835,14.670342068387177
2.83708646339061,2.860244378687136,3.292975868486864,87.9939490372082
3.566258694729026,1.4467168170049622,1.4741614663707256,11.212087619828198
3.937720021046976,1.45254571095094,4.308370874005364,106.16975242145573
4.77536140700443,3.788036531601783,4.120584422451683,307.14117169094817
3.516000166943356,3.0867284194180167,3.8143916642958766,157.9057252997601
1.287225506170206,2.670956577024372,2.0251124801546982,14.100021159755224
3.2752260931455184,4.555595015497563,1.9273520946633116,55.42535898865448
2.23787439183388,4.124294106006952,3.739718342319912,129.08123831842656
3.9120307163123615,1.0701340266747017,1.4940078818490798,9.344287816535342
4.002244455893823,1.613010569062975,1.9928067041411035,25.637234503535183
4.008543722673058,3.437695599914583,3.539241954626424,172.61341717804
2.102039481182624,3.865481174205268,1.3784258839370582,15.438719282272189
3.5279759060532663,1.2436351553950362,1.5078065744376603,9.9749302150806
3.788560874222113,1.6124984745918094,4.569081896882314,127.53561104175976
1.7447652913503466,1.1136389977460937,1.6703796662470731,5.421404766561177
3.7766003638004513,2.3380176395249093,2.48052972213306,54.32974722838168
2.9228785016737864,4.343963533746981,1.7269743652237235,37.8676815203856
3.913537114046061,1.589226682090652,1.0680739554116072,7.095090754253569
1.6128751435542703,3.07659336177742,1.4770663240674455,10.826070251814324
3.2336419618174106,2.9775696706304218,3.4296658700162266,113.25502681788574
2.627431959425412,3.1818399469101792,3.4758227366879946,101.00085442998184
4.074994535394071,2.275662963665185,1.7369692782664,27.978166247444086
1.1743353112039845,2.463890911933983,1.7092692559617757,8.45346108907849
1.278726032341964,4.542630699276576,1.7101764083523676,16.988958693583147
4.8368291621535695,3.4009943258212387,3.6858157530243503,223.47754889912483
4.514328766771509,3.570989730243205,4.114580762668272,272.9184952725004
3.7457262349266394,4.501966768770043,4.928047198174925,409.5321816495021
1.6757407479932795,3.485632079742267,3.062915827173464,54.79721647007089
4.4038828087567765,3.541092936167384,4.700492933769519,344.5560553577433
4.911672186464227,1.2588276789041402,3.9618315245167217,97.0482400219962
2.142242602675644,4.580373361545162,1.920191451774834,36.17916972887652
2.4364322821881235,3.580393461686899,1.9475862317781003,33.08860759328607
4.463648479659621,3.7047743198686,3.861324633916894,246.5609954681642
4.979196783365536,3.859515582399895,3.837105358161905,282.9433800362941
2.108804695454089,4.966500312444239,3.46698145857591,125.88960334127898
4.503437468902747,1.915642317218647,4.408877425617632,167.6928743239679
1.856979162774977,4.580943359022445,4.866089587940392,201.4290725784596
4.425681011963643,2.258434189747778,2.0093297340163763,40.35431410032841
2.814345561406689,1.3921973229509337,1.574079255285826,9.70803663767278
4.609377853941738,1.075299479537482,4.39965698441612,95.94213603774864
1.9139599106747145,1.5710670649115328,2.0954308382041296,13.20304864692792
1.0423344639614398,3.304240886137429,3.080981702248356,32.69317028610331
3.111582425611395,4.991011435977825,2.817834243886581,123.31069914085748
1.038037394476755,2.639995186479995,3.087713290507369,26.127031459659616
4.577585825017409,3.954384121059957,2.8134517344129435,143.28287507702842
1.477422454519178,2.825504516070936,2.9747390401651512,36.94013237209483
2.1299332853299955,4.538168160642535,4.569752919010776,201.85151941949644
4.0278646002914265,4.656353816843346,4.945820277155194,458.7726271587735
4.969349580356123,3.3719034951586075,2.1157379369717417,75.00641916141163
1.8977829362878813,1.0928748406550453,1.533141694185415,4.875077841680438
4.311178312094009,4.384308611690484,3.770102814660991,268.66029695727235
4.458784852279639,3.994216348232019,1.924449879692936,65.95706343640342
1.658082199285852,4.327494121991188,3.716011880572498,99.08244871173304
3.4990556274346405,4.692363269922469,2.526136025947764,104.77458239099684
1.1914045257696677,4.625603881241003,2.050272766074356,23.165995635368663
1.5835236639943058,4.443195420497426,4.2465026567121456,126.8769624939488
1.1665709508079225,2.7481408368797045,4.897032604835882,76.88048857479141
2.4354611813134777,3.822168511655925,2.7646224189132846,71.14799945084879
4.708744614168491,1.1904689747347603,4.620544845792317,119.67669785516178
2.9549173216766778,3.1676595413316138,4.890207918555645,223.8404038109276
2.2424821326591577,1.4185207505034487,3.5801611478835444,40.77273411488922
2.122381599963585,4.142786829239008,2.873515103478144,72.60107094612951
4.652996921118108,4.749442322332585,3.761295873447714,312.64420130804405
4.978672799518382,4.298905362854455,1.3147742827068916,36.99762711054613
1.000463838179397,1.2304070680445671,2.145987443416644,5.668975315120203
3.982592769709471,4.895269503369618,2.282501431131617,101.56980632972795
3.283466186737316,3.0599156769991054,4.835398539262988,234.91273263319368
2.6654186034972183,1.9037687773392205,2.857712773808212,41.43971660176211
3.69409636893288,4.660447599154885,1.0516351647453206,19.039960778929565
3.361974125960179,2.735663929352422,1.150832571008316,12.180956733565734
2.5414922841461056,3.8427560554964857,2.70047427795318,71.22159593142942
3.153300779794708,1.4994053561899747,2.702206524472299,34.524033759123625
3.4149943972026,4.871063309705194,3.1598709774195366,166.09343609667124
1.426646701498799,4.899992491216301,4.864159597757146,165.3969449249824
2.388385555731015,2.251224498976821,2.512911720450442,33.952965035014984
1.24648581083753,1.807025084960029,4.862370223361566,53.253427725048255
1.4835263623651973,4.566119641852817,4.3552833121356125,128.4917894277971
1.5860811109415145,3.991371379931362,2.734590431329533,47.3404205368804
1.0799373598431186,1.4706787165121042,3.591486051710035,20.486357219599302
3.843501100145265,3.819677732564621,1.0440622201567615,16.00318752916402
1.1777394415713576,2.037414871247332,4.049777222126121,39.35418818444802
1.111320005160239,2.9546763829261677,4.900274575577104,78.84785513226203
2.484581302855087,1.227462052874834,4.225295143751794,54.447179671280686
3.2010235309673543,4.314763061832115,2.4944649375951498,85.94104427106099
1.976123919889214,1.2527842080740528,2.6495046616649613,17.378801441562786
3.3071979563555827,4.778942133722827,4.047429808819148,258.91106703117725
1.950418899060516,3.178235263536715,4.037242126791789,101.03771850610948
1.741062525381187,4.229398319424104,3.3449030812016844,82.38725504428741
3.597246524324513,4.163835828450954,3.4955154107676805,183.0148127287056
4.186659987388689,3.4640577484368795,1.2472376616378766,22.5606312934432
3.993939610580487,2.703892609834259,3.243288823687424,113.5957762794462
3.355436576953618,2.5233500837701244,1.2520569021252768,13.273170569815637
4.799226584657951,1.2509841782664817,4.27791612484962,109.8721447684888
1.5896166198597943,1.003757361583669,2.846337395290428,12.926885302922262
4.488323751881642,3.591077211035228,2.603485838952289,109.24947493371349
3.145580399932956,3.893078474520917,4.275599514333643,223.86592105798292
4.769334732285014,4.036811487636227,1.874675816855924,67.66259148996333
2.3040037454542133,4.261958045194895,4.886402056871879,234.4610725359481
1.5823135268255588,1.931970509494429,4.5599530641672,63.56437462732349
4.5348633926833966,1.6409030495763983,2.5980605019772094,50.22797298407556
1.1028109442272025,4.625139758947354,1.2149732975908978,7.52938308876142
3.0119556226450364,2.3727180958144074,3.918535386734526,109.73426457196037
3.865225884747245,1.9893655096304537,3.259078916382973,81.67313325415353
4.828035951630506,1.9785258577794165,1.9972241834424485,38.1035867196456
1.396806846412761,3.103610554686314,4.7715436325868525,98.70095941518017
3.289203658123015,4.880804586143854,3.725616436064272,222.8324659675283
1.045764443192159,4.671472865049414,2.0969632064595456,21.48173340884362
1.5924448534181366,3.664979035655212,2.054929889837996,24.64506198082712
2.824491274576528,4.303767947607946,4.61233484669294,258.60132258643864
2.296082897544242,4.786654752343878,1.417562043284681,22.08532629046939
3.635411758583872,2.135160416806663,3.3507435186182795,87.1498190212335
3.6241898004355657,4.295478083903799,2.423618674612624,91.44311708230669
3.414226756635206,4.884907837901622,3.780470738612538,238.3639083491769
3.2065841500843937,3.5223883183135323,3.8044312247326615,163.47801233434217
3.952600424496073,4.402277630064043,1.5232290264485706,40.37297518287691
2.28953290587258,4.544120495653216,3.6267097169509177,136.84291614042385
2.326511311914969,2.670100286232019,4.214366075658486,110.33092430808207
1.824911902787384,3.1817490336608425,1.445855998458592,12.138301116998711
4.486154163702821,4.86861219059524,4.167438749202114,379.3305554561561
1.7283837762841563,2.3206866629389107,2.5024136788985243,25.11741250956508
2.570697273517467,2.832212838065574,1.3502025260617572,13.273169985956867
2.0264864580398627,3.978172035646622,4.191248408780661,141.6165692912667
2.0246900099084466,1.8583306702413669,1.7438699038453294,11.44220435206737
2.344962682462755,2.445650872135545,1.7347671593932137,17.25888676513311
2.664505431101587,3.1210962549575045,2.7407461694766018,62.46854692397641
1.6285747117649303,1.7074847109963724,2.911393650642344,23.570368457514014
1.5925162172194969,1.494307876176597,3.4023618867031957,27.547675508762364
1.9861711220236176,3.326985408681697,1.823340884982108,21.96864646631421
1.310321708327391,3.607599961446907,3.0797877987445164,44.83713950367781
2.2245109460279053,2.13649195079482,1.8657590740794,16.544244245120343
4.030568933347556,4.572384063397351,4.195844782403762,324.4500782980427
2.6955988649257234,2.4870384142942066,1.3241031937214758,11.753884649913108
1.3176901429425385,2.603904657335596,2.850183134394154,27.87301235493246
2.394499849730628,2.181526944857075,1.3912713153666956,10.11111518501606
2.168651103326636,1.4853300987841216,1.2662073324286514,5.16442907507087
3.482559291632978,3.420357500858071,3.387336433950547,136.67424625109695
2.017339059571233,1.9495044969059152,2.5366205608851238,25.30545528789973
1.2890974106400437,1.8857211557886224,4.510937586061985,49.46486701647573
4.658889370740839,3.5532424849375017,2.273590346025299,85.57199893525183
4.111337440107976,2.1742258240255703,2.095597235730124,39.25576152609841
3.722004728857276,1.8643447062798577,1.0527296205774177,7.690185576108573
4.332614139820304,2.205592881799804,4.685864534410012,209.8238360809945
2.3858937378495755,4.467631186321313,3.0717354335288216,100.5763860066201
3.343678806224872,2.796800439006664,3.2539711922150167,99.0178379013299
1.1102746404059012,3.14225326043787,1.203290524955109,5.051409768320992
3.6926507248009344,1.556483028353182,2.419597723236516,33.64875151919832
2.029537961658274,4.822916195280364,3.907774826246477,149.47410313347058
1.1321364908666354,2.5611467677787543,2.682350032621424,20.86239462618265
1.2683834039753772,2.5927574845946797,2.540533414211286,21.225712143746826
3.015409071287525,4.7878580275647336,1.1730478554794406,19.86639017444673
1.864504192086251,4.9346642781266965,1.2766605234819297,14.995875791516372
3.0150220718088154,3.9392396518750727,4.261062066035246,215.64461563654257
3.9914518074689167,3.580017642601089,4.527634276685713,292.9265489621202
2.151658810046268,3.2444527678460044,4.055505957151759,114.81667069398014
4.089521929220666,4.340145853482157,1.6663526369937678,49.28453825808582
3.345660008201195,3.7261557752880177,2.521637805675537,79.2698846378035
2.8791952788013617,1.894903805011648,3.5016127141616638,66.89513128194734
1.4557798654833536,1.740634056610331,2.127411634037707,11.46849012073063
4.729543405677321,2.2857691072701005,1.1600766788307073,14.548726068435936
4.262357952629463,1.2593536204508435,1.4590656653134657,11.427396316701072
2.102597217373609,1.206716095424765,4.839918551017712,59.43431984543696
1.448039808867236,3.434338364116485,2.259803104437716,25.39596878452756
3.611708113109796,3.3964287739809027,3.261372860253161,130.47763072422683
3.579584998568345,1.9322248648752696,3.542243931654188,86.78552116219012
2.509997701779559,1.7997177056107172,1.9473740819647556,17.130754223526232
1.6159949485497038,3.4899106923994574,1.7909435655443136,18.08914809356422
1.8785400514406645,4.170153178322783,2.162834266616599,36.64535641158246
1.8728044214452964,1.5236726449064633,1.9602366631685677,10.964810037331231
1.2085865995670395,4.145240213252504,2.3082197036889,26.69203988929149
2.282074831186629,3.010731689973169,4.59041784976967,144.7792672750048
4.525464166489978,2.1197111833677065,1.9511858105922355,36.5205306772429
2.208079912753316,2.0028228956453917,3.062368400222204,41.47364480424823
2.1821002907553217,2.95165340219585,4.326131309523699,120.54229642959804
2.6171996797521304,1.4774369025862302,1.9962116280474649,15.408450338435536
2.5586381635946425,2.218501742627565,2.7030117557067843,41.47291069536969
