c,v,omega_0,omega
9.68941414634642,1.6453312486597311,4.699266762857283,5.578246673960672
9.419717383073742,1.0329578939098183,1.7267166940110523,1.9276923454080528
4.244465210064282,1.867571835788682,4.705480078979619,7.54557044605702
3.2440431329273984,1.1891526452705818,1.2110041407076055,1.7787288236922956
9.413394580790357,1.8243508922980425,2.019138927432336,2.457040250077936
5.843292715363049,1.9791517049017469,1.5981208635496058,2.273811094367852
9.026438269027103,1.923887933516697,3.7268237651206375,4.6274871821234616
5.521363792560382,1.6633018346549693,1.6344707516048769,2.230467168349437
5.849652732466776,1.7033005159841887,3.86538763467278,5.21697019765148
8.420784687758868,1.3138159774525893,2.7666021429553225,3.2379010868452887
9.838630827201778,1.0739222642281363,2.950720694135835,3.292475465317233
7.745724764695636,1.2552044921751673,3.190678028989217,3.7573954108559104
9.252658433567138,1.856144528672618,3.595350237469787,4.406170474708143
9.455724844429849,1.3556954203205938,3.927130410655263,4.537048272252741
8.145947652869458,1.723365894884005,3.3116416021984394,4.105177901298195
8.764076075250543,1.5358566244966465,4.322791303612988,5.160191248999419
9.52338491085064,1.5780213032690047,3.0641041780024114,3.6218931647251673
7.65410339689585,1.245718322113472,1.8771707908497224,2.212178368036571
9.54271733156484,1.4235200578261415,3.7089945577937806,4.310508151641372
5.308501721353951,1.8235402925118191,2.4345580008536007,3.482796378498972
6.354994395097586,1.2518645319409545,4.949798686097111,6.043268733162487
7.743874220303006,1.1508045269260014,2.175164714302848,2.526465951528841
9.900574786735795,1.2528817917554038,4.818258590179955,5.471982668971068
6.869797131546547,1.159616142953403,1.1517712285637796,1.3657876914954956
5.709895307047406,1.334831691868349,3.9436977278681415,5.004302084649362
7.047352305561607,1.3472989617751947,4.055867389585912,4.922045414547966
4.522838479603848,1.866872504765153,2.668745711123977,4.139391926924667
7.701177142831778,1.2317350737804795,1.1428710136749665,1.3429515256214584
7.833916903240555,1.0769533925217454,3.4522602487716854,3.9644943375292896
4.993886980424385,1.248324987344095,4.364381495748523,5.634215668022303
9.609356464332205,1.964035784649789,4.8570498939185285,5.9759237558057325
7.041263896849655,1.4077448237548456,2.5043896288381085,3.067007876354334
8.827397823791085,1.6220634915486318,1.3120918295999071,1.5800983290981527
3.158551303153823,1.565513147010675,4.634603809909141,7.981002232622173
7.452289946633349,1.575506337025554,1.8214694064735264,2.257578739736143
4.780884377295868,1.6705474445354014,3.766659826803476,5.424762603613733
4.130887475364599,1.3810514965102227,3.056715227319153,4.327666500193881
6.277244180231409,1.5161366616002263,2.922270265047838,3.738775036178108
8.24498957016328,1.3979243021254324,4.063131155780228,4.821839511836966
8.488619380528128,1.7462484398993436,2.652671531073884,3.2682726117913377
8.25137363123486,1.3739552590121016,1.2781121188255486,1.5120425736773924
4.004349126902714,1.0686212245562046,2.1932735777765253,2.883142237720448
6.711514455825942,1.972284456378682,4.292476649136931,5.810438748443415
9.671723426944672,1.3830214419910392,2.8530197885502653,3.294851786687901
7.350559294997492,1.1822516213151135,2.126960491962808,2.5016265066369487
3.926355960415136,1.3091964127176094,3.1043859087536623,4.3907818279757
9.728298700652037,1.15443727528787,2.083660410462452,2.3475116526633624
4.487347861010547,1.5367268215406105,4.088285108207327,5.841570617988699
4.699895763818662,1.0100640170461737,1.0272531453408438,1.277881911565831
3.705297201115221,1.4524576796681343,2.0494579561793245,3.101017624585372
6.241357007913804,1.074660337284238,3.091625622808235,3.6788982676222615
8.47339344770089,1.0948551612404862,1.778090865818316,2.0248134120768846
7.114815100047204,1.2408430844746838,3.828814838543904,4.566555713155842
8.748778300291422,1.0149210523874286,4.594499029661103,5.162348117137024
3.918172418700679,1.253021146967639,2.773269787693472,3.863016698842304
9.888596402066106,1.0706938404290791,1.5409102077187726,1.717852608854071
4.20671775408703,1.5517934696131674,2.0941451442318555,3.0841523138354177
5.836084128826782,1.1171840103652968,1.3472320878723538,1.6353718366556622
8.350237846587305,1.5549888392376183,3.187909694407126,3.848890290220953
6.478080802630345,1.9709780478194736,3.7290195239111297,5.105638891570273
3.5952907077824365,1.3834177521858797,4.268639850413587,6.404242570504149
8.708985042104128,1.599828804816238,1.107719300674055,1.333905435094263
6.020645434219634,1.6067991078736787,1.692056294287528,2.2243121434231674
3.181517005592014,1.1116590420634551,2.7684024162109835,3.9870189162485
6.537592328684991,1.235800128844466,3.2207262620267283,3.8998487237021378
4.11886896198877,1.3684206515273714,3.3872756771698334,4.784402856724261
6.750263646845401,1.5560569667379462,3.9862016451439457,5.040852572254624
7.082345476278168,1.5664080259859452,1.1994291727870108,1.5019023645055167
6.584005151316841,1.3272940525385746,4.999311087753486,6.13305715818996
7.896862685859578,1.3254696716511214,4.928699472194699,5.838805408785384
6.686874803211457,1.8656557554809536,1.6800668459876542,2.237666948175801
9.403335302229449,1.7979279386698876,1.8484510396962648,2.243263103409274
5.233890652639327,1.9076452157382968,3.964625846293042,5.809260784624053
6.113909738963045,1.1493191087204613,1.9819986927930828,2.3973227462203
5.781368058911236,1.201663004151475,2.502766358354951,3.090462947246419
4.398567700012626,1.932298515418532,4.0137909754524,6.430815974654429
7.941916272564853,1.7539776002471714,2.6888569169722154,3.365802423446902
9.206602818608472,1.3774782406560162,4.733684840302553,5.503884567048291
3.5191392220830693,1.9108850750159017,2.344782043253028,4.308499292887053
4.58872529264791,1.707131094711912,2.7278029809261946,4.032032235639273
6.5853503097941335,1.0046600127869496,1.4278225144248733,1.6651426631712656
6.371363074085869,1.5067147286036824,4.287894670606727,5.456680373664077
9.58824409367026,1.9194119175873572,4.1467385692561045,5.079669715117998
7.255303569765276,1.2406127260419342,2.3597953447708893,2.8046120640240497
8.444819147031478,1.095829469889514,1.9868930103671687,2.263860249181306
7.3739260903952815,1.3765946157567903,1.338824984804165,1.617192543734461
5.041345152025847,1.7356984807846665,2.8264748336023167,4.047035817629148
4.859582626787516,1.9504707738591407,4.764148701434956,7.289208237175367
8.225906227233411,1.7293971906160688,3.664482201665456,4.536279899396633
3.096624321706623,1.160837660120288,4.375589763967293,6.489081674493172
9.223685373801027,1.3838732820520412,3.5148963788107466,4.088532181820558
7.638641286238052,1.4634439519625455,3.3764949451737367,4.099313499928526
4.187951525119489,1.7224353130949603,4.628248647908748,7.165899367324744
9.801664930832748,1.3016844285605147,4.270020369523477,4.880316460539985
7.081568573676256,1.9187276894175425,4.225210550042034,5.578692042195266
9.43766362803889,1.5432455579956716,3.7866459520511406,4.465949315044923
5.249391200608771,1.2328793602750845,4.145365072185216,5.266254400125783
6.377624800988632,1.6411583707475377,2.4637907528064216,3.205758660685665
7.8000641937666755,1.5719435990915576,1.0224251049493311,1.25420728398983
9.693071776109402,1.2666738194439764,3.807347757905641,4.3421197857038925
6.064037498128162,1.6322031703772812,1.982671356897624,2.612752632412306
6.934038987688643,1.075751106654958,2.133598779302748,2.4948128196009343
4.976769105724453,1.0842972893730662,1.3179920802076643,1.644654141378014
3.69459697737083,1.929735260766654,3.2497184238565424,5.801307352728752
7.614421122618349,1.631385521657261,1.0393936434544004,1.292086730661069
9.285108359504626,1.3592830057511955,3.51097397713308,4.068794711511534
5.734719636171095,1.064927715015266,3.775418984944721,4.555746869339832
4.696788028793803,1.1202992137567525,2.5065359807210927,3.1966736133133256
5.516760668174708,1.204784336311048,4.554351238102038,5.686209966371052
8.412472506935977,1.364684683630641,3.5882832304222814,4.226361132601605
6.288559684115802,1.2103476410951486,1.913174031821005,2.3248666899604093
4.5711974892889655,1.1299924338999066,1.0797840215630092,1.3898386182674307
9.2924169413834,1.3149408229992543,3.481673756722372,4.01475387633346
3.003322911193128,1.9666710272371124,1.4835265596777667,3.248304881755457
7.839798607061368,1.7791041192668466,1.834484143306978,2.31108294415224
8.55092104858224,1.3537587757263678,2.131005426878455,2.499908590620376
3.1351061443958432,1.2482067488955968,1.4612775903008894,2.227201897475072
6.00358630944592,1.1682616012964204,4.66913646996572,5.686424554268294
5.145599459564286,1.432351709412471,3.812886228294183,5.074838266483979
6.563896514859422,1.0799312352082755,3.9338736757553794,4.644388141068241
9.766188232169476,1.0512533574427625,2.5920015226655297,2.887789006287459
7.408643121732266,1.5668887548956032,4.991790464066801,6.187494101836615
4.147477370050615,1.5322748942636617,2.5912951855303934,3.818817688041692
6.794311503530829,1.3967953113612095,4.248264840558043,5.233423749825548
3.568532618899564,1.2653118870195308,1.0832820823602465,1.5693511044602146
9.3538729490966,1.4754631682740431,1.387156072006738,1.626323587713831
7.073711156249872,1.5064929736304509,2.9461869431142365,3.6575476235554407
6.311503481129038,1.5913108236340845,4.931010495367551,6.380385994566368
7.694406367122728,1.770238313349902,3.091492409921648,3.907569011765993
3.419407269991175,1.490228378009609,3.603803524498941,5.749095021553552
9.939526124835036,1.199506964612448,4.479688231095611,5.0572607299919135
3.4235239122555536,1.074540795923704,1.300409074907344,1.7995043190248188
3.655759453675559,1.1124722390650783,1.2554948270953488,1.7190792516790498
6.382659528588174,1.9198790996847408,2.2625128960651963,3.0859846095843144
3.47445073544608,1.804411601930376,3.5980275600072464,6.396926045948235
7.722603847063185,1.244566348606932,4.244556409848738,4.993882126523989
9.271235103533863,1.9917276349098785,3.413350618889444,4.245767681769519
3.755418795004865,1.939597001738527,3.133174414485836,5.548753422284389
3.4673832349534384,1.38346060762323,3.524366534994407,5.377109997285744
5.714768659272025,1.255661474279691,3.4539653184554555,4.3184093333004165
5.448687684640818,1.733751640152241,4.025561949859793,5.597406227724718
8.38890018086878,1.4673594538100256,2.860276489650376,3.4132075267045536
9.18849513795552,1.86640997009049,1.0323052229106169,1.26843508494306
3.763657606406727,1.8070436429314445,2.584783715357556,4.361406522863653
8.80969378801654,1.5871125815309206,3.15068366209666,3.7801458971826967
9.864371248006062,1.0241403321134694,2.553473949217583,2.8338958517084745
3.2047046862679363,1.458761898905535,1.1692311385970209,1.9109081089135211
3.600169699255785,1.0941303930445636,2.098779187161939,2.872488073735837
5.672180785479617,1.875630084361277,1.8035307614648244,2.542959577488841
4.26559915247257,1.8963386576048693,3.3899873553908035,5.467015776849848
3.976200877340677,1.9051136875287715,2.1892471183677253,3.68920509489404
3.070029343635109,1.4099412589293263,3.4021748029855687,5.588929607014106
8.909374682473414,1.4852620990374947,4.164006862539617,4.92712773262773
6.597325156980091,1.8680635477631051,2.552818790635253,3.415440868588206
7.484465249585424,1.1195375160890166,2.532584875365939,2.9445405606240995
9.497752681013417,1.0710558029439203,1.8627857639295144,2.086158195662486
5.898359421373632,1.2881637069038945,3.065670657073626,3.827588398189365
5.770313367785407,1.7780501704315126,1.454712734993592,2.0002950593022777
5.117293273258406,1.7709028224900203,2.211746162625658,3.173216672395506
9.12572522378775,1.684079222335228,2.3527660030349824,2.835653433730095
6.4187067041659205,1.0675698451989992,2.966824299871248,3.5091483730631405
3.7409126792825376,1.3153971567722538,3.879684607153294,5.601588886513761
4.827098921232796,1.4554930348666142,2.581478449373663,3.5238671660962653
3.4301149394932327,1.0433257836748435,1.299717369118186,1.779355554045634
7.153706280173109,1.0611124440271635,2.23032121535319,2.5897944408802305
9.611461883706864,1.040946280390057,3.1437611505758647,3.5048542884254763
5.570071436586872,1.5461374415467404,4.534971621795686,6.030780101091586
6.162240491748655,1.1298838115259455,2.211338079574195,2.66192900584408
7.829289400635385,1.0737876527614143,4.088561891261484,4.693662270876456
4.045574511573788,1.4690379804521243,3.537001956656706,5.1745745474617095
8.061339234839165,1.4213133061373515,3.3049215826783924,3.949491563232689
3.896751986338647,1.772580143988994,4.541371956730258,7.41921916117337
5.5720205063592765,1.9934330719903328,3.6848465677260274,5.357733138392659
9.75277726322052,1.89286191545676,2.662934900351485,3.241404869803166
3.1829098768107587,1.192747658186871,1.304117213835477,1.9337220564125728
3.759156756871601,1.8542977794810596,4.716990410724518,8.097457619070019
7.872363843734815,1.4589056833607978,1.3862917974668043,1.6721640705095266
5.781982318290373,1.4585216857436756,3.76841561546451,4.876715714224902
9.260058794079724,1.3545959228055522,2.462730577429828,2.853686014271206
7.457760100829295,1.0304412020216167,3.305034194510754,3.798121628616471
3.805534305783051,1.8380656239296596,4.297182681400667,7.277932317351102
3.2275352498712437,1.8489516198970648,1.547633815454471,2.969841593867885
4.732001451255229,1.6190323886447426,2.1643790535837306,3.0914920453437102
8.972502457578042,1.966059485850384,2.344575954442784,2.929514325946536
4.41519875736364,1.7022399528127456,4.597477403278294,6.903714407514025
7.74765963384684,1.9756012865025991,3.7737847377559697,4.897988233628593
5.091347666738763,1.6645359583214696,4.783376712301386,6.716307068128792
9.62540435490073,1.8825556391403788,1.9515158778630823,2.379144794322689
6.40094871066513,1.0529559355442388,1.1669576265585846,1.3776902886990543
9.872995377743935,1.4413267081981025,2.00244110727355,2.3196221912801374
7.086240917205127,1.8436134755278024,2.040304693969304,2.662825573672888
7.851892129652746,1.0956076009838922,4.154628123479951,4.7811133299652
8.359436617234264,1.8466070093278,2.0402491104367946,2.5540362049359677
7.716730214575873,1.7436236710043391,2.15839334820101,2.7163401592436194
5.1258657358929645,1.0488644484888263,2.426753072378772,2.986511259192904
7.21798649281067,1.982234226832075,2.1586316680710027,2.861462920753093
9.05888043832994,1.757472264114377,4.44312801360325,5.407866133131555
3.133894544345009,1.616480288658718,2.4013379370536567,4.248788782746352
6.500349404449757,1.6077854549675186,4.46101231413836,5.742825873525443
7.219355551329424,1.158460310555428,2.2807325763057924,2.681460367019331
6.509104611618191,1.819948098222117,2.04851438448868,2.7301685451668045
3.3027489729111634,1.9513733717354933,1.845550873143329,3.639050437896877
4.009172676786192,1.7334690262744976,3.2562053444530443,5.172610677036054
6.925591544313042,1.57115778840413,3.523909278877514,4.439094058940986
8.489776841400904,1.1673933008869777,3.933068850329896,4.51679368841633
5.6443581644512575,1.331411716760904,2.7245548701529168,3.4650108475544914
6.3843698617961735,1.70011159859604,4.669180160065006,6.134035716567053
6.982101745894499,1.884451404121468,1.4664953541711705,1.934073974010915
9.52112740940137,1.1748787044762647,2.01557171395342,2.2817256012420395
7.673180926087606,1.1754236857146756,3.090767880290662,3.606799860905833
8.260902285453739,1.5273887047905064,2.516425874941325,3.0340079038124355
5.14864820458633,1.489186081927211,4.629620633621864,6.2351941331074805
7.655277667060619,1.3267048391678564,2.159284841015804,2.5724275207791183
4.912760426057757,1.1136502189716997,3.564228441834357,4.489044868281648
8.04958580818581,1.096589272920935,2.2707524589164945,2.604375144933782
7.26129318955363,1.7079658236107575,2.5186965572370066,3.2009397048990462
6.084938930482613,1.8230927935352048,4.793992355876206,6.530292816523606
8.16362928517355,1.602848606504217,3.172672404447832,3.87094015243498
4.603402192107343,1.8941955133411976,1.068751688008545,1.6551301666999454
5.269752921663011,1.2150507357171745,4.833879871146767,6.113146285515235
6.238088965483534,1.1925626326514729,1.0099717361777985,1.2256583584076992
5.110258334106662,1.2807266472480257,3.0816199401421183,3.9809813262460954
5.302377705349086,1.1123394841761778,1.0875856369885968,1.345684432317089
7.922818852497479,1.1194801063082362,3.3712507158766107,3.8865963167592086
8.430370556389676,1.9004650036893715,3.4099276311947198,4.289033482304759
9.629025427125129,1.364074390611016,2.5884227544095904,2.9852118172707205
3.451016123694747,1.6388989059299657,3.3351838630896484,5.589615101706941
6.332447231781819,1.5681461500032905,4.098473932222346,5.27779397408472
9.128433893671131,1.8375149190615188,2.70653207736918,3.319289635721195
3.4243869876439126,1.5855386171315646,2.978996685858297,4.91714141779886
3.4646521095894447,1.198153272454234,1.4997105649831428,2.1510640652993924
9.117301011922669,1.3012263093515697,3.878517006979854,4.477901300288483
5.215894047285882,1.3295500217171758,3.502159821050845,4.545010575482193
4.569781033222365,1.8253317752036708,2.361431167176617,3.604722132404571
3.0489866833752237,1.356487591628867,1.7062827004694054,2.7528535020140104
4.086392334868805,1.0098499745697351,4.793891774986326,6.169952353839816
8.114439220228526,1.481855885485936,1.6025848967555838,1.9276646591312503
6.668090845531042,1.9655564463563893,2.767719811953969,3.75019010220392
7.502408975187631,1.571171155984289,4.482321374043558,5.543954559346755
9.367310688130582,1.9333145945482413,3.860888683357661,4.760223600802917
5.5897439287631405,1.4980287455144827,3.6100570585653937,4.75134163280321
4.905825279750317,1.435078663182606,3.892134452236023,5.260802125655236
8.40133391514414,1.9975794196356045,3.296822909616532,4.201189408707421
9.065740349089245,1.689995453568705,3.434370070761526,4.147288142675409
8.618515559876535,1.6264208317876614,1.1682869666391262,1.4141663961336006
7.531743043174302,1.1663244258158896,4.268858223308811,4.990104406677086
7.93810586280865,1.96008876055894,2.002012478760189,2.5761206447221188
7.096632017980086,1.3840154347102236,3.2369058321885897,3.943910327061584
3.6614874378124296,1.7881092390260964,1.802065003445036,3.0735473098817634
6.924497902084609,1.956526049291245,2.317220818497089,3.0981994964945043
6.767937478759784,1.60901094281864,4.176975111143882,5.3226160162011205
8.881736802372803,1.7388212234780744,2.4838441536342013,3.028727859310964
6.013112680798507,1.3946105821081338,2.2455535771759165,2.843905909100099
5.616047843505979,1.4630738482794403,4.94334090670038,6.4540250222294775
6.218081109343141,1.3178970711074538,1.2499872534139365,1.5501338674880478
5.58521964903462,1.1485769898967757,1.0783715255392887,1.328529445914032
8.649472337034059,1.048176984632414,3.567416702414846,4.02942684288757
5.764893255150946,1.259416532447513,1.8458347062215044,2.304752319526965
8.074270224009858,1.7907515952800672,3.626425241874424,4.543874214877183
5.078540173562731,1.1130813882445665,2.1999496826427625,2.748958791085196
7.350793017060304,1.5471887995126647,3.024667258040262,3.7451952875777
7.088024739430817,1.201612067980712,1.9838819010630897,2.354280548059403
4.881690370067663,1.274432184823584,3.3447915368776115,4.369523410000376
6.607675041831939,1.590826152879281,1.5409231928659484,1.9698479918806748
8.306175716305258,1.8476131642714528,1.5047693636017954,1.8867574354010883
5.633963045287394,1.3133668820121118,1.0423862613447543,1.321800168435738
3.6208869954043728,1.987104702740322,3.1155350920145835,5.772171630262056
9.062391499478473,1.9726945648079224,3.047610690277,3.802187373540714
5.193368148092375,1.6820481064696922,3.2393855315840208,4.532908250864312
3.8921466307186536,1.9693011353435788,4.484007624716758,7.828825218704696
8.880495958116267,1.5063046118524537,3.2310951697657337,3.834718117601013
9.743146741628484,1.5802684334401602,3.416359464560362,4.023746526341227
5.425247627826028,1.6152342676941482,3.067399422792404,4.169733273781426
6.636720885798706,1.9759034172905865,1.7402571565199874,2.3656480477556583
4.106627078921388,1.8207592821326888,3.602131138244643,5.800502030503464
5.8283228858296106,1.9757609179560385,2.0331023748332595,2.8936459573806004
3.0790788785854004,1.9224767458697487,3.0041035771608926,6.247056870852747
8.476436282685917,1.1706956884978394,4.582271207657684,5.265598920494142
8.098218589903468,1.8031481054495755,4.7013999521504575,5.896230763910861
6.667968324274192,1.748875819719565,1.949970485792135,2.550704720561624
6.822162090153183,1.515002458269621,4.177149937229769,5.235500140176423
8.159715514315167,1.13598529769634,1.4948799983802457,1.7197427558330984
4.5609892030136185,1.757152159984533,4.558233025160757,6.842500031533437
3.191882460094495,1.0215044706022964,4.146019826666293,5.776693938078315
3.4667676748493816,1.8111676055567376,3.217894932274548,5.7454780802234335
4.240267165422748,1.5006692096215175,2.7085634896191046,3.920910871216889
4.324590661101963,1.1350453005597076,1.475144371227104,1.929976308602672
7.720831972741593,1.3234929316531512,1.9240908596138555,2.287778479052466
5.686792694194896,1.4582503258850144,3.7817885410669474,4.915914517766332
3.30183286938873,1.7465448202116436,2.967148501153816,5.345764031580441
6.306689174839852,1.1525932417612212,2.9422914721667577,3.5396308313189957
8.12371793216364,1.066018696580768,3.903438780651912,4.454175569599524
5.742736680267528,1.407973262558558,2.5446422296311404,3.2682751468041165
9.597249696016734,1.1015123037161847,3.2591677914995016,3.657404064583517
3.0293888100537503,1.3521444969437322,2.8488903257445104,4.604586386189579
3.669894820918484,1.468687444191302,3.2392456346584937,4.949200626424164
4.636974089639328,1.8368042696769085,4.481215866122607,6.813693486562449
6.037274296901203,1.636646125000706,2.8647812714276357,3.7830560606220742
9.231307171129377,1.5374770082082492,4.728468956983386,5.594130342482001
8.207648583428787,1.588256780763317,2.4853611192543843,3.023449691077674
8.382379685846523,1.8570432845989508,3.208826633237884,4.019597267619832
8.807672005344138,1.651608719748738,1.0215659811422255,1.2350377876587262
9.45290998455256,1.9092428191131103,3.4757606166001778,4.265686273765626
6.565275791031439,1.4520334066485372,4.381925333337081,5.486951222656093
5.733128097394334,1.4754640212584411,1.319471969384005,1.7168790384538777
4.16623339694047,1.449307371701379,2.344590622976072,3.37072955541583
5.902960399250789,1.4480883415303245,1.8223002214250648,2.340868196258808
5.528921636951978,1.887181932814871,3.1596366005143963,4.508899741550145
3.934203214770169,1.7598546111549256,3.373066146469725,5.458473517465494
7.741778535391326,1.5983975706604183,4.709540430011966,5.807006846554651
9.164062333402534,1.6836022228788083,2.436545457412332,2.934124150233912
6.936071535475874,1.247040020869664,2.49482940809005,2.9921331848296053
7.867546911532856,1.0014286874630711,2.525676686161803,2.8705085640051946
8.314513069900915,1.107551286878313,3.401669780667779,3.889457904731413
3.9965240422362656,1.533961043698719,4.726075954071476,7.082533460140083
3.011928930741997,1.2095239236665356,2.758807538211414,4.22207732683934
9.781327115818073,1.024656295719803,3.004174654626607,3.3372428710595066
8.438354975107288,1.8975060579849992,4.088526715362239,5.139526524816063
7.17066519593091,1.4570595102239512,4.557870866164727,5.600863953091233
3.2512930154932214,1.4524067977334538,1.2272266531555522,1.984461740720745
9.649813118269906,1.2121663717421405,4.987675913494407,5.65903064857231
7.810398458228194,1.2794949919155476,3.723010210991187,4.392249391893982
9.026855583492509,1.564884892000127,3.767031038574333,4.488033547880959
6.786486229259779,1.7298399430844882,3.906175471416699,5.069283781158809
3.453805905624125,1.2574297948690252,2.1320194833758817,3.122520006187313
6.866944185560376,1.2100350915913851,1.1595631381322438,1.3855725964407632
9.57317312206075,1.2581028105389906,3.634720145247975,4.148373248805349
4.894154495913019,1.7215004348669458,4.440447575181235,6.412122478168486
8.325507239414872,1.9415681755977696,1.5671028371887612,1.987359826219104
8.227576513734276,1.408677446920542,2.393405856167667,2.8452035170783594
4.512852894925651,1.1910414940151517,2.460607094046172,3.224337720329256
4.882433945491687,1.2897049206008575,1.3739830198905327,1.800889137976167
9.134564170937686,1.138546968469496,4.026008011450113,4.563402417638035
4.060928948991169,1.5390513578182867,3.5326509773042525,5.264195143864595
9.141462067021084,1.2507916492225537,2.8719311918183825,3.295884234923825
4.665706127385692,1.6870643060371515,3.8568474190929543,5.632547949090566
9.233077475603764,1.409931151662066,1.0088670047480917,1.1767261343614372
6.953157249693706,1.3412985646609474,1.6627484061903832,2.0214691879835094
6.522089209496816,1.6227691757938247,3.1128594586865117,4.013593433116389
7.361806833401871,1.3289255646072078,3.4427158625966734,4.132063435922311
9.589128293854053,1.686343682218202,2.071206882846707,2.4740061383309806
3.1190454827053453,1.918803780701672,1.9529338764879556,4.001066478747109
4.858179889846425,1.7899577263321422,4.444223211187964,6.54187832510942
7.924190780775438,1.744284797402177,2.726959242289432,3.4108821569913474
9.93964922361505,1.5202484648295316,2.486774748188447,2.9012571768838598
8.319884401507332,1.041148841946372,4.317299290283219,4.896052651698673
3.598854794666804,1.685388413100937,3.686280135170753,6.125891728831954
8.56050422261548,1.878780004770952,1.3288103337191948,1.660940536927693
3.676364463137374,1.856235289885081,2.944001510941824,5.132766996084155
5.342937674248887,1.2558391610437938,4.045194120708208,5.140004923858728
4.250499044075712,1.3142342643622396,2.9444182809966906,4.053443046694882
7.079708361363009,1.602484631504511,4.758448326297193,5.991007105385645
3.516424884607304,1.5711315504367265,1.8533240150671213,2.997184126679586
9.088699506596758,1.4212725620183315,1.2337602127829572,1.4444639858476314
3.06699749383764,1.890967569131432,3.480173070558417,7.1456770916839085
9.435672500827405,1.882892419207912,4.097215307867155,5.015694197636369
6.036294445564594,1.1902372869612088,2.318258280207174,2.830952030981359
5.463892111900323,1.2738495144423276,3.517077064407202,4.459948479591822
5.87315547600806,1.6029924308413213,1.283376831605441,1.698129897791312
6.585547820260221,1.7801269465798517,4.341978345961465,5.7289156271345645
3.655755005503069,1.5203455174399123,2.9681174120131586,4.621062513032165
9.23454596631858,1.4862605707981902,2.8702755826891906,3.376249411930301
8.965349487516303,1.4304782217260033,1.6956527355182405,1.9917211407461148
3.020739783127006,1.7571892034810794,3.5107822426172204,6.826961012842245
6.243569897214528,1.8939482587428285,3.500742407577232,4.788289506880795
3.753541589856142,1.462279328894551,1.2554677566184491,1.8942159900945092
8.647679026548818,1.4838124476078105,3.65239350206096,4.343506829089668
5.260738897754332,1.2280014652929112,2.149956638343079,2.727155653009929
5.436119132500014,1.2449288013417317,3.258082836737461,4.113539993983866
5.506823883067983,1.563734495661655,4.038524033709687,5.407931933816722
9.58852726080832,1.1381112645974034,3.0790059837122885,3.4689921039120906
6.295841062740784,1.63150639155856,1.8566567756259211,2.4204756704815584
4.2496238205247545,1.0585156371555366,2.258980833980383,2.913486060351635
5.931714190772296,1.838703059885234,1.2216160880668323,1.6831989463476402
8.36927675106191,1.522550064307025,3.4782029230928733,4.180725679136755
6.523062910597415,1.2672749300365578,4.80622582150117,5.851448669723032
9.631719895456458,1.6785509872137538,1.464733307828951,1.7467266954775311
8.490174567574522,1.7771651161188524,4.333637316564367,5.3594830055897615
