n_rho,mom,B,kb,T,M
1.676173859122458,2.0933278617279822,4.126895975018423,2.055486969767702,2.110862183440064,3.380328769206077
4.967853080055113,2.8593537108202614,3.001272838987976,2.372120860772411,3.651849866638898,10.76219943407131
1.5373468194153403,3.764188238361695,1.0064794869104383,4.6299827960001885,3.909194947366061,1.1939165776885738
4.9411783347054925,2.4724436375821988,2.2332481898974605,1.108006284394711,3.636256884735324,10.736075931335108
2.5579647598550124,1.1784923492579629,1.5037253380773157,3.895441490444561,4.818634229705937,0.2837581438460181
2.5381849843337365,4.257653238292509,3.885039377635534,3.196094787848225,4.917677893891828,8.458872442595013
2.3254646869824063,2.7760620987246827,2.8275424520488146,3.022183732961836,2.117963802058483,5.432445724417181
1.3118972019677235,4.56101701724983,1.0073247464255497,3.4891982237789283,3.699506721929798,2.04412425897996
2.7425039931712827,2.769226081516342,2.537885204765413,1.75630427430404,2.0164149027979428,7.312973775549102
2.171505007804844,2.9452674343483607,4.20897313288519,3.418908379840245,3.29341645393832,5.1218979956212
1.8019624812608703,3.5644649546558127,2.663910243496692,3.3623293582946903,3.376575602671019,4.392585214684416
4.512854909381872,2.323838666486818,3.360078835629489,3.250414327101885,3.2819152104728917,6.546759312645606
4.996551381497208,3.4843730980144163,4.154845908337894,4.34355549675137,1.4069478235723456,17.107580540622884
4.945470143639179,3.623810620122909,3.972419192406293,3.1707110135142798,1.07617121374102,17.913685472921287
4.343136685096489,4.490854399136783,1.165747296402892,3.007478241916752,2.0658059453978206,13.403500575637755
4.780212380098293,1.9969488448103925,1.3484686064217186,2.941110508515025,3.4417150872231086,2.481170838379682
2.116075813052229,1.846866687859086,4.115225062522908,4.348356607893334,4.092747938714869,1.5744268693798245
1.3923785936912283,1.8814885516018864,3.606270850547176,4.02289221407658,3.962042985997496,1.052404783698686
4.751137943686632,1.971584143443288,2.479559709020254,1.3038940304172035,3.546981579031742,7.348863105042144
4.301998803997811,4.821563690039135,4.06566449657493,3.6130017523221127,1.2592210569321405,20.73485720474401
1.8964762656334804,3.4192402989646125,1.1719043901175024,3.4427005679018845,3.4368764505781493,2.115745200147656
1.9469749652115464,2.606176213396841,4.141131325146575,2.7068753896955378,1.8059000338343312,4.9529603688831445
4.316734015136481,4.5243434820998525,1.4001980139115178,3.0460284947334464,3.362330186042413,10.743931118471403
4.668722335665537,2.5456237591864013,2.973336306432128,3.831252499961135,3.860071436038228,5.60188381670986
1.6253013680940085,3.790562702493896,3.960919727339556,2.92008014687793,1.6380575478241957,6.1377153825810735
3.908165698220307,1.7647180614566422,3.63730852622081,4.025086269028439,1.298925229637296,5.806521939190303
1.1388282547325463,4.544257762325655,2.1416926966449514,1.5459069215319254,1.635659238726899,5.17043467476466
4.178521411540837,4.945293421244654,2.301552436259237,4.368680014897906,2.1807308588130234,17.193128298131448
4.450585219284022,1.7951358865173068,1.942528077875381,4.267713283924021,4.376313399348184,1.474584431109268
1.7985793751564536,2.861874600636136,2.7254358943488755,3.291836912809317,4.911685600430645,2.3068840499434056
3.844985077404857,1.854618130104904,1.206542236360027,1.2472549395626324,4.271847536560784,2.830367592021445
2.128914203082175,1.7474343592710475,4.502163135720444,3.093543440893721,2.62032938044588,2.7861529859366287
3.727873814159656,4.043251869175977,3.723347721856327,3.829374648739511,2.231962839178802,14.20839237254654
1.6403024449005166,2.0772241273681016,3.759285486079972,1.6779249582033755,2.797141677213483,3.171245311810273
1.714653717180323,4.162205350482784,4.4985492878339866,3.180963603790975,2.4046557783259184,7.030786068363125
2.1019803917765554,3.652216873875935,1.6586386927652517,1.3083549884701884,2.088878218703259,7.496648346866007
4.758806322976428,4.45953156989144,3.3064082787943008,2.7941595370395733,3.792306815428848,18.749805501153727
3.797792632603512,3.040255787532202,3.454935427693925,2.558766803330606,2.2839242430862385,10.928917640504444
4.025518770840641,4.8751180554133935,4.401177856717929,3.4365577728866894,3.511775173667248,18.53505565222897
1.8057057159786816,4.516614084244689,2.1760585287786536,2.146197289733225,2.7056544783809,7.621244743353315
2.6124719320383867,2.738923008687532,4.161500980665676,3.9261859459234576,1.954181863205645,6.457761168381227
4.816755367033519,2.4919327500753847,1.19272603982278,2.116678986546145,2.5736680301305515,5.968034444939694
3.14027528508718,1.2761291944685036,3.9648405812034624,4.49848129647525,2.1781469928355537,1.903109957203113
4.167326961226706,4.141895323741739,3.525537372919337,1.4442228575063147,2.181754273118553,17.25737562440811
2.615106790264291,4.965246461194299,1.85541997683216,3.237442985508589,4.226776043725423,7.623403425443981
4.403491547179025,3.4900576334761677,2.869178648146979,2.98537672312353,3.4185848208613456,11.581231031922393
4.996147396242211,3.995854691350956,4.702573305977708,2.2723151954083063,2.3194817583655363,19.931947384850147
1.857243639507863,2.0117641687830683,2.1846938649543,3.4208665850950246,4.02524581851028,1.1536594656198749
1.975142009839172,1.0966759724688395,1.534852199695978,1.5138207089805635,4.512347026200665,0.5232109915623382
1.4049530367046676,1.0386818854404667,3.9245782044312336,4.751507577702752,4.022248187531414,0.3066216182419304
3.2411278958765006,1.9086564171649552,2.127128344631425,1.078004827880088,4.46228619245862,4.255627831049247
1.5218077003706596,2.8526385866572035,3.075643604354819,1.3118552922297355,1.9273809795560348,4.332768630396055
1.337071864044287,2.6311587531320213,1.9976022046113795,3.358292340388835,3.9652012381165234,1.320707117177321
3.602425657196962,1.0191791319282877,3.707697567118378,4.963942431193068,4.754836715403124,0.5828401102938243
4.948106571585951,3.543078533809116,1.4874343697529038,3.193483449025572,3.147136284823889,8.433827271286306
2.10316679405268,1.7762037195243263,2.151776605395555,2.640684834730702,2.879542770103499,1.734031369079211
4.049465745992864,1.2044772896610805,4.086074384352015,1.6316443433914731,1.7811076335165326,4.558470154741479
1.5882973981516764,2.605271646670268,4.575192210252231,2.681094332133929,2.012878287939665,4.039279358106779
1.4767264672679583,3.5499787047326685,2.817100725064562,1.0491281210851806,4.175171089062836,5.134456222059761
2.406262255421942,4.874343979983792,3.182146051021361,2.822836705251597,2.3027235308029224,11.532163794351996
2.729522193632737,3.768294100164138,3.2463785165129724,3.4705174179855622,1.7053778228604708,9.961278414984616
4.647629611637742,1.5421727917113732,3.243206914989405,1.3036576408095666,1.981742680053053,6.875106282578377
3.62152359612216,1.9909922669958584,2.735546294822361,2.581441190255448,3.842854652669846,3.60372857718416
2.58743036552091,4.641578966935635,4.625434563430503,2.367541116330258,1.6330381159143452,12.00940151912368
2.742348055573868,2.322911352265476,4.812079423865782,1.5683700996319816,3.720099716771296,6.099969862739928
2.2688186083999957,4.832311681449504,2.3150277251054368,4.565409104089198,4.9108574489133066,5.057597052022
1.0126013471096251,2.7936343884300583,2.60324056151726,1.109925198646383,4.632139653711851,2.513280325252799
2.60449124744918,2.391860827883804,3.830153848639178,1.0977188398265691,2.9457204909631667,6.186612487877024
4.366015115788523,1.818033691893418,3.292817819368207,4.4500500713727735,3.663710173253193,2.790259950063673
2.5314663514504394,1.7638606960112266,4.546231372693256,1.5985864829673062,3.558023108171103,3.962649597049451
1.1919274813092713,2.687595454744801,1.6305996189997969,4.953686710978391,3.415562422114162,0.8116551037066861
2.0020616030782983,1.5457461901107807,2.5474515259238424,2.52091990894066,4.740438992595135,0.9843524083477307
4.659911532603207,2.805626197002713,3.698860019896132,3.1680838602993004,3.445131596305852,9.6767118693641
2.1075467915907797,2.1975528276279905,2.8708578588014664,3.6801190224265934,1.4564259149884866,3.828001469848437
1.5019669598744183,4.229930247619507,1.7105372522417586,2.4212152909157965,2.183819028496781,5.580212944892142
1.4371817753986649,3.629432293832964,1.2061068017882008,4.155142499420322,3.63698467127376,1.470053509911903
1.1987820019204185,2.2318384005254885,3.984237129756505,4.045864271514339,1.5071670947352611,2.4007533497090083
2.55575203291875,3.383277040574847,4.157042019356162,3.2055889007570504,4.854446620370917,6.209670458333813
4.050150341720197,2.565881065626129,4.6137202795011225,3.644723721386736,1.0652182593519963,10.345616527975732
4.849876395617411,4.48680128389056,4.530440177920823,1.215876842412647,2.185792493630093,21.760421747177887
2.0886147428285304,3.523927613288472,1.7534892650922895,1.9892274922406288,4.5195538186996576,4.388464620865514
1.087173370325425,4.979099360408716,1.051296358144863,2.0946362538207337,2.64139393630429,3.9949517632646754
2.173696647157285,2.4579663643426533,3.3367341723931543,3.70691290411632,4.286128955069183,2.5366018347162678
3.173573347164694,4.846711439601947,1.430122113182724,4.979150967555256,3.687123475131711,5.546223717113
1.5840934673809275,4.921651860951476,1.461291950065628,3.776066400200436,1.6659443503021785,6.358017311445286
2.4627936974671725,2.4985113666129424,2.745444233940316,2.083853527479553,4.96299413029103,3.572173586911818
1.167083453113817,1.2440379991493713,4.693752559990662,4.918042090071061,4.212570844379174,0.3987113546610441
2.39021799198477,2.775851136287692,1.9093849478151328,2.966668814873357,2.114293444654064,4.56776909304124
1.7894082884728415,3.1291618681029147,2.8114846543569683,2.234698438865071,1.754832324943662,5.474695217676537
4.789838035474842,4.4812460206058535,3.901098104411013,4.933886740522157,1.7112855045904416,20.792260105555137
2.013025119969325,2.45352378538321,4.822478376930796,3.639007138919468,1.3959449440114446,4.846227715657099
2.44298649936736,1.240272657703918,2.5299347043515152,1.288831410685539,2.182935540582519,2.441930685257638
2.854672186618331,1.809232337523106,2.105372844864979,2.4519125018676875,3.1065590220298738,2.387048265900318
2.772195831718021,2.2814327314862046,4.429568202909895,1.8144148160418256,1.0310488567397966,6.324321298749256
2.871274901694739,1.827382754211086,4.671547526827301,2.9310665714131816,1.639851088406083,4.9545125216797175
4.707991198127686,3.239090849718011,1.1374383607600196,4.011666610549117,3.3536313656845564,4.0747343074471845
2.983845332597768,4.292097013923071,1.724171793307795,1.866257825009531,2.692301247153228,11.527760751588994
4.254165674999663,3.8201927390564094,4.31246780023649,3.5083322657824856,3.365804436011504,14.371395061417328
4.462979632454747,3.891152520313288,1.449947128443791,3.84194209349897,1.912914489627368,11.2112694828385
4.802965789159828,4.905934244597136,4.639079282995747,2.0216841814056945,4.0359464171820765,23.38566820397369
4.0254044910877695,1.6904726634413283,3.770454055452977,1.0074353368147748,4.420822047968321,6.06923091034965
2.1473312763400694,3.138302734184045,2.6991454705810827,1.7459207432935455,4.401167966784364,5.400277242050831
3.275342343916784,2.3580179332320195,3.870064543488721,2.841316836486768,4.706787438687668,4.580383145302792
3.8095954603067166,1.4805763675552703,3.751313814475704,2.8056365864328177,1.715502786567427,4.619836165079607
2.686747410958393,2.382671612742217,1.7478022951962844,3.5050001368671118,4.344004726419001,1.708537737000113
1.5212380672181849,1.6564908579310875,1.4124989734219215,2.9062074022681434,1.8388573873672844,1.037806681250856
2.9558989388728154,2.0410570150218468,3.922683142525005,2.2527581772859344,2.819343686629676,5.135594532871756
1.577456227287763,2.627359049208243,3.9097570641971378,1.963798455516354,3.2447509495924227,3.8273585390825673
1.1608609542814454,1.0004815066362491,2.764557861940154,3.2238101334279787,2.2808604152454235,0.4173718854933765
1.3239760444655997,3.5432134158338138,3.8130662611315698,3.4256318073636485,4.154480422476381,3.4689809324391883
2.445733538458355,3.4737515313119403,2.890246798404646,4.9590053644117855,3.2035818076628817,4.752709322004485
