c,v,u,v1
4.920766104343207,3.545551335626948,1.1234417114140522,4.009436263553801
4.02167142592784,3.800036749559072,1.5752071692635048,3.9232658823887823
3.1869908500945963,2.746424079626298,1.821122472847958,3.060474807761941
1.924996962262292,2.4504298030195333,2.9212874550488137,1.8322408439267133
4.8498211916133815,4.533562484325044,3.4998804212334518,4.7972530774738
3.9549708230698974,3.6519567809089306,1.2042803626412848,3.790474975400152
3.5494001200317644,1.1506914631151277,2.179658456456428,2.777410564462765
3.483851297238993,4.145731292108046,2.019016931063503,3.648559113223156
1.400926524125333,3.385296089665116,2.392081742907742,1.1270467140383431
2.592229810469184,1.406574729479996,1.5452765939707804,2.2304028144797097
1.1711677524621351,3.2327949659174067,2.3088889402185435,0.8602687780373305
1.5801284714857262,2.721723291871759,3.3866103128912504,1.3019493491638288
4.289763793664111,2.4544049024738497,3.1954460708114185,3.9614785444660368
3.259509266905237,1.391868100431909,1.7054820092168228,2.531694517497858
4.072363756231457,1.5976033941247345,4.50696626962022,4.256516453232018
4.527044462887657,2.066853488610949,1.6640128173764142,3.1947344590807303
3.6742580466911936,2.9314408190784818,2.647490648665992,3.542451415520605
4.526960169318862,1.964392927144745,2.797325222502748,3.7548902820006393
2.3503335140292543,1.6467782442221712,2.1633740803416,2.3163106726331013
1.9257844641611408,2.3008103987192983,4.506049713653196,1.7933967937503146
4.191624344745668,1.830581869541989,1.0769896623790616,2.6142262215010548
4.3662469512421005,3.763118166768306,4.206157554695633,4.354164631602678
2.850596922170673,1.411950668522922,2.9892690701530302,2.896657733151091
4.021096614490718,1.3167319028748858,2.707509074409425,3.297248465046386
1.5777990548260208,1.1769146466666291,3.037695067364278,1.730061797598004
4.1361100130949096,3.6759433082967856,3.5500166412066414,4.099119956305391
3.629044969730738,4.017056554102656,4.073920993733023,3.607835147335205
1.368552483924934,2.6768698641847504,4.564498976633283,0.9624677452095464
3.2609422277301534,2.179099242421879,3.2849529135380355,3.2657031112637904
4.03910992035237,4.314492280175141,4.089025617217995,4.03747485060039
3.688155946024047,4.402884821300283,2.3610902422145825,3.833925264273498
3.884772874551472,4.265941334571012,3.509746578663181,3.903244280630616
1.1071828127782275,4.338271140013225,2.464517015974818,0.6997403674534413
2.675135690723863,1.4580645605966471,1.262934468254679,2.164133854795272
4.893097570079317,1.8560479766494369,4.730236446041926,4.819134655619469
1.1177790174258564,1.366113119358046,1.3571986951719697,1.0963650052196756
1.5105711377156763,3.847182271804906,4.114495910898891,1.0030984813217996
2.6460818425373884,2.0834992167488835,2.3068602340230355,2.6033163556808177
4.172693198376612,4.948797830997323,2.4454724594071817,4.362216931917712
4.262418977393581,4.507571901494585,1.3401393379083897,4.388554762962901
3.3363323872940995,4.265237189324028,1.9681602615880944,3.553488857459429
1.983953421592222,3.3734749531768427,1.0073181809873848,2.3510449749191205
2.33409089034057,3.1826916014953035,3.3593007188470843,2.2082733501624805
3.45033961229447,2.650995039021228,3.056096317053122,3.3959910308699564
3.8627739686069376,2.928267613444256,1.8680012347236972,3.509642996812432
4.785376365164068,2.9715548472384694,4.109650309102571,4.618333760296918
3.6580315686593097,4.305298909868036,4.081066913225531,3.625670162121448
3.2155557570437425,3.978405083342772,4.483354999647801,3.105183537065913
4.755565849231014,1.4894365201165911,4.041067793059481,4.367996211376109
2.354288707928403,4.842918061564733,2.682945389097478,2.2504050291584625
2.7093237067875244,2.4124534751682574,4.646580776164949,2.793321652964873
1.0973602370883224,1.7409864159929969,4.925996298533307,0.8208729429365658
4.76027628674219,3.553075426823177,1.8104511428672176,4.177608567483393
1.326566048409703,3.832844653583864,3.513005223256814,0.8490914388311922
4.095329543364402,3.75668141334716,3.10415703774258,4.046983238496666
1.4451901652654016,3.5369266801352284,1.36136531386349,1.4818953693443615
1.0934031468851235,2.8682331652850324,3.8576342353791246,0.6558643808770991
3.2693299873334007,1.3542224238996652,1.3125900454423665,2.2865508786785176
1.1401814251512516,2.103424381997715,2.016772661486238,0.9664696564189424
4.033316582327437,3.745625282702552,4.707474788386245,4.05639203088757
4.83575222222292,4.000317540665295,1.4762413341460614,4.372375508424441
1.5072659634052932,1.167948347826366,4.637171336771162,1.7154866568156006
3.349075915053538,1.727093232166354,2.590103061964286,3.086300975973287
2.40635480295412,3.746770669634088,4.507243743575894,2.1075451293658523
1.0339569078149955,4.924807578577249,4.420889828781144,0.4374209753377109
4.048674132462046,1.7926090820012024,3.4321921879658226,3.798900117410706
3.1344210464212976,1.1681752370518357,2.4880389698947067,2.8215107473429915
3.081992785604026,2.745977229839215,1.0618531257366612,2.9134760560361945
1.921761017876482,1.06653356627346,2.4764340615874323,2.065678965250881
1.8543945514190767,4.49999384575532,1.8403053377414187,1.8602922163701956
4.600867655310536,3.752824845714302,2.363313350753027,4.310215646566165
3.013802750213556,2.974423743975457,2.406706344811032,3.009366569905102
1.4290583687773997,1.3043648379659398,4.65566134733903,1.4999111412020785
2.752514358213468,4.141256085127938,1.9097060331161704,2.9605659352955453
4.441604587734457,3.6538906916972023,2.1396177630927107,4.149218874976519
4.367806508434956,1.3158257919193517,1.4597949899554843,2.521721961996863
3.636108160734641,3.198324542502468,3.300317897667952,3.613627372406248
1.79422015202293,4.108621469290291,2.6321303132828766,1.546283279247228
1.2159564384325976,2.728517294954311,1.6396359780285694,1.0850437577447256
4.666698486338476,4.952829223984942,1.729212007674613,4.795968507539965
3.87242186818404,1.1765182865659831,3.277419613346166,3.5429202703906766
4.778659959318679,3.6468058139796375,3.8506305519616375,4.642550008139724
4.203424137602722,2.770336033987554,4.316124692985213,4.22633971219147
3.01516596529813,4.592866118617717,2.2445664254789444,3.204120711621476
4.86637634119744,2.9686108006608687,3.118108694864149,4.376193592301998
2.672284317244,3.4877829338291853,1.7415834094798903,2.82575900409407
3.982008748672269,4.990815819505024,3.799455246941684,4.003070137571612
1.4524463088477586,4.685548702761594,1.3509159745550083,1.5089406141223096
2.473879877488463,1.9560372932431715,2.9271846378280943,2.5229032939843137
2.284963198202192,4.67210927848075,4.643314547003423,1.807026658940209
2.1477268253603063,3.294175979072944,4.438106405941168,1.854500785505676
1.5393182991209091,1.910285842134137,4.496517362339397,1.3852303561730075
3.860260754220296,1.0411814319610473,3.4451872913971573,3.615949741472951
2.5809811308931523,2.643176543876325,1.7360823538235026,2.5930366591005125
3.5591726881522048,4.659806194915916,3.5568623048758985,3.559482193930225
3.3987709135315627,2.9323777487171823,2.8301884234825883,3.353367449936362
4.853388006785904,3.0956249733618795,2.1883202980460794,4.103757955488645
1.341208355335068,2.218218577256652,3.977396209698601,1.0492718663404437
2.5732825610782872,1.4132573141092857,3.679490783613522,2.852605331713537
3.4816379930052688,1.6339177327468528,3.3708164383161106,3.4411985133848795
1.0341364405027311,4.0236968068301895,4.854643004328031,0.4608461208835147
2.8817957426036136,1.507672727776781,3.881086006241736,3.16133009038788
1.6710258487030458,2.7125060970444017,1.253246907497363,1.7884523515419652
4.045316915217262,3.922045064011672,3.1779985992259583,4.030314272101779
1.0642879977347044,3.4270667405965134,2.9069761729459382,0.6466476541355138
2.017156238581078,2.2839073796680998,2.1425353139799643,2.009628703467336
4.1404595792077314,2.716030244054666,1.5001993196670886,3.4065679895483054
3.210524576253097,3.082012386974005,2.344000699313203,3.1901317863443164
1.6351769517966064,2.416890055838109,4.154075514374321,1.3819270724986314
3.156184218755697,4.575444505267027,2.974924799218642,3.1906277953025195
1.1970824823344994,1.6097970945173323,3.29322630036061,1.043304560748561
2.972692873446276,2.3074366453898034,4.5337038957680775,3.13265956612944
3.3430037934922243,3.741066069183665,1.8386738037341304,3.4538832177396883
2.721570885233413,1.453942590348563,2.209009216284794,2.555043561133012
3.857808177745628,4.579378765433234,2.699088505436812,3.976206506319973
2.0376943187075844,1.9428198119138316,1.9188742159564056,2.034779309890709
1.541328399129597,1.1507821373447036,4.651455404342028,1.7835708747520354
3.4243577466374604,4.34276096935639,2.4611112714485253,3.559510800349102
3.841555324315841,1.054289763771899,1.3924831278776026,2.225391008924669
3.3103102061490066,1.0115097727499496,2.895733707705003,3.08313578347794
2.873883293964278,1.101950347317755,3.481194904186562,3.1295716923462584
3.177899900499096,1.0212150620194835,2.077966864564408,2.561045186095743
1.1136806148687133,3.179980890404128,2.8450426964980995,0.7263930201644928
3.664347370795307,4.828070659990768,4.627602271110032,3.5495133201171534
3.633146926381695,4.106871717386438,4.00820080932695,3.6113839607151914
1.083876378458576,4.801037339934744,3.6676996785230753,0.5296639914952314
1.6371296309592531,4.75695163699948,3.0089632362820957,1.2248169104900577
2.540563085475429,3.407127340832978,1.8377670515163285,2.6622406921657764
4.904580670405287,1.9955457072946168,4.4298961586699175,4.698694883750766
3.85832534571624,1.9888860559649768,4.097866401116817,3.933326304545324
3.4989214107239395,1.9631278023976384,3.062092619577648,3.370325644204462
4.086664963359533,2.451532467747287,4.9359585578741765,4.28370969542797
4.900539292098804,2.5717428128192505,1.3590987604277127,3.431422630477598
1.5215585181795803,3.8993627698367344,2.91103700792096,1.1537136559900687
1.3519820834913276,4.612730813841031,2.1210889765110355,1.059988786210039
2.02816341874849,2.8116129576001927,2.9211628870965334,1.9130513270046048
3.465621110402996,1.6632591814941402,4.881384845577237,3.9049401902955454
4.731168503546037,2.198342345498349,3.1659056922676165,4.091954629704177
4.936309213369646,1.770868500100022,3.554574304189785,4.232162484599413
2.258858477546964,3.221685953133371,1.8504971200902705,2.3391303885471
3.134512844007743,3.9785053617858575,2.4803445152024963,3.2223910347889544
3.6113175894869673,1.7073948008866244,3.0067972633787883,3.3826304025369884
1.717561300059038,2.0761538386035183,2.800903679159594,1.6414373745601505
2.788275919761237,3.519355835196481,3.5628131306889506,2.710550580887065
2.4079752392903835,1.8217305467701863,2.6568603758024048,2.4410009691822814
2.714924390144463,2.45110920608773,3.779815227897098,2.760772912151247
3.3041072908807627,3.206971569199545,1.1197159269505683,3.25578412782513
1.03649377913889,1.8127440343777392,3.6931937973176794,0.7613635300561558
2.9082655069141725,2.4331967220956066,1.4326395950791206,2.737570592962866
2.1627593057158787,3.595443731751093,1.0100212581511392,2.592632606204331
4.388369862576528,4.100011852944175,2.828734132625621,4.324407580359293
1.044529230785756,1.9785613326066804,1.7062780767198968,0.8999992401171778
2.7446314852948923,1.583463463092945,2.532724163484722,2.6861271047767152
3.290937264050982,1.3052987965616558,3.5507965200607523,3.400737865662716
3.691047060730008,4.802137847137353,1.8527149549712991,4.025811163547065
3.3689954264637905,4.608242705687923,2.2457207563988755,3.585120678312361
4.779094693195672,1.7311952835280686,2.771369980354227,3.7209349789106554
1.5359786683472725,3.239922140677726,2.0558421464320253,1.3851363536535843
3.495482924049324,3.811977011975318,3.497267272647453,3.4954056625325887
2.9452187578846147,3.183476578954505,1.5153292882818747,3.019552703851696
1.1972668314829802,3.169086607705263,2.94351220118244,0.8141926876856894
1.5789245846832514,4.380991171312693,3.276219403662818,1.1331677834150833
2.582621142067389,3.609457959597712,4.92724676941615,2.3283631067749235
2.0273221606655616,3.008943494168351,3.194582828732813,1.858042033123695
4.338885972448518,1.2560697256275404,3.2694414410008785,3.715106235818215
2.690231071499336,1.4905319648219575,4.595160508611317,3.1266819221745656
3.8405743326158186,4.627106077053419,1.2737994062789286,4.216157420344064
1.9919150879288516,4.919459172680035,3.955199596930422,1.503178583422658
2.735148395620755,2.263490985294572,4.452707217954366,2.861331758866101
4.5384381994729495,2.867609715428624,1.250924436943092,3.507655197869678
2.7919787441669928,4.5215617201390845,3.5596680437006696,2.6368059782132445
1.7774899020518975,3.519425830903527,4.015023043793363,1.3767960832396575
2.9460473275105987,2.751430759055158,1.9648694026901583,2.906108233640064
3.5703200066271443,3.4921105016336806,3.0312916275209245,3.563869235491257
1.4780641220040125,1.3106832334305412,1.9550599597818392,1.5029230210000002
2.897836166522055,1.7970542511172511,4.848567709477166,3.261506222089349
3.950313746938952,4.060516488462534,2.1229035593483587,3.983153138681824
2.468012801853456,3.120687685981829,3.8378963689413728,2.3458838108230435
4.723982201665528,1.5467700260737107,2.9062281602320503,3.7063938394318834
3.8143875396952063,4.438305437859874,2.298962213039832,3.960087053499946
3.6905886074060974,2.467296489888513,1.5236103276810482,3.12767787490151
4.318463972237048,1.891064383928407,1.8056540835645316,3.1246103218802017
4.642707747680587,1.928528889569986,1.8218964116086336,3.224764969850785
4.38585669239977,2.560833463812266,3.1862089804247367,4.03534392655133
1.6395309551092927,3.243860379866085,3.2243060211933225,1.3224679748145625
4.196464571816716,3.624825382465578,2.85711014545934,4.0815810684634615
1.2702879481473284,1.1782062491837326,3.679895502400844,1.3176636232606054
1.402767125668737,2.219778019185928,3.7519328223198856,1.1412804686856084
4.343791951721367,3.646952193695499,1.381316506865026,3.96869154682909
1.5108731008295426,1.925139446519753,2.2898872865561923,1.4380018631778697
2.5247567291874207,4.6345417526408434,4.160229798801315,2.185188934806785
1.6240838452079962,1.4294337421097398,1.0559414373883025,1.5807745246435716
1.0225187515129617,3.2125940199493668,3.157581361161057,0.5952240794945426
1.3371594263233044,1.6924331958972632,2.6853191210514096,1.236025356043673
2.1002557114268074,1.6116139827646734,1.4339582433416562,1.998530540927908
2.1612547446609875,1.395441907963069,4.879290635945809,2.5531318524433857
2.091750954929045,2.779559155341698,2.949649987049834,1.9935908730929064
1.1408859411397123,4.757094329787389,2.9079909343829584,0.6591937116365745
1.8501033535092457,4.618531711755038,4.8009662557475,1.259628827763161
3.788649034708388,2.977572047427316,3.4511417652852248,3.746540783355535
3.61740853047901,3.8736147923272255,3.848854924491652,3.6097461617074096
4.365738754532696,4.124572920353006,3.2421789519950988,4.329264009934422
3.0143094894440305,2.532301068287204,1.131311479176922,2.7853849578021634
2.7263845092966483,4.940359461946805,2.8010808578302884,2.705188178879234
1.1004824028988316,2.8019121077477904,2.238821620325173,0.8156872839860085
2.186477157301822,4.051158525323167,3.248319368426657,1.945162469439828
3.3320450517728184,4.79171238567813,2.6962266589954678,3.460777333936942
2.183490509289568,1.118370054277286,2.8948869071407577,2.390166623828418
1.3939618293402942,2.4055371481521783,2.605107745036636,1.185938372886561
1.162045029705348,1.621300339102458,1.5695098206716929,1.1062159748909504
4.907791380039436,1.1927058699909634,1.6043892252551344,2.5912325680815336
3.6964761142773375,2.550566108911119,3.686448983545404,3.694634774211984
4.684328199012917,1.247878142359557,2.242743276033273,3.0957763741226496
1.5032972880575834,3.834991922678074,2.6337780179565997,1.182709867340798
4.000327433396921,1.57895290489783,1.0741220191549168,2.398841170750432
4.578756645755227,2.776784869917221,3.986946193879518,4.426336915112588
1.766148280940722,4.223831344744022,3.0089289701767377,1.4253416014550873
4.800228545346922,3.5878849808005677,2.232933728608081,4.319112358249842
3.588868214250629,2.102926847448745,3.475474560286588,3.558915182406474
3.67829411090806,3.5379615247111302,2.7195263316755653,3.656917411792441
3.9769693725137847,1.6330471338260804,2.0501948363699487,3.0397694458421243
4.859378947526863,2.5353721882850926,2.186748840697112,3.8242308992310474
3.863168638060723,3.0352150362685077,1.637288637500935,3.50528805082564
2.018924027655552,4.551640464321097,2.214606527563011,1.9482412720443425
3.133718694407208,4.089856620820216,4.145938231318285,3.020452139636401
3.204164741751508,3.6466524075213846,2.4304238990030456,3.2615111244897568
2.9308795208487872,2.232566615084401,4.211069048545392,3.076510509841412
3.015084567459041,1.933409143169292,3.673552500768876,3.147701204298402
2.86431597800726,4.551465720895791,1.5398512740726065,3.2850458276614702
3.300586951869197,2.9567364086096184,2.5487050445152954,3.254285808616626
4.200862241216649,4.045372188812891,3.6111307195015536,4.188919882445001
1.8900037929514024,1.0885437359898864,2.482335249807393,2.0330076972822857
4.160534061591684,4.929380066130409,2.6384052794291377,4.321143691434094
4.054977020849522,4.591461562413194,4.699593769761707,4.018094087306971
2.991405588502647,2.8557435945486733,3.220383085960952,2.996526733078238
1.593363167840153,3.1067765546698545,4.2596828800449735,1.1857212596340778
4.195717419648659,3.2879413006662475,2.124937703961822,3.8749814051626608
2.4641837268910485,2.430379049780511,4.052225445403538,2.472492772040445
2.3391206409474075,3.3167105402216133,2.0493012587590917,2.3931398175587923
1.124648532571651,4.136225657871336,3.912954266874598,0.5834416220654518
2.3098786616468865,2.397285611233002,1.2839246933310755,2.334498640128584
4.343202342677731,4.41161457212559,3.2372360460253544,4.35311681753346
4.034075606621011,2.6296557281636024,2.099758733269867,3.5312659534376905
2.42035684351611,2.6837640399253675,2.657947890043144,2.4086973395291333
4.387293095505914,2.953831531543253,4.373212125258486,4.384540025565941
3.1762004046821297,3.1132489115045856,1.3721622384737993,3.1510814690121203
4.525397856853893,3.350816041025717,1.2773659986936354,3.8280982375186055
4.539373649919517,3.941167947943952,3.9658537488439296,4.496394817163259
3.345186913120028,2.102462778478174,4.850692261857928,3.637799857907336
2.758483248689824,4.277813640601411,1.7402968065171334,3.041949262370172
2.093754822861925,3.073633200739542,2.7873412008048213,1.983881368419595
2.1142990311378766,2.1223060138102707,2.533128344344989,2.1135789228497446
3.258587320493316,4.593486029038925,4.86723742441534,3.0463891783843304
3.878094702096441,1.740951827045918,2.7343574211243857,3.399340071731958
4.977502240354852,2.1061946385068864,2.472300449937326,3.7833394673562006
1.2323028982107869,3.0998026983207314,2.0557792579310687,0.9921473110961344
1.0126130620940592,2.730742058082076,3.815489675759976,0.586518175828934
3.7782317925131057,4.413510639288198,1.1851204445820906,4.097323378742669
2.5256162809114158,3.3239964424726085,1.9779868738827184,2.6108624284445834
1.738831573254115,3.62623138928321,3.3938900259656584,1.3845271458376105
4.119271964919628,3.446484599621383,2.2592243025803582,3.911032405020397
4.910584575998515,1.4523070176463304,3.903049278594765,4.336077260988316
3.034276029378775,3.194282555068173,4.0482656923237865,3.012038564880467
3.791125263481676,4.647900608977245,2.519576586989297,3.9494702599420606
4.669033496971689,2.0621154623084856,4.265591086159249,4.508534970497818
1.1027520951778196,1.9325217171127225,3.502834879066628,0.8277305091345233
2.50498510972701,1.7669464657126357,1.712383060643511,2.347432128242815
2.696803402111822,1.722217651691258,3.8537824078138976,2.915415361220303
4.426767196327814,1.6360694873350998,2.2796638091687584,3.2896297009966817
2.533729236635522,2.9165369259532548,2.1824828254760704,2.560376305898138
2.1407948687203926,1.60992414409108,3.701206424913551,2.3090211363017907
2.0452362401880406,2.3356286220739806,1.969109819566304,2.050384562217346
1.4497083533515314,4.2053750977540405,4.761387617594988,0.8517501211468813
2.1347136479756075,2.493062100882293,4.186030608879838,2.03005181663637
2.503160211796429,1.7726028655108397,4.104486947880337,2.71941123978353
2.557867529015636,3.666587426018443,3.3629870164679976,2.4368883246366595
1.275172865206827,2.466809750112399,4.1372597336188335,0.9076017496271108
2.802211747724773,1.8839518306782752,2.477045415981084,2.7353771029136715
3.457612843937764,4.422379275859639,4.901594111198792,3.31439073588743
4.467403751571492,4.94571300800806,2.2967038287085098,4.615515697278705
4.954638012239656,4.6035327047581625,1.0326582932957606,4.72180060766927
1.6192715203215426,1.052144733637006,2.1667000281566,1.721831646494126
4.769831418881122,3.5188649127235023,4.920099272591607,4.792211184814954
3.401726517022616,2.5000818947839547,1.138537904170469,2.9202833144565927
4.365494889326433,3.94811406236522,3.232277168652109,4.30060252968804
2.8834292939921697,2.451530995654747,4.058108302354283,2.963531412969364
1.794028440696572,3.307572566992153,1.2780246065737058,1.982207793393174
3.116536261381531,3.6215945432943752,3.871936042792981,3.066441266790715
3.027321728024152,4.5092556821583365,2.7523723835138085,3.0844923149727195
1.0999948499305223,1.6737694236788752,2.739027125741631,0.921467668033197
2.349252199716992,4.8166996496347325,3.561991718660504,2.03924051854085
2.668782892705186,3.978195167273593,3.788270897856803,2.492506005946372
4.103235334886059,2.293545412191364,2.887658100201223,3.718471611306963
2.0897115589322186,2.46119168043452,3.083791486855039,2.025171103083827
1.1559453734999332,1.5454134427413355,3.872108348050941,0.9888974894963506
2.621454633557207,1.5349648608571518,3.228639508536826,2.767666390547692
