gamma,pr,V,E_n
3.8182480027800696,4.693593107287629,1.667813180285703,2.7776251201137887
3.193312682293417,4.1503983322118,1.1168529324372605,2.1134171089853533
2.9473749217423,1.8435169533026512,2.891745196943429,2.7375217969979504
2.7459470733025606,3.894343104517057,3.06791598152774,6.843000930893518
4.757149948234197,3.549545294190469,1.456796359660764,1.376299784217541
2.530527907574749,2.3242977370302462,3.6697847968034303,5.573026441650583
2.845455624262409,3.328167320391352,3.0963205016976723,5.584026281491692
3.659202414895657,3.87900170005427,2.220990575007053,3.239778276372736
4.082357552352829,4.361101831777546,1.1998545936881446,1.697625268167169
3.471000811562517,2.032328678296728,4.778259085936924,3.9299837245058815
2.848657836558382,2.941102685083653,2.945261384198611,4.685732532022385
3.6466904699872416,3.33615359810985,1.615628749397974,2.0365001977506454
4.238113355779403,2.0578675651463083,4.142827686329778,2.632826521799186
2.3899196745725075,2.116375262093484,4.534721225442111,6.904839177104028
2.5587340732400192,2.6791898860282517,2.2704215021626166,3.9024554797670654
3.936420016774392,3.974410778309295,3.5654732814267254,4.8258271495650735
3.0064900326568456,2.6596369536141995,1.0311452636083187,1.3668007331217893
2.216525280797707,3.4434167627713226,4.513852352184894,12.776614756411991
3.435392849246438,4.465653365344937,4.967944223210877,9.1094612707318
4.6886722203897495,1.4531745332126853,4.5853211513315575,1.806414754578665
3.075382817288159,3.266009545000017,4.677545614645092,7.36100756802339
3.5762949240605435,2.326215487504246,2.1831026957742385,1.971190198099758
2.8437396457091983,3.952171521409655,4.102212535243504,8.793349752113643
3.476627415693427,1.7684862935326575,2.079080814269269,1.4846100385884855
2.464329757486824,3.835481788992593,3.1778219165519914,8.32358833608309
4.481606414177577,3.195304577342025,2.532397711320819,2.3241518529156657
4.167115147082414,1.9182182979473184,1.292931753594579,0.7830865732895623
3.1718177604402777,2.201995660671615,2.321904123936328,2.354167508219858
3.630202790123606,1.9037906314547803,4.695697704059969,3.39883499884546
2.377285908668942,3.0067413530242697,3.865873806395878,8.439556787811302
3.5437820101242576,1.301928313580044,1.1958660428464165,0.6120539630495393
3.8584241983267273,1.5320678783906616,1.902687615195728,1.0198089491264193
4.049208771609871,1.7745138691062832,2.412499195459062,1.4039751300104115
3.835399266290701,4.978852378360721,1.8256437741793,3.2057604567991507
4.196910900362788,4.08947265149226,3.9799171597756926,5.091090395500375
4.829504198080476,3.3952254127738124,3.955586802319407,3.507009821375661
4.369281268370095,3.9209418535034377,4.150984954228362,4.83063577775165
4.372527152152037,3.9105382652097336,2.288813966071319,2.6539429313584515
2.601350434720104,4.046983833225734,1.5684178061031415,3.963755445042376
2.959815224453934,3.335903922368579,4.840850996903891,8.23986548664201
4.671920419515082,3.9465545014613954,1.5276086941597686,1.6418631886373962
3.337196725177807,1.9665159763484945,1.21924914138203,1.0258755242327913
2.684460595626577,1.4860264809086456,4.839997124381538,4.269832083354426
4.433551367726922,2.9937680001159035,1.3146945810709982,1.146303097058884
2.988753551958705,4.323306775854981,1.1571606419784803,2.5155255860089305
4.015854029528715,4.276456923962933,1.7942494843762562,2.5442314368168617
3.885512463747004,4.805810697071739,3.0940322391847364,5.153099637923639
3.9528911367908366,2.9937484766819664,4.311691699716711,4.371349927914227
4.644356512063855,1.9995852470765436,4.495065519603063,2.4663521990472197
3.382551282079729,1.9795086088488607,1.0397008282689666,0.8638205421497569
2.2914761920073934,4.453233338617551,4.37624980122467,15.090066416664198
2.6922779393660905,1.2788071530337015,3.5790958990345736,2.704622763559446
3.723847376774061,4.5756155604573685,1.6882129233769154,2.8359200252685017
4.549287903167698,4.82520597023956,4.150214737589636,5.642157378025342
3.927897371573215,1.5071354109231074,2.668605269596401,1.373664780273249
3.845062580302143,4.103945334779628,2.7539755234287218,3.9725540941430912
3.205322778950215,3.124407612529199,4.62547749813865,6.553179990117521
4.9947977071903615,3.981334363300961,1.9001845427978297,1.8937805043888352
4.520609452151246,4.244977001071498,2.5830137376318314,3.114470394607065
4.748040348380136,1.1872233129041172,3.131336930914105,0.9918773170479772
3.8213712121912327,3.809032884131936,1.489931078737794,2.0115029349841405
2.698181563186544,1.7073635873584374,4.239162039436929,4.262083079894843
3.732491442350533,4.130998837592201,1.831291812401593,2.7685592097648097
4.548273902267392,4.284033279180534,4.030665367725586,4.866451984313471
2.890869102120288,4.646485100477384,3.0733399151863847,7.552203433121371
3.0418598046228187,1.5467167011707463,1.3437984288013634,1.0179325084554578
3.904937679860213,2.7890366456582827,3.763147852569218,3.613005998927617
3.919083984998343,3.726595245456765,2.454204998217682,3.1331159791003533
3.412179400698363,1.385581929824342,1.1359741229951843,0.6525158191445003
4.331050648848506,4.485274281684204,4.734397734224289,6.374887275857188
2.6531159715671224,1.0506132822113805,2.701709835160528,1.7170315249026182
2.298573893863106,2.3448713009357287,4.68720261016882,8.463813214016875
3.150486797257485,4.125616132151658,1.6264506391514697,3.1202753737382065
4.099450035787219,2.3315913787472837,3.414200179666845,2.568365230061461
2.8591218012480977,4.613639150386232,1.5970108229605882,3.963178556378109
3.7050398624324026,3.908038053330402,4.89774713788028,7.075896535297179
4.221676777662918,4.004579675425278,1.4881353097418617,1.849768560581059
3.850620231340903,3.6386068997220855,4.390357578583073,5.603968288039947
2.354946189261097,4.328850142445212,3.6071223302816713,11.524215601338677
2.690912975399154,4.0718232637752845,4.054363370683775,9.763158324958484
4.10928093236387,4.432309584663331,1.1913554144156313,1.6982884907863327
4.627663787758369,2.044080064325614,4.68087657626024,2.6375339758303977
4.130085397293112,1.9500222212016327,3.5543476973376293,2.21433479025179
2.818454435716956,2.67115256836861,4.643295987202103,6.820600922574389
4.14119553236048,2.851865159091304,2.1120175036613764,1.9174830321870124
3.1188428931006684,2.7979053609751574,3.710879582015448,4.900169762591728
4.675494234414438,4.31673805258264,1.8222722842126051,2.1401943819619293
2.1964655394636887,1.7477183975300634,2.3641876884168056,3.4534503351531955
4.786878778272584,1.7471666452340275,4.717369729541046,2.1764707896064346
2.0241636285888136,3.8438092743128434,4.757245313652923,17.85451381630928
4.2668097952769335,2.135628864016172,1.291453054021169,0.8442684427715935
3.381263285232849,1.238233645990117,1.9251145269423744,1.0010407477522183
2.491861899911805,3.0970516413859555,2.148514377158304,4.460238564114292
2.4001721611371525,1.1564512525423662,2.9084049047355696,2.4021535267850176
2.606500399658265,4.48506966534451,4.55691742578074,12.722120777683331
2.56017740448142,1.16827787310187,1.9301598500229236,1.4453247674618914
4.250250802850704,4.666334844052096,3.324852192898527,4.773438906756904
4.3976863061785645,1.8609654433172005,1.6696356968576445,0.914485345257066
3.246973926733051,2.889396547170589,4.075434006408614,5.240623759021316
2.7431025585855564,1.1406956242522033,4.1097945251873735,2.689471487702366
3.2995363350385354,4.714462530505316,1.4499669563467954,2.9726927041808406
4.221493559825443,1.798538915141808,3.414308260260628,1.906186109123124
2.9243764621330817,2.910897950605483,1.0042150763504596,1.5190206621398217
3.725568467334746,3.587272341193792,1.5431394240945375,2.031011673712682
2.3309120119118285,1.269309972028235,1.8062756203255068,1.7226710981571205
3.6952700599430615,2.570947303420481,4.940938925168055,4.713031838558861
3.720868138624693,4.597063546273569,1.9723662773717816,3.332426509352353
4.512442512746858,4.8585612173923245,3.420576664283898,4.731488433446337
4.596963286920148,1.8047865771903275,2.191593388424048,1.0996382266313072
4.741051017818725,3.7879668405388864,2.8732628133685467,2.909295866149268
2.89529959294397,3.206180196151566,1.9581506706737584,3.3125021103619847
4.089844142180832,1.9337102677919584,3.459458634635382,2.165025281202188
3.636868535607225,3.122450434862044,2.4867320980930208,2.944666226709661
2.594624370930296,2.2547257972999204,4.444879878671508,6.2848564909949385
4.350593204221683,1.733084665542024,3.1418808509564293,1.6251288031301248
3.1962494977382,4.088881142092425,3.861116113729516,7.1884569039704544
3.5039745630778434,2.6333979423675054,3.845638356144916,4.044408550905374
2.4689400591044626,1.5700855114974677,4.289841925176037,4.5852236186135045
3.8602445694976,4.821169467527877,1.8552319973892923,3.127140929268538
4.414126579591564,2.8527400372588256,3.552668942058883,2.968501809721939
2.947822840457749,4.355694264981917,3.800658406631792,8.49897931222072
2.185936749792956,1.2046108030036278,1.8916479608192824,1.9214343172015813
3.827138543209301,3.992334670565955,4.248081204271014,5.998914314237472
3.692454436081878,3.027323267978497,2.091509134653157,2.3516365527578147
4.957279054193546,3.4111486236868327,3.625635737004008,3.1252742566044303
4.542790458443754,3.5611006857078027,1.07050805546448,1.07604076929937
4.774182224841211,2.2505396600075813,4.141472268039981,2.469554206656692
3.475180953122361,1.0054533325882793,4.058585470057331,1.6486545281935112
4.138360194195305,2.17384890024512,2.1309242020297243,1.4760279083503285
4.9160656780485885,1.881977876537664,4.524132146171514,2.1742016885351148
3.010334281063274,4.213790407013104,4.469431137513503,9.368216136720848
3.274198684652656,2.358585410360699,4.614428361188315,4.785651967570133
4.147460121961025,1.9122898737769105,2.859232881644556,1.7371727915434938
3.925669201903262,1.279452087988877,1.7770692628660414,0.7771469779959049
3.994259568450073,3.990689262276725,1.1006839748593338,1.466969586041902
3.952021041510515,4.572325711722765,4.927415732756335,7.631974613467134
4.206984464921026,3.852185750879314,1.68531079769385,2.024372213739168
3.770108024109619,4.30141720080705,2.255168918765185,3.50182097357736
4.249073203431967,3.300882155986104,4.478450304382696,4.549862613311513
4.212991520980866,3.110122237800275,4.490442287424303,4.346673287022417
3.0842790030733616,1.7461081554826283,4.997103916040535,4.186332006764184
2.0570182420984837,1.3473510317014623,1.564477239714304,1.994194555070062
2.7710899009331458,2.5270194688856646,2.101231678332739,2.998071050480552
2.4692623351136485,1.3829368938882318,3.691329616725802,3.474448226482
2.74892252876274,3.736025530974045,1.968579542842181,4.205253984014143
4.502774714374064,4.490963545227492,2.900060403201218,3.718213876641444
4.922346190834537,2.205809777188886,3.698850551491113,2.080122537348918
3.751698317016856,1.236651723684326,3.5659509360266326,1.602588243173337
4.6733674468077,4.110420696087302,2.025401446253317,2.2663814995692184
2.536468757421627,2.061454556553501,4.951496495764829,6.643340428270152
4.625694875203096,3.721262889034013,3.593626325188457,3.688349058945672
2.4231963774675505,3.795557577595783,2.819779744548148,7.520140260344955
4.10032287915231,1.4856255984586275,4.07592036700972,1.9531164561041336
4.658155453512372,3.2384852907612744,4.55964819972022,4.036557170270654
2.663253605476059,4.262372005664263,3.531702387136597,9.050591766467306
2.5108276335796207,4.681563639842619,1.9235716262425373,5.960523082777872
3.6474601500965327,3.296056088529745,3.867961792093596,4.815565973510748
4.420019810848359,3.660704975488728,3.3596631892701097,3.596100734245933
2.1108758576055777,4.81635704199887,2.576722391208487,11.171738902421575
3.9821962524537824,2.324720568334014,3.085905819523708,2.405565604438562
4.641613263188857,2.2888273397600263,3.2550865693589337,2.0458875214855614
3.6365152844726536,4.337528815923983,1.216426305167969,2.001234046389892
2.512923392672078,4.257202347146935,3.0562683036741385,8.600007547594611
2.482360565464221,2.827272335189867,2.007695074260222,3.829230804703228
4.415542608931362,4.901254791810293,1.4701396083841982,2.1096293108396007
2.799393225356575,1.949253131717947,4.943305173677255,5.35500131657907
4.480212989327255,1.6215109799220313,3.953643570030593,1.842093136012921
3.195612592375217,4.791355042610336,4.976229565958874,10.859330424157584
2.4816183499701614,2.679844815392278,2.886490520910126,5.220876656458621
4.995950609028009,1.6282457579883376,4.35872763519291,1.7760679439317983
2.085838192491578,1.64249700547747,2.8153107186992568,4.25858977601584
4.231417966440318,3.841885474642557,4.86425815944617,5.783195786422552
2.4816756404753404,2.2745031620657903,2.126369020005769,3.264164522655084
4.488628746334495,1.3176488605658117,1.7936129033316477,0.6774443972733581
2.771491320566859,1.941849999673181,3.69136129486768,4.0463477557082745
2.750763789669424,4.711268839188103,4.298470265492499,11.56709382355642
3.450024101395639,3.81382123466846,1.7423517059254103,2.7122255371013937
4.848161754873789,3.1517582014543843,3.779574777163217,3.095583439767592
2.0851034765192185,4.407847302142172,4.513029652749752,18.332579343651467
2.009188501245972,3.81682553645104,3.434659371334718,12.990135719279284
2.414283569051244,4.608898473497702,2.3440665751733025,7.638895831435469
3.319115234578359,4.3549929496345605,4.291104412567289,8.058128886499222
4.4376544570774215,1.254743385576122,2.2246499309523737,0.8119969068845833
2.3874961085492497,1.9793350563218943,2.0283617888398804,2.8935631392526218
3.538401108631054,2.5794077735283105,3.012820423401427,3.061491107115657
3.0763233446196763,4.349989171298315,3.267261329740317,6.84505688432427
4.406113027279815,2.4780906661807456,4.192002060525926,3.04985803336536
4.926796144064378,4.769113499432368,4.275062052146879,5.192084181559303
4.638059659185702,1.928745907103527,2.2549180329015086,1.1954625086566568
4.756548139491232,4.112831447364302,4.7400706930456415,5.189634495600616
3.490101229305665,1.6166224047707405,1.2888627929052014,0.8367549251268503
2.640708101464968,3.177400450995938,4.675329665392271,9.054258081683082
3.866569975930695,4.569536518725405,3.977316226073875,6.340152828700069
3.958460623865332,3.997041514659332,2.547007542653942,3.4411459811275384
4.147187549755149,1.793769455840719,1.1363343429799309,0.6476645588594847
3.0427048558299714,3.3185965536712803,2.769509163646922,4.499369323771132
3.1239046691604235,1.1770328224507645,2.414521459562449,1.3380878387259048
4.335706675361541,2.373600154611045,4.032297269084455,2.8692754947642976
4.419753750186409,1.76970701215168,1.105939067945643,0.5723184376796756
2.340470335282595,1.330721085001144,3.9661432391113056,3.937297451127472
4.018226275942853,4.0404296867870535,1.9935350294194905,2.668699222029077
3.6821108846633215,2.994226170782601,2.0978714849152955,2.341999258490924
3.3837836798486225,4.836177515566223,2.410387150664674,4.890150159344361
2.362416513491239,3.462301413818028,1.4098095779946118,3.58274114176489
3.9351744086002585,2.694468198000023,1.7834678349495507,1.637210160100568
4.621466897852415,3.705203321000272,3.7623833115527336,3.849378037697392
4.652540179538512,4.115722417768714,4.121273040425868,4.643895757053567
4.064797589715294,4.556456595065075,3.4022921950124965,5.058212249424023
2.3523830182297694,4.556963909125297,4.232824458115617,14.262844201152596
2.940598226442196,2.608116488964525,4.232520912812027,5.688404447751383
2.464657729847912,3.642169662396463,4.908164167911373,12.20514954868291
4.343470945765379,4.8438225966321085,3.879991871173811,5.621102323064551
3.4181544718364325,4.034580235025032,3.3223723155399694,5.543226387639392
3.5498374196927047,3.8008693738946047,1.663425143839115,2.4795548281451905
3.4054797242446284,1.4875907385877456,2.828581349664411,1.7492441847225018
4.525908713589429,2.486283599260652,2.523473368181928,1.779419422942083
3.2952766930862545,2.3939885978149618,1.213378302968248,1.2655615032783734
2.0853320878499924,1.5111476676553997,4.583872813388845,6.382294219738337
2.9370361387254977,4.078421317407871,4.408955175837358,9.283036292994565
4.497827827330893,2.4582522608602204,4.360853740598039,3.06478165773131
4.191224584104908,2.5405366059283065,3.245081733376775,2.5834123282756583
2.938008907527625,3.852725780262404,4.079752836975888,8.11047300714826
3.2524910169688592,1.826618412395406,3.726347602010936,3.0218167750911595
3.281140531024242,3.315108911040985,1.1130297057677805,1.6175306368290037
4.074252105193008,4.160544360794711,3.0766630591243755,4.1638072294339965
4.517581220083494,2.1312112153963008,2.7326226403775813,1.6556251737323977
4.608087265561438,1.4199920231954395,2.67370317678624,1.0522575824778422
3.1185455946779994,4.779718945379043,3.848424960254544,8.682555494017596
3.753729974691094,1.7699399522809816,2.495521159092194,1.6039781103574966
3.1483780902110654,4.187689164525414,1.7716052197331864,3.4532711054432994
4.649660036054941,1.3982496029083542,4.568504436264268,1.750275217632738
3.9020895211914906,1.7862917784047014,3.7473183221929336,2.306546321579463
3.749066492368376,1.4456625011768025,4.983813260664718,2.620857648882655
2.115341044061018,1.6970449100129392,3.1613090273470315,4.810083357376862
4.87467331287651,3.4811922639502937,1.2268021749590208,1.1022178893565089
2.062663678370179,4.486352743247549,2.7949888724771843,11.799881985818962
2.178110815756652,3.539594767793818,4.027827055838645,12.101472443632773
3.656527314599556,2.7177984161575224,2.927851674226442,2.995380698412377
4.175326631290039,2.33683735483274,2.033594069360932,1.4965951971744966
3.961429600629752,2.382474962478445,3.900768016065749,3.138174255682828
4.557805155860095,2.274102009129327,3.678142514422954,2.3510200574463824
4.107146327731637,1.4844226480340668,4.993392068283196,2.385566527883667
4.786824904042691,2.434182735414195,4.961778033115108,3.189446232983272
4.003263877166562,1.87776950067746,1.102777076114268,0.6895035682070346
4.748438428200265,1.5581091885248868,2.5038196078009056,1.0407598822948951
3.1134789232976234,1.093914619779373,4.136013359565558,2.140757322799393
4.712616455304603,2.112024285314909,4.441862348460683,2.526875928314869
2.3535018472566502,2.434076510795808,1.4824510811951352,2.66597298145889
3.3835963497911585,3.795393095313489,1.1453400605673778,1.8237214359068088
4.243957112588742,3.373544386331879,4.4701324199532495,4.648702066057567
4.484918205374677,2.326233960275957,1.645096549384474,1.09812604933134
3.831648980128452,3.1081006669592863,1.8087388889807865,1.985324659464452
4.643956417954526,3.0001068775678457,2.1462672597562515,1.7670439567737386
3.3399049405945807,4.09408602554994,2.644522076259862,4.62706868507344
2.5717690002915483,2.808510299740281,4.23987987915562,7.576015501044596
4.362670454839428,1.507808310368158,3.8200287869069975,1.7128860017949652
2.882686708548248,3.627764128453405,2.345952676739752,4.520435040564061
4.695309976621989,4.973213006423258,1.3138040472086132,1.7681405394418872
3.677967494899809,1.429569920648338,3.3757950323470447,1.8020887280030151
2.900708732245968,2.787305735201977,3.1765371785986622,4.658252022406439
2.403723908316584,4.115110459720206,1.6551417886189037,4.8521587801648725
3.3938799361275773,1.269688237633873,1.8505788032044943,0.9815271450264146
3.7127699214396737,1.733202028363976,3.906212014712653,2.4956980441329546
4.597420642881009,1.2716727336303246,4.249525771479648,1.502189093495115
2.608343510376949,3.325452317599645,1.5692864112581395,3.2446968571240884
4.084533891370329,2.05069052208822,4.213495462627533,2.8012579904684904
4.169462058307101,3.698929559072808,1.405311340822439,1.6400725304927102
2.487553924913336,3.292855429871014,1.2261978422901052,2.714316540367657
4.936422214656733,3.874817462661692,2.1545913274661848,2.120872113128605
2.360723922183533,1.1911650153522375,1.430499034783809,1.2522454973785548
3.5104189071184915,1.757338814965807,3.965629533146168,2.7760126744630025
4.045969640452906,1.277330689915197,4.711409838973766,1.9757348530876315
3.673770233383636,2.744452955265103,4.268679429963461,4.381524534296685
4.794492556525883,3.5659366083351967,3.332517315796956,3.1317877996291306
3.6426340345439296,4.566829158063712,2.9751809329154333,5.141515191791696
2.204637764224057,3.893824622617877,1.8487587172702755,5.975856334890318
4.733617527242794,3.718812973235731,3.6341235755325583,3.619713535310242
2.01857973724416,4.245112372997192,3.8114719249688536,15.884987729869035
3.4154333883525263,2.0855961445667903,2.6922393216925657,2.3246031029664818
4.697198293492043,2.147552822455245,4.245501223857207,2.466039798860836
4.165976306561089,1.3657958456959909,3.4144124680024173,1.472970708790841
2.2403534857041576,3.5027259247166898,2.9148015765983164,8.231323703629416
2.3555373865512808,3.719152478733239,3.948893887112761,10.834476890287052
3.901454644617816,1.4464493269870196,2.087289874798109,1.0405673720349444
2.624527352387145,3.6484817801445497,4.169161286148859,9.363405896888302
2.7252798630394746,1.6037677511711963,3.378871562817693,3.1408963634744818
3.2334499582807124,4.639238692344114,3.400270467547999,7.062914599450828
2.433680669734324,2.463215094884104,1.817152000464369,3.122059417926125
3.081467609539514,2.703657853222655,1.2981077456058443,1.686136831844739
2.9828920770220777,4.202326102592692,3.3003563866130325,6.994416868189455
4.496863116665252,3.153234178392265,3.4663446466812995,3.125714690378273
4.032141000424625,1.9266479288574856,2.089440461001523,1.3276480665298418
2.044919541663228,2.0602999080561477,2.3993166501104297,4.730806226239863
2.7037587792311077,2.947224588019731,2.701051040640806,4.672377414874083
2.716670275511321,2.080814649541984,3.848038293582224,4.664293759556986
4.788664563825295,4.210143141624167,4.552813046208843,5.059301054152938
2.236584208694627,4.690538660144906,4.327957347825593,16.41655385593504
4.799780282902075,3.562611162952421,2.9093856874903925,2.7277919131868904
3.807024923631469,1.910733803430668,4.431608786698551,3.0165833730363394
3.395791710401245,3.750906522436217,1.2854738219527668,2.012567337239894
3.674114735383084,4.391081410216881,3.683697074661624,6.048885461565556
2.4072870676652687,3.4776536707076,1.6339193132078011,4.0377017793847125
3.176871804530951,1.0098334073695652,1.879794186682384,0.8720214781320085
2.172559859895969,4.845471833604841,3.8896966017347743,16.073734032347385
2.474585634556268,4.214653580000334,2.845212778897523,8.132173502457624
2.722668203505881,2.987558183922662,2.8236062868802296,4.8968733812911
4.641011269993614,4.472357332880302,1.845202891624532,2.2665150067012525
3.7895811355839264,1.666443915585572,2.765056069744817,1.6517930971434822
4.6167160584924645,3.451264053506381,2.635465096349493,2.5149018624074797
2.605326605344905,3.6621933666125273,2.8923554339870265,6.598261592977968
3.120860178792632,3.551215807606618,3.698146064281666,6.192258638092584
4.117927534525085,4.246974918111663,3.7385789618820926,5.0923733488602805
2.0759904408160232,1.3383548784132064,2.811674637658633,3.497260128972216
3.053405507433598,2.356939418080409,4.13143352491516,4.742141039750922
3.1197394097212605,3.4847676811071326,4.089368545039947,6.722760013111802
2.2999539508234275,2.2051120131627044,1.4824741416590037,2.514721030621621
3.389504510902768,1.7114443793555711,2.014855324088933,1.443107892825806
3.5704218389391364,1.9371008342448857,2.4848666683890723,1.8726254280154973
3.213990429575864,4.14642761829267,1.9363648084678655,3.626482036085078
3.2425992389583502,3.503297139603569,4.607385500501053,7.197469866463319
4.472421779376986,1.3690552680381676,1.842932657471388,0.726604319306933
2.378675134355734,2.5124369601124497,3.054933178636776,5.567175933921218
2.6723440027807346,1.2270679557489603,4.960247041822022,3.6395383889306174
3.142615546819032,4.536538593709924,4.133239431070445,8.751266751486156
4.97502932198591,1.6160128852480535,1.589572545415407,0.6462266079950566
3.6034631813893374,4.013763979427116,2.68268864152457,4.135906017162651
2.2228490702479897,3.247643164866488,3.0603818455451943,8.127763617263687
4.976764338447551,2.7404780182799904,1.268884336087416,0.8744168210241119
2.574496114950421,3.9369478552148114,2.1353765579349986,5.339401018530236
2.238973432810005,3.566964079667885,3.3560224188041143,9.66187902131564
4.737574553823121,1.7966612151693138,3.6479288462749953,1.7535683046363642
2.9020618433188297,3.7368122126841015,1.327654674306714,2.6083253909977366
4.519457436267374,4.442916612184697,3.124030779554116,3.943735220215584
2.427911536068244,3.600369668110865,2.069966964857429,5.219263298891097
2.6556291462554245,3.913404133809133,1.3794702702557804,3.2606484793382124
4.750832147992717,3.6009375042018195,2.9286732863297504,2.811634607521037
4.706503049276799,3.5858789707696177,4.797724710635441,4.641588019404483
2.596960831790603,3.883661052752437,4.773094448514399,11.60772427337458
4.407813825609543,4.323899583698204,3.995395127863242,5.069434016685951
4.852465533865918,2.81290751000881,3.985457072641265,2.910012310791648
4.701502414258006,1.5626851563566082,2.359712675350728,0.9962138500391352
4.554313768552095,4.902532383886861,4.189949105778389,5.779276258517882
3.997486414184932,4.675061374791188,1.955862619846688,3.050481812085044
3.028436734912746,3.39946132365896,2.165004201580893,3.628335023793572
2.272493946373093,2.64435372518552,1.3518841874958882,2.809333590476671
4.49720173789505,1.600266510406375,4.827131158547176,2.208822056405482
2.0034854614755826,1.1463294815019345,3.800998932743635,4.34206304230292
2.693431754362783,1.7027375776521358,2.311299151316055,2.3240003076606
3.034871028196532,1.0962943503314246,1.7297185278660967,0.931892303486098
3.437308203194842,3.095943507034356,3.090829703578154,3.9260665268342128
4.396500753632992,4.844674664727077,1.250428379582274,1.7835764305773396
4.498714168523636,2.421671464407858,1.541824283168947,1.0671897416692662
3.10912800556721,3.2068952176765047,2.5706169635503087,3.90858175754515
2.237969265092824,4.189709550339185,1.778408114450341,6.018738648535521
4.718864727459557,3.863421643037329,2.136800081642196,2.219860168966086
2.8235114900296607,1.940089618910112,3.9696680439081846,4.223451184494707
4.550337809588248,4.320987044076851,1.3175012795195196,1.603482897876345
3.894422755473356,4.403472799100658,1.754476797666678,2.669199183349761
3.874364728770778,2.1123527043336665,2.575765733016051,1.8929141654870143
2.665891213192506,1.8223303538433857,1.9800397520722277,2.165979695098366
4.900142421073478,3.321613956656769,3.519506323431631,2.997439596381348
3.6459397812778,3.499483737576728,2.760280132931794,3.6507087216044143
2.343633451243538,4.627076442269113,2.623446047562083,9.034372724945142
3.5231430216658035,3.0428716094903825,4.670095936046862,5.632063745641932
4.25582450641827,2.545264626125312,3.4889527539840484,2.727514339127359
4.264300936415312,2.8261439218740785,2.5016794542645564,2.1658867616265387
4.515340402230249,3.5249503469710626,1.4078213080480917,1.4116698926593283
4.447234502316436,3.776395402586144,4.910468146301305,5.379346638523443
4.908974498958623,4.590673172603844,4.284451414934431,5.031630719285556
2.1411997306497086,1.0584485259844216,2.2116667122792557,2.0512933088829657
4.555179794186275,4.76297951228778,2.0022522336811712,2.682476532706178
4.796785806703405,3.9132971218634913,3.119817020457265,3.2155543105278634
4.892991018789493,4.929786524132965,3.042371642597959,3.8526271066886055
3.322683779397946,2.628645249163587,2.348882430996058,2.6582949852442
3.273522167069795,2.0937508953511794,2.321645133273981,2.1380686966184657
