alpha,n,d,k
2.105660972733048,3.2571512288659217,2.290119689313843,1.7736675165440268
4.271960799549431,3.264024859296473,3.11565184994036,2.639397170683166
4.018010532367578,1.1487557801759594,1.3725559224496209,16.011542832773447
4.818236189980736,2.319096808038501,1.6470874635284578,7.92560481558335
2.255156219374442,2.6574637194928576,3.6726702064875214,1.4518014441764509
3.6394308074114634,1.551869874461194,2.14288781048893,6.8763598906141885
3.5713999717099405,1.8320598703686937,3.5337392884224994,3.466124771748216
3.3745500671795368,3.4842965291525703,2.7837465954651988,2.186003923902018
2.9372676996299933,1.910261834420127,1.491008230016273,6.479633741963967
2.363371096599669,1.8013343413775442,2.9606243065437114,2.7844162474420524
2.5324473904993123,1.3780542401797369,4.318518465233187,2.673740212125876
4.000632206649829,3.9482071182193135,2.478690369915137,2.568539734949054
3.8054998029880953,4.199881722828421,2.567013944629952,2.2178199426014658
2.008702606361129,2.348913111094157,4.519995030715487,1.1887501973700152
4.089695818317223,1.2841074900793692,3.102802177129665,6.449342022375726
1.069774188703327,1.8650225247339067,4.309844075505168,0.8362311551878424
4.345392179628679,3.804575010352444,1.5928165284344598,4.505437216312448
2.546119877787445,1.6623329633826582,3.1744472451474977,3.0316047921066014
3.7285517986182577,4.537225144136068,3.909507693028317,1.320710549850601
1.4585551794296112,2.100408554910373,3.4933792943218425,1.2489734655281828
2.168245864316749,4.167005983129176,3.2245692919340927,1.0138940098103209
4.929155979916901,3.1220471501307108,3.2803500002424166,3.0240766050841543
2.4646814000670245,4.105141777920114,4.089879768152079,0.9223631719414812
1.2942069083632837,1.159126036687776,1.8238756250388777,3.8464288336814505
4.340001712826014,2.697298516859745,3.1675914393117424,3.191623066232004
2.475918169986034,1.968102189901173,2.993991037997553,2.6400856391128067
2.9043707671562022,1.5892092956078407,3.7127445616860575,3.092827925176832
2.353803904963523,4.9797493926059175,1.8097321126300916,1.6410747648634374
3.480281788830294,1.665953014179554,4.651176644210114,2.8220759335913104
4.24342967090619,3.618463692415839,3.956719990192625,1.8622472459492707
1.4303169151008972,3.739679173487994,3.234922862178207,0.7428717924330045
1.0727566072150068,4.690985584540574,2.4657358654329187,0.5827340775472128
1.3954626454865005,1.4083477709889434,3.635822806576168,1.712322106717481
2.7297706990694777,2.9148759314159927,2.930181388961903,2.008128298934873
2.995975791208448,1.891978031495356,1.0031146751690647,9.91862554476195
4.984723142136959,1.1816000018752972,3.09206166702432,8.572397099184817
3.766332380369189,4.347899435651074,2.476927070064612,2.197383212631614
2.1773766410792,1.1057034140142563,1.8254775146740343,6.777948886203259
3.72511531213077,3.326229076232772,4.303385949343479,1.635148258675121
4.36129835032776,2.2096110722969797,4.7848730577388014,2.5918472779541792
2.323394935282162,1.179254353778068,3.780385931151304,3.274607710497181
4.55322691399139,4.1458748186197205,4.82666662198942,1.4296695741813183
4.276063284167478,1.9201150456342315,3.869629018838837,3.6159915792766855
2.60398616737746,4.464004674967553,2.002635141170164,1.8301726788439727
1.011144118191864,3.009767967125636,2.960101369544001,0.7131047490505265
4.004804788153043,1.2708964604000497,1.9887068441919475,9.955894396720325
3.3689155036298923,2.1151334276778004,4.027966015426871,2.4845424438014017
4.645812079619297,1.9737243077283213,4.989939363519453,2.9638740834102664
2.9750712601577987,3.291614198375668,2.89276210421081,1.9631595384518004
4.0561560308410645,1.9490207119214455,4.343486373904735,3.0105067380237345
3.708490822604541,3.0422162005186326,4.3443488130068815,1.7630406028618029
3.270073658646076,3.0770182970767426,1.835906302911124,3.637113149895853
3.175698224864207,2.2413885272719662,3.6764612284835616,2.4214302282913684
4.333821512323945,1.8913015557565696,2.916447976515176,4.936690217725388
3.0116251466223614,3.473539784828928,2.772420357094481,1.964940601429379
1.8285681662121025,3.6088095130493674,4.1902595220546175,0.7597770002687099
2.2700324553855937,1.9798599835084487,3.174442411319515,2.2693945323554394
3.903893831766274,2.0843194690940128,4.9730964797568,2.366392045055771
4.939062309090991,2.1319200501021944,1.9372284726844533,7.514024657414788
4.113884988621921,2.4696786642483493,1.031544673979591,10.146202444789171
1.183977012446046,2.5978202697796364,3.512960910623453,0.8151559826733856
2.864895434490143,2.0892272053382843,2.042767324572969,4.217781414788784
4.225797845439537,1.060188639903271,3.193963987711125,7.841071683433689
4.036462311745726,1.6256575628576768,3.1890713736524905,4.892011420642934
2.4008041712787254,4.367609126556816,3.2616647603898152,1.0588965152294123
2.6742142122332555,3.190826740694193,3.380833037371722,1.557575525033943
3.902686873454244,4.414967288263783,2.6481605402208084,2.097354180314726
1.05523893493179,3.465990914084651,3.56959838430043,0.5359001751683176
4.443330698090071,3.636973055985515,1.1500932918428228,6.674447963422853
3.0562721804379205,1.937875519990917,2.347475694095655,4.221287345482785
2.1714374875315667,2.938113067548815,3.728589875956323,1.2454149616592185
1.4053157169056902,4.333851654698071,1.5347765941066775,1.3275001008205105
1.405703277676155,3.741967622204516,1.584999947694035,1.4891698958941395
1.6677985118357317,2.14956506999806,2.7711437194235007,1.7591942787351924
2.913864586154068,1.922442241670536,1.1998249267626488,7.937396086141838
3.860109710320868,4.403408293551538,4.628363751894938,1.1900441583458965
2.9073070742855047,2.636813376128662,3.923525261056246,1.7656919100089723
4.534178668314532,3.9708866390689135,2.8101024894686097,2.553106016673476
1.6972576475593302,4.688656450290111,3.4917163233986326,0.6513887854577545
3.983652322392366,1.996028198757728,2.457110059030027,5.10352226639917
2.1465368659422728,3.940073847738161,1.7439161992760257,1.9628551259068163
3.697464676487893,4.954631972850046,4.892643524416279,0.9583605469845804
1.0793569907179594,2.786588819756121,4.767868124239287,0.5104437047720494
3.397982282909711,2.9827867524160907,1.803065226487834,3.96978818791879
2.2058014380034945,4.220647074398928,1.8474770691519744,1.777412330754711
2.0613438871713683,3.6420450085606775,3.796641350888173,0.9366674665273416
4.09811151863819,1.6908478083474163,3.151141448827634,4.832715437181234
3.152505005818776,2.922039814816292,2.0091433684488926,3.373949638495707
3.7000248389534,3.717558856423016,1.2457838089824589,5.019771779958323
3.1487299914744757,1.63005025628504,2.0834792058342435,5.825391589106185
3.667236222448401,1.5375248284449632,4.972632349848036,3.013771109755592
4.326707902629456,3.800492484656977,2.064460986895017,3.4649014511826493
3.711467374149728,2.655379151287106,4.958967701883401,1.7709556887265172
2.374942990573029,4.364302601831083,1.8667579396068144,1.831598145873684
1.301462526080706,4.735998065605234,2.871819283986516,0.6012331419080066
1.2502019586806417,4.711527039279009,3.2770095422730403,0.5087690095920627
4.542942638664786,1.3428694996679558,4.606895820040279,4.613971636409058
2.4572237120520937,2.199136801409004,4.5782194891062105,1.5334715033119095
1.9471543402151803,2.9138840645301936,3.5769332031820165,1.1738082211736005
4.508871662387103,2.6689008293606755,1.208090219811464,8.786500483201033
4.765173957808586,1.2956985021733032,1.1585774531744957,19.944796006815498
4.039842686330385,4.333976386697791,2.503925971969294,2.3390327167347924
2.931286252162164,3.2433797451052566,4.580705838204638,1.2396751510023816
3.906639565401504,1.8761631416396625,4.348994670079188,3.0083179661137693
4.957541338684467,1.627255836083108,4.598719424319749,4.162492476038818
1.5880315272987375,2.328353979372785,1.742061713536441,2.459950939769868
4.062530030240451,3.301610088961199,4.21991375747462,1.83209122376618
3.974420419131775,1.0601161068121088,1.4098465547508754,16.708151071713225
1.137415625398584,1.1475944215295435,4.836997720776573,1.28746297166194
1.2694153980800675,4.982733403369084,3.7723559160718114,0.4243295903799876
3.04269673222001,3.548454569597624,1.5370704553679824,3.50514115565884
1.7141360190279205,3.5454652468103443,4.785661025645476,0.6347606303049231
1.8529321361481368,4.103495570903688,3.3075736158432827,0.8577799563827223
4.8126920885062034,1.5733947058095392,3.814087026802041,5.038945515008803
2.872911005161507,2.6680932134438327,1.5222320769136015,4.444471993402639
1.9573615005283265,2.687266748498085,4.5521379275753,1.0053672164923937
1.6087955268267828,4.280843495067781,2.3407594694360085,1.0087756226522273
4.183730503232166,2.4642151055536057,2.7661450121686464,3.85647047359715
3.3557380686570477,1.3991915692209225,3.4277420714994573,4.39625229922163
1.362760854226432,4.655153251919716,4.395942773805426,0.4184210308423716
4.927971314868596,4.221159260752231,3.3142814898027755,2.21323184393933
1.8804605548178055,2.468639852796468,2.571920267538341,1.8609249543763533
1.64990284761158,3.735558069853965,1.038188551808512,2.6730464948104813
2.692582533056883,2.109700401659374,3.726821332802519,2.151738716201553
3.99502226278337,4.278594659748519,4.748101739114045,1.2356000330667432
2.507181725186816,4.783087682772073,3.172719320068174,1.0380677200695698
4.06457482632609,3.619082527914826,4.011645939460571,1.7590326828831504
4.919447794213138,4.9991232653110815,4.469093644644726,1.3835119801870603
2.9353131414903086,1.1228311758342588,2.342140699731728,7.013048847249544
4.942179593359832,2.405248540168476,4.541786054269243,2.8425738685911224
1.046902324634329,4.678211272322167,3.89829898151914,0.3606874712341254
4.179706585538986,4.850147684492461,2.516766271521398,2.1514329507185126
3.37625477981292,3.266107940987695,2.8813281851928103,2.25419675004077
1.232793207861535,3.6392249719754672,4.5047681438194624,0.4724857928134888
4.192481834952714,1.5505945965817194,2.934444721190406,5.789310715074081
2.793264674913703,4.086617199538565,2.2140754512050744,1.9397045399012391
2.7763180945762644,2.756189039430625,3.4324158606777693,1.843911999361052
2.882068796355066,4.778087308133013,4.860972258422635,0.7796631137759753
4.908407829283665,3.688616040038549,2.357877426439538,3.545976339010356
2.911030407001055,3.2531266860803942,3.8042568253579248,1.4779366041320383
4.980013860672788,4.29423838676081,1.7686697577157644,4.119813155927689
2.3896754919648906,3.438806699641288,1.687562323238661,2.587326359177612
2.059307404830991,2.2225374987338067,4.512841723697687,1.2900360604399466
1.8638136377342889,3.937381819813575,1.67340401930033,1.777354319908841
4.286302898641283,3.4291049273533964,2.505244280632529,3.1349590525181634
3.5666439097611824,3.851218960642753,2.43187597609143,2.3927646656431905
4.707291440339521,4.26528159553822,4.523270994588463,1.533029949578806
2.6387906174969222,1.3452605684898238,2.1550051284669,5.719131454901091
2.914466786639692,4.754555347042881,3.2799426064558266,1.174256105996134
2.668364874842647,2.7559818559126588,2.06019506391809,2.952843208283504
1.5415772851574667,1.0720702282708796,4.563696870335001,1.979726265949847
4.325002526439338,4.881961014905453,1.0773002153311912,5.16696096023121
3.240993116189298,2.4093979323028565,4.059807780298946,2.0818238140129983
2.5248306013460344,1.087338357406895,3.141129202386183,4.64474209869715
2.774557772239378,3.8165730290156,2.3368248042006203,1.954672080810879
4.0282550590448025,3.269058674939685,1.8896952994840777,4.097154405974031
4.241165808795018,3.251790791871106,2.6713089647055908,3.0677389566843165
3.327782083548292,2.1044445132051384,1.4737195786084447,6.7419016829599645
1.480901380091456,4.712827784564338,2.294607819073112,0.8604308375039987
3.712470256010156,2.702544851367576,2.111471030582825,4.087754578734609
3.964416853659357,1.237045109694889,2.17561179920194,9.255337068070537
4.00228085219214,2.0173245987948647,1.252446518271427,9.952964509829968
3.490892219238448,2.4257279939327865,4.823216290990443,1.8747245675455808
1.826049151090548,4.767777677319982,1.7125001777266062,1.4052244909274376
4.263542430772819,4.998168447925499,3.334540579742832,1.6073244913797466
4.334780347481859,3.5239471755255662,3.441455455049113,2.245822465527972
3.818596720209453,4.063076541098743,4.153012745592166,1.4218880224476491
3.914501948649243,1.3526641598758538,1.1948421760154235,15.217939553154618
1.4340575654121437,2.06888263917246,1.03501185316988,4.207898684783033
3.940350015325607,1.637091197231523,4.2158157893182855,3.587237825043448
1.376911900253995,1.4311446631906637,1.350997979453835,4.474533736790696
2.3187964787546997,4.582707585263822,2.852943834008368,1.1143641505263178
3.9444682033756417,3.043457632108335,3.851479269588836,2.114333558503407
1.6508969943657732,4.4080599037792565,1.0161631453889126,2.3157353099094693
3.781519287920101,2.010484073264884,2.7416205846314154,4.310604708887092
2.2234901332092685,3.675480760835233,4.306115387202535,0.8827043323118122
1.2581846329672013,1.739445521378023,1.85273623523262,2.453012821101588
2.766566835264581,1.5064594835353824,4.198619820322225,2.748255004317918
3.5241940567678545,1.2709689248835114,4.241853523112471,4.107230562023206
1.5641556051877503,2.61193588564205,4.366000693402283,0.861813933015437
1.1052151918586612,3.485784229394038,3.6479156500721,0.5461116306604408
2.742262452463983,1.9605768214513104,2.206173306258411,3.9835052708597383
1.9616433420693504,4.565681034219745,4.177792183970854,0.6461710789889438
2.6767025019171733,4.418690555078721,4.2047560137191535,0.9052021655231144
2.9757164236202507,2.7029840973899235,2.200287407160455,3.1437536492784712
4.260188450297707,1.4264761325394106,3.2872839001024503,5.70830219907529
2.2553445045094125,2.803046621247898,1.9718283162815,2.563854281520392
3.007635937963734,3.804524450057723,4.91725652738527,1.0101407444523955
2.556178397645599,4.603795688243374,3.6923867143006346,0.9448172355318776
2.9776405091773173,4.763710902058424,4.358588658906433,0.9010748136580472
1.9583555424869368,1.7156694461919364,3.0159358858813494,2.3780210127529604
2.4402320739735366,2.295905436265746,1.583964773770933,4.216105639776383
1.0567311976110454,2.7482228420946697,3.170853480522807,0.7619321129455137
3.6307194472887896,4.574379074505157,1.1501238944436714,4.336064983200625
2.2048298975384246,1.1657857423793183,4.326606759357008,2.746558120565024
4.429095652177358,4.119770642056489,4.928782867520804,1.370509982784372
3.165330006535244,1.0882359493154867,4.471361108540759,4.08729561736746
4.842320762442508,2.5807625371299503,3.967175099560047,2.971693453551893
4.27124707420568,1.2913773011926797,3.448433563370371,6.026422152121946
2.9413603002881152,4.040771661043095,1.1783969561564138,3.881254964710963
1.767977640114676,1.9838301167230288,2.370017867976551,2.362656237931345
1.5444545480816263,4.17952554707164,1.352133189989463,1.7171512202951555
2.204214808529427,3.826459296804696,1.079351983854843,3.353309135271302
4.807867941416681,1.335190318859688,1.0368969564753527,21.819943626686783
1.6762308180996115,2.170231786061236,2.7460240884533027,1.7672713084660503
4.558135233616444,2.84862425746269,3.430649360656642,2.9305934465642585
3.315519913099651,4.383719396943201,2.057949274761562,2.3091603730230488
3.867626743969319,1.454887258977405,4.654768158492024,3.588368433516772
4.583859604049756,3.5414847638953275,4.912714718173026,1.655404962366574
1.5504613198663315,3.644544892316278,4.0907720771905005,0.6534196903980513
1.5639942948176726,4.84737609655715,4.758065221321756,0.4260670263136946
4.521619685739937,4.871595753177207,2.6367804429191435,2.2117125753574047
4.047833649577071,3.1075303219351547,3.598027785901035,2.274692191856309
3.495199319227841,2.292042070070366,4.876438931270748,1.9648366068662857
1.5150829707276108,2.211937753572085,4.584537201122238,0.9387455315491914
1.6341778646166465,2.604009549061104,4.580925958853253,0.8607625174909005
4.891634444040639,1.469223462484515,1.4344055630325123,14.58391239136393
1.511900035049865,2.5685661935681225,1.914378215094968,1.931899097880884
2.4738132742790047,1.5563241111338697,3.99958152514224,2.4970784378977307
4.999937056304184,2.415762216812316,1.4885641018103837,8.736202247185398
1.973325101838193,1.0952919707176425,2.0767012556188247,5.450979883343009
2.074293273707599,3.994285141579836,1.0395141988546603,3.138922093404287
3.971727946613631,4.256449858437497,3.877675884815212,1.5119601109631768
1.6552064046107438,2.8688505193039484,2.1258542892840606,1.7052600302918306
3.012200765379174,2.1019138868218445,2.578851931807605,3.491583690203904
3.140072020399504,2.020175929942732,3.141449882490815,3.108852731422346
4.612328908013318,2.0846324740013475,2.7390239056428225,5.075453068924693
2.796918781871887,4.173937786528356,1.8167950614400012,2.3174363324021847
3.8225895819308207,1.5036507656792009,2.308650196309,6.918826278764586
1.4216064644817417,1.842423872503883,4.401739566338245,1.1014007359944664
2.258046833410543,4.512424390499129,4.548824923612301,0.6911998793889321
3.293469067709604,1.4150153831909171,3.0414728435700424,4.808264532152943
2.714734588084272,1.053632480713468,3.5843832460813934,4.516517066140178
2.72970631768858,1.135862051927564,4.663436124688129,3.2379055056363777
2.578890789883938,3.3134139510504625,4.609790386032591,1.0608547986009536
2.378920167584035,4.40748058629577,3.184481602800456,1.064953350386454
1.0536886200212847,3.1187264137713497,4.796661781849427,0.4425636931072151
3.448955796008086,1.213704367592786,1.455808964314401,12.264509741768318
2.302703523682626,4.496406904214856,4.989311176888183,0.6449286893119991
4.065112010141111,1.1666514462657205,3.2576826783423543,6.720513883458917
1.7917415801129883,2.1352084804381923,4.438361599161168,1.1879338921585665
4.4491462499202745,4.991738317483111,1.4470154056306903,3.870183750719205
2.821186981594079,1.0102469839118515,4.104807268113553,4.274559890469987
4.186837973451333,2.2873294280886483,4.699071343892574,2.447514461165967
1.3933379051478587,3.5364043381209584,3.656439681819724,0.6770425946961648
3.3579028047354997,1.2540013754575874,2.764170583821516,6.086745394559465
2.840807623213273,1.2437382535927464,3.6332736448425424,3.9499772326921656
4.7623172418267625,1.1665203855346102,3.2157269413132488,7.976763096467888
3.0988101891683075,2.8465260926603504,4.768828091123034,1.4343264508970175
1.9453516284894783,2.262823557765667,1.9897031436417476,2.714807270962084
1.3529640969113852,4.524901268957413,3.428821377835088,0.5479137148587334
2.9269042856116605,4.394038545324984,3.973916671276133,1.0531876805967488
3.639732001892328,2.3379712255977494,4.912405325312139,1.9912047528246344
2.204509786164957,3.6162249811667815,4.132221451804084,0.9269426592329384
3.264781153857592,3.493255232751983,2.331913525622478,2.518205588619558
3.3374475957144574,2.219403269708042,2.4459285936473765,3.862907670073452
4.89223908762308,2.238742029104673,4.857763320337039,2.826487945860278
3.918942330357193,2.360786925059025,4.047627844084064,2.576863268426456
1.9692509592665912,4.574024122768845,3.037122165472976,0.890676967900253
2.9703914443520505,2.402209852054958,1.7767618549541253,4.372737309485938
4.987907413085281,4.6370724887828425,4.780350704178,1.4138215839490962
4.680581630521827,1.122418089377191,1.9692271674474249,13.305439243237515
1.9238840867991416,2.7589698385981367,2.1536484097480884,2.0344031204798307
4.146460825431669,4.634158733079468,4.786223879724374,1.174609530360636
3.575153135158373,3.636956465545511,2.448527978213316,2.522500980190456
3.9302341900560345,1.2340115552597075,4.146626696029646,4.825964600332924
2.508370649743919,3.002086168359708,4.1364337743649084,1.2691774574416663
1.8488212179147725,1.039947173986814,1.5771604312639391,7.082517124255722
3.937914485056084,3.36584429084786,1.3778037231251403,5.33537284747672
3.513817040334265,2.216420054440002,2.6138911677491072,3.8108288170166
1.3177603035175285,3.97219657881111,2.708627072402565,0.7695491115111561
1.6059866808513332,2.7622079855131587,4.202033035706946,0.8693726404225616
3.317419905609833,4.226740061988366,4.1357355602884365,1.1924001233519494
4.104349914395176,4.130232135997138,1.3982432976535706,4.465468600103111
4.362682947160177,4.194432549724297,1.6440799668721375,3.975002153003159
1.7156374524013258,1.3023788723723064,3.934349955460856,2.1037544958954144
2.4959806050840587,4.743094565742798,1.477256794295421,2.238222695261556
1.177774783971493,2.418736613806465,2.451674692487914,1.2479313567638537
1.3587588802713757,3.870332233426829,2.843197403659629,0.7758307753596295
2.090668373266337,1.580941907224645,4.178679076224234,1.9884289960427717
3.329799740942944,1.1426679502121089,3.3310820362229547,5.496580702021956
4.251904242679951,1.0102362378751528,3.845235385985465,6.8772920969199305
3.2418965626145515,4.449919367319794,1.9261652818519213,2.376475438026615
1.0950637248897586,3.764343884650764,1.171996365846662,1.5595658088388042
1.459207413109707,1.0977655605922605,3.82511011545413,2.1834505060362126
1.3925987685347092,2.30782074187365,3.1192743589454497,1.2154867461328138
4.501078768587016,1.5550768322745163,3.325534970014407,5.468687552962871
2.2418747860523327,1.999034203513812,4.06680405166844,1.7326775501840648
2.7342545210862808,3.695035027758165,3.7018752415977816,1.2559676956639811
4.306064345314502,1.0559638947410113,3.278243589383044,7.81573982246113
1.1808017065113297,4.303853738075537,1.5041301141008483,1.1460773517455194
4.764451088275541,4.4654653094755945,2.8967459723608413,2.314278440660323
3.984608422434551,1.2342521711533396,1.588557794592787,12.769050285333694
3.234421036222473,4.139318755776319,3.913352535255594,1.2545806264761046
2.535224508536629,3.238911085383124,3.812355477650996,1.2900420835982245
1.5776266173314704,3.7044728414280055,4.154007406360902,0.6441550436562762
2.618647200163913,4.79671496200284,3.202404775858301,1.0711165341607884
4.306047383535553,2.893982122970999,4.926667815555944,1.8976213074638404
3.823994464539882,1.3646462920801743,4.778074261263667,3.6848866102663287
2.9677777819635502,2.577309350963972,3.3678896788789427,2.148259995192218
2.93866846645215,3.4167921933962164,2.483590874434632,2.1758644648008887
