epsilon,c,Ef,r,omega,omega_0,Pwr
1.5752419944441454,1.4818064147721843,1.0144646739057748,1.7903220612473736,1.5666454411525017,4.55521732947615,0.5804326411071808
1.767774175367862,1.6717653201512763,1.7856263590714812,1.985252994384865,1.555342589298057,4.861246226908568,2.0231079593164893
1.7159097412162194,1.4435578412083223,1.82016404422284,1.4627077204127108,1.8996451006033208,3.315624580341909,17.562075319383375
1.2167242151124729,1.2220758196774206,1.8559801062824537,1.096960751646039,1.8487947744287152,4.195109880956477,1.4998735997218875
1.497681648214328,1.7117467043927848,1.29084799122078,1.7571954505176457,1.3927937695718469,3.66232941130292,1.5796021851267283
1.195300583204208,1.5753997497226684,1.3590079497892795,1.4795546490486733,1.5218933334513625,3.93818762735341,0.9828824181314764
1.0259453413855315,1.7586966265979416,1.755012385267177,1.4931984425086129,1.6058604980619573,4.869274490489084,0.7730159522389585
1.0606709551960574,1.170404329901025,1.9737112147699165,1.6431281478488435,1.6413971372312728,4.340851261493273,1.5222612556417106
1.6121398850135704,1.2302034799235853,1.2495172266835963,1.5242948768286886,1.4244812005515044,3.7806606077006566,0.8249655320996723
1.6940758309311357,1.6007464220126972,1.826566558908518,1.5061143198599911,1.8546437215332752,3.1019317272179263,26.61190199230302
1.231037107498802,1.155074222760172,1.230162638140312,1.7556684188786909,1.4188763576771208,3.878271311865106,0.6634637494257736
1.6092243576059349,1.3207677997903586,1.6674379796751242,1.9294516631394951,1.7359227849399337,3.5280376065106345,9.402938361223642
1.5279936282130833,1.1754980847177516,1.234789779986993,1.3973436880504195,1.196845599504023,4.054163576768821,0.2041617659645757
1.5372548435529496,1.179817674207962,1.861493685589514,1.2328805368292182,1.2739219260170267,4.869417307222797,0.2160027545627258
1.901282840900396,1.364737918450269,1.3934078066541646,1.4458634894066011,1.3762084462658528,3.936875280527613,0.8549349280661039
1.2808337546012671,1.8930024233576483,1.3652855723464965,1.2867005815302517,1.482155761063268,4.787170668540085,0.3523070335547129
1.1310939888268976,1.50338540850578,1.1815139137345865,1.5201137980948656,1.9335877602983167,3.5053586120887434,4.39475891607347
1.57964209074422,1.930750770829059,1.3561569824823652,1.6010495381922931,1.0123084333296388,3.3051973324450934,0.6453904507809685
1.2082445884368769,1.7808532462204667,1.749412403266403,1.417673444920155,1.775491703303126,4.699399371922134,1.5370597794930996
1.673386197959132,1.382027037075237,1.5630840124902066,1.201222171299598,1.0109496769625093,4.909104735397095,0.0669824743445364
1.0628433294131057,1.8967671590660249,1.561441081371183,1.445787136260284,1.8001386808888324,3.2261470334630014,8.796647129984112
1.9313086239636408,1.2678182587307407,1.2094361110755296,1.5848365760603509,1.0311022301045625,4.602619235147358,0.1052065654115855
1.3049030590585815,1.9597208443294885,1.274235452157578,1.1897745341195378,1.0316326370942837,4.673034897062768,0.0646237382161342
1.3023220619975815,1.958319086629439,1.29012507313909,1.918691817295024,1.4835654298068617,4.232787977798327,1.283906582342659
1.179561250360483,1.6196434932798982,1.9831625275123448,1.811838420292624,1.979322742566476,3.356159621645776,29.38584496874252
1.893082122183248,1.7206881409772423,1.1693324184114169,1.5527534488458694,1.7888376054364925,4.155687866029132,2.3267457450162623
1.10118975914121,1.4360311289457586,1.9217639086095504,1.7910556876006667,1.1190573826675465,3.705247959971485,0.790590648812041
1.539544455202324,1.3456393845448844,1.401747840569543,1.0264259584814357,1.0377879021936531,3.960686260576326,0.0976195189110226
1.42400440116845,1.4324908889719776,1.6334006277975155,1.1942195689094075,1.0585389275124149,4.318501120946584,0.1328499141583442
1.184621216623584,1.3713048391487654,1.2697286454492973,1.6830254042468007,1.934900561902566,4.127700721133223,2.4644714026414256
1.115518810628474,1.790092294281224,1.8932208449582613,1.010337099123885,1.6087758007090232,4.758274748044175,0.5097986199274617
1.2063246193525927,1.285293625366252,1.6095528329995368,1.370684498443004,1.9835727511491943,3.1851757242788024,12.68645778616275
1.2902849344411669,1.5132959503217032,1.6261676076858325,1.1071079354735789,1.2702008715250035,3.362408929825647,0.7345765937161497
1.3070477770877758,1.3759155558677203,1.3189195151375936,1.509504431446366,1.4637564889647028,4.224981632733688,0.5555421780700622
1.688585992270634,1.8432138549811492,1.0117884040977936,1.300567019413907,1.9180746140267264,3.232435917385517,6.667519408965502
1.3198273154117783,1.5251469416115937,1.5197560675652726,1.265828766418284,1.4560739455738825,4.628676910764181,0.3763845382619402
1.7080541482746694,1.7404216642574355,1.3427772977207657,1.6552371134679142,1.3247796717831737,3.3886644018408982,2.002166379742533
1.7658413609561552,1.9498224403039752,1.0151618891549674,1.6138697435234592,1.864629315690216,3.826736750573303,3.752617961203188
1.8681396251223568,1.2999313677914262,1.004880971942349,1.384818043631879,1.0711301274859442,3.663462327791886,0.1721295624159119
1.7812431723505484,1.384323476850161,1.156204256327421,1.0357767376298836,1.4703914343570388,3.9212909894966113,0.3965364028281672
1.8991883987097875,1.084411943514446,1.3053247602315206,1.97677723801671,1.4721409910124068,4.674399387535608,0.6963490121265788
1.7568953456907106,1.4611947901299476,1.0647254893128224,1.315947762228276,1.982653260874108,3.1688505909448965,8.735753103000011
1.5425927439251286,1.845581571665608,1.1598913152834578,1.3509949077496413,1.2479167287243969,4.932581558755954,0.1369350496064217
1.9548725642685056,1.92584786377764,1.0241093415271607,1.9548422414353157,1.3476068559886825,3.619344941090193,1.6371993400788611
1.7928220055482664,1.5435773605953529,1.118305584029828,1.5901143688288957,1.793607238200658,4.934739611851362,0.8492822854875473
1.4212798052376323,1.17886464359062,1.3310618840894026,1.597300869492803,1.3923971032173414,3.3797218822606143,1.3258497461849448
1.09626559673762,1.5691205117270228,1.900088975153862,1.6255107590899531,1.8667871753526484,3.4984697851299025,10.89218674188078
1.100477069758472,1.4142868194798548,1.9934427403369035,1.0226101214969348,1.993296098243476,4.823507330411806,1.149007412996102
1.5328953763561908,1.29023551357974,1.3942898226096814,1.6611008172182626,1.9780504910359784,3.310103712964759,13.710911561690724
1.486203053230186,1.0878304074616327,1.4181854015448112,1.878049347678792,1.5246613723810425,3.895718580138855,1.5716579625241882
1.5745434291725129,1.969779553019678,1.4161175632323948,1.5387126277261918,1.2145773270441231,3.0231522856809185,2.285260421039655
1.592753412091725,1.8030213811967413,1.9815024699309127,1.9407763044202109,1.1461984807703611,3.2002191546491487,3.8525209861936
1.1189111332693826,1.1090890247886982,1.6288510831091203,1.442550327631443,1.8921101763068848,4.106749483825894,2.084095402901427
1.942356339983354,1.0593952592246578,1.762467475649694,1.2371922689158026,1.6464397754028264,3.684822136682609,2.5500236849899074
1.035743637054071,1.836120109216536,1.5853950302062234,1.7948486897559317,1.2454326473219923,3.211618548941962,2.02073434552925
1.277861353769841,1.5008947259048555,1.7697113375699467,1.8191290011717447,1.339570479052393,4.637288258805808,0.6901504198167853
1.7276895795211265,1.5645757761177252,1.4675632769453315,1.985391599101624,1.5338670637787164,3.685854013190108,4.217100832405967
1.6637094414404627,1.856111550060212,1.8310483446883288,1.3669311671931488,1.8454463966350596,4.074264588804592,5.399064579315152
1.855109086466164,1.0627311661058876,1.9568441202345264,1.2046737974544135,1.5558142559091177,4.992768142966106,0.530788926146065
1.4467193678335049,1.0063712856326192,1.966052825254485,1.492611625572519,1.6022886960707443,3.7217002829505264,2.71877531206725
1.2776272453693662,1.780384890614429,1.4569355654517775,1.8029736930029088,1.6487847445368518,3.989881992447966,2.788240444950985
1.046017947921804,1.985285140236884,1.4563347613718154,1.919865655229446,1.0171191749651691,3.907979008880562,0.3590196837622682
1.788747179464614,1.475288139146959,1.525341006782586,1.9907522368447728,1.476673104145818,3.14722506254925,8.122387413058963
1.6474757679959915,1.1601229628540972,1.9855016380905,1.2741313149110838,1.867334558267527,4.163544945811784,3.248511644629572
1.403277134020898,1.847379147804339,1.3117814930874094,1.4327063114510756,1.7953575405254218,4.564723222259092,1.2845273905294334
1.616131830208757,1.5570830454358784,1.867106310167958,1.2594309671392725,1.2515292564647231,3.545764911463624,1.1804817391562743
1.8696399629857043,1.1094282565536906,1.2581941731236943,1.6579849686554216,1.3439804339198331,4.261483708710294,0.4612413709193496
1.8103073771415028,1.162664512541449,1.2856601624159256,1.297676458436702,1.7186664584382867,4.26848715408573,0.918727874898689
1.5059479977260803,1.2601351910116851,1.0961648491244709,1.170052698926896,1.2089811939671686,3.801594240267748,0.1655411166513873
1.5116834677448794,1.1515501696994712,1.7614581282545043,1.2830961114489952,1.5050586885813058,3.556222416252275,1.7733217040817817
1.3732010161162198,1.5912372658361784,1.9935030593333327,1.567868334117168,1.8558498997763049,4.2251509100309175,5.109653456004981
1.4269218027886392,1.6050498600587433,1.3249523552095803,1.663746074295355,1.8788921572927,4.136625995999454,3.149689686614256
1.401323982659322,1.8794466638195295,1.4137043496642778,1.0739242530467463,1.7811359161419458,4.998581595496568,0.5378538225057496
1.2607033722071177,1.1206760539723462,1.2972276370590363,1.818391258969302,1.4731212953323791,3.431581547276819,1.6806906276050702
1.4153891058887669,1.6164212022056228,1.915323429823383,1.58417403722218,1.7952881413403987,4.635653423736692,2.746933542204492
1.4364818495077034,1.4017107970273566,1.1211835155135668,1.2504138259211888,1.617924440489562,4.560438707277742,0.3436821982759863
1.657681522530627,1.2923946183330954,1.849415453458366,1.164562326764948,1.9557135818250475,3.429584402821789,9.666337883957787
1.3325620742784443,1.4845473846436097,1.0693059051734184,1.4645445687765826,1.7139507222934454,4.957425464082458,0.3745593667495652
1.41428211189427,1.8211285756437503,1.303760697967934,1.5623271233866474,1.975974997546953,3.969560422243021,4.8571232187342375
1.2128710158831066,1.9872710235718487,1.7065372046798366,1.1313789828969147,1.8948109705179303,4.274532343827887,2.250823935440536
1.9744938402503127,1.4209832364717672,1.563053973580876,1.6483682853522446,1.027124755316025,4.586667988687191,0.2174609540407383
1.1135669771818573,1.121610895259276,1.942875124856076,1.6132646498069207,1.0794495149050067,4.237050543047396,0.2476232216412663
1.8902379659300177,1.62750169495581,1.962200076463116,1.8924644001585136,1.3630449428955531,4.0350594091275,2.9481467392667824
1.0100308843743566,1.378785760506843,1.1657242589195,1.878716605198473,1.2971381740036805,3.0871254148421925,1.286133490181102
1.2604676254972724,1.5675536967703585,1.1461258316787304,1.1780576011783293,1.85504227196514,3.092892800282842,4.762897443770362
1.9242591086728469,1.1419663723248223,1.9421441931941552,1.909931335063956,1.5753112212787097,3.388692337089678,9.625583051109109
1.3684395230513435,1.149649779804479,1.641001320528137,1.430618896587931,1.3331410134874733,3.129729997069773,1.7845296909956154
1.851500929532581,1.402798831567584,1.166049882637828,1.0425405297970227,1.914677192833421,3.910391278144556,1.5988644109483785
1.4904447261142586,1.2210986963393018,1.856027578684279,1.49152760192776,1.0393834353469364,4.370467654692762,0.2099655325862102
1.6203653542450729,1.8198716378767728,1.1129476997972652,1.125380062045744,1.8562189020666635,3.1548915998946487,5.431748382830267
1.4260592382551025,1.6457937221831056,1.5882359516603195,1.7428332155051742,1.7907594522202028,4.399048910395845,2.971846053706269
1.681680510646503,1.456790958682543,1.6153973643699608,1.4732578211124554,1.1631524873960066,4.260841946411892,0.3768582067376032
1.9292994644657608,1.8251705404472407,1.8089207999272552,1.5838485056262095,1.0856247278045992,4.951241813649816,0.3088276525320609
1.4279224644060156,1.836434477337149,1.3595001414001264,1.4938966366684303,1.5854154288430833,3.1767823870721363,4.984080767063936
1.8279640793891136,1.338245734535748,1.6570464369442994,1.5960660827405568,1.298761700537249,4.855207143793622,0.4257339013833952
1.2973100119846177,1.887163326983942,1.38948660696515,1.3611776168785292,1.2498009241024324,3.394177887944572,0.9025283146764904
1.913453102685429,1.791257474541278,1.5194456781507475,1.5568740594781203,1.034398536376371,3.686084430081449,0.5870516756227216
1.1504868556960632,1.6225458584189036,1.1374864180350857,1.6632054479945948,1.871735713244156,4.6396316091674565,1.0575129657561402
1.448140376686652,1.8964350520239348,1.292861188176091,1.1963314672954288,1.348643051800782,4.22171173821367,0.3554466610560307
1.3854637403138217,1.500642913445266,1.3341327101205556,1.062438875657965,1.660776696919095,4.938543775144856,0.2844837480805092
1.8418500883038156,1.4030075986336406,1.3162740291666086,1.4718769061633696,1.8335338180549976,3.5010417333385675,5.8030814854396295
1.5909731254410135,1.911287035672431,1.3322841696351175,1.2047313585354718,1.968076094588544,4.690357172413723,1.49833541553667
1.431796749641541,1.5079709128816028,1.1474054918996806,1.102395325468046,1.5544587806456556,4.796988601084562,0.199193423317585
1.7830218740059034,1.960225389977524,1.86569899067729,1.6430274888134615,1.499514235301779,4.282984579783848,2.6848632632280096
1.4686682178145296,1.767356714275907,1.4992712147825291,1.0926927039020835,1.2774325500986716,4.294882591052442,0.2748485237103797
1.1055172605387646,1.7296841229822597,1.5769309763889707,1.5785909593456575,1.742264306083059,3.8066875778351017,3.485156413740417
1.3578997312486591,1.6395490683897656,1.5753965425871883,1.8903810026356676,1.0961702672831466,3.4701722981481247,1.0161834479811216
1.3234895569434382,1.7448942713369917,1.1071693267390958,1.3199675956273906,1.517101208239107,3.4555882239822235,1.177830040354236
1.0692530586516815,1.5750508992221277,1.6089273463472131,1.7615511142210505,1.1925172956934849,3.66210717542402,0.7973056840437592
1.8615616787942368,1.5430947306092129,1.087180860908199,1.531894100285931,1.6552230114148894,3.2996345372364586,3.7736568218481015
1.0158596085482732,1.0884318211672377,1.5747998879430385,1.558786843320102,1.7508363029985727,3.748430260328834,2.173231260404683
1.6772853078894028,1.674041565386101,1.586537776422403,1.4978030456309552,1.248786120670851,3.796935284138599,0.9770753703730451
1.8415091782557087,1.6308773804695416,1.053024636502868,1.816842045977068,1.6758092770507296,3.872951856351824,2.443346360683719
1.972627842250518,1.151912213353155,1.627503977378061,1.7093920206903213,1.5356279259580523,3.59914494833949,3.6489341830693687
1.2580643060870442,1.3828800995811756,1.0920290411359006,1.6600045903556324,1.0105551623319298,3.2087089444943286,0.290344406744927
1.762240213848322,1.177274762854594,1.722511090044358,1.2556211899839576,1.2795296747652745,3.626156845243244,0.8222171887631127
1.5937909934675667,1.152861067594691,1.883608678306408,1.5174303305061865,1.6460045469940292,4.9437548601263375,0.9773391626757671
1.2420385985177005,1.494965229383726,1.8606043237268897,1.229135869028101,1.2122652027549352,4.032001673546774,0.4017598888390825
1.6695990225857242,1.5407351656840087,1.3166748336361676,1.0487568176935116,1.4300265181552996,3.242579105693853,1.1978772803328852
1.5972860053370947,1.2879823005493465,1.6426395712142323,1.659933222918821,1.7362389989977118,4.285279878471902,2.4712649512570435
1.3692177808212005,1.3268452691384605,1.518161451408106,1.2040209717969663,1.593969134577581,3.4618356831737502,1.8404871304904216
1.6459952805250504,1.978207858973144,1.4014260880311264,1.1465670813178992,1.329361947761409,3.350239677098639,1.2297124830249528
1.3116455227865202,1.6157322216313377,1.0091998940936342,1.0360772361008732,1.7373987037677667,4.563132292657195,0.2789936844035092
1.0614388615519146,1.8075640402012625,1.4020405061644614,1.132753557495929,1.3484899208592616,4.106780150354791,0.296038137173177
1.998084614422082,1.229904497915395,1.5344027175648054,1.1550948019486735,1.2227977383639466,4.838996973672527,0.1504524311553532
1.919924890698982,1.7404216017883063,1.3713525410890284,1.9659462478679364,1.0194177955933714,4.25948722128641,0.3755617361644348
1.9646086439152293,1.9086738277372843,1.4508052206984523,1.6348017576050082,1.5378378685601404,4.117752408544502,2.321242293652237
1.9079086162576355,1.4716400322190504,1.4909558426993708,1.0703217844093942,1.086631407337062,4.351776014623441,0.1324301154138305
1.2685315416182792,1.1529075425272612,1.1134976683198898,1.9843835232637328,1.16560082782549,3.9011516937072432,0.2873853487870063
1.228093705274052,1.8701244285756171,1.4868252062061504,1.614171606640315,1.526703593952083,4.534021776161461,0.90619319566991
1.3583044027233853,1.0369865667381335,1.0786921936666076,1.294311493785843,1.5241857281295847,4.582769255556942,0.177906973099604
1.308305083278555,1.8879465662323744,1.0318719841868234,1.7907637518601138,1.8210913044787065,3.238247437389072,7.558220096463658
1.4430346510804202,1.697830096595604,1.2915417649827257,1.140767708903141,1.9535947601277728,4.458375945008943,1.2580161840915622
1.6310246500292207,1.645562973711574,1.4709918043481829,1.5656092509508073,1.753453093664421,3.584236703636927,5.902647138549221
1.197521502607819,1.3140505247121352,1.941141573776033,1.933651885194291,1.6127402335083565,3.2020062856985545,10.729330188258947
1.195846534928919,1.8202085844138332,1.1778752776013763,1.17732295403492,1.711456389991569,4.773630259680937,0.3814583650187282
1.1594009384632225,1.287365215712295,1.9229362518769395,1.6839871561710118,1.2015488987928205,3.47914711933917,1.2023254651337238
1.33804908357278,1.9487791076825047,1.3624942718520558,1.5282502722892977,1.2220721592837709,3.937066904885615,0.5383646662640188
1.7610288117149526,1.1649270329565244,1.383269437536163,1.5023012507989144,1.6227398763072187,4.359600601078416,0.9599075346118752
1.5442014665934176,1.1767956657350642,1.769086071286587,1.640957709001595,1.2095280113038642,4.130706942623412,0.5641739199501795
1.5836880527343655,1.153514738463509,1.7883420649930035,1.5695822988575665,1.2493265046447015,4.487978474545416,0.4254124023002219
1.094934574938813,1.3228511224505124,1.3678128726428216,1.0797955100786252,1.9530171851086484,4.304536028023248,0.8892879077443379
1.403927045350475,1.2593418837757224,1.3089067545354092,1.3382642313950568,1.1335279081503644,4.515486502504497,0.1027838514034082
1.2177040142915834,1.2691095162209298,1.7976090350332916,1.3457409849450652,1.3211154389949915,3.421101707889856,1.1636173255377644
1.8443867433157175,1.2180989040225347,1.1022720323721522,1.2844276742977978,1.463698419002713,4.8583990569873325,0.1879754420067993
1.55488183876971,1.68238650202927,1.532776373499388,1.6988238937213307,1.6607185430067457,4.946127024867061,1.1994528269584266
1.961992404768388,1.3867758721017551,1.8350879562311888,1.7941347318559764,1.5410478895602298,3.5434063592782072,6.722151242144624
1.8350738871502448,1.5938104829029502,1.1918480601312773,1.828691303177358,1.8536064945568431,3.063754164619896,19.40129581657549
1.271209164756196,1.892252296090289,1.575397944951067,1.0307447573664894,1.7024550184020022,3.615462391280116,2.1565205628655417
1.6190118795285393,1.432101259734551,1.006406531863003,1.4412896027285966,1.451516917730831,3.822291693514511,0.5802576231473565
1.8158410876463649,1.3232055874113822,1.5116121113028074,1.344578787789657,1.367915616422918,4.180574350003346,0.597723799542555
1.590446173188277,1.1210628697370306,1.6232809151439205,1.9076844317176955,1.2944988329648814,3.695864583160997,1.400437305804236
1.3148087874266197,1.562856081840657,1.2071859667178928,1.4975816464600995,1.4314771421503776,4.176700222959688,0.4983546047042717
1.2527255612122716,1.706578532739638,1.1649212464107266,1.2368265740703928,1.4370416740769698,3.603487546922079,0.6648307011156278
1.3879691103419396,1.9192065235881228,1.3037036051658923,1.097509862027068,1.5045784461704308,3.2870990827184965,1.6046479372539917
1.6683222710274603,1.6171075129031645,1.9313968678847653,1.6992209450933111,1.3781150411798473,4.213892644871895,1.7458713479753365
1.7632589063936543,1.470287903028925,1.3475114606599847,1.7533906347752213,1.2122828525869005,3.560053169661251,1.0429704016393282
1.90056958536676,1.2911510876715149,1.733412297982803,1.6202586847353568,1.1894700157467673,4.6082974613950975,0.4131045294157952
1.089940089637425,1.940165764497255,1.4340577723528685,1.364968289158791,1.8806018877570196,3.4542683149135787,6.023139044530397
1.5773953620181949,1.1376845922140566,1.3393253797501687,1.7748679546568789,1.646078777814939,3.322371854112026,4.495892744216629
1.6115222437416534,1.873753279615053,1.2801831873299991,1.6138574075382488,1.005467435599663,3.502367471389502,0.4355576046177323
1.5395772566725192,1.6343044289790185,1.6588243417088342,1.046546104999626,1.921368447495228,3.023257188502781,14.582798637573555
1.3301370817225058,1.369588391558772,1.9904403414488223,1.6830252334937863,1.7894004066376692,4.6271490433846925,2.648096760266517
1.4300968331699735,1.8513887103924047,1.761344783570457,1.1069953092881537,1.5811661502526304,3.159054576923697,4.710774371129972
1.335967868251513,1.1342089416508818,1.3839761691035537,1.330312541795564,1.847608606660118,3.413535653795636,3.693845436606735
1.6462509128026497,1.5825906829526517,1.6613261267769377,1.7182224242481048,1.7815494702931445,3.7572810900216194,7.480339058422917
1.3400355195778997,1.074939841373972,1.5942248297191246,1.5437446341012542,1.107764612807876,4.905449821643419,0.1055304477559941
1.7840590285786848,1.3290467708528215,1.5447623154482013,1.6980992279845974,1.0522276029142263,4.050521995436172,0.3579062292467558
1.9246259797810967,1.669296443416686,1.155308587776825,1.9328783325384256,1.5269660717722475,3.795316135395942,2.503081878206626
1.8559724794268304,1.288038075057521,1.9697713625022115,1.1735219980938725,1.2052452534061238,4.767475792345661,0.2494113205849366
1.917463649745054,1.8182355969948576,1.6585595367201265,1.7635941032771827,1.1032535452186685,4.218596503868314,0.6734256356798661
1.995306115759216,1.9418277445998928,1.085599135598332,1.44740121518287,1.9522207838908543,3.830397111989763,4.934233526595022
1.4514353498024364,1.3060384178437745,1.9285504148551131,1.7987874732589355,1.8695071715536908,3.667276634863198,11.781195709883391
1.6159485776615885,1.0588018567253317,1.6647808856288215,1.323760646266208,1.720835591944065,4.709158524379059,0.8266948786741691
1.920808604997824,1.2213093612902126,1.877926278287292,1.0367650150500054,1.9636942792496384,3.511643470379152,7.710391003079747
1.0783811293832786,1.8334026765355256,1.7855677421746847,1.563660146760416,1.1558926748410767,3.891293267980712,0.6046244570020567
1.276838224477964,1.0184416307466724,1.5224108392372506,1.4171985067153503,1.867869802315396,4.789394342044081,0.8159461243879466
1.4622787646699442,1.5291465371490696,1.1798403695018815,1.224595017090482,1.993406318843602,4.747402857966147,0.8958428747780396
1.1491144000607112,1.899148427787896,1.0792766901908215,1.4714477147501352,1.515253152545858,4.256780365634625,0.4853600460157661
1.7322873524997129,1.1338180859346676,1.979171438043302,1.690589552888261,1.928380753831846,4.285098453336714,5.939931594826611
1.72030641200817,1.2125349441079396,1.4626330326319037,1.474775154219134,1.1155077861441112,3.4957888059109337,0.5225151709695315
1.4933397441246044,1.2727533128501949,1.2406149861257991,1.05296796967952,1.5316026520192552,3.401961001602538,0.8780296009131638
1.329489192196433,1.7659723689214797,1.1566351812213669,1.9329687693197697,1.5487434179930588,3.252340472880111,4.227711463415858
1.4222522375289977,1.095955333883106,1.0827805175988687,1.7543099932059003,1.752472510614054,4.946507301063507,0.4853553987910355
1.1659119368739796,1.8362004981848408,1.5309110862230182,1.3343395524444404,1.3085188497045903,3.059382872004773,1.875756643304879
1.252221618423658,1.0158574987925555,1.2577719803324712,1.9688454217910167,1.3098577096630328,3.588585102925848,0.7720142569853915
1.262959053905543,1.082171221900953,1.9104949913289475,1.222882613779618,1.9001274470973792,4.418056614498456,1.6095132975266455
1.5488549866655994,1.2794873765337074,1.9508420885172373,1.3867300157353308,1.3828289302143255,4.8771494862271165,0.4642651751501976
1.0195476304574078,1.5661104938359736,1.0984675184139476,1.6320375721521794,1.1248597893085257,4.672586179181318,0.0813529273672967
1.991307462748921,1.9774921530240368,1.6326713679130305,1.2162729133840726,1.363496682337738,3.693191169065216,1.6198971080901337
1.985065015486608,1.2882203530182923,1.461791134258195,1.53226393708063,1.6079658680483109,4.126405966610246,1.7225175681767575
1.6905497767868147,1.0177428181384105,1.5131649774923777,1.7218771056971067,1.0731876001505958,3.13313467237975,0.8644041771333469
