m,q,h,epsilon,r
4.641563162794129,2.8187462277870545,3.5639505666288107,2.182790715452943,0.2393036636187898
4.436639033052558,1.041456117385779,1.4082066348424278,2.4370876775967187,0.3196818700902953
4.706805469453029,2.219910568345143,1.202610131426734,4.376844496990721,0.0868687863293561
1.8130107715073347,4.764061312694927,1.556434446941506,2.5439604260365827,0.047672406742111
4.145449659728388,2.0718617497438325,1.0957657618744827,4.124773105510279,0.0885915812123178
1.1277580134874574,2.478149742059623,3.9603277965821264,3.971812047941569,2.8630575136501726
1.310796028633069,1.5351302762700976,4.433035448740768,3.7229917901380976,7.53909165337386
2.7833012246192554,4.471716799818514,2.098589382416693,4.641023821173134,0.1168988056924884
2.7006857350296505,3.0398368095340214,2.8013641856488887,1.102010228968616,0.110306297496556
1.118643268793496,4.1272604406295565,1.5039562044363994,4.748828057686669,0.1794285669471962
4.63707250474752,1.61167247413532,1.078541675544875,1.2835615803419749,0.0394587419948153
1.575114744243573,4.383835131212171,1.7109820716516926,4.089911171252081,0.1259024839549903
2.624178951960034,2.096003624826777,1.1060956229015615,2.9992399226139086,0.1013139333601101
4.420222110197424,3.260220387393098,2.102469060373886,1.857435953420764,0.055626942722202
2.5717277206495464,1.096219830291834,3.655015738240363,1.2387133303351527,1.7044299107508794
2.8174840428984123,2.857404842967047,2.264122527091052,4.896436591822365,0.3473162439485565
2.6548590462435517,2.03464809324424,3.467896262764892,1.0552573475889764,0.3675535551339005
2.0688294911955296,3.190574945241665,2.478023487236368,2.9649995083293184,0.2751838803921845
1.408281493596605,4.623846414357873,4.588537094479969,1.4432719245082013,0.3212554560711504
4.302239617221543,2.56235451836752,3.166474435254142,4.216590498688388,0.4764205608821205
3.113206292708197,1.165884116223051,4.560009592476771,4.999229020484882,7.819266257381122
1.8747691523850856,1.496580566546566,2.6518865565492997,4.829349210920697,2.574545782335802
2.5948091377681197,1.0584317233977472,4.422746495685637,2.58105579889796,5.528413261824898
1.7185957246861556,3.619183935285821,1.204755703870552,1.723382363714939,0.0353699719763084
2.0434710718885967,1.2627484195593666,4.087528910647668,2.5667837047466877,4.189468354488471
1.7053906290889065,1.2621109443780938,2.1576585919170808,1.2689269879491143,0.692202682207623
3.69952865364376,1.8863882653768704,4.174578611921035,3.3185943976003704,1.3983665370475724
4.189938489921188,2.9137354939531828,1.5652249666837106,4.153611707556902,0.0910587447718326
4.02122908294583,1.5708960313216829,2.4726329145595507,3.340239816340248,0.6550785335933781
4.224122058156316,1.966719808258376,2.717552595444214,1.742728216883473,0.2507345974736853
1.4795790122750616,2.739960970128029,1.0285030179242165,1.8678426308466545,0.0566206220306636
3.884421066645485,4.944277389385219,2.734595444453922,4.332035561697919,0.1085916308453882
1.4747781746118522,4.62111629733942,2.492250475890172,1.9744254329622604,0.123952057660508
3.890962920822308,2.643943369914092,3.714299366593385,3.213890092456144,0.5188879278410623
4.634081544682315,3.3771393102707137,4.0182281646259375,3.079021571235856,0.2994128407773925
4.211251583692976,2.0840989595324726,4.823865779511086,1.7576403166291832,0.7117421781047252
4.653289019143537,3.3224157727906607,3.477684510745765,1.4433895415230862,0.1081797705857257
1.5243101176600025,2.6131423814132173,2.602866785705265,4.557419256703401,0.9442206929488584
2.4701083616404054,2.23663754285613,1.8222356985983184,2.0596170189824696,0.1761726444338249
1.0982952755598938,2.422036187891568,1.283163969215785,4.44655695825616,0.3617078455386021
1.5265594276884693,1.2660131919219122,3.404400169743951,4.241888144790472,6.395880911776621
4.805821778388963,3.7001410446163017,4.972085855533781,4.685933011633684,0.5604272216317644
1.49053145198694,3.4188827744632597,1.8022519964957773,2.4180628751043214,0.1434957975489107
2.359884817200588,1.455970828448164,4.253758172521636,1.57202215358385,1.8099152064644235
4.123651646882612,2.110296214347965,2.8804592198081136,4.116307634494358,0.5919875918362731
3.813263740664976,4.032364913935481,2.1984364786807267,4.629156726739996,0.1148585573222818
4.63769789552202,4.240991110313543,1.6302129999965578,2.758247529878802,0.0279727323732971
2.815998754888885,2.942330432209541,4.274254027358117,1.5127535174294326,0.3608474263211392
1.8148513777574984,2.034910288335491,1.645242452729149,4.605319192926308,0.5280050515375327
3.923280973177374,4.225480161475015,1.9287887417835825,4.73741253429159,0.0800864624861059
4.401578478810899,2.7727971518546366,4.740993576072059,3.853026389732696,0.8146033587522872
1.0291774210991922,2.2183427737831147,3.427268573045932,4.9310523698951645,3.640310792102
3.7491371148285486,4.1508395465739,2.028931547092526,4.769144219868222,0.0967435806667418
4.161611519875148,3.545273183433729,3.5314432704821908,3.735152243002323,0.283466639554296
4.904799310817417,2.0484622227176232,1.4045760519993,3.4430103233306464,0.1050513917748484
2.655245340220848,2.6286741965639795,1.4625595994183391,4.235422316837743,0.1571794677263762
3.7803090597344418,4.74242236960737,2.203163684430255,4.616266344037188,0.0838893339302722
1.8863131885843512,2.6622315804317758,3.341056885440888,1.19976522065265,0.3188663369105288
2.2146985306454785,2.037812486560673,4.347590606862875,3.9237039657995703,2.5668505813430573
3.991163014049487,4.755381037022093,3.296630077916673,2.76334596157618,0.1059145710584484
3.774345374187431,4.712193168415402,2.740116316692175,1.1897177066157902,0.0339269049047601
2.9177416356990262,4.102409684846417,4.985754209209345,3.347428430582605,0.5393842570068801
4.400120979519663,2.592973094858547,2.9582662455913864,3.508075088226445,0.3303184910043967
4.374440466511636,3.597961789616291,3.864195664275313,1.7076576834952446,0.1433288306046106
2.2523894729073883,3.9111813489297895,1.8697193732586124,3.976943197897437,0.1284378349177297
1.329143120716756,2.342324107977733,2.003325754093443,3.3065931215899464,0.5792530233415119
4.329880980946342,2.0342361141386003,2.252046072747857,2.332302085412437,0.2101409983478779
3.786972384742424,1.979683991899173,3.824142446443763,3.8770714155276136,1.2160128642432937
4.5416625709912894,2.8053380454427232,1.106786715460928,3.586546755313796,0.039126340661676
4.950568341247799,2.0266112868895103,1.6542324661676098,3.5239939835739458,0.1509671274234268
4.89344019997829,4.532083905521162,1.3280464640885228,1.6037198118642055,0.0089576686321391
3.3084343160444045,3.8611347417464734,1.9567560443753416,3.642820173685061,0.0900137379291596
3.127647051546517,2.4152448184703896,1.4433173662654395,4.336060476969055,0.1575901527363251
2.144155572151371,3.5533080141637057,3.4267677174866047,2.807172887503447,0.3875846938699752
4.105559620285046,1.0431759425917315,2.610162925152822,2.7486218641458806,1.3341752142834915
4.72304320586149,2.868250932258837,4.438810439923167,3.761530406597831,0.6071439845010741
4.110992959180243,4.011495677554921,4.691369418670776,4.8711417778814505,0.5158468375417018
3.0118217630271658,3.420911005741384,3.172428870914572,3.4921347519924635,0.3174037755140625
4.060488955352051,1.0970116127203742,1.8601454698755504,2.0682431045561485,0.466170456560219
3.265197398505428,1.1700685685861305,1.7032293992973853,4.166991742355206,0.8607697352384495
4.569847801705146,1.1589082333737477,3.1013936171750887,3.750112319875078,1.8707180970489452
3.7596175402681538,2.010626696834331,2.5559525029882235,1.6614891673724284,0.2273247085683869
4.940969848409875,4.629345909672889,1.696486192250395,3.946616220838272,0.0341447716628568
4.99113510523831,2.250223489765373,4.2926310405731005,4.473273305534946,1.0381785465521889
2.6680674473205177,4.407890379061289,2.4837155919063254,2.8504681196486485,0.1079721297323942
3.446403481878443,3.533747413224189,2.9043654433530106,3.781796089706541,0.2359465490922384
3.2147558084289733,4.1001323764631135,3.7476169219022375,1.422847191722659,0.1176996101008618
2.539391157024764,1.863176623755196,4.380163549812941,1.1738088901464825,0.813187172026737
3.685617667308316,2.312316367977428,4.614137929066237,2.3339125397711054,0.802622004519744
1.6759855328316997,3.753569625926743,1.3457720265033069,1.04925420902623,0.0256161951471361
1.1258489402695535,4.277697267492549,1.3872596744540653,2.434522876991044,0.07239011983834
1.7743121112662998,2.77109734114598,1.7447743541743752,2.6623375784308827,0.1893469035540241
4.451464382654532,3.581443093991037,4.475907189609403,4.451944036435426,0.497213550719929
2.0944101944344182,2.9289193843617918,1.6895551046653754,2.686194696909079,0.13584878438075
1.6900231164983497,2.4660829254769525,1.6324094274673049,1.669689420257702,0.1377958104819809
4.157028981686851,4.221481815473271,3.2595994162669872,2.2564388566205764,0.1030123421958006
2.5990293881215267,4.60067315096193,4.442177990840218,3.2361132065263645,0.3694977464711487
2.795755891209748,4.04001712080435,4.165492107085512,4.347031295466987,0.5261503529174456
2.1174084259517043,4.955824785639642,1.819938219934638,4.671290450890703,0.0947030064405707
3.990606070974515,2.740237357056045,2.746791613460614,4.989785862782317,0.3999154998202418
4.267226607685128,3.815973389205744,2.8416288984466487,1.870259795500456,0.0773624839440237
4.325487809145774,1.8671093059890749,2.1499520057242982,4.825301512486028,0.4708228520355091
4.492915934127672,2.443663011178974,3.4080000270156545,1.3177110338901477,0.1815760507265581
2.7704672436010256,4.981690853971959,2.8481279206359504,3.220827819921244,0.1209567341874608
4.193366064626169,3.5627771901588035,4.084220465794299,3.942081749336237,0.3932366660086323
1.6475756944458126,1.5064795513388551,1.8688196169035152,2.5687312746021496,0.7637156857720364
3.2835813185580567,1.4086427125711292,3.175783308348374,2.0497944877527123,1.0099798048884043
4.011541994598529,3.029749695752682,1.121881159950214,3.079905386061476,0.0335086065615082
1.9751770289140032,2.394559593657245,2.211460463831112,4.5943846994947535,0.6315075068464809
1.6655715282346295,2.459834194010305,4.028862166796875,4.2119506110232665,2.159351089019548
2.0839299447306296,2.0532976050940466,1.2920582634691145,3.469791289828958,0.2098605270793225
2.584568681899067,4.26722035119833,4.212604749072678,1.7209180552713392,0.2065539610223763
3.689843515052102,3.7611609036859215,4.312479135581736,3.96527731157268,0.4497031522007016
3.138333795790153,3.5648887459538376,4.104038963005552,3.3629668792622205,0.4520688394005971
3.182778421814954,3.0710068498718543,4.81115411782423,3.771811171104654,0.9258286853606312
1.6399098406507373,4.921972777006816,3.303744099393757,1.4332558825085662,0.125339591391497
1.3530594381295442,4.345787070002871,3.914619194579536,3.760965950186767,0.7179179457546231
1.709070694644284,3.8690715342922,1.7321831682187838,1.2530012540683035,0.0467752066916346
1.6078574383630233,2.008973994921656,2.511446009245895,1.2135816539795292,0.3754660319134922
2.5498645482370565,2.040457159998379,4.128545369928881,1.7327686828665008,0.8855493479857713
1.9629228634642333,3.4141250685715048,4.931718628389966,4.088529886525545,1.3834128292241332
4.43445238872666,1.9516260580652096,1.3393407927105736,2.873326744945824,0.0971368739266754
2.832763983446694,2.1377075008591344,2.220092222254688,4.36733368142265,0.5292996157635845
2.232879269999876,4.827234201473846,2.2328998867775605,4.8213357008834885,0.1470598168906502
1.808268380049644,3.0592554662787763,1.7769126830805335,1.8422237969680824,0.1094032723239573
1.4609528167171917,3.066389218576063,2.898855793057296,4.288642101453387,0.8350883138126635
1.5140383998137512,4.5394631275062896,2.184803837908393,1.1820669989129424,0.0575666880851765
2.2107348615644487,4.891803206962241,1.1429119031173145,3.004193658225096,0.0236117920259957
3.7758087460331176,2.83434549788844,2.028161967697009,3.2666562035704305,0.1410078405261416
4.529845890080994,2.112339278703129,3.520526782630617,1.293178618380603,0.2524138442295587
3.768112237378839,4.526421348026072,3.908125070339904,3.875679774953378,0.2440625444063958
3.1351920009215446,3.347446173826088,1.5237207708888652,2.2159954412028,0.0466163663615107
4.531955331271256,1.3459830353347697,2.498497330389081,1.9608361629027729,0.4745526705855162
2.1484698496370376,3.0747321181694103,1.8636758144215892,1.9127978086089032,0.1041156702007242
1.736739494916569,2.6463712337382743,1.0318785395666792,1.2779402404691034,0.035610790864534
1.3149804184604723,1.0833837938850328,4.008374157729055,4.550295383433799,15.077948964432622
2.481413524355337,1.701125030860691,2.45434698159506,3.041157222051805,0.8120622217967581
1.4105417176471464,3.605114768848982,4.22958153246379,2.405755615601234,0.7472609927132297
1.3366515531186298,1.0833571096132557,1.359805726450932,2.2509671912799467,0.844523115118888
2.4921143847027025,4.266555297389164,3.9866786752551953,2.3796955278183125,0.26538187517936
1.5638635053012586,2.2100417524187908,3.297467795515191,1.981528966831937,0.8978667235949708
2.895295281516144,4.83927246619697,3.545570127234516,1.1697843375316117,0.0690359135680401
3.128735239190057,3.4262769831520945,2.8335517077829566,3.876729106537805,0.269751653492234
2.675916396646968,1.508176366903967,2.586832854500416,3.973842907611072,1.3906593350049348
3.609937587958652,4.831387329722237,4.231904750501142,2.573908933903719,0.1741292251934577
4.501081176757282,3.318858065400377,3.064158251640931,1.583883472527663,0.095477608351022
2.008278498372073,1.939555327654154,4.116869905868926,1.3316052816510795,0.9508929753803194
4.171270311219441,1.441497901246756,3.2766063097134603,2.5538605644931254,1.0069304459602364
1.6735301277595016,3.9092613593450456,4.685372378051711,2.0450251887419157,0.5587455354139268
2.745353985999842,4.113864503428303,2.5744846668034453,1.2898926606463768,0.0585714534216363
4.11535415664446,2.53083261447806,1.3293379672881085,3.855995494639273,0.0822855170347892
4.632752130974696,3.352439540345907,2.6340880034092344,1.38633051431714,0.0588053037440933
1.9978525800135527,4.238843630468576,1.746540271619944,1.4009464390044783,0.0378940161976453
3.80277418676832,4.580695190829533,3.258228270928321,3.9757251394695383,0.1683705651126228
2.758534340890342,4.8796201453584205,2.210090317341049,4.73802005993976,0.112154483618456
3.3386601259744,3.800809252856148,1.5701021098626904,4.547572439999181,0.0739879829542778
2.1139972950851718,1.591388355236043,1.9602916903004168,1.120734683027706,0.2560575338174972
1.1604144014177624,1.346322142911442,2.1942250830106844,1.995779877226416,1.4541661470979086
1.575476250754504,2.536251349789944,2.452554279780412,4.913822465829994,0.9283471351652997
4.014596438975584,2.886391331671517,1.4007824138684135,3.2186985571214803,0.0601062282038486
1.2029952758559008,3.3786503160848165,2.677820386507376,1.3241434651381478,0.2200886483359063
1.7308242560461782,1.8153058440673293,3.305666656631664,3.812891661459838,2.325252515036175
4.939632070639854,2.1753846082872283,1.369189651543938,4.870380090221584,0.1243293016791302
4.97400530787243,1.5333848632246454,1.0820134525628236,3.6234019081492232,0.1154578241244595
2.745191236558421,1.3304906529766458,2.593066829260159,2.4373897131438613,1.0735104118635477
2.7516867524629665,1.4755631564836036,2.3887955643689582,2.3102536747551143,0.700411336072358
3.1448435373848067,2.224088473357712,4.1805703432626,4.466648693761776,1.597349066553834
3.528851009382366,4.220124413899452,4.8082805227095005,4.477672890421848,0.5243222087350332
2.862579252066573,3.642017895162736,3.199012244289201,4.939960918341134,0.4238027545777553
3.4016995545583693,1.3539265492600494,2.0748765641500078,4.035710564487417,0.8868874463901311
2.1152256592201675,1.813515126649806,3.057544547021833,3.404790031319011,1.456421151475459
2.2227843165502263,2.4387406697480087,3.626157928275669,1.266719274677191,0.4010470907266654
4.7380131464422615,1.1969479319978382,4.852228867727749,3.8361686753261632,4.235294338809065
1.7476689115975097,1.8475061008284144,2.983701046284428,4.147541871558032,1.97024664374112
4.05752171676412,3.174575250776109,4.24722887211243,4.530937992778016,0.6362348734917821
2.1081885258737407,4.2928907305301225,4.43305702793708,3.603477768818778,0.5801890085040717
1.8648386655042937,1.2910212250086095,3.191490173046329,4.052475088068398,4.227167668162486
3.3883553612855577,4.45021978270116,2.3201526638452945,2.0309792167766694,0.0518605190273415
2.6273753104052853,1.1552878760583338,1.2207468466340117,2.0883806940509047,0.2824935090051864
1.3617521915445026,3.955813925680882,3.241083107673193,2.3899006301220997,0.3750079829931864
1.9203400212086308,4.172830149412111,3.0004291542877333,2.440551323504259,0.2091535679747467
1.079323129646082,1.046810309635129,2.067599022440646,1.0425025910452126,1.1994231870879852
1.0247748384281614,1.5875180261423325,2.8019110893080565,2.1628624199155366,2.0927721052917496
1.684822895278736,2.780419701986218,3.8392567736150167,2.610942460205729,0.9405172742830308
2.002573821284717,4.713231566447755,1.8495582812592648,4.180322079706896,0.1023221891554053
4.723391381723683,3.452023702374163,2.295972008333189,1.8145164193540868,0.0540932078495968
4.531163032433315,3.5542567807555905,2.981948150656939,1.3992808110214612,0.0691907266446904
3.0778340402161275,4.957643353184169,4.808415108201199,4.14689907311209,0.4034425857499711
1.3228142369259048,1.5089229535072093,4.027706714710437,3.4620231771439123,5.935574849714102
3.972614246042693,3.321431826867808,3.637717368192967,1.0448381716146071,0.100422258307392
2.228681596906379,1.0835566389643518,3.921680904739419,2.9092811003410466,5.442883745013719
3.630985014541796,2.8594348746692773,4.988786106737209,4.500154619289325,1.2008325606193575
2.09938961523302,2.176039542221605,3.472671653690865,4.995043748788132,1.9288135896635448
1.5442697781800407,2.9369096255042635,1.009403895937854,3.7391084342568153,0.0910424220392616
1.6831564877354293,4.306558731330511,2.714401405322131,4.819884135663793,0.362117592707591
3.951221632897973,1.595403389969738,4.016474215238694,2.8001854353022764,1.4297314621377148
2.2939069830926626,4.536575891495189,2.155079195919058,3.2696374707054745,0.1023868150463224
3.5296222583517465,2.9802762520283346,4.131713773164018,2.7927434120392083,0.4840612803888586
4.091325583424988,2.15539469493638,1.2428020084174056,3.325017366331358,0.0860063025034344
4.25619295661486,2.623291060977482,1.7707279514027592,4.20616877267845,0.1433264157195603
2.492203773164683,1.6976761227750217,4.37352665295038,2.106896444866695,1.7859267508485024
3.8537014899900592,3.5589840714048586,1.2843127568457615,3.398596194060832,0.0365562069486667
4.913880858923619,3.5395306520172696,1.870091327147552,1.4449718175274096,0.0261287815876448
4.136820862541161,3.811221611934517,2.753801788328834,2.308363473448936,0.092730917358964
1.1978787798491792,2.5087657082267043,3.1114600513699484,3.955189565116174,1.616638094221147
2.2626761193307137,1.4440580398619756,2.3240143024648603,2.235647235705458,0.8145904351081499
3.721415193770404,4.785851403712734,2.8091058129010533,1.5379603211672643,0.0453215661006293
2.897252791040108,1.507176971065404,3.696843907603855,4.589384296806696,3.033555121114566
4.231643454581745,2.974756879626044,3.3010193475788068,1.1842195350465785,0.1096898555236163
2.4830049086445287,2.0501676204478043,3.259389060216601,4.13507271246134,1.3398289785507378
3.6851051884707706,4.14029165592166,2.881663335103206,2.3906323116580688,0.1000316964986506
3.232864578712018,4.047476308371243,4.852348271571705,2.2229571076612338,0.3145784696627177
4.351397355253866,1.515228927148088,3.91443600140544,1.0266147874337523,0.5011996831992812
3.916197074599253,2.6070505681074336,4.109701894275252,1.583531621041702,0.3198409447736389
1.7756362198028848,3.4399075950897857,4.359893370624003,3.1025330353106475,0.8934509798628406
2.835610387578721,3.305028434965568,4.021168342495411,1.561779092398229,0.2595238542105751
3.456624596291847,3.242438973942383,1.5169761093872682,2.7619085765465528,0.0556699806723875
1.4787123655612504,1.2459459874318628,4.278102740790587,2.531789656510581,6.42536839390731
2.2286851733934965,4.175532356892999,1.809396002739996,4.500997115257597,0.1207129001953548
1.3351046279439096,3.1059422525630094,4.104266487466765,4.764328307064806,1.9834481692961168
3.266001420373521,3.647284667431783,2.31418817334324,2.816071243279361,0.1104931649121668
2.979593662481762,2.9233091198174312,4.690056716337884,1.385544664152882,0.3809959174067603
1.0307519150123945,2.272750218820868,3.91181829477036,2.1890745209391707,2.002674894553234
1.985119005850108,1.1603369355586302,3.311397977013109,2.9857343148884348,3.899143905997368
2.593498790903729,4.104132780349211,2.373451190109232,4.767534251900676,0.1956931856760998
1.6737802804723336,2.148526371737439,4.190000647601657,2.654228731247981,1.919715312636006
2.991834234863609,3.326294488520373,2.867828211615416,3.8160708738232736,0.3017962957520156
3.745809043591785,1.0903669966125649,4.714904763211326,1.0989514912612135,1.746157727729154
4.806136740784353,3.773596595703465,1.4495168202814992,2.650578509728138,0.0259018183075576
4.6342930815261845,4.881418667204359,3.1648585773936757,2.7362427773929667,0.0790019408485431
1.7726094440681228,1.1383559737736384,3.979169497218329,4.574243957764242,10.036564670285523
3.704271405817961,1.871006890641309,4.178285600912778,3.9352128778375848,1.6864016928229546
4.9039754852768365,3.5860975300160502,3.2709282490564684,3.907375040570685,0.2110011277041543
2.6837413106345736,2.1117429622552355,3.452679081837132,3.617416224385493,1.1469335960943268
4.2462245034320265,3.600376996115537,4.54254782282058,1.2482665712669077,0.1489558538272703
1.045496277363291,2.6045883405928327,1.686084169085102,1.7893603824449635,0.2282999263322489
3.1865752335317823,4.4045656440029255,3.582852529079201,4.59999241167713,0.304042824255173
4.071842030645511,1.9633472803342475,2.8671229126443105,4.587296603401182,0.7647410452175653
3.0638550672332947,3.245191135622114,2.704691429389399,2.108367769482689,0.1521539270829542
4.43568603135994,1.36796091049645,3.963083624782028,1.5934505186147088,0.9597254437848948
3.2446861571966625,2.303798783077986,2.111093656707273,3.098580139682189,0.2552501916413588
2.888703182008601,1.0900038342094094,3.326218812810112,4.012646403212428,4.117405862007439
2.5489864975533574,3.305139387778043,1.1828776053134376,4.645608356392959,0.0743062332369224
2.952517517113898,1.8706130325439427,4.12331920470222,1.57891693200849,0.8270712576836805
1.946951125864856,1.5149489683595214,3.1002504590010167,4.454479454445822,3.04992803063769
3.061218272818554,4.609776351033609,4.509217893229166,3.6048314709291778,0.358660482476806
3.361833637119611,4.437916682124025,4.879463176374653,3.9302535549910673,0.4498630040873548
1.0384678816430952,4.05895462164464,1.9579947459900957,1.096907420641891,0.0782387106933237
3.193601652948385,1.8493927348698416,4.714065942810934,2.2945998612846803,1.4859676616779292
4.982121169102722,1.4876216213097386,2.540594143010805,4.599961528342824,0.8571871708319354
3.295926638370972,3.7325691472024927,2.590038280940483,1.92188570702522,0.0893710355085237
1.5237262984136346,2.674216666191648,3.356783316818494,3.8593267382512977,1.2703054064079324
3.71609278942348,3.1233706072840484,4.531255327342418,2.733796541680021,0.492855716792428
2.555155637492574,4.479318258609066,3.855625602763329,3.409279997455223,0.31467432490208
1.219377239966143,3.2248971071675823,4.5369307810716695,4.839706008522015,2.500481265881895
1.8107390223660464,2.492714129587763,1.1962968812520771,3.711014764368585,0.1502518883045224
1.4319831513638408,2.531040604103319,1.403181532468544,4.322909260731199,0.2953369833504934
1.2332699993595977,4.90484993052799,4.529836446374515,4.933866964720309,1.0861579631395804
4.909817089593147,1.6310649120876404,1.9145769623803732,2.5673051293935587,0.2293324284937846
3.0145680284992995,4.1706799751142345,2.099742060897331,2.305359569893536,0.0616995324533222
4.430539310975536,1.5219561233689167,1.916014578352928,1.491994908868433,0.1698846844932602
1.2196725732410023,2.952182060801348,3.912580203253369,2.7315060545199668,1.2521295629438498
1.74293719022873,3.098491675016161,2.973434796986484,3.904352519553477,0.6566494501513906
3.315935405434154,3.885740603307236,3.1868511299012727,3.775329122482341,0.2437669511049407
1.862740756718091,1.496705091429256,1.2361427474269235,3.7688080049734025,0.4393053600571294
2.5810282849129558,2.863058964934841,4.443095839267271,2.269613220127647,0.6740932734456111
4.9298068457477,4.65277159096903,3.449577301924448,1.849200303236352,0.0656315221306143
1.0430164045042396,4.743684869210505,4.449115496571702,3.661860232711113,0.983051909859456
3.7123829217493856,1.3285005507351135,3.446041356789067,1.879266099374441,1.0841843487763034
2.9970323400046293,2.0151220189690875,2.9806524478335104,4.690029519649574,1.0898186992866477
2.807327996250273,3.5141155319480624,2.1526927370469524,2.306512938766607,0.0981397361215254
1.74735445146682,2.835653256059922,3.7878294916833912,4.617332123208403,1.5008414820723943
4.031129634918999,2.277850952421298,1.6761471323321215,2.247787159379156,0.0961063799160262
4.231360483734949,2.434056743507841,2.963996873269308,2.814806916186606,0.31398781623644
4.594140598819287,4.522428196008506,3.0131003554068987,2.364623368210046,0.072726327164162
1.615089551512736,2.226882350716924,4.399223905092195,4.447811276276642,3.421034531990895
2.7156296152498203,1.3804511501637289,1.4960685985243796,2.1210084755178964,0.2920000488839391
3.842896388711572,1.86940018458144,3.5235013869870344,4.868855263814549,1.4327243684205324
4.694189300120529,4.98206991313676,2.4252349371106146,4.956899756342029,0.0796503449192648
1.0791560987479731,3.2554599992657254,1.9018540367697048,3.759454225670368,0.3784602725125011
3.949441064045013,1.790421932164604,2.1502077182746597,1.3452992540511333,0.1563808054908858
4.863090382810527,2.1169005484212167,1.5373321439882446,4.5102980959778565,0.1556960294708974
4.534425572115965,3.013712055526632,3.00920384438203,3.238144380273931,0.2266333213931231
3.668061328538645,3.1944965226085054,1.405717196154188,4.790840459279391,0.080503789361263
2.6434213503768613,1.423980498898639,1.3989130062006527,3.985489792173885,0.4631682355515428
