rho_c_0,v,c,j
1.8968250938243725,1.410566732788359,5.302015881009355,2.7756291898961147
1.427758232219539,1.6229639306544972,5.180875181558016,2.4400127580506186
3.109300630919278,1.7492897125605125,5.23232603811822,5.771148929653436
3.95554923925509,1.2352311788630057,3.656116218419579,5.191270929308529
1.9710578000408077,1.43241802289802,8.657376063786906,2.8628368808039286
2.5558265024919944,1.2747956318927351,9.256539007518334,3.289500712471736
1.7022315625411588,1.5756508533457634,3.0513640901140477,3.131996163279332
2.435283496921396,1.6211132758662732,4.3215614165679135,4.258872888074928
2.270978046185824,1.546849897258456,8.319205992415483,3.575207957295861
3.415726001263744,1.1000046620170876,6.639925809196986,3.809960358555536
2.311890518360141,1.3088678413469244,3.8048651132996136,3.222635973201972
4.1118375243573055,1.5421759750047928,3.900360858769103,6.903749967149135
3.971993596561792,1.491789471995406,9.83030781551922,5.994808428217743
3.120822783574619,1.4349047925425071,3.691631808915977,4.860254691859047
2.2609917189732096,1.466890148918325,9.132928311957237,3.360252480248674
2.4385253044478654,1.657848797170406,3.741295692914457,4.509626006947869
4.164237318049614,1.9144433555411031,7.451491074926311,8.249098486415788
4.690585188765891,1.350296322435249,7.801011029813749,6.43074837051367
1.3742945602667058,1.426927946196848,8.096680063195718,1.9922014286319103
4.923113006535607,1.7890056703017847,8.909529022695299,8.990589351462871
2.572746885135796,1.640042904882015,6.056540478006562,4.383175979452643
2.0894620719501824,1.678382448353655,7.501407625741704,3.5981352026161546
1.6461559552956713,1.9793069175466416,5.581955269494029,3.4846758573097016
4.502180987419784,1.240513694435446,4.788593710962682,5.782415437260185
4.388534255850814,1.5306354660663417,8.025600704490811,6.842849064983004
1.224433078672989,1.5095634506559823,9.38501360008441,1.8727441603022237
2.058677538585975,1.6700611623072472,3.783573472188886,3.8315761748708073
4.983005968197874,1.5478720143295872,9.869166421919545,7.8097072168246
1.381402333883499,1.1895784263602698,7.391739727398806,1.6649891238563392
4.2048239279297785,1.2719879355589443,5.928877217446123,5.475994058234336
4.566167916287367,1.398387436903178,7.360939982801112,6.503710162132642
2.919775839922296,1.462860488001238,8.68175530383521,4.333180725115747
2.6313165464548574,1.0148446495063752,6.772403217212826,2.7008737813181884
4.702744420642336,1.3030558063347817,8.150585374861107,6.207785157076046
3.7910251866783646,1.886077255997901,3.850318609016028,8.201548058537426
3.973505591130081,1.9196320744547268,3.4660956151735105,9.16094607783052
4.023543809517497,1.7766828874539586,6.540096824781563,7.427900389045546
3.3932184222010364,1.6171122145820165,3.760530349765083,6.077873474616029
2.422805340702036,1.6585224196464776,7.292209837749957,4.126419429258659
1.983214805110038,1.5432945185356148,4.569672291898765,3.2517416789548443
1.0117340817480316,1.460834606897999,9.923947915748943,1.4942541057764234
3.8669694305527145,1.5738631352677444,6.362590532736657,6.281283228778537
1.147348652837525,1.448791350818103,9.970861354635336,1.6800992394330998
1.84138115323158,1.9436330514980007,7.259083684665872,3.7145969753796217
1.9695149210807084,1.2997086589367934,6.300690792430062,2.616059360664113
3.25776176001408,1.6310521679813927,6.351422990783606,5.497957309493726
4.498526663280376,1.7009327369940617,3.5658355539263398,8.705997560478194
4.873879673224407,1.0814243673944426,8.286410454248395,5.316198766800375
1.8162674647728605,1.0647534079151535,5.784569712562069,1.9674944955461864
4.302462454223141,1.723405478419276,9.640531718470273,7.536285605335333
2.51589916414987,1.0522150043591074,3.971496551196572,2.7453743524651206
4.6259520960810985,1.2275772359743604,4.968240349601485,5.860422742466318
2.11663086986442,1.2536092867679534,6.212769475718594,2.7091527264186825
2.0521680855474527,1.1196236256367211,8.53996811797105,2.317660467296172
4.916370206690158,1.163104146276664,8.062189306394558,5.7787023562178685
2.542674890841308,1.6818222655714776,6.602518363742615,4.422199225883396
1.692515740269414,1.1563587106829352,3.642504304675451,2.0639202424093304
2.431547989050864,1.675157299351321,6.6369465976256805,4.20951558712431
4.340285155310006,1.348083263874344,8.534637554561884,5.9254514494450685
4.08256722669165,1.1345851469239043,8.010666994273574,4.679190821126557
3.212698401981997,1.729673950222594,4.92939827003656,5.934238088859379
3.291327300609056,1.7958140221407914,3.157034309581853,7.186542711544689
1.909148837055076,1.691798211157348,4.272512462005512,3.5173986957280983
3.798974425800732,1.2763856333086243,8.784470697165354,4.900967356203449
3.7859218724130015,1.818811139012296,8.65877895018819,7.043007885590555
4.987770987538898,1.3691934655633788,7.443931795206208,6.947762251675743
3.3133872356862213,1.4605899871682264,5.23991956988347,5.039225996767017
3.402262217768072,1.6703565661314144,8.369898120904063,5.79965600919912
3.1728455425359234,1.8106681154703683,4.16775279543477,6.378358119525967
3.7808466497619633,1.2194762120199392,3.137644938746128,5.004065336527477
1.9622915851924123,1.1544314979501933,4.022244533448341,2.364826420163477
3.735970938178085,1.185054918173694,9.30061781577474,4.4637132881425
3.865013914925948,1.6124577580914006,4.737925632457015,6.627811605048609
1.005199090307917,1.2950294304181336,3.802742246775351,1.384520928014916
1.6061857388787373,1.5618020350415565,3.51339322407228,2.800449252532857
4.104380948826975,1.2717388635986917,6.804409303509564,5.313326407007492
1.236402826364349,1.8186243222348597,7.1166329119258736,2.325774957658284
4.247376177193872,1.241739118572355,6.470570381567403,5.37401800037652
4.667347374833524,1.034242460156321,5.575802893708783,4.912415953132887
4.885733313717116,1.6322501400220109,7.778147935971361,8.156352868185664
3.3959398322109307,1.6698404613265212,5.5319402699852365,5.94813416095601
4.18554125110383,1.121289700996746,7.031685877188403,4.754036963304325
4.143031678338116,1.5083148052313726,6.596681611538552,6.4190410402283495
2.5045161967525043,1.0614395573843856,6.050939303704511,2.7002623823888023
4.013512247960985,1.9496288067473035,6.902949303980609,8.156955843500516
1.2503741919430582,1.6209609471848991,8.495122423691242,2.064743606812253
4.04203123160467,1.6830311924787462,4.492107224119316,7.337309665223196
2.87963466225529,1.4426376181198135,7.133408977370385,4.241921571577331
3.297365982635545,1.7041984768199057,8.301091220156538,5.741666547625499
4.056677332853383,1.7376001099103369,3.9960173136561297,7.827646773819604
3.179974222717215,1.0081993288579376,3.235659606732701,3.3740178588978376
2.9538702843944424,1.793678573812119,6.916370673289449,5.485988197781468
2.518713823628549,1.0174747361249503,6.296910671145231,2.596852666174124
4.209406923185922,1.3231824480397492,7.231396219825116,5.665462740446173
1.912481198123435,1.189357813907001,5.681235219239783,2.3261698120667984
4.058419093327794,1.616966623675916,7.148748604769218,6.736925835828257
2.294874674756105,1.1605191871504124,8.558232045076904,2.6880750389409966
1.332322365254556,1.2396470303405325,5.647993776530984,1.6928888839240253
3.336638037047265,1.4675742803059886,9.3379196342908,4.958383501535316
4.943569169397293,1.2101055961897835,9.462668399032754,6.031765241443174
4.406218010033289,1.4729841218442936,5.080556565341079,6.781563101977843
1.483793660825453,1.9225831817798449,8.395812416099915,2.93058819894849
3.410871003183348,1.8902974294339252,4.425326468375695,7.1308476037002535
1.9658731981816429,1.9417202666368036,7.118330027204206,3.967640063719532
2.6296283108216763,1.449025347369933,3.1371609898982107,4.29613220483606
2.2125475882984573,1.9875011814342027,8.129497579570673,4.535060601895086
1.7992200261981035,1.294371777293507,7.5230802341337055,2.3641141955563443
2.4012854844587945,1.0072846354502951,8.136471104019826,2.43752902872002
4.9035456677869895,1.455126460397948,5.070135304061378,7.448637866653271
4.106559186416355,1.7871245354618222,4.148075811947466,8.132393507372315
4.395046825695261,1.7843842358977375,5.680053577635325,8.260659490887031
4.189967449030853,1.1364072505277738,9.55227494931964,4.795566607257944
3.5445312145710086,1.188260209050077,8.589905534637039,4.252711433923234
1.269353278534143,1.5836511361198171,4.4613071743953405,2.150245544211728
1.5925076284582549,1.7787631782198812,6.653669557796084,2.9396883955950432
4.106723067333942,1.2302858278259166,4.419975165327891,5.260327944899373
2.2425016459402465,1.3709915805912474,8.797989065069437,3.1124732478657524
2.2027780866627653,1.8385675803327917,9.43428640826004,4.12912491029341
2.857168925544175,1.042334786516983,5.2659540617116924,3.0382398046891024
3.0637693876857925,1.0095193839049332,8.856950338888037,3.113223492555781
2.258836845996845,1.4665255678049205,4.712064882707914,3.485761128378129
2.3085799229342263,1.8272859524394551,7.955278980373376,4.334323708034676
2.0243987040311,1.0483822262490472,3.133232521549476,2.2521581220307705
3.780962796663325,1.886984162890453,4.293237760185339,7.942968981295642
2.73577405121408,1.2502021123260971,6.073482557830283,3.495120611777608
1.8658230744702256,1.364410864502272,7.061837230398607,2.594638454148783
1.948342734048802,1.635826305818926,3.3916589249361526,3.638293728071994
4.034578462048883,1.5338957564478777,6.606417239582817,6.362495836035019
4.592373797358988,1.1300844260015603,6.422339408483547,5.272029313336194
4.647127114597608,1.354862627628792,6.664703691400282,6.430495796602996
4.912424560274809,1.640285156686598,4.740460027507568,8.588294754954864
1.9234001964188607,1.113959630726829,5.060944480245303,2.1964576952938715
4.5460132750992805,1.0069304688189522,9.850450078141453,4.601624268827642
2.816568108379603,1.339944045047693,6.648499155362701,3.853109022786057
4.90234828717917,1.0560033439234546,9.78808550644738,5.207290064650257
4.000721626110261,1.5640478417668815,9.916343348240884,6.336634443223498
2.4383300849602327,1.8954611769876144,4.20723204862114,5.176910938546272
1.0625429770111643,1.1279166460872052,3.446567334767525,1.268298738234991
1.332023609407023,1.214246300500024,5.686528874172019,1.65558850742919
4.289294142875658,1.54461877160896,6.1445393745563575,6.845133223855271
1.5376688603108677,1.971127710889343,9.289419515373329,3.101569733131506
4.224163307207631,1.3866706698649622,5.09372406495712,6.087434388173044
2.67903562200291,1.1109183619260632,7.501136379853914,3.009376091703345
3.388432310648948,1.212373979977739,4.928398162760237,4.238287868225574
3.4356817056009112,1.8068701951724224,7.914859665361901,6.376203672578512
2.337331285545053,1.264989790890418,3.102484967289798,3.2380881919236275
3.717554874645219,1.6193373498456445,8.961161179870736,6.120740461088622
3.7391302881355775,1.2621494628922263,7.574959265520824,4.786248411021354
4.985506738459534,1.4002057050880214,3.418794459561081,7.651943358131938
1.431648416607731,1.8237794198374324,3.43898480941586,3.079768770321401
2.578985910958491,1.7563755968751105,5.328813783271986,4.797763266035827
4.238506252645923,1.222095759460723,8.312981456940362,5.236758273327733
2.284272123478404,1.7911302874695667,9.5745048330447,4.164956987042245
1.6333542320052534,1.2840143253681322,6.335782289434302,2.1416924702376656
4.245157526898989,1.1940897550449965,5.073493079751874,5.215612853386581
4.771414287646987,1.6009767651303213,3.958726576790337,8.352432866816674
4.177044506481988,1.6291252547340536,7.992525029721458,6.950854472089089
3.5574537114552824,1.8398103596661857,8.35671969258903,6.709669238397663
1.143732706750701,1.4235562380509488,9.7400672281983,1.645841280639145
4.808346474116288,1.3353469563804536,8.121007158377061,6.5094133550442645
4.724321401317223,1.9927659221634355,8.242661706900007,9.70228026176832
1.6181173236666124,1.81108707115125,6.958204185232959,3.035164501756576
2.9826272993354164,1.91615946353272,5.268295749889111,6.135402086281179
2.2064099078200794,1.166517411195179,8.075886499474166,2.6010934929894582
4.34536689202653,1.0819047118787992,8.9850731389959,4.735729682308827
2.830025037319465,1.226059431982672,9.02198308944626,3.502269491716916
4.452182975192718,1.692738751057743,3.102362898812827,8.993007685736272
2.1116359793132906,1.7170920202291071,4.070834643777139,3.9990339310253846
4.492298543061477,1.4525837027654025,6.848161630164171,6.677382428651297
3.851456822431474,1.4045314196692735,5.906668050794605,5.56923322149688
3.936763432701416,1.3303757382803345,9.307894433819882,5.291705424499313
4.215055653626271,1.78628200903601,9.62190795289436,7.662479320864436
3.856715343546127,1.263166483260651,9.046666358022003,4.919868327563186
3.6449467441584793,1.2433501165629424,4.517870985603217,4.713975259352725
3.477242484224877,1.876147083911305,3.218597382236521,8.028939815939378
3.931292665147107,1.1200502126219944,6.011435305538409,4.4817240901262805
4.438714477614206,1.9517975255965867,3.414371592794139,10.558729040983645
4.098378012787993,1.2686042077436102,9.321477007849657,5.248048358352404
2.586887624385634,1.8997351795455295,3.787855559900927,5.680479920302349
2.9054354441966903,1.2692161461405682,5.978838963363514,3.773634796387332
1.8878024091458852,1.4564734567439204,4.508023843060766,2.905347729848967
1.3892789064245448,1.3698164371783104,9.071895916383731,1.925129785194384
1.1994071190527444,1.7869772845679526,5.944009131039958,2.247273813757461
4.501091987575233,1.056521342194808,3.457203025705739,4.994433562029049
3.269503787651455,1.9770206796806808,6.531939534166767,6.78198217520224
1.5071528607079374,1.316428336804813,7.563130780146236,2.0148142949369547
3.642101772897372,1.8235262152795677,3.246243031433812,8.027712123297318
1.3024441126829367,1.7470884412282646,9.645322475132698,2.313757927559025
1.8432054434975105,1.734953581988242,9.193548594163811,3.256386498708641
1.9826356672686791,1.4255481866965232,6.756512201759425,2.891433220614919
4.596110312099583,1.707600338671342,4.979192624719724,8.355011991204938
3.713795954810573,1.2404278717521795,3.108822219897701,5.023934621559768
2.3184858671146107,1.6307818977446684,5.840323095577271,3.937562012418201
1.7316792881784653,1.6106663898312052,9.873134357456992,2.8270298052327547
1.1225220390053887,1.3330681701930027,8.407323590578311,1.5155714594098382
1.0682079728435223,1.172910056490744,7.864313090996643,1.2670834624242289
1.2312941247601925,1.120668902134255,9.714856527480167,1.3891467135387396
1.3547595014937208,1.7237543246126923,3.4237116728636936,2.7028316887396664
4.036808154610017,1.2436622974577978,9.607228025931132,5.063027120181911
2.188781261260729,1.2281561534293313,3.827297140798637,2.8382664344693227
1.095583955940572,1.7670555770099945,7.01911213767339,2.0003851034491804
3.910240181667133,1.2560512674024071,4.179224869030957,5.14953992126855
1.761706587816828,1.865492800689993,4.163808048815213,3.6760345072160256
3.729021735795607,1.401200518706074,9.188099060401662,5.286947495705141
2.1971884520204377,1.2163161820146433,6.00367567838869,2.729069786194403
3.782007947448109,1.2164503753160671,7.075206812115619,4.670168841355226
4.1690053405324505,1.6777767239468204,8.604360386754633,7.131550652732549
2.027081821224803,1.1700824742086884,4.9594635944563255,2.4407548430268817
4.881386541035349,1.9647800737301253,7.518046780514384,9.936169506171286
2.106381123755612,1.00228487959073,3.413520763243421,2.208542991265156
3.335452782362658,1.6009833882066071,6.47939615302095,5.510880637499751
2.424569262763922,1.359295491134687,7.528350194244959,3.3507776292245333
3.333757526134694,1.6557208102564938,4.355090022448071,5.967886813395688
3.3315762728794174,1.247174713843512,8.951229284415765,4.195985298844661
4.128966553020943,1.6890613799767895,9.78169314185122,7.080435142218581
2.7298065368131947,1.5035374507526256,9.400754617458468,4.157890598465075
2.210772246607255,1.173534952624404,6.02515104450146,2.64507592558103
1.5073973233880855,1.272945436240676,9.537450425261698,1.936157130163271
4.9943247211531485,1.951488160267161,8.956750224802864,9.986278104953582
4.999890130423942,1.9890176135455384,4.894930090912048,10.88392492894152
3.2860229253361544,1.1100218080501936,4.087017503976908,3.79001992898116
2.9280248717952566,1.190405003724797,8.290679350708864,3.5220300235325004
2.873889994166627,1.724179115338143,8.918999768346042,5.050367785721999
2.830863625401288,1.7974763297943877,9.10606488679564,5.190537429713309
3.718120980588029,1.2685105782959951,4.162923610756823,4.951976081758859
4.429170096462991,1.309084576346955,3.0975690776470595,6.397554817721714
2.071980867971849,1.8474172168544023,7.815517057084472,3.9394526983544274
1.0154770809172846,1.931592210837341,7.653369505789669,2.0271112630474826
4.397345517280705,1.6740586518491978,5.543774216112713,7.721894473840933
1.5099790520105325,1.538013643642929,7.65489019716221,2.370712334475354
1.796293124552114,1.2997521058680048,8.835924814418679,2.360412731102953
3.463245159528994,1.8319502662370155,8.134806579938102,6.511761887456884
4.299491479732888,1.0043570926071783,4.398174209900253,4.435420580087164
3.771992203254603,1.111679438060691,4.700529363108492,4.315676436638766
4.08182786898324,1.994281678882711,8.532293127430224,8.372218889924536
2.798564265223876,1.9338069565031644,5.714983681661334,5.751134473255391
4.352175954959389,1.0967375133903,7.499732682396269,4.825066015521044
2.209307019802345,1.468039583458708,6.548625787586071,3.3280529092726856
2.9147187722483894,1.4960977920195768,4.19138213371448,4.66822376654759
2.288171044666024,1.142487734209197,5.019294490853857,2.684679580681754
2.560040360144934,1.5575602631266543,8.156018539097825,4.062178507112701
2.140314269634084,1.4478444350513753,8.50960864569073,3.144693297431936
1.976686582182491,1.423391961490578,6.355125252816462,2.8869431917052437
1.1597506265715176,1.5258842137214923,9.38642450137274,1.7935020036272584
3.837220703413698,1.6002821310855713,7.687565302587548,6.278167001667498
1.2665373485537703,1.3551368032456184,6.50381385436932,1.7548465135053113
2.384479927475928,1.3724613092758406,9.765339427376157,3.305414624973328
2.495364287396217,1.2565301735695376,8.775206961674591,3.16814802992583
4.648647826983951,1.6667018856631284,9.249599922750397,7.876842214069527
3.9440120856394074,1.356063904677404,4.821019834474134,5.573355035091534
4.215906602085782,1.8790732775137349,9.805394334568684,8.071596943302435
1.6424348193953722,1.6962434771020556,4.913051486721636,2.968503132533091
1.6180717685071206,1.6042571125979734,5.864432093146182,2.698744704979424
2.0014683509197666,1.3196577041741984,9.468274546927615,2.667287398628786
4.184812045806835,1.042780773009794,5.072818327453097,4.459069389745558
1.65393989260585,1.5734599467559345,7.643943547821958,2.6593588287195407
2.02255109879048,1.01711675909378,3.3493637633399373,2.159133992217691
3.612616121546115,1.084954375598677,5.322935726725589,4.003570361025012
4.506490326260582,1.6630861446006366,4.064806236271002,8.213616403600838
2.01894025794466,1.4604699232535758,9.70502640380944,2.982566541292529
1.8621881504741775,1.9105272481543825,7.216346286436464,3.6894100530640745
1.5354052435795715,1.2130266197384418,5.856870350997353,1.9037662374517956
2.758649146023907,1.062160657688227,6.971585516775117,2.964739766869448
1.579358375092231,1.6876080841215382,4.2411288392988045,2.905246353592636
3.1608481199698573,1.707671060487001,4.246254252652324,5.89544307593492
2.0386936264711166,1.4708231664048226,5.702135102916699,3.1035822271688787
2.077439574661279,1.4027385093724218,7.17808036845171,2.971393857030941
4.388560664965416,1.693545225847787,6.743661525494662,7.67829217262439
3.2212302905125667,1.96914074236448,9.78936266292428,6.47541171803808
2.3407786583304357,1.916854385926677,8.305653019557866,4.611422763614859
1.139756271244385,1.29329219078996,8.21133857129216,1.4926680790262865
4.201074872290558,1.953293575355111,6.013151004495636,8.67645647505972
2.7663288905548304,1.0035982760195885,5.064206545872756,2.8324599675528184
4.982749194465508,1.6998382757661037,3.3413426532642454,9.838082983157852
4.289053878984598,1.4045355992160278,8.18539995019179,6.114821517452949
1.1361371062258034,1.854091384264466,5.331703322754521,2.246724874628949
4.953073703318901,1.9682840861712012,9.183358941406048,9.981005183007996
2.737610273770199,1.4727317439112348,6.570271269699788,4.1370346091424
1.5538214971327684,1.6726312814173712,8.716286924410863,2.648186925087349
2.3792910601910755,1.9771682249374465,8.454281094238741,4.838433983721634
3.79549689614381,1.419086955113829,3.3748253796945304,5.9364734075619525
4.695280090295778,1.5278292782793206,4.935277220649629,7.544189947314819
3.99987583981772,1.1419344304905734,3.6096302694613938,4.814888783370644
1.77066601904692,1.028015554800941,3.201904269750472,1.922029106554688
1.626170984245647,1.442620337380888,7.860530220550244,2.386482575199855
3.349259721726963,1.9483075912723784,4.643168586565624,7.188880661052147
1.568264307465819,1.025785804189638,3.0226694369371208,1.7101946675056172
2.600779428422723,1.1443529530301892,4.551548524962035,3.074984475416377
4.440352042168898,1.0620813084145366,7.796970468639185,4.760386470068279
1.2227643587571215,1.074164385600635,9.800426234979334,1.3214109640380287
3.106565224718321,1.7638504141353128,3.2245769754554408,6.5455882972195605
2.908468852929654,1.2284983807142584,7.304431581552944,3.624681451310309
4.029453290268639,1.2742042019621689,5.759412394771811,5.264809802612287
4.813707939342089,1.084898516897705,8.912979396610808,5.261507434173928
2.166148056336943,1.1543857997692797,9.572278414576568,2.5189549557727333
2.2787697318607427,1.1251676701500808,7.87996233255978,2.590542725513921
3.669650356892298,1.740280996123316,6.188821384463714,6.654742133112394
2.502446892131198,1.088587595340233,6.8028519355593975,2.75969438098107
4.889814230829833,1.5620480706123143,9.792089685492757,7.737203903820747
4.413347698053535,1.9513762409325937,6.681234123580807,9.00473075690397
3.2503418655112983,1.802105528053972,4.356257824597967,6.433788598954212
4.50704119755709,1.0842343452826375,7.241524970109191,4.942400880260335
4.415059758264984,1.5077872771219043,7.812194884586607,6.784534363744661
2.803681694685221,1.4217787376283444,3.4176212902920238,4.383547909973768
1.2592346530193947,1.3954270439502934,3.0867509197307945,1.969960192928217
2.053303099821107,1.662427374146985,8.902417331511845,3.474586701115065
4.993737222368035,1.1183714644669478,5.738269379911593,5.694043814519251
3.7485761096077193,1.045178528224425,9.706694838759676,3.940843192016007
2.8352672521861053,1.7197964427438854,4.836509187736782,5.217050990200713
1.129893213744726,1.4363245120943515,7.233578704198124,1.655864849731022
2.717138827420652,1.8912742931712052,8.901023997240294,5.258938526720621
4.327284886143703,1.1643030861334671,7.932148512929715,5.0934394915491
2.682045306608251,1.255912817802174,4.447344854104407,3.511333764221654
3.751100659353367,1.5936963309168193,6.176142684620452,6.187666623519427
3.6997714826839623,1.5801442571330038,7.884775700649349,5.96722833623838
4.637295935086234,1.037771363999085,9.478942759537484,4.841556470007192
4.956904411788937,1.949752223805366,6.075952765805801,10.204402857361108
2.339141824480876,1.039153614873263,5.935379877390284,2.468860238982147
1.0113239432875385,1.0511815174172,4.510151006020664,1.0931916134991946
2.368616789670928,1.966303269884594,5.143684773975979,5.040232071102394
2.3673186117799605,1.5650029096929563,6.907616107487692,3.803770885549509
3.867102062821884,1.4418272863593122,6.521873022242778,5.717154759114953
4.5250410086110975,1.0542786967400342,7.3412303626771855,4.820623621610031
4.201493424317942,1.1117994601660204,3.3817334320320738,4.946168908914517
2.645650088175892,1.840839662937974,5.52924090752242,5.1648615227657775
2.821538170709848,1.1095424022078393,9.885967285550478,3.1505218789709297
1.187760444211193,1.403175344885662,6.713152194900097,1.7042809908373562
1.7743583559575078,1.9017984066026907,4.743066585704883,3.683543834058309
3.044273286829805,1.3575859346025867,6.255753212728302,4.233759455720012
2.4008123462512088,1.1423645169780043,6.404998873365443,2.7872938061780808
3.2903905539491096,1.8926010795750596,5.854641172945976,6.580726091918247
1.308487760486014,1.6958485048734406,6.487793218250281,2.2989234673436143
4.114772302911748,1.0750298246216308,7.25120109057478,4.472932859119343
1.74948859714402,1.193079585211263,8.26261877488712,2.1093851694414343
1.8756388778419857,1.0168110248149365,5.79779359776623,1.9371948723156287
4.736048638706913,1.4091160460557235,8.009759560892247,6.779376038905967
2.336615544601199,1.7088639381278492,5.860194613385403,4.174381997381476
1.619947978064399,1.2312557896951986,5.302754828264565,2.050613516351316
1.6590984575585868,1.4446050859225883,8.146782356260802,2.4353351697892074
1.3017846074445858,1.5089905319895172,5.922774392022694,2.0314181284699484
2.049035643875192,1.8703197733379544,6.186272340579016,4.0205030297446
2.7102535869005866,1.254421934794897,9.55568397861629,3.4294802777953715
4.8630271258760445,1.1864139588832885,4.134024417296692,6.022921796799868
4.054943923059678,1.6270498247135563,4.318108004009908,7.122557564446636
3.619871277324185,1.390009277536716,4.843438182287307,5.2526102385715365
2.253602325779074,1.471140394398312,5.629389390593162,3.4347257855527613
2.2881095528803947,1.3958847027647356,7.702122188875444,3.2477192144093494
2.987203281847092,1.6599928043784886,9.299503880989,5.03967668858108
1.3471778964448775,1.585350001612254,5.96463418876908,2.215436639549245
2.130062320842657,1.3759011816055442,5.896072678884029,3.013968931543719
4.352812205852829,1.5320335999926993,8.370077905943674,6.78325056571263
1.6720762761934471,1.92831510738576,4.335470954935759,3.599977673459493
1.9761027756858285,1.5060686071921192,8.709867733538726,3.021662522420347
1.8082488535737895,1.3898644903102566,4.272533455730841,2.657777066491717
1.2017901202391204,1.5390921292740485,7.035297118301877,1.8955822424299176
4.434180806151094,1.9436274397997355,7.563255926405394,8.917894498911616
3.359724101869934,1.6766897677057144,7.650783809103429,5.7735671051406765
1.8791567580067652,1.3433243012141491,8.158411705498168,2.559247597445786
2.766652578479651,1.444534452262006,7.607092562478306,4.070590291564747
3.8119487801140135,1.769516382402645,3.2286590389370824,8.064346951147572
2.925051357165138,1.8363641035391904,5.048672836669407,5.76643953387601
3.5432787990661785,1.399010316204692,6.680576882310461,5.069489687076549
2.5044244811721867,1.127184536900401,6.198070936304909,2.870821411521303
1.7400456440703622,1.2635172002321038,3.416230030168742,2.36638093340099
4.338975533601769,1.5702043746381298,6.734772575601276,7.006160705441426
1.2126375269531673,1.3066415283989394,4.257006579603309,1.6648460427809582
4.207476924270309,1.4411837487279766,3.645802471290943,6.601417615724829
3.5474028096517003,1.8751738834714544,6.91744274059058,6.910755947696262
4.5238228167611165,1.822966373624012,3.4461028072288733,9.717801204922884
1.8765481522274048,1.1732636705611934,5.706357643809471,2.249752254429575
3.819320023131211,1.7958334193676877,6.29812834200969,7.155929629759084
4.504042999039479,1.327929586155895,8.7916232726942,6.050469550497
4.839129276160128,1.9634939338144253,5.640344050876914,10.13556570739688
2.2553167420487554,1.0038189966264928,9.317620577510692,2.277183407745492
4.450155540918154,1.022008052321541,6.377283821297315,4.607647583629771
3.745114787533192,1.5565521826349364,9.265555711525312,5.91350866963941
4.804422170983047,1.2289889400973606,9.43218201518803,5.955351358747356
