m,omega,omega_0,x,E_n
2.431597973671531,1.3320525474386713,2.110424445822866,1.6977668040709224,10.913254049726396
1.1183182201075508,2.159118304600294,2.4617812035233757,2.945572608087733,26.009206285650432
2.777353545542807,1.1823971489562837,2.4412016375406456,2.661983097966856,36.200428675601394
1.9850468229555387,2.4914763012996817,1.519677137840752,1.150468576121065,5.594231635614796
1.2004019329173246,2.7259457280594823,2.451034885248549,1.4741970556003992,8.764432290247345
2.2352362641044543,1.8600331373743568,1.7098277737092376,2.5246643679583656,22.73586749984749
2.797518202515123,1.9404372633621625,1.1197520889942854,1.0691575451296498,4.012599185941902
2.6145915955849257,1.0864717257556198,1.2823868378468943,2.13637711339924,8.42768784365393
1.2700316976548212,2.924794654609532,1.145797504175004,1.0629505225702165,3.5397935297510648
2.6473416226680677,2.5964414387678523,1.8777079213205292,1.525406050939308,15.811642056369513
2.029932502778239,1.273660509193155,1.251382841925916,1.457837963465453,3.4385995567452508
1.297340643108587,2.455917265603416,2.540590174476693,1.5536262397527063,9.774958273637452
1.473413690566299,2.525089191513389,2.879946601056507,2.474857026660424,33.09786816523083
1.3022222551647784,1.460205849877814,1.5747223246959887,1.0440512842311576,1.636641350091663
1.548133051968429,2.796175570310252,2.5891276212474685,2.9212401822732272,47.963915403695225
1.7536784808604984,1.6210861896712514,1.6197235578796088,1.129815134597502,2.9388803944928443
1.630070338660247,1.9052699428853288,1.5124652208702791,1.1253148634131929,3.053798709139669
1.6071029615763417,2.945600149703056,2.4508317103320287,2.758242925105506,44.88152101446886
1.3304499175853022,2.686128495872423,1.508130197237466,1.1638184820797184,4.2752694323475415
1.0024166309610576,1.5045673430111004,1.1691527074537549,2.3152010626779216,4.876957816853901
1.637968968342076,2.1978809081186297,2.026031037763852,2.4861645202361777,22.61639620477615
1.647595678102803,2.7427403931394005,1.3740986970426627,1.3823001549274734,7.4066295255699135
1.4565765118747749,2.2436090274373868,2.8923067534006948,1.9702002838103587,18.93972102762705
2.5557756746005102,1.815090640732384,1.4949679856303684,2.042543548829076,14.739744054241449
1.9038593643608976,1.0123435246368335,2.9650822738783997,2.161879100688425,21.837185547661434
2.949085542152021,2.3823378862275195,1.351898212184215,1.014486811120731,5.693306258484593
1.0619556602308031,1.329655656479146,2.657171064623263,2.098829339197233,10.324990114941189
1.4172083437046918,2.034804474400411,2.4743849891253973,2.2118873721408177,17.7899404111588
1.166988959743652,2.6524660629007584,1.3992587149251483,2.9081406123801328,22.190462509935625
1.9059511537364504,1.526041364702875,2.480255468947472,1.1746799356624924,5.575845992129447
1.6011481871727862,2.5635819330713163,2.866872323264335,1.4963805858041923,13.257161255821378
2.9638543319644777,1.4192004480116738,2.404464238570773,2.591230581673548,38.78442137134029
2.715365542611385,1.2212487577466935,2.345784314218072,2.530610901282576,30.40564093587025
2.931375366509161,2.669401627908858,2.82429984667,2.451548554257529,66.51777003515197
2.0793612671850674,2.9217141431732983,1.6626990062413227,2.8272006119701603,46.95689543687835
1.1244096736146332,2.6615962910576267,2.703086968016679,2.3503887777577903,22.34745872082528
2.820956046022654,2.3922043422708006,1.337401159930384,2.1938219480725607,25.49489542035938
2.1494578836359306,2.786262733567981,1.3477256334661356,1.5458436432120266,12.3012305784023
1.4468379208676416,2.687119836296021,2.288437363404361,2.5081327414951247,28.34613588745833
2.836536372818763,2.387529558174074,2.1357440561959478,2.440758041477487,43.3508023469378
2.5735479356285005,2.5595444180075404,2.324048183877607,2.077867816100838,33.202109543261535
2.6823626191179177,1.129287730769373,1.2512093779040263,1.0072666492521711,1.9328113334129124
1.416778397973922,1.1327838338940528,2.682274344996717,2.167970413444817,14.113396463197663
1.10199087064797,1.2619463760686322,1.9523135322180836,1.0529501003822967,1.650638165483583
2.629975420358817,2.1708812342232555,2.5443764030072527,1.355789358521238,13.519895702128718
2.2032627082194343,1.5776769752383135,2.194976715020136,2.549292350376172,26.156759397115792
2.7054251025297584,2.84732790344314,1.5723737920719054,2.709909135558632,52.547939183523695
1.3391099439981775,1.9972893624186456,1.4849752943189736,2.411617637707489,12.06053388441214
1.6871157354121034,1.554779021762294,2.172969746331308,2.801064212039431,23.625261730033728
1.2836319682458608,2.591210277744661,2.950119204663161,2.683691950395464,35.63378066774628
1.0232002688140909,2.969540336796676,1.755337841333826,1.9883698240031975,12.034258675563908
1.7344505507732486,1.6703958510873602,2.2189259453901573,2.8750607401386343,27.648236209855057
1.241777850912552,2.546298083340617,1.338806630161217,2.506578220127645,16.142428498029773
2.0222646844059238,1.6319613038825866,2.389513330068141,2.0461937954380285,17.723779603090957
1.8502168159872343,1.6190488731028772,1.483449996122837,1.2757506360964137,3.6300809086148975
1.674986625572392,2.5867488599760646,2.5353325428365503,2.358520591125246,30.558878583489
1.8127839358104496,2.725867606580823,1.9371115257907907,1.9963914034228665,20.198831932251597
1.0649861564365182,2.652903479568784,1.659847809989082,1.1197032258899886,3.26892693095868
2.673654730890396,2.4038024994213982,2.4071006576439204,2.9209894286227747,65.99769073131193
2.928534523221944,2.283665640226725,2.4490720734088565,2.437079360021194,48.75899305037772
2.749675500314296,2.079772771627981,2.554641887812089,2.5030110288373906,46.73505470828004
1.683868868445539,2.336000589536532,1.782649599670466,2.949457707989916,31.62145177340031
2.910138217972838,1.878052376203747,1.277129233964873,1.0757203775568775,4.342556979085511
2.368187150203286,1.2581107301766503,1.4627998730277902,2.06790243519448,9.42465656879265
2.019494085176272,1.0512422803745984,2.629463032275934,1.1863733327941457,5.698435571760907
2.3720160922650173,1.5167222164942384,2.138301371016584,2.4037097774782303,23.548002922811733
1.6006319446437869,2.802979160448443,2.333921768607529,2.944946630987726,46.17051970600269
1.0201801551558218,1.2991628973975382,2.498335086138886,1.0675650478805796,2.3048969323108697
1.7369488244549902,2.0963051783740823,2.1772441626152634,1.761882451751435,12.313573218758814
2.514542774741699,1.4398271432374945,1.3157732104546382,2.4648486940589347,14.529856552387804
1.6719324368494404,1.5802800238462469,1.117712437214592,2.82995203679247,12.541522888717918
1.0737330592190444,2.8307276154842995,2.17796551342577,2.520765708932526,21.758784084192364
2.4493573735889504,1.0131039712878938,1.218329875171419,1.3688488156626104,2.8807079140380987
1.8607219781415263,2.098359219689041,2.1429717508707764,1.9125821126032436,15.306787560857682
1.0272931392805786,2.712227226916054,1.3275974338532488,2.5383103583081863,15.088857686732627
1.617793337336009,2.047483731779489,2.482102975401462,1.488221053852241,9.273959488684897
2.9852096519040847,1.5072004600005742,1.190356441500776,1.9553717924179757,10.525319741471588
2.546195379015945,2.8770719924526444,2.934271674902721,1.5656268554361183,26.34956524361472
2.2872144720047247,1.9715778177435264,2.746930365782225,1.0239050106098195,6.853568730762081
1.371365131299488,1.457260426455599,1.488932172024195,2.780281217775646,11.503050370447538
2.097159699106756,2.0630963590960016,2.199533784874335,2.5696653579597637,31.48434525546165
1.1770674432259742,2.077264192675966,1.190319455998534,2.802734529531448,13.2496040284038
1.8627136079635351,2.048352373933993,1.3203618813041107,1.4289825779465106,5.647559524507825
1.5444886182820103,2.464516080352488,1.3836042265963624,2.8566670452064318,25.17056181057001
1.2107075461454002,2.4458386309485105,2.9030207787742857,2.4032288658599947,25.18970852312882
1.902817628427149,1.696617904059336,2.062176223350251,2.909047394926039,28.70742675910883
1.1398388502575074,1.4891418291595775,1.960508680812472,1.605649124433073,4.452858621984236
2.144592803776072,1.8311342195754223,2.115670543163384,1.336935846212093,7.502718057784981
1.6853276567933664,2.316143961007435,1.9272207567551585,1.5346680464047575,9.009009647613244
2.275868772336679,2.872912290667627,1.6281121135511387,2.9616319927657133,54.41894940253367
2.785949587535081,1.3801711568717818,1.0129218477047726,1.726177251325567,6.082505852031033
1.1391575503521605,2.2036795957529884,2.2609120595946948,1.862311420850394,9.845397796151373
2.198927979589907,2.2480680781308817,1.4797470790661944,1.4720482487862867,8.62861834818611
2.91067664229804,2.0482406061538043,2.597892077923593,1.8678748009719013,27.785536559288147
2.6349818851535227,2.8523384435033097,1.6798526978871249,1.466876509121853,15.53194088624831
1.7536764593996408,2.742566772542083,1.8376273229065707,2.544463246560022,30.93502232487894
1.1665603804066875,1.4489416677633469,1.4225246244104242,2.65515779917387,8.476998573423074
1.6936197576787624,1.3354511134278653,2.4506511763057004,1.2918740915787812,5.504080032986426
1.089093582806181,2.844424981325358,1.1829389817492553,2.8526969022087787,21.02747721137137
2.6487133923415147,1.7769794938573629,2.9598706719927224,2.3697490716604364,44.32012278978873
2.734260125106379,1.265029900034108,2.0575932082953443,2.814460203055125,31.588992612846525
2.169502005374855,2.6736001581268205,1.805596737776057,2.462822068536185,34.24101772443206
2.1947634719826543,2.539535260508526,2.763733113119611,2.517227667891979,48.97849354272393
2.79112913937759,1.237681842560033,1.1224999799147848,2.7784098303377345,15.03857153938826
2.613799955498699,2.5269160499068883,2.640875037182548,2.449512841823207,52.37967934436822
1.527806382660179,1.757705612395423,1.96894204413665,2.6991538246730333,19.384892250247866
2.802462663370747,2.4226437194894284,1.4084159071018318,2.8864308495088657,45.838330860989785
1.7219420458248575,2.159326379182584,2.8613804558327978,1.0915180346860869,6.590674603491388
2.8623198520216957,2.471102575615335,2.050256367443252,1.0073770103606523,7.486807345674552
2.242760569755199,1.5388221140447815,1.2402174580558725,2.8589592454041552,17.90126143146247
1.7688755868279826,1.2632075147076889,2.973485337429416,2.2008784499627145,22.35722635130608
1.6032437470403371,2.530480600245374,1.4998697517058,1.5591018283409075,8.430479655286806
1.0506490641464086,2.2563574491492595,1.781872011688793,1.9352837342429208,8.131932615772424
1.4980471846585532,2.308043248943945,2.0698051296264173,1.3437509325816157,6.499481717161751
2.093066764957338,1.623324858546891,2.247885785198501,2.386480526919648,22.911951948379706
1.4130239870240786,1.7036025395409389,1.4750315957810725,2.4124963915930504,10.44032116538451
1.5122166615876362,1.2693564701284863,2.5067608432165183,1.7273804181719272,8.90611942564724
2.9540749909956032,2.550230676420032,2.2421390866188324,2.607753716541712,57.910395053435096
1.274304935805566,1.6565749478670106,1.47563582250126,2.182310461565021,7.467328469160826
1.3438154870861512,2.709133600002789,2.658781262932377,2.525154734822012,30.86562646146468
1.1726777130169033,2.8512146841040757,1.81175846556806,2.8903009984501664,27.948760465363574
2.1124393210568573,2.113568030432176,2.070765047783512,1.3932823370716247,8.975743972586141
2.2453289569882164,2.3382633623607614,2.460300319776814,1.2169296335760402,9.576884591270591
1.5196791293446252,1.4730001059722513,1.8725571609605127,1.851123342404768,7.389588989762815
1.009727049872171,2.98488904617117,2.8685255542234773,2.851812288434284,35.18406768303632
2.572336830573472,1.3641714607959148,2.2781162526717087,2.041819882737812,18.90339057699686
1.1680471659021134,1.993186289982228,1.6722961311214988,2.896391049351206,16.58298751749357
2.4564398282520927,2.2181998342979368,1.4051548789896695,1.86635019685494,14.748862997200522
2.649242945255499,2.677376043250689,1.1033139771144336,2.8150465317098226,44.01182557347234
2.3843792039910263,2.0691724293870117,2.4441831481340754,1.1350399863269818,7.875801140150235
1.3289786651925208,2.796044740846394,1.932418435300488,2.391135290180162,21.944592793562524
2.495409267175641,2.501188963525099,2.036218237551904,2.1465687788955705,29.90155166045104
1.5743531990657684,1.0712296067740747,2.5929745648657505,2.080396751076381,13.408098218479898
1.4228935056361798,2.502552153115565,1.0475850108214018,2.386000422510447,14.905383360460403
1.0995335660293664,1.2241010482305423,1.2927801440682591,1.1910574429006735,1.2360402303239255
1.206493780797268,2.6611401107444705,1.437430897562734,2.307109556143612,14.686615312207666
2.3680183420869287,2.037746469637873,1.4333622227708889,1.291331475278638,6.127424194376898
2.655951575237376,2.0919819551850773,2.80498665473654,2.5056836452688422,51.044384324901074
1.2326455974033557,2.100954908756103,1.398363871109106,1.8760442349712896,6.908204144047683
2.4801980030412047,1.233182072616516,2.4927868458565694,2.49329780223984,29.81394924285043
1.3884533131728818,1.914213908775359,2.434899959881072,1.0837513669675838,3.910955816658209
1.3297999823736435,2.8275549953109165,1.482622672591401,1.0399556980929228,3.664950737522841
2.592948216663274,2.0549113891740243,2.725300293740567,1.2145997992434103,11.140977544976108
2.7397873682405787,1.973235995564656,2.078688454262908,2.02411409261838,23.05226386924622
2.453584415832287,2.6721370051556224,2.7202780612159216,2.6931714844768715,64.69046483000452
1.941608690083411,2.9713428612496706,2.852347586352521,1.9466584364198836,31.205351598702304
2.808862518037704,2.9444090801471097,2.0857912925004047,1.4293028941216528,18.67808561474344
1.735448053097631,1.3265511064966562,2.9643332276635643,1.554413505813262,11.056408577701394
1.919847085781822,1.042416138457576,1.6183586036698565,1.6045969973827396,4.57942264891518
2.544398184732421,2.3921194708961817,2.3980252622142526,1.8706030638194893,25.536201954306502
1.0784499660586446,1.5400910088370814,1.1728820385653052,1.263716831063622,1.6135594376736109
2.072559642726085,2.110145813876766,2.531426657984834,1.2827077860670444,9.259036045668468
2.6244827418813355,1.3011364078293348,2.39923180980116,2.4980563195771985,30.50014131659605
1.588410770644669,2.1695894291275,2.1455689081789906,1.2005028149127033,5.328514240642839
1.8285931346170183,2.0268203303058856,2.3109592135761607,2.950840609479348,37.61083603918364
2.323038367324984,1.0467567087970595,1.8624054748872172,2.034140424304264,10.96801497031676
1.289564550090789,2.069905119072369,2.9704624780579127,2.307039807629664,22.492349535699724
1.9637743683056488,2.139816525748006,1.803056024711636,2.828321618463796,30.749728210223207
2.122040745147318,2.6486653828954907,2.876198188442719,2.683201329777196,58.3914608627709
2.594657119242722,2.908823340884536,1.0893664747564706,1.3614180157867417,11.59949357920845
2.76618321533779,2.212910038186841,1.4792051390022258,1.7178712331112669,14.45916336247628
1.9570337027601827,2.2762473333168,2.6570371036514784,1.2186948614437805,8.89509161544269
2.162939869198011,1.6677416687203042,1.419959678270391,1.8956302586304892,9.32223569103907
2.3933642951929386,1.1384806282645232,1.0414172856820647,2.425306452453305,8.378852836983354
1.264909071985579,2.5756787954246203,2.8925329484010245,1.45595546503526,10.055690333191857
1.3448228459094285,1.1604439538870357,1.706314471334597,2.8661178420443023,11.760154613164186
1.6629616521149853,2.770869935280368,1.93663796982002,2.281772339997917,24.737055151285706
2.470129993604859,2.5557942616882063,1.5102996313310395,2.2630818657277425,27.87330820349744
1.263612728699661,2.5323867325809646,2.2861076974357744,2.684871337170701,26.50493457998592
2.725083669391263,2.346227869908988,1.450769475186771,2.377402078595753,29.30098593715196
2.832580811194573,2.939041751003625,1.5047293841961604,1.2246418793276517,11.57853885749208
1.6288873188630255,2.7525411137448854,2.1905262226126405,2.5243009868996107,32.11105630662505
1.450154373019301,1.4977651003688093,2.677592934977008,1.1481906390119725,4.498847529077657
2.0001857217481414,2.3009544649974187,1.2302449586185376,1.9472059184813824,12.907641219346973
1.6810835008467355,2.2448456877258662,1.952858593957305,2.4321040976546997,22.00814965273811
1.678394273236646,2.231451250429651,2.451825976191945,2.7751210318113646,35.51633634327388
1.727046539943167,1.020854822317076,2.7569611255765265,2.629390356658475,25.79987785766473
2.6348841169181725,1.183593638038421,1.7660694176103566,1.8796889280143727,10.519663531302598
1.7137765954680566,1.202066673266442,1.6151605248669447,2.4002978523806995,10.006378599641232
1.7261801203728506,2.161413301413692,1.7141419592738825,2.097455118449997,14.447595209953658
2.008847850812232,2.922735411817564,2.334476932812782,1.923545787267356,26.00022002965682
1.1302875820521936,2.999913689860067,2.267336065202457,2.038171747263041,16.598505573296272
1.3566160330604404,1.882666342753339,1.0643336989301715,1.3459411395220933,2.87368149693846
1.4749143675044265,2.083907921575965,1.7109091921472406,1.1613914413868351,3.615692167063516
2.7385534416415926,1.9953203828120267,1.906207921574255,1.2904799249643597,8.682199652438078
1.519017676897882,1.717269444593316,1.4209815524324436,1.431643766343743,3.866981507584332
2.1800044105279985,2.6420164827735007,2.0325791824935138,1.1684702037530077,8.268189218307056
1.1803753014549505,2.7628568287301416,2.746809976376267,1.46075536919073,9.557393446371634
2.787264896945225,2.2622406859798248,1.322185989976574,2.504812773531974,30.016967675903462
2.2688190591629307,2.312344329173907,1.4631253082286697,1.0607753686301822,4.778961521077648
2.681322648776957,1.2839367519233706,1.40620633705272,2.458365261579594,14.689225831367638
2.7927675981765185,1.919055778889425,2.965965514638987,2.182710996210912,41.511874695859326
1.879649646363365,2.3628057427350937,2.02862195906751,2.5201820110961304,28.944762285074862
1.6400125002129058,1.7321316126026314,1.6659899591439,2.570795715438878,15.650731242941422
2.977462053691584,1.0492472249196532,1.655534726483046,2.994127817345804,25.636105854298275
1.0878904239545826,1.6304905499617022,1.8711118413871832,1.3501071917973226,3.053593907419181
2.6014140124654963,2.0361382083630204,1.1390881260222685,2.2290344088777063,17.58942842999282
1.4128994258650875,2.5859379851028965,2.1607829757112755,1.249123533168309,6.25877952039954
1.0716511105987294,1.7581216641406237,2.354616828731209,2.3207121524025247,12.459740405434902
1.5979955142242666,2.491696950926615,2.050465045692876,1.5588222109438905,10.10841259198713
1.6386624365615372,1.895239548844393,2.608743184518345,1.0568035498592416,4.7571393671517255
1.4388720694361554,1.3892113609989254,2.053115198751591,2.010489408407226,8.935134640743989
1.0293011465310251,1.8398228289173808,1.117260364046802,1.3590992619707107,2.202255102495917
1.8112961322471448,2.9971874527309685,2.612382350423866,1.926301885435565,26.561105295158345
1.2560399972996483,2.5746038715580117,1.025411060472646,1.7771565348808742,7.616563326642653
2.8502944954357834,1.2305089315438644,1.7258749124856916,1.557123417936812,7.762338143207094
2.203857687109083,2.1147129718618487,1.3040840578913433,1.9896327671195968,13.462967230090584
2.560054314472293,1.0088705929014172,2.1538325988948337,2.7912310756900838,28.206729065841145
1.0272534666930366,1.4963860413725731,2.391791003933497,2.5105277855993235,12.884031429919215
2.3880291603905874,2.6492414495186147,2.885511769580797,2.432957368350586,54.22578627343853
1.296997210431468,1.3463924107869354,2.141356249823021,2.342575116998625,11.384723728070258
1.3612133163842022,2.5178687075687707,2.366428957194853,1.5418006511243718,9.658600452148251
2.810305232322161,1.2063282968734674,1.6428131466149607,2.565220602617745,19.20507543633507
2.5987323544141514,1.7028559967383037,2.601819767991297,2.687755989973597,45.380689789350285
1.799472602288718,2.517053789151464,2.8566210834099075,1.7710101217288283,20.453650671389767
1.780329481535911,1.3414231814104027,2.366314649568338,1.6216308835565243,8.65982836385001
2.489705658046102,1.3922649164658008,1.3362792293761898,2.804746641137975,18.234340722335645
2.272276769443221,2.092316690531378,2.3530300052278346,1.831057811861592,18.88329989410317
1.666599877701352,2.4873038814911803,1.706313667560226,1.450902917705135,7.980000489337573
1.8163939343508892,1.557825461653898,1.6253488477434708,1.376011565487513,4.357931944675555
2.0670300692804613,2.1512517716324133,2.2080424594184467,2.622995614313281,33.78765119607345
1.7264904322310988,1.2278685133883118,2.741939618555361,1.4383972255853132,8.060316305879462
2.3082011839585945,2.693085718261667,1.234394178121724,1.2830860729749216,8.337649268243231
2.1165883782186263,1.9988652345160471,1.138420285885584,2.019105957773544,11.414854966832054
1.0927277632458812,1.2966873900373546,2.837398149509081,1.3991666007752137,5.2047880739049255
2.574972596312852,2.4097459351977486,1.8380400293870245,1.2847428273034036,9.759707246945734
2.2589272248632675,2.8062551989757,1.4767945947099037,1.531719806737886,13.32372805660295
2.9716081580906204,2.1091277579061494,1.976030249016167,2.280516944396501,32.27354270975726
2.419005818160762,2.516630872911705,1.9646347437685057,1.3012034696813204,10.437074207660135
1.1463901996392578,1.1892494607378787,2.9149712406201385,2.1012911624361417,12.542343797432371
2.03371809967787,1.2355389144818936,1.2794058412438374,1.910499550977798,5.870615757481165
2.0912139499512192,2.060244037057295,2.946633359891628,2.409391821903994,39.2337310025866
2.7963016908176224,1.1792190487034664,1.752606792090317,2.525866991733806,19.90182329495062
1.4213416189765442,2.920200043588101,2.4449505343731355,2.934398325847965,44.38179557359568
2.1615635717746207,1.3892440188828994,2.819209227246721,2.1800372212831545,25.36893323438279
1.827634787018929,2.799500207283285,1.3119145746063243,1.254480927075107,6.87288652172985
2.911965386312832,1.290279642122634,2.490598985123169,2.646836827685344,40.12727369568407
2.596901654495256,2.002641372037557,2.963405449429717,1.1835717857486363,11.634155383284485
1.6773437570017389,2.57691940714606,2.91375966789371,2.410026810008946,36.851856565745386
1.051194216374027,2.699699693788337,2.7368600865938584,2.999198778981285,34.935913447417924
2.215184838107546,2.032569233840765,2.006852737329896,2.278292739262038,23.452820739812648
1.5477458969680675,2.636190617221372,2.826779205472814,1.294079284913124,9.68093531579876
2.215169764375795,1.3609552704702634,1.713463354021293,1.5636842595189155,6.483558535807757
1.0401321514248196,2.3570317398528675,2.531860810913241,2.4571097024467905,18.7855380307485
2.356095881867935,1.3449822347211846,1.3973848545481955,1.9958048865757687,8.825693901077033
2.369537040888403,1.0769134033915602,2.8568541155011773,1.842772471624911,18.751073085240805
1.6635000479994784,1.3561721977732937,1.3865696597279151,2.2410660856036904,7.857155848281093
2.3064891147647923,2.252381341323272,1.7595586077000929,2.081083860707245,20.401107051259107
1.3252700846165335,1.3607616222426355,1.2839484611108722,1.6898723506493032,3.3116508954750814
2.3119757354555253,1.7595061381284525,1.1629843722012605,1.5517915278296364,6.191463663889184
1.8336714580954117,2.6649821457017904,2.159636212749807,2.246556387744929,27.222679626348203
2.9882017895317468,1.0899962670887386,2.446618249746737,1.438231043486461,11.08589090692459
2.178948118201773,2.1381268909659656,2.102814225238506,2.8095926158972437,38.67213978823257
1.661011724529753,2.3708467161360307,2.212406681686308,2.0792491110020936,18.87826973857971
1.4515814507741984,2.7192117101540942,2.8731017941040857,2.112123046863315,25.33387468199464
1.737455009107834,2.682775494040257,1.1562000502527603,2.439989096856208,22.069180423228616
1.7446654475908905,2.8225716727527272,1.268825894290128,2.5984034508161407,28.20246803111396
2.1844921037217,2.780543306853488,2.143373927046944,1.306514386504817,11.490064604630629
2.068830902136648,2.8568513342343875,1.760519419817563,1.05031679064619,6.425155826837478
1.5015781796509535,2.2379937701573334,2.3069141163171203,1.751009648091422,11.890087980044154
