mom,B,theta,E_n
2.287409731983184,1.9066629931533103,1.5662372297955698,-0.0198836097009009
1.0627015304212613,4.705985943925551,4.5524123539628985,0.7966442659647317
2.910003731179194,4.994337987159046,3.113533817944109,14.527821436527123
4.316227683399145,2.644612024679672,4.825293216230834,-1.2860370257717648
3.792424736283983,4.160386949797978,2.849471486453448,15.109523990624217
2.75647988999431,4.962480045389279,2.423156824455381,10.298028640890422
2.5775771548904585,2.0559591289965957,4.421965741349903,1.5175224198514248
2.587094784550136,2.678151035998814,2.175475446061156,3.938913470670158
2.801152130922306,4.408317596174765,3.577572102566403,11.19326305812089
3.413594317633048,2.12098659889426,4.862747851807876,-1.0845291945577284
3.767247520829356,1.587026605376554,4.766109587366246,-0.3210261168011203
4.760073016856774,1.1875756470300187,3.65170048118304,4.93328067150055
4.321872492917462,2.796591526588487,1.1212194779547682,-5.252610407827134
4.852650267803629,1.5588123929532949,2.755874990400906,7.008606943387081
2.897561097468889,1.7535604889105652,2.643191733679209,4.462929327128201
4.428329131404086,3.0478302517843754,4.59223377500302,1.617810871155592
1.748301520909271,2.6312923210968853,3.910206070207605,3.3070362274700043
3.6670732041505567,1.6010592497354712,1.0432256902018948,-2.955772890511908
3.403087327286301,3.2788864734643237,2.276047692827386,7.233115820997758
3.669436620584187,3.1189767753757827,1.8291442963790008,2.923982185847679
1.6847860926582952,3.936313704274257,4.907277023980159,-1.2843015191679472
1.727846563210969,3.620943345118392,3.980727190941205,4.1799679230921685
4.883318888943371,3.439617601247176,2.6754876043387785,15.004964580999795
2.9789535098685684,1.726677376360076,2.671790001085768,4.586411975350431
2.2388716240673663,4.311063022364127,3.183755290016892,9.643338893378704
4.490404275874312,4.732472538759361,2.758639960638448,19.71142735028896
2.1190972737730616,2.372726394440125,2.367132524360072,3.594034980678668
1.8032535906812768,2.4305159847322786,4.657441453167658,0.2407048709762109
2.0704697878197478,2.38397249391081,3.478578375767116,4.658323888997492
1.2810280211320264,3.7937093249708833,2.950435337595624,4.771325858323271
4.014708303557236,2.247165579155864,4.769079335475336,-0.5111702855383663
2.833406419281536,3.0804302891932527,3.901154659632652,6.329082169547644
1.6616008266010094,2.857611274401051,2.380450834433246,3.4379357583481744
2.311232403272741,1.427743313583646,1.0813117581930394,-1.5514923243572425
4.382618340851906,4.313614051001212,3.232299568693799,18.827204923001872
2.2370129549218096,1.7310944946349278,4.330270678726198,1.4439970843723309
1.3110194993008135,2.452339441985585,1.5215741343521412,-0.1581886443739223
3.413679706450884,3.445882826450082,1.0322892606452596,-6.032784327729049
2.705165033768815,1.4745139566790746,4.94936583729994,-0.9364316799368032
2.617232165629684,4.484340507821626,3.000808523242356,11.620441882024435
1.980625076050457,2.5525476810730234,3.8250672495797553,3.920058418528323
2.8605977951812367,2.0365794580183274,4.85574938057376,-0.8323360871978848
3.813157714798539,2.254095843544247,2.9596962627020478,8.453422524453254
1.8602723984137488,1.1654150032416897,3.712371598838813,1.8243205044680963
4.584698299496381,4.378466895548296,4.54194795456768,3.404883150026653
2.9251623661373083,1.3967059101450534,4.377571854688822,1.3425109088920786
4.040867292025481,1.7928848380522684,3.528215320227016,6.710054397782457
1.677585194778581,2.7082256626799115,2.9803341954360576,4.484334799530067
3.006128261872461,2.0906472391526,1.4415772635241937,-0.8098518353220994
2.861550476771338,4.913020748042754,2.637568318702076,12.310583068694925
3.0840114036065502,4.503396157952277,1.1921599496105872,-5.133945757743411
3.20387495836434,2.7614422020501,1.0995459187638894,-4.0166879275197305
2.3761399666566096,3.226736183639201,2.581802449812203,6.496909031247212
2.556892719616274,3.2726414135092847,3.9680566102544064,5.669019874823106
4.465980876114718,3.8372069797297854,1.3694264677027594,-3.4275790495252294
2.629974877680205,3.700886660105891,1.588751314652486,0.1747507972448538
2.1697663908005094,4.586344859811252,1.189157321234699,-3.706281499944564
2.158126020719972,4.796413719576978,2.600598349021929,8.873074036695767
3.619977517673184,4.404569948885423,4.666573802217872,0.7302420220417873
4.469801390428345,1.830041118075706,3.56598635965003,7.454267765622918
4.524234782084188,1.3915453617790177,4.460735675200766,1.567658608280338
1.505702721541923,4.105411457757546,2.5816448697986085,5.237503659837417
4.876419561718974,1.906046795657391,4.572520344142509,1.2958000885625571
1.6118518442183296,2.421131725316691,4.512762613466348,0.773879088972351
3.3637481621956256,4.149466367482869,1.1067731478441083,-6.246788225573165
2.810339531946452,1.9171549615086687,2.6777960848209745,4.818686269571122
2.4406393439685643,4.393504198999366,3.8967278095408617,7.808232807585044
4.864690021516452,1.6131828580804193,1.2687481204404485,-2.3344853821579816
3.02948443424279,3.997583788242837,3.2350455558849163,12.057772630754885
4.739718890239501,4.39274595096701,4.134829122581566,11.367536988295829
1.45704337087754,3.2766516598387905,4.897944345518497,-0.8808079360523907
4.173813996333646,2.3671049301849947,1.696350159498231,1.2371972791272523
1.569836082347372,4.2114780365570805,2.665306729259723,5.875514810187409
2.388942576149795,4.771076417228203,3.0039713217405684,11.290062510032325
3.5523955163956105,3.3847156083563723,1.054864784453823,-5.931909768751522
2.365481625651264,1.347942277930179,4.631895355571606,0.2563794880294123
3.507147365924824,1.254444516352828,4.976433434531698,-1.14821780889924
1.5334154863064595,3.6248739649758814,2.348651995711582,3.900652506975558
3.686049822497276,4.8365531335040775,3.1364701363968237,17.827541917718243
2.6011394160270065,2.2613904715858246,1.3504488709553175,-1.285662982746837
4.504291356851785,3.066960033874945,2.817768620784847,13.096481735605538
3.6060378550406673,1.24831464607829,3.679557302495716,3.865652335572995
1.6279186294102663,4.494681685419376,1.2889711732881337,-2.034918801716312
1.6785326856884013,2.3697400991895745,3.743457196257289,3.278732684457408
2.790705042468786,4.686116181109645,1.8051493106782088,3.0367905224360263
1.629235484572309,1.7053370832683346,4.747809213080703,-0.0983908454128941
2.2739730089705694,1.8774597974031,2.269827554610448,2.7471893450505
2.916621906178632,4.292449735076097,3.5025082806660337,11.712873146548691
3.3558510377159925,3.577119944044557,3.7626645311405382,9.762544383790566
4.059335687521616,1.6865601230347362,2.561246734494562,5.725387485195686
4.40676108570808,4.141160912466713,4.031989748581175,11.480575212135625
2.5085026544978097,1.0367600036255027,4.28881298953092,1.068953867644968
4.754362617202355,3.2712792288281176,3.309601612142329,15.333858327043387
4.857102431363803,4.98013210486894,3.047654512145078,24.082363766569948
2.3491616771383264,4.53334262938987,3.4845042119163283,10.029534541330175
1.8547046922416368,2.795616124556503,3.0588342586754345,5.167296422922885
3.1543261705340595,1.127352460584531,2.63828504036045,3.115060323316272
4.74029244668424,4.861508506377032,4.854895910870549,-3.272963912198225
3.851251925809721,4.789114697218971,3.8772092322118095,13.674762432219936
4.231835638535976,2.319323932822753,2.3665163472419444,7.011516718699694
3.9922444527988072,1.0708528306317566,3.149782563100361,4.2749628980953
3.0542281711485035,3.830542651905672,2.9685735253961423,11.524674027633946
3.908430944879791,1.6388053559117948,1.001747667830832,-3.4512966217580066
2.483107570451062,2.2638179238244778,3.623905508832042,4.98005055491932
2.969463517123192,4.187449512153948,4.008750415951088,8.045062168277703
3.717272678479602,3.384875837388093,1.6939227574696551,1.5453276354672816
4.734450669026406,1.613292970581079,2.0997420965464726,3.854342262222609
3.2542051689095923,1.3423676816233714,3.14739692210455,4.368266264657829
1.4118728888258012,2.343201357308296,3.645186959682734,2.897588941086263
2.6577514920830034,2.4234248596721444,2.7235329256872824,5.886163697168491
3.3218113642077283,1.319242423766363,1.6904482218041617,0.5230971973926433
4.763851120115827,2.264651445255325,3.566699073848833,9.828233600655258
2.3393581343905923,3.9100001406167615,4.546262406972824,1.5125618422507048
3.2548761403845754,1.8196858652994536,2.344509763445009,4.138867424826491
1.4539910375256144,1.8697639231999736,4.712500648216523,-0.0003035823988522
4.884588062526778,4.592721948015282,4.028611565422111,14.171854137650689
2.4539104035179093,1.2831920182821408,1.930217907848052,1.107549798898268
3.70840135910485,2.421860053665811,4.359499491041368,3.104008698562565
2.933068482148064,3.1029159419917014,3.232234539351251,9.063703588735956
4.3105896345052805,4.398246274185253,1.5752412762108865,0.0842716731584902
4.0223058989538325,1.8160259620441157,3.689166592132759,6.2366052363488444
4.347351501555851,3.990823542869668,3.2301906555400985,17.28146383295419
2.569560351706525,2.0871619127573786,1.5727236798865634,0.0103365587991634
4.263893119618376,3.6626971385868057,4.033264832038599,9.80944040672044
2.4622480272283487,2.947332635804396,1.6875471582695103,0.8453447458559593
1.1015985656122744,2.919435745974231,3.525985914985174,2.9813588851614425
3.024318222534966,3.2393212417778456,3.1722568299727074,9.792132725147752
4.151877104822261,4.479216460688522,4.916586608327634,-3.77115967732898
4.79335087502216,1.8407291546268076,1.1669386964980708,-3.4672639542528207
3.375819668632577,2.3254067558211906,1.8749173951569853,2.350765415791482
1.4796850240381263,3.243325852709619,1.6929624008069195,0.5848300326132847
1.1294565207235387,4.392404281564102,2.871612600898938,4.781322394450613
4.223827519866527,1.5411788032526066,3.334030313086991,6.389511017364884
2.020646477295684,3.2717397370332573,1.7303287852548157,1.0502057775034146
3.2424541968332368,2.915990449759556,4.536880777094927,1.6509178714096826
2.64836451182162,2.59945315076002,4.809969251969976,-0.6707062281309978
3.7264930914137344,2.376184180001337,4.794245566289245,-0.7240172954173743
4.061014094276218,1.2871040672356266,4.640116552227532,0.3774354293132919
2.0414720104524755,3.695265341130155,1.8046351447454567,1.7479963165125507
4.423768215061992,4.661692505852881,2.241887870546928,12.82376275231546
2.399345403056893,3.901349465520673,1.4006337695833344,-1.585162352253982
4.997481319864555,2.5577882879966385,1.027369814962718,-6.60947135506331
4.964089339573345,4.775564417163621,2.1929847044868973,13.816400031921628
3.365969672044532,3.6616958547665392,2.8974721087853474,11.959719577747675
4.914537457217898,4.417174985648431,1.5211551823214813,-1.0771858916363517
1.9562988588853667,4.2576389102924,2.32289826271802,5.690312672262814
3.249636032504063,3.929082500209519,2.6033237494272554,10.962647402106306
4.106754404909932,3.109230325146359,2.406714456158157,9.473365033245136
3.318038521934375,1.718231677869221,4.299480964926244,2.2877304857462595
3.484629998569212,4.250150495678343,1.4116120364518585,-2.347607505353139
1.4604884487948295,4.965705759013954,4.739544696401541,-0.1969187128324993
4.96923461858642,2.245195012033069,1.8846616467536483,3.4445527879014124
3.5466001852809432,1.9205745131561869,2.071259578333809,3.268380624891005
2.956378340608776,2.314186745018564,2.465140375832968,5.335079148499438
2.874169907786714,2.920188967142788,3.1325716437063247,8.392777746500183
2.367866038999678,3.597485448466812,2.378320160017554,6.155179102405682
4.64787721445782,1.2566217075007349,2.3027124005506034,3.9032665363650927
2.6266350115193,2.859638296058505,2.3557882955728924,5.309081053447924
1.890655525784696,1.785111626809727,4.539420013118374,0.580869080209412
2.6745725079820004,2.950524457162286,1.7500293277189116,1.4068371554691974
4.428448427422522,4.863730774852174,2.9638363052966725,21.19939209359666
4.617343689011109,1.3353531993976402,1.2666542267741665,-1.846496880666084
1.865699995002938,2.965736001978665,3.882369278791844,4.083175982748802
2.91510656359121,1.318616320061119,3.3320805931305006,3.774378369256613
4.841577894465592,2.516314252446642,3.937768714877604,8.521287261751969
1.8596241774683664,2.4464967131798216,4.409432976744735,1.3573302006838588
2.731207265309952,1.0576161191123417,1.625710936790009,0.1585449175575137
3.167324734954021,1.2730933508711768,1.645946222979033,0.3027417869837961
1.357259397070242,1.534965059484211,2.941690392549727,2.0418579848993352
2.2103762139385856,4.2220391980432295,3.733059251391325,7.746960463168986
1.815153177084532,1.1846413381332097,3.355850938381276,2.101137395675104
1.404016001889283,2.213748588478269,4.066829026004925,1.8699984510308467
3.486897555695213,1.7131893181229714,2.1020798161710923,3.0265252554582727
4.404955135181476,4.521005725861412,3.7615019237993335,16.20929876669718
2.4045655328851763,2.5054601298867807,2.115632795375559,3.122389600783773
2.0718893522531543,3.681700364385703,2.3145484029105403,5.16461883253171
4.810519617663131,1.8027620648246607,2.593946319875889,7.403930504518395
3.427244693626203,3.1249542778114447,4.652903503154924,0.6367127891039044
3.499039930900056,1.425535458752217,1.3239494052295098,-1.2188075582049906
2.500301411310986,1.1098346895074154,3.4326654465267548,2.6581984980416653
2.976562466919348,2.547610745198889,4.391682431763959,2.390482031436141
4.72015006912171,4.999411959002731,1.2548457350574609,-7.332366246624548
1.0716281340843858,2.385931401607617,3.878616549723175,1.893262016830428
2.665007570232831,1.1259825660730405,3.288776209174836,2.96830805106116
2.6602273512861974,3.467967773570519,2.546911875316983,7.641802796918776
3.647347857615221,4.595264143010102,3.3097688212336944,16.524064081636936
3.704043121809781,4.371977124858159,2.4582560821977646,12.557960999043058
3.721317858440917,4.424234170637059,2.5358461244860475,13.53466508805466
3.04828180732522,3.5343854730993653,3.1434552431667973,10.773784249275051
2.373458741074271,2.909556758463336,3.5989693320126697,6.195902530983624
2.183167759067348,3.4874795555761566,2.4177984227744225,5.704973387607453
4.585176510310234,3.559093549030297,4.693701342341817,0.3049471632675468
3.978421017751255,4.562883928081567,4.583345904041735,2.3360324949954947
3.1351883079683978,3.19570867835652,3.295566639020021,9.900616015482496
1.876050996643289,1.0634889365127065,4.321598841469701,0.7599943592003071
4.617381851100627,1.2949815777428002,3.332269500438422,5.871054432232204
3.0821441021223808,4.687734958296874,3.562348701366277,13.18810181677753
3.586468639188974,3.71385644477104,2.7989065712320054,12.545166353171412
1.0330230792052737,3.846498330625334,4.110479640231036,2.249876602187047
3.9004076788664728,2.073249287611385,3.470073633619981,7.654159492746718
2.535563800812034,4.924521758225982,3.14189550042564,12.486438533864623
3.828732806178065,1.485052155411397,1.356649756995112,-1.208324084743729
4.933500266981209,1.7959850920984533,1.183902858359962,-3.343182058333472
4.293112148860635,1.1942149183288109,1.6524067043870967,0.417943832446627
3.20364435664192,1.2988375427953835,4.462912750031865,1.027339429230815
1.2852055705914478,1.1929982166915885,3.3238790949478414,1.5078447656862732
4.169648381338087,2.4288004781883337,4.3496018314941765,3.593969969940119
3.523754129145553,2.091138231146335,4.053072767692434,4.513866262682097
4.396921522551974,4.508074902545748,1.9967449037263587,8.190004868412407
3.137892587597117,4.030742751913828,4.881644927420775,-2.1305490042659736
4.613864461092353,2.949937387693946,4.209572677016999,6.558887872063816
1.421713737131559,3.6019336992119,3.9870913381024167,3.3970033499934345
1.8873182969543525,2.289793436463253,3.587319207442609,3.899341711023388
4.208315783731454,1.9774608604356316,3.870112407310188,6.209385144603915
3.10892243718138,2.458873105747673,1.873319800730872,2.277509956489017
4.889279595713125,1.3816411865530176,1.1493583519521562,-2.763382429508048
4.259704481147606,4.608121496066132,4.290299987585903,8.041450101257501
1.0527319079496542,4.355518686837122,2.3111085247265155,3.092797505844489
4.147814247631393,1.341247125730212,1.34394533437009,-1.2512309487247666
4.11500092437109,1.7225976075577516,2.016764173693284,3.0574876986515305
1.7020103818431285,4.167316912029757,1.957147886348206,2.6726542892417933
1.4302922380556726,1.49815362031298,4.570028076418344,0.3040212408841016
1.416602225410856,3.5969408236758333,3.380206829040968,4.951062662176416
4.258694186772015,1.9952351744654648,1.6505261578642163,0.6767545274829802
3.8313027114542617,4.796512833637508,1.4730045622638088,-1.7942457652238706
4.142753726963437,3.08021071125832,1.424161690355067,-1.8644410100314377
2.0673785625771885,4.679863659585436,3.950970577340699,6.675289596989655
2.7146184558057818,3.8119431569210582,3.514768039959919,9.63576569356704
1.0717598543384743,1.6669787903156577,4.9419367120213655,-0.4065180725449799
1.7903238352282815,4.970942693376934,2.695062040401793,8.02699830312571
2.8523848262592164,3.138950438828526,2.298696913924565,5.956793425119402
1.7460017560543273,1.3387524392352286,1.9716291898945075,0.912044193069895
4.708893378979351,3.2633972423596385,3.610516832894216,13.708199915521968
1.8915184600455135,2.557261473686095,4.458701288339414,1.21399454648919
1.2570436300625611,1.382455331605625,2.6953092263035803,1.5676014706518369
1.1899137467691323,1.0463394671563426,4.114521001109498,0.7008177763122282
1.9148837928565672,2.926474745153341,3.468718409763301,5.306685366756221
1.1294319309347969,1.739497877341155,3.921868037149205,1.3963117856025316
2.353901175120261,1.0813544594623794,1.2829915952608069,-0.7225069693573494
4.722534647417473,3.730827696785177,3.5909960523687863,15.869513549570954
4.076680326597173,4.225681637248061,2.145848345595095,9.369259719228468
1.1742690730642518,3.28308887954793,2.766099275202277,3.5866235341731065
2.5913594961707678,1.858530568521846,2.761125764877557,4.4717265661857954
3.810190902611207,3.0792305874462014,2.548396082605001,9.728059934709131
4.432094558766259,1.3629891438132056,3.920168223382295,4.300602539146093
4.923264283079639,4.792305903732423,3.796335899688011,18.714694624028503
2.6218054499081767,2.345685321735371,2.5361805910859445,5.05688902503039
3.6803977576460847,4.681719815338747,4.147953831195361,9.217309389628417
1.1379499924770808,2.8346582892882943,4.675843073230681,0.1178598702494563
3.3950551853540016,2.660606801153228,1.0060054842557773,-4.834765440707246
3.696490750187192,1.2744874941874436,4.743086160190121,-0.1445957308991322
1.077755611392643,1.5055188353012197,2.1092028250764074,0.8320087451924311
1.2926911489856567,2.6897181262868504,2.53008377770556,2.8468868242739767
2.446842523827976,3.381504076991304,3.1763460876059035,8.269011794698018
4.235628908891743,4.542391059041004,1.3624251135558805,-3.9800895460429295
1.9296161157055525,4.914829172573729,4.776420289908614,-0.6068410061363579
4.973917987639408,2.52036432202124,4.129914986584115,6.895996059838473
3.9537796483592658,2.5462340141923003,3.712266851927513,8.47196151557962
4.194043000390415,2.105173328004401,2.908522699678856,8.5904632493748
2.933523375892616,3.3941462848057866,1.163701358694441,-3.942332047696161
2.4448368139232226,4.58720078975842,1.382831733416288,-2.0956238738074977
2.8475531282369144,2.0153568864158027,2.5607144511084785,4.797557991495034
3.673091747825012,3.867361938861804,2.142969884941064,7.69154402509509
3.460349612476444,4.3961166535705045,3.9492008268912224,10.515042447352927
4.038909519135469,4.103493950654711,1.0874301287201829,-7.702804306612164
4.331253491553857,2.992594043340788,3.1212195046514064,12.958993520223537
1.4166387783297285,4.942123985190886,3.357465903302621,6.838704541324526
2.7256044316508823,2.5187925428649702,2.565830728969523,5.7584035898648
4.029681266482892,2.202914606639493,2.8615178688262883,8.531147657763768
1.5218470451486756,4.315749786555413,4.769677243833136,-0.3760584398105949
2.5423686616038825,4.051413016743103,2.923698211302132,10.056635345283642
2.370621414218743,4.935753333387136,3.3516385829735085,11.443634577828146
3.801223108714236,1.551598080742091,4.39534142785963,1.838766764580132
1.5686957235036534,1.544540478710502,2.3180573263640083,1.646690182762231
2.415653393596722,1.6827608197719592,4.981307843852242,-1.0800182593465135
4.058062151506844,2.5831849007596315,4.3208674005204895,4.000158517448082
2.2179608564426845,1.6307884058429214,1.0649753499670624,-1.752541768891908
1.6850872934729837,1.7201893012126046,4.53570622720247,0.5094844122483113
2.8192184204760173,2.786483991546313,2.0434905593312025,3.576599158812055
2.974567964577476,3.979423176642442,1.733116414499674,1.912967070239176
4.194955039831905,4.651897294678034,1.22909554430907,-6.539114384143939
4.724600227651466,4.635651599347936,2.1142193564331038,11.324637321080427
1.0046048278492097,4.623981225283698,3.015402847145207,4.6083375537601485
4.27853140682517,3.0035525097013056,1.6010038599703926,0.3881317440431929
1.1545182628050203,1.867385321616417,3.550359506452881,1.9783069460724323
3.0915461303633616,3.2263867143987435,4.4897640023672825,2.2022807747145987
3.797633629112496,1.1405929098026166,4.459460314376938,1.0839303018619253
2.406049575520571,4.712749914333282,2.4990617453452724,9.077884400751987
3.845324738184175,3.4314817946916683,1.4175689532341735,-2.013957524385467
4.616440834837187,3.386703662658173,3.1508866412483605,15.633841847874992
4.853326374091491,4.552748649259517,4.424645867827936,6.270591364139084
4.400843620239796,1.974798745027376,3.525274005827216,8.058898640502319
2.1614004832023204,4.174576111288065,3.2614496302265943,8.95819803865531
2.032995510459141,1.9105985899155309,2.277640567558608,2.5225693547128123
3.6662261486589776,2.3493921639740907,2.926502912402619,8.414926443609586
3.4983545063622774,4.881616952921736,1.3338962757474997,-4.0079548793177855
4.63814358502513,2.754550563379419,4.654751448986753,0.7359695100235129
4.585585280685006,4.588469284615035,4.862684468219232,-3.150447784457619
3.1695122334184123,1.5636959315385734,1.5197552831843226,-0.2528574174625223
3.8469285029825033,1.6792943522048382,3.7173208150179935,5.4187277879609
2.63249648000114,2.497746063475521,4.420000532495498,1.8952675050491292
3.4837609923941666,1.7672499871660785,1.5945172453586944,0.1460283280354392
4.329986539238478,2.068463747189797,1.1292679607721094,-3.827273224397126
3.1043290488846416,1.3576414919963855,4.935323517471816,-0.9318088594838072
2.666348156561285,2.0943309794425367,4.736788451062909,-0.136238384648752
4.364910489906616,3.604749094517128,2.0395227521056585,7.108025340461326
1.6585035671361532,1.57678868917117,3.7092283205246153,2.204993760497468
3.475955478326409,1.325946844283581,3.722687160405983,3.852432819502189
4.323283316259115,1.5109371033556709,1.8727774622591784,1.9427591999413976
1.614200833956419,1.8098417884945968,3.06158849366395,2.9121035039648504
1.2070975847730878,3.227009752554887,1.5655583926064147,-0.0204033138688522
4.305843379503028,3.9634103949586494,4.406841815567214,5.133656681774793
1.472333372340842,2.3720163076808403,3.376276963232932,3.39666443303746
3.857971671068889,3.4262250796470357,3.748632553132006,10.856703759376142
1.712357678855552,1.4617065582281836,3.278476374643464,2.479551826616445
3.676832030504453,4.539673185884452,4.793156543558354,-1.3466758660074765
2.9745254026508983,1.823240831990906,4.664793065388606,0.2580283441691291
3.575425753172571,1.3224738391300064,3.3407020845735107,4.634988442339679
3.87113369036938,3.603765268212022,1.0304600742936674,-7.176558001175405
3.642177626839712,4.358184457197295,4.279850113812374,6.653717858325108
3.4349699803161844,3.1992135579117846,1.450421400450883,-1.319632110988761
4.167347975425724,1.975146837945536,3.0404124146484834,8.189027285334362
4.311026833394756,4.591682901629261,2.7212756162320155,18.071915332006093
2.420044060560634,3.344330005559398,1.9044449782369852,2.650537457156973
1.974711816609357,1.802847395742432,1.8730630708884808,1.059789394109628
3.3320936856438004,4.290429834792571,2.812157527439933,13.52734399634495
2.217818191343123,1.1728537387686284,1.5468310688079976,-0.0623318955298838
3.3847653269124467,4.958587090859365,1.2283859325909838,-5.6352549053242535
4.779661258921948,1.103593126720599,1.3039113513326774,-1.3911126818656774
4.015359675761977,1.5546783013634022,2.301871789719953,4.167995873685731
3.730291692522653,4.579615211247662,1.3068432328479913,-4.457011999299665
1.534319912462037,4.480097401743853,3.4285983516208463,6.59273120432304
2.014658229561667,3.176971220059029,3.371554901407935,6.232017762022586
4.109233500190591,2.1492270895829795,4.914661649685705,-1.774249989379196
3.8084704259380495,4.249896896064335,4.635550013011766,1.2424618285409168
2.8006812400136014,1.1376768364384295,1.248557005154456,-1.009064405033019
2.247191433117796,3.0482417252442517,1.183287699664035,-2.5884916274636844
1.0828424693112662,1.738979909518164,2.103526029660072,0.9563715594960762
2.1405522040533054,4.621868695478994,4.448679954663383,2.5788320013236627
3.1320359101377093,4.122495546983629,1.9027261576806784,4.207545397586896
3.208564677846979,1.301586973546914,3.4151670374076115,4.020917745099998
1.6744270812343829,4.651462397562912,1.802821370502619,1.7909639663337338
4.967764610940511,4.976920981673999,3.00570574567354,24.49625393247738
2.193390945296446,4.014753746363837,1.3118471446686288,-2.2548882708371147
1.4756447306117644,4.67074187726681,3.9023791591766983,4.992091463472451
2.6270898223592574,4.211602671930555,3.1056298992446925,11.057104474585843
1.1660094326794257,1.1419522690797583,3.906886973517665,0.960268727590782
4.7900717721239765,2.715846692611085,1.4693418115075598,-1.3175689827191892
4.2775466100575406,3.3094786657271262,1.0984505924066983,-6.440850596594551
3.467363755288187,3.897245847827111,1.3090375858941554,-3.4969349409945423
3.846665672305519,3.7063541578084815,4.624214898477562,1.2554788723442067
1.9744522681596213,2.186682900585656,1.7299970969061498,0.6844496977385263
4.413972558059694,4.642977706186032,2.114938059268328,10.60940298562618
2.189074714072151,3.407662071745911,1.856170652376244,2.100009224112383
1.829016357134316,3.7658425300913274,4.648151548869524,0.4421495523926036
