q,epsilon,r,Volt
2.078750679209606,1.9723977226085143,3.87274292706418,0.0216560566209689
4.771044977549083,3.014152320240537,2.5332840466273034,0.0497226839323832
2.8570823168360047,1.0841501193253325,3.793927222386669,0.0552757280598468
3.0508151342982326,1.4063318850695796,3.254478938509413,0.0530440577695913
2.4256859401504167,3.0180867754344907,4.475905727883655,0.0142893361774597
4.514627725103907,4.545974017648497,3.3009333403812318,0.0239413357350012
3.135319197283672,2.9374537254515927,1.6346015947670285,0.0519623693462823
2.5159883445581945,3.774913709029085,3.73955371587034,0.014183125847678
3.708335362790668,3.505482508911445,4.963080132243043,0.0169617261385752
2.520070873216759,4.826376287353527,1.3360439925741816,0.0311000404325852
4.89726408649558,4.166381123013517,1.807199522755992,0.0517581282058742
3.87378326144874,2.240993154442233,3.664545737220521,0.0375374509596175
2.4812243251981525,4.010126340140305,1.5337098240555131,0.0321036869141442
2.021631434403603,1.2025889168873367,2.6652342904502317,0.0501925810041213
3.341468068534572,2.008211039052958,1.1665358566635131,0.1135063108741051
3.5991359100963822,3.1843095579272704,4.813493218817442,0.0186858448254889
4.149789849191873,1.7988269878749108,3.1569002744811683,0.0581521776310764
3.9840906740851225,1.6885026529635914,4.2566677509104895,0.044111096093665
4.67594849986882,4.813411342771065,3.8902720252506047,0.0198713287337489
4.071042523455204,3.8394415670497,4.516531281147488,0.0186819708402954
3.671889476254672,2.604167897020641,1.0119825847736976,0.1108760426493859
3.7254054863996418,4.860066819510188,3.044713719854547,0.0200343372988209
4.869736649599295,3.5536184644193547,3.550913748498795,0.0307103446511751
3.100648167410186,4.522038376715074,4.17789093983055,0.0130602437569732
4.510810893377423,3.82769212681983,1.6533915177954617,0.0567194554189477
3.2769608196705224,3.689877453672537,4.68119993904259,0.0150970554891813
3.23429826716005,3.4834366383753164,3.094739486189901,0.0238747148085153
4.774694507140385,4.782531681227276,4.142341641272376,0.0191792648138483
1.8787480060269452,4.638330437669702,1.8069790737421545,0.0178379055770028
3.088554096648672,2.323634107043885,1.5233180264136277,0.0694363725300569
3.863882363638501,2.9756046869096946,1.6847500833745053,0.0613342856011977
2.0004962666129065,4.886342332531543,4.110622318502573,0.0079256778403683
3.287364224658309,1.7300195771155766,1.7951322931599625,0.0842345932718496
4.111968963287035,3.030080349394869,1.7024662478143942,0.0634318398619242
2.352311898139364,3.018854020416529,3.3424487906970137,0.0185514630740353
2.735954492201748,4.858740079863306,2.4896130917739967,0.0179987970231846
1.859496269698036,1.35135632510659,2.562288945637436,0.0427353697425714
4.66106329863269,4.100282408410245,2.4245266664292013,0.037310786312322
3.587398557057757,1.303957212926353,3.764573302698185,0.0581554828701708
3.09318862099139,3.0200277469543284,3.578238259969516,0.0227780400204485
4.599865822685724,4.931852482690944,3.232410250417593,0.0229614202006559
3.966897107417114,2.5048320740605483,1.543429975626212,0.0816536354665748
4.701533767728016,3.583173285851421,3.2974527203435726,0.0316652781185293
3.544800464919636,3.1902967890741536,2.610065533738429,0.0338765699848987
1.5527102143596925,1.6515500358847754,2.432724646349772,0.0307535924774022
4.876119896422642,1.4608092810363953,1.4984877851279577,0.1772628735036333
1.809586613807352,2.890373712724815,3.991151122713749,0.0124829531267084
1.7502641194164337,2.2128039017984973,1.4549234950740115,0.0432624031453725
2.7810915074444646,3.1389116642227037,1.3084639057729524,0.0538845889085674
2.8458122853068213,2.008738793950842,4.158174754291917,0.0271125384872531
1.1003279268655577,3.8200494005190295,4.951377861929864,0.004629320209525
2.299575172937489,1.1213571890369085,3.308292599680315,0.0493275859578001
4.476526985037991,1.0186879678516454,2.1465036820323165,0.1629140455699636
3.148364218159153,1.598443348609126,2.4913427138937183,0.0629135774382777
3.1854077011912225,3.277274755676768,4.9190995694112845,0.015723770473227
1.4368819039352516,4.364082555560612,1.972215630828333,0.0132850703109019
1.541043807884409,4.924889329940668,3.0399227323037072,0.0081911730305454
1.903663945362004,4.9070241826656105,3.402471097806792,0.0090733523743137
3.3719427604369723,1.9814350453583585,2.164257950209569,0.0625722062531363
1.018189353945572,4.940517664860654,1.534448875887075,0.0106879350990668
3.391634775611414,3.943617091112313,1.3182789699894149,0.051915513194085
1.5278267988035212,1.6077803826959485,4.603880795601032,0.0164253058010426
1.7753119930785553,4.7708610691375934,2.4019237029322555,0.0123284604199334
2.8010530466380814,1.9015428224841444,1.4506691679515584,0.0808047663249451
4.468163674598272,1.0341627788386505,2.815834010351165,0.1221021346507353
4.629485029993866,3.245986755292656,3.4022777212869757,0.0333584847461787
3.874524370539266,3.1922960287896185,2.1755280266449475,0.0443956779891728
1.3881843888898318,2.781627679356696,1.16053845143417,0.0342199017751874
1.57800651172284,4.252060963380011,2.298639684866522,0.0128477933959778
1.0974347330095466,2.7254709408759137,1.7455800096869345,0.0183564003702078
4.768946880616436,3.649316540264119,2.390422925097439,0.0435037145141132
2.001583088167273,1.2487136485683212,1.8221303433715816,0.0700037749426214
4.128984662505878,4.190532804379291,4.109501440722726,0.0190798529762316
1.697481154612829,3.1782151061544632,2.893445093449756,0.01468914657256
1.826794456494623,1.9709675313653865,4.735056839500823,0.0155766891937761
4.291202701338859,3.364396860033929,4.688371215699981,0.0216491054401719
3.424798452024642,4.241333884136076,2.573752160974629,0.0249664025195195
1.3412706867924595,2.712870004438523,3.5942731312141625,0.0109462788967492
1.8680824118319703,1.9952965308440964,1.434483093636842,0.0519377684540537
1.1298647055309248,3.052999779707444,2.201498602534321,0.0133773900871085
4.339541751787676,4.63877456667397,3.751488106579335,0.0198439062161059
2.0847415193108785,1.7757064522644974,2.356378845813675,0.0396484362994593
2.010883555968094,4.587624575542899,4.493046476554115,0.0077633341070268
3.740263648701497,3.013048181274487,2.86261788595472,0.0345082468019838
3.612858077980912,1.3097581092449095,3.672969858177872,0.059763025751312
2.0146224760019398,2.5937562681978314,2.244719224960103,0.0275354780704651
1.8452658288301371,4.637333602451022,4.014896825880799,0.0078869002226496
2.0298588022221806,4.115287172615529,2.7723137896242283,0.0141583757387787
4.096865339716404,2.1620080875824983,1.877819353064328,0.080302802200341
2.2396186994226004,4.374156736585013,4.4593788226344575,0.0091368293379446
4.469172837796538,1.3602586485578847,3.201181189382378,0.0816743213446049
1.917182128794604,3.0609301433792,1.068787996387695,0.0466346285802043
4.696932779856326,1.7485157632647188,1.282988336823926,0.1666142799145689
1.9796612396581013,1.896956217539536,1.7089090161304372,0.0485964749077622
4.925957061309736,1.1836035618507457,4.146564159480644,0.079870445130103
4.146334764974368,1.8341162773927409,3.6784395963576753,0.0489062096203697
3.065731049675422,2.062461338467324,1.5082030225815668,0.0784293408911133
2.087271885427061,4.19434694353691,2.5630772792664334,0.0154505202466124
2.880961587357606,4.477653835931097,4.668247551426383,0.0109678931300787
4.701509639360237,2.9280211655063093,3.821871308822358,0.0334331422255943
4.307726618033912,1.9448942672833016,3.4103640792993137,0.051682263771213
4.293159673280125,3.0373124927487907,1.8640431756729037,0.0603422824527272
3.2101140773173094,3.706572477669368,1.929703555717453,0.0357147412759466
3.868976633829893,2.910494014577773,2.241010574430522,0.0472036548906969
4.613779805885401,3.108794521947649,4.209711229785235,0.0280545092384905
4.935871036192912,2.8471353883639376,4.524377427211073,0.0304920760016408
1.4677294909721064,2.0766203270733774,2.906587329315657,0.0193506554324249
2.605508478396549,2.7771782427692155,3.1011484395836857,0.0240744468790655
1.5653838049162396,2.7637685517464696,4.9355172151827045,0.0091322255762671
2.482102683525196,2.553023001911438,2.9903238212030816,0.0258724128031472
1.9193279418797724,1.6501812862938294,3.71750539382048,0.0248975181016544
4.891779964005577,2.7235563433871923,3.853020796028108,0.0370953380099857
1.4063779030273276,2.637932100447688,1.5539148377139598,0.0273024326073144
1.4556523491637967,1.2250566628976285,4.955694473205316,0.0190803835827961
4.865237681130827,2.9654020243731134,1.0829961708407456,0.1205545751483278
4.655810705699057,4.44977234068018,3.8060086681663146,0.0218765022414277
4.303871769554131,4.050160091346666,4.076513458271386,0.0207438034570227
4.462010627038557,3.2016174031633087,1.8319264506899944,0.0605401190857405
4.407568506452146,1.885835380037021,1.9088774271110196,0.0974332940625905
4.568621002177833,2.912828247452088,3.123806545472717,0.0399554714782541
2.020286055730253,1.8694049071199088,3.43167096566165,0.0250607453554481
2.0300022233018327,1.6179641515771448,4.444483840106188,0.0224644827408473
4.537868467166781,2.9124508420984454,2.413750924733796,0.0513678019422788
3.838131197434024,4.61384969166048,4.009360860949848,0.016510923428888
3.5427038883621145,1.8946744278491336,2.16060358477257,0.0688676564195305
4.389326904870141,4.992384346489261,1.8640881202706487,0.037533028755983
2.7860027293266016,2.358380021931468,3.972086563823415,0.0236667804384768
2.022639025480897,2.834052447846722,2.7793096054000186,0.0204344854691216
1.0305897921088487,2.761635842200908,2.1559119278600574,0.0137745857369261
3.318722339558996,2.6793802316175213,3.740704426752196,0.0263495566489893
4.271915467544573,3.715421742027573,1.5544768857835538,0.0588600191946851
1.7182638424496757,4.045369984569261,1.5101823982012812,0.0223816621290117
3.2738086027930726,3.173048705195704,1.0938732536378146,0.0750584651924069
2.33343994774196,1.940667573238524,2.96645626757089,0.0322550459618015
2.344462566328663,3.880660691133763,4.885575927377763,0.009840382958257
2.4152897166716443,1.3612896479988263,2.4695131093611806,0.0571738569119504
3.957335154923121,3.3135628809232784,3.230626430657137,0.0294178555230338
1.1891391282226746,4.967486706191055,4.980246680880457,0.0038250334497478
3.2191587555546337,1.7935221448133825,3.4922954681273666,0.0408991994275164
3.3226844359344394,4.409686755585398,1.1176766662387134,0.053648218963915
3.736127036968633,2.7551286049179144,2.665898659373952,0.0404786722547359
4.923951184407118,3.4679316853308,4.594018280811549,0.0245946486025606
3.310812394290432,2.17816533173019,1.351528967275065,0.089497006355828
1.2277315225732894,1.3621804544929792,4.18038342752666,0.0171570564769471
4.316535591511787,3.3661812703455167,4.678617141993184,0.0218107427406281
1.939566905400816,1.0547796058717949,3.653895157010706,0.0400476553979756
4.423424454514067,3.7475797375459887,4.714832935361792,0.0199219368811947
4.102214480157675,4.313667503652359,2.454962221123038,0.0308259890109466
1.436642919419386,2.717878112909757,4.213411083072202,0.0099833239346631
3.5642122741400604,4.684897045530035,1.6694954025153304,0.0362633915009011
2.995561147513815,3.221073663378317,3.3292428401544574,0.0222291160832858
2.5313048156310565,4.34425002316055,3.6406318533093,0.0127362919187971
4.378782317346253,1.2660464956902815,1.63714023131631,0.1681155768295494
1.30208375902403,4.04899259655221,1.8957998459882253,0.0134986268356641
1.113307998649359,1.0622540732763135,3.0762297251403043,0.0271117964860466
4.957025524527728,4.049984174660233,1.063861867772649,0.0915530300362598
2.8285144807133333,4.707504397111729,2.446281262665339,0.0195457085784398
3.34448201066904,3.64099647480004,1.9107387567658924,0.0382558123990416
1.7509081585301352,3.475671710588914,2.509497267839158,0.0159745276753714
1.2075288264694048,1.4267972841510592,3.230174193127304,0.0208496815456359
2.8926388197719564,3.2610292335482765,4.334669651425381,0.0162844707706949
3.822114933572597,1.6596416180367557,1.811799897418408,0.1011508020617534
2.086198647711034,2.081761931463382,4.67966588485871,0.0170411887319577
3.988258725021491,4.793285971504323,4.785696599588085,0.0138355031560965
4.028180732750496,3.667562125820453,2.4936905462672945,0.0350492755507179
2.172261221549811,3.5776707621204644,1.9946557577227255,0.0242233307208427
1.024008260438133,2.1855114468678174,1.082866166594135,0.0344322755986786
2.0330345712995563,3.030402383886158,3.493188375790248,0.015283140107307
3.404084412504349,2.2162869072021283,2.1731656893269404,0.0562434090459871
3.283643785351352,2.015420227272548,3.394805063889092,0.0381914123989655
4.408759632159106,2.2667821512036626,3.1462782057746708,0.0491925857385021
2.7269416524368704,3.1533200331771303,2.5151162045638134,0.0273614983563357
1.579070692401077,4.909986261769783,2.6717916205760925,0.009578750222506
1.3349437814468734,1.6938821085299058,3.6028649602179312,0.017406920555079
2.34100195975591,2.521352492506747,1.9354600754705324,0.0381745679498166
1.1356313826075848,3.949867047889757,4.737016037424862,0.0048299227967507
4.009494776335341,4.127037541520345,3.495837156074819,0.0221151645185901
1.3245473616355574,2.768291087588266,3.3034740396178885,0.0115259033926635
2.8071648912590104,2.785164589080576,2.000948175730458,0.0400840277470447
2.3758090395268816,1.9009617870077304,1.844558530003004,0.0539182563415306
2.2977137390990463,3.121617839036696,4.31075228560967,0.0135879285967379
2.7403010657758484,1.347109681054854,4.6865592766816375,0.0345407166391247
4.723061688913466,4.00650614412709,2.1771398292310287,0.0430885240373727
3.0999976389727117,2.363227344339944,4.154330471248642,0.0251272496586149
1.5182075155262575,2.876296519330129,1.2940537014202018,0.032459013601632
4.579134711571764,3.9003861960087742,4.882728754467873,0.0191338932324656
3.986986829880648,4.962805729685778,2.8969557186035804,0.0220681438001292
3.432888294095201,2.5307037759742266,2.8503725904527077,0.0378710077181788
1.646271429843274,3.4814023444170603,3.263203344884381,0.0115316969937037
4.319796660367588,3.482742233107927,4.887737691548292,0.0201940867344321
3.842539058037425,4.044450624607643,4.90557761561792,0.0154119906656926
2.919948758646819,2.0424952793795077,3.444664652649964,0.0330261049111424
2.843741629069785,4.94791003537952,2.742210965092501,0.0166785239894421
1.605876700743357,1.260095076410741,3.829045699481653,0.0264855178492135
4.3899423661351324,2.3874023859337417,2.4580092411408003,0.0595305396768173
1.5556249298233171,2.234975905552405,2.7424884929492186,0.0201965584517032
4.842509437576346,3.7027299958364703,2.8600029756489214,0.0363891643506807
3.0227427291808486,3.202726155956793,3.632138741118456,0.0206780263858529
1.6946877923211394,2.423787604033652,4.817810831631056,0.0115487647097162
1.3037837643520709,3.967352823446008,3.5215073473606315,0.0074261938382656
3.531145026949886,2.397339573994125,3.681923383443627,0.0318347459984847
4.213222246277787,1.4337873954187623,4.3688683634669,0.0535242742289854
4.805422570164563,2.1975943787234726,4.746071203492194,0.0366640076474084
4.143013419296157,1.8690235838126823,4.887350721753998,0.0360926017023917
4.08331327727292,2.451266193143703,4.39124131599336,0.0301873546660842
1.3337745700743162,1.182297441196757,3.8267353107595774,0.0234594267386934
4.197206103180483,3.1111179530293653,4.689666770817027,0.0228924339657919
2.853901975917616,2.9261951799252,4.269066080275149,0.0181799640584616
4.531518410281476,2.0549681353182723,4.464094505113978,0.0393093092728624
2.6345328763140943,1.1481742884698956,4.754527687304175,0.0384041856433111
1.5353767414041115,2.4551150422886434,1.4383862114251609,0.0345985369984275
4.881695599053455,4.091853706637692,1.4625093316736564,0.0649145554258842
2.9899042672360583,4.586693156046551,3.7706072359004814,0.0137574022280365
3.1884677182462453,3.93557836710827,4.576288854260602,0.0140880267109137
2.567436632091889,1.8509007022902213,1.6373759979781854,0.0674152779333459
3.3668348418637946,4.790374707121771,1.327996396866005,0.0421158496382155
4.697230763437462,4.594824182334039,4.19481996259894,0.0193932148269083
1.9370020765597145,1.9511015473005184,4.5471683881035565,0.0173739797865183
4.743074199102606,1.9653166911578743,4.853247433311486,0.0395717337668247
1.296620404813249,1.1708141496138125,4.724543524594326,0.0186532783578284
4.402684093741264,4.270878043547492,4.734927159454273,0.0173251573668263
4.710434306693847,4.925338378053837,4.967279803691399,0.0153213273122449
2.196604173531381,1.3763545789394571,2.4235784789006503,0.0524028033865148
1.5671645280081823,1.126632197960677,3.765092223422245,0.0293999743735307
4.217610043778128,1.9968398797730664,2.73139555616466,0.0615359229406384
3.305667270106869,3.222280271797125,3.5672309233725668,0.0228852013205799
2.890845929938835,3.731210242700533,2.165842815678895,0.0284667853334843
2.791041892468503,3.938088847206679,1.1600822322908368,0.0486163338707546
4.157543628386388,3.814254962277911,2.01111023630968,0.0431301883636438
3.26579446118201,4.31278251330829,3.7345079112055535,0.0161357086069848
4.215316955187643,3.918898491165274,1.988381161059988,0.0430483705362769
4.349892708883397,4.9906318863121655,1.1585258263878155,0.0598697471923475
1.3767900917125693,2.240166564410679,3.030752024185952,0.0161371617838403
3.990410924643828,1.4857983496962572,2.684517746350412,0.0796125630529555
1.8823966020805925,3.402803233443682,1.781916899088862,0.0247045520095756
1.5309051268549014,3.772588504918763,3.704061257924602,0.008718079316426
4.1215212824406375,4.3223817584835285,3.1919506059217624,0.0237721465449542
3.286401870766132,1.3354468211392485,1.1603417682049475,0.1687711776707369
1.4372782621557607,3.6582344587030695,4.840827967244952,0.0064586211128388
3.0317250125668966,2.77274431572245,2.1859968602410507,0.0398034379700221
4.504968804684381,3.4435286755378858,3.235687445963665,0.0321744888580952
4.999191672676844,2.6927726558705363,2.651364239084236,0.0557212488329641
1.1334159084644866,1.589723587612089,2.405007649124484,0.023590728904299
4.877192107235528,3.3683135829800963,1.337406824199446,0.0861556863978321
3.913587929884311,4.676486487170781,3.2093973807579004,0.0207501888810127
2.1485561038332555,4.0379462904907575,4.363376863329684,0.0097040622123705
1.038444632972821,3.3876473798716145,2.791835161300249,0.008737466248875
1.3366303551756622,3.3550314452324246,2.4950990689902874,0.0127062403654025
1.802840372248295,3.469294309477405,2.9244348636412547,0.0141404852940415
1.0277743685378722,2.770978737812866,1.6333566199961362,0.0180706472476231
1.2396195931424838,2.006635889855456,4.02137261617057,0.0122246286720594
2.3060244662246,1.6084854898570118,4.420982706391752,0.0258058449245748
2.410932224893817,2.721584379935879,1.00897190070619,0.0698673486088569
4.798570673582094,4.377086867275169,2.7591458247379723,0.0316185690727326
1.634455858282306,1.748701655553492,1.968994112058553,0.0377748887005659
2.427840202109216,4.9297682204517335,4.834485714743753,0.0081065012200008
2.239514652860899,1.3350875435218952,2.725999044488824,0.0489675754440634
4.221049801028967,1.6823429614513763,1.6475254343730987,0.1211892083862845
3.0244471806022357,1.634783772336382,1.3657463871848257,0.1077967734697994
4.576808582176115,3.408798811982097,2.2273508062796035,0.0479692459611793
1.0803895051643382,4.772653770470432,2.5758561362901675,0.0069934095022141
2.958604619286099,1.185573349979654,4.471546523046621,0.0444110340177503
1.3882663992032471,3.5834331657645246,3.4299016584553885,0.0089883913112223
2.280086476081435,2.4236710365951244,4.828017847512033,0.0155059691221723
4.293896031573025,4.529698602776653,1.1195125252645783,0.0673819224981019
4.821327780279765,2.9602057504881407,4.544482872587901,0.0285200593705121
3.746482407574892,2.283629810907458,1.357818109210139,0.0961493900028945
2.914316916994218,2.956757850777564,3.4690389159463324,0.0226100739527709
2.6962972875382887,3.5474356021092674,1.0895622587376534,0.0555125706830276
3.656542215543535,4.579554024527629,4.90006856213268,0.0129668767924589
1.1786918034901437,3.911661083690317,3.210205510510794,0.0074695827733745
2.0009752287249056,1.0791106959306536,3.776414395735415,0.0390738501431995
3.839516602207624,3.3209246169836297,3.645439867749824,0.025238162335544
1.9258185911662904,1.8657217715734653,2.068365396859188,0.0397128785747852
3.235270150043823,3.996567887375038,3.750855427137071,0.0171744630211419
4.493482699812329,2.151191211997161,4.082473655401731,0.0407165342339413
4.250123800845098,2.871494859589708,3.4835655518927897,0.0338111300541465
2.851103308160109,3.57804625556334,3.805496834429496,0.0166627153123383
2.3697433117710163,4.365666454891086,2.835885993655264,0.0152318313620139
3.287213073459555,3.812525103802862,1.654360776451001,0.041473917046073
2.058812681502041,2.362978064200495,1.2432498365402194,0.0557684879719451
2.2056187600192185,2.117395992866184,1.9313684658639756,0.0429193721191215
2.60510223775154,1.568589376779952,2.1958021461323933,0.0601883493765967
1.7717514855203855,2.809809821620095,1.2279151177372394,0.0408646392172603
4.715062987463668,2.2180340616908416,3.3270757364438075,0.0508448226024776
1.397877131930287,1.488793187167854,2.2534818868395057,0.0331566535830008
1.5149046556113483,1.7710238537010738,2.950760104060822,0.0230683813708749
2.876488265143799,2.057018400137929,4.538185022826728,0.0245206719925415
1.9903227798859864,1.2518537604229492,3.078264021573428,0.0411011700199082
2.68738998037449,3.4965312944716453,4.588733219966718,0.0133287861655871
4.259178696265708,2.097566839464977,2.0463966581471507,0.0789605874939964
