sigma,theta,f
2.7448119938990816,2.372642299191482,0.1000331909011439
1.1706160327383015,2.4188656367366184,0.0403039876505101
1.6691930664611978,1.5547698929445235,0.1548840654734154
2.5063174085219915,2.006311917832148,0.1155381258567396
1.0633422132519066,2.6643287236826105,0.016254024750132
2.682102657932287,1.8416675109162368,0.1175038540191348
1.3504753591193288,1.702841066912571,0.1334064890343972
2.80150921065564,1.5274356824577564,0.1227348899065595
2.084643369670043,1.634658201739354,0.1407209628948735
2.001272287038952,1.656667550667991,0.14151437013257
2.219971778344912,1.8150887061794416,0.1286470658837449
1.5164283761826902,2.055333075505485,0.1049973056234019
2.782027330579917,2.051167195105596,0.1092716404162329
1.9714616865046888,1.4632528396650362,0.1536378629890408
1.21943457456265,2.725146762223504,0.0269328721086012
1.495385406899124,2.2633908554372546,0.0848567965800694
2.918068528732888,1.8521515303970857,0.1117720068518975
2.4007144430374185,1.5974388086791982,0.1331759039794075
1.439502327640248,2.7337144451605777,0.0456629616176275
1.5993114211504549,2.5840423378569444,0.0676241449864034
2.1379925293554907,1.1535254998540991,0.1613215350368677
1.7876545216838644,2.415566323805905,0.0895659678128101
2.6469435275526654,2.60410859923606,0.0928943666232394
2.1865839591530043,1.689725422773647,0.1353535027750741
2.125331934867545,1.1210229355807677,0.1633316634129775
2.968614083809612,2.7305498547175304,0.0880319442032034
1.5196267539089836,2.0481602092759688,0.1058542480398546
2.700458129696443,1.707715404626695,0.1209579723471993
1.918587008297233,2.5561443810213675,0.0856019910520962
2.126112101431575,2.146675186683355,0.1127083245838592
2.716542788691073,1.4974257264778683,0.1261576510023013
2.32510795746442,2.333074540122527,0.1037120258873436
2.1303626341104147,2.6661571589700954,0.0855750283520616
1.8515734406322717,1.1097672979344682,0.1800369463650226
1.068975868563611,2.723632883628628,0.0145304153402475
2.804688527123885,1.0661326353088671,0.1323270740798317
1.9600953888395327,2.076384449303021,0.1161329224708254
2.830077404582022,1.0127098467535742,0.1322228278316868
1.677497970240598,1.17825611687033,0.1858311032818096
1.6892388360176338,2.1816151085989537,0.1025736172661501
2.8774349545936904,1.5484973534479691,0.119954644142823
1.3660472382613196,2.6941760691485204,0.041763621909414
1.1572022047449504,2.191665861263827,0.0573582384110806
1.049027906610861,1.929529127023487,0.0700598040833663
2.1384292530026308,1.9854887963741563,0.1212321889092283
1.4415663600766964,2.4503368273343176,0.0652659768874842
1.97715940459671,1.993005610103558,0.121402178818299
2.9284536979264004,1.8092251313238008,0.112561328231699
2.11851507914862,2.9332452834359817,0.0722098085721413
1.0866923866800346,1.359040870290474,0.1679474434277507
2.0260053502165616,1.963008407162719,0.1231448666358964
2.782656477952657,2.8641426578185656,0.0844110527077765
1.5895060748998084,2.4143945334437857,0.0791840764887308
2.6727951622410693,1.9578648664895832,0.1141373098266346
2.5864602194055166,2.4376630716355976,0.0989288564004802
1.0435266204303155,2.6420765610464603,0.015502807020753
1.0430827482512484,2.0648813409520184,0.0539058039967397
1.5274297122741969,2.313404398967629,0.0829521612504279
2.7742591627542392,2.1189403405822524,0.107420223701947
1.804925119069388,1.4740297990957818,0.1583522482372061
1.7867716997844902,2.8133655938892628,0.0646377567045501
1.8172345675888564,1.2436268899139702,0.1737004907349258
2.898808963277559,1.1683596930927012,0.1268864859686644
2.1860291268417265,2.534857594792781,0.0931700877795692
2.3280390927694423,1.0147534688390556,0.1558343023083541
2.546063163140839,1.5846608879884052,0.1290990209839647
1.9037429964293755,1.516454919260064,0.1525873090028347
2.628962270112652,2.1437826712178456,0.108825929738931
2.049195027271958,1.130468036125545,0.1672020346898981
2.388459676420859,2.0876261527539546,0.1139989166032129
2.159504053364424,1.753769270483344,0.1328434545228361
1.7909970919076252,1.4155201436251774,0.1629942978139724
1.979802418579068,2.2913286303387617,0.1031400392328614
2.2227178702366057,2.5419140340956727,0.0933325024983328
2.147450393798908,1.5718284765825177,0.142118232288602
2.8993932573070875,2.0566681344579667,0.1069894863398469
1.597538413795033,2.3733424454304304,0.0828318371048283
1.3978125048260277,2.8077152643931003,0.0379614814538493
2.428475596517069,2.9494105116714606,0.0785734954063044
2.708017988288879,2.5953136039087576,0.0930700522328962
1.2515401981965395,1.1679844963469834,0.2062265850619552
2.166872052741893,1.8166668920735456,0.129552957737192
1.3721586299157722,1.6810236213141665,0.1372773959219941
1.0439972524385095,2.995334602665289,0.0062331807183447
2.364874666841708,1.4865089041176798,0.1384537561050544
2.5078642432496787,2.232281258163953,0.1070434836821078
2.477970031916364,2.077750337820244,0.1132780310157933
2.8910979005838984,2.61518264612602,0.0916578424810938
1.709731193365949,2.793558580583105,0.0614140399217367
2.447279116961887,1.771744903911887,0.1254336709892625
1.9385669928607128,2.4077713472489317,0.0951581390429538
2.45325305029798,2.199401581187977,0.1088013447341728
2.62462589232627,1.8163857360607325,0.1196305502699003
2.519950178773936,2.183168875638396,0.1087762480692188
2.072597287405033,2.5616648846001944,0.0896761794220911
2.435167164097993,2.645926383764864,0.0907862549489019
1.5521326863518168,2.4911336809827813,0.0708960664765139
2.5771200156883127,1.919746705033692,0.1172949595815258
2.570235466796553,2.691435953145062,0.0897072877791092
2.9417139095446743,1.2431900670635934,0.1240302967705245
2.8974268588701277,1.386044749541529,0.1228021255470049
2.1498239950073583,1.6688995400986446,0.1372924211803884
1.8185721177661616,2.999991480044093,0.0562669353426262
2.4097809060193125,1.8447928306367725,0.1235013711375252
1.6054814021515935,1.430224131815182,0.16710072308123
1.557861422546997,1.8913600908524344,0.1225493856765771
1.903992432051116,2.3776747478076192,0.0960754093675127
1.4013628882660405,2.516678422836451,0.0567570848447665
2.06715558883588,2.7316620069869493,0.0806013851982801
2.0547280115779847,2.752088352359311,0.0791770459439474
2.6259191389020806,1.5275815080064226,0.1282754151287473
1.3571115950960566,2.6729835211832307,0.0422570866369032
1.937309321395181,1.527093999391355,0.150934144549396
2.288566374531235,1.7199504968994028,0.1314313340957746
2.7997655003500306,1.3944462704401492,0.1258700566060275
2.9589625613383683,1.047456484632322,0.12663665103194
2.3581637102195256,1.5510920288255543,0.1362665971773039
2.1229068737020897,2.474746985224856,0.0952553620594296
1.0460155732844856,2.4983032643482623,0.0220123127520062
2.74999954642724,2.032805307259486,0.1103885221402604
1.2143724405281,2.3565883405081047,0.0499819327541359
1.0075427879672323,1.9195964165226664,0.0644803014112466
2.242132120325555,1.6779021098399378,0.1344745262206464
2.047903761959688,1.120251736030918,0.1677345396748469
2.0634137751640216,1.553422003267193,0.1456301741121839
2.2422392763161065,2.8182358705486448,0.0807584285476903
2.9614853078157344,1.1890497211198685,0.1242782337395628
2.1761168831657463,1.185209437927728,0.158057051215177
2.8952041784570355,2.409329390584758,0.0974656296531915
2.444324547707728,1.054476701248895,0.1487096587477526
2.629690535092025,2.423736095561747,0.0992064009615753
1.6808005001776924,2.3023198169273726,0.0928888607928601
2.2152085929756966,2.177138321436602,0.1111086287263652
2.7012973857610554,2.0756892976735,0.1099319756720581
1.2890818019815982,1.7153974716811238,0.127675063841349
1.7875340571436835,1.4465747813900256,0.1608594658186043
2.397675886861172,1.994274721566377,0.1177319134814918
1.1629588557813384,1.0178326028186897,0.2338905902721699
2.3243576699354582,1.857377225916141,0.1247233957406179
2.545643272021504,2.0190883557946355,0.1144211977821251
1.4273048283011494,1.913945536838055,0.1137444544933388
1.6413876355748689,1.277017146631493,0.1795806510017199
2.99609508039227,1.6502421094217274,0.1144133677302441
2.7223644062962444,2.133450166767478,0.10779619554759
1.079129500314976,1.5168993747128428,0.1376492443533928
1.805100484887048,2.2246667804856064,0.1034154113591568
1.8952088836473864,1.842636273091015,0.1312157194805837
2.3533230796872893,2.5955961211653213,0.0922719065769686
2.961095317122959,1.333163373571458,0.1217421869705778
1.4870958009694608,1.386691233202767,0.1736826152073909
1.9004401687756176,1.3644701953660665,0.1622253696690977
1.4325230384636638,2.587800223691977,0.0544740671814322
2.308183474018707,2.6853737993674054,0.087846363457028
1.8961027148772536,2.620544388746327,0.080960314966201
2.9866459617685743,2.691573742176389,0.0889952043745306
1.7801214791552296,1.0182221234497444,0.1902892918503298
1.62162353128804,1.2148603024288325,0.1858177472905873
2.233480029096841,2.573082042141103,0.0919868392553047
2.561867210981686,2.4591279340107963,0.0982366650556303
2.609271992066735,1.5993652033121075,0.1267084576525108
2.5383371746159287,1.1931844588703038,0.1407276973144622
2.5708742393844144,2.1154302869469177,0.1106126013972362
1.990043876071198,1.580248284213615,0.1462592647694883
2.996742993580882,1.4853423765500222,0.1177372143899124
1.7273010231197423,2.9923150894722714,0.0515067651284865
2.757364913134068,1.7355687405533615,0.1186822883901576
1.2562348871963314,2.8053870072628504,0.026237032845592
1.8915058302411571,1.2353555060915686,0.1704035057759331
1.0837077572524951,2.278221762834065,0.0403950200635245
1.7079111213454647,1.6720706968458894,0.1446490482212273
1.081241739380623,1.1030705331804005,0.2192722661091534
1.2083924165650748,2.5588664679839304,0.0350738321629702
1.3266766854083052,1.6499395306126514,0.1387661388821936
2.641859710635915,1.9678240611723885,0.1144253965545715
1.1469906378037218,2.1857701728386605,0.0565944943738032
1.7094574519147157,1.4674290660520404,0.1614507212042661
2.4525774993843426,1.9816189178856185,0.1173623573102106
1.2051400875711356,1.1485737733539805,0.2101994635839021
1.8165585086317988,1.207277003114626,0.1760959877056722
1.5767497882093031,1.7304526436073346,0.1385483058058121
2.9586056113154333,2.374392793524112,0.0977159907530928
2.290848576450705,1.7941940356224917,0.1281488950391197
1.511298576759814,1.609882099168933,0.1496783913650715
2.7760011471740214,1.5325215832221588,0.1233985909447885
1.1052116545438342,2.7081816626838253,0.0179324881639021
2.0601723057128165,2.272610799414042,0.105382198006497
1.3882476268565869,1.5616943323759536,0.1526320715986132
1.3795432671653791,2.686819508210272,0.0434000972504596
2.792947781606659,2.836460761144859,0.0852866728733072
2.884685201168552,1.8410078299000368,0.1128151866861716
1.9089651865157935,1.0095224628012034,0.1817121121713509
2.642571606753349,1.036994376705463,0.1397797558944973
1.3158561362523222,2.955523004833869,0.0243342121746529
2.283028333232907,2.5453529174263627,0.0938605999567029
2.093595655701032,1.754024396529618,0.1341522493799249
1.3847665721454974,2.7650756722593286,0.0392408323912596
2.584676448456311,2.9450359840806977,0.080646523955524
1.5334933110071416,1.842063322089863,0.1264444747995002
1.584771787751716,2.5201888825879557,0.0710883332304075
1.075100346236605,1.5516766540638878,0.1309566486844863
2.960671505089931,1.6442153244473212,0.1154910030015854
2.6354434619451546,1.7330755932744502,0.1219418646410295
2.540438740519076,2.4641420358242803,0.0981073066199491
2.039459753894878,2.3366434726800325,0.1014735538440493
2.510094495770189,1.3621215049154258,0.1371750415521279
2.0007262839844038,1.5052958882977727,0.1502458008868225
2.841583648360536,2.0296415715743104,0.1087844637116402
1.2089829367495344,2.0704463765275185,0.0761435051348827
1.4438471209267731,2.5526017562940364,0.0579013362690595
1.511228038829003,1.1701753932349976,0.1956070418741659
1.1632291889101964,1.4320992873521057,0.1607358918998082
2.400423253417003,1.3936557147721471,0.1404189916845033
2.607702835527732,1.6912364807532685,0.1239695303809167
1.541899770598275,2.352200300158988,0.0808175778499199
2.0552095085935407,2.813263156178176,0.0760636663225352
2.7116777216431998,1.6535151569668387,0.1221605325304227
2.283538917201172,2.4268262371653835,0.0993226634881317
2.723368426826175,2.7573641017038524,0.0877407440879384
2.6892423489743287,2.0114426236270733,0.1121498612031647
2.2598207794679936,2.102003833660862,0.1145405312684216
1.761449377390894,2.3027018981885323,0.0963698559608849
2.7645730034225613,2.602411222996841,0.0926535534574464
2.59087154978826,2.410206997128049,0.0998952752982138
2.0504569768014003,2.873660105076936,0.0728710009162577
2.021047711610348,2.8016945868961614,0.0755159863149589
1.8994295081538837,1.5450562448962233,0.1508713622109575
1.013629382611224,2.5099213136997145,0.0183487969504442
1.347624879135538,2.682091299528841,0.0408519171678403
1.285832176614704,1.2802485621505666,0.1889993571220464
1.1347921311300957,1.699931771309127,0.1144740185878507
2.5604531565602757,2.888167251754424,0.0824713550552122
1.7411630184239442,1.886275254570811,0.1274148588967972
2.143478834544406,1.86931239890204,0.127244917221899
2.5864737865333414,1.4652893688828357,0.1313740716120541
2.613168494327733,2.434117141142375,0.0989312070930541
1.2863892844285931,2.204552706126845,0.0714147074754298
2.215290622669551,1.7150405554831378,0.1334535410639169
2.444929702270347,1.94877023512992,0.1187645906825699
1.5966075343432766,1.685171359488462,0.1431548905348692
1.6577678109138403,2.705382969126024,0.0635435421829832
2.0996292319021275,1.2367269102215133,0.1597456346728069
2.263472973789496,2.1545477646087425,0.1120428657679216
2.68745035347306,1.2718478441252414,0.1327196405419136
1.958361089052878,2.2175243203305097,0.1072985881922458
1.0969743156150982,1.809677678795817,0.09327081127618
1.4305215608177575,2.6722466035078325,0.0487167749482353
2.826631647683284,1.1484269526755269,0.1299560013072149
2.301522850027606,2.691271997164685,0.0874933689230644
1.0070097563897862,2.447784956514292,0.0206469650754355
1.8555163696228187,1.4050941028344686,0.1614084603411643
1.678377318025669,1.771556858162765,0.1361736026585834
1.978245848329582,2.9584988572672457,0.0659120823371294
1.754239619823762,2.377654570537749,0.0907636587837304
1.7407710159826202,2.724486696654865,0.0673372945494842
1.981639888086988,2.151674313263769,0.1116541190514647
2.6844476574518383,2.127407465723091,0.1085617066547539
2.6192709537258425,1.9331929682096516,0.11599540111048
2.0965065284539026,2.1776482899634377,0.1109513760184883
1.212850806308061,2.959634013632825,0.0167514315842683
1.6229928058314278,1.6980568224824155,0.1421986426911589
1.7627368808039123,1.383318140808336,0.1663390539830203
1.0558021222589549,2.88899842446713,0.0089426214662375
2.037108559349133,1.1068290785037231,0.1689629965169652
2.016931480698827,2.013227176349404,0.1201900663113717
1.5997466792096369,2.7347136261036447,0.0578488346591646
1.6329956206144949,1.4463463130884937,0.1650365944723184
2.32133163560911,2.12995592757545,0.1128116477641018
2.459436924677595,2.709387066613249,0.08841937109329
1.880873623032444,1.0685588050188186,0.1804946537593632
1.92606694767568,1.3681279550673202,0.1609442315159908
2.4808588708887465,1.4002004688421084,0.137131099629032
2.8813954413212866,2.154958744228802,0.1046764762653995
2.8275541292819497,1.6929115658348517,0.1179395495990644
1.3180420565319029,1.712996544657152,0.130076299584652
2.531224389082573,1.7175187192126342,0.125199722937295
1.3272781495981596,1.263281870078112,0.1910891709377655
2.091073961984838,1.1297976701852832,0.1648736441736042
2.022002996716564,1.0144386913556926,0.1739689353405598
1.3575238010391333,1.415974648009454,0.1705742234248157
2.662043769780193,1.721909952930294,0.1215740029700983
2.4060894318987627,1.781031223675118,0.1260719096755087
2.4875632247963084,2.6491657199546967,0.0909617229367397
2.945897930205768,2.4890235014280706,0.094771167359003
1.3886530109126063,2.498878584710435,0.0569051388600991
1.6162475923076065,2.4461149870120757,0.0785267543941159
2.675263637940928,1.6781526626532126,0.1224895351732376
2.605006659603254,1.2349898098827856,0.1368662386978487
2.1957597926157395,1.0917463390180475,0.1605621978325206
2.7490803916702253,1.2945707708008214,0.1298879235770956
2.223353826777095,2.5947898409673984,0.090811334808145
1.0962879442967886,1.8015244780532205,0.0943185298599522
1.222396907938804,2.557553625770515,0.0365711213926811
1.5098288999019276,1.3670114219155525,0.1753770864023005
2.8208338501233543,1.2694394863669272,0.1278073385586072
1.3798751484685814,2.5048030559792696,0.0556608806822911
1.700503192649478,2.0185286074539306,0.1159763373527629
1.215647276106899,1.574700780170362,0.1418203887261644
1.987677051075662,1.6821091809496995,0.1402974221257176
1.9016412859117489,2.511454154709089,0.087707319599179
1.203984964111934,2.785243340392391,0.0228140528665851
1.126050481540802,2.5662938083860443,0.0263938168051998
1.6868868331277047,1.0264937315115532,0.1965245914299241
1.8905105976285357,2.9424176753741333,0.062850387644572
1.6871478343296562,1.4856667561093306,0.1604636969248356
1.573418047570635,1.4373750935892915,0.1670497651676692
2.7421610257842177,1.7080014045117569,0.1198317694472224
2.301933506402236,1.034913928085391,0.156648454346513
2.321962656023113,2.8123931451210424,0.0825071161158736
1.6756396140096854,2.391704665349745,0.0859679391056743
2.6033072159380817,1.3678642748927743,0.1334856567384539
2.0243767273374864,2.5191054548041625,0.090858830971738
2.9228923417566763,1.1020582570322406,0.1271238872600213
2.005261307689355,1.841479005011638,0.1305012945535643
2.1536984964867667,2.6153709227178714,0.0886141790244877
1.543638059067514,1.1780852773917454,0.19314615000028
2.0784255605854254,1.1888051775904895,0.1629802468538591
1.099864049505257,1.1711871338266655,0.20575381973943
1.802016636603983,2.176765135704369,0.1067325233686681
2.110150159481252,1.4900654343262147,0.1473394998313275
1.982536841674316,1.0161634527429029,0.1764578551703668
2.645157638212094,1.6618799938516362,0.123806872426377
2.6487837979412223,1.2467323869633573,0.1348207099611664
2.126153154853121,2.016581624827776,0.1196666071799663
2.38530026985817,2.1010084525886867,0.1134740442543232
1.4386753579928149,1.2433138979946086,0.1908841551052479
2.805077794764831,1.047289243102638,0.1326466162830027
1.7119490079480812,1.0814941648728125,0.1908792736355982
1.4817038063084478,2.8225426926552,0.043870587088037
2.302100019818101,2.441513750562337,0.0987510362006305
1.770886747062728,1.4334915399567705,0.1623427892766957
2.042814512284298,2.3066011073101524,0.1032364591144192
2.012700822775666,2.299155833328413,0.1032225694020733
2.644675875000392,2.5276493271014937,0.0955394326234061
1.9035538112117265,2.098976255439176,0.1141099606718889
2.495243371371457,1.5856293800252748,0.1306504263966375
1.4106699783716308,1.1257534964904288,0.2056813266018212
2.05211468837802,2.431348278881305,0.0963578431907248
2.4071975842919286,2.145121879908338,0.1114190907030508
2.2718055913760056,2.562225133684616,0.0929660429124466
2.452342977978428,2.961432319338357,0.0784634084616619
1.8969332551333555,1.6640327048377208,0.14313933161929
2.1984585763287035,1.3542656535521005,0.1501039459877664
2.544372902115069,2.269277289447756,0.1053414381941433
1.046624078541961,2.068458175444317,0.0540731488683477
1.4632833687909008,1.3306148702589136,0.1803120257269441
1.9822687082084016,1.6858867041859165,0.1401780929110386
2.7334514372671994,2.649643000998214,0.0912353054782915
2.780354938084184,2.6519999430083536,0.0910435092562278
1.2600128391660903,2.4409899841371114,0.0484813776201274
2.71273569391084,2.666868600915011,0.0907060679227625
2.86292444780903,2.840437654914622,0.0851825624018359
1.7414868596363806,2.207030302885843,0.1026187650933939
1.05359441210819,1.468727842682804,0.1433040186528698
2.0150164601752243,1.0380894440521045,0.1733800294945289
1.3547353485700226,1.9390467475926685,0.1057297112072588
1.6975680853887671,2.029563905250111,0.1149991265915651
1.0010449525417118,1.2865550270137591,0.1744934740776659
2.758464640213516,2.4833052878883795,0.0964397341542318
2.588343480868052,2.792816961296385,0.0861147332405248
2.265959306752635,1.175205463131043,0.153903762488712
1.1229997509188363,2.320113948848394,0.0420408514049218
1.196167128357045,2.264988368405451,0.0555315073239398
2.0795596957573554,1.0161126762864514,0.1702531123242431
1.7242078481607777,1.0758678956982035,0.1904471445366607
1.6204626149246744,1.1613293324111975,0.1904330127484465
1.7603144626674463,1.318962643742184,0.1711630276562393
1.634736743293085,2.8010645729098984,0.0562245456696524
1.7482821446389265,2.646561388234324,0.0725573705555738
2.0164847428222656,2.7892506001622204,0.0760055459698953
2.9426544912875947,2.2852795009320355,0.1002780876246834
1.7350475527837343,1.2417386316692325,0.1779821165600009
1.3507060161069222,1.7320838190230383,0.1297971563627749
1.843384160520848,1.521219896911005,0.1539625798417394
2.4120414421024914,2.4728496752409983,0.0977893063743672
2.804257115478648,1.616286704659444,0.1204912946345032
2.368885255946445,1.0702844475955924,0.1520685528119528
1.954651285691176,2.032260733506761,0.1188796557726388
2.605495403830412,1.3701759641228597,0.1333422888555047
2.735254545388713,1.9283392878102383,0.1137591681558212
2.702396972456261,1.0725282813280943,0.1364448616736298
2.6075802379558723,1.2476469124645435,0.1364458269428713
1.1303427960147796,1.2364397695525988,0.1940329612594512
1.2692685416656968,2.729821657475708,0.0311125377670947
2.9126129893168367,2.065915318093146,0.1065072597901893
2.4062712132019115,1.638924454091044,0.1314709729432421
1.3889616711289652,2.9104065331600752,0.0319747180656431
1.6068222532017649,1.100446240734506,0.1963782282995842
2.943151605118521,2.4225966106239616,0.0965985954543575
2.8990203598063875,2.015925261827996,0.1080577844285489
1.143452191698637,2.6739728482360805,0.0226566510487435
2.8131158457018675,2.1237812812362016,0.1066491054871267
2.580941481439834,2.937504307654068,0.0808800543396279
2.02667851073488,1.897811687151317,0.1269739802620261
2.905273219885862,1.0299942543573926,0.1289526192119394
2.4961008434924725,1.8641323890821933,0.1209308054398203
1.544960286991319,1.744293192858556,0.1365203794499132
2.676615878682294,2.873379031844681,0.0837678738894172
2.2925865939466226,1.1332364894310882,0.1540022858859465
2.907711674184493,1.1400325924040875,0.1270511902946536
2.4944823675621333,2.3767238448945167,0.101578187898573
1.5296465042779457,2.124787806790416,0.099386945309282
1.180398038367556,2.9589880236891397,0.0145998851030043
2.3904199587495887,1.5980322115318053,0.1334719517237838
1.0399548562170955,1.8375234430024143,0.0805296475879399
1.6201748294742406,2.0261116525434,0.1126565120330604
2.5701860462288666,2.407858914571254,0.1000831903961527
2.375229427190325,2.160177305297581,0.111070321276777
1.7787565786252042,1.8125262711286605,0.1334513460634683
2.5356012755449555,1.2390760633461009,0.1396285989384411
2.432497526658822,1.8610535448875969,0.1223915151840241
1.3567427922247473,2.331064271805759,0.0672044718921932
1.2417655823655205,1.2909001685081511,0.1871539180142243
1.3447485907476129,2.105322544029155,0.0871017037202717
2.1947185192557512,2.7606233266196423,0.0824070969125479
2.8937902307649046,2.743728734852932,0.0879493821026257
1.5880641439410366,2.8444272559266293,0.0505129627694977
1.76550281651536,2.131532736727423,0.1090238215237238
2.8021956564776893,1.1500145839248943,0.1308694611749877
1.671019252986703,1.80034549982509,0.1336192659256469
2.572728087124916,1.8785692320095748,0.1187789647495692
1.3957998449117237,2.706993392023132,0.0435862567110328
1.8628351878441969,2.034221515438388,0.1179760816014643
1.1187121426677609,2.221025367587075,0.0496922332547451
2.053890097223416,2.800308767207037,0.0766790188757424
2.724753946690893,1.4753232090726665,0.1264508297546636
2.3554902492835943,2.3592622219741823,0.1025617678711053
2.2261418658643115,1.0061343222523491,0.1618081496523971
2.5516584937528157,1.3941331927965408,0.1346685593776099
2.942654125544496,1.6954502048282132,0.1148380137020925
1.6331220892545733,2.4667362843233924,0.0780699773700563
1.4474809778748825,1.5063302736125972,0.1603740878930008
2.4546069531753623,1.3301984018710098,0.1403321257678496
1.7316112695050472,1.2482512408511044,0.1776728651549869
2.3727154986928283,2.606260235847893,0.0919742087078282
2.184191541750068,2.091846987918302,0.1154636597821673
2.74281311657425,1.9554667282160516,0.112808253317029
2.2666238961046536,2.8028448729594744,0.0819385409792507
1.2011521584667155,1.0446340866197954,0.2275459567282614
2.7717229259675493,2.30962909913798,0.1017142584194438
1.5056938426242543,1.4623349105273384,0.1653302437854463
1.6924345500389442,1.2309445625063908,0.1809372312920423
1.979381226192304,2.1236422116203264,0.1133516257020101
1.61320160287267,1.525390709991861,0.1581505130002111
2.168900223243801,1.4256546608133358,0.1482001605490697
2.330995425278912,1.8271509207910188,0.125877710533961
2.5517860296208195,2.951930563653504,0.080071421758341
2.968023215012749,1.8450578682132257,0.1107969359671767
1.6968898898461184,1.1563813568702397,0.1863857110810118
2.2881070498207583,1.4444419914548354,0.1428554205753159
2.3725412530678227,2.308783978399302,0.104728052744159
1.002522444102536,2.429721147757289,0.0211018403410811
1.1694766023530758,1.3865734306098072,0.1689147610711029
2.4955856604615017,1.758357296671729,0.1247200800729398
1.4244190661290277,2.508270165064085,0.0594214421455526
1.4712208858576188,1.1810949900771368,0.1964643236057589
2.8157455674467693,1.278756513534338,0.1277999134869858
2.8534817133260733,2.546688454161558,0.0938795401316633
2.453666824007872,2.2172439132823536,0.1080880288145584
1.085703502033568,1.04271571082058,0.2316897362106739
1.92255894282528,1.2329080921177142,0.1689387931546968
2.6785966568869397,1.2217502575813557,0.1342230424745674
1.150203772191182,2.692714152935057,0.0223887769407374
2.5952263204448744,2.761396672992836,0.0872749878560881
2.21439293984524,1.4328198099128435,0.1461308589459656
1.1044666750541392,1.0032807351484283,0.2390978077485348
1.714678994183106,2.392987595491163,0.0878610123846732
1.1117814169803626,1.554129071487402,0.1350748227245317
1.6556347143165082,1.9612126711485185,0.1194659118103335
2.43673578620515,1.4569113157285851,0.1369229531825206
1.4177888502522884,2.7403095558890485,0.0434604100518299
2.513294067910047,1.179550927967655,0.1421794011992591
