n,h,L
3.380390342128225,3.831457014318881,2.0613462207908118
2.707103029807381,2.421625609952218,1.0433545574837568
1.7780487217153502,1.9034389799108176,0.5386451424926701
3.883641569399119,4.123407262168742,2.548681133536244
2.410246423286821,2.7049160810333475,1.0376129289314449
4.668843564942288,4.729360208239141,3.5142434760440087
1.572481596303565,1.250621982063711,0.3129909360592512
2.2413650523706576,1.8794881117938516,0.6704591324574233
4.484011891186092,4.497142899042625,3.20939798045238
1.5925500867866504,2.887952819414952,0.7319869283402594
2.961972602453812,1.700533420354493,0.8016528487376529
4.611231103865519,2.773250692028633,2.035289303864152
4.6407677371213705,1.9775891238933532,1.46064955190157
4.658691865726997,3.779782082475977,2.8025339347751608
4.820852085321484,3.4163732529968818,2.621254875632433
2.794316627022451,2.5285801142672777,1.1245336737055482
1.0749077305893655,3.417424444783821,0.5846423071759016
2.3280531164810787,3.2143413130395646,1.190981476020592
2.8340453079205647,3.38695222918768,1.5276926596947955
3.025167675447286,1.4789388207525325,0.7120652496739759
3.7951327391457546,1.867030252117864,1.1277126629850542
2.506931172124964,2.438412860893081,0.972903537398178
3.299276723626315,2.928518005761594,1.5377536740941489
2.7156454496157294,4.480070346331331,1.9363240227963732
2.114527756645483,3.87885980026731,1.3053819537089697
1.814178298257252,2.606964790542702,0.7527231358144238
1.630188590791763,3.0786918480128147,0.7987745195831211
3.4587340377886893,3.648410216356708,2.008357223637789
2.389000411796385,3.103344354461348,1.1799573907652443
3.0263381538020964,2.8679363888625278,1.3813607098893732
1.8683022666648927,4.433595554261206,1.3183276027266864
4.387369181416922,1.526781217902827,1.0661077995803887
1.5979322033367231,2.273486834015925,0.5781904636466682
3.285634713412964,3.2878933222864157,1.7193216347381806
1.5432552858980468,2.2871890393207384,0.5617718405895996
1.4290737781532337,2.2424125625811127,0.5100236323325219
3.0421148789729875,4.486111214930489,2.172029791970857
1.0215486081736178,2.2851114702723065,0.3715237300594743
4.55875400050272,1.5507563858989997,1.1251485564088175
1.4227684753971177,3.7325866963772727,0.8452093044628182
4.522854595407823,4.100469817461535,2.951660320450088
4.446230684880618,4.146665465784434,2.9343446568157314
2.8960643226612266,3.047514917137764,1.40466957328405
4.324415176097467,3.858988871151375,2.6559570063498787
3.5644445931404087,3.8722322686635136,2.1967134023008983
2.6964955448913623,3.89880874289678,1.6732150798722534
4.48544263944979,1.5819267704172666,1.1293064650518507
1.3523741186973717,2.0290566557274543,0.4367281199618488
2.673841660607571,4.107887432812289,1.7481325184518932
4.955078739048096,4.8547030993042695,3.8285415654168498
2.05474343673381,4.1689934412674585,1.3633549692450242
3.2584836675189206,3.0913538822717515,1.6031878169172389
1.0806576500716916,4.5720160905266045,0.7863502225269042
2.5868400671286467,1.4444195910612088,0.5946796551795402
3.3427393886482504,3.9934017502063286,2.124543630737456
4.67936855110624,1.239972306340717,0.9234627232628876
1.2164907215123466,4.406782451261556,0.8531994046964521
4.418281355464794,4.380750363492576,3.0805056205883523
3.2296918742666283,1.9590572394557544,1.0069973967286363
3.651574220986332,4.850553679085524,2.8189773030917955
4.6667266347008045,3.7472748823518303,2.783223261143392
2.047330719378106,1.537179983904981,0.5008790364125828
2.058195794986959,2.0848413254857734,0.6829357148557532
1.840713231983366,2.528103165747912,0.7406295885772785
1.3140088751577736,4.896344280518458,1.0239774136658877
4.398285135118423,4.54536477024994,3.181795431027205
4.466585617220229,4.948757837462341,3.517968912146776
2.7322500087030988,2.4753155696080755,1.0763936850432407
3.357886954118628,3.84502977293775,2.054877372149475
2.454860002246144,4.433394758583481,1.7321410932410717
3.129289477617299,3.728436883063906,1.8569177472452096
2.497372053666949,4.066477472461692,1.61629916994294
2.4127694630276397,3.218110567503715,1.235767930805289
1.7776334937999012,1.8631062548490076,0.5271084520367829
1.2353561398603523,1.0181002039489844,0.2001717721908193
4.775379859103138,4.36145915842777,3.314819347705354
4.864189832897342,1.4382443536239071,1.113431041756073
4.95622187379824,2.349570756933705,1.853358354120986
2.5866128825851264,2.951867423228105,1.2152018333568058
2.8733979328441777,1.8274026347058947,0.8356995212345473
1.6999374339267548,3.5344972632930296,0.9562704128935788
4.239388052871012,1.8293620629207528,1.2343063740392797
2.290698063482824,1.33660064549602,0.4872924099165222
1.938926082191407,4.1788371560468605,1.289545980098886
4.929459574177283,1.9259379632342712,1.5109905037001516
1.5463056515263154,1.5951309688581552,0.3925652215368463
3.736943465765385,4.498034283069895,2.67521949475209
4.250758034470447,2.15675684579933,1.4591088822742253
3.796272043053126,4.547970372328781,2.747863055602888
2.4756943761935624,4.217733018344688,1.6618669358470657
3.291790175678025,3.699831246980512,1.938358898401486
3.145429317210642,3.835845720936573,1.9202651198499872
3.4317641172663853,3.721243343406172,2.032476960837897
4.661788080158534,1.324661959129637,0.9828284587204026
1.6969013538434017,1.8747327925347048,0.5063095322227197
1.5545117292485229,2.956969296071797,0.7315785272987133
4.618911429172246,4.35691260452262,3.2028648593156888
3.1401117271415013,1.397333883576513,0.69833759471283
4.755481230784631,3.616974027432901,2.7375369750814564
3.9784145315579824,4.996463699372562,3.163682561657353
4.505974414550137,1.5906706589502644,1.140746443211759
1.7449469157348227,3.069064567133995,0.8523311805704835
1.6030812554642495,1.0738848669952477,0.2739891657881985
1.2240238735735045,4.771836596818323,0.9295988626379104
3.696761792637176,1.6472753947464902,0.9691875129469416
2.478587714350228,1.9293911896667928,0.7611052459998694
3.54852449105222,4.614110887007868,2.605889319907356
2.7954223143406662,3.946824609098297,1.755963105282788
2.762704202506081,1.5252133946990778,0.6706333251764577
2.7037838433176478,2.463860038761557,1.060249640797214
1.826653473255838,3.7435406626175656,1.0883256213740995
1.1887091072514058,3.488851806972829,0.6600521413971706
2.329380885053533,3.6938482230575462,1.3694295206043456
3.6970645325551055,1.338736017269062,0.7877204325398491
4.132842404327576,2.1570097444185463,1.418799685582146
3.942978252395716,2.273668653826736,1.4268282116315472
2.7607983367232336,1.31510096453191,0.5778483966331703
2.7818573116673946,2.040561407346084,0.9034510989904448
1.4411406500045856,2.619335034377676,0.6007828847112714
1.957127746403456,1.131492342508896,0.3524446518928538
1.6647080568828243,1.6435484835735732,0.4354524446949077
1.1862708993414015,2.081102033285785,0.392913890001969
4.913876161603006,1.1684382979370906,0.913797829896306
2.799659019884588,3.4167569824549924,1.5224371138239865
1.878233352010376,3.038958744370563,0.9084363089750302
2.654341341040426,3.618206125440853,1.5285167681095193
2.284573995199638,3.8098740344358393,1.3852749391479429
1.7713669325002632,1.3411047562001133,0.3780866713316894
2.4213541820928124,2.86623612763882,1.104562812526548
1.7518849886677978,2.9955488132821046,0.8352223820000987
1.236899702051029,3.0339295088303486,0.5972554241282739
3.529222239402249,2.043557212574062,1.147852117916393
1.162545742207887,4.638510545421548,0.8582399565081102
2.5726413771857444,2.826462693200741,1.157291170020278
1.511728224392125,3.8282867945386383,0.9210820492209147
1.54194261929754,1.712597363673897,0.4202847338797917
3.0405927317816537,2.8236226518811964,1.3664226173297254
4.660504212431173,2.447785267687524,1.8156258320360577
2.3208900003637427,3.309372909721013,1.2224198584227164
1.5294786051394025,2.478103908237024,0.603230164902175
3.751358457633569,4.704225488722734,2.808644853044606
3.8586602298963,3.8299213375419,2.352049864249177
2.569921174180241,3.950329189487101,1.615746493652635
1.4843782243780166,1.96612507772146,0.4644894443011935
3.803100253391032,2.1643093079214037,1.3100179089047512
4.914304938279214,1.0397090168921403,0.8131937713579889
1.5507737151763368,3.989973597092641,0.984778559936557
3.3671110845988537,1.0766170545586968,0.576950868237244
3.795545801734284,4.738667851887458,2.862533888741567
4.41432200220391,1.8360305992014507,1.2899238005146012
2.068371292900203,2.165339849728149,0.7128115065192893
4.558919384416465,2.408099623291184,1.7472558130163045
3.939489543910007,1.4202682766650483,0.8904929191051666
4.71576897048802,4.1928879694647385,3.1469215081943767
3.4120215129830864,4.350707351006717,2.3626085102672403
4.39786519266398,3.683341986703406,2.578125699633724
2.777465169485441,4.402728228609865,1.946214174473133
1.4133386686043066,4.298931492350276,0.9670009421617404
1.8906800028380597,4.957663045981134,1.4918156832228284
3.8521167135421033,2.15050589179232,1.318439498971662
1.416889472254836,2.739993518933576,0.6178821379957276
2.4074018827299337,3.3121169990131847,1.2690373289062469
2.7479406434793114,1.034438471177038,0.452409944821756
3.0248455732850026,2.401190236908543,1.155978902998217
3.884741076295672,4.053400960998369,2.506119498639299
4.096680171809946,3.505381572519016,2.2855329710485286
3.5842179148884776,4.314263694348931,2.461054459935955
1.1479093783353096,1.4457541488601842,0.2641327073940386
4.082471827623545,2.4206323563292,1.572795153511697
4.916509220788862,2.4434434527540705,1.9119621145367884
1.451110088345013,2.9852824845072594,0.689455000615396
4.873984833604551,1.4149165622331497,1.097577347792068
2.851292170652808,4.619525433987718,2.096327906644728
4.011390531141572,1.985821423411691,1.2678131974413298
1.5504637432668795,4.898690800795782,1.2088203840542513
1.7191570728017411,2.210736188770345,0.6048847151906346
3.310856294027368,1.6046601813232235,0.8455582640604812
4.112837881702203,3.250270021536493,2.1275568070643
3.783899391955511,3.7955052245288488,2.285753039122993
2.3982204092112327,2.769924514563621,1.057248700784041
4.533754942519868,3.910456752857386,2.821666362524589
3.1838555051667314,2.417866900865149,1.2251968494838952
3.842374203154896,4.549631675995608,2.782249214538763
4.456160359775264,4.724651779163338,3.3508172913493195
4.431473950761921,1.221389469362563,0.8614349812395917
2.6700540921945044,3.827934868875533,1.6266897539399627
3.5811194818418026,1.797632220597774,1.0245656385485356
2.4886916835477715,2.9781761911592186,1.1796186101035016
3.4535054706193327,4.010964331201572,2.2045963286226105
4.664736492288245,4.575831905711732,3.397170229685905
1.1799646295204145,2.492740802374599,0.4681297516410007
2.866219984654094,1.5944241214970067,0.7273333600120493
3.3460599858164493,2.707933007347153,1.4420880233792108
1.749400410909943,3.561541150688844,0.9916246693167364
1.1280533706030835,3.500251525282255,0.628418602669803
3.203944972153691,2.097065198155855,1.069343202441044
4.516205063115024,3.297059380272651,2.3698483394344105
1.4010193223228922,3.4773128732714977,0.7753682705567635
2.3880110103874537,2.653574409657522,1.0085274581833104
3.3444027274233377,1.237304331401702,0.6585901542429692
3.362808669394753,1.6178365648651551,0.865878461323705
1.1576173980904878,3.164614335788781,0.5830502260007526
4.995740363898727,1.2020894382446548,0.9557774335881964
1.5543717407052626,2.034242600070033,0.5032430298808122
1.2530269672486227,4.154927597099394,0.8285982462083472
2.07683717490186,4.196665678150674,1.3871612669228135
4.682206541245055,2.8573333442320075,2.129274280609456
3.576587640231996,3.843598640076488,2.1878978126591093
4.6996335091097645,4.610300584922642,3.4483660845101856
4.552874066143737,4.34655405526816,3.1495670217954115
4.72856664943961,2.1970530786525324,1.6534466845811349
3.236263801948933,4.838189102489739,2.4919933909127043
2.9706286079371167,3.1539529695517183,1.4911581405585248
2.112304536802758,3.787870019803996,1.2734201899963868
4.349591689582727,3.2755036394985866,2.2674969323730334
1.200888978650756,3.9726956057074334,0.7592910498719416
1.7863461202547413,3.4081242997306416,0.9689495570364736
4.787172170963764,1.859465519973272,1.4167307113974772
3.977388053895993,4.2568038477128365,2.694646098106495
2.1111754860829546,2.386977830494289,0.8020341331974953
3.9753614936890096,1.7147358070077718,1.0849106568986968
2.3096882113156787,2.621093348151756,0.9635094479970936
4.021961644009714,3.1187201047798263,1.9963397586720104
3.7797635074826954,3.985907510979764,2.397794592654671
1.815548873036145,1.9142948880917812,0.553142356435446
4.750843661204782,3.046551213498065,2.303559072918702
4.6004985407561705,2.070585646228568,1.5160664182704382
4.8354038307300105,4.690670703037327,3.609838955448691
2.616424844074793,4.491186871035591,1.870206325974939
4.0951660727630514,3.97461194777888,2.590516625754122
1.1713617216774543,3.6818873774514502,0.6864069300241553
2.800111521380336,4.91086565247502,2.1885350854977155
3.2828522212135427,3.4519102398500183,1.8035615128798732
4.368026665583892,2.961865579204025,2.0590683224088586
2.134823739613484,1.0162223766811875,0.3452795912268369
3.801093767031922,3.975687917324886,2.4051435415950277
3.7206459083475023,3.603312801345453,2.1337347818633976
4.709500425769582,1.8805017629312384,1.4095118033627632
3.1038258264672223,2.573850335285079,1.2714543266757758
4.8221328939178605,3.4887732905148194,2.6775158810595805
4.982742465921424,2.681646232592939,2.126620799556999
2.3909316159234986,4.585957161582326,1.7450877908007842
4.420932406485292,4.168079311866103,2.9327158124039547
4.770081676457951,3.042798112532353,2.3100377932776075
3.9000991975518096,1.249611732984132,0.7756590771712284
1.3465162927480354,4.290083604629178,0.919385182589411
2.2509485761513237,4.511459682214714,1.616228592914721
2.4079049732516373,4.712639623429668,1.8060247838675887
2.755225818165605,3.02346089625656,1.3258112110845142
2.339459587630902,4.694118665898553,1.7477919847223229
4.514494031986173,1.9079234333242343,1.3708506962840463
3.4855381806830885,1.1465218026689912,0.6360222280285119
3.932392819975744,2.724469070850036,1.7051355464901694
3.5601168354592945,1.5868424454529926,0.8991211032441266
2.145901780983021,3.3946971680323776,1.1593938969864106
1.0382875589869625,3.556535994647733,0.5877125845886687
3.742790989721152,1.3265003598882292,0.7901746251504637
2.6127438717604745,3.59654501135324,1.495555276268299
3.443407743365191,3.479616233250038,1.9069527470121357
2.699132939167639,3.654548339055664,1.5699221521374094
3.5707984818652068,3.6488182850237543,2.0736607557757054
2.3402370662620298,4.357184435615631,1.6228782094196883
3.4584561490278807,1.9949422222158733,1.0980768285624325
1.049691543050869,1.7921327360149832,0.2994001426107829
1.9537628127875653,2.2488375467354005,0.6992783048737263
2.4666776744440675,2.145325257288365,0.8422202526045816
2.733623916871745,1.0159067049353312,0.4419902852058621
1.0342842818213065,1.5740480762319198,0.259106345664748
4.261906647565527,3.6170616253523113,2.4534655962045746
2.132645571913158,3.475901004256126,1.179794088941622
2.811141661930782,4.647035426873615,2.079116603170293
4.597930195350145,2.124685103979712,1.554809116330867
3.1640357326345807,3.4370436544702248,1.730798696155327
4.061557872081387,1.3960637971937064,0.902439388337121
1.3659359581559465,3.648376014262997,0.7931403807334919
3.827525431153081,4.204006001243452,2.5609526212911318
4.996140877093765,1.2596549272529018,1.0016278631619415
3.251158181008318,2.3881387933228373,1.2357135108561836
2.8362996511284133,4.1732092683554125,1.8838330262832097
3.938213244810216,4.613287186742767,2.8915443063860518
3.177028451472897,1.2727924299077582,0.6435744872932002
4.741493937346729,2.838709019233959,2.142181226011164
2.4977171592657488,4.876473887002977,1.9385155631747704
2.4158876406371323,2.777503776889986,1.0679514797604366
4.917857228459016,4.246342250902291,3.323617546222704
3.246391431517926,3.698221740331682,1.9107944112275932
4.520553751406503,1.2571366990627155,0.9044702238027305
1.9569634897546824,1.460076009951634,0.4547558768443583
2.3648867776238656,3.6146816563921895,1.3605062458930743
4.487251398881542,3.2589217017528336,2.327418379388861
3.0396639635649003,4.963715555605401,2.4013341262623085
1.4172869320125725,4.499590697141389,1.0149646688243943
4.893906779938204,4.317696528110113,3.3630082958859604
1.7245339052124509,4.740847421305911,1.3012113629911408
4.421909867308798,1.1830319975563572,0.832581025003179
4.725712133277945,3.673318213456958,2.762777731684725
4.275614070566462,3.497167121618552,2.379770167725107
1.7703547940777753,3.729188599454597,1.0507388517605487
2.171488830079163,1.3508805615330175,0.466868619454545
4.546994598787958,3.644588850142219,2.637503910232171
1.523460449812732,1.8170813444590248,0.440580919873982
4.321708463854325,1.3846139893909295,0.9523669451996396
2.339583528421944,2.664685312484179,0.992212319186606
2.800928936134395,1.8715652594245324,0.8343095157476975
4.41702678979706,2.507632055668644,1.7628443898011057
3.2479390915717485,3.349589278942728,1.731488318091835
4.0675901688483584,2.0941016225170404,1.355673397470314
3.338196490701407,3.09265381441062,1.6430975063592494
2.8298187972384365,2.014763338586152,0.90740840652959
4.080816407253922,2.7705466250271717,1.799420448662204
4.598429303851448,2.805365629909439,2.053142616349788
4.580389723953794,2.761304127825003,2.0129676960742446
2.4568990460752542,3.507770390670996,1.3716351349438665
4.9549295476447295,4.75152280199449,3.747058152336817
1.0976677466066334,4.3024280698320005,0.75163094727657
4.861413562160818,4.93989761603824,3.822087697915448
3.088146328773312,4.883969712194858,2.400440604436802
1.5305319831644857,1.3345474647065791,0.3250847266036421
4.753932051205231,2.418014274860042,1.8294980968321732
2.3243881323160203,3.0084920279961502,1.1129551054384867
4.14108453884906,4.613369650529048,3.040552330992279
1.309357395563422,1.4454654307431651,0.3012215555081886
3.298135825487674,4.998764400870641,2.6239245140271765
4.654309015530957,3.861780408505824,2.860638114679076
4.938930857332469,4.874159281697855,3.831358539182893
2.531375474199224,1.1997965396489367,0.4833751331551501
2.192618177255098,4.254925441089015,1.4848244017785877
2.0583587437477058,4.308209955323313,1.4113608301998777
4.412259133021504,3.663426096089416,2.572578152700636
1.1760706395184148,2.952893159129974,0.5527150284934738
3.964383921605024,1.887227777759367,1.1907488149373104
2.077075885417336,3.889902048778763,1.2859117385765375
3.18071985538371,4.535136266331027,2.295809730887115
2.5727321475398672,2.4135590291745976,0.9882632137631336
3.569191805860582,4.889049035131502,2.777246396776244
3.193335179380682,1.577831625871169,0.8019093806252134
1.775150334730998,4.635960568300384,1.3097698941354678
1.5298927385075896,2.5303337839276345,0.6161109521324953
3.100755115860742,2.033572819633828,1.00356921142366
2.788088529980592,2.155196021002899,0.9563425256854752
3.665082268186586,2.419922544189825,1.411579441554993
4.776931784432043,3.2748671162099106,2.4897907752837973
2.442882043730084,1.6176685768443129,0.6289442895411363
2.7814863296272296,2.7499581645523983,1.2173715508611629
4.2325012068839865,3.325483381825017,2.2401237173386983
2.533223026959074,3.400542541924882,1.3710136260846455
3.72182592622928,1.1888397669232056,0.7042056616747011
1.8233817328536808,1.8473407670934647,0.5360986895015118
2.403456348123149,2.8366966528450788,1.085098758776004
4.38718386610061,1.5472291534327511,1.0803403762967605
2.308099044546041,1.8950457365904143,0.6961362812262459
2.0389874132757586,3.89139840339985,1.2628168638456636
3.816679114919301,4.206135475003216,2.554989012280472
1.440266954761395,1.3006742387898842,0.2981478395835188
4.354154195033517,4.518827998515592,3.131480757680159
4.540799209210048,2.8889792462549995,2.0878382596529708
3.2254222075566075,4.375906268784117,2.2463359852517324
1.684047108798838,4.484264910347584,1.2018925096367663
3.38889414975413,2.192501037676233,1.1825457274705324
2.715546776939023,1.9967595933030524,0.8629849053982706
3.5877540280042197,3.4681247032941176,1.980329683997456
4.235136267402159,4.439296217187765,2.992275970226409
3.2269619538566063,2.5722173911763644,1.3210572747058371
3.8527383506485817,4.430235457467028,2.71654220191194
3.477355917997331,4.019074403699012,2.224310040100954
4.292815739201259,4.6139529261398,3.152358043401014
2.8475048103375507,3.064106673096755,1.3886361876134017
4.26908090688533,1.472292115043294,1.000342000180562
1.903997007878144,1.3393951097856154,0.4058776172786749
1.949820177456261,3.363625121118277,1.043811985468746
4.594909927456017,3.3278638057515666,2.4336755468276023
1.929152972921658,3.337566602556941,1.0247471972996725
1.1674894168091794,4.491128858106457,0.8345043405570399
1.1752308566513987,4.464499246192879,0.8350569045970073
2.1743361952322724,2.9082052852868165,1.0064029160081218
2.213124486813241,3.109318561414685,1.0951943495454
1.9538927240829336,2.463745336004026,0.7661550393095764
1.9944970170504028,2.6185735587852297,0.8312244341984233
3.6560768671517927,2.192340851846586,1.2756852267574006
3.3360675898575933,2.8865115316013665,1.532598052984702
1.0943869917166116,4.7636354648965336,0.8297162078135211
1.3670120834883557,4.227783381402684,0.9198250069347416
2.0385639319156748,4.015182265532401,1.302715954792684
1.117995003261739,3.814605484113989,0.6787496567674242
3.321442146635502,3.3529661022273665,1.7724581376666737
2.618319406565369,1.5866893081168816,0.6612027505992936
1.953875912767384,1.848285635593812,0.5747595537528024
1.2419413311687606,1.1912096954529776,0.2354558209800894
4.834085504518192,3.5867369652710237,2.7595228096366964
3.3899282647879616,4.682285404018016,2.526204601469845
3.846954323324887,3.357520815033736,2.0556817256827333
2.8989170421460395,1.2845402316596388,0.5926572887521421
3.5496165274733458,4.341712614192776,2.452802853875418
3.0388625841455736,2.3481320023477075,1.1356740467952784
2.742163867620877,1.0623996797199875,0.4636619600206986
3.480700076475471,3.756391665455107,2.0809306296093464
2.2487835853346185,2.140158320114294,0.7659734139610629
4.568897744175244,2.0589458199517563,1.4971885201933215
4.131834873268055,2.1100236534018,1.3875556566163896
4.29581530965196,3.372862701878256,2.306027042609481
2.970747189830196,3.889373959655041,1.8389314011861448
2.659639696286415,2.862138571359365,1.2115283870366806
4.502507786186774,2.680047576776713,1.920512366235588
4.636912760028515,3.468285184224955,2.5595514122071217
4.7499215386244416,1.649910035113046,1.2472882510119594
3.389860046464826,2.615128805588724,1.410895942269098
3.2458182902677546,4.7308308511161385,2.443890567284337
2.833089064678963,2.608130260710761,1.1760062706466277
2.984997242992784,2.578549943847904,1.2250099427292276
1.6903093835644878,2.15497471759544,0.579733655528758
3.8783286951842815,3.138948434512987,1.9375321896625937
3.052190753004284,1.6396145450303874,0.7964775998432984
1.7429960233711896,3.817463909410486,1.0589890458685676
2.222896250025112,4.324252627359804,1.5298553965192807
1.803663463292484,2.768603047824158,0.7947606059007355
3.093442303030886,1.6913590940465335,0.8327180427355805
3.995465968531209,4.65894182161119,2.962612526538725
2.6101908214997764,4.05486251361347,1.684490333809421
4.379471738149399,3.584663299541574,2.498562567171949
1.747411589281227,4.9826895210489965,1.3857317569357954
3.116759111073112,1.8674234917204209,0.926330976646656
4.426811407935421,1.8228153540686176,1.2842625848915084
4.167695481430718,1.2596816064297682,0.8355585714080035
