gamma,pr,rho,c
2.7833830612819583,4.90547725020045,4.829170199071376,1.6814767513187412
4.590294297802171,3.397820356852655,2.6906194404757904,2.4076554355824715
4.029725551336157,4.5526300728762,1.776374630480468,3.2136726364644552
1.2478494682454793,3.683547216265479,1.0328772756897329,2.10955016998542
1.2437763588965578,4.031176759341427,2.3355288850434404,1.4651916945166492
3.382921226667005,2.3706765328269377,3.580440443120544,1.496627999251691
2.9544296455378425,1.767669452229633,4.551162696434314,1.0712138375378837
1.938692633341915,1.081328936978739,1.548987485487352,1.1633474388689404
3.178006151295045,2.240752864493551,1.0527562023314443,2.600820876325713
3.141302569236369,1.8772431933392688,3.36691076607791,1.323425049865806
4.240454610459951,2.353193451538948,3.348243893115668,1.7263405919168615
2.091679883082796,2.382833999152045,2.9289882544060903,1.3044747850766525
4.832070904491244,1.2658645221709746,3.6634614128102094,1.2921545243988173
1.721097583197006,2.182675544625172,2.5045116207469955,1.224717188507105
2.2271201923213875,4.3786294324786414,2.3464790909739865,2.0386026265340726
4.927552063184742,3.4301464619042843,3.308260704808129,2.2603311993939665
1.6976722440871903,3.942403194985908,2.0893255851536505,1.7897994979619831
2.352201936778651,3.1716700461765406,1.8641480203185836,2.000511742621741
4.625723978665754,1.369444322944141,1.2474310299458566,2.2534803514992627
4.425398991111328,3.928649635367963,2.1947806341687635,2.814506825142564
1.243765139609458,4.845641978528308,2.7916992912900187,1.4693001855972485
3.531213900166372,3.880831290101817,3.992558057590504,1.852673008024668
3.598283130748919,2.288734392053565,1.2443698265836618,2.5725903031590827
1.5202551700342537,3.399342638728296,4.927165165738767,1.024134873960854
4.393634298563353,4.390637520618197,4.721041395391723,2.021421315259978
2.6425560572935,1.5221235804711104,3.776548106903348,1.0320234149120275
2.605947143293028,2.796446350320529,4.52544888101974,1.2689812800998852
2.232279595428428,4.077121041625142,2.6388662320476994,1.857130443637223
1.657400559168059,2.287958411738677,1.1984187396828343,1.7788261603411062
3.1609001280785907,4.529336159103864,4.894803944848357,1.7102319422781191
3.1107203794053,2.234574959214536,1.9943414264224544,1.8669306934449204
4.806573610610555,2.603555960510749,1.6676841343112874,2.739330031436766
2.144451511947054,3.027695608110061,3.954713091423504,1.28131741855614
4.848644585161276,1.6773526738288471,4.26756779949919,1.3804864658781988
4.754942453300987,1.6031338545449731,4.72133443677637,1.2706476656978234
3.425019020530505,3.479771535722478,4.844979203276512,1.5684146883848986
4.879390262423311,4.244379297158209,3.18240640073212,2.55100935763306
2.3718658719782084,4.03850700451825,2.4833597613750227,1.963973680407834
1.2861205291886084,3.214132351225169,4.438538376770989,0.9650564633408166
1.0656661815851929,4.166332964927497,4.326077702426291,1.0130722551086178
3.9667833854434673,2.228860496167513,2.6685579477168844,1.8202136517175205
4.33226659047992,4.251932598002135,3.2615288656740624,2.3765128079353217
2.351768007747291,3.79053488072136,1.261873559328205,2.657905694037596
1.6403198273782444,3.202790253233947,4.187962763986649,1.1200234368415527
4.050082985904285,1.218467425892408,1.6095290159906597,1.7510135929516208
2.387240350136661,4.2567925779628695,4.537813927456279,1.4964629735928987
4.762970724705637,2.1720829111909787,2.698509875356458,1.9580111005459804
2.2266314277823605,3.5967570787661183,1.843280707441309,2.084414002719807
4.135734753290119,1.919110634043624,1.0810039879502202,2.7096468743154274
1.4419150406413928,2.320562224999666,3.437579641633817,0.9865976140336028
1.0396341439230916,4.868035264873079,2.478387768315064,1.4290008807255992
3.880985477363285,4.333349110222675,2.713595410599669,2.4894895073382
3.904710614049518,4.326383469996816,2.767091553466444,2.4708430950237164
1.1749949664394923,1.648043761865973,1.0125277597815825,1.3829258782443312
3.4597783647094986,2.1410319857390414,4.702092827711864,1.2551340677858862
4.570897646005604,3.940409161572432,3.2234120734468417,2.363815054194283
4.553482744014628,4.098928187049071,4.245683072739694,2.096685135171536
2.557410868749994,4.342169873821061,4.903485293922163,1.5048777449765292
1.1881543133282286,2.123701829135976,4.545786715604594,0.7450384174570779
4.10142985230609,2.0677158195145413,1.385040999226678,2.47446750285381
2.592968091046745,4.270481304287846,2.897422083076335,1.9549295699865648
4.154953172622252,2.932284487237772,3.2808793243743404,1.9270411551786168
2.0006160575036804,1.9437891007679955,3.9041716164938354,0.9980263242879208
1.127725705292418,1.6606769420427847,3.622442481144976,0.719024301082163
1.613978828356383,4.683258846793147,1.7344834683658128,2.087554946694215
3.104404263588469,1.0223956198678508,4.706389608322125,0.821210866585103
4.399643036607181,4.063834567843937,3.552468436003571,2.2434253190516205
2.4216427379037584,3.722367597935492,4.925317876915228,1.3528434193566548
2.8284627897922148,1.8944491669769776,1.0361374096914906,2.2740920294425124
1.1609254053685525,2.745026331224669,1.0903277200428525,1.7096093651999484
2.7173644668326835,4.564720650136358,2.2206023230951177,2.3634458346374174
1.8885461374073071,3.090492577781508,2.6276522205894635,1.490368661506861
2.43985189199129,2.121194155190479,1.3307643461753136,1.972065631636358
3.4249235935836677,2.4987655677774177,2.8391825768530405,1.7361671691320104
4.3694289867252,4.096624451044338,1.965168265045856,3.018043867686921
3.941123979810635,1.447463379848553,1.7303927960909258,1.8156891229451817
2.0948533871754726,2.1620441642170976,1.8203688003026823,1.577354850022445
4.558595861136679,2.9180854340910445,2.313161815761932,2.3980682547946928
4.909353342330474,4.27903759767179,3.024698557332665,2.63538546924144
4.529560053787044,4.566772701008108,1.8013629989577815,3.3886919441704664
3.571487478747726,4.804276333309511,1.1325539173828894,3.8923251488036783
1.8727007535786733,3.9183962996681374,3.9582214388561,1.361564840269464
1.2510402100700868,1.337355086626379,3.654515665657381,0.6766188416937382
4.425193783606549,4.218224404504742,3.48964879287571,2.3128109054653083
4.325533910876567,1.0487062904768791,1.663328633335952,1.6514208565866624
3.1744480785724623,4.708993584491278,2.070136951618259,2.687191546966328
2.7368306690947466,4.913995529496924,2.779891602223839,2.199517449369988
4.817627590355118,4.9916391064666445,2.9936667245754665,2.8342390464967284
4.949150832401619,2.0526321468158595,2.435463198629289,2.0423497768042584
4.138684202785879,2.220434963623387,2.6276981164400453,1.8700897007967952
4.773080031240777,3.171661832280774,1.0610581433724264,3.7772280377486673
4.728681177273746,1.403026827317075,1.2107931641222272,2.3408200257727416
2.3267639084567477,2.9279929512259204,3.6736429913918913,1.3617980198504485
2.345890788375998,4.712635058039574,3.4284450555382318,1.795714141937759
4.774648169024513,3.8336952224722736,4.6219216182876,1.9900692598338825
1.5002980699065018,4.80971994030206,2.8208713633642963,1.5993997684373942
3.3082140089976364,4.842996187693552,3.996666049052811,2.002188355080425
2.6238135460221064,1.7858650567342318,1.2762174967351592,1.9161453852531247
1.2361856496472114,2.102322975247085,2.1538097061629475,1.0984692455464025
4.437418283985949,3.172225810073602,2.935744766872437,2.1897174722835557
2.448737426806846,3.875644245934628,2.4675604246413063,1.961142557205997
4.0524534298112,1.523645547166892,1.457525717592004,2.058225130289548
2.989816368838896,3.557529338302984,4.0430156768965455,1.6219736335256654
4.81606112153244,1.3854440238904395,2.955892990609769,1.5024365251154257
3.960675913887356,2.822771466716929,1.8972235131104669,2.427522499477976
3.76601147917415,2.218997060285937,3.98978101535454,1.447253649618632
1.2325821902513208,1.5651029912654333,3.998936005021277,0.6945558567279331
3.44863427356134,4.287961422818425,3.377842838853649,2.092325678952958
3.774604277593013,1.58258982983385,2.4713239559150004,1.5547302893403163
3.577301598124615,1.0739775979795183,4.786106521817429,0.8959508986889523
4.87918255509904,4.379361520482869,2.8175365866838558,2.7538745386628896
4.500293948061765,4.768498205506061,3.1558682265114526,2.607665145472253
1.9316039477415443,3.937671058833896,4.924115198927986,1.24283838135533
3.224081220094301,4.825346971955159,2.141301878464845,2.695431575401897
3.6788765299357458,3.526903089702821,3.5385804882829555,1.914872358965121
4.633524227505083,2.726265494041399,4.322680960015358,1.7094767595391778
1.3509737441037926,4.3130314046416895,4.856928401467924,1.0953020836796383
4.623948184641591,3.776622815274245,4.084037215538019,2.067823374138184
1.482124803455759,1.877516423395881,1.0115300122023707,1.6586122687460088
2.439463119953479,2.7368385502150923,4.258322924720726,1.252138650563981
2.6933835100787147,3.046429931166164,4.461444262823674,1.3561475990985832
1.4702042768248909,4.789602885226902,4.356803154248157,1.27131925596611
3.26745835377539,3.2191350869537843,1.2527656333100583,2.8976085588182343
2.4627719995899056,2.4992307325460272,1.0927799327918435,2.373279699128436
4.720575287745035,4.699131607778786,1.0720069707322637,4.548911250234689
2.051534312151847,3.078425229603233,3.934855484560811,1.2668911548549102
4.544865667929669,1.8555304293140369,4.451829639627162,1.3763386246342662
1.8915746182039967,1.0896127168810752,4.0948159697804325,0.7094644300098193
1.1264311262458069,3.668803516965942,2.4117738416163514,1.3090199275023051
4.669628962266351,1.5714545685534804,4.256740023123383,1.3129661770576466
2.3167594001062786,3.476953351781325,4.494823762413125,1.3387009292840013
2.1089956073428158,2.557039379184281,2.1382657279620005,1.588092183518493
2.378002706749337,1.6002959455022574,2.890315229616504,1.147449864824558
1.0993238454637426,4.561618793437489,2.90457580848427,1.3139564188673545
3.927380569577707,2.4130938984621126,2.0626705730282984,2.143500888899758
1.076864957004036,3.605842892692383,1.7932544374805182,1.4715094836843905
3.190233080589753,2.185309694374768,3.8090547899161145,1.352879429463952
3.62164323827041,4.370395398153767,2.170513227822197,2.700424129167053
1.0255727073849958,1.8098451351140863,2.49024799117744,0.8633415358670863
4.796677662449042,1.881503164842521,1.9040235459942831,2.177141150753896
3.634632079420332,4.757727045568055,2.436590219140569,2.664027727544492
2.360404068708349,2.048102215201419,4.373522250077055,1.0513645292468063
2.4822200155665355,4.200502132322253,2.0016336700668376,2.2823300190130498
2.600741486215203,2.6600555729274995,2.617939401116144,1.6256017304677062
3.877564750312737,1.4774439154562151,2.359742293282085,1.5581266044837303
3.508921681354832,2.1071252562538287,3.5709786853252163,1.4389257510556652
3.0496120615939515,1.8064336345655545,1.164028722516957,2.175461768590768
2.671395023337836,3.224353439875741,4.754288734575573,1.346007873037062
4.183311888833403,4.713342480649063,2.394049397516845,2.8698425315845904
4.415646390965904,3.308455922468804,2.11685010022278,2.6270283976521718
1.114894229741552,1.7603041738493723,1.9003644141307143,1.016230554704624
3.4710945197289056,3.792198950096661,3.882244926255367,1.8413540919238511
1.1472369229956394,3.64412837753165,4.227908668375845,0.9943988045770896
1.8684349016735695,4.1551813656225605,1.408643151813076,2.34765072041167
3.660578441004498,3.823233111023389,4.6715977799807735,1.730842404054295
2.555466841710884,3.740099819060452,1.2883624586088431,2.72369009167664
2.8126391029865574,4.17359314685886,3.4157030339175374,1.8538389715944656
3.240475423696922,3.115295107656749,1.1982468165528417,2.9025574245340677
1.0196935714239652,2.479527273079416,3.4162256702933127,0.8602922481018418
4.392438558741143,2.6238898242833946,1.2918861883746744,2.9868507213328863
4.770367490059376,3.533346667463245,2.209153221973139,2.76220637816988
3.2702350742500945,3.672082884497632,3.30407974865781,1.9064282426048424
2.1022652137702966,1.261165013179851,3.569013333071502,0.861897505822672
3.7720466168459263,4.744583187254856,3.163882838502676,2.3783587398304538
4.532340155257746,1.6755639800570803,2.5614483725123787,1.7218644226012536
2.4843447297967653,3.778934710636503,1.076605506859886,2.952992372676948
4.15385075065416,2.4391851030125498,3.702280948783216,1.6542956868108265
4.074063492312662,2.899387444601127,2.1068583821156017,2.367823635041896
3.9039852831638138,1.6230059549154467,2.4109343061755406,1.621143480795903
3.98513477193747,4.016278570513403,1.6789272283898522,3.08757477675875
1.7847174391321745,3.786547867404239,3.938450923108428,1.3099168848938263
2.740285570743711,1.7228583359394234,4.875439178271452,0.984046961650256
3.739425111600841,3.303072235062964,2.440382597184632,2.2497408602237146
3.3081929440615925,1.392399441906341,1.4417248768705622,1.7874592088293668
1.498664994098684,1.9701883333664392,4.441247210209058,0.815368030323605
2.358074631304623,4.157135559767302,3.516230288865944,1.669695247525567
1.8305249862390516,4.083791680666264,3.660122155460203,1.4291303116120475
1.4642293138974862,2.113948654846596,4.868849857909421,0.7973308624866093
2.5609665302497167,3.771470137093529,4.429689380943415,1.4766264761442462
2.0015793995070474,4.9572331958340605,1.5751735496125625,2.5098159831025098
2.0496987977037,1.5530401453417717,3.0201555581031574,1.0266483369421036
3.026872094363862,1.5582129890454892,3.325002697649772,1.1910073561517085
2.8355776860841755,2.595338050356809,2.8553463022795507,1.605418813656935
1.514343634848923,3.2518288736153607,4.652150194264472,1.0288432105476302
1.718753382780799,4.1571583145711015,1.0845323425200777,2.5667514197208527
2.342212633055637,3.1371630329258897,1.735661709631923,2.057544148708295
1.9672687068658263,1.542084055638551,1.076934168819176,1.6783838311614232
1.3879154046753932,1.7863914876584244,2.3686744775370387,1.0230977464846247
1.3108238008640385,3.657122492105613,1.4743591121920083,1.803184948094519
4.754994172990234,3.4149741362858976,2.4865657216113246,2.555457912961064
3.126356240664887,3.928677511300415,4.426710133485637,1.665719537555823
2.0065757446951014,2.786524894482622,3.396501182500149,1.2830493403517405
4.738098939131142,4.65968486053047,2.835559871113436,2.790364414772621
1.6724781122135943,1.2399392471253994,4.096074156499279,0.7115354125730821
2.706408207144832,4.321435744214005,4.625128645886997,1.59018910028037
2.4952897015380917,2.1904597329281708,1.6041847270027856,1.845869251876178
2.155132218005528,2.7126482556674127,3.0089186959014675,1.3938899117491916
4.845427650600671,2.742090968449949,1.238308740080285,3.2756124771006325
3.6766269381509247,4.028382009930861,3.687397724448948,2.0041494999149294
1.4209308729822432,2.5328347443099566,2.824686702548461,1.128768184757927
3.4152532763420687,4.453551635685547,2.967777649187185,2.2638571768975457
1.90986180685094,3.050169320228268,2.2303441229906547,1.6161326644263574
2.998097919688661,4.786559199651974,2.92790929512552,2.213888858262872
4.412097232436507,1.4403609407146245,2.7785915703729938,1.5123274963362594
4.896878730512432,3.7994792550146688,2.74879423815874,2.6016603450017217
3.8690316517691934,2.9840931626786182,3.18409570072137,1.904207511239252
1.709247881895163,4.474173603449431,4.326405980219994,1.3295213190843136
4.3045967990443454,1.0468282540895952,1.7157299503616223,1.6206136437047745
3.470482265200897,3.732678455837362,1.5720026958025053,2.8706388725733643
4.259702617984633,4.748052523017815,1.0496022286156084,4.389701867667411
4.73606046440365,1.0053061199074145,4.020506356710696,1.0882217600345634
3.5235290036405824,1.2952795588999462,1.4622740215443335,1.7666735177314443
4.208724063330278,1.995162974626409,2.788352337310708,1.7353640232990228
4.69047517073103,2.2517677543057326,3.9691163818393584,1.631260431149604
4.106026196154469,2.892613875088584,4.848479400114496,1.565140440731415
1.9626787970694943,4.373515999729904,2.880443587074074,1.726276220605802
4.614356335703453,2.8091905182342445,2.61932113465907,2.224599257437886
2.137437995412936,1.6009479768273192,3.289429977229295,1.0199409985666834
3.720914576520376,3.56475759341072,4.041425552042961,1.8116427476866168
4.779780551706797,4.028758428191425,3.64608911615494,2.2981372003714
1.005659357213211,4.594943057231179,3.7038530251435087,1.1169626316581591
1.1301041468133532,1.591003922387002,2.197731195173635,0.90449792123129
1.1184960980564322,4.788004548483565,1.1385365327829264,2.1688076104719487
3.815286965724385,1.847278546404672,2.786673726966228,1.590328112715809
2.5333465692252,1.993797123668846,4.325804228131893,1.080573606461026
3.963603123514969,2.32840177576966,2.521975267194672,1.912950051012403
2.49451467552768,2.162654186895133,1.0529643595189464,2.263496024482682
4.680335778453469,3.835229190015322,1.397400547065589,3.5840471331145305
2.565207229238222,1.3284405840961293,2.214655910814593,1.240449719166235
2.6784058504293,1.571111291457678,1.54284632641695,1.6515066699596057
1.95567421029705,4.153695263945906,3.859820136170388,1.4507147819934132
2.997048119840146,3.2077643434007928,4.189588917898657,1.5148247062482747
3.6155532148670257,3.1858963882027704,2.321099282858904,2.2276981494516006
3.727303680513914,2.96068414270183,3.263105743750329,1.8389835907489127
4.903692045379568,1.1150417368434526,4.011155531300979,1.1675417114644175
2.2735100271555,2.620980410001517,1.288204303122345,2.150740194980004
1.4042061372605017,3.7842367550120777,1.9148256489042543,1.6658656190652683
4.635303658015797,1.4184822296997197,2.0399337971814058,1.7953247088023596
3.215399940818845,3.639033673005928,3.2725792264216187,1.8908864608479337
1.6312208621743602,3.576815772195788,3.5768064790489804,1.2771942296931285
1.9064450765973904,2.4729303755541308,4.90355958322388,0.9805333402425525
2.617403518251081,2.7488311752236907,2.9156343268058182,1.570879410311866
4.485504730301663,2.8716400837029177,3.146765389978556,2.023198435260324
4.649351385489156,3.524798371127236,2.525641913863208,2.547284403838883
3.097762946726778,1.7858320844392086,1.1847599055909015,2.160872919079688
2.1341462020891333,4.344552103055902,3.7379928813087697,1.5749448620107431
3.1106143248932785,4.68192682607422,4.79662377443676,1.7424790566440198
1.355757051715723,1.508804966407638,2.888778191758855,0.8414927722077692
1.022659370474449,4.9664350111261655,2.45635994613591,1.4379436785669069
4.620904403702468,2.436586774347968,4.962350077641412,1.5062974252593675
2.918917459202044,4.829066527356909,1.1744041454383582,3.4644453391833663
3.567139888629159,3.9640361241510167,3.2334144689773816,2.091212583556615
3.480462641351213,1.376710136680482,4.560523475830889,1.025020132481598
1.9863263659901425,3.286941219008652,1.2535596982052426,2.2821740451096035
1.7433465712644542,3.3232274370452224,2.6734057936275284,1.4721072647597784
4.718132452349152,4.746927773668476,1.9564336968853488,3.383442568766627
1.6515988228371743,2.9112323385513226,3.034573783999634,1.2587569022003935
2.2535751489053357,3.372224637915688,1.8981946792777171,2.00089313932212
4.84163567123462,3.4553313732737667,4.743215666957681,1.8780384036792404
3.433047644284784,1.6791101602197362,1.2229767077593785,2.171052957969807
2.839513839304318,3.88419153699817,1.675217338495428,2.565882318475632
3.0320122837361527,2.275847924417231,4.738345181386776,1.206767901129085
3.1054686615925933,2.065497329454465,4.421500453705784,1.2044563273310755
1.9435058799692229,3.296467152565268,3.145527623959828,1.427153063168819
2.740091375926985,4.2558620161186695,2.211441108381543,2.2963527547356017
3.650616225537748,2.83384189240358,2.5537478381944823,2.0127131865289547
1.4822024615575056,2.9185877766203685,4.958716696394246,0.9340185387938428
2.213230144410136,3.600087471540172,4.815716065839482,1.286291436488824
4.356264870185612,3.0613396476309105,1.6469141868822588,2.8456233227669143
2.078173214711215,4.65804198361054,3.0364992762770053,1.7854840700064016
1.3430304720421478,2.692981002477701,2.077992497057631,1.3192818586824877
2.879374411383151,4.084845764930546,4.5401664010550205,1.6095371930206843
4.332266803533891,2.184804162948123,3.0496041324483896,1.7617412413254558
4.609611566132246,1.8293513674030184,4.6190054788232136,1.35115910239353
3.371258361779348,3.081778268973101,1.6524313539366693,2.507465689319685
3.458013000396836,2.215044985997557,2.3329505844499976,1.8119733935354936
3.530637526104333,2.451440191496112,1.056495655025481,2.8622222920533456
4.67488040960076,3.883542427998109,1.1571665785385878,3.9609680466012662
1.4599188963669034,4.628478855225698,3.711716913641344,1.349261362292711
1.936147530576068,1.299599865560264,1.633699123984878,1.2410463856289702
1.1631847517501075,1.8971338248213043,1.420403538485813,1.2464287593025565
1.6653552473986275,4.053282369726373,1.7452553684281575,1.9666513902831149
1.237726167902545,1.6374282948656496,3.237751625779657,0.7911733805119336
4.521311761419233,3.5972413315327687,4.606555874688304,1.8790089247698147
4.841807373910294,3.7949336463097794,2.051494787831368,2.9927513692473853
2.403911733892344,3.301128137622093,3.7631408661412142,1.4521624816016871
4.154219494139855,4.3120049057191725,3.144102568841165,2.38690970406798
4.121234085190544,2.911439300545472,2.231280695829205,2.3189447822792526
2.613570979763205,3.3899353117963447,4.488029939551685,1.4050280103910306
2.031046343537912,4.506023766029857,3.3501628012850984,1.6528129215657348
2.580234390379613,2.2273041598352314,2.0229454192667085,1.6854941950747755
3.512041165308615,3.017111525730306,4.525768242378128,1.530133507066027
2.6862785142785284,3.4616591974475184,2.8918606911735814,1.7932010718482363
2.367769222762893,2.691850122754117,3.4626867286111103,1.3567146734200843
3.510517603148477,4.858260129600096,1.6926831175583,3.17422807594193
3.2136587072946377,2.223645840334806,3.1914117750650326,1.49637782571902
3.7613385883732433,2.3750455422799805,2.8765422982306728,1.7622673840467102
4.297971022482601,3.6334429427534576,3.682571651086449,2.059279570956785
4.942918280947617,1.0948656194696902,1.440675601652044,1.9381573113128383
1.2335996055354932,1.772606012101459,2.940315457442184,0.8623751954354008
2.0437016781696773,1.4111947677736243,1.294491334284392,1.492631682961337
1.0513497080595124,1.9141306082309044,2.3455949307011297,0.9262599281792816
1.990349125659398,3.4700653983288308,3.440819729276704,1.416780273021431
1.6841481780053256,1.7836022228526105,2.497374669052491,1.0967238833121702
2.473899083297951,1.9429084475133047,1.912026421298364,1.5855144829597685
3.706915636190806,2.7040740742036538,2.1913230650055,2.1387618967413458
3.8991739403752046,1.2243287600128885,2.072744600101573,1.5176178783777858
1.8479635944616937,2.174966719103096,1.1206123683889824,1.8938488203373196
2.648217840686321,1.5803857867638191,4.250198578962834,0.9923246970175068
3.9164389478458337,1.1228541473174962,1.3163892960562884,1.8277432260446935
3.4339016190852125,4.090267430722505,1.2743149668960752,3.3199487863738
3.078634064497782,4.132227072086278,4.351244382309282,1.709875095230066
3.771618512244289,4.31634591867177,1.6194033589667152,3.1706221019485223
1.0621134852800336,1.642279284874193,3.5544545825046456,0.7005231377004321
1.1558280186366807,4.437520715484615,2.2228546122551296,1.519012251520906
1.135111415204142,3.5642573971326708,3.2345671230125457,1.118396222175022
4.314008892762576,4.907262346395212,2.820772688453468,2.739530318641462
3.744146256761717,4.57525649421875,3.3219845950159104,2.2708336365616795
1.927146017421896,4.430165536973616,3.2179581174397978,1.628835006154095
1.0610500991209388,2.192825375664333,3.848066710487488,0.7775864302640708
2.58183498129662,4.55045313291955,2.788322760491428,2.052674283333394
1.5055073207047287,2.936627418497749,1.7282630316161027,1.5994141738565908
3.411377597853537,4.904010262287757,1.438648247797378,3.4100698206724096
1.8008465849836948,2.8364192691148893,3.5847512774067574,1.1936968773238434
1.3722556273012456,2.0536013623671017,2.033782129686012,1.1771271281453728
4.667056524092574,1.5745411360275343,1.2181087543513391,2.456153493499892
4.414704329019775,1.2971323900501242,3.2881194976889883,1.3196816168096015
2.3493604003297635,1.3510035923296533,2.408221541172777,1.148034278569652
3.4497274434096337,3.508512924183079,1.1859716192867291,3.1946021821229698
3.559195354192193,4.889492581913325,2.0893570778579256,2.886034207571144
4.7823923452264,3.269532666814011,2.661992054659556,2.423606252728002
2.0538514874257463,3.448613740922029,1.43610366900762,2.220822760319514
2.282164576056662,4.196099366451364,2.0388328535187243,2.167232727641089
4.832966544738587,1.8513589309840528,1.1499696411728584,2.789388586322437
4.75195077236751,1.3048756519782878,2.673413005838682,1.5229565111850545
2.157979787389689,1.7295303130019437,3.641524415279045,1.012386073491412
1.6420668736184,2.217408482150347,3.7568582211838017,0.9844776687981364
4.667821312249922,1.582961977350465,4.199684307286679,1.326429066593657
4.228531765159068,3.1388693358145634,4.946772776520254,1.638024662590691
1.07204021336982,1.761503176652507,4.9257303729528505,0.6191728942777892
2.3198663376197763,2.376515767706398,2.9496095059808667,1.367160711640866
3.874387761642942,1.8919160997195328,2.60009799514736,1.6790267695741672
1.2756192082773326,4.641796772705613,3.828472486297813,1.2436289436638148
3.129904048722529,1.4603733064432425,1.6957556606811162,1.6417832375075354
4.091922613908029,1.2268322516444343,2.9210174990533764,1.3109593299917903
4.854811292525133,4.017040040093031,2.6395338629296297,2.7181638858468524
1.0405698710710811,4.132153206064436,1.8628254158900468,1.5192797658412371
1.0992202685461665,2.3662718910350757,2.229230343555625,1.0801826897744986
1.2957615478956628,4.128721577439874,3.1588719804008654,1.301380604091841
4.301097591750986,2.929187110791789,3.3718674885030047,1.932982651158332
3.1361977295286376,3.2024752295592456,3.6874659728813257,1.650367250255422
4.474012180662561,4.776632352364354,3.6607848605775097,2.416141615176905
3.7047740655471912,3.3478654997178725,2.535532555046496,2.2117206323570726
4.700852205939336,3.215460288277121,3.4421942228451954,2.0955218235200195
3.754392938498172,2.808181400576683,3.1256253037075394,1.836597481385284
