p_d,Ef,t,h,omega,omega_0,prob
1.8253768468062213,2.230976056200623,2.1096967387145744,1.3215758324313127,4.733609011115314,1.1138265637644986,1.098753934933808
2.158553263114165,1.21006048290402,1.6506793562573605,2.1192615357578104,1.3470321695008196,4.159006206207828,1.270464210004632
2.4260846294079284,1.945742089313764,2.5714467540863195,1.1587813300488532,1.5210151830503025,4.9363551024694,3.073152001945265
1.2656914200291254,1.5211564631025745,1.2440281678713998,2.7978164672421046,3.964476045416761,2.7221613791597434,4.389967906356478
2.572487017193527,2.119654990709781,2.209680391870921,1.8610032674727437,4.747903023129003,4.055820107942092,33.34467041511321
2.7572777739355274,2.4670798328973014,2.03206181719832,1.647607964553366,1.3493072025023416,1.5022466188582309,52.29115741605807
2.000401883712459,1.8039714544593737,2.196268898216606,1.0876494963763477,4.55651048027765,3.166372117694284,19.608576708276395
1.3879975823954458,1.060148817774777,2.476853406951175,1.8807114123403397,2.263217455880912,3.386092017799108,6.094404484131829
2.7745887370582447,1.4256726255744254,1.1550256220494015,1.59461620493036,2.699530512312999,1.4573626704904967,15.11868376349824
1.097267938580071,2.4410244017176144,1.873550453595628,1.0450835872408926,2.712962201186289,2.6164195231634584,30.088093125833375
1.4624656283862474,1.9905473526458004,1.8174676048413367,1.8663132088120225,1.556222287280482,1.4507278261760592,17.757807721647143
1.4546680271571115,1.7973462328075578,1.2905543819437644,1.4519811575464447,4.699207914599077,2.761531593339115,8.413015372758103
2.6323441867421407,2.8955317768986983,1.8136649313577389,2.596552930783913,4.242885594246829,2.01063380017516,6.596585337681587
2.774071337900261,2.7555591454755124,1.2703465457358782,2.121093213999868,2.4104438565971407,4.910820682152885,11.401006471867582
1.8693339474759731,2.1410943310840347,1.29978616463892,2.170804239113215,2.3169152297659235,2.474381732993563,15.005041406962262
1.2919269790891414,2.7789865866020302,2.517974441977681,1.7643508171348274,3.505033690613112,4.420734628092003,20.23221788015889
2.594126365747852,1.4371036927263825,2.5411467805906858,2.6412412025706384,3.177302321446046,4.238204452644806,11.797316834994977
1.3200476163750718,1.315434178161149,2.5700448673497247,2.1945169533367355,3.1821321603229724,2.126085251085447,6.626078806474916
1.2818825781872687,1.1351870467554104,2.235041448829288,1.944155746071224,3.185927031223845,1.165648521142841,1.232857164651784
2.9649085506975528,1.7191267876375271,2.928526338394563,1.2334576228650345,2.0747748440283558,2.735065152946637,55.10808469357296
1.5545341262828,1.1975065616078824,2.2090025371999844,2.72591489704212,1.573628415630338,2.529388380579157,6.441169846650646
1.9126464234129312,2.259971633125569,2.362370110380306,1.4161011358813913,1.1919072137874358,2.831456168454705,10.534762705340253
2.4538614094021343,2.2695156231160927,2.91095683589589,1.3735359818680692,3.563183586042752,1.0362942929633665,1.431065267786504
2.0234260889773763,1.0777854569739564,1.857840840652026,2.1178346571776867,3.772381964172366,4.268734236521823,11.192311049391147
2.951868859719612,2.999242655695083,2.331604866070724,1.2926558309142273,2.8121480135947112,4.326980796622422,30.96187565427579
1.863578815711815,1.236708000250016,1.5666295374303152,1.4256767933676084,3.4856529404798917,4.519217039405834,12.725892975733547
2.9004292943154883,2.984539622204311,1.1760959005678957,1.111749338871437,2.118424914592583,3.1037397240039213,51.38061997632848
2.475346779426568,2.179173416978664,2.886212993496093,1.4278014831322503,4.48371225526614,3.075651747834841,13.307150871032846
2.18050477129402,2.577479110901735,1.8120426207442069,1.6431791890006198,4.86999655332068,3.886900279016679,29.6732641082926
2.417472873521417,2.0938065658465765,1.2184712968151548,2.9693140007571257,4.970582221011156,2.4631140056040635,5.581958156302052
1.2982091923209675,2.4291819616319845,1.6839120097394602,1.5553169047853144,2.574850865869468,3.1484883498322724,19.835797597743777
2.807561072633894,1.605021359412193,2.327380433578444,1.5544181748282124,2.8177626119297914,3.043329890718312,41.42780530068095
2.990539301986314,1.1278852242720256,1.282961547616581,1.2438982605338895,4.738533990163375,3.359235917641452,16.717795796788355
2.901741247810958,2.8779905918527127,2.206111183992951,1.4125122883610028,1.5997787510429742,2.154616541922062,72.21804179783351
1.1388766608025265,2.433756540087141,2.827691459747453,1.892227405984732,1.8249321359305932,1.1425510596109656,18.88853432287598
1.6878133015132,1.6522350984572023,1.0597419930054153,2.987082566152382,1.857902468661312,3.535444284718829,4.742157040783632
2.725867722017429,1.3015037666390423,1.682142165835106,2.305402865186176,2.087362144710809,1.2293071196445244,13.629944910575542
2.237473029202174,2.098417005467212,2.210404171980877,2.628948010108531,4.809413549349364,4.8673124290536265,24.77001768979666
2.693609902358502,2.681928716776297,1.3892174272818316,2.570271177107286,4.058239876674934,2.913471504792096,19.77922868940067
1.1441684876100584,1.9795577930905115,2.015861834984819,2.183454973968421,4.556600959855807,1.796866466564055,0.2106944525158155
2.1392888167447626,2.8786016888866044,2.5103138959245284,2.635158449614404,1.975710876870378,2.2769147922427013,35.136761723568746
1.704190596321316,1.8851637227709828,1.7029959658930462,1.7319041687657684,3.3558215462990058,4.558827285625222,13.808184614677971
1.5508414322707749,1.6792977494592876,1.7504214737634036,1.142006753710872,2.641415220589568,3.0544592596161704,24.007535275086106
2.76912626456727,2.230558493491929,2.05047789955501,2.777455759587465,2.6904143214544542,2.5525364334812006,28.460961199546045
2.328752382127909,2.1801012404922675,1.3374504664777596,2.279377398044661,1.80417573236942,1.2427359788278176,17.85411120248677
2.4016948601139707,2.7891256256031824,2.4055449571866245,1.3697989802242327,1.8814822340344088,4.925700084446008,1.3607203858262538
1.484283291577606,1.0751808723178973,2.393003228625173,1.6114232592586435,2.110670636129817,3.849212521465408,2.6229751333945224
2.39743716244581,2.068487453918329,1.114110179789476,1.6359373047740564,3.2415380800297746,2.889938704747231,20.94985417189481
1.4621699418522067,1.8547518422465163,2.940206385892144,1.1831967088040327,1.2616202501143827,4.381637544021743,1.9810751341733088
2.952890150666671,2.2838484451426115,1.0402338614354103,2.6019624904253087,2.802425219077825,2.093449130567901,16.1863796329335
1.3389181469394054,1.7123063204349027,2.2321331053691726,2.072339716706318,3.736720599283181,1.3633134569141152,0.4947706397710281
2.5482485965886594,1.642422468919993,2.132199183603422,1.6320980312673037,3.692777311985362,1.692111307143377,5.4065276472645305
1.855935247596152,2.960664695043276,2.95954923120212,1.9286346041209832,3.176210123282542,3.4999769455358267,49.04789659426535
1.2508996384373663,2.895697601115847,1.2529751678972512,1.8739405885531228,3.082876560843533,3.464086909482068,14.93033410099748
2.646135335936438,2.5765744438859937,2.490564028637394,1.0132855811747932,2.4653277324765765,1.4796857274216817,61.96915008256417
1.0702110990979214,1.7368995967378231,1.8955920025762336,2.256288661935902,2.0087321113286745,3.917224265680136,2.832135782789882
2.977453240978805,2.9991236883530403,2.262478524966041,2.709803311794449,3.936446596811277,4.119184138434159,46.18179452290863
1.981516415022787,2.570355669384174,2.492553716799592,1.0380765505350031,2.99579710491347,2.0146722367257737,45.41535679867888
2.5232396901660934,1.9948414167597208,1.431542755339959,2.253312720840128,3.6524442174841703,2.91718431088327,18.304483833641427
2.334866154786159,2.2759261651218186,1.2253147649460563,2.1086868885094,1.819001479082356,4.88322831974404,5.003774544730086
1.5026493603666062,2.561612480463164,2.6770191548495355,2.409684701049999,2.154942732892616,4.500708463174104,8.468656516488055e-06
1.1108104066176103,2.1216296622293163,2.9121042442730287,1.425341579288256,4.499369040640959,3.866312657701082,22.59924923516377
2.9477465534725997,2.5088700551814456,2.78763722287312,2.9056635333527527,1.7631897818284203,2.713767386562103,23.8907607079412
1.7175618213902826,1.7203823442558486,2.7185951247521327,1.0159558836359892,4.356148909716001,1.7285835489720451,0.6769388457892632
2.500169566668647,1.0212352076861462,1.4447967180659549,1.5702638196487646,2.1540777263504944,4.195037177822789,6.72734877507789
2.701990611025446,1.347929516997804,1.7893048796892592,1.5930362585465752,1.930416019224269,4.912406324574299,0.7516671560907643
2.33783735013392,1.6967573369867437,1.9682575997390823,2.8873260086682064,4.641974877332888,2.957682671755204,6.137447138342787
1.8837639256213652,2.359525144031825,1.3719211894663004,2.2567193817043765,2.394248371795792,1.5085427503018285,14.988992405720255
1.4979765341473466,1.4476367895608688,2.571124048511636,1.6824380105985426,3.771821512714841,2.4436475754858864,7.0096606423366445
2.9371843832945497,1.8485153253779103,1.4046506413302202,1.5684444021344206,3.397629915604189,4.745652728821719,22.44717991886713
1.5212248858710489,1.0271850490866428,1.6306872859845976,2.925454286601572,1.453050413082296,2.362195604811577,4.540929511086008
1.2236513767501591,2.3290358253759984,2.147467746363219,2.88870629253309,4.144784279114055,4.30179144803344,13.186174050866455
2.4266975177017978,1.753005288189299,1.007884931321379,2.5408442445675234,3.489756413100553,4.267686353946459,10.07042449609607
1.9305678753915865,2.779667943861046,2.6081535099592488,1.9363037450721228,3.820943378454938,1.3231128204662412,0.0571132782765373
1.7497124055188598,1.3036534608204,1.3093685788888685,2.7797370448400525,2.8014510121029312,1.379228725576272,5.012116109773372
2.682610619029088,2.897284527852702,2.825509781890551,2.2962842011677758,3.456365251436097,3.0997064947813167,55.17341404288161
1.5638693566501047,1.4867870845968436,1.3829964741441276,2.2114561018972805,4.429203465622447,4.629017842719282,9.078338199094263
2.763740183586519,1.2361441136089608,1.5534844839711324,1.5834256281168086,2.43924421250267,4.736620860615975,6.316204690006666
2.706671046223549,1.5504407306109165,2.751784504608411,2.718849511120427,1.5307288831865695,2.421280777338252,15.736472004522597
2.3756150071388573,2.934308928010454,1.2541129882963888,2.3247303921867166,2.567829375470634,2.067435287979063,22.86261736801501
2.4244910901149908,2.1380989186915427,1.1547278705896131,1.0001335362041208,4.319008802364081,3.403931616101916,34.23403948224682
2.537031537037639,2.311228925948802,1.7740080392913526,2.9884788096708284,4.7639932275426204,4.76229557599506,21.87025128522879
2.9843768054265043,1.9003594226007183,1.7919870715972828,2.764929106831421,3.127732701106869,2.856051270244394,22.642532784244818
2.372900391032014,2.644782740404481,2.236691610274523,2.579118565232859,2.428748525153788,3.381995958301442,23.053488102238816
2.0693629861783496,2.90711562489752,1.3470396307784231,1.718228861297154,3.985705136088042,3.731086089248982,29.34381807589009
1.1997684270854834,2.9661615668855226,2.2811721769183144,2.7785836238963606,1.196389682137514,3.925943650756176,0.0015165827938964
2.7813508553717883,1.8552331590762947,1.254392668558816,1.269194711494283,4.259701232534795,3.236467664255222,27.878855441834947
1.3867536078576714,2.688471969976372,2.859350438712533,2.3318832855584786,2.611704365449562,2.7535919724089366,28.3321857602933
1.055573478422241,2.6455527449686054,2.124957489803604,1.146055199446823,4.560734337053896,2.959073538867337,11.042847197797704
1.7453198908379677,2.1944704262361974,1.2324561246622483,1.3981035991470077,2.315500953089876,3.029020532852916,19.88140429897776
1.1523984742410145,1.932538673291728,1.2934215053483094,1.225094423143045,1.0494361576098323,1.5519332083504414,14.26064227100458
1.889479502502651,1.0377755776467843,1.7009449103050835,1.0625185082509367,1.5816442846511405,3.655707137071066,6.105386674806948
2.7924529756016883,1.485148068835247,1.6797679635521143,2.239667712922616,3.3507138198724533,3.1768519060094564,19.404934663550083
2.397382548144641,2.523613688498783,2.891146565721153,2.437574623908453,2.358250760796628,2.313096528054432,45.02309945687531
1.332192432521909,1.813585949647995,1.8266378408941628,1.279486162408479,3.271354631958098,4.82784499345745,10.487141553999408
1.0636094570923291,1.5675940335136809,1.958874042079608,2.453240256201764,1.8749698217264568,4.401106551352754,0.5234819505442203
1.4128551255045103,2.520378937099407,2.0559641310898185,1.1428876478729335,2.5127341778618817,1.5505559250449017,28.7210497491912
1.6588482963598026,1.4236704624901326,2.0592831915471823,1.8163830395618377,1.6059687845371151,1.7911878377849084,16.620081686538
1.4257712753762233,1.6816984945443565,1.5824724598711384,2.3970192514886097,2.049365215533344,3.348337331596038,6.901468497001104
2.111200752257764,1.5945613958251,1.0284328456374596,2.52378804229036,4.677233923543764,3.4198089878007165,7.48314812760195
2.1646191450196346,2.1739235015017133,1.2340331591396425,1.2187382730847938,4.958559609538716,4.91836604758557,29.931808792078275
2.1297088940852307,1.2327267202913863,2.508038847284656,1.6307448911420688,3.137128280684116,1.0387607571831263,0.8737909811053252
1.0214124126764224,1.543665495331752,2.240050841643125,2.5574299713459547,1.4955015824031253,2.4244092801553667,5.965037220049083
2.5391963864802607,2.51639612727668,1.272965242111442,2.045645912143348,4.427873915690571,1.3712314170640303,5.716366363969082
1.3403064645735758,1.6435500869637132,2.318072446954854,1.303719906146148,2.8308079305431804,2.5642249040535097,23.836634506998585
1.614965634398429,2.273017505174993,1.5129762839757792,2.0108297346963493,1.714026178742762,2.874136672465189,13.331957107775493
2.6386538686611747,2.2222744603443902,1.8427812300942048,1.9611046355206496,3.309204828707931,2.470316943399144,28.252291239080037
2.072593939684834,2.396894519691365,1.0953230152289506,1.9042354386048863,1.686087013364468,2.008702680754785,17.76808837786693
1.5732493332810404,2.783434690358942,1.990327009838852,2.1073006621009824,1.6478799127792,4.208864883840481,1.2495054222520232
1.6443357577783797,1.6792304110249816,1.7264142193593088,1.8505780455256324,4.054938227543423,1.7345761540703126,3.32667353752899
1.4048270853843632,1.794970826332474,1.1254185819849305,1.323786435840376,3.9547295218914713,1.542724363111073,6.98354627754269
2.819654561356251,1.2044297978551062,2.916758938355154,1.9389044732215264,1.818767015346257,4.842173462575177,1.5039672080349693
2.481300644616376,1.8866776852714795,2.4665496956929074,1.7840813981553068,2.4755809904206805,1.4394016337704505,22.826450215032228
1.8507100890716208,2.813937369968987,2.807246700325973,2.817676892490037,4.96929441405695,3.937555877976165,15.312102874691302
2.0044652084770838,2.9338621896837958,2.880026270441732,1.3317960007441836,4.028617128091627,2.9057792251751704,30.49905010711826
2.3281667750708688,2.3533857562169302,1.901215174995272,1.6141931446211966,3.1013803238090505,2.0774011761162297,29.25388191937481
2.80339911432282,1.8410458359709951,2.0053147914091785,2.5663723272576098,3.9306154899781935,3.998958695320973,25.299528258133822
2.3746380381254664,1.064519671608832,2.259260700942794,1.9671018485472425,1.4062972189650358,4.960246983952058,0.6646131089181603
2.965783024281136,2.103329336358865,1.923510075632764,1.695500940703758,2.3869422729378806,1.7340152086457512,38.919597513625455
1.684752450669826,2.531675534372261,2.913778692127111,2.352875351908063,2.456628061140301,4.968539570376887,0.6075168694285155
1.9029109059864784,2.837435407027118,2.610191847165481,2.675416951526599,1.0494896735418149,4.953727230539371,1.0967685539744445
2.134020745540526,2.1142850150290187,1.1908264215345408,1.3888454421307417,3.852657073032602,1.5082600218849649,12.097126201291005
1.8794769619532632,1.2697429856112312,1.226586055163147,1.6641970235226715,2.324612612792496,1.7055906798826834,10.530770758979786
2.15420110386552,1.3462268614035149,2.651531042058685,1.3170693064715997,2.9712660916652225,1.40828613877029,6.570027837034945
1.2395118086888128,2.069875076356438,2.918845048749386,1.9194080038835009,1.8499412412467888,1.7133695683737629,24.19132944907698
2.725120235529054,2.204455012751292,1.2451656107647522,1.2779418144090744,3.3641562482176317,2.827464605940197,35.42907339167763
1.7083685779938906,1.0812875534224615,2.3908703296727136,2.816728054947104,1.2083094676270778,2.2730769127915758,5.556706692582587
2.669772604464324,1.3290758320808334,2.69642299589638,2.203507153694406,2.347699523721542,3.981662433207032,3.6591192186130335
2.56180612512658,1.996526319785884,2.882323365958782,1.39121456928943,4.532418325930047,1.3311268973649013,3.097610179229543
2.980823290754256,2.9234928390641883,2.673709854017554,1.0166443450173126,2.7021668417937628,3.36054198438288,110.45150698991996
2.5047185367112594,2.58989990947716,1.3671301741004156,1.9716943316979847,1.3497847721772538,3.3145453262397973,14.86920541351304
2.8661629041850816,2.1814037684450507,1.4049477012901646,1.610139692894895,4.785368438074423,2.1471992302361027,9.205137386537317
1.5820074739143173,1.248108417858195,2.9830814203438933,1.734871957195663,3.1346101028348032,4.82662446920525,1.1240485960971345
2.6895765544201167,1.3205335669792937,2.7205472453536794,2.5879929830191912,3.723666594954021,2.9988388552328256,16.77694604805773
2.719299666118427,1.5849564306282975,1.7907153876347053,2.099703254048522,3.590048093317041,3.9934793423117783,22.108112662859572
1.8453188402782317,1.6084362898651874,1.8343431067081952,1.812960907147114,4.484098857749958,2.3310733496260325,4.091527827516266
2.7453600605836423,2.5343429591855005,2.2947958801334014,2.023319146495882,3.5145263465296,4.039704843355596,43.86386460862212
2.274544248019202,1.1677860157267743,2.0558256366600367,2.5476570760636377,2.518767538236795,4.657868205916019,1.8239632002462485
1.4284627673862,2.392990346507564,2.6137312756291555,2.0415052078005447,1.1374549950369812,1.5379176300453614,25.07732603767784
2.569306347774296,1.9809011114063797,1.271339564230367,2.2474740534978963,1.1844589019588216,2.4169144950207024,14.678477552630143
2.1791790450402475,1.2479797071101926,2.7394900486600395,1.901087000802975,2.4047347915596897,2.828304057034343,21.981627918536336
1.6442437059197466,1.9822063512304784,2.2007974621762294,1.7793985914508788,3.31205020033503,3.629310381706877,24.31563538562502
1.9787676992594745,2.7197780536177816,2.813394468812928,2.551040359395192,4.81288318676544,1.3676833075591373,1.5594587306649113
2.0459060583702,2.9352182688205395,2.819268846566558,2.275816166160551,1.5909835398044478,4.644238187887601,2.125279126210265
2.5150387771112435,2.552812781135191,2.84813896205511,2.441303651088125,3.1619934133136667,1.7227669367647422,8.825989744642095
1.1709245714505054,2.2001116591837957,1.341257252028626,2.485529666986304,3.5139627855166324,4.1239590790946,8.258174486714818
1.255010610498544,1.3355380222514333,2.638902559518676,1.7987173977279909,3.8390574785148246,2.0103747603890247,1.176882065210704
1.3298285637415956,2.003088709053121,1.401239483438678,2.6405856195195483,1.6292796064961883,4.828249301277368,1.0854684875268474
2.938708862188044,1.0684174352570883,2.770603982610388,2.382723176270489,2.8923498814933533,4.233289468534551,6.115684455930731
1.9425265866955648,2.656206028863329,2.301537433912656,2.55504874422293,2.5807044137710875,4.133217584211673,8.729699661658586
1.2774241510686724,1.034427049962109,1.1042972047296178,2.8164842745670806,3.8226781645791337,4.287387264974514,3.1845019681766904
2.9274502953681347,1.3490808921138178,2.512235270254755,2.600867912650992,2.381329222971848,3.318044587311904,14.759555474652846
1.8364397422179304,2.8258043176662944,2.204238094909264,1.9217583665921056,3.832795749841035,2.3549228400534363,14.049653168402116
2.0334096130496366,1.9933440318616424,2.768124181490202,1.178531575723479,1.9231802456514755,3.2564630817293128,16.274955296075664
2.255276624109434,2.2283574280973517,1.7318738105907083,1.2196703386877588,1.0746272462828586,3.9156432080426464,2.939620628994099
2.002445580718815,1.7757483836375714,2.661727611971319,2.849567480152225,4.010496257549911,4.898437385397068,12.793861101448131
1.7073776573681805,2.2862189976874427,1.132321860321441,2.7086626228873376,2.3904035897918705,1.839857532813604,9.9250281406903
2.058605445992812,2.0129017189680343,1.5647200218993722,2.695321665860792,4.471458305945693,2.4200015080517745,5.8607883629588216
2.432913174202407,1.457289769888583,1.953218844134913,2.795300046606576,3.245920964118552,1.0358666856930523,2.314624091316103
1.8594747610106672,2.363931599177323,2.224632629430868,1.256698125159027,4.88308603922996,2.568274016122344,2.1260512271996888
1.8391110632836805,2.307884654575134,2.0692883590538944,1.2075731650440131,4.307819541635771,1.4828961042371662,0.2520433764097693
1.4671045832564311,1.893093838054828,2.8099182885391683,2.940401894161151,3.5172500550306056,2.746846455497417,11.10032963517205
2.1806451001720677,1.2280550425462753,2.066156623427181,2.7702151184849866,3.972841832075849,4.347658102181576,11.934866912594154
1.8260177883994684,1.45927442727236,2.187535444215605,2.225079225751068,2.770340677157536,1.2995626775267015,6.35130923702156
1.8042567400087863,1.9539568463635089,2.655539535805006,2.381217872121653,1.634795591023456,4.0583703424417,0.0138815432908784
1.9654990211480443,2.8144301580293947,2.826748765240562,2.500398581142473,3.2135614677405755,3.702764461126328,33.4176292855179
1.9512657581519648,1.0654430204965752,2.133499435003446,2.241330411573202,4.654755659683989,1.7322416253411617,0.0007368397920155
1.2323169003030678,2.919736248291178,1.9672461156931451,1.3744250336872637,3.97549698165725,3.604061945985337,30.94377555086154
1.6258304576195006,2.3277433472807614,2.0927813861107487,1.3703206703099022,4.052323930393582,1.493522643616236,1.0149006913404737
2.158682589561701,1.3861886000396508,2.9335906685530624,2.318670896754851,4.810580432179875,4.565633639925757,22.78153853940924
1.60293003675079,1.3622051104926407,2.759057268625437,1.7811752807109775,4.551333404257877,2.074916839371248,0.1339776036663306
2.869832794797932,1.307177561972484,1.8098815163216413,1.5638808545402314,3.107150905955632,2.1486230713687715,21.087550478025356
2.522229921946312,1.963437535139639,1.7262600557096144,1.0693292716375784,4.280286126149052,2.266911537626556,16.173532552528588
2.83423074153112,2.231572419865305,2.6508154285490555,2.3658558825143947,1.519336126621087,3.149573667939072,6.585601492045246
2.805438106398941,1.7695521129394205,2.0434058965277697,2.559595550757064,3.888367658180938,1.6953666003954535,3.0484061797077824
2.6153886726709388,1.8778532808468773,2.3992619007450173,1.3929217996675125,2.878506495242128,4.7384908194586455,6.657700573447928
2.309073429282707,2.306529665180217,2.8322924814025763,1.709301176147382,3.605899926583703,1.023882298561679,1.005809212489199
2.2838752293863305,1.935896767195591,2.025078867304304,2.415768814928779,2.4196648449674405,3.3309795993599,17.384416271842934
2.153401293048061,2.1170055515705184,1.489517013370108,2.655874161675947,2.4244226413437,2.2787988169332998,16.001524457652305
1.3035065407705877,2.631392539642798,1.0431688659202123,2.6670387342618107,4.511509855135683,3.5656578814624886,7.767476315441123
1.856191099848996,1.8057225812962483,2.8535619948858333,2.316020684468567,2.285993300715337,4.083616503738826,1.1730025761811504
2.711292936929474,1.3894024164325458,2.820274813136318,1.5572378591896543,4.521177466399586,1.405933161589188,2.002235032443681
1.410594993212167,2.457289423282856,2.1734485894967257,2.5506659639068534,2.253810309083472,2.9135554341397016,15.58841838145219
1.7511907456383915,2.945083504506948,2.1065121605165773,1.018555090725791,3.533858083705862,4.178070771251918,57.3440323687573
1.8557891131722,1.667254423026031,2.9511861603524,2.731833413022899,4.80321569511233,2.537898371440797,0.0749889514001023
2.3074388815347904,2.761619180908601,2.819537864101685,1.4861707876007286,1.762582597961834,2.186044620097052,67.35398097314075
2.6125283844195435,1.4433507894277613,2.060070648133678,1.3278299079540257,2.151488169088905,3.1340455612079534,25.80196152469565
1.076132671957417,1.6242534650299825,1.8177478099101352,1.2327576101755302,3.602525043488448,2.050100822434973,7.928376508347761
1.5485303922274811,1.9536255313187232,1.6967680703021708,2.2396321456176,3.0507990711141857,3.850135287089647,12.324262723766966
2.949137960585713,1.5521290389383224,1.4899709395940772,2.73739239910626,1.3282360824025443,2.5919422155200063,11.542957573560098
1.4279488463161665,2.5395793942408087,2.9732066746763364,2.1035432748924965,2.4679682364016995,2.8268106937818964,29.263980965287427
2.4866784422603603,1.784617462980025,2.5954662081229203,2.9295488021516203,3.0544276806457225,4.617215450543652,4.835259253685069
2.62195891299075,1.339829377963424,2.034186545866456,1.1515621692531353,4.148550600035186,1.6859357194900362,2.1980096758730063
1.0785646781862408,2.33022798864924,1.7645943661941146,2.494316256901161,2.549861006423626,1.5264489826147054,8.447004958921603
1.5185987455681698,1.2000228959197905,1.9451386334110208,1.5308437492522045,2.4361309983368358,1.6959549466537416,12.20316188720576
2.077605807645897,1.8680406819039692,1.588233860757701,2.386790183234066,4.498535499953966,2.40698924176118,5.834350120408579
2.060756426958659,2.1718838817191357,2.5255239517499426,2.715400268609496,4.480390423393186,4.615746719562965,25.901647948719937
1.8537219312120303,2.6545255415040123,2.865821585270372,2.0691912030744923,3.8300844292965497,3.951314806211544,42.39230874894587
2.198347396404269,2.1096958753180663,1.0092758619982118,1.478876509032503,3.215444850593491,3.066347089779707,19.84971778931445
1.3694003233014969,2.246871852994481,1.6427712320529329,1.1969564868819398,1.5328912314026657,3.1289563304392125,14.419172251660996
1.2526768693957395,1.5310309975091538,1.8444185709642364,1.6110641363626876,1.3815955585711666,2.152984257048753,11.620162264577871
2.5337502407850803,1.7467332100781847,2.5728159892564046,2.70202609736888,3.218246666002686,3.066288556195814,26.14270661778324
2.024096185845697,1.1021937732455276,1.4904619441245042,1.7557673875274435,2.888433109775947,1.7503576879536933,9.306209562612166
1.0143473066201036,2.2653482510697485,1.9131205921086163,2.6422190547437987,3.5245001331081838,3.415063234606066,10.415690364381035
1.892682894401337,2.716406696818017,1.084736505291991,2.0609338904908308,2.8515734403164688,3.7462615297523647,15.709183445280976
2.4676835895984497,2.335604019910374,1.385323820376634,1.163213788040936,3.0145099278159457,3.3064864203702515,42.5432961707572
1.1120510296391688,2.499035843139194,2.246746327621983,2.8295080333694203,1.4469261922655918,2.3717719908076966,9.54152167809094
1.1990039223116509,2.382667169307731,1.2798521424278169,1.5668511108555514,3.084033588506504,3.432583364814293,14.420554347841486
1.8595522588617703,1.66209388155385,1.4792534840161011,1.255884671425061,3.3424342225872947,4.358719066700776,18.877517811386912
2.5990795515946337,1.7774357265772855,2.7833764975088253,2.216432051073077,4.189644188504831,4.640403631378595,31.91358591857395
1.719462923746177,2.904771985827904,1.0532880255035846,2.0784751114662234,2.897215312364342,3.7950512338433136,14.75285879238752
2.7938634252037278,1.6314980598867057,2.032401534561316,1.5115963669736685,4.133980858568691,1.8396407346550123,3.716724809655714
2.5986457891958348,2.418645950367923,2.626086392315329,2.292230062246726,3.3226667532901377,1.4798189638977282,3.3738311745682843
1.5656640804149022,1.506706661159921,2.5129364131358543,2.891450505674413,4.85762480149941,3.5743791916401677,4.946521943922013
