q,a,epsilon,c,Pwr
4.385666578224677,4.027602393863482,4.043437770270492,3.3579792365213086,0.1081131440066738
3.484476371809755,1.6319087725986168,1.18438984292635,3.52406567856376,0.033093219740822
3.367508585202021,4.495202292937095,3.210509083174946,2.369735991705675,0.2845384650166891
3.791261711644044,2.033715104367505,4.655729223078197,1.6451396335936668,0.1521425270550636
2.7976001094551206,4.876469817740313,3.0812278931850323,2.137891505550227,0.3279445551932582
1.3254874363690363,2.2618337782925075,1.364785569469232,4.771436833783194,0.003216321996773
3.408796164696084,2.5462807918800388,3.4969744168676087,3.609595548159517,0.0243021920026253
1.9218312859500748,1.721051412527676,3.516492353941405,4.270274164124304,0.0021195327386188
2.2014996390058985,3.995281862255693,2.688427710402936,3.369130469021816,0.0399189500947575
2.1936732910256915,3.041678642605708,1.013032077193185,1.677359548925922,0.4940463956512543
4.419783617659914,4.218988245455153,3.4957944037403283,3.914673617340492,0.087959947946026
2.575569439909402,4.960904673705705,4.348311002707265,2.472262992879992,0.1318143113839636
3.1319748064585693,3.796125964626321,3.961706617978311,4.3089951306421685,0.0236595404991237
1.5901523223708116,3.147497339555409,1.9998649842296392,2.990524408878299,0.0248464499155373
3.669241767435787,1.2253294262764305,2.089125223687893,2.230739789640269,0.0462430047988386
3.248592188838536,2.270085272858871,2.6284605747445875,1.268433048736017,0.5378603086020171
2.718070543583256,4.370693224589438,4.732744457797498,4.727240324302175,0.0149756221600632
3.645132120272444,3.664130804289872,3.06229654311087,1.1181711602462094,2.2105241241793743
1.160116415240994,4.51373175739446,4.199975683258307,4.35418884990713,0.0041957050764406
4.333693229574187,1.864142537747468,2.3844517196571235,4.7947423370988655,0.0131731333123208
3.9025283042109695,4.970462927457252,3.287057117892335,2.6010588453061905,0.3450856455556491
2.7871335806733497,2.6148630745315016,2.5674589212291714,3.3839730574044697,0.0283222763331047
3.4358430339356274,3.686407897667982,1.993974788070982,2.6840339988644826,0.2207438339976851
2.155464060910173,2.298679754473495,2.624321939731445,4.128268493018995,0.0070536917084076
4.520690318927182,2.114071210102927,1.5794023584176131,3.351811001079639,0.0814734801423863
1.9726156452300256,2.303334180874565,2.1638050120843757,2.647347040463768,0.0272801639482428
1.6920673914858906,2.996746131194933,1.208086160118619,4.454892744540261,0.0127709860129054
1.619867211602116,4.947742333834882,3.638923021042656,2.649746157773929,0.0503368661404757
4.58657601076786,4.224582357149132,4.653809127736629,2.0324884379638477,0.5097424606384564
2.787681344867827,1.6370528721191118,2.291463119654705,1.7826917277218477,0.0851077143475434
3.4814862690985358,3.6462620768284384,3.3298491084730526,1.5688785743681564,0.6648619228727763
1.967421402504932,4.523060864535595,4.868432976648634,4.520537517779307,0.0093411230766805
1.5652990180694315,2.905135460251829,3.2745478019521297,3.789550418970411,0.0061561879980798
2.0554340939119857,1.5918925874265004,3.996955172239971,4.636362640538342,0.0014258440884839
4.69825464230786,3.0730364456007204,4.812394804963972,1.8443941753742816,0.3662561504957723
4.522107436630511,4.252259570769166,1.7595057507379228,4.322807109473429,0.1380167835438953
2.749191991605528,1.817332347780301,4.727364807702863,1.2999897946022685,0.127508396537296
1.9206671083637348,1.6525337203387247,3.767653573725141,1.7520815687737006,0.0263736238967476
2.526932053673928,4.738927469231375,4.45334500725752,1.8956389841152543,0.2507799970568135
1.306283416659357,3.620259897832327,1.283550707258423,2.5603918130292285,0.055070736311918
3.2087160641751487,4.331506768104447,1.4551790421975523,3.3975804710758863,0.1795617222496551
2.0683772400961526,4.528871359608943,4.497350041921455,1.1094480299048524,0.7579852701422839
4.414224566999955,2.3652216219094577,1.3966721595773222,3.82473127918966,0.0740038213109625
4.043572996481225,1.402028938499268,1.382938119830262,4.902090051096598,0.0104663873849926
1.0631136234429346,2.825102794680187,3.995782328305882,3.9819729767396352,0.0018968369735748
4.670475553883002,2.320825669823466,4.07065374855484,2.635385807983321,0.0836583608352251
4.0014209057291765,2.925682115172127,1.15433129994394,4.666357253290292,0.0619893663908816
2.612354379878453,4.735298053107304,1.1326891950701683,4.301682419956213,0.0900392579615472
4.473153522470532,4.141084977859446,3.657623245959162,3.0501244300596912,0.1753893144237621
1.9129959669219505,1.956036547138691,2.79397848285004,2.409160595401348,0.0190134359088326
3.065017016181274,4.70431380498266,1.0724752700113005,3.378367981645045,0.26671600709005
3.524605762297742,3.6379743313413866,4.044686592807478,3.011354424954553,0.0789711997968014
2.0211321555990844,3.5246195268106457,3.8699353236014495,2.5220690897343263,0.0433648791709274
1.569705924332938,4.378386875891527,1.4689257638774675,2.2821409125405574,0.1435279625929858
4.054936039214782,3.2599404807286536,4.251489733566007,3.5388894978856067,0.0491976200976505
3.594107680428261,1.4320794536854358,3.3387007644987268,4.742704865809621,0.003946021779655
1.0456139757586156,2.05645147028752,1.41560672971409,3.242641557113111,0.0050820521204988
4.658936171506165,4.599136818738834,2.7361272296180674,3.612149086997334,0.1888825198362121
2.090025720902913,2.553315802363815,2.086475912859163,1.7707690385678303,0.130410352767125
2.6878287299703283,4.737154487518595,4.808013384682997,3.7931745778591406,0.032776531617386
4.134405199511762,4.520115385048028,3.50186069871956,3.096053100573201,0.1782788924472294
3.1688230913193967,4.3486261656417255,4.174221133870813,3.529737201498855,0.0548777687647984
3.793998663077358,2.048803534777458,1.4988679560123992,3.816655111669923,0.0384664162691815
3.7581599429941086,4.298051054552451,3.588388457743992,3.169050125498347,0.1212008759373842
3.981521679717948,1.1866583040139722,4.897133518368182,3.8726279239651777,0.0041637931748414
3.609464773873842,3.1307786144330074,2.464566493744571,2.925359619034423,0.10980215989394
3.390536055835125,3.9297091447017936,3.491362454948646,1.135497009385234,1.8424830644679189
4.898257948496639,4.808349260840425,1.905334081202596,1.1115000302280524,11.24798218168271
3.656885322963367,4.422908927411121,3.4239125921193763,2.134098545236821,0.4170340109261415
2.2696785338314163,2.6677046203087817,4.466056864814769,3.4413203890488915,0.010685712566748
2.1726424305116714,2.403493408139344,3.257512510813822,4.421358958337853,0.0051381625841414
1.3915176453864757,3.709838727711284,2.8724895780874897,4.520943385583429,0.0053264849781681
4.562628045454343,3.2965696663340696,4.11251974546922,4.174787760311095,0.0401090452060757
4.963047873338473,4.202130288894853,2.6429796900208418,4.860419939414312,0.0760360637113687
3.5263876957501226,2.2504177751526018,1.2108249509445774,1.5891420647116838,0.6875681619775299
2.9956880485080264,1.674962319500573,3.0460845615664685,3.946013939667009,0.0071364845935012
2.8335678379970672,4.785312049164416,2.3032025530997617,3.715494327380097,0.0825666551727976
1.944734994950292,1.453427170564963,4.46834401165494,1.9492027070425229,0.0128082166734698
4.500214346517032,2.640524954022069,1.8101398635475685,1.0475332865627518,3.6002296143961243
2.220466761015861,4.785312193857335,4.338389046665848,2.413439362739542,0.0982133019957344
2.140109347171569,2.338203631847182,2.898097473189761,3.397434994287225,0.0116887753126827
4.781301953208281,1.0216789698349666,1.6632169423841223,4.994667048860772,0.0061087394081744
1.5885302056365838,3.6474663177421554,4.643596469186251,3.0290775992998222,0.0138002432500626
3.411100894324651,1.101376516374581,2.611047104237648,3.0949854613054075,0.0096731759025513
1.5525578962164728,2.047183159182601,3.812633812348856,3.639886862453941,0.0029148696385093
3.315255522091382,1.175027444121465,4.950847405499712,1.4595220108819822,0.0523018949400258
4.608271484122592,2.812341519133186,3.5897939572407624,1.245597511710741,1.2844239312821562
4.76393736530223,1.8119779261604003,1.2976027785357775,2.422818113703473,0.2142064607387754
1.6547260730732851,3.7707439035528103,2.0819067221442342,1.6336127123155806,0.2275603492749355
1.2800989868609496,3.227042991113287,2.7138796626257773,4.214584371331805,0.0044559534311538
3.861990791932595,3.5119570848207653,4.244322769110735,3.896276691611365,0.0388742452955417
1.4698990655286015,2.0522031605287325,2.359786010309262,1.2110680441393065,0.1151692005884662
2.7238727794385853,2.295241299662724,3.0956458381935605,3.23785584299789,0.0197335590707873
1.1604718929030722,3.363557133861364,3.00912459662942,3.4657957517954205,0.0064523316428194
4.6792754876743,1.7522792391782644,1.2287638218380947,4.751555548069788,0.0270574515112758
3.946998711274561,4.484394186966325,2.090571002159588,4.607740399941363,0.0812664852393745
2.1679320759889618,3.666712700503557,3.8906751152548,3.606656173854247,0.0183655859870269
4.667578366158152,3.077537165516905,4.260460396865453,4.969738835743529,0.0209330009494364
3.807473971073225,3.882147957211141,4.776431367526182,2.2129089293315056,0.2239354058604186
4.790872716345408,2.357617250057124,4.183771475236123,3.156126388057268,0.051456901287448
3.462311404813992,4.397800362722207,3.517528509885842,1.2187758970882403,1.9314921805533625
3.2273256775880137,1.3724958655327253,3.555838463981441,4.944069479866281,0.0024222046522515
3.420016311150352,1.0797794929814937,3.2591901407077803,2.3463187543154183,0.0171852022690409
2.3321751008491054,1.3851954710255183,2.8700601581828287,1.5149740432899037,0.0554800361970107
3.82094884418227,1.146408766711109,4.37320460144333,4.80426635178229,0.0020991297955656
1.0448090221862176,3.2279344820585707,2.4691438385287543,4.827960239065519,0.0021716242520783
4.229590328558857,1.2011694909122372,2.9053515186799004,2.295710157028,0.0389541936488204
4.834250523647453,3.867207208277184,4.261218441729026,4.733220671496321,0.0410343928936276
3.1954250932781054,1.509965729269939,2.501521105546548,3.4532368597654903,0.0119896654602094
3.123527351866127,2.4432048747579405,3.818728831657269,2.7275348212972377,0.0398730580085281
3.3032458045716897,4.726471419818479,3.526814106873182,4.9718121853147945,0.029835135928464
3.36241211442994,3.5156204321780304,3.284641693982714,2.8843282436811046,0.0940551695779888
2.70141485344062,4.152056652219077,1.7749276266348706,4.7817325697199085,0.0343931129007488
4.621739079974849,3.1632819259703244,1.938172571476117,1.1005523309527483,4.388953576339541
1.5223037996269353,1.646445809329145,1.5237947277185424,1.741014247041512,0.0414441254850403
2.528495480116951,3.6125090166767904,1.652296472220986,4.390483675781566,0.0316530849884278
4.028314117156754,4.178194602387944,4.619186437261915,2.427483795950108,0.227451262022497
2.5082452151708274,1.3800528484408008,4.352769937908087,1.332270664877213,0.0617571417875456
1.4355649535440884,1.8666561391861989,3.118278679020134,3.1206168524452407,0.0040201008099502
3.224147157700435,2.838788949644159,4.570954258706243,1.0718157222291549,0.7896371188839294
4.621813120121304,4.741403546914216,4.835864368998147,2.474493133721914,0.347699934356075
1.6324109811159937,2.704128068077412,4.5180252788717645,3.4951388674397643,0.0053588356850797
4.892413181607973,1.8453875359099572,2.7999080089770847,1.8717886941834911,0.2355082232540477
1.2828066879880051,4.582140754663604,1.910834810531016,1.3316069194685438,0.4062626390224583
4.708202451205439,3.04695321628693,3.733854393286384,4.674968540272888,0.0286185253034371
2.9249535010457466,3.9665302665152833,2.218138156383351,2.33190413924543,0.2538853737637248
1.6801571050908408,1.698319716435329,2.0851771785758912,3.790748028131917,0.0038029432913335
4.27999854376146,2.74868111529023,3.732956391538943,4.859022545505251,0.0171449087377405
1.854147207857959,3.6993080721689218,4.143372513955969,2.058273617353038,0.0690820151078565
4.638586452918711,4.363666662851918,1.1594398064179403,3.5319384188413667,0.425486463445534
2.285197621063914,4.065542311044524,4.858174188074336,4.772364797537154,0.0086718027554591
4.723363099093048,2.6688014531838737,1.354548398673873,2.1896131521613285,0.5928398192653203
3.877992836782045,4.43443740564067,1.9491126524079,3.7913611629230943,0.1476955900509896
4.249487501797948,4.228494375369742,1.064932481992734,2.4317224731090747,1.1186118221499497
3.417559122229407,3.433559501370314,4.888729446489425,3.7596618515996783,0.0281175674189322
1.4084575487711315,2.689157203727488,3.400412816652908,3.691855116072209,0.0044478813212653
2.3890416324905006,1.84131993847174,3.647186627723849,3.1863348820918564,0.0087010684242182
3.197311672037669,3.6480695346873335,1.4990329531568385,4.447681200255245,0.0547246392255267
4.553146552298012,4.6071027045452,2.18286187932501,4.156007580152856,0.1489781831600972
4.818154578200892,3.7612762349762647,4.4655083999180825,2.1310976591318678,0.4031343718560295
4.718231620971104,3.1046644308484925,1.8082316012995463,1.7460395761305003,1.1826886204047873
3.970932421942256,1.785215388808198,1.0932444690165943,3.962467328905879,0.0391968115565744
4.40621995317401,1.83083186284108,2.584424313128501,1.7883779469123473,0.2335535168179511
4.485922230561205,1.4160083409068336,4.814394550507846,1.4175954666913846,0.156075722675353
3.5154849443728637,3.3893225968123666,2.993201575756365,1.2322074277123511,1.3449549679971755
1.5008834716571258,2.572425871424288,2.2128424342669017,4.849718722799013,0.00313313004192
2.5974230088587973,4.795557029743339,3.5118368130806683,1.7082183448852408,0.4702165298703081
3.5754942894356567,2.254664326241882,3.552819424823598,1.6187128899009284,0.2287980040062268
4.621091943394886,4.263724844308864,4.7710772842119695,4.873278380335977,0.0372980668248373
1.1059418756453048,1.406887755563762,4.227946671494482,3.5959747726634816,0.0006532854297866
2.1614737469933143,1.6604455479948474,4.759172898237601,1.4183778881856055,0.0503200128932855
4.501805567159899,2.047367089613267,2.763588379745297,2.7847047939456897,0.0755184269983331
2.041925422663065,3.9079543464823625,2.606224762683682,1.674555989078867,0.2760366240139363
4.389218318585158,3.016919006409665,2.2000159787071287,3.790939801522816,0.0776129240813323
2.1567338168818084,1.9125982184989596,3.31592537901285,2.674058965090765,0.0142371079930703
4.378393530481116,2.775905165281281,2.9145027491272946,4.576573446600763,0.0280512316746205
1.3536551149060614,2.2652562510538123,3.180245476768833,2.161969520789789,0.015521735001116
2.8021140115756222,2.488237541796358,2.788942078521889,3.576647916303869,0.0202109203594486
4.0147446917251175,1.5814608771547911,2.894533027413456,1.859796952206625,0.1148567552006748
1.0407413989389402,3.688767442758742,3.26788732794388,1.7501360008617222,0.0446338778231608
4.245308712936096,3.6028284619319,4.88343444273117,4.806439236699785,0.0228880540310921
4.067265354386652,3.41944619593912,4.789098930304192,4.127510261650354,0.0304717325115721
3.7774324252574263,2.090878807512929,1.510736986729706,2.15453476977805,0.2190284970433462
2.6050173897655693,3.410465274294624,2.566680143395233,4.274414156204509,0.0208903561880383
1.64021353497876,2.5150856730541027,3.126763365926878,2.4869998668943047,0.0187708061719798
2.9523850000701573,3.0615241530086963,3.9190778201563,2.838550161954894,0.0483555837039473
2.255901358315227,3.174134546539446,4.989249717853571,4.420213455796519,0.0063128400232269
4.483147987974554,4.840615490762962,3.455736893561512,4.526911181846064,0.0779326795852919
2.13206002523721,3.491377558683054,2.133196388427627,1.2559517112270773,0.6955713707112083
4.613038998733863,2.1783258686561773,4.736749794910765,4.293245484292761,0.0142916119891534
3.1369096911197425,2.2326982228299097,3.1217870391996727,2.325601516707688,0.0662756175185415
2.196420576278279,4.263811094830086,2.102513176014076,4.750759780919617,0.0206394374113651
2.84727189962048,3.1240732490386307,1.3322475220215244,4.815837288451954,0.0282097242295945
3.816285333930408,1.3797006164841692,3.981277468853984,4.323945778868957,0.0045696938593027
4.3441340083001965,3.260268758208157,4.945309961644387,2.952026191264897,0.0836484644525734
4.36280733752226,3.0413725909118945,2.010608498841048,1.689456273861897,0.9633893041274254
4.36357601587191,1.0867068529957489,4.196628420180534,2.69242410352095,0.0145639055441854
1.998980776906884,1.4304281314628198,2.172089635313137,1.0066761709484822,0.1957496926013142
1.5463870784724405,1.2314010714888577,2.3123705776433265,1.6904437669756494,0.017221649071903
2.178482812784335,2.7214129520715566,1.8708279343864769,4.13388288981025,0.0141087225793057
2.569061419098253,2.49318988263158,2.977017643983254,4.476611006666885,0.0081494646420133
2.279228504982068,4.717485560333931,1.2501385813448191,4.907322130106344,0.0415148918982814
4.670159180366478,2.5870578607214467,3.8868981172318806,3.296016371161776,0.0556420715667658
3.6567359286450767,1.5021739357015629,3.0280607476562262,1.855067513312304,0.0828099983075954
4.090323404340075,2.036020947539825,1.8125149746050064,4.672323948488081,0.019902068326156
4.502171995120628,3.583605426330229,3.990146724410767,1.4833756848748347,1.0603300730071776
4.902639457469109,3.7891242039233406,3.003564117678157,2.985145952453649,0.229141026754656
1.5798881644783154,4.607316323498067,4.680388146540032,4.292919869694961,0.0075911471848104
4.827102516455334,4.7014845884944165,2.849569303931601,4.960569222712583,0.0785539789735106
3.3926406712028454,4.574074738549117,3.390449235002662,2.4612085033564983,0.2527427179399502
2.1424466650472507,2.3031774420018007,1.5005510194855596,4.387085999075183,0.0101951707100632
4.753862029763097,2.079331010425617,2.490925323959288,4.761480966003687,0.0192775757631602
2.0300718973213567,4.83247926491458,2.681615554945127,4.498953768826333,0.0209088721259595
1.202289078479553,3.693703682620709,2.103627046923328,4.0479597225265005,0.0074983117373255
1.6671382823874894,2.864973018364576,2.216387518812951,2.9839903754698067,0.0205515815193983
1.988346262910221,4.068688087124356,1.413497656141642,1.1143747034805491,1.7750184794588872
4.088392689709666,2.1231424100869463,4.815658598489885,1.1715275901273352,0.5162369435913506
4.602030303639291,3.1196606048278825,4.120580275004006,2.250556173700248,0.2328008550677154
3.1366825614554923,2.695122490782617,2.192950801152437,3.383568176955723,0.0446316917404837
4.053844268938727,3.220710192062142,1.960622650581902,4.457484503255808,0.0520802130885359
4.431174285032469,3.120750760729423,4.298977678571429,1.5588093121912792,0.6230322761980305
2.85390900530851,4.600380849092607,4.670687128325959,4.1147256972089,0.028103683853492
1.7675230283672851,1.5827183361868342,4.485233596845898,3.8034985831118218,0.0016822923228383
4.360920573980285,3.5018540342680806,1.8205561260924208,4.697701846375817,0.06555274601867
1.29438073642544,4.738370917758456,2.1370330143540803,4.729349370036295,0.0088280674433538
4.779012333869798,4.445149251177191,3.967146148837247,2.925531593005231,0.2410212293293183
1.6037261430111398,4.168054200564321,4.334611564680127,3.1913900241227307,0.016824267911076
1.0899867397522147,4.829356586025659,4.020717059581527,2.3436679812028385,0.0284006369581047
2.2292339282747897,3.358075695467255,1.291510223511538,4.879412670326651,0.0198148428027737
3.0420497123590344,4.186086824530905,3.6013370546800045,1.0724531604003338,1.936641280453032
4.415618142521501,3.5921457422856595,3.1541382486699465,4.159103335691868,0.0588179569498176
4.535661541724845,1.0486971146956012,3.822440996775977,4.785325556110143,0.0028655305581225
3.570105820641443,3.8911360502438255,3.840383239462173,4.149175321864044,0.0373210593521416
4.042125191524021,3.98184883049801,4.868142051734518,4.090383003049078,0.0412508370999405
4.5666837306836365,3.8990941042081255,3.835247097328813,3.348940439905244,0.1167649667670036
1.3160048176613204,2.780535725798376,1.9329600131498208,4.07537480759736,0.0054293176927139
2.024899888338942,4.976046440081927,3.169784677863111,3.1970870477149584,0.051997407924177
3.070596124133861,1.7985674534735687,3.7755328227321967,4.989310254198935,0.0034506264696746
1.1533140930889387,2.9797769241587546,4.019907450495214,1.495523530019688,0.0465978387502994
4.119741660807991,2.3537182639459155,2.0830476970691176,2.9353501401509656,0.0946823099167839
2.7534302314253964,1.7580267798470586,1.5876063023179858,3.816184187068744,0.0140885794475933
3.55967203385872,1.7704797810919666,2.821347399916043,4.173998473436741,0.010270400279021
2.046744245442249,4.0872440794734,3.196696814865457,4.677212913506356,0.0113507435386858
3.740537696753232,4.381722906714598,1.832472712324238,4.551841978407227,0.0824627326517927
2.785011177098114,1.73382464568926,3.714655314102469,4.509713485577271,0.0036307615861312
3.702033325122286,2.2406049433796182,3.69218204216764,1.7657576994056483,0.1795699545664892
2.883050589187104,4.249921486172109,3.123149078327788,3.429790595963895,0.0632076561277772
1.4457839064074118,1.0257525698827523,3.5481856691341296,4.5210957151276805,0.0003558389095302
4.338538364183151,4.519252326855036,1.6760182899053864,2.972513343028894,0.4633068804466249
3.044483886424406,3.3026154041903317,3.5864197916228377,2.015743966474701,0.1825891693200295
2.221369003678374,4.124929689008237,2.885964552175242,4.952940594685199,0.0127026122910387
1.4310811444533629,1.098947265849664,4.892945593662464,4.875283300388085,0.0002314254638499
3.357143990473717,3.3165600550640115,3.9864895297128498,3.8361739323318944,0.0292232860230266
4.954969979984329,3.441576421167595,2.0264457243859493,3.495737575883777,0.1782150278294474
2.862070533890438,1.3031441830240933,2.28994015182867,3.1196765857759874,0.0106143066181963
2.592709156543424,4.618587991944559,4.904778843788582,1.949299794091424,0.2093965796166234
2.906363019787106,1.2808658338604697,3.9847749757264657,1.912577841761827,0.0263721001505221
4.720794279963563,4.411872271199744,2.74475208816191,4.15229873739721,0.1171132385911451
4.627757624765721,4.141792320213787,2.867724205762454,1.605197119253289,1.6432143801742816
2.0913063344662963,2.212780019067908,1.900419716558193,1.2070397908975077,0.3399353866443017
4.812687805477997,2.1249962009444507,1.7213993075918848,3.4719598975225776,0.0770166898275365
1.6236756288868466,3.397046364251271,4.755584398436885,3.98538816339224,0.0053614788390235
4.738969899384484,2.500899519691945,2.686699545407398,2.9244298804183204,0.1108961639957609
4.249442665539945,3.967160035537604,4.86589680472304,2.67259895890793,0.1623147497920577
1.446472717331675,4.663803609138256,3.4434290127792364,2.360828558441922,0.0532862789429735
4.364014507115974,1.0385697301505132,2.319084916590813,2.981813918435114,0.0177249208844714
1.305128993849137,4.544760002569187,3.2639218593532853,3.746957737474733,0.0108705501499877
2.1548914559940777,4.661495826651466,1.535800279752106,4.86313861987244,0.0303050905204892
1.6272112988479317,3.765175520489603,2.235200549370753,1.624167837559055,0.2079447777795533
3.361775604862445,1.3014119199236056,4.829414869230163,3.477263344845813,0.005001020302058
2.987225405610205,1.8738741998955089,3.8416013542561327,4.696955410925064,0.0041759387574702
3.632933889074669,3.9692151765170975,4.283685649455117,4.883088491869518,0.022116773763918
1.0970562537919828,4.31563676636223,3.8124886885955434,3.367186965360648,0.0081702657355016
2.2379906790048416,1.2413651824267449,1.3687089430176305,3.686218062822108,0.0059725579273473
1.2140627238513613,2.722628515948593,1.575893996509515,1.334081621361168,0.154911514410959
3.268972546219189,2.1067888836503648,3.3069277077016883,2.9500721215533137,0.0296374516434776
4.269253484680728,2.3028782275768807,2.0864929938861563,3.851460570978291,0.0430181181873217
4.999633003890248,1.3622843229652304,4.817327849909973,3.623295939897351,0.0107397215445414
4.725346425439689,4.721743087685804,1.7859788723458894,3.946051592778946,0.2406613203598406
3.993863843836048,1.217340837257336,2.5888354717620308,1.0284310793967597,0.4453277321861821
1.4808617848559351,3.2517618001147306,1.548863520863911,1.6440607126201376,0.1787305011785665
2.068411613218512,3.872529668002848,4.984771902467445,1.8755107674843357,0.1035042882851171
3.7981975106300463,3.248518369673761,3.38850134162476,1.6106261389441174,0.5704698934715476
2.6251813673032367,4.12626588815136,2.0228002947759074,2.2478515637125183,0.2709418089836884
1.5495756477802511,1.282053827366855,4.43845451392029,4.885802114101463,0.0004044804807783
4.493146973375424,3.034783483453676,2.2289689288321006,3.5152932903376124,0.1018748166069759
3.4585625721973137,3.5429260356526817,1.227348654706749,2.662590259311888,0.3438217572922862
2.159072289163256,4.312142281983725,1.5639466323198654,4.992593054545211,0.0236275654248899
3.076559873393034,4.550493571795009,2.7534759304973866,3.7703932506441498,0.0704539582431144
1.050407751758227,1.8989015581464423,4.225100816904274,2.7094184235896126,0.0025116221224371
4.4548321067210885,3.2040289210286828,3.186316587264004,3.4284719950692537,0.0841712294330269
4.750351917369287,1.7001461131855824,3.1330612521140693,2.552612269091026,0.0664048036673451
3.314643802870271,2.4577055844437763,2.082256799827798,2.0719885295759064,0.1900798105540755
2.5960601592615125,4.1109737143664535,1.979077426329511,3.897544355475414,0.0515681791742648
3.065581878161124,2.0568357491888185,1.244469327608294,1.8147648214343497,0.2835820176239935
3.523599860908276,4.034186986856717,4.425950512994151,1.372908422844766,0.93595039407339
3.292146452819942,1.085795130115255,2.0432578184105044,1.4315317628413706,0.1130906796930538
3.767969966797448,4.665826297513917,2.088882294859515,2.9073666065122508,0.3194166220095468
3.799376591147016,2.9929105225804817,3.046297322704893,3.1605588110626845,0.0713258755802778
2.5262330851142782,3.821453131814496,1.0346671098806186,3.0332871744088368,0.1712227858975488
1.9146675707110776,2.135877646454754,3.274197694292325,4.406812010859722,0.0031663572220376
4.4846013934083935,2.617994568910415,1.817794479834205,2.5596961364085478,0.2398689507843659
3.968837437585595,2.139875794773896,3.133910702027277,3.6611257956817767,0.024881242215245
4.614686010939209,4.0279983882162895,2.2021186285237957,2.078569289007177,0.9268885907431564
3.6498347297816376,4.8347874348209485,1.4215813338949437,2.50550477836803,0.738826776638076
3.213996371028061,1.874339421003869,2.0717661009069035,2.022068794494849,0.1123977496104804
2.708340454088473,2.6943182606611056,3.919367412150097,1.725162109744586,0.1403774888044714
3.160830265502651,3.519167797569777,2.9846422953724567,4.288011590764652,0.0278946576797491
4.549777206374098,3.43983649552675,3.3364173039115137,2.3281195285822838,0.3086445066944394
1.629667676111722,1.774917561482055,4.964293106702648,1.80564693601922,0.0151878895950106
4.422367175551548,1.67984234946559,3.755825941332116,2.413710613897482,0.0554350529199102
3.863651151657757,3.3142028141580986,2.117569823571101,4.076279016086784,0.0606489666300159
