omega,h,E_n
3.628237275347979,1.38573440733345,0.8001949623663644
4.382435293614332,1.9632088695637244,1.3693111722937208
2.4690808664426864,2.217046387132935,0.8712247923407226
1.8248962270101936,4.8958837409229385,1.4219666188233684
4.730978934931928,2.363608624882071,1.7796996376922056
3.045559645442728,3.6429199288636593,1.765781110139896
4.50364566279659,4.202241762344382,3.012072215247184
3.7024775075706566,1.3471802621880489,0.7938496758475162
4.752568176480274,3.36044836127453,2.54182538946438
4.64499101318116,1.3812987753923274,1.0211572768487374
4.397089089921892,2.332431460322145,1.6322786016598947
4.439320242524682,3.027277678280542,2.138892045978267
3.556525570524404,1.4884468340441614,0.8425183990030058
4.341974562698353,2.397338198222175,1.6566726852654756
1.3610555561807347,4.8572543676749405,1.0521722218431084
2.890295583100652,3.9187788412764575,1.8026571909549292
4.82565601164281,1.1163248239092955,0.8573676143672618
4.487090195782607,3.688303850069068,2.6339748448611418
2.2932127129434754,4.561850734183752,1.6649666668635308
3.805923849864261,1.2451171963773375,0.7542068237512809
3.742244446823155,4.101671590359297,2.4429420717824546
2.601714636274137,2.861503373772229,1.184879140964391
2.685963455064706,3.330620658292787,1.4237882433032447
2.334652566272815,4.299675188284821,1.5976367434203058
2.8150459167090163,2.46745167182137,1.1054886039252467
2.1394070151935423,1.5917708221804436,0.5419935107853567
3.776725434483219,4.071669991002663,2.4474178086503944
2.099703860859376,2.5929664461489974,0.8665129853542055
3.680989355521117,2.777301795873815,1.6270757343412208
3.101960633548333,1.1897435633601263,0.5873673172337565
3.4265759559826976,2.261200445779616,1.233160363790673
1.3436672090587831,2.487077748114278,0.5318647553976079
4.4990233038646,4.8701500297036056,3.487230983290676
3.6336863231858456,2.7555710261447617,1.593599465995062
1.9918870645229612,4.911413158365155,1.5570096790710168
1.4649964046221893,2.011728410196203,0.4690574515836914
2.333995365370204,3.8823165950625698,1.4421521086481108
3.5528247002697717,2.7596393353863884,1.5604369941777023
2.782045746071533,1.7305104612237718,0.7662290751919529
4.550388205953558,1.2338928371780122,0.8936058924268364
4.527547507781028,3.1529485536342525,2.271956606127285
3.803109283617522,2.2644714379913413,1.3706475183010929
1.5330744291401643,1.719980859442363,0.4196690922371108
3.177788536319901,2.372323773836992,1.1998282597720125
2.9618542197469826,1.3417563591196804,0.6324955480128712
4.164109222486317,4.742076036646997,3.142756673970674
2.341927437651192,3.356246933075598,1.2509716641845574
4.500155387269867,4.724857304580231,3.384046628227256
3.270345996903121,1.2412931283781798,0.6460828091026259
2.2105849518740053,3.2627840779203963,1.147930712090134
2.060711811618044,3.407437443360629,1.1175456784410482
4.117711301037829,3.557396490569888,2.3313544031168045
4.605384434319326,2.9828744387236465,2.186356575211898
4.361938516343576,1.565831678574933,1.087038050761042
1.6513794327073454,4.820442851500832,1.2669338547780156
1.597620973345391,4.738960032844279,1.2049719322564596
4.991399255775602,3.465835481327587,2.753280031765382
3.596884933196214,2.2806431739202377,1.3055815910597064
4.278763383352318,3.0242325266852808,2.059461048067127
3.9622992427822576,1.6626778104202615,1.0485170669232284
3.2011500677878963,4.78522684290251,2.437971901773166
3.1334541209114386,4.687430390019101,2.337643624056026
2.105291630934514,2.143723037247487,0.7182920682287712
1.2486354081437097,1.1258555256785696,0.2237373251128166
2.466537369773488,2.4338992640958024,0.9554554251800776
3.8332752773613135,1.8195991015782,1.1101095876988447
4.132084483284124,2.509017195868275,1.650034260726606
3.5009804550246684,3.5214639276309043,1.9621538727534813
1.4046511770872367,2.9430336303837503,0.6579362936188032
1.0163371010871325,1.7785540478804247,0.2876901407131952
1.4990672923481911,1.9364616943669093,0.462008718029303
2.627893865420116,4.4245901700392025,1.8505507630911315
3.2219426673132903,4.141967970199032,2.1239518934098904
4.230468303384002,4.081964196101432,2.7483862567960853
4.250429931574834,1.296982411767389,0.877378685203349
2.338949821351058,2.015995886413565,0.750465406930374
4.110275025597816,4.291182961915196,2.807165680515041
2.8239066438935256,2.131352327385799,0.9579122218320176
2.0907808267352195,3.8769634619953854,1.290091008939468
1.3617814942524706,3.364278910139133,0.7291544873101728
2.748269989270042,1.422333471255607,0.6221297324017222
2.204712212897237,4.269787335894346,1.4982292938525232
1.6284449440878128,2.859822430636925,0.7411946569263442
3.273789150933269,3.1605883597777,1.6467920930141788
2.531625046888862,1.0416586405811905,0.4197057664032653
1.8431848470953065,3.3531463999835167,0.9836521338117435
2.919312002590608,1.910761889446253,0.8877837983831599
4.192037637771458,4.525321879329972,3.0192201429273715
3.6085418677781576,3.793304463383545,2.1785602849733112
1.5945877154399457,1.3398259899378653,0.3400297715142686
2.908627439497042,1.690486958692643,0.7825643385922163
4.399270116069206,1.4879679765321776,1.0418239687035984
3.820272195728454,1.740772165397284,1.0584159430991589
2.438441713091924,2.355323869995546,0.9140777633719536
1.064338286526957,3.0014466611935062,0.5084291550062102
3.844872338686492,3.3118613168776467,2.026628747090799
4.468071943079531,1.7846077332705863,1.2690626414149715
2.980786343788131,3.0220168163388648,1.433665571911089
3.752863971200571,3.880034473781538,2.3174935755964823
1.5942224177740387,2.6934441396580864,0.6834032132648511
4.725976682052147,2.3157388397315857,1.7418120305617089
4.255099956644401,3.6743761266758,2.488361703966937
3.2822530674011445,1.7046863542231412,0.8905056498512494
1.1343670395478034,3.44900281629222,0.6226833879368213
1.0531845725380395,4.876345370170642,0.8173707225159558
4.558678424693589,1.5800856067023847,1.1464093150670402
3.800623985513736,2.6411131869948994,1.5975779220580193
2.842625766030835,2.1005794010504406,0.9503398096816522
2.457468317797107,3.5733865923876635,1.3976166400821155
2.648469412638117,1.3951296563685145,0.5880708654787298
1.5163233197859864,3.9179475490436233,0.9455196598331672
1.0149653089458206,2.0335799769578538,0.3284978921790805
1.4264900163573695,1.526125947739727,0.3464808567188143
4.189443008031763,3.502117065703445,2.335108569447235
3.8156220715341216,2.319271781467172,1.408436034687759
3.0971511840761647,3.1011158910137,1.5286235061117182
1.060611224495983,2.9488991531003,0.4977786566490459
3.6608651183439616,2.1865750612641923,1.2739965445991424
2.231523884689534,1.310338543190872,0.4653772908493568
2.808528900703421,2.01755593426048,0.901829863856074
1.3117606481705333,2.948100472555029,0.6154843439571513
4.385002041439431,1.3910569640829826,0.9708113526895972
1.4503200707548751,4.535307684220931,1.0468651551559958
4.58444359824658,3.44400733884798,2.512874700489012
2.8574226838582097,4.752768258925553,2.161430416298081
4.7708935232040215,1.6855350091063173,1.279845757356575
3.942999165730154,4.540941700996699,2.8496580099587203
1.351835363614359,2.708676645416865,0.5827752483579857
1.2467314527818063,1.3757316622456686,0.2729774549144056
1.4385839723202518,4.914784160486724,1.1252779243372966
3.088593330129233,3.1956192693097822,1.5708542527855358
3.3583548878855343,4.652736149214776,2.4868818003668265
1.8183015378267933,2.554784892928996,0.7393334865233631
1.3152199349961475,1.528526463229177,0.3199568972302968
1.661965155252847,1.8967115642361208,0.5016991183951813
4.245043298192387,1.7049494514414207,1.151897308253513
2.6279680947238693,4.392264999619512,1.8370828995577968
1.0831055919858017,4.591448169546797,0.7914812224408853
4.200010881280024,2.724814670229232,1.821409158720379
4.486329842501101,2.684529107223491,1.9168116899302128
1.000326723602635,1.0867446338985585,0.1730172907328226
4.472418258787258,4.745767538242936,3.3780728010272747
2.900617233882226,1.3236368291712377,0.6110537267949431
4.474341945307584,1.2092581068530546,0.8611291893640812
1.82376364910085,4.105878823876964,1.1917764924175156
3.4357871545419707,1.5634756890579218,0.8549436991402628
2.662438563118722,3.891366646349285,1.6489287066920797
3.703700956210323,4.295196008977563,2.531856182465809
1.037782053882768,3.58360144620064,0.591896798728152
1.9325307261871312,1.0095498672381569,0.3105090877753597
3.4640858732314017,1.9271710443674743,1.0625002548413882
3.871158350282207,2.763814621083155,1.7028248453555128
4.130056015737763,4.680474540429717,3.076564049467193
3.038044534041632,2.7360373034961607,1.322928223256831
3.111501231990286,1.7312349133344704,0.8573262290306086
2.179922746985357,1.3541473556375745,0.4698153052960794
4.902010751604932,1.5540654774639928,1.21244962654876
1.7593002680100271,2.1153361954257077,0.5922969566552988
3.242949624359545,2.179860441398642,1.1250945585692411
4.818091218298002,3.519116701927173,2.698539745174592
2.805733503218118,1.1040126404918067,0.4929928216289717
4.825143952633043,1.7663750869606658,1.3564798191119651
3.760236621424472,4.57254839715363,2.736488436297748
2.6111415481551923,3.0567610338178026,1.2703167816908305
3.0901095890426915,1.4558604409241198,0.7160012141718868
4.494889973347483,1.993695744381193,1.4262579524886252
3.430165694210201,1.096411769334968,0.5985616934779386
4.865126755586116,1.89529928001994,1.4675472369932698
3.6064746271613775,4.114687422653798,2.361782290830154
4.151193355701227,1.3763534585139996,0.9093332526021606
3.866567048445613,2.189958107481283,1.3476635562837496
2.344125632110126,2.126679073249538,0.7934196881285718
3.9613814582272378,4.218996835414572,2.659965450491048
2.4508479489096358,3.385939917961249,1.3207351840449866
4.079394487161974,3.259070314759357,2.1159702961666222
1.3320494324456955,3.1275138096341903,0.6630399696041029
4.450499185641975,4.124845357274927,2.921706110191355
2.08238434444621,3.5186405546489112,1.1661540518886049
4.300323372251436,1.3723952274120397,0.9392916146628036
2.608727447409458,3.2242268786353225,1.3386727819980373
4.010630738018801,4.040890208886378,2.5793475265165697
2.935257743080877,3.862296433989631,1.8043134110635728
3.1070397340719413,1.102210187956168,0.5450437448288415
2.985397560066288,4.41621130750246,2.0983220798994915
1.0457817607487605,1.8583977587870837,0.3093142069413674
3.398208463249643,1.411879449119512,0.7636032455709709
3.8767885732682816,1.28256909478488,0.7913580402296019
2.1663559047536225,2.118526860873911,0.7304389334481515
2.5481019353390626,2.8285890139933243,1.147114526862576
3.989470268773589,4.39370098121778,2.789753696173882
4.491944682622465,1.3247272205819651,0.9470676262912132
1.646636043578249,3.4496908223950173,0.9040613907831018
4.595377547580895,4.428065917034307,3.2385857967766696
1.0497461479313452,2.374303062090584,0.3966802460215821
1.777848178332428,1.9967435064653545,0.564985215621474
4.772082411726919,4.320889371812049,3.2817176585068526
1.4320524963605066,4.719058750265342,1.075559534439849
3.116131890388598,4.166463803093465,2.066348530598609
3.608715709719634,2.613277879046442,1.5009229355692717
1.446734561892279,2.552949342801514,0.5878292408105105
4.667171266220539,4.156525918175138,3.08748148975347
4.209272234705235,4.687028113565711,3.139964259715746
3.558833835322474,1.837525021154544,1.040785190763677
4.989817834093364,3.539001008690558,2.8105124208035424
4.398762334302142,2.896056324528117,2.0274849229411203
1.853168856432164,2.00578408375075,0.5915879311225878
3.3023539195736697,4.960800498951091,2.6073270436914573
3.874283033775583,4.231548026356846,2.6092203116129262
3.008306555234874,3.9234194547467967,1.878481675713766
2.431990490887407,1.752319177664983,0.6782584578893868
4.288226226115442,4.87535121343601,3.3273901552912597
3.4670075361361823,3.916613914162746,2.1611538244816497
4.644763798923076,2.1519644674641043,1.590812011166482
3.3591616423825936,2.64532172509925,1.4142608941615875
3.286053618956736,2.13529788792651,1.1167430227075796
2.685501470623296,2.463826663096895,1.0530662082410682
4.367577003474644,3.638671231711303,2.529318493387038
2.08145151199798,4.183499651404258,1.3858817222704474
2.5420367650526057,2.0671309772497937,0.8363151308530882
3.581130839797967,3.2028206137246524,1.8254625820193364
3.4337048794147997,4.214093590480876,2.302964661476796
2.842304338158708,3.110088704921323,1.4069008290994232
3.60402525655228,4.083874625072106,2.342504092078047
2.0744368894732417,2.647106893773965,0.8739605665535543
4.428940925564065,4.367831828011399,3.078831546947414
3.1196060331658564,3.5274980294377087,1.7514053138047958
2.801304284777448,4.158888981829245,1.8542049860282737
3.968286462415396,4.680942934289504,2.95635439181694
4.961578667090904,2.298938275501275,1.8153790708117752
2.132845878997591,1.1618913035324554,0.3944074474058013
2.297124772786503,3.5113590097090137,1.2837485086000686
3.671706791189762,3.428174801266505,2.00332348702382
3.2861867342375257,2.724685801441859,1.425045720907251
2.474526389753584,2.994951929622648,1.179511222982117
1.868181219106635,1.801448766907072,0.535625258365853
2.452274906200038,2.7858215808880966,1.0872829658797678
4.005343804937165,1.4834106783095602,0.9456301987075888
2.833748248031501,3.573728013088713,1.6117693496098866
2.649663384322359,3.0874127762989008,1.301983657286143
1.159976818139549,2.176637527661703,0.4018422106212745
4.141907124273274,2.94859652951239,1.943729553581628
1.1191748408960351,2.767115358682108,0.4928846977909938
3.124249919050891,1.920895387680201,0.9551456731043004
4.815700181064264,3.0863777985040217,2.365531079611007
4.195973780135366,4.170550544583761,2.785135226523816
3.917780622249028,2.785674686824193,1.7369633035426753
2.2323734045246817,4.5031079489552726,1.5999239130293748
2.515249366628036,3.2072272605525365,1.283899159637879
4.033121416570441,4.371586029585149,2.806082644125344
4.724718974784422,1.680741527974991,1.263854398796364
4.608398552770392,4.454040533936569,3.266813399108185
4.367927811041799,2.556219655394799,1.777025883857399
