m,r,v,theta,L
2.2359376328785663,3.309173499441108,1.3760920619179986,4.654914475470523,-10.165038108222577
1.9925053529335133,4.934619180707447,4.9774498909441816,1.810226163516516,47.54347543273967
1.618263923816654,4.577660250659049,2.010193951710622,3.868464802361842,-9.895759019592848
3.808152520555241,4.301799834356166,2.542270900466281,4.884316783104391,-41.0332384059796
2.6931702894583927,1.1809553126893846,3.4003532087937707,2.508937686358132,6.394702583168385
1.7569100673046083,3.723310118755893,1.176001428309164,3.984703704715748,-5.744365461774574
3.9051655793166486,4.310633795153281,1.2517710658777266,1.770350238520578,20.653815678888662
1.3194128826685856,1.2361406703072264,1.2896503287013203,2.936243241162712,0.4289014379505408
2.904065605421428,1.336305689489258,3.3574371862943817,3.762617184952357,-7.58132531688797
2.319134795199085,3.386930222905139,4.167824528693785,3.1052196801865333,1.1904871361711231
4.665211540542037,1.726917848190861,3.6656256297536576,2.301950101604201,21.983665702193743
1.768222052853059,3.775925039157314,1.28473779255302,4.258073013061729,-7.707658010377555
1.0145585412908646,2.206082599107952,4.096328848750778,3.178462022560816,-0.337956653973456
3.32882327632114,2.9648308192879056,3.141443955495939,4.928707204632218,-30.281586713812292
2.1980104700449643,1.997109796488772,1.8716894075519628,3.281082716443577,-1.1423507143262337
2.4525659756363765,4.557524958432983,4.237562067952588,3.245554925431576,-4.915401369637793
1.793058354300039,3.2767944549974195,4.787865445466627,4.093010929917924,-22.905396824650325
3.8230652935578817,4.51008288656527,3.309315286868977,4.890101575005179,-56.16167946176986
1.3269845697321911,2.5818929913483237,3.635425067341584,1.7892357667559429,12.15946573259293
2.6320770446360453,1.1257246163367969,4.747260064940326,4.121024507360571,-11.67740792952217
1.4297354865195169,2.4255878297476072,1.178687989473436,3.290940872607519,-0.6082133155556203
1.4511139673238156,1.867898017892617,3.559969000486873,4.12292825412097,-8.020983838942339
3.08181741678014,2.635868974439741,3.9186834549077343,4.979785659748031,-30.70124840204544
2.60060733413865,4.618416341700911,3.81114621588638,2.37036910944373,31.90541688258567
1.6423894302624005,4.547924846918301,4.623873091682915,4.168762829464507,-29.5588309368649
1.5190897845680484,3.856028420722591,4.018748147058917,3.4537586831199043,-7.229754513179761
3.9784447338978968,4.082453772144307,2.29885489667127,3.7231716212187664,-20.511175500297814
1.4239482074670962,4.205061209511944,3.145573485782045,2.348756895100801,13.41706591044175
4.201341647384853,1.857857932641486,4.3968303030652285,4.484545862781963,-33.43248417403424
2.48230625931671,3.295452874323861,4.330356907300795,4.456774786730431,-34.272738576719206
3.2108945565456963,3.0919216989554683,1.9252780892752432,3.270092720938948,-2.4493762268839245
3.0231013916023928,4.360176107358299,4.797660775998839,2.908178816696251,14.627232090624512
4.002105561050587,3.2056016279885045,2.782395577844319,1.1270235384975238,32.23823073633743
1.270527335903945,4.514170235302652,3.4840917033214525,4.344644510529571,-18.64655527650789
1.257647602836887,2.074132361985125,4.807985570157741,1.7096294459873502,12.4210880917699
3.651640132160949,3.0652092373880224,1.906407534840304,1.813372150247655,20.713759381269156
4.063165433407167,4.673806808318025,3.820104247007158,3.725469937297272,-39.99165070555519
1.059090615851146,1.1089210944020589,4.424156962929327,1.5169932649409423,5.18842325104268
2.8250944188328164,3.800734745684216,1.0962187271681918,2.5434753321793684,6.62786621678249
3.167051468024881,2.494400454105413,4.378487002149214,4.7956791144985065,-34.46967701506219
3.613631794032174,2.6148322358642955,1.7497799456302134,4.26431760274245,-14.901602525069276
4.869629376452823,4.66536845819941,2.5360620785276766,4.642452079998279,-57.47497176874437
4.401124408339692,2.6596916125302896,2.0154969258849813,1.550340615558762,23.587732846334525
4.843254941581092,3.6248105881462886,3.0877940104479675,1.3505292148576302,52.89921094533119
4.84959687141585,3.100401961172693,3.868829258582799,2.7980446927116804,19.593578807780865
2.403910336207859,3.1304397844721263,4.967689770502028,3.1412869461683943,0.0114283639038712
4.420142576797371,1.613123372244766,4.762065009913572,2.225607711463883,26.93156089835282
2.9135137268773708,1.786721758151268,1.7164914086652892,1.2296154098440255,8.420396824223994
3.5302384354016265,3.687771877441381,3.758144435801836,2.37375462205016,33.983239331535536
4.578496567008052,4.646384206662131,4.202153910012735,4.790972582668498,-89.11844841843687
4.20003011516299,1.4936819553430238,1.231641669361215,3.5217205207746938,-2.8669143710773355
1.4700349740317291,2.206880865698835,1.501429157853322,4.60660685661501,-4.84369747354184
4.198848702038792,3.6290999971324394,3.004963794489266,1.4008901244796474,45.13042026036763
1.3908481532933616,4.174164856615424,1.0717260255151897,1.7558262893568617,6.115838512169172
4.58607058925196,3.811132865395315,3.758106132317391,4.335736440755445,-61.08022297885002
1.261662345491449,3.4829772996259285,3.3003211379808857,4.927073825901692,-14.16980662138671
1.915978424274721,4.908860554914456,2.1489549614110213,4.27721513839665,-18.327726165507546
4.182713851303139,3.064828520984231,4.330149566906778,1.3881489878450817,54.58616086432014
3.480312301602281,2.113599593569236,1.758538205731882,2.799143519265246,4.343771742418029
4.337487990127626,2.458147276306602,2.0757760762448925,3.307634300721581,-3.658021991934446
4.343590011298665,2.366867773673059,4.973088085709482,2.9672018573625305,8.870926764677703
1.7897196793239427,3.3227347308647417,2.867902098858566,3.873517695046552,-11.397729494157362
1.058026789562859,2.737548752480457,4.554357334904509,4.1612696037055805,-11.23813072987766
3.698582706215793,2.8529633043616003,3.86449750426418,2.580051335910546,21.71386808243463
4.6561327859049015,2.133503661188233,2.604368443000407,3.1966242850182605,-1.4230309015349865
1.0326344309596631,4.193321595641965,1.188257602551387,1.0468614542180372,4.455143528046934
2.7961092935642373,4.361243711205939,1.982585278093631,4.137400982080557,-20.289028186817028
1.744785375538119,3.1533773693072384,2.214081134266757,3.715866926985501,-6.617466284480576
2.955963716335316,4.098189368926825,3.205404882335736,4.869708029339844,-38.35106788031702
4.114842547665278,4.203508696893781,4.647715624923204,1.0989633092930076,71.60676235508791
3.809971342563808,4.09460382183981,4.085725148668175,4.086715603322126,-51.664556406599495
4.833974250236558,1.9545889946402148,2.126713981294861,4.372879680457565,-18.947105955547297
4.79546488104069,4.377333423252196,3.577299501477408,3.980937938870238,-55.88416811162566
3.4105663050968853,4.266088035866529,1.2302622184295608,3.876862677667139,-12.00712195641761
2.2574629200370717,4.7796312393771965,4.672429268749007,4.3472760711455845,-47.091598297077866
1.312670178540675,1.2863296523153962,3.2818010121796197,3.996664400336104,-4.181646365169249
2.8004811385888013,3.0762437558397138,3.594577591952309,3.808525112592038,-19.155619250075254
3.925092995718466,4.790450192311709,1.685534548987838,4.67130214560271,-31.66629571722598
2.254849808191734,3.532280415550974,2.9760385448396978,2.3478987380822414,16.89932749354702
4.175039918872718,1.513388538765268,1.5260111667751084,2.963359258703336,1.7094485794258614
2.895138282898146,3.3737324856623467,1.8595793066417492,3.1577449454323685,-0.2933661005893017
4.43121081872731,2.434289503296369,3.6549313628350575,4.327488860889407,-36.540688844506754
2.494594848912081,2.5115967963522614,3.792007971462847,1.5006183821080763,23.700028394562857
2.0531946770003326,2.2962421103989787,4.121854951776193,3.393140945870388,-4.836955329736017
1.8586287369203849,1.5868791658180106,3.448538193778801,2.344010515352445,7.279206304574158
4.38634303874184,4.3223249285226935,2.7086929466937506,2.6543450383220963,24.04402105006891
1.2909544725913,2.5763737067886967,1.2489949304941803,2.7703066109995995,1.5071784341667622
3.787891450118915,2.9378909161212605,2.559609523882399,2.425986010281036,18.687906030187207
4.971706652643965,1.298490130295992,1.2576389131200147,3.120320546287126,0.1726942496556004
1.2850407404658877,2.75403603124146,1.4430201301866847,2.640469422610911,2.453419508602404
4.224632699887369,2.525670748900462,4.367738176879185,1.9980566411674745,42.41441845797839
1.6246262280596635,2.7120425758582827,3.392371491290534,4.9937095101476,-14.35940638687974
4.354883952413088,2.431381450380675,1.1313643602107089,4.988886790675009,-11.524314533917886
4.933960930423469,3.2742420448064755,2.753261628915061,3.794270238938069,-27.012735172138527
3.110612141469276,1.4371246978701278,3.2889877546726227,1.065963446345786,12.868778612731468
1.7433847521414458,3.5698361468370226,1.356681441911673,2.5964661037839685,4.3781456104312335
1.4608574332815487,4.226944446386902,3.0100569311137857,4.578097467210343,-18.419641698484384
3.1151716910735443,1.881893135756872,4.529214142009054,1.2942735473216112,25.543455437504317
4.501486343371592,1.405540450138489,2.433094289329575,2.2504684962661337,11.973312965578357
1.1843403270535746,2.2972026857964254,3.3272596915759265,4.347611557500557,-8.456757473590073
3.923214148975771,4.619726112777055,2.815545788622153,2.272229300085505,38.98232397521416
3.5166651469053365,2.516587620984692,2.798000481001228,4.878285154489854,-24.422325547897827
2.05973233912324,3.955933596490063,4.858763051854494,2.163654059513875,32.83386181519952
2.361195010019582,1.5262918415378648,2.270978934091939,2.2547964930661197,6.343266440651334
4.703728587067633,3.185400168308885,3.781829523022792,2.3194466030970844,41.51260543596743
4.160362438583833,4.347600408586645,1.638450172834626,1.642202505212301,29.56009901380896
4.912518715009959,4.516802205909791,3.320686109805448,2.9288970956999663,15.553998295400085
1.373686121011604,4.252654344585361,2.795212249603332,4.381587404769007,-15.443778550280896
4.865309683086149,1.7008670595764386,3.192244203131767,3.516515540093364,-9.67378037321897
2.1368822295794243,3.37942794321941,4.887641849258318,3.058311179671992,2.936090307122356
2.4778670439176027,3.5206420924006854,4.286577260576831,1.3577578520128788,36.54935835194215
3.5788314613584995,2.141685401732188,3.193962839823629,2.4827782977520605,14.98669113816972
2.882465610444737,2.021818522898952,3.41564782038404,3.121152848773298,0.4068421066138002
4.029696231750282,2.1663219013444026,1.3584844399809182,1.59579064320614,11.85534777769086
3.038724040408213,4.6530387743984765,4.479738022689459,1.3932557177778429,62.34471747452502
1.6692318828330115,2.118398840464615,2.92249904048176,4.229477530514185,-9.152490701947803
4.889368176695078,1.9276896962010517,2.973841971498897,1.3509265726065784,27.354235540086997
3.663418683811317,2.6850988163567586,3.370921553628601,1.5012926951120793,33.07848757501496
3.351699082050001,3.9628412461233897,2.403857985535853,3.303296257315731,-5.140506219232921
1.025715067567814,4.987716315493472,4.138007407912378,4.820068295366435,-21.04733319539707
4.966838203613076,1.9479792441582,4.435510576858791,1.1729077175389482,39.56242411734337
3.6460891319610886,3.540285484330564,3.4290792038325795,3.477173436291808,-14.576660502712803
4.068033180767283,2.6290510631910777,1.0677319524263011,1.5610611150604918,11.41892359357006
3.917554659070098,3.027304328355044,3.812651417651967,4.3389028443826,-42.09944805730818
2.6442048517700365,4.268797272140842,2.774403902098426,3.225698988460018,-2.630794212481005
1.8560107211590864,2.327667224168397,1.7720418298176792,2.3917878300207134,5.217213546928872
4.618868392868996,4.860061744184029,2.738165251420929,2.8146947072401587,19.737244991931924
1.3649011184117086,4.704260750317779,1.7415439438556768,3.375901520262808,-2.5961787901437354
3.143889841053323,2.2547772204340264,1.4633542216459103,4.644736066577079,-10.349653254797316
2.621693281374139,2.787866636194897,4.893275709503832,1.3421346188181662,34.83368500103717
2.7787145034352645,2.3365756334629,2.19237579753878,3.979446828465385,-10.57912666808604
2.168862683782625,2.1019974734819917,1.5165536356616784,4.386772672132759,-6.55058432452842
3.919798456676099,3.726981982673771,2.2456591379719684,3.178215508473681,-1.201212872394804
4.097532671601858,2.39946744950271,3.478000736418009,3.9045760196373434,-23.631745555389777
2.65012582884934,1.066684109012606,1.62691569385653,4.1890585489639145,-3.983504059755277
1.1204964142934737,1.6783065501314862,2.128789927425502,3.4689005919540907,-1.287030567955609
1.1214568029328231,3.337651155710696,1.081813731026854,1.7195937914084536,4.00451889237348
1.6913993108389578,2.7765043108932623,1.9440761875035928,1.3822858838066807,8.96798878212949
4.655585948722726,2.097288782530148,4.092545900001935,4.788209134476977,-39.84525682236459
4.360542878260336,2.653359505781871,1.8915786294547767,4.00867547372633,-16.686657695532737
3.7715269002594782,1.6039026051055107,1.0033772751047092,3.8336078755773215,-3.872946374713012
3.703349993831272,3.4555780543029577,1.9569861682947547,2.1246820519698644,21.29957500150305
1.972276340320254,3.57894069425391,4.358979343985976,4.680053032410129,-30.752468768318167
3.8228986823524713,4.143310509995851,2.7564635666712363,3.5352060774135787,-16.745172209161034
1.776148599621142,1.104562464082258,4.168970002899248,3.043639280302432,0.7998766586468582
2.594463001704522,1.3603471297516403,2.998590731293242,2.940759438638977,2.1111862814749704
1.128298534846675,1.3569182939767828,3.683695890487264,2.252541546985656,4.379136625398245
4.282639132424764,4.079757942570589,4.636261954202365,2.891468412139824,20.05080201256701
4.802858408735947,3.4961345888136197,1.849639355204873,4.157199146686929,-26.39319168119768
4.831631736499697,2.321316424794849,1.1481982820095804,4.679822521367436,-12.871072031959134
2.529065375054983,2.2580122970861374,2.5411151878074625,2.5113057441479616,8.552706589148421
3.447801143367621,4.731298500073823,2.642666278163329,3.882557069684762,-29.09836036551337
4.660014559715948,4.151901111461623,3.882884824195764,4.278445866745942,-68.16270786056427
2.642483607506542,3.716340160253347,2.2313074691738906,1.6128524571617198,21.892884914716603
3.486779035531531,3.17761942361304,4.1288229260702085,1.978395553579749,41.9982115889546
1.477302521746204,1.4648338664408822,4.696430054759832,2.12292413534096,8.65295864715776
3.6663661769721543,3.0496541674348103,1.7968569959846246,2.543929407168592,11.305411512572867
2.4719625213544485,1.003410401828873,4.703310783994587,1.8427180450345773,11.237407280702255
3.5160690821181486,2.203138706719812,1.0134865730766696,2.9176055909696235,1.7438239613821491
3.80268622985472,4.826023643480417,1.2377381472522453,4.973431753123711,-21.94524353710264
3.305089643224345,2.757174196006455,3.1840336447170583,1.5111498372879213,28.96357009779927
2.176970681199525,3.1068968019584227,3.746215567992881,4.777190675657625,-25.284808917857863
4.392646676789118,3.0792279781696905,3.589443211437468,3.0190585901030813,5.934234467125046
3.460637703475673,3.460409351651647,4.55796844887368,4.268026015422267,-49.281874663761705
3.913048048659217,1.8617087687617384,2.1971957069580177,2.6215341450018186,7.954111597106081
3.694304719371056,3.905636287507413,1.6893668084943294,2.6342812444733386,11.842187500490898
2.825204072302003,1.386497863303266,2.5435819113164624,1.4715790370357964,9.914564145226803
3.410204097964901,3.1219922376593603,4.590532723666599,1.1343481514361895,44.29222756487791
3.547774941585728,3.4195997552684174,4.24061148042178,2.69067916994659,22.419967968129328
1.5713078580128172,2.7848453636789365,1.434332512105999,1.9623233575619323,5.8014699550858175
4.849141263835197,2.344135214705451,4.150691423770127,2.74769992277354,18.107438197533867
4.776221348318269,3.49951743006427,1.7577057761717183,4.899509011335017,-28.866280339623906
2.322508196833515,2.102053943703582,4.092380527340927,4.376862091885695,-18.86505670128546
3.148934316593182,1.927296843281612,1.5501634733417515,3.8258744883645863,-5.946849762343384
3.203355772219158,4.551078175558109,2.0219096559784577,1.257120438527699,28.038559405616542
4.539212543007957,4.839324108161188,2.9532293204430005,2.983613903907735,10.205942050576269
4.493047274734288,3.041487795940555,1.613319504577651,3.7348600634921714,-12.3258257971368
2.937764169438815,2.4835017457136788,2.7083022616622694,2.501921486868036,11.795141095214612
3.980054165301576,4.216166942507353,2.4272081012357725,4.625573946064822,-40.57655088688876
1.7165151892671378,1.8717858311410924,4.083874828791064,4.338462804864496,-12.21460548998092
1.068384920643525,1.9330831284122556,1.2980175633162867,1.8620646944535808,2.567852899831345
3.4216892140381,3.1584455169507035,2.5013444878408477,4.841730235266395,-26.806776462141507
2.1597929942298,3.784532208021661,2.9946798305650533,1.6865109893920858,24.314236864764062
1.7390475495189954,2.022810342860157,4.423183277577767,1.6218785182488782,15.539415845365705
4.949626020931647,3.666057220793969,1.7930162818127142,2.9210211456252555,7.1183282079784655
4.996328707865308,1.5074178048581626,1.8441076137507904,2.685020873763445,6.1232929343929206
1.6737196716471314,3.24941679493216,2.433635977817504,3.419728410991605,-3.634014088097194
3.972185610641304,1.4538954555153167,2.654422372005377,2.358636854946475,10.813205177550486
2.7975870638579465,4.277170415909657,4.045848288213719,3.106948991713761,1.6768208846974662
3.1598805466805877,2.350379229407768,1.9169965737052617,2.582215298569269,7.555185175309803
2.4005140395895466,2.1643757719982863,4.237072283037593,2.8038448620296488,7.294688626492686
3.979903401350927,1.958450900638531,1.247402086770316,2.08546707821969,8.463264825173315
2.213389767758612,3.45071976402179,4.547234995447921,4.498381376394289,-33.93852410906901
