sigma_den,epsilon,chi,Ef
4.25241938475187,4.379778794228523,4.065266249205665,0.1916821333551837
4.106855113468006,4.669255285767727,1.1281299781121883,0.4132982943416468
2.5626049729039333,4.133278333178087,2.402348570259227,0.1822251045773587
4.692745925462396,1.48617402440917,4.059974975618537,0.6240350825317895
4.283334353584881,1.7480343993453604,2.876233758484138,0.6321527652658441
4.364577889906948,1.5606244944339012,2.712559445787977,0.753304241835128
2.0025515208243228,4.886574046357854,2.410477206100847,0.1201611463646595
2.6733208318213184,1.7985233146007191,3.422389114464177,0.3361073875431778
1.202914740113718,2.067457741963066,1.4319937966885852,0.2392410733897822
3.366690777512311,4.696134771521059,2.504480167932785,0.2045686460228477
3.2016298416395657,1.6960252326689087,2.8410020642792864,0.4914668952685739
1.587410823823754,2.278163859104564,4.50460014358384,0.1265839379532526
3.718426043116813,1.0238382360706062,2.921099067888813,0.926232442093344
1.9974656949152472,1.789007169510771,2.1162228877833336,0.3582933398216195
2.4787335678722995,3.059166867861048,3.12344695591903,0.1965016805646662
2.2790932574148526,3.5213365699089687,1.410801320551962,0.2684683777954598
1.292320251747697,4.966664543882653,1.0516146716689487,0.1268263593594272
4.027034981672467,4.479809106278367,1.185374023609831,0.4113392173892296
2.871468626391528,4.692096610152577,1.6656010553565517,0.2295841903005036
2.900131844166234,2.285060423755414,2.598082795726809,0.3527352811783258
2.8574713662142543,2.6554837532735225,2.0721236622153114,0.3502672600472684
2.86445475315634,3.8689123204029054,4.401598223995052,0.1370663352348801
1.703523470905027,3.8689927307591216,1.675134183676724,0.1645904516210861
1.7128439757823064,1.2621325414511682,4.013446012466563,0.2706926711941746
3.2503332357135992,4.68581623280728,1.0573616008616162,0.337156864520487
2.505535836298343,4.245196275137069,2.3580327872967795,0.17575913724098
1.2818049506881066,2.673806302316275,4.3252363735414425,0.0900229234340316
4.562419070149978,4.66566588921042,3.2251629792076,0.2314398144670765
4.268243469452922,2.781936546000272,4.142992984629748,0.2983225157580525
2.4361310016895854,1.3005525356358612,2.1583027432275017,0.5930877867750098
2.2351102406683383,3.3094200685018644,2.2330458755154057,0.2088984343829612
3.5787137197308265,3.862777697176626,3.894207000778601,0.189297513395952
2.073807991889672,1.310143825924554,3.0179671297851627,0.3939518911927631
1.500325478257261,4.786772950924369,2.218544680554759,0.0973829920012062
2.168371493973261,4.440046586002179,1.0927006826876902,0.2333667867698201
2.608157871110832,4.242595299450954,4.407778644436319,0.1136798161956806
2.781717900043401,2.2054166443631456,1.021600188740972,0.6239175009578137
1.793537173448426,4.771334627796283,2.8920195124272383,0.0965818450186415
1.492233015303976,4.871085998094122,3.481433858253132,0.0683587096587013
4.92220735015238,3.066731329210754,4.8781426165275965,0.2730511788787798
2.86894372334005,2.7472098517346337,3.930306505270217,0.2118147867747056
3.1174450219201595,3.2298863657179613,4.507181366264579,0.175259747140392
1.3589536847268584,3.7337838223385775,4.067646549791016,0.0718206231736463
2.5140290301621984,1.9504902451260369,1.7305039948150394,0.4720453125319445
3.758701939962384,3.927506536102237,1.6870971008648366,0.3561538236568197
1.877691050997647,4.609766889277491,2.718124100840242,0.1095522473390182
3.466713169156139,4.968348774730325,1.841341210774944,0.2455740340473718
1.279782355177042,3.295494193498252,4.815185794351939,0.0667808545907707
4.407546616829334,3.729002747323532,2.043154037562088,0.3884009425051968
3.468759702056663,3.7225417475367455,3.793184239962402,0.1944063809347622
4.764320126438333,3.737037642227672,2.000196110620206,0.4249362871785903
3.038396131888238,4.911614483191162,4.579543522055034,0.1108718907001622
4.823940521060901,1.7170013610092043,1.1708116242328268,1.2942231577434875
3.3323717954866128,2.044787018259496,2.152950289424252,0.5168782375722896
3.37681626718091,2.960358851158998,4.98354461669414,0.1906358339686171
4.564327989240001,2.320912826014488,3.371535440674197,0.4498668716541082
3.4025443429049638,1.1560660216076006,3.940186721820134,0.5957688508699517
2.5663600603718595,1.5948091317375734,3.306543019554081,0.3736629896320412
4.132278536774769,3.285760280782316,2.670444430347868,0.3426376310425068
1.1749956750377335,4.689804469500864,2.763173072572942,0.0665774779413102
4.5473136264935725,4.196223462816265,1.594066626339397,0.4177487646012219
3.1248032955362137,4.118941420064541,4.637464571518509,0.1345715463742575
1.3115644518468228,4.446956178845252,1.6887843791937436,0.1096909533278929
4.163473569475967,1.142979515101076,2.929609220249888,0.9269749559941164
4.157370882387941,1.2016203936000096,4.016753662719324,0.6896499405581867
4.54502301935578,1.057774740198011,1.6909118009006212,1.5967739250794026
4.37616390074257,1.2623439311393303,1.8497906305189464,1.2164742730124145
2.8151089923606616,3.891679521810596,3.321276779829101,0.167396379609988
4.947431310915327,4.43975557537755,3.785847102894666,0.2328423062473146
1.8144639162130496,1.0294520855611826,2.9948070902581168,0.4412110555203891
4.140768497402183,2.050808216353566,3.361966091334111,0.4628855427088847
4.0013842798456185,1.4272242526037453,2.279400336646153,0.8549163200592732
2.466787723463121,3.982690528430409,3.0271034066338967,0.1538021603495143
3.728077558146589,2.903479291166343,1.3013596269220993,0.5579325717701309
4.215146801305846,2.1769078085363,3.67330592051188,0.4143319804338869
2.09871001590362,2.754621923230362,1.169655681055648,0.3511556154042557
3.118761769036528,1.2955917734449134,4.741407657176035,0.4192717835532479
4.50903629630296,2.6487519338876924,2.0206301672184463,0.5635661360603543
2.774918657001202,3.862159534638893,4.150083784988507,0.1395101331258737
3.5546609424943107,3.529033730294701,4.412730226361046,0.1860912661715256
3.629046787854179,1.60610819319915,3.231914792850552,0.5339257360302249
1.6550544350858192,3.3447791011270005,4.982125414725109,0.0827159625014169
2.95650354101809,1.236259319803835,1.7419551109422455,0.8721847407971923
3.4071487336795383,4.175117966685527,4.238617203977976,0.1557778396585261
2.794873890207016,1.6480777286106134,3.4711338060398416,0.3792860404820794
1.1499150479425695,3.80941915101774,2.7241132242430246,0.0810558044003704
2.663125128381308,3.074457004934962,1.5218163465650183,0.3434865160196421
2.207793309618358,1.1458384556811905,2.9550483242462846,0.4871730159344873
1.2417620362254915,3.6743385447357486,3.0253109272499144,0.0839575539794761
3.998143938275772,2.533085830479883,1.0580852979736468,0.766911322042235
1.6516515430013254,2.858257726530084,4.159921140216179,0.1119886416483356
1.2532809722735871,1.5548020817213488,2.6576617272492,0.2203787902353141
2.9603952482036,2.3533186868689,4.913145624409719,0.212740600331251
3.813592373830876,4.270087681411782,3.416127068887051,0.2022348123403535
2.199640142535007,4.783674375035082,1.5514258866057933,0.1802216948981733
4.092334502221249,3.008742202445584,1.1298036989223648,0.6386259628304578
1.15773972860142,4.980206804054439,1.3119851971665315,0.1005491746857328
2.012132480554806,4.1395980691733865,1.3699104563143587,0.2051003770785132
1.1645565413759291,3.835071529120228,2.5609993396210298,0.0852737216431219
2.5675609666851265,2.1509578578738497,1.2457319876724866,0.5315338632625266
1.1669292331227488,1.598670351752784,2.509787672257393,0.2079719455502481
2.4393554576840093,1.967536508342771,1.7312716503308052,0.4539284393956699
4.659399395747279,3.380959707014241,3.241910519811307,0.3248840877216623
4.570632890845237,3.8347908952533327,1.8698791118253548,0.4153087198419346
4.31380694747453,4.807372565058946,2.1493825865121865,0.2849229964208555
2.966693228399949,2.745272128374728,2.9233924961371147,0.2754390313033983
4.257619743800039,4.048550825854662,3.987268809172753,0.2108649991221436
2.2386735970000653,2.900189096546434,3.052033800476573,0.19049843068614
4.757025855212609,1.855935345053218,4.723782403376973,0.4478056347656428
4.465993080584624,3.388547920172554,2.6797257141381388,0.3581698016893118
2.5615811120567225,1.962930837999914,3.0156139814397087,0.324975901140662
4.729912479190106,4.385101465043694,3.0768318087099527,0.2645761321237044
2.9189262458552148,4.563242088260221,1.3150295068907143,0.2763077594709551
3.6885379095530864,2.1411278382146213,3.9455038238455655,0.3483382063797567
2.135789594288795,2.563956994054338,1.1995926682245783,0.3787088607108688
2.8107653526182816,2.7516761545181265,2.3922528123481253,0.3011196243514202
2.7274231496925765,4.370865620176307,1.0987774869965024,0.2973162666587398
3.657472958357735,4.121736855394138,1.3863162776366962,0.3718543433782735
1.9722671427010168,2.196249056137136,2.9721444364656064,0.2260784253607173
4.060584455549964,2.4995177682303167,4.531839657641775,0.2936721318872242
1.3540642250733486,3.4734004384874595,3.848687152847597,0.0804007769895707
2.8323448264868767,2.261470897671519,4.391728252658767,0.2322881885511077
2.3093852667274817,3.4940486091085816,2.06674264634196,0.215521259135299
2.822878472204428,3.256812962375223,1.9357631721747928,0.2952421407617482
1.1649879991627246,3.697507911973896,2.6936500405507937,0.0853014855002612
4.766859304887537,4.431284006784947,4.9844275611452735,0.1797546500758954
1.449341442902269,2.1095443749699445,1.957109975532872,0.2323349626781392
1.410511216214482,4.238349948045251,3.6205616525972,0.0720252811535817
2.977254725730236,2.969596928118245,4.006300719724482,0.2002633859079919
3.129173002914454,2.0311069849189125,3.911089937705952,0.3137031556813582
4.101212025035048,1.1760571625681655,1.79864509441239,1.246051416486768
1.2523447032591313,4.63788431310483,3.860513631152816,0.0555548278809348
2.680732458361966,4.412250854443636,1.4245581415595336,0.2505882330667274
3.6671591560245087,3.0684490585509474,1.804451922927405,0.4261503426779642
4.72506147368208,1.9575515507617949,2.9273273377973084,0.6146065080962692
2.8959849319125133,2.0256202730922723,4.467123622222305,0.2615046216513872
4.767380410018554,1.2712517691368634,1.4999609246031569,1.500082058279537
1.718210129888755,3.5929160142962253,2.870992882501711,0.1235397837547602
4.343381288954834,4.171217060464273,3.0346456322887865,0.2580832207480788
4.542062827071424,4.886942206753693,3.115252307543473,0.2258496734843108
1.1621003539111583,3.7376221272813264,3.8527394904262366,0.0640709647650881
1.236832038804314,2.1797788164602467,4.279704328634121,0.1074703583207194
1.811191445148857,1.041143688783689,1.340930183166806,0.7431307391858374
2.562767071029024,2.3535882501476646,3.1867976825846616,0.2600738415877005
3.980648346607694,4.3888231670430375,4.452799583235949,0.1663359776290851
3.811620748097943,4.313585129195126,3.798147183888263,0.184161033322692
1.579303102233303,1.200020615135124,4.127100183138641,0.2566876523764299
4.916680680998342,1.0945362634516371,2.061852582259174,1.4670927520206842
2.845479596585181,4.277305381536092,3.67270079790973,0.1423695933317941
3.5431099074969645,4.559358375775988,4.331754138357038,0.1457507437573203
2.256002065720532,2.5957751994524045,4.889506579648312,0.1475684456650854
3.0589704202771184,4.3134607212771,3.507663491399603,0.1573250731643251
2.904256233083491,3.9792935421400526,1.819379877522332,0.2588662051619746
3.4606451120350608,1.8021393037914044,3.3496958800087917,0.441478759009807
4.279898804442111,2.049607718089431,1.305689735354342,0.9056531178067576
2.0017941156608527,1.4935239393886706,2.4240381138078178,0.3914430889011793
1.8836338038632645,1.626309994634973,2.7395993106245653,0.3097191606757074
2.426921697224697,4.206722271982898,3.0634508388671096,0.1419766464362836
3.897363650093065,4.512964458052614,2.221765941814758,0.2680495181517544
2.3919890974778677,2.97320627158602,3.727337588631938,0.170183534186521
1.8146746526615931,4.322829495391359,4.265849432814805,0.0797190711539182
1.9403680255101787,4.68256986317552,3.144832836348614,0.0999753248326606
3.914274855503224,1.81651499611812,1.6811595530519732,0.8036920480810231
3.396619289946192,2.153895567135191,2.308811733773687,0.4765957574829467
1.8273675079799587,3.5462296487282936,1.0299413357468707,0.2538490572663072
1.1664268833294638,2.752824241862028,3.693389762898392,0.0902801796671781
1.1480533793959644,1.1926956047120982,4.678690748727515,0.1695056754793066
1.2131831535348234,1.943869519249462,3.3863434714601093,0.1422841832085357
2.1816545123918885,1.253500341171974,2.3189666056901577,0.5243951151074566
4.386414064692144,1.7579450084729742,2.355679979303765,0.743573327803188
2.673596160694107,3.17189312032502,1.5234759250825465,0.3340243274136225
1.6728511054698,1.3061601025898444,4.973387144803546,0.2144076174397613
3.61624843893232,1.4966764594490414,4.305300260880571,0.4554286659587054
3.1255005981135877,2.250217790384716,1.2505590495796737,0.6171697339679696
1.4543684490023967,3.7291075260646536,3.940723863363506,0.0789366981736679
1.4144979021601611,2.9598052146705114,2.7631456272036505,0.1269954471627435
2.129039181567025,3.2781107843367976,3.9165179076454346,0.1320998736172971
2.701126699315992,2.134724330829624,4.692167810533064,0.2222928329659965
1.847891988490419,1.9019195084694756,4.619165729966804,0.1729070129567923
3.6980037358621303,3.203700124312902,3.1723101247270677,0.2766552434006782
4.962232972506506,1.3601212989164932,3.215795046543856,0.8654062341311797
3.750702916848874,1.0629509459938205,4.876022113480467,0.6005041621859363
4.818037347842621,3.417168000575594,4.415597428703983,0.2603499256427461
2.4266602139832294,3.2463137129444477,3.807235399507944,0.1554973866164256
1.5204208961510268,2.8964790388547166,1.1365513916349257,0.2456858226824489
4.985145526989992,1.3673846157928375,1.4495097308811298,1.4883599745634677
2.987978951823771,4.663092251030049,1.2764263110704306,0.2814815475160594
1.2516610481602148,4.295360384275334,2.1476357810293085,0.0925769047306087
4.873902171747936,4.661592870525315,3.047575234990904,0.2583137575737951
3.717628244015141,2.3835231567356128,3.815443288117853,0.3238995248036299
4.824784440038849,2.363057558931064,4.214075466979422,0.3915852294549395
4.826963392799308,3.0683163962751925,1.3637858468831872,0.6655270875805988
4.439745968980235,1.197717475289624,4.397137427364076,0.6868157705033362
1.6708387400418356,2.3461300260510507,3.728654972698912,0.1506068869640473
2.480712624577131,2.0891416821432487,1.0861160975712547,0.5692068113364873
4.6990265354200105,1.9574591560835408,2.1853183020599727,0.7536372420679294
1.1942198655876646,3.7892755263583697,2.8807866166905143,0.0812097815912814
1.502284274077616,4.5379718138572605,1.0247540234566368,0.1635001126998742
1.2970459805017347,1.7564001620019312,3.633882947345745,0.1593627606452398
4.18362454667826,4.819631149264014,4.828954178905322,0.1489183647158772
1.942184480487338,3.2958936743588176,2.552997192570642,0.1658526527311167
2.860970048751548,1.814245331209912,1.1463052257278226,0.7347266859847883
3.0277045449963227,4.03629928050203,3.258145525526718,0.176160945482695
1.7555080645259171,4.706215140551931,2.0140764239673263,0.1237590002091393
2.44385463496004,4.124358015069061,4.244327559604068,0.1129871886588625
1.8884729970286127,2.4117661426289785,1.7435959316326517,0.285400963573743
4.450236610254379,4.203582361324223,2.189879700652246,0.3318862318325055
3.8732628830105273,3.910765063946561,3.0814413503152163,0.242661952170108
3.98155099620066,1.149234825377672,4.872223602743908,0.5899849323291012
4.277581136416645,1.2507132103919,2.986288419392126,0.857969404346986
2.6247393975822013,2.986119616691992,4.727236865650467,0.1534736580455958
4.102925667221982,3.1102059840305287,3.155427376436998,0.3174598448487764
3.113918838069668,4.576474672536624,4.325252557686053,0.1277720950824461
4.545496522665947,1.5173157689010472,2.983583419841255,0.7520235525656884
2.2052689532479013,2.277688081473081,4.89995466996488,0.1641038005370072
3.7423700659323353,1.791869006495774,4.845933302735629,0.3572618287258296
3.683530833888658,4.140099493297812,2.1617680233205467,0.2813996342609996
2.9802980934084053,3.7909114139748175,3.1897821753455524,0.1876396543270085
1.0034320064757751,3.952520793917892,2.7530097318526416,0.0676447499325837
2.7350753117142133,1.8865544248481332,1.9149243679450056,0.4973620677759935
2.3479779530051834,4.880019271160141,1.3480311406661123,0.2049125817769402
3.354651706405612,2.8960494919107718,1.2039053082355795,0.525591733773322
1.1090271758598371,2.5279150001216317,3.867329180238551,0.0901340742617689
2.8424013961690333,2.930801546060402,1.9456251192693443,0.3292467685145797
2.4835280410405787,4.053945810361606,1.736949285663285,0.2238331355593614
3.1773899227492715,1.978207846677543,1.648543478993529,0.6064450936990027
2.0699132688707294,2.587048379656575,1.912234847533011,0.2747395634439513
4.840311102099671,3.1505897271000127,2.172407838214351,0.4842754007445413
3.1119730331006488,1.4322497235899831,1.8966342185770588,0.7501073501445973
1.1044086094576455,2.759593391207736,2.8400761557675893,0.1042185076488397
3.809607425015296,4.419239590540577,4.753333146160395,0.1498349593500272
1.163562579651067,1.5498992735760502,3.839838644295104,0.1551155682546643
3.4317907106407963,2.929612179394463,2.0724366626018584,0.3812656883156102
2.492111846211129,1.0409763624544666,4.928375840706976,0.4038228902199506
4.8888113079844615,1.238939675314637,3.3017736747394477,0.9172876722079476
2.028508422809198,1.2411904512380367,2.542553583139426,0.4613409032776916
3.71057271933467,3.9738915448767935,3.398111270629993,0.2123042677167108
2.889437089381824,2.7114088690576463,4.4330236445329145,0.1961447262749079
4.614056405766188,2.236918409242341,2.496252690042373,0.5899700188409932
1.2306836864566892,4.836056848411023,3.900125001003506,0.0519335352860615
4.171545011381423,2.659634265024966,2.3903883190842152,0.4626212433008599
2.678394789625285,2.950625557334265,4.584261327272303,0.1625529134659053
3.400071440584929,1.5161358264172322,2.692608538376813,0.6073187122197784
1.5751539113628814,3.3210948980581563,4.11993140047176,0.0926355252637485
1.9351094329621692,4.701837722952995,1.992146955345376,0.1375482199524816
1.0602226476339354,2.624511959618522,1.3688540119752912,0.1705337036271867
4.342491772672,2.1374491817163705,3.987815790574413,0.4073172476159438
1.1999660444498237,3.480285186797204,3.6329321870351095,0.0744214591021303
2.4139392021099475,4.674574440084509,2.1990104655597222,0.1614241791687314
4.2584906350761225,3.901560411057616,2.772429823650225,0.2893318147866465
4.440770762618719,2.9807880721285542,1.3001107874130078,0.6477068655594991
2.100334260279068,2.1829500281731966,4.145748710406673,0.1869803845712067
2.642653945907703,2.975139182894912,2.3576893458759,0.2645406984739995
3.5681654331000896,2.7527723256518737,3.89571323547469,0.2647638677898876
3.97097682810461,1.2024000689536156,4.085766268517249,0.6493696148137262
1.4902611887678314,1.88576117747514,3.014247762036181,0.1968663669171557
3.558835979323881,3.28371110517903,1.6955694050145378,0.4020615220816188
1.1732424708615623,1.3145334871050012,3.728287966695673,0.1887609712710926
4.682274738903367,4.655177354044849,1.8812003627552425,0.3490978713369025
3.90072151307144,4.703011340883966,2.942266397229313,0.2103889621725991
2.271536872376736,4.525573324896124,1.5250284278206734,0.1987833077609149
2.996273044699165,3.870970049321492,3.927681516724197,0.1570792956491186
3.8322702267129634,3.651832376187221,1.922104426949805,0.3591282409005574
1.1302122190636583,4.2131818158350125,2.478319558484728,0.0771223613435851
4.95525450057974,3.5082332767466102,3.3165329710146816,0.3272219575778931
3.772874032055777,3.4060571398454207,1.215553775518336,0.4999632474522887
2.263696746554336,4.7540758128889165,3.3755160297140514,0.1088235437736765
2.498542099015117,3.64492209566776,2.724953371421068,0.1840253194857091
1.4236158868636002,4.927059701432752,2.92725542567366,0.0735725574584073
3.6745127411514784,2.5539894863705097,3.5468338505020567,0.3164255676541333
1.263101980270522,2.6200618073244426,2.67924342612948,0.1310292807197524
1.520549034726122,1.616979722308571,3.194054344704976,0.2242135229673676
2.149747993728667,4.650125466352855,1.5735929440427898,0.1796317183011028
2.615720936550536,1.8486506702968248,2.583203667787243,0.394879930855331
4.223903519222017,3.5571558257232807,4.141546012543741,0.2309496840765076
4.104282637229554,1.286954134937989,3.6058174397126943,0.6924165996687974
4.702300478385186,2.9146609509296475,1.3161828494292576,0.6965455037707639
2.576625563334469,4.225033585830779,3.615433638066391,0.1321321904500169
4.005017958920211,1.893310933865878,1.089818025784861,1.0122179954194632
2.5874165227793195,1.8062148939652996,4.2681043933087714,0.2719208791004538
2.953740237768973,4.673055012236744,3.754263256817053,0.1329499503442605
1.526617261034592,4.256460445344139,2.1043627161072425,0.115533813270415
1.182482544010362,1.433064174958754,2.7987877153049405,0.2172121299227027
3.5772769802711037,1.480486188090818,4.120458623632455,0.4718884489465074
2.08066548616828,1.8427976096874907,3.987139154582952,0.2263982870319136
4.462759239997798,3.63407708051829,3.0809836607937755,0.3009154366842198
4.792318359434416,2.0148202925571685,3.4119947677191047,0.5391062367129059
1.3618073147811334,1.437226206019801,4.634013033851476,0.168179357046707
1.3099323568837464,3.782016287645585,4.507412742331944,0.0628894577237362
1.8529488648696653,2.2814076609014067,4.374900057139788,0.1511089353142788
4.9789424498436,4.703259886847078,1.0294196046260615,0.521634464828502
2.998461234523172,1.2047440028049747,3.126981290865766,0.6030747775586264
1.544491573550086,4.070975229220224,1.122708850348448,0.1787296696912008
3.614918234402296,4.239058842695195,3.076732659122725,0.2091783826890901
4.474295095957218,3.0411199055329807,3.9682173792780655,0.2961355121033332
