m_0,v,c,p
1.4161308113208997,1.2946188196347523,7.089824776341423,1.8647011065782784
1.7383887245812892,1.7812383020087914,3.8465066948643263,3.493654547418445
4.488891464248839,1.3249367746921874,5.491317336251522,6.1285600603334
1.7612549811409963,1.4571262937837286,6.866152231299514,2.6261898084139887
4.046819053491172,1.1311703991469884,5.607001549381748,4.673740572206488
2.3503791361960293,1.909198404537876,4.165591657474463,5.048852089840045
2.1604281673163044,1.6395756919135998,7.889180331588557,3.621252511931605
4.809290403534392,1.960225904928321,4.253820487293902,10.622352575624555
1.407430926901159,1.5277769123093383,9.326958149821742,2.179681010186965
4.706296380077683,1.364281109315913,8.892326921288813,6.497638628581052
4.706233287562951,1.6193395423569323,9.94301589364522,7.724115431470357
3.8260120052602256,1.689529716188635,4.617849842173662,6.945735017476052
1.3856187564192384,1.0586972607699574,5.695214358209288,1.4929731535485478
3.459800299586793,1.5116973758034915,9.37131515121129,5.299576390520989
4.1409271087564345,1.5058712342421825,8.198420902956004,6.343630838037095
1.7545637064786823,1.3001406601324237,3.9578723875215314,2.4152098387141607
2.083790158665226,1.837621505774223,7.781383390665689,3.940679247390659
4.115904845181161,1.713155833042573,9.75235551852242,7.162565353697973
1.1720415063928424,1.7722259704033425,5.855300553043718,2.1793438689802764
4.919752617334115,1.5649476040526644,9.299541840587423,7.810542339657965
1.8450609046736832,1.018312509414772,4.715655503246872,1.924249368840818
4.626652158476789,1.1801695683440332,6.565772280477138,5.5506367250870685
2.0702717206506964,1.9093653015251264,8.349383276706124,4.06050491577473
3.381794000175699,1.0903783909872975,9.6207246898664,3.711348540534321
4.388416615561335,1.637698201041777,7.876840651146087,7.347463880724965
3.709024098495096,1.1534659721826563,6.300566037822106,4.3517814599461095
2.221722436472548,1.6797219812606052,8.96338685830109,3.799182164856371
4.6219139548132135,1.3800412254147765,9.773120742790589,6.442990738227806
4.6070131998186685,1.5443023738739985,4.088689897672737,7.683777181051486
2.0529319839993247,1.5511250750845051,8.706987282800707,3.236119714776326
1.296945045960717,1.9199021380611927,5.039579660745762,2.693095025688792
1.7204015186057662,1.37213707725566,6.722348996906324,2.411394356281811
2.1224372460661995,1.048491168897367,5.754807885277774,2.263237390065139
4.899119834736416,1.5133110992086545,5.317838570860085,7.733643832741168
1.9205839063967092,1.2721278964588474,3.8258103197007434,2.5906382201620843
1.8846247449318103,1.8894022909365584,6.462256501691053,3.723518102279464
1.136730355832598,1.8428871257567807,9.527733819465832,2.13518797244776
1.8101496321195327,1.010178347756244,7.849552190541864,1.843906881370026
1.3062403244976135,1.0864950854131985,8.859132717346547,1.4300188061376258
2.1275866955712943,1.8296140543467847,8.061034327101197,3.9969767437618544
2.3136956688426777,1.4924750041598625,7.939080095242607,3.5158172841076643
2.265308790745629,1.185966346009149,5.665419107150175,2.7474521497371938
3.076359788843106,1.141663080168036,7.713093996985128,3.5512840263659258
1.9219511801779203,1.3347538313101626,6.902135636397023,2.614688131634132
3.415970814956838,1.6209643946242251,8.962860895456458,5.6300055514048974
4.372168726589737,1.170921523926627,7.781000622168124,5.178436752991196
2.834162687418845,1.0825504955074587,4.551816454894103,3.158757741902136
4.557337203708286,1.6812754549956348,9.316343756271191,7.790040920638794
1.8216764459502437,1.9241297175582532,8.038659072328448,3.610083287106598
3.5771373611621704,1.8605857175458604,9.790347077213545,6.779114681798804
3.720475501092393,1.012815122415822,7.130646298590626,3.806749112817677
4.932901419043796,1.5100056118234286,7.948488549883361,7.586872332750117
4.298342136130657,1.8996181417048963,3.963766467850929,9.30316463993396
1.1293758052395302,1.6268126298424264,6.710020884473653,1.8937836864194832
3.2126113377531884,1.792226276942848,8.950195842557573,5.876754329143673
1.585699606256684,1.0786087148639814,5.169029937262296,1.748847428325929
2.8656593086873947,1.9668629975318133,4.380734398139337,6.3078860392318
1.4474264467639355,1.0672283028075156,3.204993003611076,1.638227085288061
3.588619562273442,1.5024845907935869,8.526269464140988,5.477563358952384
3.4584966023911745,1.1098873518469017,8.927722478673704,3.868552797864168
3.472509449207186,1.748315529332296,6.627644878190632,6.293976351494983
4.01695450888929,1.3596258655686548,7.517826498575225,5.553126128514189
4.280900456833376,1.745335135096291,4.564545556185391,8.086064233211916
3.961191090791431,1.7209273784535524,7.710866800333631,6.9933162127590975
3.745112404122112,1.93103135530576,8.292069933845909,7.436383734296275
3.116365574745463,1.3873502591356195,9.61654304484578,4.369197676627132
4.7880746340790745,1.05930740860961,8.084271426736859,5.116154470066198
3.532322146549487,1.4807282711458198,3.703702530469805,5.706292280815522
1.624437025175744,1.8765740224816445,9.144961192262752,3.1146580508659194
3.3800564863377014,1.3133685353427482,9.69823300763917,4.480535392336466
3.40109724054035,1.0447212573838005,8.557416182327078,3.579977514827677
3.7616899687302654,1.3588538198721527,5.1235212266236,5.301440533430808
1.4641103334442684,1.462421050749578,9.522505756595224,2.1668512195961034
1.6720855231945655,1.3845228788240114,9.002852602123365,2.3429119387160733
2.79871800481122,1.6608157002973802,3.979251430056469,5.114960653998351
4.185107684605745,1.5128784048754162,6.765252850293053,6.496070055136976
2.070651352950988,1.0615524332696071,5.095650412145355,2.247414116463016
2.9468379325960234,1.0068241423990982,5.927674421534563,3.010693932678226
4.307416765656919,1.1694982348060885,8.484918767982677,5.08605999116375
1.1367676967027105,1.605139708900993,4.96701070149232,1.9281259033840832
2.04452210433426,1.0055136637510835,6.262054446623121,2.0828214985779363
2.942342759219254,1.562798696290192,8.418657978589026,4.679627224020001
1.337805191987711,1.0529114399283812,3.4925231664510754,1.4773246822735
4.652469201855371,1.7591533209330907,4.496888461018589,8.893112362894076
3.226032545974178,1.9105445773698695,9.854169640452016,6.282693806298107
1.0438471109328096,1.574277732642674,3.7776867888831647,1.807756848898709
4.94563453605446,1.3196597540675603,6.059211287190617,6.687079776741735
2.636414897460305,1.497002928624659,9.449215988856809,3.997202171505219
3.076395403829886,1.6946307384552783,3.551292260603848,5.93234396539995
4.352079585018506,1.717996212517474,9.228465894600518,7.609885187413264
3.1620776809447944,1.2789006783949768,7.711884643626432,4.100764496112832
4.231710761823206,1.074388451156594,3.8296482875696056,4.736723776862632
1.2704145506618416,1.9598792154901488,6.575924777825784,2.6084009086949376
1.8189778155097165,1.635820391308712,3.0810990362281707,3.511265394650958
2.2162539299549104,1.6629547967879938,5.09220782619782,3.899315832579059
3.649512848701929,1.9810830341358048,4.500810504577904,8.05194077658055
2.1054675414450323,1.648177338099425,8.471242397619005,3.5377898915185737
1.4620048908950931,1.1729814932369425,4.367331127804216,1.7803186696129143
4.617103270662328,1.5399061284261153,7.8054644526654595,7.252444830350641
2.013257842984603,1.7963149639772515,5.33973568410463,3.840266160063461
3.541733677976373,1.0678538866685154,4.024416505431917,3.922666500030932
1.6260806562733483,1.9469707366894848,8.72000519663694,3.2479246931765244
4.168030844157908,1.4669323191817738,5.196701253449078,6.373415535089294
1.3130019132696025,1.3192855240589498,5.357673307937366,1.7872570769253842
2.482284466737586,1.0114042365709222,9.049828789178688,2.526420329271334
2.6661720199226155,1.6132239324546225,4.1939580608014,4.659642040862087
4.012576255227147,1.2804212850117298,8.33991284652499,5.199432042587461
1.9338786296495765,1.6447350041564357,9.264836074819982,3.2320545741269067
1.859335566082541,1.7427822059096352,7.880668194186498,3.322684622669688
1.9684904748317105,1.6996998764482265,8.053934356696947,3.42293612595775
4.873251634272373,1.872077324935616,9.610551655580757,9.30127742554725
1.0739356870284371,1.0884327483830352,5.077459765823656,1.1967264818721108
1.273911118228853,1.4308193315392184,5.228257656022013,1.8950842698867607
2.140716352665779,1.7346757598225797,7.039941477933636,3.8315881762646735
4.483847595282383,1.712808908506514,4.542597646480754,8.29199916976806
1.8428289507783924,1.565247680172872,9.208098857931397,2.927083098571629
3.951305752231773,1.2732577779587393,9.877699435034216,5.073356253954846
1.458343865226019,1.7411030297484211,4.921652281865345,2.714671870910226
2.774260645096002,1.0093430979565043,3.4544231523680398,2.9279546842026862
1.0611112483903034,1.0894321478162592,4.998147853213146,1.184488425699569
3.588858544804256,1.4526119960888906,7.321506537166889,5.318957501647074
1.560137781169097,1.947533911982376,3.595772607374985,3.6144789733947538
4.033876430917681,1.3399767489939236,3.696519888403489,5.799772105056551
4.577280703240985,1.8849948739808569,9.901392042750398,8.788889753291295
4.522528144991727,1.6332071146101654,7.211319828936172,7.583267069184755
1.514081325291341,1.024275633493545,7.236705229486786,1.5666081416585025
4.79655374723467,1.4846714517113777,5.174993123100309,7.433804924449784
4.542545315174249,1.7306881148080318,8.255141176189856,8.040414908917544
1.5118574852951134,1.1729662820199471,4.031543924964847,1.8535437863605704
2.260797667826125,1.0383199687214164,7.958320234512826,2.3676695116863
4.494911850391368,1.963434564447998,9.382942818421268,9.025276329408213
3.710714379064639,1.24042097235993,6.71627103988626,4.683416629161664
1.180679419868111,1.6625838758045468,6.064057169338647,2.041194740204327
3.476987558505943,1.9857016027569123,6.483285461217392,7.252819971932162
4.156621355958858,1.6503916078007288,3.713753645783423,7.657774608686965
4.025311688568348,1.129070376738745,6.629613479806102,4.612240257324602
4.39137706220278,1.1874735769052038,7.492054567032933,5.281404651940054
1.7627073622670189,1.2806409987616232,5.410465725406273,2.3234187047018744
3.726984297487584,1.9359537008277263,6.505619197225778,7.5576586981223395
4.070598234750731,1.2350579685970189,9.822975908775753,5.067640051656728
2.6021626707459617,1.0607205070503896,4.508527423271344,2.839882548566365
3.758088930603908,1.003634404560963,7.103844227535223,3.8099627547536
2.893740456548232,1.970583449680668,9.705995429048308,5.823645847468014
3.389851811502232,1.800776857471715,8.573933715669487,6.243630220678698
1.875952472334434,1.5925897414862438,9.601464081695188,3.029589392963392
4.980218450019413,1.362202252575605,8.727923917736478,6.868232503525843
2.534878291438577,1.906851631780647,8.378350201951907,4.963907557941451
2.6756919461360607,1.375087915779854,3.715818714068672,3.9604797212459424
4.298935092762807,1.5090239389521642,4.018952978586389,6.999324205238224
4.340648823320089,1.0405538033623798,9.764697577363387,4.542544020934828
3.071688969535234,1.3922041423336045,5.08611320583141,4.446230494597529
2.561945299962976,1.264561096512605,3.69044625328719,3.448508369973763
3.4085155051717955,1.4149835557417174,9.531583680070089,4.877032862899724
3.500955042960673,1.0707552875218325,9.706938019408074,3.771683102857187
1.1037099921391786,1.160489696147351,5.168395660086722,1.314406324744941
2.640160499348092,1.5496434418940872,3.04349935598832,4.753636802602205
3.5950296726803868,1.8242991931437131,9.263764155483068,6.689402600263329
3.4718584465490663,1.313276590824787,6.983911883577746,4.642325929537819
4.051106876457101,1.3848344899557614,3.677720857454879,6.055836995526176
4.79760396315872,1.244957505154895,4.674059103211071,6.196667113263771
3.854974552058237,1.9559267315155056,6.2903238211935655,7.933311182237484
4.984972358230828,1.7329149263408463,6.706123958729398,8.942248262194962
1.9619846063419115,1.999270346289916,9.512887528192724,4.01214464514455
3.552136462486763,1.8412927770093797,5.900770320795809,6.884268130315004
4.058871030659871,1.0928691661518002,8.398768094040527,4.473852057668068
2.0484141512909058,1.7166751642284586,8.199612716010336,3.596157876048991
3.3384163254066626,1.6452266842766,7.747623861299672,5.620640741069872
3.1939250838943822,1.092979430277913,4.99487383814007,3.577596793496656
3.1623291042803405,1.6024379488836655,3.626607222758868,5.648773976631818
2.383201541960194,1.5996739007297194,9.395106592337203,3.868838023413309
1.6843970386780671,1.516843254359007,3.596417586325453,2.817857898793561
4.41987008393161,1.932236886176247,8.033586589302454,8.798523486221784
1.178605735922468,1.2212431997364752,9.757858765778275,1.4507713330113154
2.0830063123890628,1.012106357606025,5.937089498565666,2.1395413513957755
3.3455490243072625,1.4923502865855485,5.778772773676319,5.168036291514336
3.746745816669204,1.0734223241434746,8.118674818659223,4.057461588330269
2.768624841030016,1.5927640267230525,7.712374138270585,4.506925191590162
4.508746745799263,1.468842741820807,9.668437760358556,6.70041448593591
3.3219066741811534,1.146286477645632,3.4684535167859565,4.03455953463913
1.1429728656689218,1.549919571840403,8.234941347859746,1.803752106867396
3.2333353132070397,1.456974657638555,6.40856076823099,4.837566368585159
2.4203473960864925,1.4826871438142903,3.903344602664907,3.879386034812792
3.0973726560124355,1.801606765483144,6.299699303489906,5.823466363629263
3.073068323972272,1.6506497603295625,8.244592105281853,5.177385983895324
1.213383793292477,1.051926482633737,7.898902076160772,1.2878619117497414
2.7409904435983123,1.9430086637053496,6.746078118421695,5.561438302832025
4.741583851801857,1.8277335354430764,4.654842494981652,9.423152573557864
4.307069129341453,1.369085746133595,3.8346670292021634,6.312801893341964
4.455326949165798,1.134860756512963,9.77438212809466,5.090604120092219
1.105301641607054,1.7948995330742348,4.74288805807092,2.1433126961053026
2.0874618440121044,1.784064343548656,5.485526118120174,3.9382722888395136
2.580581309200092,1.7559749811189589,5.217496553323058,4.812159399710038
2.5328334642949466,1.6972345077938895,5.786262433441836,4.4966002955706905
2.781645687283013,1.1632371139789326,6.229657078383422,3.293641782893222
3.944982888574561,1.60566625624719,5.829775544859387,6.589178552425538
3.0791984146634674,1.1053815126707094,6.880985687725028,3.448475761141512
2.580477577248206,1.6889443774082462,3.85982879544419,4.846928819863074
1.25526768164484,1.8903772325498305,6.0608755536745225,2.4975169061623306
2.905087768142109,1.4103960378041478,3.151876506391723,4.581625772656572
1.6403207525531522,1.1413854587901675,3.319883977311106,1.9937750644922096
1.779632045127606,1.9640977420731185,3.2147792608491814,4.415229747203186
4.170900151020367,1.0529233786131424,8.05739961658566,4.429622790299432
3.867330778707293,1.785154975903114,8.20267744848925,7.073324067412394
1.273853784370159,1.469216765145417,6.141311685625137,1.927539829145204
2.13217396998025,1.2073980108883855,9.19653015631668,2.5968604822760537
3.5119378118652045,1.0619246422128623,7.250872516928114,3.7700645067867775
4.107944633951228,1.9671875893346984,4.294212699044103,9.091125229091462
3.499080674114432,1.6295865186708065,4.692394335107789,6.080501767796254
1.2002674593022116,1.009731400685006,4.475432082432773,1.2440234045858682
4.874229717479336,1.5518377470040885,8.190449070440275,7.703550643603205
3.71744769047766,1.8705155258466808,8.630736669452792,7.122837784453481
3.1131270226921064,1.405261329556828,3.2014601379048893,4.868877590884931
1.943388387143278,1.80953087239559,9.048338783974508,3.589125256712795
4.314305260562975,1.4553356828400963,5.367897635108175,6.523077659184965
4.254207288327038,1.3425060188481663,5.109259984033916,5.919294667935016
1.0657862226396957,1.108205411009307,4.98244282258867,1.2114564811397344
3.834036270025887,1.275215127777169,3.590117564637616,5.230289477854323
3.783944559397313,1.957612131337897,6.012597992634067,7.8343689847436995
2.4701105459089536,1.5947227994382327,7.290594800639804,4.036899764503616
1.5566320270210672,1.0879773233391914,5.304772759779571,1.730363955908941
4.0412563529419865,1.1288979589319137,8.25636522836253,4.605418917444231
1.6438450689352746,1.411668072169224,7.821061082135526,2.359313508600928
2.2638463208166866,1.929820915403964,8.49479544617035,4.486114075678896
2.591220364009005,1.389325813624747,5.7432829121895885,3.71024330472955
3.521354502606856,1.0993509204531828,9.170813762056966,3.899322335351495
1.8956751861401664,1.7941028495941205,3.29714500223594,4.053700030036161
4.423239790156792,1.6499664554825242,9.571644423797029,7.409108608389587
2.672386626463404,1.050030820446385,6.094880831189441,2.8486821489607155
3.721829974242434,1.1591603334914302,8.01518256228658,4.360033905767019
1.6302631257027107,1.6736506076104836,4.56745560050486,2.932455442722328
4.221648131222981,1.1318703116700315,4.862587309342567,4.913319585803544
1.3454972288764782,1.5969656844993685,4.213866637629691,2.3219152506943908
1.7237465835778585,1.9323798316325789,3.6312413048641177,3.934261893213639
2.899910314607084,1.7447643297854225,7.158639924057356,5.216986062356558
3.0907641218438258,1.7925837495582064,8.02775713586255,5.683972833137234
4.956379433907891,1.2131966292274958,7.274012797037537,6.098482569432111
1.0848539907884676,1.5013627642839074,6.736890888366582,1.6707774951942531
3.943634315344971,1.6760483580344252,9.295778571640977,6.719851570656861
4.194721601171986,1.6019130583904713,7.745525352668923,6.868070704001485
1.5272147818275157,1.6211133569838176,4.519746502358489,2.65226161615944
4.4811440817878,1.937183678014524,8.153572971470062,8.936690206040595
3.040051364765611,1.919855301023008,6.11762656273532,6.146996894366093
3.28040344939036,1.7655879957642917,9.491501101754867,5.894725259935931
3.922866804547167,1.019726152437622,9.722094943553614,4.022437257165048
4.242815050563614,1.7832304816363749,4.414462700893628,8.270748332905992
3.3439247517421866,1.3493349301611794,6.615576687868854,4.608961607097744
4.138732756677447,1.2027621038908871,3.074656964080657,5.408939988795919
3.5132017536681914,1.332258249964163,6.309388809982025,4.788459251430523
4.7328430685990615,1.9804483878636572,7.250714296838069,9.74365637767933
1.7310384212559744,1.474198184076549,7.291050503857567,2.605712795587787
3.074367059507667,1.9330044892223155,5.833571058134227,6.298605970917734
3.0153671523251173,1.8720073693358452,5.576062701244935,5.992593136576569
4.322606727975357,1.841760061291944,3.079315462960585,9.933919097972367
4.579399983916849,1.7449905057181572,3.925912631226512,8.920641433395366
1.7975812986316644,1.6816718698519248,7.545669943547117,3.100933063356963
2.7914589313216025,1.048282017284432,7.907322662281079,2.95229461124796
2.419151107929389,1.0351528475620109,9.217669794362743,2.520132905202196
2.6225184948345466,1.2669120518052073,6.92244376301277,3.3795810948353244
1.399049008497407,1.5761487701609591,7.430901703316059,2.256451832700175
3.185582531520149,1.0902263580684155,9.020631987354967,3.49865235279545
1.560167659217579,1.473422437502808,9.904775187844704,2.324651242211564
1.3630006323022243,1.7107129796520857,9.926299412591902,2.3671214769823847
1.8194481673902196,1.601130055750175,7.210409000121723,2.987767466453354
2.015394880858988,1.2082091009699565,8.34284078282079,2.460961806848664
4.709467490526128,1.6229381734295596,3.850360908164392,8.428480842551139
4.902510245230831,1.6786445116350812,8.947845866643107,8.37833002068354
2.307539483702726,1.3991055307087623,4.713755770408449,3.380847379869261
2.852091848552905,1.3124641452170491,4.673679229801297,3.9002114063347952
2.309925843138506,1.2663795899493795,8.029527481573812,2.9623174717597043
3.8197410433429737,1.6696528003417277,9.268635692363846,6.483708535995174
3.6144491571204,1.7292026178139246,4.815489807853148,6.696774630284684
2.21919624379003,1.6445341436004388,5.437754293108453,3.8288411938848994
4.358053698365461,1.6817559715495296,8.02979071930563,7.495419307486227
4.540424939910773,1.9137773226252297,3.6946748666439615,10.158349538991866
2.5606952264141105,1.483335842842196,8.389087404457324,3.8591774102038383
4.600056277979574,1.1234404204756658,3.681366592991101,5.426755812436021
1.0588098236401802,1.2537740144564515,8.59264760503505,1.341869587536024
1.8929642016681305,1.7428241732785408,9.008418707288874,3.362634189689824
2.823725191553821,1.4772692135525034,8.464455125228596,4.236420632379038
3.7553605811406334,1.154047327058728,5.182420582807668,4.445488042086955
4.877472044171783,1.9678889835444024,9.376701866447348,9.81695407375893
3.0288879514819107,1.9064482920853416,9.696877799320887,5.889361473817506
1.84351398439874,1.5769991505552063,3.213454863827073,3.336642166703453
4.589349514986935,1.804602072678417,9.389707687803131,8.43927583481015
4.492276452214433,1.145062105923045,7.898564365402852,5.198856688704319
1.8718753837509192,1.5454594407584863,5.152189200932224,3.032552763596219
3.492997094671796,1.1233718906318977,3.322344555772699,4.169516074429472
4.2930545562092135,1.3296893102298228,4.420960337161734,5.985579549849156
4.185796156212371,1.436573009073565,8.484166805674407,6.101301881176474
2.4976475169382737,1.143492457976273,6.508537758506032,2.901167786029224
3.881765137698656,1.376086195780799,7.376613704424816,5.4370859693576215
1.9954674713922815,1.2660155611546071,4.054596372747719,2.659248448615197
3.504129744465783,1.1127472421855185,6.4451744325754055,3.9586555964351913
4.549618453520612,1.6095277920829465,3.277382089927182,8.406288942596284
2.904142848707456,1.105630522503493,7.9929681187154,3.242075582071273
1.022224852644304,1.4697523075491112,3.127935269843306,1.7020111100721502
3.1338581047627403,1.0505923860020494,4.792909184098336,3.374472712261595
1.7766294276749663,1.8815281055940205,3.194361498212512,4.136478132051354
2.438747427146033,1.7884017983307885,5.732151204989974,4.590605959673062
4.32259046868336,1.238966659973629,9.248059016584053,5.404263142434672
