m_0,v,c,m
4.9411390507282125,1.6074119719066498,6.162406338946463,5.118327292673109
1.4598853005475123,1.1323412325772044,5.500256038669962,1.491841721760686
4.038766876378405,1.264044169585998,8.685774978504062,4.082227153859416
3.6058770546828938,1.3985807356104494,9.74512680990977,3.643595518923173
1.940455682867864,1.930205486737016,5.52434018158149,2.070982257882233
1.9813492497036356,1.56380576763031,8.178799943729711,2.018590958361208
2.5839780776698613,1.0076365789741315,4.392075161879525,2.65478883026962
3.6117485844007873,1.838794045728711,9.088053921512422,3.6880272534603913
3.1105989293976317,1.4147208035414771,3.2646340559323326,3.4515156947561594
2.8079851181042472,1.017804841710258,3.784785814906119,2.915380448341855
4.238534914506465,1.2709519053259006,8.629663696386762,4.285264566372606
1.408966864331331,1.993302475981525,7.595007220241181,1.4601512247472
2.0245439169791783,1.2812357698174257,7.648566695675021,2.053561072518254
1.654450766468,1.2895010272605476,7.503548821296185,1.679436154059018
4.46602651845928,1.8295591389133892,6.077156219209511,4.683300112946616
4.811934912564366,1.7747087800115064,5.786236979915332,5.055603139162929
2.4327877463671586,1.53992679141779,8.14219794242041,2.477501128011058
2.575340738532136,1.844091250201306,3.196218935530018,3.153070877104754
1.045588162783324,1.5751521002207176,5.374667457695169,1.0936072734476432
3.2712225635616674,1.5831302725446834,5.352669559446609,3.4244285903635863
3.6234309667508735,1.118234720804689,5.445536631995216,3.702331952403851
3.503170233838341,1.1922814029833433,7.083334539598265,3.553876747046684
1.017574786493467,1.5158353538387843,8.69751455154897,1.0333903347465707
2.8656197860684105,1.1033188894393402,7.963612589782236,2.893524542523967
2.093577017891854,1.67774597834828,6.35899449159824,2.1704839088486034
1.3998604457996642,1.433899133724911,4.583789654398812,1.473828093917133
3.3771632170906205,1.9564424966713672,5.697601039672721,3.595800308680241
2.769915817003212,1.578917886632376,5.19300241553083,2.9075689522867822
4.388914106227167,1.4101452080592929,6.837416233806476,4.4853420278133465
4.132235718055863,1.0067053630944476,8.74668623376664,4.159880553384591
1.6895198541134515,1.5304642686575876,4.348375479404444,1.8050152455416408
4.710279144764824,1.350831825525129,3.412341663687417,5.129301744282087
3.572568530360633,1.2330604008488812,7.013993088829123,3.629088339839736
4.003996949218978,1.5633532453493246,3.2661816388137304,4.560326902082241
2.2633699114233075,1.8138218417710568,6.378535565701796,2.3608331849181714
1.6563054081286368,1.0815810752956447,8.406081262741,1.670188145205662
4.594685972030705,1.4366833561671146,3.922989083577152,4.937720974661596
1.1507002226552974,1.5340763095055012,5.112021659745541,1.2062981493374625
2.6926007469963555,1.4331042140429382,9.328458706568703,2.724948907260465
3.114188352655075,1.340098882309809,5.5648238747002114,3.208615413132569
3.865475831654472,1.8254218503810813,4.432688135310234,4.241855298149684
3.423440246773624,1.2921502185220517,6.4476834860018695,3.494329465653507
1.009646618679901,1.801186765695742,9.940382130393644,1.0266411630630354
2.1040354458146084,1.1826496943553295,5.926785617874007,2.1472180785083514
1.91606623792625,1.7462823643611012,9.245900357875808,1.951183822482494
2.1538180974049284,1.5896244019492896,3.7020664298401327,2.3848638926239314
3.1940043770443625,1.6011178371708925,8.136633607703441,3.257699274522739
3.980963519891517,1.9572641330750156,9.085528514930612,4.076683873924963
1.0011563025698456,1.0009574192894115,5.482639458799012,1.0182702373196215
2.6708601714886093,1.9063042825757384,8.602018899589398,2.7389642660462385
3.547677331205908,1.913093755209823,8.698550761857234,3.636722111653754
3.7274330761600263,1.8072488986175756,9.684470638191875,3.7940818609903793
3.7212671045941135,1.247563469078616,8.595740311136325,3.761091389504689
4.282142261151405,1.2797935166078724,9.0270486889739,4.325836814432158
2.9228475697268617,1.2389114683327356,4.333606196742737,3.050148443973206
3.2840362187306025,1.7936130160259534,5.597109431709808,3.466863831116146
2.4096406692588457,1.826901780504471,3.138083971682563,2.963645958219568
1.658806254837078,1.6809109514998,7.911534642342265,1.6975632508789222
4.463893842952031,1.7223127438917425,4.46026832944227,4.839235251746037
2.030905250238938,1.6327802046186752,9.892197705148664,2.059148601683029
2.4136139012446867,1.7356014102926165,4.359097777698661,2.631164723912304
4.275200568700008,1.6029765635483026,8.926977061305752,4.345837681278824
2.025186938837411,1.8366353549195944,9.326260054904107,2.0656378515371325
4.510724323372445,1.931308517829165,8.467521600094322,4.632839515330297
2.130980863078942,1.117738127066389,5.023503685694652,2.1857731663870488
1.893804797966244,1.5827995601264644,5.0135730637021645,1.9958777970589408
1.4463525691150534,1.246728557167697,9.998540822816334,1.457729246784224
3.615583628849715,1.1290332162428878,5.46839664846312,3.695200570202757
4.9492213225907165,1.3664273366730362,7.251796938623393,5.039491804397654
4.487020026370047,1.0905079838244771,6.966856571471288,4.543019442894264
2.998186200924438,1.845649804726743,5.827749288323743,3.160890964000994
1.6463729125606652,1.5207573601430333,9.407621584139696,1.6683147782634142
3.045806152760593,1.0301943783260936,7.001114552765998,3.079325829568572
4.055532058205525,1.6452037046835335,5.707000158431862,4.235336051085628
1.353830480433679,1.8193768020767804,8.83172993068707,1.3835052462712794
3.4319733443041165,1.827672068748224,8.611155744404108,3.511988547922684
4.584269077359927,1.8635973255440328,3.807405190975009,5.257056094277194
1.7493000894220645,1.1462251248905246,3.506455362422212,1.8509889808908917
4.6890856610789164,1.449248036994044,5.865101380807629,4.839143686591599
2.9562232055292967,1.505521844354209,9.35184889746274,2.995291994072713
3.357181788087155,1.4266732425737985,9.06683579559254,3.399530478471573
1.4943301696081317,1.6698529570168588,8.92998675509049,1.521161826190869
2.394165022737384,1.3217736258988708,8.197984944303307,2.425904072055816
1.2838021781693123,1.0610369335590004,6.787278632301559,1.299782604794261
3.28091504617264,1.51667204383337,5.342430539015448,3.421696178781129
3.670390850570427,1.7375087468762618,7.135450662618243,3.784298366756896
4.077888522731002,1.7182693650628191,9.153416288894874,4.151694059600023
3.2319612117352885,1.5122272730101232,4.487118788979606,3.432781675353928
4.859224658370338,1.0031764303410822,9.068965642018682,4.889229003591188
4.289547998765164,1.0753549516115892,3.0907470912760022,4.575412656759621
3.889977561537474,1.9698559474478403,8.905209749696843,3.988788362592092
3.247010146067337,1.33646862474916,7.800531111365089,3.2957422523696414
2.381316437117281,1.868219952376245,3.2963114454560087,2.8903595519145684
1.138838684728234,1.9873318885888085,7.4300645373772385,1.1819003735948794
2.492259997756944,1.0010392786772506,8.10525738207821,2.511488055439183
1.6926795855014944,1.2446585619973067,8.463931521841877,1.7112839759299876
2.886383994825744,1.7868187708137082,5.894379953670653,3.0289054299173466
2.894027349488156,1.650751429119011,9.881130509272252,2.9352780936585186
1.005305278308701,1.007646377027422,5.278450240207893,1.0241393550133822
1.7106532999906356,1.6368690394490413,8.685832340917527,1.741863564218824
1.2880205091257442,1.1479404949649428,7.93397567427958,1.301717804839303
1.6342906554885,1.4385047717805544,4.635653183351653,1.719158010696027
4.889594317516548,1.7845912274658855,5.320874608422435,5.190223317832377
1.502817977340345,1.113836260642093,3.9930182385895394,1.5649352593930477
1.250293514337856,1.958070498792364,4.417914423020147,1.3947676334365255
1.978689937346377,1.211549713045421,7.5113007008152035,2.0049428120737733
3.598923269813844,1.9751625058846851,6.936271699095382,3.7543563203463295
1.8743800927523224,1.8270906001552285,3.010757934920377,2.358264632172741
4.469461103881278,1.6613561688481648,5.142820151566912,4.722671807451275
3.1624695964208187,1.7443788082518363,7.922996716289242,3.242021353747868
3.8551514960970583,1.6252470074664755,6.288763921539153,3.9907235143294586
3.966424803388378,1.7079883898115134,4.9117796124073,4.230430933231301
2.121827089364067,1.3839751750256897,9.9286352697701,2.142746207520524
2.047268385585081,1.031757487866486,9.42674626107362,2.0596420948122645
2.870667227543057,1.5173544127868055,5.39232764975328,2.991546366168003
4.255465031210317,1.028106800395319,5.794844819762561,4.3240633582921335
2.1016443147326256,1.3637297433042108,3.7600209324909337,2.2552032578309644
1.5187953408631931,1.6369543743601112,7.676331890906897,1.5545526471687878
4.766456218927209,1.2722335697095906,4.606233620029804,4.959372377815125
4.528612436102441,1.4400467232450689,3.437914996286604,4.987210166560772
3.2479866404758635,1.4886934049102658,8.654147706466617,3.297135999209791
2.529282610556029,1.6288788278521975,4.611901937043545,2.7035203962687784
1.324041716945628,1.911376960079028,6.276371139479072,1.3900685402208175
4.05378812885869,1.1421378245386071,4.1581956921397065,4.215941119638451
2.0165546580974203,1.606849542716902,3.1885335807874355,2.334691337596077
2.1740574623956856,1.473627523130817,6.486134929388735,2.232438123978932
4.942563063663735,1.4584787551203091,8.33044709935119,5.020100776718249
4.718259456059729,1.073649853636792,4.083288217690308,4.890336452392931
4.696476939141144,1.4329797719860502,6.6524994347888,4.809377743163547
3.958972617198993,1.9368917398633632,5.427062855050231,4.2380730520725285
3.5071823180476653,1.6894656853448722,9.13515428966464,3.568744580410657
1.683906532144717,1.612532800315978,4.829892470292865,1.786409180898658
4.173812847778146,1.309561433651396,6.425400040379925,4.263297586202789
3.3352816686606355,1.442322101505747,6.624237743597805,3.4172683003753006
1.7852216537218144,1.6952346103534488,3.357851820661569,2.068136378288305
4.416020548855959,1.1582776015802891,9.935053525286952,4.446341374178348
3.7642650430657247,1.840282949732468,9.26211512090368,3.8408416918255015
3.832359960086055,1.214076607498101,6.288947090307305,3.905832317188771
2.1689133693293967,1.930463794992096,3.699992100792355,2.542391718138281
2.019864880433514,1.3065050221073515,7.059141295059711,2.0553746008703286
4.406146444299682,1.9927212114466049,4.162517976135991,5.018605449613881
3.850264657519098,1.2778102554206432,8.879999392464418,3.8907573691572006
3.445748572892935,1.3124764767476886,8.182605271348297,3.490948104591008
4.355107764374694,1.692847751815691,4.278206280188598,4.74214399468
3.9246205999020822,1.574391520946796,5.5266752394016425,4.094263312101195
2.948750574515747,1.3414100604624428,4.110100199903439,3.1195708551262165
3.1176279157827254,1.8054327510091333,9.7221667092364,3.17281595643963
1.1516761752160418,1.4725719820775944,8.661501228021839,1.1686902762411588
4.869484066504555,1.536183006099932,4.312882475145049,5.211261814222487
1.3254450832274296,1.5374618829757067,9.883780483524443,1.341778029725878
3.831894432756068,1.875600542285306,4.336140939494558,4.250059296641225
2.5859083640683087,1.2917417235420043,4.623721638456695,2.693141916809612
2.63429844438456,1.901485939394357,3.0070979319258933,3.4004239702547365
1.910634558850036,1.0139014225219285,6.014990350332365,1.9383707472857528
1.7658379283868335,1.9024024943619136,7.702778061592339,1.822289621840701
2.734050872231322,1.3156310557991546,3.471806010631439,2.9543946236399385
4.175347900368509,1.839981658483896,9.15221517329514,4.262374604517589
2.168541672950154,1.765452005989201,7.869725520314702,2.22525868593986
1.150814798693918,1.6538459960039855,4.586322235239551,1.2338279467594575
4.586582777940358,1.5845177374892896,9.725359834514403,4.648697616636711
1.2443074641981933,1.14859146589073,6.857188777420895,1.2621392579389874
2.478513028552384,1.421960383638366,4.875536522183872,2.591165313000307
3.494562280096831,1.1440622634828914,6.7302898741985455,3.546172233069762
2.957408695156058,1.1972958748582143,6.588770772082359,3.0074809953557446
2.390293336365895,1.2510461369413863,4.398177372289728,2.49328621022395
4.496431882073075,1.4346757399469976,3.459775848434672,4.941294222776571
3.759388293174298,1.479711093134536,3.343119714180598,4.192412911583996
2.049589755664452,1.9910671139287968,8.091284316970548,2.114612712538248
3.9527124344599,1.6166961026841644,3.668415088788787,4.403395436824942
3.190441149135463,1.6660504410470471,9.711783826657648,3.238449467167132
1.4023229523664664,1.4813627021845024,8.932183023243077,1.422015388960005
4.512472535778969,1.6450280830414048,3.6413538618429726,5.058042572077037
1.421629324860482,1.1355450415458757,7.015349925917333,1.440627186207283
2.104848611587929,1.808293443047614,5.765575300613888,2.2166959845644243
4.388064237831319,1.8365767144369296,5.2831800890280665,4.679938623673772
1.492485268081099,1.5197326768301396,8.244243773273482,1.5185082613418568
1.3681176531683374,1.455648100286285,7.654818419880428,1.3935458023825105
4.811025272097799,1.147912610251412,9.509625697808785,4.846463870521327
3.214972409240361,1.7723710090105391,8.794846430853374,3.282313619561428
3.0564093395285363,1.088211147072944,8.36518029079771,3.082603991082635
4.096278387057517,1.252861769809848,3.696081582284576,4.354050888737069
1.665329366738178,1.495671528158657,4.066434912962608,1.7908667173469612
3.217957108113995,1.467493696143795,5.16309608592807,3.356384902253538
1.952841480445715,1.6231117180474737,6.964297826716502,2.008141834241981
4.364540814575685,1.6701480475044792,7.866765131874731,4.466357669363739
1.9448740864205547,1.1211379368691916,8.713358365930794,1.9611761402503465
4.8261802026387866,1.539574652411727,8.262984324254614,4.91219889904498
1.3418694317646644,1.5173937295777282,7.917693613744285,1.3672118934615582
2.20413262711853,1.88307585149808,9.98881637700182,2.244375046974514
1.6655554987650856,1.0122082352027926,4.379741727658797,1.7119012974164904
4.269566800300673,1.3302200526606054,9.00020048625602,4.316978321770915
2.5677685707613733,1.8896582484739104,9.72434213144824,2.6176673256606118
1.0838407128737533,1.7753611229718795,4.957168668005785,1.1608418618785394
3.256239337116426,1.2915579267916513,4.871086908692879,3.377113722788701
2.9068674999916166,1.4181295729847356,3.813611106015942,3.131425773785225
1.2728855750986496,1.5764771837949718,6.7245931853681,1.3093753816128937
3.926534434449046,1.0948103328463303,5.840664326060868,3.9973886643034446
2.7725963265300955,1.3577089150325452,8.245267551396866,2.8109674023008187
2.096477615479883,1.54697490971603,8.108540431045899,2.135705923578449
1.1219559017326386,1.9099222939623095,7.357957089428353,1.1617773769592623
4.345589318139205,1.3219440566506575,6.226307235996936,4.446975544950827
3.495353825211589,1.5243119210817095,7.172628295023551,3.577064080535527
3.110820049911112,1.2263052048382543,5.749698675296032,3.184083399112041
1.1590202668872784,1.1709823013614722,5.278499412151687,1.1886374497983956
4.905232055036558,1.7742164990535252,5.200497682814632,5.218308573631058
3.430371265242541,1.5524488849754658,8.382361662156814,3.4907612554327945
1.1379215436884773,1.2560937650887216,6.251490952317502,1.1616112072756084
3.9003962736037385,1.3787786901270789,3.383933617650797,4.270998574808046
1.2541401048462708,1.4655979729965325,7.338204901290354,1.279927200703188
2.2589493504316134,1.492828224023126,8.208343176777085,2.2972605228406278
4.087397182154882,1.0584299590766388,4.190978866548845,4.224333365056264
2.92643980740302,1.3783433472041424,9.68190997209036,2.956553631387756
3.750869061844218,1.203293446924939,3.586571177617511,3.9816438508391103
3.6992459525697554,1.9557589464087948,8.894396805212043,3.792054854794444
1.7951875365994838,1.5137291355345714,9.077950608254676,1.820677819880304
3.747895085122842,1.1405812762932874,8.557266489746238,3.781637340599067
3.885485827958049,1.3696701726216909,8.378786578608796,3.9384640589765394
1.6873971489674746,1.7544765978480672,3.801015496576281,1.9021540328201656
2.0854557579113577,1.2898729097597168,8.578849498690003,2.1094356702838204
4.129034837640265,1.4653568934630368,4.336451716334379,4.387100619224944
4.93729109884958,1.4969544535288917,8.937820496997631,5.008031770793016
4.935141080979503,1.882907078819938,5.467299135717984,5.256720592024962
4.590876655697967,1.5886700632655757,4.753467533423528,4.87096899503808
1.7836502480196184,1.6310604384645888,8.291119566891378,1.819199313648548
3.949165230214657,1.5614820141977162,4.805957433397483,4.1757122986098
4.915743898932202,1.6255504059221484,6.357158231192236,5.08478694364566
1.5652878635548009,1.949295573719636,4.34529680229091,1.7514040111614917
3.2369779829064105,1.2011506147803768,8.396395590925255,3.270617371188256
4.684001564608849,1.9071201154449584,9.633182838746832,4.778582793598643
1.6748951789504938,1.5002132091285294,4.503435880032142,1.7763567854602431
1.1729364173119603,1.6462760974009345,8.719540202213821,1.19441806603447
3.4722537723290863,1.5794995801421985,7.748244567076858,3.546729422198752
1.8717706242036611,1.045882836725345,8.909729373373647,1.8848015893568904
1.8065473556332727,1.0285449324334888,6.532704301457187,1.8293637715797837
2.022605947088211,1.6795448398522217,7.608541553118812,2.0737622702065157
2.346689805816555,1.543951818570515,7.439752489061914,2.398916068897063
1.3372423538701992,1.973636099197643,6.8796167429620585,1.3959183592242492
3.860219508877937,1.0620208681365289,4.609267650049866,3.9669557489097897
3.16610250249848,1.0170052150184603,8.425581168139752,3.1894220006662204
1.011842912878839,1.3239862149739232,4.489974608537078,1.058927603667138
2.3902361296069348,1.3577829216199466,8.247054216630978,2.4233046186492957
4.84722220446789,1.4502119495108108,4.469414091948744,5.124485768818891
1.8287468320358653,1.6929901872856192,6.231390691150015,1.9002226390346937
4.334758450500189,1.7264174185487058,8.793718252721206,4.420791059802728
2.0139710052462987,1.8915212937441568,8.307774883371334,2.068293046467506
4.40304688559737,1.3379544323616792,3.6154181499134,4.739533666250927
3.587151006173512,1.8885333111042208,6.818627662512494,3.733195495656116
1.6522183103107966,1.3876277858623984,6.617296877234514,1.689788385349488
2.0118278603922586,1.6393769106332026,7.945294518979859,2.0560707639973863
4.566017224091143,1.1004294831949135,5.809983392579096,4.650188439843217
3.112178996110534,1.0677199393448005,7.416697111367996,3.1449389833217785
4.1222274999034045,1.5603875920060406,7.611186693622887,4.21168633958436
3.894273787496557,1.1516965113312754,6.576348527788449,3.955401178885024
3.929618575358013,1.7043185998553807,5.418304964708318,4.139745995761905
2.3606051490204214,1.9956329943381048,7.98450634622841,2.4379823295940946
2.6148174484484668,1.7436960263809036,5.578059272392901,2.752772160044178
1.5370620986515728,1.1000051832321742,4.648878575943164,1.581985869499149
4.486491200945347,1.062515309405494,8.645649452590717,4.520760550000732
4.816766982954814,1.333991867909264,6.615267888764682,4.917793581881027
2.448344423956176,1.8405962222749868,8.32075326638757,2.5105374085773544
1.3024256694146183,1.641839922238192,9.737019598228068,1.3213454606447483
3.074157429117638,1.9551775183116256,8.503642872037808,3.158784494038978
4.840162010981596,1.2088004402727437,8.919172165648767,4.885235773102349
2.183633371506909,1.9172322289411323,6.977856341577685,2.271038874033038
1.1731621614197087,1.5031061472292189,3.848348652741188,1.2743908634252552
2.8147485867772817,1.4427257910548943,9.515520873019115,2.84767010320013
4.214620711932691,1.1756658417395986,6.835991919394933,4.278367809787822
1.6631426360896189,1.676032759971529,9.35712621235194,1.690481888773055
2.684815705921208,1.4388704760347744,9.190817021581449,2.7183349348997248
2.903818556131558,1.1098653608729778,6.079995440378761,2.9534431176545994
1.075754660395713,1.0448997068955503,5.0633363109298575,1.09941977791375
3.959539254027188,1.062864425282922,9.174843699124876,3.986378567502504
3.097162811058642,1.6135603548545627,8.438053489046718,3.155391210360848
1.1488980174667731,1.8929976062208744,6.954716694573536,1.1939780930702522
2.977310325771366,1.8291724388122272,7.410201943157146,3.072385489753981
1.6878574678358058,1.805571211245596,7.502608960084117,1.7389662044852376
3.524307115196516,1.7874180020550865,9.662924474084932,3.586194557787678
4.119001015190861,1.4546767166705874,3.1707980828653524,4.635625328432056
2.888200285886843,1.865934274829796,8.984342855709404,2.9525805339455604
2.454391850938988,1.807272558736222,5.287678234017205,2.6116759629081487
3.9936145323659136,1.537774628010366,5.599497646667193,4.153305967215816
1.1505461997791464,1.3829853913042989,6.741046225528784,1.1755517301213598
3.481759747583113,1.46816411870269,6.796427865982631,3.565955720141087
2.496684153417529,1.742906005785338,9.174412557335678,2.542994649815483
4.56993431187265,1.0125894188309317,7.086368822918952,4.617316263929439
2.689799753179591,1.8116563105708876,5.545574822542326,2.845947608484543
1.3033453659849026,1.020178811272829,3.489508257025083,1.3628906793555724
4.82439536772946,1.4269774603037964,4.974266249638228,5.036066600610112
3.8047473203777695,1.699917470521422,4.415538265745356,4.122498404529203
1.9150576335000085,1.2957126117043498,9.273344621903906,1.9340296311668024
4.463702773429299,1.935613566344851,3.9396595080220944,5.1249082187111625
4.306683009447595,1.4628702414404744,8.688835342760015,4.369050225885227
2.2654471037871318,1.8059024100186385,9.2364039618894,2.310031405188256
2.6824455812380434,1.7567628728453115,7.107758495782043,2.768334976386679
3.043376043263672,1.6402600643228542,5.0602742849303874,3.217073627888209
3.114068072988499,1.2750056773135654,8.505475124931593,3.1496575018507924
1.8782914471506564,1.999975691746352,7.329604875227521,1.952378371088556
4.672784754800587,1.9063419599935372,9.924366314026654,4.761453024259033
4.528918049178348,1.420310779897222,9.84273721151202,4.576819361103985
2.264888016666566,1.3355259976751075,5.888951484900957,2.3254787347887578
2.17879110113468,1.474304343796082,7.529907226842263,2.2217934352746647
2.859195343953469,1.7571687216553964,6.241520625080698,2.9797167340846813
3.8202669326499463,1.426297230126007,3.927107127333912,4.100257145186872
1.8414620802184425,1.6740456327651316,8.590157068493392,1.8774582316436552
4.980798775890587,1.703085208268981,3.8049446632848447,5.569899535459865
2.3579228448565184,1.323114151754051,6.244887461180555,2.412697060943629
4.43174185817457,1.3924727590431885,3.4941860086377114,4.8320090392134345
2.1767519231649386,1.5658052395665554,5.491907886746191,2.271011615031767
1.668951911544073,1.7210784469197735,4.7995364419712345,1.7878547189340213
4.204345914999567,1.3683772378586787,8.889436288470232,4.255060732084176
2.597688942939325,1.9614622111631377,6.076352138318644,2.744618481070985
4.680015801686572,1.8955192848672215,3.1086649900252192,5.9047037367306725
2.1597122062835097,1.4182049896679492,4.478508958913118,2.276889829174908
3.4969490282720237,1.6356310271780834,5.1017247842138165,3.6918277824253702
1.3298131555021953,1.862127722030086,4.619290217977249,1.4531139734153382
2.518161937791881,1.9279609803024795,6.81793275944191,2.6253130320703137
3.7690038311654632,1.481633049960186,7.286749238064669,3.849419188415564
1.3842053140576756,1.375521277946634,8.993948497048638,1.4006833686306632
1.0273772201945968,1.175873987484012,9.071523764150363,1.0361185273708764
1.5143585799145471,1.9693783887495857,5.634865962572272,1.6162867201132014
1.922595550139592,1.131959376592662,8.465382259752452,1.940017575925013
4.733940716007065,1.2680190857760971,4.993494349991537,4.894370896541518
3.0910160826107638,1.4091566423764623,3.975737433170784,3.305619847208826
3.690205725305212,1.1162982861601374,6.292842046866545,3.749674367960781
3.865531925603356,1.4842506048017938,6.570388090034962,3.968105472492708
1.975106692497829,1.2999512057332372,9.741219554929614,1.99293197798394
3.102117752721188,1.339087850424012,5.232832580342143,3.2089668658044705
4.693252212050739,1.205791940995059,5.960058968371753,4.792352785251546
3.912470009845492,1.4614263266745555,6.774715238802462,4.00680723865382
4.370947556175354,1.8659381869084632,5.167390694881806,4.687204528469612
4.090865979766609,1.1284372766538435,9.549308778440905,4.119731140568026
1.2181846014293067,1.1498244359211651,5.313978140598781,1.247743889206245
4.264394736925078,1.538179252028531,9.613937850950304,4.320046129013546
3.366378783954479,1.3151126346243327,9.741981467310426,3.397478055455597
3.877788682537977,1.2335727168132604,4.262685058793635,4.051129710204301
3.218869718568329,1.76401688082779,9.075927758243374,3.281447443729041
3.8955895154144073,1.0420155556369175,5.048174106986967,3.981328728318756
4.138213491069624,1.2516707170626338,7.000909454344792,4.205980989672815
3.390297963667364,1.2383261621750583,9.238356073450086,3.421171730731922
4.05010049969926,1.5504958552947077,6.215357272190992,4.182326545182786
2.150028671310184,1.239980733256199,4.116275795498636,2.25476515457371
3.523967536268039,1.1985689182497028,5.600854283337325,3.607539050034863
1.2810250170505624,1.900177513958088,4.023250656040264,1.453334758928822
4.742098326471099,1.8129479035745144,8.759976800992314,4.847037596542949
3.7208203226484073,1.8162060835577452,7.096174047441662,3.8490226151739
1.4706489384428374,1.6321590971350075,6.155448846367511,1.525244601312212
1.5551099244707811,1.170656641537493,8.542150870451426,1.569922358620949
2.9428749802237384,1.0271027648583693,8.838084158881308,2.9629511031652696
3.764623755522573,1.3010361809384363,4.941880772186439,3.902285068442298
2.382470104073372,1.6993241369470926,6.238618985800368,2.476097457946732
2.8200099572964348,1.4064969079332583,8.049615208306964,2.864068908297656
4.557950890346623,1.7555178578944504,8.396795957736419,4.660954801150887
4.870682856753087,1.6363768515164452,6.905799863179853,5.013465523082317
2.856421666602019,1.829965615957633,3.608665003979893,3.3141550831827877
2.223077351163793,1.70973702735228,5.987557474912605,2.319657906810119
4.811295873211139,1.965190011824492,8.2854020856368,4.952623940157683
2.83178773973063,1.105362020088298,4.126735331137938,2.9391869520915286
4.072811652794658,1.3074508943307734,8.552023931212517,4.121259348502199
2.4320530418764377,1.3981701173478822,5.499189215194722,2.514689588053993
1.76595260108834,1.155396767898075,7.079276042744186,1.7899529534230938
4.927942654457644,1.8739484955538652,3.3057468202100804,5.981942060422292
4.66397124100199,1.974883631139423,7.260835270910611,4.84669289221776
1.9302521169135245,1.1494693431539085,6.065871910579919,1.9658714533984267
2.656717187114967,1.721334980441751,4.821248071582104,2.8441691555441557
4.747895109403109,1.653615656555941,8.565747714051858,4.838920207048171
1.6709912760868386,1.2718919303356255,8.654714138748353,1.6893331785160142
4.7110214177948535,1.1569871822655926,3.399963504146776,5.010024216204015
2.957203515096161,1.733866249945054,4.0452614591052285,3.2731021567727137
2.971928391351081,1.0037066972073416,6.576242817737578,3.007160296256141
1.5317751293645898,1.5391497953049655,4.165220721999017,1.6484506308373497
1.759509214993102,1.1792897130814983,4.380864209668378,1.826947739985988
4.392182911049763,1.3229664412436448,9.906193790439367,4.431883033968436
2.471641121202111,1.5585788439854071,7.500986517220127,2.526788514563929
1.812331841825628,1.788838132953125,4.587540573570471,1.9681229449501036
3.0051837608386536,1.4578589501632102,6.410928349756832,3.0860349972082672
4.035306799473348,1.6320711900350942,6.317970287054967,4.1770817484579625
3.782501125832356,1.5882412148653136,3.8554985715028938,4.151074462514613
4.750890832059508,1.1822945602079646,6.190475781561368,4.839981585074842
3.879632534886431,1.5853504185643006,9.088654119344907,3.9400362239989657
1.909493658694875,1.3536738752363786,8.348126913098486,1.9351035408001724
4.7544234809213854,1.495403726718033,5.280840765934422,4.957336359824629
