n_rho,p_d,Ef,kb,T,Pol
2.58715696003236,2.3704336835906137,4.55830016262319,3.307960415423346,2.541101894473992,2.627711480957469
1.830104093272744,3.2054098393103287,3.6279970814146143,4.654050650169155,3.787107603618332,1.2901786405740994
3.762243012078077,3.9911380786798496,3.881799168435813,4.086344274909936,2.8657303026133123,6.6218888850022575
1.2474893565610334,2.229917786473785,1.2249488823267505,1.1144324543239177,3.1091191849078776,0.7310046533508308
1.013526049212396,2.890403837544248,4.600614976661545,4.582470574649472,1.0652625197631416,2.660052865041024
2.787260314701335,1.1972902668908765,1.1783843854208906,3.1642713518362244,4.525040531403921,0.109608937225528
2.765654143978157,1.2468284886402654,3.2756270148405604,4.436084666460607,2.702785186135708,0.391537294693728
1.9199136294093455,2.199918194187363,2.0532266506435985,4.31789535887925,4.463144370961513,0.3299873898395539
4.027252929246062,2.2586412454234823,2.709996469241291,3.4576880290060257,3.2713648178866594,1.640726152155655
4.579992252294523,3.971868756273389,3.2537600837292877,3.0349419202359837,2.417935313069297,10.678831461325617
4.120778154239502,4.181519455483644,1.7644775608188574,4.862687712271999,3.539631586880811,2.462112661695269
3.6176768976046874,2.3720626023567712,3.586073956652592,1.4323794089958093,2.1202575247777906,8.011860415840193
2.628401416287096,1.1320589882929002,2.563902595813472,1.0639013120783622,3.532118184789969,0.7660789043148114
2.94677450037457,3.6378249652682766,1.211151085099469,4.625126109646054,2.034430130928369,1.6731743992390524
2.522929710175565,3.9924748602173463,2.756719627997076,2.390207671127574,1.6628017897140746,9.297897537367904
2.362759907580789,4.170217817373475,1.4907048074887062,3.913253219372858,3.549927052774609,1.4697724048308842
3.1140234726510565,1.9426089007656808,2.760437372177745,3.307934533681342,3.492922153912855,0.9358440025282672
2.1196596405256205,1.6675689013819237,4.284775935559857,4.751915526313093,4.877737336774816,0.3632063602954647
1.0500956407784878,1.496816390205462,1.4513990859896295,3.147249275518264,4.494686260350336,0.0804638820528154
1.0711300015474938,2.5329025096692708,2.958195260385178,1.1027558109859648,4.083923416552628,1.5046232559803858
2.3981769879734083,1.07446449669844,1.8508807292773997,1.3068309251932204,1.424128995582893,0.9178121821963132
2.1583017749877063,3.745912640514179,2.1528152655063115,3.9237288225865696,3.952404388185372,1.40136933416151
3.611439955986093,2.203976487424874,2.9000409367146487,2.434979041973316,4.227330532279657,1.6474633142242074
1.9409336126484829,2.772608151105883,4.6337067607414415,3.055730926780623,1.5861058416028777,4.754968999933897
1.1515352225711086,2.6292204963609884,4.35874868023923,2.870741744688653,1.065140962029953,3.782427460177229
4.1998744020986605,2.752390951128509,1.5599482568152911,1.6545148120691675,4.84772627460088,2.062703165250609
2.8112061359461804,2.783942957437299,3.3459854452063813,1.7387665325927015,4.779710021248503,2.9239727972966327
4.532380156129914,2.1891182257988646,3.089300791038656,1.2831113379602646,3.713343444765648,4.694336771084798
3.65373614136931,1.1606928868190751,1.839099993046958,1.0518506396698828,4.26193244095515,0.6731243146475234
2.672016467089232,1.6375986468646402,4.831240733993897,4.441285732908797,1.6136727779271975,1.61015360279277
2.7999197578419377,2.919814459213604,3.752045261250637,2.4762367762731543,4.343595360276629,2.7756287616469577
1.3896022508894457,3.506941488491336,2.496616841722969,2.805493328138489,3.1081010254686703,1.6310745940652018
1.36177199746826,2.197338634158635,4.535505811346246,1.3331358033678984,3.861039374563699,1.9311865718657475
3.622288505777487,2.684692203222661,4.7781247052165,4.067714080540988,3.428624178016675,2.981521629407978
3.393389522438705,3.1555335226504098,4.898865331129173,1.4886635852178984,1.394795181515804,26.573365060658425
4.890860818450042,1.9494205685866397,2.948587861473288,2.89133933385806,2.239971740460474,2.820639653560939
1.7779090587858477,2.012640622580657,4.361980383869741,2.809015389438698,4.38561380939629,0.8500020247787887
1.80585125880966,3.8244926995105866,2.924429702812922,2.6705213131102066,3.82896802362968,2.518093154796489
2.533412552705612,4.923987185075328,1.194568095723541,3.433038204101904,1.766538608342718,4.032994529200265
1.2960465389316358,2.8187459380820723,3.554938737274973,2.016364190479788,2.369963991083817,2.5534808554341444
4.078666945132461,1.293233155013798,1.5502865087717592,4.895344092525753,1.4321165890517698,0.5028066552819239
2.632207261626452,4.377430360108951,3.313841899128054,2.321101892760821,4.17241893742796,5.752902195201132
1.951507430812504,1.598826940854024,4.100032011726369,3.08565283214389,1.7204422937683184,1.2842570111170368
1.7434095350348633,3.265542098017924,3.271850347894609,2.091323566861318,3.021069124237385,3.209225786954464
4.755647573890155,2.6856672618700763,2.453229243972962,2.663849313614392,1.4700933648500645,7.162693702050783
1.8370142726624068,2.0855473788371413,1.9082709721912208,4.799107886840066,2.7133235678038936,0.3903096963555429
4.691266088805887,3.90622501157488,1.3512229394892112,3.974771193118794,1.5461046128552258,5.246374943078158
1.0094906002443316,1.3771575020758728,2.164727903398858,4.69135779486178,3.014993306989526,0.097671229710333
4.261287027622554,4.158200605108396,4.464758672541497,4.83498235422524,1.9182318192327343,11.823128594464093
3.065856996221425,3.668263759003536,2.9953020404962687,2.8347538267656818,3.794668995545575,3.829156553122848
1.523737959919926,1.0931035816368184,3.09197729554986,1.8759512231666224,2.6703598155562047,0.3745903948136064
3.5682672398110395,3.5086921556994604,1.037793255741084,1.957158745808328,4.947217098864565,1.5694607970395782
2.6944301489543663,3.3793378017807907,1.8903045156862568,3.218400579108552,3.446720052066104,1.7478113320278057
2.864051241781618,3.3666387087561764,1.409663126903634,2.3577417013685777,2.2559878339334345,2.867707920629384
2.016128228707508,3.2545449501086803,4.925343085188771,2.999176622385718,3.607688099061716,3.2402827263271297
4.867744462991771,4.229270596972382,2.2289713838836884,1.3742634937187614,1.963798401982685,23.970386876794585
4.026235693542966,3.2457290515986457,2.2115808853196204,3.1622332535119986,1.850476535411865,5.343524553951363
1.9055768869835237,1.1188329322062418,1.793070188943175,2.9745209451329653,4.681302418982675,0.1023880483202021
1.5250423016475816,4.144915245678502,4.400560944232598,2.458600740191497,2.620985999064157,5.964132397691543
2.5538678544518145,3.222270396772952,2.2141955757768943,1.4346694268068316,2.727056854645285,5.00231542037322
2.910490129746933,1.939741575778136,4.145944112956865,3.3372278095687844,4.915958998546378,0.9224906276740809
1.3001266222318395,2.736392162185166,3.932825182629982,1.8315829099442695,3.681571754051218,1.8926306213064308
3.941231629004968,3.0274266602445365,2.334755373446503,1.9910549381021163,4.804679561063796,2.9386758133753776
1.832761052820834,3.0027563893573497,2.0025744892486697,4.47135360588109,2.5653759125049667,0.9616641860313276
1.0192635357172404,4.880487537819676,3.847612747287704,4.058192998355885,2.3802757277532,3.223465591665773
2.9170325770564274,1.2908954169511806,1.9751418619311312,3.7018764807031994,2.3704070463750044,0.364716643997102
1.1106115548836415,3.126651952219049,1.8839847540424823,4.771029319045324,3.108918202407592,0.4596804305837673
3.9733924647687417,2.438550519790386,3.8135398261001856,3.175099733839394,3.2169625378727345,2.9405504511329017
4.542745616958716,1.3299233748404418,4.5729001099764695,3.2863900075877943,4.379267844507181,0.8509842200115978
2.8309759071084515,4.333358515022468,1.728641416029682,1.8206974475141164,2.61961331316334,6.422351970573255
3.1194648403340435,1.5587530083159238,4.921821477879355,1.6633234334454907,2.870091580736602,2.604754793861512
3.78722399663786,2.585882681295548,1.179324175534619,3.935536502704028,3.836980157484157,0.6592605310249539
2.8599593265990357,2.4531959058480304,3.853692857331537,4.580073655185313,1.285990224807858,3.753790517616294
3.707835709475279,1.7247163941600774,3.928695201178786,3.2708013471210857,4.656924661247913,0.9482646641892246
1.6805455598550396,2.854413070774838,3.3953759730754545,2.5357837703487376,2.9556892589626647,2.067662059054159
3.294046958157449,1.5959336695214166,1.1328219370057375,1.1676675816220223,2.4918580918720874,1.088823102225726
2.8085573287245773,2.0777430087107995,3.530921589215807,3.254780813998834,3.9220335765285954,1.1178942349644785
4.448064723098014,1.2868359069736113,4.272216677073102,1.929342312837212,1.4830321286407375,3.6659759100142018
1.255425110802158,1.1616891717329323,1.2134432662580137,4.554387202456981,1.79915592353355,0.0836315529733899
2.490667684594471,1.459884919846321,3.15673130126081,4.139048294595607,3.4581497984061063,0.3902339924220722
1.480175071282281,1.2599912594468172,4.0681194281078215,1.1001776597300048,2.775397444194905,1.0435964280092904
2.2569681355106352,3.051015863256917,1.599639993491308,4.2420991597893,1.5985634220941345,1.6519795642318944
1.1517988865970432,4.485238246357589,1.8320169263870665,1.6480803842080265,4.683604429775564,1.833147102487165
3.535737756530908,3.502634623850561,3.278755960677293,4.890554547808893,4.031343215511958,2.404637834365169
2.5363775356918428,2.6779440084200483,1.948625319580972,4.171109652476879,3.884186887001149,0.7292429590142467
2.729594389308569,3.044374606381699,4.386072626106681,4.91985607894345,4.901925116435918,1.5336624736205648
4.1033610883905,2.5314093349142595,3.4723413764882234,4.899649579173261,2.8928945328758213,2.147177906130308
2.871826149183527,4.369163573641549,1.0493061743792804,3.0701286093220093,2.253266475576828,2.7718300821323023
4.073812553446963,3.932254742226074,1.39333518951529,1.6519773203116617,1.2247913446630094,14.459473957927628
1.870696239447302,1.0887188967259849,2.3339169771186947,2.2232206502106444,4.260209284016598,0.1821316581026772
1.3309961830946435,3.5016206136552515,4.824414835549307,4.799365862589566,2.4254264823039664,2.2545839286035974
4.232089863564861,2.8406140103828155,3.677709829657505,2.565068723625336,1.2938997178259943,12.613508747340823
2.959005282511644,2.5350782257899014,1.0537425705638634,2.923443628981732,3.428696834146408,0.6663738269986205
1.839918322446131,2.896546432079328,2.653039799945462,2.642608498381612,3.3394315551104587,1.5469514012103274
4.163200325198985,3.286281716219809,4.394021337554804,4.150078374250104,4.619477210525619,3.4350152490645325
2.895611124682861,1.224612206334852,4.456396924010731,1.295132443544711,2.4072890913514304,2.068986156753048
2.098214136227736,4.903453171120941,3.286274227149122,4.68088985614224,4.545352679339241,2.597409415824905
4.94151815739563,4.678901162051839,2.579328663557577,2.7856830167968454,1.9915814414956523,16.76500936580487
3.8530316188651086,1.9637675717374805,3.266230900144973,2.1903558114988635,1.9573239301165324,3.7733839203215753
2.130004303248609,1.0715752843560198,4.051465074271421,4.88004441163688,2.5738552641280847,0.2629715740595168
4.44037355058196,3.737530638265767,4.603980552613326,1.9869849730750992,2.2212609571413715,21.56786169584233
1.3749371424858348,1.3102603832705642,2.895635798754697,1.776275728340381,4.157788146707248,0.3084949138961436
1.7958578315301374,3.1231845485253777,2.810065450568431,2.972937328534611,2.951510965845134,1.8699598124435624
2.1601239815671858,2.2531244599132583,2.3536942988629344,2.4386536374251264,1.1634562757620168,3.032338328523286
3.695496212554708,4.541964338482726,2.982809545331363,4.201780722787397,4.333759479789669,4.16261535695533
1.6420234522918973,4.206811746985191,4.852472397075431,3.6828166093609567,1.5349062586371065,8.315059866735346
2.585083312603989,2.1218003209456,1.7201971797590931,2.244848499738611,2.859941491798242,1.039432656352879
2.7269369005743704,4.0291247949042415,4.055125177303341,2.806621594135838,1.1761104084741576,18.12790353077739
2.5684348278295026,1.781088791045152,4.486055170991316,2.7718878470945603,4.352557865416623,1.009863880014528
2.426295376425658,1.3330469581494788,1.5951379250602558,4.883673585308616,1.6241379751996994,0.2890293878599581
3.647211564697485,1.134262422700231,4.5093235686776,3.701086564057796,1.4208965697805516,1.3411781864009715
1.1032174893956794,3.88071783328463,2.9371966120718103,4.031672943045551,2.93562755387094,1.3743925276965885
2.323092410751452,1.0368048201215467,2.350535198910809,4.085873861611308,1.1150595346039691,0.429460272056039
2.209854242769548,2.512859633127096,4.372563638350845,1.026327497302041,2.7533809700359453,7.1971855983148965
3.095993632634149,3.08042214952717,1.7000671606232487,1.9471767387210157,4.253606458826571,2.0100306413181976
3.742389235270724,2.656533150232232,1.2098103857396092,4.421674675205477,4.89854024255091,0.4917246977079382
2.373738221497512,4.108101970135637,4.271057000537764,3.481780337823182,1.713822007453051,9.557895583585662
2.984340433265828,4.553298903828674,4.969523952764626,2.9481019081301465,4.003783032962835,8.683227732777615
4.092544657518661,3.607362004764693,2.7985209552166714,1.1252707165649016,3.358072510150769,13.147194933329994
2.03941030704637,2.945927345327873,4.505594334739257,1.5382472356292365,3.433169421070158,5.033361544641171
2.790218628203798,3.915759008390056,2.6299865356813075,2.0744814719686566,1.9971343163509616,9.052855352499778
2.8519943909925085,1.701000864957379,3.857439646320296,3.132297338028564,1.9335703580752184,1.751913502955561
2.1642408880328854,4.283375745382557,1.2158276820768037,4.150400757397222,4.813121566983429,0.8055858919257981
2.115373727595977,4.805407810062999,2.6959139306638384,1.1333939612477009,3.808648239042393,10.169055463289
1.526800241974816,1.6027443503127414,2.4048033247285234,1.6931218241821675,2.093177473339966,0.8871044920290925
1.2529135303025378,2.976242623067506,1.5357170313196091,4.36278049490687,3.2800203715389644,0.3970158133452521
1.471199445755648,2.2098367074715983,1.56624724087267,1.4067571128893364,2.839405485762342,0.9390407666474252
4.54933808007242,1.491098894827639,3.1015973399016588,1.5894941467834838,3.50637192835502,1.8763262565429744
2.483429649139811,3.166046454753758,4.265416248359771,4.820073983511463,4.71459639467372,1.5575011204507423
4.037105472027683,1.9400954227905447,2.806005388643652,4.245420830300445,4.801668239242806,0.6972212695317384
1.142935361891387,3.998560213188901,2.216058983161654,3.0607853026238017,1.815093697929639,2.429724847646996
1.4239475636195964,4.521462284423018,4.16070765695682,2.219895309263529,1.9988888254875348,9.09864322141271
2.886717995365021,4.193916890055005,2.9583953194055512,4.944668816370012,1.9638719805214395,5.156185920627304
1.9654245348959705,3.368168808461878,2.276127019939772,4.33183384066449,2.2270932270921,1.7535135462011089
4.578521144895365,4.520104448602504,3.676599498981585,2.251889189730506,2.233978568920222,22.788787326700717
2.178251764206955,2.0946436380193973,3.9223977002244577,1.058714026956446,3.530797118163389,3.342776256988882
4.679298921687618,3.270889267059057,3.326817701470495,2.7472804569561924,1.132735891439026,17.839741764785767
1.8242245942859696,3.942067607551607,3.905970966642861,2.63292937867874,3.648594428151036,3.842106493353754
3.405434903492764,2.729103403897791,3.421308104401838,2.7796105274682885,3.0190896780023606,3.446859136692773
4.04415942824564,4.953360327427115,2.13000721082686,3.4715079025539337,2.9456792721603806,6.889446196747744
1.979946741287088,3.148164312010004,3.7443512817929383,1.7486495905421455,1.6075684019221002,8.71267211725632
1.3961526466769372,1.6294518696925755,4.005444965959918,3.548341964284674,1.400810602128343,0.99572773595918
4.328670916376764,2.45408441418835,1.0339457019848353,2.737844706450103,1.4725876966728602,2.228538101824478
1.857203009678716,3.610328400878261,3.7319059542741377,2.064492647668474,2.633813838743642,5.5381385265339365
2.3918509736662914,4.397522732994174,1.945684494556271,2.748692681515671,4.724018279601778,2.3102751736153784
4.992222938386037,4.869994413533027,2.126393271411323,1.3167990987179403,4.793527821690229,13.295309729197596
2.1411370284002222,1.866828277002766,2.048441577163172,4.81690798233812,4.914883426000314,0.2152157045610334
1.158313754616941,4.938369534367385,1.069145583307261,3.392009645565053,4.770895246258323,0.6220882736054033
3.9607953735023433,3.791667564060702,4.232442838513661,3.5544526365495512,2.596993798898209,8.703002641466593
1.770023292420258,4.661290449568279,4.365293239123028,2.813832310585936,4.6266236062665484,4.298541243843922
4.750546449074017,3.015006988081383,4.074823430835392,1.0160311171595429,1.8950481220098827,30.463549429548703
2.716906869432038,3.542216285990353,1.8118649386305128,1.030923442929387,4.6954461394076805,4.25330170760798
2.071496856390528,4.599598279480711,2.3455219721540765,4.113194552986649,2.1780540690281205,3.82467402618698
3.741861366253862,1.8714414236686572,2.8769859457577693,2.0796105442083883,1.9493553392864025,3.1001566019132647
1.5770744903434872,3.938536392585422,3.027093430001321,1.6667738031416,1.2746648142311687,11.618601050013105
1.6941396577681798,1.520710270935047,2.081024000795729,3.3364831394551926,3.7440164315729847,0.2175561281019734
1.0456419920283389,4.461629206131974,4.234180035418753,1.4563078979342494,2.500002744617825,8.069085916894593
4.7180244527056585,2.810383988670352,3.2487275277926546,1.1458901471544565,1.6531978463008137,21.301771909838585
1.5706770357058324,2.6464876141003004,1.0853619139821524,2.859405551756585,2.508589724449489,0.5548486756246961
4.715087158533754,1.1943823584174995,4.403151338312211,4.223076859437,4.826050626424397,0.4843931399924923
1.6021817527002271,3.593753776152295,4.436861081778746,2.7555025732088296,4.252399826121297,2.611728821929328
1.3724338917495382,3.461087848127578,1.8872364037002625,4.364274942342387,1.4512961524689083,1.632877419378417
1.8366170033948364,1.5041815293153036,2.491510108965453,1.236786500504405,3.1359760620176056,0.8898012822368826
1.4925055031340406,4.115537802117092,3.899798272309333,2.7441612184082795,4.592313933163215,2.6076471660383658
4.536965410366549,2.345426108998975,4.780712863346128,4.754500884893519,2.8915600506856007,2.8929653753870626
4.148594742002553,4.6051112357009565,1.8745575764654885,1.0981965383714876,1.8952780504137343,26.412273670847675
4.459890990651466,2.7447034113338367,1.8109600571781936,2.470388825869172,4.2476915726090185,1.9327888683032897
2.530398939155557,1.197551202012698,3.8206196885835872,3.9910509506046856,3.0419531202368635,0.3806711328714907
2.311413949087654,1.8071728156122844,1.8335268314753657,4.603255300434948,3.9844491708210223,0.2515415670738826
1.2274546651736613,1.6580801643230347,2.4107505651742978,2.3626352142278257,3.987563894900561,0.2878347358476605
1.8841854319924531,1.1801199174750927,1.604050700110252,4.234697280701999,4.184561404236062,0.0791772554201409
1.0592007069502731,3.792496403407361,2.842629971038676,3.092244621459116,4.0525551878023975,1.1519268798471578
3.0641202830678163,3.708371183095391,1.7314367820779295,1.9128319305177888,4.550560312316327,2.793932450708602
1.8328701881732756,2.9260510625777205,3.1189557579707303,3.6398474447142366,3.8257847313067184,1.1716010638607004
4.192321709264178,3.6504566400560647,2.5387102166652844,4.167458899559053,3.363515622633736,3.372687414543781
1.85495925618943,4.602126862371716,4.856338630900782,1.9594131623323572,3.557684909094421,9.12316968071518
2.576907455583899,1.6125659866741464,4.940794561603514,3.490921006882177,2.208649978212974,1.4313387762906664
2.415572253823304,1.7791193303189812,4.0376752381120165,3.971201091782012,3.56229656315821,0.7274252430676099
2.664940487586478,1.646553360537729,2.625450195008359,3.3447505496778147,1.5773573361839777,1.1984718560007217
4.096892353426021,2.5395624117584554,4.21102175796587,2.937009496723784,4.339605810128429,2.9099326115039683
1.6278387633125324,4.8173263926127365,3.667662398322181,1.916413596219337,3.405551892900352,7.0764408900684135
3.042254778547432,1.4212458307317029,3.9189035130913834,2.416130841089985,3.338104390364732,0.9953067342211344
4.629973454647292,1.9786361810935345,2.633633574207282,2.739346713208346,1.5823604582190458,3.6710649114287306
3.113940771936736,4.717585952416783,2.3950749012209065,4.191004215433992,3.709982651287674,3.558425350828462
3.6590089756545248,2.578956665506681,4.666955676620739,2.5169770604211466,4.583249967948513,3.281792999645346
4.481688999851127,3.5202449805271945,1.6075687130052514,1.8084510386557024,1.144145191742998,14.382947234788766
1.390120066114989,4.7474779029226974,3.641056996526723,2.0204349083929567,3.2240581101753176,5.837632009007404
3.237797346584544,3.999760065308154,1.250135359420138,3.619533789530288,4.393747375248385,1.3572679969963508
1.1897375432838664,4.522143514223178,4.790427726240208,4.314467954797452,2.402777959020654,3.7475893727156544
2.348441509718721,3.6158248850991095,1.1201841257362486,3.0705315708432868,3.217924031609965,1.1603081209396682
3.5632675218625978,2.732475565656273,3.856167020338584,1.599501479453215,4.2856305421251,4.988801342009057
1.0554108385738017,1.596587294781976,4.9822693604739605,3.955384506046685,1.4817019793130624,0.762365557763828
4.512331240087391,3.4088875259588987,4.966256510615683,1.150263114762205,4.964974148670822,15.19917532371906
3.04867081259738,1.4758685327492458,4.7421572137059815,1.8292740688423184,3.393386907522768,1.691018716271082
2.9349606129640677,1.4449322107670683,4.853789675723871,1.7757592190603717,3.7034732882483175,1.5075218890582394
2.57188623605961,3.438160653429603,4.942813568986363,3.502660819064224,1.2287856253396532,11.638120646787115
1.9782330888897728,3.950115534129599,3.4982746597553667,2.89791640860791,3.0695873867201158,4.046353787916588
1.7599944228251827,2.3644495806597168,3.5009953539645595,2.841432356061333,2.5999917037047733,1.554291252189981
2.903001120778669,4.277743522100318,3.605984677125112,1.289837834015077,2.575398587290625,19.222051900154995
4.568062656151079,1.0307710461903836,4.878182278031897,1.606713126327882,3.6344929038776304,1.3514845224477416
3.428454967214595,4.309954454170411,1.900380208820197,1.2298537655809283,1.7158148895984606,19.11785430486199
2.988255032470888,3.6210683123784615,1.5140422800593667,2.613311183020493,2.6642418308414566,2.84016174961315
1.7428866725467564,3.6257026308928793,3.290676660990247,1.0473404829475554,1.2121101462987864,19.79645793120931
4.260422996959862,1.3686904362102057,4.951099160527395,3.3837168788744925,3.541601971177627,1.0991318348101766
4.061401741617954,3.319804383653855,2.322417420826357,2.2644874083810307,1.790503949168289,8.54623383190894
3.756649771976969,4.92562554415419,4.769061540395927,4.952575081524785,4.340385979570314,6.740245973156792
1.4509314109593694,4.101567942658567,2.0458776638364853,1.888555112816256,1.2851776490591589,6.858233730507765
2.865198241667989,2.366014168798465,2.226043545884226,3.354823515709454,2.6937595053084857,1.3169620506498794
2.103790962664509,4.495633923023013,3.174340189572798,3.4027191420435496,3.79985945737092,3.4795496604246394
2.699163233105444,3.6226588212753015,2.0373021815227825,1.196410712342824,3.0237687356826304,6.649505487384778
4.067666470794513,2.7960740045787693,4.3299082804816935,1.0282390904043268,1.5990843781424422,27.91480578053557
3.947280896593543,4.281427590798626,4.862187566858028,2.4910579587890416,2.416650266369761,19.47995981250009
1.0734888470588908,3.483227237205665,4.538206193029314,2.2782462630382905,1.898665098372982,4.554860575619888
1.9192933694868968,1.549840874895172,2.2295244990752625,3.981340215707769,3.3871237872391,0.2540658061934225
1.5161315583251511,4.632274079424273,1.135489877018912,4.546305442334012,1.455096302604144,1.8613885896286653
4.438036609716504,4.150312448601051,3.55841954986878,3.9815085495207367,2.3113601833642456,9.853104368054009
2.423436105105293,1.0526809220015236,3.142131569754454,3.018372074074269,1.258896932820765,0.7402275421270027
4.693948992218332,1.6268580769914158,3.548094628123413,2.388930786388254,2.9663625831569647,2.073403556616195
1.6039506232912628,1.6462765094956375,1.1188754183293188,2.22521640388416,3.04997396345304,0.238884873402207
4.393301140082579,2.3786217605909026,3.2549205790176043,1.7086552121377565,1.1922983806691887,13.237973276615136
2.55260390871509,3.872286719015267,2.656142623044062,2.895703471720016,2.9300393404679483,3.994119379053692
3.064896686795977,1.3585436186036604,4.442079270784165,3.3281659307731206,1.1541039152634571,2.1806108974347778
1.5962503228116836,2.029990998704692,2.635091994048939,3.4121266504751744,3.734932434487156,0.4533732128883263
4.986768018409805,1.6830008181086682,2.0867708761778694,1.7990316638377908,4.289595190261272,1.2731694674340823
2.5262839029845154,4.142042216073662,1.575232371410647,4.308245459784654,4.993428259274015,1.057877344433515
4.864503118192297,2.437453896009131,2.5191285907880387,2.4482806650557487,4.127220117204407,2.4017154590430723
4.814338990813416,3.208410074326819,1.9949184215800295,2.693876108553484,4.716840321599948,2.5935313532578945
3.1830799057643557,3.3597648946477063,2.9701000448864745,3.2747895181911457,2.07799697113148,5.227413301811809
4.631143965887936,2.477767863346384,2.1724376629683197,3.807873528012572,2.8527687434870157,1.8953372548029657
3.755363588322632,3.244823675139954,3.350477527899483,2.6457160296573337,3.117813615815315,5.35335781066877
4.476382155196528,1.7402848642314035,3.4420419548456835,3.2991264780312184,1.4033515818301652,3.3596751946700807
4.149999186515614,1.1396175491414922,4.677883653443334,3.0819151373802245,4.37895460766579,0.6227350502004635
3.837346053051076,3.021751846368323,2.503296954988757,4.2297600463283,1.9041239858489492,3.630184683206626
1.4763627506312549,3.915958497356366,4.799337137404495,3.9248797644848,4.041825933058373,2.283101823039769
4.522085187948173,1.023111114719927,2.57683298425577,1.0865511445377,2.973751145268977,1.2583300416208336
2.666941724675844,2.5241065141920256,2.7397376854737807,4.203861428243126,3.578470587801079,1.031503643169602
2.6588006456141,2.417363938966413,4.285083397629219,4.629061404259555,2.000485820174461,2.3965111776393595
3.62742096764016,4.728274592903471,1.5438829468207884,4.6345891001269095,2.634655040415082,3.4179165765963693
4.360427166475747,3.5321499524445183,4.139282511258984,3.4619197999522147,2.389350443471752,9.074323573140571
2.421659739896292,2.2574208752370857,3.5089423274701987,3.963054003259709,2.012377944177255,1.809896047939708
3.046768856997179,2.7252518323618915,1.181163374389111,3.931415581359423,1.179799417703535,1.920809847041879
